t,V,Nai,m,h,j,Cai,Ki,d,f,b,g,xr,xs1,xs2,zdv,ydv,Ca_JSR,Ca_NSR,APtrack,APtrack2,APtrack3,Cainfluxtrack,OVRLDtrack,OVRLDtrack2,OVRLDtrack3
0.12,-88.32612860777415,14.177607769773395,0.0008857103487645912,0.9928069992426715,0.9951153359405104,0.00034199031534637886,138.3794890837841,3.5379224534970674e-06,0.9952697023461099,0.0010300381353153172,0.9342627145993185,0.0007478340602333232,0.042116637599963765,0.0886403733888584,0.01198930287329502,0.9750148208325967,0.8207531396315093,2.787200015518294,3.527714035139296e-87,1.95010314058453e-86,0.01921887366004721,1.5634738569709446e-87,2e-323,-2.5e-323,2.2617842476036414e-282
0.13,-88.3261793038193,14.177608750337727,0.0008857027877431304,0.9928070824694916,0.9951153897414883,0.000341982011762025,138.37948900748495,3.5378936665996355e-06,0.9952705930654118,0.001030032982201415,0.9342693693715891,0.0007476491051619859,0.04211371717404346,0.08863873803247405,0.011989266481065245,0.9750185523122934,0.8207801444441458,2.7871947747160655,3.510116083372367e-87,1.940375078540185e-86,0.0192169518686235,1.55567448966119e-87,2e-323,-2.5e-323,2.261558080469906e-282
0.14,-88.32622999656158,14.177609730863209,0.0008856952379972525,0.9928071656895892,0.9951154435382127,0.0003419737087165182,138.3794889311939,3.5378648812556413e-06,0.9952714836074723,0.0010300278294411334,0.9342760234022119,0.0007474642053296506,0.04211079697186534,0.08863710270632169,0.011989230092919528,0.9750222832349799,0.8208071494912506,2.7871895338473527,3.492602818496655e-87,1.9306938309969253e-86,0.019215030269233768,1.547912655365485e-87,2e-323,-2.5e-323,2.2613319359357997e-282
0.15,-88.32628068599917,14.177610711349823,0.0008856876883222699,0.9928072489029497,0.9951154973306806,0.0003419654062101675,138.37948885491093,3.537836097334081e-06,0.9952723739720468,0.001030022677034598,0.9342826766906102,0.0007472793608505853,0.04210787699354552,0.08863546741040433,0.011989193709698098,0.9750260136000816,0.8208341547729637,2.787184292912058,3.4751772729307315e-87,1.9210610742609715e-86,0.019213108862010574,1.540189698044002e-87,2e-323,-2.5e-323,2.261105814016923e-282
0.16,-88.32633137213206,14.177611691797571,0.0008856801387181825,0.992807332109573,0.9951155511188919,0.00034195710424297286,138.3794887786361,3.5378073148349546e-06,0.9952732641591354,0.0010300175249818096,0.9342893292367838,0.0007470945717247899,0.042104957239084,0.08863383214472195,0.011989157331400952,0.9750297434075985,0.8208611602892852,2.7871790519101824,3.4578394466745964e-87,1.911476808332324e-86,0.01921118764695392,1.5325056176967407e-87,2e-323,-2.5e-323,2.260879714713277e-282
0.17,-88.32638205496025,14.177612672206454,0.0008856725891849905,0.992807415309459,0.9951156049028468,0.0003419488028149343,138.37948870236937,3.5377785337582615e-06,0.995274154168738,0.0010300123732827676,0.9342959810407329,0.0007469098379522645,0.04210203770848079,0.08863219690927455,0.011989120958028093,0.9750334726575306,0.8208881660402153,2.787173810841725,3.4405893397282505e-87,1.9019410332109824e-86,0.0192092666240638,1.5248604143237015e-87,2e-323,-2.5e-323,2.2606536380248603e-282
0.18,-88.32643273448375,14.17761365257647,0.0008856650397226938,0.992807498502608,0.9951156586825451,0.0003419405019260518,138.37948862611074,3.537749754104003e-06,0.9952750440008545,0.0010300072219374722,0.9343026321024573,0.000746725159533009,0.04209911840173588,0.08863056170406214,0.01198908458957952,0.9750372013498779,0.8209151720257537,2.7871685697066866,3.423426952091693e-87,1.8924537488969472e-86,0.019207345793340217,1.5172540879248839e-87,2e-323,-2.5e-323,2.260427583951674e-282
0.19,-88.32648341070441,14.177614632907636,0.0008856574911743585,0.9928075816890346,0.99511571245799,0.0003419322015760089,138.3794885498602,3.5377209759917278e-06,0.9952759336557356,0.0010300020709457939,0.934309282422548,0.0007465405363500975,0.04209619931873034,0.08862892652908166,0.01198904822534778,0.9750409294852288,0.8209421782457567,2.787163328505166,3.4063492437061557e-87,1.883013274860534e-86,0.019205425154647408,1.509685291154001e-87,2e-323,-2.5e-323,2.26020155247774e-282
0.2,-88.3265340836244,14.177615613199968,0.0008856499445176457,0.9928076648687562,0.995115766229185,0.00034192390176443846,138.3794884736178,3.537692199560073e-06,0.9952768231336718,0.0010299969203075823,0.9343159320016896,0.0007463559682679373,0.04209328045932624,0.08862729138432954,0.011989011864512482,0.9750446570642656,0.8209691847000575,2.787158087237279,3.3893526891697125e-87,1.8736176622767248e-86,0.01920350470782793,1.5021524615619164e-87,2e-323,-2.5e-323,2.2599755435845296e-282
0.21,-88.32658475324118,14.177616593453449,0.0008856423986086444,0.9928077480417526,0.9951158199961258,0.00034191560249176994,138.37948839738348,3.5376634246468273e-06,0.9952777124343231,0.0010299917700230133,0.9343225808390808,0.0007461714554451783,0.04209036182368496,0.08862565626980994,0.011988975508033524,0.97504838408619,0.8209961913888515,2.7871528459028907,3.372441413374216e-87,1.8642691913656505e-86,0.019201584453066002,1.4946574272901716e-87,2e-323,-2.5e-323,2.2597495572937227e-282
0.22,-88.32663541955476,14.177617573668073,0.0008856348534473546,0.9928078312080238,0.9951158737588126,0.0003419073037580034,138.37948832115728,3.537634651251991e-06,0.9952786015576894,0.0010299866200920867,0.9343292289347217,0.000745986997881821,0.0420874434118065,0.08862402118552286,0.01198893915591091,0.9750521105510019,0.8210231983121383,2.787147604502001,3.3556154163196662e-87,1.8549678621273104e-86,0.019199664390361616,1.4872001883387668e-87,2e-323,-2.5e-323,2.259523593605319e-282
0.23,-88.32668608256513,14.177618553843844,0.0008856273090337763,0.9928079143675699,0.9951159275172453,0.00034189900556313887,138.37948824493918,3.537605879375563e-06,0.995279490503771,0.0010299814705148028,0.9343358762886123,0.0007458025955778651,0.04208452522369086,0.08862238613146832,0.011988902808144635,0.9750558364587014,0.8210502054699181,2.7871423630346097,3.3388746980060637e-87,1.8457136745617054e-86,0.019197744519714774,1.4797807447077017e-87,2e-323,-2.5e-323,2.2592976525193182e-282
0.24,-88.32673674227232,14.177619533980762,0.0008856197653679094,0.9928079975203906,0.9951159812714241,0.00034189070790717626,138.37948816872918,3.5375771090175447e-06,0.9952803792725676,0.0010299763212911614,0.9343425229007524,0.0007456182485333108,0.042081607259338044,0.08862075110764629,0.011988866464734705,0.9750595618092885,0.821077212862191,2.787137121500717,3.322219258433408e-87,1.8365066286688345e-86,0.01919582484112548,1.4723990963969767e-87,2e-323,-2.5e-323,2.2590717340357206e-282
0.25,-88.32678739873084,14.177620514079265,0.0008856122215580069,0.9928080806668728,0.9951160350214387,0.00034188241078080353,138.37948809252717,3.5375483417530342e-06,0.9952812678714154,0.001029971172417259,0.9343491687885013,0.0007454339533386009,0.04207868951524687,0.08861911611396625,0.011988830119218107,0.9750632866200291,0.8211042204847059,2.7871318799032525,3.3055751000445817e-87,1.8273058189594513e-86,0.01919390535060153,1.4650224478781332e-87,2e-323,-2.5e-323,2.2588458376847016e-282
0.26,-88.32683805203018,14.177621494140078,0.0008856046761418686,0.9928081638076504,0.9951160887674368,0.0003418741141687518,138.379488016333,3.537519580164726e-06,0.9952821563123428,0.0010299660238866956,0.9343558139803235,0.0007452497044030754,0.04207577198567645,0.08861748115027972,0.011988793760997433,0.9750670109192343,0.821131228330492,2.787126638247022,3.2888208888366248e-87,1.81804417258755e-86,0.019191986041596908,1.457597024230727e-87,2e-323,-2.5e-323,2.2586199626958897e-282
0.27,-88.32688870203266,14.177622474162089,0.0008855971313697392,0.9928082469417476,0.9951161425091914,0.0003418658180945191,138.37948794014693,3.5374908202779985e-06,0.9952830445768386,0.0010299608757093205,0.9343624584324141,0.000745065510330449,0.042072854679461695,0.08861584621681519,0.01198875740638151,0.9750707346633349,0.8211582364102767,2.7871213965246304,3.2721433510840157e-87,1.8088249109284073e-86,0.019190066924185574,1.4502055820630458e-87,2e-323,-2.5e-323,2.2583941102548448e-282
0.28,-88.32693934873829,14.177623454145298,0.0008855895872416187,0.9928083300691647,0.9951161962467023,0.0003418575225581055,138.379487863969,3.53746206209285e-06,0.9952839326649026,0.0010299557278851343,0.934369102144773,0.0007448813711207216,0.0420699375966026,0.08861421131357267,0.011988721055370334,0.975074457852331,0.8211852447240601,2.7871161547360783,3.2555424867867545e-87,1.7996480339820227e-86,0.019188147998367523,1.442848121375089e-87,2e-323,-2.5e-323,2.258168280361566e-282
0.29,-88.32698999214706,14.177624434089704,0.000885582043757507,0.9928084131899015,0.9951162499799697,0.0003418492275595109,138.3794877877991,3.537433305609281e-06,0.9952848205765348,0.0010299505804141364,0.9343757451174002,0.0007446972867738933,0.04206702073709918,0.08861257644055212,0.011988684707963907,0.9750781804862226,0.8212122532718421,2.7871109128813654,3.239018295944841e-87,1.790513541748397e-86,0.01918622926414276,1.4355246421668573e-87,2e-323,-2.5e-323,2.257942473016054e-282
0.3,-88.32704063225897,14.177625413995308,0.0008855745009174044,0.9928084963039581,0.9951163037089935,0.0003418409330987354,138.37948771163732,3.5374045508272924e-06,0.9952857083117352,0.0010299454332963274,0.9343823873502958,0.000744513257289964,0.04206410410095141,0.08861094159775358,0.011988648364162231,0.9750819025650096,0.8212392620536227,2.787105670960492,3.2225707785582757e-87,1.7814214342275294e-86,0.019184310721511284,1.4282351444383504e-87,2e-323,-2.5e-323,2.2577166882183085e-282
0.31,-88.32709126907402,14.17762639386211,0.0008855669587213105,0.9928085794113344,0.9951163574337737,0.00034183263917577896,138.37948763548363,3.5373757977468827e-06,0.9952865958705039,0.001029940286531707,0.9343890288434598,0.0007443292826689338,0.042061187688159314,0.08860930678517705,0.011988612023965303,0.975085624088692,0.821266271069402,2.7871004289734578,3.2061999346270577e-87,1.77237171141942e-86,0.019182392370473093,1.420979628189568e-87,2e-323,-2.5e-323,2.2574909259683296e-282
0.32,-88.3271419025922,14.177627373690108,0.0008855594171692257,0.9928086625120305,0.9951164111543102,0.0003418243457906415,138.37948755933806,3.5373470463680534e-06,0.9952874832528408,0.001029935140120275,0.9343956695968921,0.0007441453629108026,0.04205827149872288,0.08860767200282249,0.011988575687373125,0.97508934505727,0.8212932803191798,2.7870951869202627,3.189905764151188e-87,1.7633643733240694e-86,0.01918047421102819,1.4137580934205106e-87,2e-323,-2.5e-323,2.257265186266117e-282
0.33,-88.32719253281354,14.177628353479303,0.0008855518762611496,0.9928087456060463,0.9951164648706031,0.00034181605294332317,138.37948748320056,3.537318296690803e-06,0.995288370458746,0.0010299299940620319,0.9344023096105928,0.0007439614980155705,0.04205535553264211,0.08860603725068994,0.011988539354385696,0.9750930654707433,0.8213202898029562,2.7870899448009068,3.173688267130666e-87,1.754399419941477e-86,0.019178556243176572,1.406570540131178e-87,2e-323,-2.5e-323,2.2570394691116712e-282
0.34,-88.32724315973802,14.177629333229696,0.0008855443359970824,0.9928088286933818,0.9951165185826525,0.0003418077606338239,138.37948740707114,3.5372895487151328e-06,0.9952892574882193,0.0010299248483569773,0.9344089488845618,0.0007437776879832375,0.042052439789917,0.08860440252877938,0.011988503025003015,0.975096785329112,0.8213472995207314,2.7870847026153904,3.1575474435654913e-87,1.745476851271643e-86,0.01917663846691824,1.39941696832157e-87,2e-323,-2.5e-323,2.256813774504992e-282
0.35000000000000003,-88.32729378336563,14.177630312941288,0.0008855367963770241,0.9928089117740371,0.9951165722904582,0.00034179946886214366,138.37948733094984,3.5372608024410423e-06,0.995290144341261,0.0010299197030051114,0.9344155874187993,0.0007435939328138035,0.04204952427054755,0.08860276783709083,0.011988466699225084,0.9751005046323763,0.821374309472505,2.7870794603637132,3.141483293455665e-87,1.7365966673145675e-86,0.019174720882253193,1.3922973779916869e-87,2e-323,-2.5e-323,2.2565881024460795e-282
0.36,-88.3273444036964,14.177631292614075,0.0008855292574009748,0.9928089948480121,0.9951166259940204,0.00034179117762828245,138.37948725483662,3.5372320578685314e-06,0.9952910310178708,0.0010299145580064339,0.934422225213305,0.0007434102325072686,0.042046608974533765,0.08860113317562425,0.011988430377051903,0.975104223380536,0.8214013196582773,2.7870742180458756,3.1254958168011865e-87,1.7277588680702507e-86,0.019172803489181437,1.3852117691415286e-87,2e-323,-2.5e-323,2.2563624529349332e-282
0.37,-88.32739502073031,14.177632272248061,0.0008855217190689344,0.9928090779153069,0.995116679693339,0.0003417828869322403,138.3794871787315,3.5372033149976e-06,0.9952919175180488,0.0010299094133609452,0.9344288622680792,0.0007432265870636327,0.04204369390187565,0.08859949854437968,0.01198839405848347,0.9751079415735912,0.8214283300780483,2.7870689756618767,3.1095850136020557e-87,1.718963453538692e-86,0.019170886287702964,1.3781601417710949e-87,2e-323,-2.5e-323,2.2561368259715537e-282
0.38,-88.32744563446735,14.177633251843243,0.0008855141813809027,0.9928091609759214,0.995116733388414,0.00034177459677401723,138.37948710263447,3.5371745738282485e-06,0.9952928038417951,0.001029904269068645,0.9344354985831216,0.0007430429964828957,0.042040779052573196,0.08859786394335711,0.011988357743519787,0.9751116592115417,0.8214553407318178,2.7870637332117174,3.0937508838582723e-87,1.7102104237198918e-86,0.019168969277817777,1.3711424958803864e-87,2e-323,-2.5e-323,2.255911221555941e-282
0.39,-88.32749624490754,14.177634231399624,0.0008855066443368801,0.9928092440298557,0.9951167870792453,0.00034176630715361317,138.37948702654555,3.5371458343604765e-06,0.9952936899891096,0.0010298991251295336,0.9344421341584325,0.000742859460765058,0.0420378644266264,0.08859622937255653,0.011988321432160852,0.9751153762943878,0.821482351619586,2.7870584906953972,3.0779934275698372e-87,1.7014997786138498e-86,0.019167052459525876,1.3641588314694022e-87,2e-323,-2.5e-323,2.2556856396880945e-282
0.4,-88.32754685205087,14.177635210917202,0.0008854991079368662,0.9928093270771098,0.9951168407658331,0.0003417580180710282,138.3794869504647,3.537117096594284e-06,0.9952945759599924,0.0010298939815436108,0.9344487689940116,0.0007426759799101192,0.042034950024035275,0.08859459483197794,0.011988285124406669,0.9751190928221293,0.8215093627413528,2.7870532481129167,3.0623126447367496e-87,1.6928315182205667e-86,0.019165135832827262,1.357209148538143e-87,2e-323,-2.5e-323,2.2554600803680145e-282
0.41000000000000003,-88.32759745589735,14.177636190395978,0.0008854915721808614,0.9928094101176835,0.9951168944481773,0.0003417497295262623,138.37948687439194,3.5370883605296714e-06,0.9952954617544433,0.0010298888383108765,0.9344554030898592,0.0007424925539180796,0.04203203584479981,0.08859296032162137,0.011988248820257232,0.9751228087947662,0.8215363740971182,2.7870480054642752,3.0467085353590103e-87,1.6842056425400417e-86,0.019163219397721937,1.3502934470866087e-87,2e-323,-2.5e-323,2.2552345435957012e-282
0.42,-88.32764805644696,14.17763716983595,0.0008854840370688653,0.9928094931515771,0.9951169481262778,0.0003417414415193154,138.3794867983273,3.5370596261666383e-06,0.9952963473724625,0.001029883695431331,0.9344620364459751,0.000742309182788939,0.04202912188892001,0.08859132584148677,0.011988212519712545,0.9751265242122986,0.8215633856868823,2.787042762749473,3.0311810994366184e-87,1.6756221515722753e-86,0.019161303154209896,1.3434117271147992e-87,2e-323,-2.5e-323,2.2550090293711543e-282
0.43,-88.32769865369971,14.17763814923712,0.0008854765026008782,0.9928095761787903,0.9951170018001348,0.0003417331540501876,138.37948672227074,3.537030893505185e-06,0.9952972328140499,0.001029878552904974,0.9344686690623594,0.0007421258665226974,0.04202620815639588,0.08858969139157417,0.011988176222772609,0.9751302390747264,0.8215903975106449,2.78703751996851,3.0157303369695744e-87,1.667081045317267e-86,0.01915938710229114,1.3365639886227144e-87,2e-323,-2.5e-323,2.2547835376943742e-282
0.44,-88.32774924765562,14.17763912859949,0.0008854689687769,0.9928096591993233,0.9951170554697482,0.0003417248671188788,138.37948664622226,3.5370021625453115e-06,0.9952981180792057,0.0010298734107318057,0.934475300939012,0.0007419426051193548,0.0420232946472274,0.08858805697188357,0.011988139929437421,0.9751339533820498,0.8216174095684061,2.7870322771213862,3.0003562479578782e-87,1.6585823237750175e-86,0.019157471241965672,1.3297502316103543e-87,2e-323,-2.5e-323,2.254558068565361e-282
0.45,-88.32779983831466,14.177640107923054,0.0008854614355969306,0.9928097422131761,0.995117109135118,0.0003417165807253891,138.37948657018188,3.536973433287018e-06,0.9952990031679295,0.001029868268911826,0.934481932075933,0.0007417593985789113,0.042020381361414595,0.08858642258241498,0.011988103639706982,0.9751376671342685,0.8216444218601661,2.787027034208102,2.98505883240153e-87,1.6501259869455262e-86,0.01915555557323349,1.322970456077719e-87,2e-323,-2.5e-323,2.2543326219841135e-282
0.46,-88.32785042567684,14.177641087207817,0.0008854539030609702,0.9928098252203486,0.9951171627962442,0.00034170829486971846,138.3794864941496,3.5369447057303036e-06,0.9952998880802216,0.0010298631274450348,0.9344885624731224,0.000741576246901367,0.04201746829895745,0.08858478822316836,0.011988067353581293,0.9751413803313826,0.8216714343859245,2.7870217912286566,2.9698380903005296e-87,1.6417120348287935e-86,0.019153640096094594,1.3162246620248086e-87,2e-323,-2.5e-323,2.2541071979506333e-282
0.47000000000000003,-88.32790100974216,14.177642066453776,0.0008854463711690186,0.9928099082208408,0.9951172164531267,0.00034170000955186685,138.37948641812542,3.536915979875169e-06,0.995300772816082,0.0010298579863314325,0.9344951921305801,0.0007413931500867216,0.04201455545985597,0.08858315389414374,0.011988031071060352,0.9751450929733922,0.8216984471456816,2.787016548183051,2.9546940216548766e-87,1.633340467424819e-86,0.019151724810548984,1.309512849451623e-87,2e-323,-2.5e-323,2.253881796464919e-282
0.48,-88.32795159051064,14.177643045660934,0.0008854388399210759,0.9928099912146527,0.9951172701057657,0.0003416917247718343,138.37948634210935,3.536887255721614e-06,0.9953016573755106,0.0010298528455710185,0.9345018210483061,0.0007412101081349752,0.04201164284411015,0.08858151959534113,0.011987994792144161,0.9751488050602973,0.8217254601394374,2.7870113050712844,2.9396266264645715e-87,1.625011284733603e-86,0.01914980971659666,1.3028350183581623e-87,2e-323,-2.5e-323,2.253656417526972e-282
0.49,-88.32800216798225,14.17764402482929,0.0008854313093171422,0.9928100742017846,0.9951173237541611,0.0003416834405296208,138.37948626610134,3.5368585332696388e-06,0.9953025417585074,0.0010298477051637932,0.9345084492263006,0.000741027121046128,0.042008730451719996,0.0885798853267605,0.011987958516832719,0.9751525165920979,0.8217524733671917,2.787006061893357,2.9246359047296147e-87,1.6167244867551456e-86,0.019147894814237624,1.2961911687444262e-87,2e-323,-2.5e-323,2.2534310611367913e-282
0.5,-88.328052742157,14.177645003958842,0.0008854237793572173,0.992810157182236,0.9951173773983129,0.00034167515682522636,138.37948619010143,3.5368298125192434e-06,0.9953034259650725,0.0010298425651097567,0.9345150766645633,0.0007408441888201798,0.0420058182826855,0.08857825108840188,0.011987922245126025,0.9751562275687938,0.8217794868289447,2.787000818649269,2.9097218564500053e-87,1.6084800734894464e-86,0.019145980103471873,1.2895813006104148e-87,2e-323,-2.5e-323,2.253205727294377e-282
0.51,-88.3281033130349,14.177645983049592,0.0008854162500413013,0.9928102401560073,0.995117431038221,0.000341666873658651,138.37948611410962,3.5368010934704275e-06,0.9953043099952057,0.0010298374254089086,0.9345217033630945,0.0007406613114571306,0.04200290633700668,0.08857661688026526,0.011987885977024082,0.9751599379903853,0.8218065005246963,2.7869955753390205,2.894884481625744e-87,1.6002780449365056e-86,0.01914406558429941,1.2830054139561285e-87,2e-323,-2.5e-323,2.252980415999729e-282
0.52,-88.32815388061594,14.177646962101539,0.0008854087213693942,0.9928103231230982,0.9951174846738856,0.0003416585910298947,138.3794860381259,3.536772376123191e-06,0.9953051938489073,0.0010298322860612494,0.934528329321894,0.0007404784889569805,0.04199999461468351,0.08857498270235062,0.011987849712526887,0.9751636478568722,0.8218335144544465,2.786990331962611,2.88012378025683e-87,1.5921184010963234e-86,0.01914215125672023,1.2764635087815667e-87,2e-323,-2.5e-323,2.2527551272528482e-282
0.53,-88.32820444490012,14.177647941114685,0.000885401193341496,0.9928104060835089,0.9951175383053066,0.0003416503089389574,138.37948596215028,3.5367436604775347e-06,0.995306077526177,0.0010298271470667785,0.9345349545409618,0.0007402957213197295,0.04199708311571601,0.08857334855465798,0.011987813451634442,0.9751673571682545,0.8218605286181954,2.7869850885200407,2.8654397523432645e-87,1.5840011419688996e-86,0.01914023712073434,1.2699555850867297e-87,2e-323,-2.5e-323,2.2525298610537334e-282
0.54,-88.32825500588744,14.177648920089027,0.0008853936659576067,0.9928104890372395,0.9951175919324841,0.00034164202738583917,138.37948588618275,3.536714946533458e-06,0.995306961027015,0.0010298220084254965,0.934541579020298,0.0007401130085453774,0.04199417184010418,0.08857171443718734,0.011987777194346747,0.9751710659245323,0.8218875430159428,2.78697984501131,2.8508323978850466e-87,1.575926267554234e-86,0.01913832317634173,1.2634816428716175e-87,2e-323,-2.5e-323,2.2523046174023858e-282
0.55,-88.3283055635779,14.177649899024566,0.0008853861392177263,0.9928105719842897,0.9951176455554178,0.00034163374637053996,138.37948581022331,3.5366862342909607e-06,0.9953078443514212,0.001029816870137403,0.9345482027599026,0.0007399303506339245,0.041991260787848005,0.0885700803499387,0.011987740940663799,0.9751747741257055,0.8219145576476888,2.7869746014364183,2.836301716882176e-87,1.5678937778523272e-86,0.019136409423542413,1.2570416821362303e-87,2e-323,-2.5e-323,2.252079396298804e-282
0.56,-88.32835611797151,14.177650877921304,0.0008853786131218548,0.9928106549246596,0.995117699174108,0.0003416254658930599,138.37948573427198,3.536657523750043e-06,0.9953087274993956,0.0010298117322024981,0.9345548257597756,0.0007397477475853707,0.0419883499589475,0.08856844629291205,0.011987704690585601,0.9751784817717741,0.8219415725134336,2.786969357795366,2.821847709334654e-87,1.5599036728631785e-86,0.01913449586233638,1.2506357028805677e-87,1.5e-323,-2e-323,2.2518541977429892e-282
0.5700000000000001,-88.32840666906826,14.177651856779239,0.0008853710876699921,0.9928107378583493,0.9951177527885546,0.0003416171859533988,138.37948565832872,3.5366288149107055e-06,0.9953096104709382,0.001029806594620782,0.9345614480199168,0.0007395651993997158,0.041985439353402654,0.0885668122661074,0.011987668444112153,0.9751821888627382,0.8219685876131768,2.786964114088153,2.8074703752424793e-87,1.5519559525867883e-86,0.019132582492723635,1.24426370510463e-87,1.5e-323,-2e-323,2.251629021734941e-282
