t,V,Na_i,Ca_i,K_i,Cl_i,m,h,j,m_L,h_L,Ca_r,d,f,f2,f_Ca,f_Ca2,b,g,a,i,i2,xr,xs1,xs2,a_1,Ca_MK_trap,Ca_NSR,Ca_JSR,ri,ro
0.28,-61.22695808621282,9.927157613302057,0.00022352850156454824,141.96707828703248,18.90468264442234,0.045354123525769514,0.975388525710828,0.09761349075208431,0.045354123525769514,0.8942361105535898,0.00022415536791265536,8.665490555086098e-06,0.9985222755445251,0.8174249178307899,0.9610053625186928,0.8687674838503624,0.0029967447157571614,0.9706234704447203,0.001320940652835834,0.9990622441841783,0.9775826049869191,0.07083043495322983,0.0011858130994890032,0.0011854519923003126,0.0014907710596376825,8.787582092365629e-06,1.213258991757266,1.1433570724909141,0.7804500495186529,1.4321889057132381e-09
0.29,-60.434541261110176,9.927157686883705,0.00022352757921401597,141.96707821961508,18.90468265064548,0.04997283559383006,0.9751046317632461,0.09749180844681335,0.04997283559383006,0.8941969525499871,0.00022415448379609337,9.54002530404181e-06,0.99851722951572,0.8174284404062897,0.9609963587828636,0.8687698082058375,0.0033516362859095676,0.9704322009716766,0.001389437666751205,0.9990591355852636,0.9775677857157429,0.0708297963822491,0.0011868943259187297,0.0011859926749462537,0.0014907649044611404,8.787525447842593e-06,1.2132592246466982,1.1433589281010816,0.7804558571658052,1.4666488187754017e-09
0.3,-59.64170948687132,9.9271577604668,0.000223526656882187,141.96707815219875,18.90468265686853,0.05498270676053968,0.9748017185639394,0.09735811695895676,0.05498270676053968,0.8941566339299942,0.0002241536093785757,1.0522681856056909e-05,0.998511609017401,0.8174320050122101,0.9609861353359266,0.8687720633833869,0.00374857923466185,0.9702210233097278,0.0014618257756502738,0.9990557971345,0.9775519579222954,0.07082916244362647,0.001188039871564896,0.001186565577018106,0.001490758752445423,8.787468803679539e-06,1.2132594575329978,1.1433607833443429,0.7804616623549615,1.5084335311061617e-09
0.31,-58.84836164787876,9.92715783405195,0.00022352573456931661,141.96707808478357,18.904682663091492,0.06040652716877519,0.9744784508691023,0.09721135872414981,0.06040652716877519,0.8941152476864854,0.00022415274672077457,1.1626357054145882e-05,0.9985053523801997,0.8174356106653351,0.9609745576922097,0.8687742420712211,0.004192459616334178,0.9699886196083423,0.0015383403816949417,0.9990522143068254,0.9775350702682616,0.0708285334447136,0.0011892522781109663,0.001187171971297598,0.0014907526042656784,8.787412159876745e-06,1.2132596904161626,1.143362638151365,0.7804674648054316,1.5591172376287335e-09
0.32,-58.05437257414497,9.927157907639941,0.00022352481227571217,141.96707801736946,18.904682669314365,0.06626720295954358,0.9741333557049586,0.09705040477328392,0.06626720295954358,0.8940728848635325,0.00022415189832655132,1.2865497567264035e-05,0.9984983912322158,0.8174392561535816,0.9609614778620075,0.8687763363090392,0.004688723387125733,0.9697336708193652,0.001619233215370999,0.9990483715182273,0.9775170689578533,0.07082790971389769,0.001190534182969104,0.001187813178427186,0.0014907464607404016,8.787355516434545e-06,1.2132599232961894,1.143364492437904,0.7804732642020795,1.6206207043309694e-09
0.33,-57.259586797684676,9.927157981231764,0.00022352389000174458,141.96707794995652,18.904682675537142,0.07258762156093795,0.9737647975966511,0.09687405442364468,0.07258762156093795,0.8940296335543136,0.00022415106724175846,1.425629718107755e-05,0.9984906497143187,0.8174429400075415,0.9609467330292238,0.8687783374432846,0.0052434402336905515,0.96945486088753,0.0017047738290444587,0.9990442520239583,0.9774978976101478,0.07082729160232695,0.0011918883244292397,0.0011884905694816473,0.0014907403228626131,8.787298873353354e-06,1.2132601561730745,1.1433663461014822,0.7804790601904139,1.6952892633308814e-09
0.34,-56.463811445028526,9.927158054828658,0.00022352296774786175,141.96707788254474,18.904682681759827,0.0793905200030972,0.9733709480292796,0.09668103595189416,0.0793905200030972,0.8939855782058258,0.00022415025716969838,1.5816911620602407e-05,0.9984820436328238,0.8174466604701753,0.960930144187388,0.8687802360846434,0.005863371119819728,0.9691508784379305,0.0017952512933036538,0.9990398378077927,0.9774774971211541,0.07082667948576758,0.0011933175475972932,0.001189205568934105,0.0014907341918367842,8.78724223063367e-06,1.2132603890468137,1.1433681990175038,0.7804848523711133,1.7859837403685056e-09
0.35000000000000003,-55.666806454626546,9.927158128432191,0.00022352204551460725,141.9670778151341,18.904682687982422,0.0866983225864696,0.9729497412487484,0.09647000804109883,0.0866983225864696,0.8939407988487164,0.0002241494726330682,1.7567750618754445e-05,0.9984724793116309,0.8174504154560451,0.9609115143260386,0.8687820220536868,0.006556058625803232,0.9688204175432861,0.0018909765408182968,0.9990351094312316,0.9774558054753494,0.07082607376712306,0.0011948248127356944,0.0011899596588221492,0.001490728069130179,8.787185588276098e-06,1.2132606219174011,1.1433700510338076,0.7804906402924872,1.896207836531119e-09
0.36,-54.8682757132975,9.927158202044312,0.0002235211233026379,141.96707774772466,18.904682694204926,0.0945330646751188,0.9724988260178734,0.09623956328328709,0.0945330646751188,0.8938953712441868,0.00022414871913150223,1.9531726255106374e-05,0.9984618526338696,0.8174542025184308,0.9608906270681103,0.8687836843494509,0.007329897869031106,0.9684621719271775,0.001992284518113226,0.9990300459047128,0.9774327575835765,0.07082547487854332,0.0011964132033712173,0.0011907543827984664,0.0014907219565214304,8.787128946281377e-06,1.213260854784831,1.1433719019653696,0.7804964234436866,2.030231788195435e-09
0.37,-54.0678540215506,9.92715827566743,0.00022352020111275078,141.96707768031635,18.904682700427333,0.10291623591581144,0.9720154921517984,0.09598823219519163,0.10291623591581144,0.8938493664613569,0.00022414800337276905,2.173463692143107e-05,0.9984500475577271,0.8174580187978339,0.9608672445987528,0.868785211099213,0.008194247884821534,0.9680748302430972,0.002099537497297234,0.9990246244886494,0.9774082850298204,0.07082488328471102,0.0011980859384536806,0.0011915913522050484,0.0014907158561744576,8.787072304650407e-06,1.2132610876490941,1.1433737515865239,0.7805022012444862,2.1932762539685724e-09
0.38,-53.26509335140794,9.927158349304516,0.00022351927894591328,141.96707761290918,18.904682706649645,0.11186867964119403,0.9714965798465698,0.09571448902946128,0.11186867964119403,0.8938028509630304,0.0002241473335346871,2.4205570895480598e-05,0.9984369345740586,0.8174618609695237,0.9608411056596414,0.8687865895183039,0.009159541810906287,0.9676570666553979,0.0022131286973126516,0.9990188204832535,0.9773823157994481,0.07082429948628313,0.0011998463861738287,0.0011924722529769987,0.001490709770721349,8.787015663384276e-06,1.2132613205101814,1.1433755996221535,0.780507973034124,2.391719326536548e-09
0.39,-52.45944661276527,9.927158422959208,0.00022351835680330074,141.96707754550314,18.90468271287186,0.12141050922312913,0.9709383575779985,0.0954167592196975,0.12141050922312913,0.8937558867720674,0.0002241467195922249,2.6977397592738605e-05,0.998422368842201,0.8174657251806754,0.9608119232544479,0.8687878058695143,0.010237415733465066,0.96720752839697,0.0023334867761711318,0.9990126069719405,0.9773547739423718,0.070823724024084,0.0012016980814007542,0.0011933988543551624,0.0014907037033656779,8.786959022484319e-06,1.213261553368081,1.143377445736688,0.7805137380574836,2.633355450823979e-09
0.4,-51.65024889069422,9.927158496635933,0.0002235174346863425,141.9670774780982,18.90468271909398,0.13156105475034838,0.9703363530001249,0.09509342866279569,0.13156105475034838,0.8937085317447889,0.00022414617372304844,3.0087368296932213e-05,0.998406187933418,0.8174696069747971,0.9607793821077524,0.8687888454270761,0.011440858055903677,0.9667248199581436,0.0024610814233231837,0.9990059545075126,0.9773255791563035,0.07082315748421888,0.001203644747602518,0.0011943730198392,0.0014906976580093842,8.78690238195215e-06,1.2132617862227784,1.143379289520462,0.7805194954479372,2.927720091109289e-09
0.41000000000000003,-50.83669659792321,9.927158570340055,0.00022351651259677768,141.96707741069434,18.904682725316,0.14233882717998586,0.9696851304723242,0.0947428544059727,0.14233882717998586,0.8936608399074671,0.00022414571079346074,3.3577827731677275e-05,0.9983882091798735,0.8174735012031721,0.96074313586266,0.8687896924425602,0.012784377888813354,0.9662074846029605,0.0025964300147812763,0.9989988307411529,0.9772946462923036,0.0708226005041039,0.0012056903230619914,0.0011953967202872457,0.001490691639405906,8.786845741789744e-06,1.2132620190742562,1.1433811304733696,0.7805252442066845,3.2864794575318205e-09
0.42,-50.01782387822947,9.927158644078029,0.00022351559053672285,141.96707734329155,18.904682731537925,0.15376151729444482,0.9689779909225275,0.09436337723843105,0.15376151729444482,0.8936128618829604,0.0002241453489522075,3.7497080580501395e-05,0.9983682264752074,0.8174774019181289,0.9607028039350076,0.8687903301143177,0.014284199188094208,0.9656539821863576,0.002740105718182919,0.9989911999722457,0.9772618847551104,0.07082205377975921,0.001207838992912087,0.0011964720499237516,0.0014906856533463463,8.78678910199951e-06,1.2132622519224927,1.1433829679848926,0.7805309831771915,3.723910511975338e-09
0.43,-49.19247579876756,9.927158717857575,0.0002235146685087565,141.96707727588978,18.904682737759746,0.16584603681304913,0.9682065476705243,0.09395333644084232,0.16584603681304913,0.8935646453868327,0.00022414511037610228,4.1900483212963995e-05,0.9983460062862174,0.8174813022397643,0.9606579679047416,0.8687907405611155,0.015958489173767746,0.9650626626236384,0.0028927476160170535,0.9989830225850529,0.9772271977585936,0.07082151807489535,0.0012100952291089827,0.0011976012463142394,0.0014906797068922498,8.786732462584375e-06,1.2132624847674618,1.14338480130902,0.7805367110123838,4.257509620116757e-09
0.44,-48.35927888017407,9.927158791687885,0.00022351374651602266,141.96707720848903,18.904682743981468,0.17860859006133073,0.9673601313562348,0.09351108638842787,0.17860859006133073,0.8935162357711293,0.00022414502218527497,4.685180248019322e-05,0.9983212827458964,0.817485194190942,0.9606081674126794,0.8687909047989771,0.017827621363518488,0.9644317351087247,0.00305507302745468,0.9989742543557573,0.9771904814301523,0.07082099423201868,0.00121246383864833,0.0011987867144592286,0.0014906738086600208,8.786675823547924e-06,1.2132627176091317,1.143386629533464,0.7805424261329501,4.9087491729250036e-09
0.45,-47.51660893915801,9.927158865579834,0.00022351282456235547,141.96707714108925,18.904682750203083,0.19206477494007246,0.9664249669981219,0.093035015260432,0.19206477494007246,0.8934676766286991,0.0002241451175552961,5.2424895391388134e-05,0.9982937516566691,0.8174890684941373,0.9605528954860965,0.8687908027207859,0.019914475247425557,0.9637592323671273,0.003227892317575432,0.9989648456073218,0.9771516237507035,0.07082048318587157,0.0012149500208326314,0.0012000310554111041,0.0014906679691644364,8.786619184894516e-06,1.2132629504474637,1.143388451542257,0.780548126674616,5.704009844883426e-09
0.46,-46.66255613254097,9.927158939546217,0.00022351190265242936,141.96707707369043,18.90468275642459,0.20622971236183799,0.9653830598394839,0.09252356609778586,0.20622971236183799,0.8934190104582238,0.00022414543706017977,5.870577460451286e-05,0.9982630631941694,0.8174929143224199,0.9604915932152235,0.8687904130792246,0.022244776406553743,0.9630429692647329,0.0034121266065951974,0.9989547401838722,0.9771105033083036,0.07081998597961754,0.0012175594348393666,0.0012013371000382605,0.0014906622012314686,8.786562546629485e-06,1.2132631832824103,1.1433902659705812,0.7805538104219325,6.675722002582919e-09
0.47000000000000003,-45.79488568835019,9.92715901360201,0.00022351098079196187,141.9670770062925,18.90468276264599,0.22111820772447682,0.9642103358469942,0.09197526248492496,0.22111820772447682,0.8933702794447786,0.00022414603051186684,6.57955416631541e-05,0.9982288117408994,0.8174967189472753,0.9604236430494552,0.8687897134729642,0.0248475089595335,0.9622804897520792,0.0036088314562445034,0.9989438740317814,0.9770669876920406,0.0708195037868783,0.001220298287589388,0.0012027079529329822,0.00149065652055706,8.786505908759343e-06,1.2132634161139133,1.1433920711429078,0.780559474710274,7.863970691904333e-09
