t,F6P,F26P,GAP,PYR,LAC,ATP,PCr
0.29,0.20089575099766183,0.001,0.04037056697514599,0.1000605434997733,0.5,2.400258750107359,18.14
0.3,0.20092344751306054,0.001,0.04036807736335338,0.10005998054813246,0.5,2.4002316617328034,18.14
0.31,0.20095096085364217,0.001,0.04036567931927646,0.10005931701225473,0.5,2.4002058091788507,18.14
0.32,0.2009782931820186,0.001,0.04036337013731129,0.10005855774538729,0.5,2.400181133287138,18.14
0.33,0.20100544659020325,0.001,0.040361147229165256,0.10005770735295923,0.5,2.400157578204723,18.14
0.34,0.2010324231080318,0.001,0.04035900810969496,0.10005677022511725,0.5,2.4001350909321033,18.14
0.35000000000000003,0.20105922470844478,0.001,0.04035695038803948,0.10005575055722218,0.5,2.4001136210379297,18.14
0.36,0.2010858533127705,0.001,0.04035497175875347,0.10005465237034564,0.5,2.4000931203737195,18.14
0.37,0.20111231079259786,0.001,0.04035306999802949,0.10005347951567992,0.5,2.4000735430297544,18.14
0.38,0.20113859896212355,0.001,0.040351242974136226,0.10005223563401013,0.5,2.4000548459647306,18.14
0.39,0.20116471960589827,0.001,0.04034948860502704,0.10005092428218416,0.5,2.400036987131619,18.14
0.4,0.20119067447702818,0.001,0.04034780486004134,0.1000495489202027,0.5,2.4000199256932415,18.14
0.41000000000000003,0.2012164653006974,0.001,0.040346189753664725,0.1000481129234118,0.5,2.400003621861483,18.14
0.42,0.20124209377924585,0.001,0.04034464133696822,0.10004661960203232,0.5,2.3999880366265085,18.14
0.43,0.20126756159724685,0.001,0.04034315768904744,0.1000450722206891,0.5,2.399973131485977,18.14
0.44,0.20129287040379945,0.001,0.040341736946704315,0.10004347392916872,0.5,2.399958869413823,18.14
0.45,0.20131802163357174,0.001,0.04034037760476509,0.10004182706495367,0.5,2.399945224601247,18.14
0.46,0.20134301674523758,0.001,0.040339078115855354,0.10004013408191499,0.5,2.399932169490812,18.14
0.47000000000000003,0.20136785718652306,0.001,0.040337836949027074,0.10003839741387964,0.5,2.3999196766834316,18.14
0.48,0.20139254436474738,0.001,0.04033665263916326,0.10003661935960549,0.5,2.3999077205464427,18.14
0.49,0.20141707964763209,0.001,0.04033552378558146,0.10003480208568034,0.5,2.3998962771750345,18.14
0.5,0.20144146437639773,0.001,0.04033444902983911,0.1000329476766184,0.5,2.3998853236960533,18.14
0.51,0.20146569992001315,0.001,0.040333426963884304,0.10003105834302506,0.5,2.399874835369336,18.14
0.52,0.20148978759503905,0.001,0.040332456265701574,0.10002913611350356,0.5,2.3998647898823964,18.14
0.53,0.2015137286898002,0.001,0.0403315356583711,0.10002718292729249,0.5,2.3998551660614735,18.14
0.54,0.20153752447255707,0.001,0.040330663896210484,0.10002520066544429,0.5,2.3998459434389283,18.14
0.55,0.2015611761936764,0.001,0.0403298397610739,0.10002319115895353,0.5,2.399837102141817,18.14
0.56,0.20158468507498273,0.001,0.040329062080175476,0.10002115614742807,0.5,2.3998286234711492,18.14
0.5700000000000001,0.20160805228249218,0.001,0.040328329771816454,0.10001909717364493,0.5,2.399820491376552,18.14
0.58,0.20163127898387848,0.001,0.04032764174883676,0.10001701580501764,0.5,2.3998126893654614,18.14
0.59,0.20165436632999673,0.001,0.040326996949582625,0.1000149135620655,0.5,2.399805201504165,18.14
0.6,0.20167731545397818,0.001,0.04032639433937012,0.10001279191467542,0.5,2.3997980124720963,18.14
0.61,0.201700127472472,0.001,0.04032583290834401,0.1000106522866464,0.5,2.39979110750045,18.14
0.62,0.20172280347370175,0.001,0.04032531169242518,0.1000084960112028,0.5,2.399784472981405,18.14
0.63,0.20174534450523945,0.001,0.04032482979475273,0.10000632428545711,0.5,2.3997780970917097,18.14
0.64,0.20176775161163782,0.001,0.040324386319819196,0.10000413831027874,0.5,2.3997719678804708,18.14
0.65,0.20179002581940675,0.001,0.040323980399811034,0.1000019392343545,0.5,2.399766074035014,18.14
0.66,0.2018121681370154,0.001,0.040323611194638495,0.09999972815412275,0.5,2.399760404882559,18.14
0.67,0.2018341795554658,0.001,0.04032327789096432,0.09999750611583344,0.5,2.399754950362818,18.14
0.68,0.20185606105663276,0.001,0.04032297968736128,0.09999527414613434,0.5,2.3997497006106725,18.14
0.6900000000000001,0.20187781361510013,0.001,0.04032271579108619,0.0999930332587679,0.5,2.3997446458653933,18.14
0.7000000000000001,0.20189943818606362,0.001,0.04032248543973857,0.09999078441009308,0.5,2.399739777079367,18.14
0.71,0.20192093571262112,0.001,0.04032228788829341,0.09998852852581493,0.5,2.3997350855534885,18.14
0.72,0.2019423071266632,0.001,0.04032212240756363,0.09998626650420935,0.5,2.3997305628938395,18.14
0.73,0.20196355337640334,0.001,0.04032198823707525,0.09998399931370663,0.5,2.3997261997229087,18.14
0.74,0.20198467529086053,0.001,0.04032188481736928,0.09998172751059548,0.5,2.399721992069973,18.14
0.75,0.2020056738047383,0.001,0.04032181140496812,0.09997945203669725,0.5,2.3997179308301995,18.14
0.76,0.20202654979142218,0.001,0.040321767357852756,0.09997717362970325,0.5,2.399714009527776,18.14
0.77,0.20204730411511385,0.001,0.04032175204644495,0.09997489300665656,0.5,2.3997102219066986,18.14
0.78,0.20206793763083114,0.001,0.040321764853607174,0.09997261086395212,0.5,2.399706561930778,18.14
0.79,0.2020884511842565,0.001,0.04032180517490685,0.09997032787676505,0.5,2.399703023791486,18.14
0.8,0.20210884560551912,0.001,0.04032187242944182,0.09996804467562402,0.5,2.399699602229692,18.14
0.81,0.20212912171583175,0.001,0.04032196604828512,0.0999657618714171,0.5,2.3996962921922416,18.14
0.8200000000000001,0.20214928032927715,0.001,0.04032208547137485,0.09996348006212195,0.5,2.3996930887395216,18.14
0.8300000000000001,0.2021693222502944,0.001,0.040322230151890445,0.09996119982333558,0.5,2.399689987175524,18.14
0.84,0.202189248273679,0.001,0.040322399556252705,0.09995892170827432,0.5,2.3996869830478453,18.14
0.85,0.20220905918458285,0.001,0.04032259316412376,0.09995664624777383,0.5,2.399684072147689,18.14
0.86,0.20222875575851415,0.001,0.04032281046840709,0.09995437395028907,0.5,2.3996812505098624,18.14
0.87,0.20224833876446066,0.001,0.040323050969980685,0.0999521053118747,0.5,2.399678514290753,18.14
0.88,0.20226780896884394,0.001,0.04032331417102845,0.09994984082882159,0.5,2.3996758596138275,18.14
0.89,0.20228716712345643,0.001,0.040323599595383175,0.09994758095910813,0.5,2.399673283040948,18.14
0.9,0.20230641397066768,0.001,0.040323906779746836,0.09994532613903734,0.5,2.39967078136896,18.14
0.91,0.20232555024376475,0.001,0.040324235273116384,0.09994307678432478,0.5,2.3996683516163873,18.14
0.92,0.2023445766669523,0.001,0.04032458463678378,0.09994083329009866,0.5,2.3996659910234346,18.14
0.93,0.2023634939553525,0.001,0.04032495444433598,0.09993859603089976,0.5,2.3996636970519853,18.14
0.9400000000000001,0.202382302816265,0.001,0.04032534427952334,0.09993636536491424,0.5,2.3996614673318555,18.14
0.9500000000000001,0.2024010039709044,0.001,0.040325753699483054,0.0999341417070015,0.5,2.3996592987334524,18.14
0.96,0.20241959812629431,0.001,0.04032618228229036,0.09993192543427092,0.5,2.3996571885668048,18.14
0.97,0.20243808597544438,0.001,0.040326629626658776,0.09992971688667704,0.5,2.399655134573998,18.14
0.98,0.20245646820382057,0.001,0.04032709534099339,0.09992751638875666,0.5,2.3996531346531516,18.14
0.99,0.20247474548934521,0.001,0.040327579043390904,0.0999253242496288,0.5,2.399651186858419,18.14
1.0,0.20249291850239695,0.001,0.040328080361639616,0.09992314076299467,0.5,2.399649289399988,18.14
1.01,0.20251098790581082,0.001,0.04032859893321942,0.09992096620713775,0.5,2.3996474406440798,18.14
1.02,0.2025289543636246,0.001,0.04032913439066035,0.09991880087342676,0.5,2.3996456387593548,18.14
1.03,0.20254681854453876,0.001,0.040329686355751196,0.09991664507759013,0.5,2.3996438815770476,18.14
1.04,0.2025645810994623,0.001,0.040330254477126765,0.0999144990865433,0.5,2.399642167498711,18.14
1.05,0.20258224267268868,0.001,0.040330838411559725,0.09991236315480866,0.5,2.399640495044409,18.14
1.06,0.20259980390215582,0.001,0.04033143782352561,0.09991023752536234,0.5,2.39963886284221,18.14
1.07,0.20261726541944597,0.001,0.04033205238520277,0.09990812242963432,0.5,2.3996372696281894,18.14
1.08,0.2026346278497858,0.001,0.040332681776472465,0.09990601808750833,0.5,2.399635714246425,18.14
1.09,0.20265189181334844,0.001,0.04033332568277381,0.09990392471137235,0.5,2.3996341956006138,18.14
1.1,0.20266905793703055,0.001,0.040333983775703165,0.09990184254275451,0.5,2.399632712216394,18.14
1.11,0.20268612683667966,0.001,0.04033465574229154,0.09989977179703603,0.5,2.399631262901838,18.14
1.12,0.20270309912001516,0.001,0.04033534128019265,0.09989771267253827,0.5,2.3996298466388923,18.14
1.1300000000000001,0.20271997538924788,0.001,0.040336040093367685,0.09989566535867128,0.5,2.3996284624860307,18.14
1.1400000000000001,0.2027367562410801,0.001,0.040336751892085354,0.09989363003593386,0.5,2.3996271095782533,18.14
1.1500000000000001,0.20275344226670547,0.001,0.04033747639292186,0.0998916068759136,0.5,2.3996257871270865,18.14
1.16,0.20277003405180907,0.001,0.040338213318760884,0.09988959604128675,0.5,2.3996244944205833,18.14
1.17,0.20278653218466317,0.001,0.04033896238560066,0.09988759771022049,0.5,2.3996232305388583,18.14
1.18,0.2028029372533848,0.001,0.040339723307022665,0.09988561206810735,0.5,2.3996219944504413,18.14
1.19,0.2028192498332865,0.001,0.0403404958148058,0.0998836392694366,0.5,2.3996207854567575,18.14
1.2,0.20283547049472828,0.001,0.04034127964613018,0.0998816794614626,0.5,2.399619602916218,18.14
1.21,0.202851599803138,0.001,0.04034207454354402,0.09987973278426597,0.5,2.399618446243505,18.14
1.22,0.20286763831901142,0.001,0.040342880254963694,0.0998777993707535,0.5,2.399617314909573,18.14
1.23,0.20288358659791214,0.001,0.04034369653367367,0.09987587934665827,0.5,2.399616208441649,18.14
1.24,0.20289944519047157,0.001,0.04034452313832658,0.09987397283053953,0.5,2.39961512642323,18.14
1.25,0.20291521464238907,0.001,0.040345359832943156,0.09987207993378283,0.5,2.399614068494088,18.14
1.26,0.20293089550089866,0.001,0.040346206376501034,0.09987020077940062,0.5,2.399613034137896,18.14
1.27,0.20294648832080955,0.001,0.040347062513210304,0.09986833551959291,0.5,2.3996120224838737,18.14
1.28,0.20296199364125775,0.001,0.04034792800994133,0.09986648426815951,0.5,2.3996110330702365,18.14
1.29,0.20297741199660338,0.001,0.04034880263868115,0.09986464713218059,0.5,2.3996100654863426,18.14
1.3,0.20299274391700706,0.001,0.0403496861756053,0.09986282421369265,0.5,2.3996091193537614,18.14
1.31,0.20300798992843003,0.001,0.04035057840107785,0.09986101560968864,0.5,2.3996081943262717,18.14
1.32,0.20302315055263404,0.001,0.040351479099651415,0.09985922141211781,0.5,2.3996072900898633,18.14
1.33,0.20303822630718146,0.001,0.04035238806006713,0.0998574417078858,0.5,2.3996064063627367,18.14
1.34,0.2030532177054352,0.001,0.04035330507525464,0.09985567657885461,0.5,2.3996055428953023,18.14
1.35,0.20306812525875334,0.001,0.040354229938966736,0.09985392610743993,0.5,2.399604699414531,18.14
1.36,0.20308294948392772,0.001,0.04035516243437297,0.09985219039558191,0.5,2.3996038754353357,18.14
1.37,0.20309769088744983,0.001,0.0403561023581867,0.09985046952461754,0.5,2.3996030706595413,18.14
1.3800000000000001,0.2031123499709503,0.001,0.04035704951232415,0.09984876356915318,0.5,2.3996022848379552,18.14
1.3900000000000001,0.20312692723231004,0.001,0.04035800370220024,0.09984707259989882,0.5,2.3996015177421888,18.14
1.4000000000000001,0.20314142316566056,0.001,0.04035896473672864,0.0998453966836681,0.5,2.3996007691646573,18.14
1.41,0.20315583826138361,0.001,0.040359932428321706,0.09984373588337832,0.5,2.3996000389185794,18.14
1.42,0.20317017300611143,0.001,0.040360906592890544,0.09984209025805041,0.5,2.3995993268379783,18.14
1.43,0.20318442788272661,0.001,0.040361887049844954,0.09984045986280896,0.5,2.3995986327776793,18.14
1.44,0.20319860337111842,0.001,0.040362873620974654,0.09983884475063293,0.5,2.3995979565977135,18.14
1.45,0.20321269995539848,0.001,0.04036386611977302,0.09983724498906223,0.5,2.3995972980144598,18.14
1.46,0.20322671811254636,0.001,0.04036486436823682,0.09983566063390896,0.5,2.3995966568348783,18.14
1.47,0.20324065831436647,0.001,0.0403658681939707,0.09983409173378836,0.5,2.399596032916142,18.14
1.48,0.20325452102926767,0.001,0.04036687742755413,0.09983253833423915,0.5,2.399595426128922,18.14
1.49,0.20326830672226331,0.001,0.04036789190254143,0.09983100047772343,0.5,2.39959483635739,18.14
1.5,0.20328201585497133,0.001,0.04036891145546172,0.09982947820362684,0.5,2.399594263499216,18.14
1.51,0.20329564888561402,0.001,0.040369935925818945,0.09982797154825837,0.5,2.399593707465568,18.14
1.52,0.20330920626901833,0.001,0.04037096515609191,0.09982648054485056,0.5,2.3995931681811165,18.14
1.53,0.2033226892963129,0.001,0.0403719983072889,0.099825005865759,0.5,2.399592643640658,18.14
1.54,0.2033360964277485,0.001,0.04037303684346236,0.0998235460285497,0.5,2.399592138270001,18.14
1.55,0.20334942936743033,0.001,0.04037407958578556,0.09982210202886559,0.5,2.3995916490206315,18.14
1.56,0.2033626885370411,0.001,0.040375126402320695,0.09982067387790858,0.5,2.399591175854907,18.14
1.57,0.20337587435826346,0.001,0.04037617716112998,0.09981926158688062,0.5,2.399590718735185,18.14
1.58,0.20338898725278012,0.001,0.040377231730275596,0.09981786516698365,0.5,2.399590277623822,18.14
1.59,0.20340202764227372,0.001,0.040378289977819753,0.09981648462941962,0.5,2.3995898524831754,18.14
1.6,0.203414995948427,0.001,0.04037935177182465,0.09981511998539047,0.5,2.399589443275602,18.14
1.61,0.2034278925929226,0.001,0.04038041698035248,0.09981377124609815,0.5,2.399589049963459,18.14
1.62,0.20344071799744312,0.001,0.040381485471465486,0.09981243842274458,0.5,2.3995886725091036,18.14
1.6300000000000001,0.20345347257381666,0.001,0.040382557117518626,0.09981112152643924,0.5,2.3995883108318434,18.14
1.6400000000000001,0.20346615673173699,0.001,0.04038363179179656,0.09980982056827158,0.5,2.399587964841664,18.14
1.6500000000000001,0.20347877088953156,0.001,0.04038470936382309,0.09980853555941203,0.5,2.3995876344862657,18.14
1.6600000000000001,0.20349131546552776,0.001,0.04038578970312199,0.09980726651103107,0.5,2.399587319713348,18.14
1.67,0.20350379087805304,0.001,0.04038687267921704,0.09980601343429915,0.5,2.3995870204706113,18.14
1.68,0.20351619754543476,0.001,0.04038795816163204,0.09980477634038672,0.5,2.3995867367057557,18.14
1.69,0.20352853588600037,0.001,0.040389046019890774,0.09980355524046422,0.5,2.399586468366481,18.14
1.7,0.20354080631807728,0.001,0.04039013612351702,0.09980235014570214,0.5,2.399586215400487,18.14
1.71,0.2035530092599929,0.001,0.04039122834203458,0.09980116106727092,0.5,2.3995859777554744,18.14
1.72,0.20356514513007465,0.001,0.040392322544967225,0.09979998801634102,0.5,2.3995857553791424,18.14
1.73,0.2035772143466499,0.001,0.040393418601838746,0.09979883100408289,0.5,2.399585548219192,18.14
1.74,0.20358921726215237,0.001,0.040394516428277974,0.09979769000610837,0.5,2.399585356251881,18.14
1.75,0.20360115421053745,0.001,0.040395615952842676,0.0997965649880578,0.5,2.3995851794614786,18.14
1.76,0.20361302558698746,0.001,0.04039671706125102,0.09979545594861171,0.5,2.3995850178057156,18.14
1.77,0.20362483178669394,0.001,0.04039781963921464,0.09979436288645563,0.5,2.399584871242319,18.14
1.78,0.2036365732048485,0.001,0.04039892357244518,0.09979328580027508,0.5,2.3995847397290166,18.14
1.79,0.20364825023664268,0.001,0.04040002874665427,0.0997922246887556,0.5,2.3995846232235363,18.14
1.8,0.20365986327726807,0.001,0.040401135047553556,0.09979117955058275,0.5,2.3995845216836043,18.14
1.81,0.20367141272191627,0.001,0.04040224236085467,0.09979015038444206,0.5,2.3995844350669486,18.14
1.82,0.20368289896577885,0.001,0.04040335057226926,0.09978913718901904,0.5,2.3995843633312965,18.14
1.83,0.2036943224040474,0.001,0.04040445956750895,0.09978813996299925,0.5,2.3995843064343756,18.14
1.84,0.20370568343191348,0.001,0.040405569232285395,0.09978715870506823,0.5,2.399584264333913,18.14
1.85,0.20371698237116018,0.001,0.04040667950242331,0.09978619337589709,0.5,2.399584237024384,18.14
1.86,0.20372821951811393,0.001,0.040407790331125744,0.09978524392297425,0.5,2.3995842245130072,18.14
1.87,0.20373939524132115,0.001,0.04040890162229391,0.09978431033118713,0.5,2.3995842267708487,18.14
1.8800000000000001,0.20375050990938162,0.001,0.04041001327979265,0.09978339258545076,0.5,2.399584243768947,18.14
1.8900000000000001,0.2037615638908951,0.001,0.04041112520748681,0.09978249067068012,0.5,2.399584275478342,18.14
1.9000000000000001,0.20377255755446125,0.001,0.04041223730924123,0.09978160457179026,0.5,2.3995843218700723,18.14
1.9100000000000001,0.20378349126867992,0.001,0.040413349488920745,0.09978073427369619,0.5,2.399584382915177,18.14
1.92,0.2037943654021508,0.001,0.04041446165039021,0.0997798797613129,0.5,2.399584458584695,18.14
1.93,0.20380518032347364,0.001,0.04041557369751446,0.09977904101955544,0.5,2.399584548849666,18.14
1.94,0.2038159364012482,0.001,0.040416685534158336,0.09977821803333879,0.5,2.399584653681129,18.14
1.95,0.20382663400407422,0.001,0.04041779706418668,0.099777410787578,0.5,2.399584773050123,18.14
1.96,0.20383727343526917,0.001,0.04041890823268803,0.09977661923915676,0.5,2.3995849069263135,18.14
1.97,0.20384785497101038,0.001,0.04042001900188901,0.09977584333330523,0.5,2.3995850552787976,18.14
1.98,0.2038583789553703,0.001,0.04042112929114271,0.09977508304440674,0.5,2.3995852180780983,18.14
1.99,0.20386884573253894,0.001,0.0404222390197279,0.09977433834689511,0.5,2.399585395294741,18.14
2.0,0.20387925564670636,0.001,0.0404233481069234,0.09977360921520419,0.5,2.3995855868992515,18.14
2.0100000000000002,0.20388960904206263,0.001,0.040424456472007986,0.09977289562376779,0.5,2.3995857928621565,18.14
2.02,0.20389990626279775,0.001,0.04042556403426045,0.09977219754701974,0.5,2.3995860131539812,18.14
2.0300000000000002,0.20391014765310175,0.001,0.040426670712959606,0.0997715149593939,0.5,2.399586247745251,18.14
2.04,0.2039203335571647,0.001,0.040427776427384224,0.09977084783532408,0.5,2.399586496606493,18.14
2.05,0.2039304643191767,0.001,0.040428881096813106,0.09977019614924412,0.5,2.3995867597082317,18.14
2.06,0.20394054028332767,0.001,0.04042998464052504,0.09976955987558785,0.5,2.3995870370209937,18.14
2.07,0.203950561731744,0.001,0.04043108701446932,0.09976893896599547,0.5,2.399587328503494,18.14
2.08,0.20396052891733316,0.001,0.04043218819185913,0.09976833336137622,0.5,2.3995876341088875,18.14
2.09,0.2039704421617485,0.001,0.04043328810528911,0.09976774302788709,0.5,2.399587953803411,18.14
2.1,0.2039803017868563,0.001,0.04043438668722812,0.09976716793176323,0.5,2.3995882875533425,18.14
2.11,0.20399010811452278,0.001,0.040435483870145,0.09976660803923978,0.5,2.3995886353249594,18.14
2.12,0.2039998614666142,0.001,0.040436579586508585,0.09976606331655193,0.5,2.3995889970845394,18.14
2.13,0.20400956216499677,0.001,0.040437673768787735,0.0997655337299348,0.5,2.39958937279836,18.14
2.14,0.2040192105315368,0.001,0.04043876634945129,0.09976501924562357,0.5,2.399589762432699,18.14
2.15,0.2040288068881005,0.001,0.04043985726096809,0.0997645198298534,0.5,2.399590165953834,18.14
2.16,0.2040383515565541,0.001,0.04044094643580698,0.09976403544885945,0.5,2.3995905833280426,18.14
2.17,0.20404784485876384,0.001,0.04044203380643681,0.09976356606887686,0.5,2.3995910145216026,18.14
2.18,0.20405728711623974,0.001,0.040443119305525736,0.09976311165602504,0.5,2.39959145950074,18.14
2.19,0.2040666785689843,0.001,0.040444202911333285,0.0997626721499453,0.5,2.3995919182199796,18.14
2.2,0.20407601946042178,0.001,0.04044528460020513,0.09976224749139047,0.5,2.3995923906343366,18.14
2.21,0.204085310089492,0.001,0.04044636431743408,0.09976183763914794,0.5,2.399592876706797,18.14
2.22,0.20409455075513475,0.001,0.04044744200831297,0.09976144255200507,0.5,2.3995933764003468,18.14
2.23,0.20410374175628984,0.001,0.04044851761813461,0.09976106218874926,0.5,2.3995938896779716,18.14
2.24,0.20411288339189712,0.001,0.04044959109219182,0.09976069650816788,0.5,2.399594416502658,18.14
2.25,0.20412197596089637,0.001,0.040450662375777414,0.09976034546904831,0.5,2.399594956837392,18.14
2.2600000000000002,0.20413101976222744,0.001,0.04045173141418422,0.09976000903017794,0.5,2.399595510645159,18.14
2.27,0.20414001509483015,0.001,0.040452798152705055,0.09975968715034415,0.5,2.399596077888946,18.14
2.2800000000000002,0.2041489622576443,0.001,0.04045386253663274,0.09975937978833431,0.5,2.399596658531738,18.14
2.29,0.20415786154960971,0.001,0.040454924511260086,0.09975908690293582,0.5,2.3995972525365215,18.14
2.3000000000000003,0.204166713267122,0.001,0.04045598402319883,0.09975880845225835,0.5,2.3995978598657604,18.14
2.31,0.20417551762104996,0.001,0.04045704106339805,0.09975854437162984,0.5,2.3995984804643613,18.14
2.32,0.20418427485153018,0.001,0.04045809560763428,0.0997582946041743,0.5,2.39959911428324,18.14
2.33,0.2041929852365659,0.001,0.04045914761205393,0.09975805910310225,0.5,2.3995997612810847,18.14
2.34,0.2042016490541604,0.001,0.040460197032803374,0.09975783782162419,0.5,2.399600421416583,18.14
2.35,0.20421026658231692,0.001,0.04046124382602901,0.09975763071295064,0.5,2.399601094648424,18.14
2.36,0.20421883809903868,0.001,0.04046228794787723,0.09975743773029214,0.5,2.399601780935295,18.14
2.37,0.20422736388232895,0.001,0.04046332935449442,0.09975725882685918,0.5,2.3996024802358855,18.14
2.38,0.20423584421019095,0.001,0.040464368002026976,0.0997570939558623,0.5,2.3996031925088825,18.14
2.39,0.20424427936062792,0.001,0.040465403846621284,0.09975694307051199,0.5,2.3996039177129753,18.14
2.4,0.20425266961164312,0.001,0.04046643684442374,0.09975680612401877,0.5,2.399604655806851,18.14
2.41,0.2042610152412398,0.001,0.04046746695158074,0.09975668306959318,0.5,2.399605406749199,18.14
2.42,0.204269315314278,0.001,0.04046849470755414,0.0997565736015437,0.5,2.3996061702035156,18.14
2.43,0.20427757279902295,0.001,0.04046951877493205,0.09975647824722103,0.5,2.3996069467831043,18.14
2.44,0.20428578626470656,0.001,0.04047053993148912,0.09975639659515959,0.5,2.399607736030862,18.14
2.45,0.204293955986344,0.001,0.0404715581348085,0.09975632859793218,0.5,2.39960853790475,18.14
2.46,0.20430208223731788,0.001,0.04047257334325836,0.0997562742077632,0.5,2.399609352362332,18.14
2.47,0.204310165289378,0.001,0.040473585515991874,0.09975623337652863,0.5,2.399610179360775,18.14
2.48,0.2043182054126417,0.001,0.04047459461294726,0.09975620605575598,0.5,2.3996110188568482,18.14
2.49,0.20432620287559355,0.001,0.04047560059484774,0.09975619219662439,0.5,2.399611870806924,18.14
2.5,0.20433415794508558,0.001,0.040476603423201564,0.09975619174996452,0.5,2.399612735166977,18.14
2.5100000000000002,0.20434207088633713,0.001,0.040477603060301987,0.0997562046662586,0.5,2.3996136118925846,18.14
2.52,0.20434994196293493,0.001,0.04047859946922731,0.09975623089564051,0.5,2.399614500938927,18.14
2.5300000000000002,0.2043577714368331,0.001,0.04047959261384082,0.09975627038789561,0.5,2.399615402260788,18.14
2.54,0.20436555955848162,0.001,0.04048058246283436,0.09975632309128758,0.5,2.399616315810982,18.14
2.5500000000000003,0.2043733065125411,0.001,0.0404815690119647,0.0997563889461061,0.5,2.399617241531712,18.14
2.56,0.20438101253152074,0.001,0.04048255223750508,0.09975646789817365,0.5,2.3996181793726636,18.14
2.57,0.20438867785901588,0.001,0.04048353211130397,0.09975655989447603,0.5,2.399619129285148,18.14
2.58,0.20439630273655257,0.001,0.04048450860617369,0.09975666488159873,0.5,2.399620091220008,18.14
2.59,0.2044038874035877,0.001,0.0404854816958904,0.09975678280572695,0.5,2.399621065127623,18.14
2.6,0.20441143209750892,0.001,0.040486451355194096,0.09975691361264548,0.5,2.3996220509579027,18.14
2.61,0.20441893705363473,0.001,0.04048741755978865,0.09975705724773887,0.5,2.3996230486602923,18.14
2.62,0.2044264025052144,0.001,0.040488380286341746,0.09975721365599136,0.5,2.399624058183768,18.14
2.63,0.20443382868342796,0.001,0.04048933951248494,0.09975738278198681,0.5,2.399625079476841,18.14
2.64,0.20444121581738633,0.001,0.04049029521681362,0.09975756456990882,0.5,2.3996261124875553,18.14
2.65,0.20444856413413115,0.001,0.04049124737888701,0.09975775896354065,0.5,2.3996271571634877,18.14
2.66,0.20445587385863487,0.001,0.040492195979228214,0.09975796590626523,0.5,2.3996282134517486,18.14
2.67,0.20446314521380074,0.001,0.04049314099932415,0.09975818534106522,0.5,2.399629281298982,18.14
