t,Nai,Ki,Cai,CaSS,CaJSR,CaNSR,V,O1_RyR,O2_RyR,LTRPNCa,HTRPNCa,C1_RyR,C2_RyR,C0,C1,C2,C3,C4,CCa0,CCa1,CCa2,CCa3,CCa4,Open,yCa,C0Kv43,C1Kv43,C2Kv43,C3Kv43,OKv43,CI0Kv43,CI1Kv43,CI2Kv43,CI3Kv43,OIKv43,C0Kv14,C1Kv14,C2Kv14,C3Kv14,OKv14,CI0Kv14,CI1Kv14,CI2Kv14,CI3Kv14,OIKv14,na6,na7,OHerg,O1ks,O2ks,na1,na2,na3,na4,na5,na8,na9,na10,na11,na12,na13,C1Herg,C2Herg,C3Herg,IHerg,C0ks,C1ks
0.1,9.855741578977977,125.42708046787389,0.0003638363234436463,0.0005064833887210833,0.4219757699942867,0.42359004409036494,-86.72819415632407,0.0011368339841088002,3.1112392739750076e-07,0.2803917384844358,0.993475806729251,0.13212616010355643,0.8667366956908252,0.465803771392231,0.00834549925805895,5.6071007916193064e-05,1.674368177220756e-07,1.8750399662962184e-10,0.4897352643682619,0.035097501877193085,0.0009432346951674952,1.126624323292176e-05,5.046247990495992e-08,1.4075514285249712e-11,0.9954527387327272,0.9083043431617115,0.03433757342936494,0.00048756121579659095,3.1142761397720827e-06,7.424791932488148e-09,0.034926488516449715,0.017080583204505576,0.004274993347787389,0.0005633409708337035,2.1903130372600197e-05,0.14949604586684725,0.06071820860696576,0.009307389668608907,0.0006765622640136661,3.850972101079424e-05,0.04428993062400417,0.009526455117514442,0.05674216502289299,0.11310769139585941,0.5560970827542335,1.0204235197773653e-07,1.9337366679125507e-08,0.0011954488349696225,5.65116839174704e-07,0.025848056792368894,0.11131138153831416,0.0481080506862416,0.007797013007703538,0.0005616409925215742,1.517130193384394e-05,0.36866426390468704,0.3124981185959191,0.09934007508673531,0.01404162975237423,0.0007498851361364095,0.036912647502009274,0.9949582035357109,0.00059549943415795,0.00022739621336840873,0.0002422640802810236,0.9380995798279452,0.03605179809383038
0.11,9.855742460842333,125.42708024347594,0.00036382309255130694,0.0005064713035505963,0.42197964827504864,0.4235938856898161,-86.72839805867227,0.001136832654160792,3.1110125443914473e-07,0.2803843097607984,0.9934756257809281,0.1321316872309483,0.8667311699160544,0.4658162319036473,0.008345591451434839,5.607074679637455e-05,1.6743340836599435e-07,1.874972335133859e-10,0.4897241140382401,0.03509615165611913,0.0009431835975504144,1.1265456008377942e-05,5.0458161516534524e-08,1.4075005730156069e-11,0.9954545696432594,0.908315843676089,0.034337473100359395,0.00048755191534065415,3.1141530757175584e-06,7.424359396709303e-09,0.03491977960980158,0.017077015593448593,0.00427402286213059,0.0005632029222610868,2.1897420887707896e-05,0.14950821482964258,0.0607220801042354,0.009307814299261846,0.0006765780800746527,3.850882121940908e-05,0.04429169745992687,0.009526667831639505,0.0567424142086268,0.1131061755430054,0.5560798898643184,1.0203464186708148e-07,1.933594735864483e-08,0.0011947115375520343,5.65084770849246e-07,0.025844677147917106,0.11131446843022004,0.04810839003412207,0.007796906785555432,0.0005616217274105729,1.5170467535954318e-05,0.3686749060643171,0.3125006811500314,0.09933883404619064,0.01404116133780058,0.0007498424511307573,0.03689789501939099,0.9949591867111827,0.0005954840356098577,0.0002273177710912718,0.00024211204305206273,0.9381030363286841,0.03605172126961173
0.12,9.855743342671326,125.42708001908919,0.0003638098623827119,0.0005064592190637483,0.4219835264345061,0.423597727168254,-86.7286019486719,0.0011368313242442229,3.110785838714986e-07,0.2803768812813209,0.9934754448286274,0.13213721439526885,0.866725644104321,0.4658286921210406,0.008345683642531432,5.6070485708976575e-05,1.67429999331873e-07,1.874904711023793e-10,0.4897129639177461,0.035094801517221816,0.0009431325044117745,1.1264668869993296e-05,5.045384368522148e-08,1.4074497227918481e-11,0.9954563997448368,0.908327340455727,0.034337372658355146,0.000487542614030275,3.1140300184428373e-06,7.423926906203886e-09,0.03491307293464829,0.017073449203800148,0.004273052719532595,0.0005630649241564626,2.189171355837109e-05,0.14952038369686985,0.06072595147311698,0.009308238902546954,0.0006765938942495395,3.8507921459277224e-05,0.04429346418350352,0.009526880521318726,0.056742663281695076,0.11310465960308393,0.5560626975641071,1.0202688796995548e-07,1.933450127308831e-08,0.0011939746949561265,5.650527068366355e-07,0.025841297935525597,0.11131755660315931,0.048108729763536855,0.007796800603289272,0.0005616024640008461,1.5169633161739447e-05,0.36868554888547905,0.31250323912830374,0.0993375900033771,0.014040692293441848,0.0007497997234612039,0.03688314842169451,0.9949601692847782,0.0005954686415382238,0.00022723937583663857,0.00024196010137876348,0.9381064923883495,0.036051644454401836
0.13,9.855744224464962,125.4270797947136,0.00036379663293782156,0.0005064471352604946,0.42198740447265853,0.42360156852567815,-86.7288058263291,0.001136829994359051,3.1105591569426895e-07,0.28036945304600003,0.993475263872349,0.1321427415965152,0.8667201182556279,0.4658411520444204,0.008345775831345225,5.607022465394713e-05,1.6742659061945603e-07,1.8748370939618306e-10,0.48970181400679685,0.03509345146047957,0.0009430814157502587,1.1263881817741557e-05,5.0449526410847143e-08,1.407398877853736e-11,0.9954582290377875,0.9083388335017611,0.034337272103401754,0.00048753331186616886,3.113906967949939e-06,7.423494460970483e-09,0.03490636849032356,0.01706988403517409,0.004272082919878668,0.0005629269765020627,2.1886008383792314e-05,0.1495325524685146,0.060729822713618674,0.009308663478467653,0.000676609706538671,3.850702173039533e-05,0.04429523079472682,0.009527093186549878,0.05674291224210269,0.11310314357610086,0.5560455058536006,1.0201909259598735e-07,1.9333031359530362e-08,0.0011932383069265657,5.650206471156084e-07,0.025837919155145148,0.11132064596906027,0.04810906991601977,0.007796694480770256,0.0005615832046919548,1.51687989030938e-05,0.3686961907102738,0.3125057931490067,0.09933634379855387,0.014040222828978806,0.0007497569690424415,0.03686840770686986,0.9949611512568266,0.0005954532519501598,0.00022716102757819022,0.0002418082552063543,0.9381099480069919,0.03605156764819958
0.14,9.855745106223239,125.42707957034922,0.0003637834042165854,0.0005064350521407781,0.4219912823895053,0.423605409762088,-86.72900969165113,0.0011368286645052242,3.110332499070813e-07,0.2803620250548318,0.9934750829120932,0.13214826883468367,0.866714592369979,0.4658536116737982,0.008345868017872198,5.606996363122558e-05,1.674231822284416e-07,1.8747694839429586e-10,0.48969066430541314,0.035092101485865834,0.0009430303315642294,1.1263094851589772e-05,5.0445209693191875e-08,1.4073480382011672e-11,0.9954600575225294,0.9083503228156394,0.03433717143556152,0.0004875240088492208,3.1137839242411743e-06,7.423062061006403e-09,0.03489966627597856,0.017066320087077824,0.004271113463022525,0.0005627890792752374,2.1880305362951502e-05,0.14954472114456122,0.06073369382574891,0.009309088027027531,0.0006766255169423983,3.850612203275589e-05,0.04429699729358787,0.009527305827330038,0.05674316108985594,0.11310162746206578,0.5560283147327986,1.020112585556722e-07,1.9331540917842208e-08,0.0011925023731380016,5.649885916909536e-07,0.025834540806713,0.11132373644860923,0.0481094105217405,0.007796588433528788,0.00056156395138796,1.5167964833461819e-05,0.36870683018140377,0.3125083437254364,0.09933509612420781,0.01403975311705275,0.0007497142009728357,0.03685367287232187,0.9949621326277488,0.0005954378668536648,0.00022708272628240984,0.00024165650446503456,0.9381134031846756,0.03605149085100351
0.15,9.855745987946161,125.42707934599603,0.0003637701762189589,0.0005064229697045485,0.4219951601850459,0.4236092508774829,-86.72921354464151,0.0011368273346826958,3.110105865096054e-07,0.2803545973078126,0.9934749019478603,0.132153796109771,0.8667090664473777,0.4658660710091822,0.00834596020211074,5.606970264078513e-05,1.6741977415868554e-07,1.8747018809646152e-10,0.4896795148136059,0.03509075159336416,0.0009429792518526348,1.1262307971516082e-05,5.044089353210591e-08,1.4072972038333415e-11,0.9954618851994295,0.9083618083986383,0.034337070654885,0.00048751470498008823,3.1136608873174193e-06,7.422629706305509e-09,0.034892966290869194,0.017062757359077453,0.004270144348835547,0.0005626512324560808,2.1874604494948117e-05,0.14955688972500694,0.06073756480950751,0.009309512548226716,0.0006766413254606958,3.8505222366342894e-05,0.04429876368008011,0.009527518443656822,0.056743409824960594,0.11310011126099631,0.556011124201689,1.0200338751672136e-07,1.9330030846743664e-08,0.0011917668933052728,5.649565405628519e-07,0.025831162890173957,0.11132682805633347,0.04810975154993883,0.007796482450474586,0.0005615447028404914,1.5167130906679159e-05,0.3687174680550377,0.3125108905996761,0.09933384661237345,0.014039283065257249,0.0007496714122204587,0.03683894391581755,0.9949631133979183,0.0005954224862506198,0.00022700447192001424,0.00024150484909360817,0.9381168579214568,0.03605141406281237
0.16,9.855746869633727,125.42707912165402,0.000363756948944908,0.0005064108879517673,0.4219990378592799,0.42361309187186263,-86.72941738530452,0.0011368260048914306,3.109879255015887e-07,0.28034716980493957,0.9934747209796506,0.13215932342177472,0.8667035404878263,0.4658785300505798,0.008346052384058575,5.6069441682590894e-05,1.6741636641001186e-07,1.8746342850238435e-10,0.4896683655313874,0.03508940178295823,0.0009429281766144622,1.1261521177499969e-05,5.0436577927451616e-08,1.4072463747500297e-11,0.9954637120687692,0.9083732902517339,0.03433696976141321,0.00048750540025934016,3.113537857179972e-06,7.4221973968651495e-09,0.034886268534424114,0.017059195850840966,0.004269175577219191,0.0005625134360293368,2.1868905779094403e-05,0.1495690582098437,0.06074143566489845,0.009309937042066955,0.0006766571320937253,3.850432273114924e-05,0.04430052995419783,0.009527731035528307,0.05674365844742092,0.11309859497290098,0.555993934260269,1.0199548119071845e-07,1.9328502920672464e-08,0.0011910318672094084,5.64924493730371e-07,0.025827785405485734,0.11132992075894939,0.0481100930072378,0.00779637653615544,0.0005615254596341547,1.5166297145790399e-05,0.368728103865495,0.3125134339542975,0.09933259550474306,0.014038812733692643,0.0007496286073403033,0.036824220835619856,0.9949640935676196,0.0005954071101452532,0.00022692626446846667,0.0002413532890450938,0.9381203122173791,0.036051337283625196
0.17,9.85574775128594,125.4270788973232,0.00036374372239440783,0.0005063988068824066,0.4220029154122069,0.42361693274522677,-86.72962121364463,0.001136824675131403,3.1096526688284695e-07,0.2803397425462107,0.9934745400074642,0.13216485077069304,0.8666980144913266,0.46589098879799734,0.008346144563713069,5.6069180756604144e-05,1.6741295898223177e-07,1.874566696117569e-10,0.4896572164587702,0.035088052054632723,0.0009428771058487801,1.1260734469522945e-05,5.043226287910734e-08,1.4071955509514174e-11,0.9954655381307547,0.9083847683756392,0.03433686875517825,0.0004874960946874534,3.1134148338303574e-06,7.421765132685258e-09,0.034879573006224046,0.017055635562125776,0.004268207148101329,0.0005623756899838345,2.1863209214889005e-05,0.14958122659906006,0.060745306391928475,0.009310361508551026,0.0006766729368417729,3.850342312717449e-05,0.0443022961159362,0.009527943602942996,0.05674390695723995,0.11309707859778144,0.5559767449085419,1.0198754122809635e-07,1.9326959433802063e-08,0.0011902972946896944,5.648924511918472e-07,0.0258244083526174,0.11133301449138075,0.04811043492616151,0.007796270705858495,0.000561506223609572,1.5165463621212193e-05,0.3687387363139257,0.31251597427144856,0.09933134345822807,0.014038342286346242,0.0007495857987809271,0.03680950363043343,0.9949650731370587,0.0005953917385432149,0.00022684810391117972,0.0002412018242850187,0.9381237660724738,0.03605126051344127
0.18,9.855748632902799,125.42707867300356,0.0003637304965674122,0.000506386726496414,0.4220067928438264,0.4236207734975748,-86.72982502966822,0.0011368233454025648,3.1094261065303826e-07,0.28033231553162224,0.9934743590313013,0.13217037815652255,0.8666924884578822,0.4659034472514452,0.008346236741070745,5.606891986277226e-05,1.674095518750825e-07,1.8744991142414168e-10,0.48964606759577256,0.03508670240836415,0.0009428260395541388,1.1259947847555794e-05,5.0427948386878126e-08,1.4071447324373373e-11,0.9954673633857676,0.9083962427716763,0.03433676763623653,0.0004874867882652233,3.1132918172705683e-06,7.421332913763004e-09,0.034872879705494485,0.01705207649248223,0.0042672390613484506,0.000562237994298902,2.185751480140093e-05,0.14959339489264287,0.060749176990604545,0.009310785947681907,0.0006766887397051263,3.850252355441096e-05,0.04430406216528722,0.009528156145898246,0.05674415535442343,0.11309556213564737,0.5559595561465059,1.0197957010926677e-07,1.9325403194392376e-08,0.0011895631754492767,5.648604129456187e-07,0.025821031731511675,0.11133610919200217,0.04811077732692032,0.00779616497060068,0.0005614869961323907,1.5164630385908615e-05,0.36874936438043465,0.3125185119399917,0.0993300909951781,0.014037871853366454,0.0007495429964143689,0.03679479229789512,0.99496605210662,0.0005953763714512711,0.0002267699902175819,0.00024105045474969526,0.9381272194867999,0.03605118375225928
0.19,9.855749514484307,125.42707844869511,0.000363717271463875,0.0005063746467937376,0.4220106701541378,0.4236246141289062,-86.73002883338157,0.0011368220157048678,3.109199568118207e-07,0.2803248887611705,0.9934741780511624,0.13217590557925998,0.8666869623874962,0.4659159054109338,0.008346328916128123,5.606865900104261e-05,1.6740614508830134e-07,1.8744315393910113e-10,0.48963491894241246,0.035085352844129045,0.0009427749777290889,1.1259161311569307e-05,5.042363445056902e-08,1.4070939192076229e-11,0.9954691878341893,0.9084077134411673,0.034336666404644466,0.00048747748099344553,3.113168807502597e-06,7.420900740095554e-09,0.0348661886314609,0.01704851864146068,0.004266271316827042,0.0005621003489538675,2.1851822537699198e-05,0.14960556309057896,0.06075304746093361,0.00931121035946257,0.0006767045406840734,3.850162401285094e-05,0.044305828102242865,0.009528368664391416,0.05674440363897712,0.11309404558650842,0.5559423679741592,1.0197157031464136e-07,1.9323837010703323e-08,0.001188829509191302,5.648283789900244e-07,0.025817655542111285,0.11133920479918821,0.04811112022972459,0.007796059341398924,0.0005614677785682586,1.5163797492843739e-05,0.3687599870451269,0.3125210473487892,0.09932883863794281,0.014037401564901686,0.0007495002101126674,0.03678008683564174,0.9949670304766879,0.0005953610088761882,0.0002266919233571017,0.00024089918037543574,0.9381306724604156,0.03605110700007793
