t,PYR,ACP,ACAL,ACLAC,ACET,ATP,NADH,ACCOA
0.59,0.22841346274715116,0.016073706975520866,0.010007900677781501,6.803963535892558e-05,0.0003498079497848555,3.9919294695464616,0.16968211576522288,0.48051020905901776
0.6,0.22841354868142888,0.016073719089929512,0.010007906830281604,6.807977318743367e-05,0.00034980989291482457,3.991929480341069,0.16968204133445636,0.48051045077454224
0.61,0.2284136169895073,0.01607372869373428,0.010007911699938997,6.811588624552779e-05,0.00034981162571885157,3.991929488905282,0.1696819821527815,0.4805106424122186
0.62,0.22841367070382743,0.016073736220627778,0.010007915508920507,6.814836828337309e-05,0.00034981317102081874,3.9919294956239217,0.16968193559847825,0.48051079262220936
0.63,0.22841371334736565,0.016073742175050663,0.010007918515758286,6.817759006540347e-05,0.000349814551459025,3.9919295009444915,0.1696818986260223,0.4805109114642965
0.64,0.22841374689545987,0.016073746839213327,0.010007920864888106,6.820387286500532e-05,0.00034981578479967876,3.991929505117469,0.16968186952639755,0.48051100456686263
0.65,0.2284137734652053,0.016073750515770098,0.010007922711305484,6.822751438196558e-05,0.0003498168879973593,3.991929508411453,0.16968184646897808,0.4805110779665997
0.66,0.22841379450946211,0.01607375341210179,0.010007924161094613,6.82487797566543e-05,0.0003498178754092321,3.991929511010556,0.16968182819679622,0.48051113579959814
0.67,0.2284138111991083,0.016073755695188263,0.010007925299633626,6.826790610241654e-05,0.0003498187596541277,3.991929513063056,0.16968181369676244,0.4805111813964222
0.68,0.2284138247665259,0.016073757540902647,0.010007926216882877,6.828512132613528e-05,0.00034981955304463875,3.991929514725116,0.16968180190289542,0.48051121826474813
0.6900000000000001,0.22841383561693357,0.01607375900643202,0.010007926941904445,6.830060569079939e-05,0.00034982026434083355,3.991929516047668,0.16968179246414708,0.4805112475456316
0.7000000000000001,0.22841384429103592,0.016073760168490388,0.010007927513805208,6.831453256291663e-05,0.0003498209022269963,3.9919295170989404,0.16968178491248512,0.48051127076941047
0.71,0.22841385147460622,0.01607376112468844,0.010007927982440285,6.832706923801163e-05,0.00034982147536498414,3.9919295179656737,0.16968177865460998,0.48051128988309233
0.72,0.2284138570578799,0.016073761858500447,0.01000792833909943,6.833833609045158e-05,0.0003498219889508698,3.9919295186334147,0.1696817737848848,0.4805113045575694
0.73,0.2284138616757762,0.016073762460370893,0.010007928629998445,6.834847728747887e-05,0.000349822450524673,3.991929519182508,0.16968176975395735,0.4805113165969001
0.74,0.22841386537950617,0.016073762937021112,0.010007928858401108,6.83575975917718e-05,0.0003498228648606668,3.9919295196190725,0.1696817665171603,0.48051132613549796
0.75,0.22841386821920623,0.016073763295076034,0.01000792902753877,6.836579235348042e-05,0.0003498232363102365,3.991929519949128,0.16968176403078986,0.4805113333058197
0.76,0.22841387058604926,0.016073763590145482,0.010007929165793041,6.83731690817589e-05,0.0003498235703547519,3.9919295202221026,0.1696817619563109,0.48051133921713945
0.77,0.22841387244008143,0.016073763816050114,0.010007929269861344,6.837979787026793e-05,0.00034982387006099577,3.991929520432633,0.16968176032798615,0.480511343746505
0.78,0.22841387394030513,0.01607376399513906,0.010007929351074099,6.838576377744119e-05,0.00034982413950707954,3.9919295206006504,0.16968175900805335,0.4805113473398787
0.79,0.22841387515551242,0.016073764136970172,0.010007929414243267,6.839112176269772e-05,0.00034982438126969755,3.9919295207347085,0.16968175793683987,0.4805113501880481
0.8,0.22841387615777564,0.016073764251489334,0.010007929464355537,6.839594034530794e-05,0.00034982459853772675,3.9919295208437244,0.16968175705178293,0.4805113524895937
0.81,0.22841387702154564,0.016073764349038636,0.010007929506617217,6.840027909225715e-05,0.00034982479410362307,3.9919295209369543,0.16968175628829874,0.4805113544509689
0.8200000000000001,0.22841387774124813,0.016073764428594584,0.010007929540437003,6.840417418014046e-05,0.00034982496957611334,3.991929521013548,0.16968175565106555,0.4805113560518928
0.8300000000000001,0.2284138783418708,0.016073764493474252,0.01000792956743773,6.840767071845723e-05,0.0003498251270159962,3.9919295210765147,0.16968175511831013,0.4805113573586757
0.84,0.22841387884840136,0.016073764546994714,0.010007929589242227,6.841081381670674e-05,0.00034982526848407043,3.991929521128864,0.16968175466825927,0.48051135843762743
0.85,0.22841387926456524,0.01607376458958624,0.010007929606040498,6.841362053551914e-05,0.0003498253947498629,3.991929521171003,0.16968175429762533,0.48051135929739736
0.86,0.22841387960159237,0.016073764622697988,0.010007929618528267,6.841611783535484e-05,0.00034982550703865385,3.9919295212042583,0.16968175399659632,0.480511359966986
0.87,0.2284138798917227,0.0160737646506317,0.010007929628817084,6.841836039281071e-05,0.00034982560785167785,3.9919295212325268,0.16968175373709374,0.4805113605323708
0.88,0.22841388015541653,0.016073764676089734,0.010007929638224684,6.842038734481315e-05,0.0003498256989747772,3.991929521258263,0.16968175350128056,0.48051136104758396
0.89,0.228413880413134,0.016073764701774476,0.010007929648068799,6.842223782828859e-05,0.00034982578219379433,3.9919295212839225,0.16968175327131982,0.4805113615666574
0.9,0.22841388059485604,0.016073764718034785,0.010007929653514037,6.842384330785751e-05,0.00034982585432264903,3.991929521300849,0.16968175310799916,0.48051136189689087
0.91,0.22841388075777866,0.016073764732588727,0.010007929658376383,6.842528663688862e-05,0.00034982591916585287,3.9919295213160093,0.16968175296155893,0.4805113621924932
0.92,0.22841388091281717,0.01607376474683547,0.010007929663324464,6.8426595593613e-05,0.0003498259779847442,3.991929521330686,0.16968175282245646,0.48051136248146786
0.93,0.2284138810707928,0.016073764762161335,0.010007929669020501,6.842779784436718e-05,0.0003498260320354945,3.991929521346151,0.16968175268123084,0.4805113627915619
0.9400000000000001,0.22841388126369222,0.01607376478199156,0.010007929676878207,6.842908443531816e-05,0.0003498260899189821,3.991929521365739,0.16968175250949105,0.4805113631917894
0.9500000000000001,0.22841388135286672,0.016073764789686727,0.01000792967932064,6.842991844644687e-05,0.00034982612737934293,3.9919295213738657,0.16968175242916672,0.4805113633483494
0.96,0.2284138814475351,0.01607376479838512,0.010007929682341335,6.843071782758945e-05,0.00034982616330007157,3.991929521382827,0.16968175234422878,0.4805113635247847
0.97,0.22841388154769734,0.016073764808086744,0.010007929685940293,6.84314825787459e-05,0.00034982619768116806,3.9919295213926227,0.16968175225467722,0.4805113637210952
0.98,0.22841388165335344,0.016073764818791598,0.010007929690117514,6.84322126999162e-05,0.0003498262305226323,3.991929521403253,0.16968175216051207,0.48051136393728106
0.99,0.22841388172505034,0.01607376482506754,0.010007929692153247,6.84328686629945e-05,0.00034982625998848194,3.991929521409843,0.16968175209598835,0.48051136406487654
1.0,0.22841388178862265,0.016073764830471637,0.010007929693828438,6.843347635173269e-05,0.0003498262872809529,3.991929521415585,0.16968175203867525,0.4805113641749069
1.01,0.2284138818497389,0.016073764835784373,0.010007929695533853,6.843404144544888e-05,0.00034982631266383554,3.99192952142118,0.169681751983651,0.48051136428295643
1.02,0.22841388190839912,0.016073764841005745,0.010007929697269493,6.84345639441431e-05,0.00034982633613712987,3.991929521426626,0.16968175193091567,0.4805113643890251
1.03,0.22841388196460327,0.016073764846135756,0.010007929699035356,6.843504384781534e-05,0.0003498263577008358,3.9919295214319246,0.16968175188046922,0.4805113644931128
1.04,0.22841388201835136,0.0160737648511744,0.010007929700831445,6.84354811564656e-05,0.0003498263773549534,3.9919295214370756,0.16968175183231168,0.48051136459521965
1.05,0.22841388206964341,0.01607376485612168,0.010007929702657759,6.843587587009388e-05,0.00034982639509948267,3.9919295214420782,0.169681751786443,0.4805113646953456
1.06,0.2284138821184794,0.0160737648609776,0.010007929704514296,6.843622798870018e-05,0.00034982641093442355,3.9919295214469335,0.16968175174286326,0.48051136479349066
1.07,0.22841388216485933,0.016073764865742152,0.010007929706401058,6.843653751228451e-05,0.00034982642485977607,3.991929521451641,0.16968175170157238,0.48051136488965485
1.08,0.22841388220878323,0.016073764870415345,0.010007929708318044,6.843680444084686e-05,0.00034982643687554027,3.9919295214562003,0.1696817516625704,0.4805113649838381
1.09,0.22841388224966996,0.016073764874779822,0.010007929710114079,6.84370506595134e-05,0.0003498264479596902,3.9919295214604538,0.1696817516262734,0.4805113650717879
1.1,0.2284138822859908,0.016073764878263765,0.010007929711391436,6.843733374654372e-05,0.000349826460685208,3.9919295214639843,0.16968175159377613,0.4805113651423156
1.11,0.22841388231941093,0.016073764881490038,0.010007929712583344,6.843759098397838e-05,0.00034982647224943527,3.991929521467246,0.16968175156388612,0.48051136520760857
1.12,0.22841388234993043,0.016073764884458643,0.010007929713689806,6.84378223718174e-05,0.000349826482652372,3.991929521470239,0.16968175153660336,0.4805113652676667
1.1300000000000001,0.22841388237754923,0.01607376488716958,0.01000792971471082,6.843802791006076e-05,0.0003498264918940181,3.991929521472963,0.16968175151192788,0.48051136532248995
1.1400000000000001,0.22841388240226737,0.016073764889622852,0.01000792971564639,6.843820759870847e-05,0.0003498264999743737,3.991929521475418,0.16968175148985964,0.48051136537207845
1.1500000000000001,0.22841388242408484,0.016073764891818457,0.01000792971649651,6.843836143776055e-05,0.00034982650689343876,3.9919295214776036,0.1696817514703987,0.48051136541643213
1.16,0.22841388244300165,0.016073764893756393,0.010007929717261183,6.843848942721697e-05,0.0003498265126512133,3.9919295214795207,0.16968175145354503,0.480511365455551
1.17,0.22841388245901778,0.016073764895436663,0.01000792971794041,6.843859156707774e-05,0.0003498265172476973,3.9919295214811688,0.16968175143929862,0.48051136548943507
1.18,0.22841388247213323,0.016073764896859265,0.010007929718534191,6.843866785734286e-05,0.0003498265206828907,3.991929521482548,0.16968175142765946,0.48051136551808427
1.19,0.22841388248234804,0.016073764898024197,0.010007929719042524,6.843871829801234e-05,0.00034982652295679356,3.991929521483658,0.16968175141862757,0.4805113655414987
1.2,0.22841388257295,0.01607376490705441,0.01000792972250133,6.843937203020776e-05,0.0003498265523554548,3.9919295214926813,0.16968175133774754,0.4805113657239959
1.21,0.22841388257096806,0.01607376490688814,0.010007929722451176,6.843935245421723e-05,0.00034982655147636064,3.9919295214925037,0.1696817513395392,0.480511365720608
1.22,0.22841388256898612,0.016073764906721865,0.010007929722401021,6.84393328782267e-05,0.0003498265505972664,3.9919295214923256,0.16968175134133087,0.4805113657172201
1.23,0.22841388256700415,0.016073764906555592,0.010007929722350867,6.843931330223616e-05,0.0003498265497181722,3.991929521492148,0.16968175134312255,0.4805113657138322
1.24,0.2284138825650222,0.01607376490638932,0.010007929722300713,6.843929372624564e-05,0.00034982654883907805,3.99192952149197,0.1696817513449142,0.4805113657104442
1.25,0.22841388256304027,0.016073764906223045,0.010007929722250558,6.84392741502551e-05,0.00034982654795998383,3.9919295214917923,0.16968175134670588,0.4805113657070563
1.26,0.22841388256105832,0.016073764906056772,0.010007929722200404,6.843925457426457e-05,0.00034982654708088967,3.991929521491614,0.16968175134849756,0.4805113657036684
1.27,0.22841388255907638,0.0160737649058905,0.01000792972215025,6.843923499827404e-05,0.00034982654620179546,3.9919295214914365,0.16968175135028923,0.48051136570028047
1.28,0.22841388255709444,0.016073764905724226,0.010007929722100095,6.84392154222835e-05,0.0003498265453227013,3.9919295214912585,0.16968175135208088,0.48051136569689257
1.29,0.22841388255511247,0.016073764905557952,0.010007929722049941,6.843919584629297e-05,0.0003498265444436071,3.991929521491081,0.16968175135387256,0.48051136569350467
1.3,0.22841388255313053,0.01607376490539168,0.010007929721999787,6.843917627030243e-05,0.0003498265435645129,3.991929521490903,0.16968175135566424,0.4805113656901167
1.31,0.22841388255272474,0.0160737649053566,0.010007929721988685,6.843917236011208e-05,0.0003498265433889014,3.991929521490866,0.16968175135603092,0.4805113656894031
1.32,0.22841388255232886,0.01607376490532235,0.010007929721977829,6.843916854844288e-05,0.000349826543217714,3.99192952149083,0.16968175135638863,0.48051136568870634
1.33,0.228413882551933,0.016073764905288095,0.010007929721966973,6.843916473677367e-05,0.0003498265430465266,3.991929521490794,0.16968175135674637,0.4805113656880095
1.34,0.22841388255153713,0.016073764905253845,0.010007929721956117,6.843916092510447e-05,0.0003498265428753392,3.9919295214907575,0.16968175135710412,0.48051136568731273
1.35,0.22841388255114126,0.016073764905219595,0.010007929721945261,6.843915711343527e-05,0.0003498265427041519,3.9919295214907216,0.16968175135746186,0.4805113656866159
1.36,0.22841388255074538,0.016073764905185344,0.010007929721934403,6.843915330176607e-05,0.0003498265425329645,3.991929521490685,0.1696817513578196,0.48051136568591907
1.37,0.2284138825503495,0.016073764905151094,0.010007929721923547,6.843914949009687e-05,0.0003498265423617771,3.991929521490649,0.16968175135817734,0.4805113656852223
1.3800000000000001,0.22841388254995365,0.01607376490511684,0.010007929721912692,6.843914567842767e-05,0.0003498265421905897,3.9919295214906128,0.16968175135853505,0.48051136568452546
1.3900000000000001,0.22841388254955777,0.01607376490508259,0.010007929721901836,6.843914186675847e-05,0.0003498265420194023,3.991929521490577,0.1696817513588928,0.4805113656838287
1.4000000000000001,0.2284138825491619,0.01607376490504834,0.01000792972189098,6.843913805508927e-05,0.0003498265418482149,3.9919295214905404,0.16968175135925054,0.48051136568313185
1.41,0.22841388254876602,0.01607376490501409,0.010007929721880124,6.843913424342006e-05,0.0003498265416770275,3.9919295214905044,0.16968175135960828,0.4805113656824351
1.42,0.22841388254837014,0.01607376490497984,0.010007929721869266,6.843913043175085e-05,0.00034982654150584014,3.991929521490468,0.16968175135996602,0.48051136568173825
1.43,0.2284138825479743,0.016073764904945585,0.01000792972185841,6.843912662008165e-05,0.0003498265413346528,3.991929521490432,0.16968175136032376,0.4805113656810414
1.44,0.2284138825475784,0.016073764904911334,0.010007929721847554,6.843912280841245e-05,0.0003498265411634654,3.9919295214903956,0.16968175136068148,0.48051136568034464
1.45,0.22841388254718253,0.016073764904877084,0.010007929721836699,6.843911899674325e-05,0.000349826540992278,3.9919295214903596,0.16968175136103922,0.4805113656796478
1.46,0.22841388254678666,0.016073764904842833,0.010007929721825843,6.843911518507404e-05,0.0003498265408210906,3.991929521490323,0.16968175136139696,0.48051136567895103
1.47,0.2284138825463908,0.016073764904808583,0.010007929721814985,6.843911137340484e-05,0.00034982654064990323,3.9919295214902872,0.1696817513617547,0.4805113656782542
1.48,0.22841388254599493,0.01607376490477433,0.010007929721804129,6.843910756173564e-05,0.00034982654047871584,3.991929521490251,0.16968175136211244,0.48051136567755737
1.49,0.22841388254559905,0.01607376490474008,0.010007929721793273,6.843910375006644e-05,0.00034982654030752845,3.991929521490215,0.16968175136247018,0.4805113656768606
1.5,0.22841388254520317,0.01607376490470583,0.010007929721782417,6.843909993839724e-05,0.00034982654013634106,3.9919295214901784,0.1696817513628279,0.48051136567616376
1.51,0.2284138825448073,0.016073764904671578,0.010007929721771561,6.843909612672804e-05,0.00034982653996515367,3.9919295214901425,0.16968175136318564,0.480511365675467
1.52,0.22841388254441145,0.016073764904637328,0.010007929721760705,6.843909231505884e-05,0.00034982653979396633,3.991929521490106,0.16968175136354338,0.48051136567477015
1.53,0.22841388254401557,0.016073764904603074,0.010007929721749848,6.843908850338963e-05,0.00034982653962277894,3.99192952149007,0.16968175136390112,0.4805113656740733
1.54,0.2284138825436197,0.016073764904568823,0.010007929721738992,6.843908469172043e-05,0.00034982653945159155,3.9919295214900337,0.16968175136425886,0.48051136567337654
1.55,0.2284138825432238,0.016073764904534573,0.010007929721728136,6.843908088005123e-05,0.00034982653928040415,3.9919295214899977,0.1696817513646166,0.4805113656726797
1.56,0.22841388254282793,0.016073764904500323,0.01000792972171728,6.843907706838203e-05,0.00034982653910921676,3.9919295214899613,0.16968175136497435,0.48051136567198294
1.57,0.22841388254243208,0.016073764904466072,0.010007929721706424,6.843907325671283e-05,0.00034982653893802937,3.9919295214899253,0.16968175136533206,0.4805113656712861
1.58,0.2284138825420362,0.01607376490443182,0.010007929721695567,6.843906944504363e-05,0.000349826538766842,3.991929521489889,0.1696817513656898,0.48051136567058933
1.59,0.22841388254164033,0.016073764904397568,0.01000792972168471,6.843906563337443e-05,0.0003498265385956546,3.991929521489853,0.16968175136604755,0.4805113656698925
1.6,0.22841388254124445,0.016073764904363318,0.010007929721673855,6.843906182170523e-05,0.00034982653842446725,3.9919295214898165,0.1696817513664053,0.48051136566919567
1.61,0.22841388254084857,0.016073764904329067,0.010007929721662999,6.843905801003602e-05,0.00034982653825327986,3.9919295214897805,0.16968175136676303,0.4805113656684989
1.62,0.22841388254045272,0.016073764904294817,0.010007929721652143,6.843905419836682e-05,0.00034982653808209247,3.991929521489744,0.16968175136712077,0.48051136566780206
1.6300000000000001,0.22841388254005685,0.016073764904260563,0.010007929721641287,6.843905038669762e-05,0.0003498265379109051,3.991929521489708,0.16968175136747848,0.4805113656671053
1.6400000000000001,0.22841388253966097,0.016073764904226313,0.01000792972163043,6.843904657502842e-05,0.0003498265377397177,3.9919295214896717,0.16968175136783623,0.48051136566640845
1.6500000000000001,0.2284138825392651,0.016073764904192062,0.010007929721619574,6.843904276335922e-05,0.0003498265375685303,3.9919295214896358,0.16968175136819397,0.4805113656657116
1.6600000000000001,0.22841388253886924,0.016073764904157812,0.010007929721608718,6.843903895169002e-05,0.0003498265373973429,3.9919295214895993,0.1696817513685517,0.48051136566501484
1.67,0.22841388253847336,0.01607376490412356,0.010007929721597862,6.843903514002082e-05,0.0003498265372261555,3.9919295214895634,0.16968175136890945,0.480511365664318
1.68,0.22841388253807748,0.016073764904089308,0.010007929721587006,6.843903132835162e-05,0.00034982653705496817,3.991929521489527,0.1696817513692672,0.48051136566362124
1.69,0.2284138825376816,0.016073764904055057,0.010007929721576148,6.843902751668241e-05,0.0003498265368837808,3.991929521489491,0.1696817513696249,0.4805113656629244
1.7,0.22841388253759054,0.016073764904047164,0.010007929721573624,6.843902667031378e-05,0.0003498265368457644,3.9919295214894825,0.16968175136970692,0.48051136566276387
1.71,0.2284138825375102,0.016073764904040198,0.010007929721571393,6.843902592813659e-05,0.0003498265368124273,3.9919295214894754,0.16968175136977923,0.48051136566262215
1.72,0.2284138825374298,0.01607376490403323,0.01000792972156916,6.84390251859594e-05,0.0003498265367790902,3.991929521489468,0.16968175136985153,0.4805113656624804
1.73,0.22841388253734946,0.016073764904026264,0.010007929721566928,6.84390244437822e-05,0.0003498265367457531,3.9919295214894603,0.16968175136992386,0.4805113656623387
1.74,0.2284138825372691,0.016073764904019294,0.010007929721564697,6.843902370160502e-05,0.000349826536712416,3.9919295214894532,0.16968175136999616,0.480511365662197
1.75,0.22841388253718875,0.016073764904012328,0.010007929721562465,6.843902295942783e-05,0.0003498265366790789,3.9919295214894457,0.16968175137006847,0.48051136566205527
