t,V,m,h,d,f,s,x1,x2,q,r
0.18,-78.02771607391226,0.025372283872082645,0.7864222878464524,0.002933598165537945,0.8087778977405621,0.7547074215109437,0.02029632976018877,0.017682626520245246,4.394785203382625e-06,0.13502186070433575
0.19,-78.02753210525994,0.025372865077515502,0.7864144232558825,0.0029337229954586085,0.8087800480776357,0.7547056154965728,0.02029596555074669,0.01768247245969058,3.6858659832991243e-06,0.13502301049995363
0.2,-78.027348128868,0.025373447726159702,0.7864065584896831,0.0029338476154060506,0.8087821983104756,0.7547038095271024,0.02029560136393165,0.017682318401146487,3.3720191400342752e-06,0.13502416027603226
0.21,-78.02716414400065,0.02537403120531463,0.7863986935476927,0.002933972026655114,0.8087843484390819,0.7547020036025343,0.020295237199743108,0.017682164344612967,3.2338882795701904e-06,0.13502531003257107
0.22,-78.02698015032763,0.02537461516039337,0.7863908284297343,0.0029340962305259683,0.8087864984634546,0.7547001977228698,0.02029487305818053,0.017682010290090016,3.170538202893005e-06,0.13502645976956934
0.23,-78.02679614773338,0.025375199416057027,0.786382963135652,0.0029342202281465034,0.8087886483835939,0.7546983918881106,0.020294508939243474,0.017681856237577644,3.1441449916716183e-06,0.13502760948702644
0.24,-78.0266121361614,0.025375783848126672,0.7863750976652473,0.002934344020937761,0.8087907981994994,0.7546965860982586,0.020294144842931374,0.017681702187075845,3.132579101640787e-06,0.13502875918494156
0.25,-78.02642811560085,0.025376368401899486,0.7863672320183563,0.00293446761005841,0.8087929479111711,0.7546947803533152,0.020293780769243763,0.01768154813858462,3.127766999213875e-06,0.13502990886331404
0.26,-78.02624408605624,0.025376953040592277,0.7863593661948015,0.002934590996762118,0.8087950975186088,0.7546929746532818,0.020293416718180145,0.017681394092103977,3.1255342570357444e-06,0.13503105852214314
0.27,-78.02606004754166,0.025377537745397465,0.78635150019441,0.0029347141822600063,0.8087972470218125,0.7546911689981604,0.020293052689740024,0.01768124004763391,3.1245696955626492e-06,0.13503220816142822
0.28,-78.02587600009824,0.025378122501730806,0.7863436340167806,0.0029348371693386282,0.8087993964207818,0.7546893633879543,0.020292688683922255,0.01768108600517443,3.1240419278940075e-06,0.1350333577811676
0.29,-78.02569194375606,0.02537870730336141,0.7863357676616292,0.0029349599599644833,0.8088015457155167,0.7546875578226665,0.020292324700726026,0.01768093196472553,3.1236419474620237e-06,0.13503450738136014
0.3,-78.02550787849162,0.025379292153936348,0.7863279011291747,0.002935082552623375,0.8088036949060172,0.7546857523022946,0.020291960740151962,0.017680777926287212,3.123527159804733e-06,0.13503565696200676
0.31,-78.02532380430495,0.025379877053455624,0.7863200344194174,0.0029352049473153033,0.8088058439922834,0.7546839468268389,0.020291596802200065,0.017680623889859474,3.123697564922136e-06,0.13503680652310743
0.32,-78.02513972129029,0.025380461992819424,0.7863121675314829,0.0029353271500463453,0.8088079929743149,0.7546821413963074,0.0202912328868678,0.017680469855442325,3.123795046948032e-06,0.13503795606465863
0.33,-78.02495562942994,0.025381046973739732,0.7863043004655356,0.002935449159686552,0.8088101418521116,0.7546803360106985,0.020290868994155654,0.017680315823035763,3.1238869797956966e-06,0.13503910558666102
0.34,-78.02477152870226,0.02538163199830269,0.786296433221776,0.002935570974859027,0.8088122906256738,0.7546785306700103,0.020290505124064197,0.017680161792639783,3.124055461656623e-06,0.13504025508911544
0.35000000000000003,-78.02458741911876,0.0253822170660617,0.7862885658000976,0.0029356925962881653,0.8088144392950013,0.754676725374244,0.02029014127659312,0.017680007764254387,3.1242871230032012e-06,0.1350414045720214
0.36,-78.02440330081176,0.025382802171876304,0.7862806981992752,0.0029358140323120503,0.8088165878600938,0.7546749201234108,0.020289777451738836,0.017679853737879583,3.1244280749709463e-06,0.135042554035374
0.37,-78.02421917370123,0.025383387318854287,0.7862728304200494,0.0029359352778897028,0.8088187363209514,0.7546731149175038,0.020289413649503513,0.017679699713515365,3.124571354595674e-06,0.13504370347917619
0.38,-78.0240350377872,0.025383972506995645,0.7862649624624202,0.0029360563330211222,0.8088208846775742,0.754671309756523,0.020289049869887152,0.017679545691161733,3.124716961877385e-06,0.135044852903428
0.39,-78.02385089332205,0.02538455773464646,0.7862570943239925,0.0029361772135444017,0.8088230329299618,0.7546695046404905,0.02028868611288252,0.017679391670818688,3.124853296046865e-06,0.13504600230811972
0.4,-78.02366674047872,0.025385143000673505,0.7862492260031252,0.0029362979303114187,0.808825181078114,0.7546676995694216,0.020288322378484644,0.017679237652486232,3.1249724085378443e-06,0.13504715169324472
0.41000000000000003,-78.0234825789386,0.025385728307164554,0.7862413575028415,0.002936418463329507,0.8088273291220313,0.7546658945432883,0.020287958666702674,0.01767908363616437,3.1250889431782676e-06,0.13504830105881524
0.42,-78.02329840870169,0.0253863136541196,0.7862334888231418,0.002936538812598667,0.8088294770617135,0.7546640895620905,0.020287594977536603,0.017678929621853093,3.1252028999681343e-06,0.13504945040483127
0.43,-78.02311422976801,0.025386899041538645,0.786225619964026,0.002936658978118899,0.8088316248971607,0.7546622846258283,0.02028723131098643,0.017678775609552402,3.1253142789074445e-06,0.1350505997312928
0.44,-78.02293004213755,0.02538748446942169,0.7862177509254938,0.002936778959890202,0.808833772628373,0.7546604797345017,0.020286867667052164,0.017678621599262298,3.1254230799961986e-06,0.13505174903819986
0.45,-78.0227458458103,0.025388069937768733,0.7862098817075456,0.0029368987579125776,0.8088359202553503,0.7546586748881107,0.020286504045733796,0.017678467590982783,3.125529303234396e-06,0.13505289832555242
0.46,-78.02256164078628,0.02538865544657978,0.7862020123101812,0.002937018372186024,0.8088380677780926,0.7546568700866553,0.020286140447031326,0.017678313584713858,3.1256329486220376e-06,0.1350540475933505
0.47000000000000003,-78.02237742706546,0.025389240995854823,0.7861941427334006,0.002937137802710543,0.8088402151966,0.7546550653301355,0.020285776870944763,0.01767815958045552,3.125734016159122e-06,0.1350551968415941
0.48,-78.02219320464788,0.025389826585593866,0.7861862729772039,0.002937257049486133,0.8088423625108724,0.7546532606185512,0.020285413317474098,0.017678005578207766,3.125832505845651e-06,0.1350563460702832
0.49,-78.02200897353352,0.02539041221579691,0.7861784030415909,0.0029373761125127953,0.8088445097209098,0.7546514559519026,0.02028504978661933,0.017677851577970603,3.125928417681623e-06,0.13505749527941782
0.5,-78.02182473422693,0.025390997884731245,0.7861705329216585,0.002937495023474908,0.8088466568267124,0.7546496513302348,0.02028468627836529,0.01767769757974402,3.126028044132175e-06,0.13505864446897808
0.51,-78.02164048674703,0.025391583592331932,0.7861626626172226,0.002937613783559935,0.8088488038282804,0.7546478467535495,0.020284322792711397,0.017677543583528015,3.1261316210255493e-06,0.13505979363896325
0.52,-78.02145623072882,0.025392169339852524,0.7861547921318308,0.0029377323698453438,0.8088509507256134,0.754646042221814,0.02028395932966864,0.017677389589322596,3.1262345959847546e-06,0.13506094278938766
0.53,-78.02127196617225,0.025392755127293023,0.786146921465483,0.0029378507823311336,0.8088530975187116,0.7546442377350283,0.020283595889237015,0.017677235597127763,3.12633696900979e-06,0.13506209192025137
0.54,-78.02108769307733,0.025393340954653426,0.7861390506181793,0.002937969021017305,0.8088552442075748,0.7546424332931925,0.020283232471416526,0.017677081606943514,3.126438740100656e-06,0.13506324103155432
0.55,-78.02090341144408,0.025393926821933737,0.7861311795899198,0.0029380870859038576,0.8088573907922032,0.7546406288963063,0.020282869076207168,0.01767692761876985,3.126539909257352e-06,0.13506439012329657
0.56,-78.02071912127249,0.025394512729133956,0.7861233083807043,0.0029382049769907915,0.8088595372725966,0.75463882454437,0.020282505703608948,0.017676773632606772,3.126640476479879e-06,0.13506553919547806
0.5700000000000001,-78.02053482256257,0.025395098676254082,0.786115436990533,0.002938322694278107,0.8088616836487552,0.7546370202373835,0.02028214235362186,0.01767661964845428,3.1267404417682366e-06,0.13506668824809887
0.58,-78.02035051531429,0.02539568466329411,0.7861075654194056,0.0029384402377658036,0.8088638299206788,0.7546352159753468,0.020281779026245905,0.017676465666312372,3.126839805122424e-06,0.1350678372811589
0.59,-78.0201661995277,0.025396270690254047,0.7860996936673225,0.002938557607453882,0.8088659760883676,0.7546334117582599,0.020281415721481087,0.01767631168618105,3.1269385665424424e-06,0.13506898629465824
0.6,-78.01998187520273,0.02539685675713389,0.7860918217342833,0.002938674803342341,0.8088681221518215,0.7546316075861228,0.0202810524393274,0.017676157708060313,3.127036726028291e-06,0.13507013528859682
0.61,-78.01979754030518,0.02539744287009211,0.7860839496407077,0.002938791697509951,0.8088702681110342,0.754629803458747,0.020280689179850053,0.01767600373195026,3.1271268177747686e-06,0.1350712842630576
0.62,-78.01961320074213,0.02539802901124571,0.7860760773273016,0.0029389086614150643,0.8088724139660238,0.7546279993766798,0.020280325942859705,0.017675849757850606,3.1272305210268513e-06,0.1350724332177998
0.63,-78.019428852667,0.025398615192239692,0.7860682048326759,0.0029390254531723157,0.8088745597167787,0.7546261953395648,0.02027996272847965,0.017675695785761537,3.127333718745424e-06,0.13507358215298024
0.64,-78.0192444960953,0.025399201413027185,0.7860603321566753,0.0029391420737554788,0.8088767053632987,0.7546243913474034,0.02027959953670939,0.017675541815683052,3.127436467762409e-06,0.13507473106859821
0.65,-78.01906013104248,0.025399787673561304,0.7860524592991442,0.0029392585241383284,0.8088788509055841,0.7546225874001973,0.020279236367548432,0.017675387847615145,3.1275388249097303e-06,0.13507587996465314
0.66,-78.01887575752406,0.02540037397379517,0.7860445862599272,0.0029393748052946385,0.8088809963436348,0.7546207834979476,0.020278873220996276,0.017675233881557825,3.1276408470193106e-06,0.13507702884114436
0.67,-78.01869137555549,0.0254009603136819,0.7860367130388689,0.0029394909181981836,0.8088831416774507,0.7546189796406559,0.020278510097052425,0.017675079917511084,3.127742590923073e-06,0.1350781776980713
0.68,-78.01850698515229,0.025401546693174615,0.7860288396358138,0.0029396068638227386,0.8088852869070322,0.7546171758283237,0.020278146995716388,0.017674925955474922,3.127844113452941e-06,0.13507932653543323
0.6900000000000001,-78.01832258632992,0.02540213311222644,0.7860209660506065,0.002939722643142077,0.808887432032379,0.7546153720609522,0.020277783916987663,0.017674771995449343,3.1279454714408366e-06,0.13508047535322962
0.7000000000000001,-78.01813817910387,0.02540271957079049,0.7860130922830916,0.0029398382571299737,0.8088895770534914,0.754613568338543,0.020277420860865755,0.01767461803743434,3.1280467217186845e-06,0.13508162415145977
0.71,-78.01795376348963,0.02540330606881988,0.7860052183331135,0.002939953706760203,0.8088917219703694,0.7546117646610976,0.02027705782735017,0.017674464081429916,3.1281479211184066e-06,0.13508277293012308
0.72,-78.01776934027161,0.02540389260390754,0.7859973441913262,0.0029400690417726843,0.8088938667830272,0.7546099610287023,0.02027669481640667,0.017674310127435883,3.1282458851487465e-06,0.13508392168918124
0.73,-78.01758490892223,0.025404479177673467,0.7859894698640649,0.0029401842287000925,0.808896011491455,0.7546081574412986,0.020276331828058592,0.017674156175452375,3.128342959826782e-06,0.13508507042866025
0.74,-78.01740046931354,0.025405065790511088,0.785981595352889,0.0029402992594189047,0.8088981560956499,0.7546063538988721,0.020275968862311727,0.017674002225479418,3.128439806651433e-06,0.13508621914856647
0.75,-78.01721602146334,0.02540565244236647,0.7859737206576156,0.0029404141350485,0.8089003005956121,0.7546045504014244,0.020275605919165482,0.01767384827751702,3.1285364727767846e-06,0.13508736784889916
0.76,-78.01703156538939,0.025406239133185692,0.7859658457780618,0.0029405288567082564,0.8089024449913419,0.7546027469489571,0.02027524299861926,0.017673694331565175,3.128633005356922e-06,0.1350885165296576
0.77,-78.01684710110948,0.02540682586291482,0.7859579707140447,0.002940643425517553,0.808904589282839,0.7546009435414721,0.020274880100672462,0.01767354038762388,3.1287294515459305e-06,0.13508966519084104
0.78,-78.01666262864137,0.025407412631499933,0.7859500954653814,0.002940757842595769,0.8089067334701038,0.754599140178971,0.02027451722532449,0.017673386445693138,3.128825858497895e-06,0.1350908138324487
0.79,-78.01647814800288,0.025407999438887097,0.785942220031889,0.0029408721090622833,0.8089088775531362,0.7545973368614555,0.02027415437257475,0.017673232505772945,3.128922273366901e-06,0.13509196245447988
0.8,-78.01629365921177,0.02540858628502239,0.7859343444133847,0.0029409862260364734,0.8089110215319365,0.7545955335889272,0.020273791542422644,0.0176730785678633,3.1290187433070324e-06,0.1350931110569338
0.81,-78.01610916228582,0.02540917316985189,0.7859264686096855,0.0029411001946377186,0.8089131654065046,0.7545937303613879,0.020273428734867573,0.017672924631964203,3.129115315472376e-06,0.13509425963980978
0.8200000000000001,-78.0159246572428,0.025409760093321656,0.7859185926206087,0.002941214015985398,0.8089153091768406,0.7545919271788392,0.02027306594990894,0.01767277069807565,3.1292120370170156e-06,0.135095408203107
0.8300000000000001,-78.01574014410053,0.02541034705537777,0.7859107164459713,0.00294132769119889,0.8089174528429447,0.7545901240412828,0.020272703187546152,0.017672616766197642,3.129308955095037e-06,0.13509655674682478
0.84,-78.01555562287676,0.025410934055966308,0.7859028400855904,0.0029414412213975734,0.8089195964048169,0.7545883209487205,0.020272340447778606,0.01767246283633018,3.1294061168605247e-06,0.13509770527096232
0.85,-78.01537109358927,0.025411521095033335,0.7858949635392832,0.002941554607700827,0.8089217398624574,0.7545865179011538,0.02027197773060571,0.017672308908473256,3.1295035694675647e-06,0.13509885377551892
0.86,-78.01518655625586,0.025412108172524928,0.7858870868068668,0.0029416678512280293,0.8089238832158662,0.7545847148985846,0.020271615036026865,0.01767215498262687,3.129601360070242e-06,0.13510000226049382
0.87,-78.01500201089428,0.02541269528838716,0.7858792098881583,0.0029417809530985595,0.8089260264650433,0.7545829119410145,0.020271252364041474,0.01767200105879103,3.1296995358226405e-06,0.13510115072588627
0.88,-78.01481745752234,0.0254132824425661,0.7858713327829747,0.0029418939144317956,0.8089281696099889,0.7545811090284451,0.02027088971464894,0.017671847136965724,3.129798143878847e-06,0.13510229917169553
0.89,-78.01463289615782,0.025413869635007826,0.7858634554911333,0.002942006736347117,0.8089303126507031,0.7545793061608782,0.020270527087848666,0.017671693217150956,3.1298972313929455e-06,0.13510344759792087
0.9,-78.0144483268185,0.025414456865658408,0.7858555780124512,0.002942119419963902,0.8089324555871861,0.7545775033383154,0.020270164483640055,0.017671539299346724,3.129996845519021e-06,0.13510459600456154
0.91,-78.01426374952213,0.02541504413446392,0.7858477003467454,0.0029422319664015296,0.8089345984194377,0.7545757005607585,0.02026980190202251,0.017671385383553024,3.13009703341116e-06,0.13510574439161677
0.92,-78.01407916428654,0.025415631441370438,0.7858398224938332,0.0029423443767793785,0.8089367411474582,0.7545738978282092,0.02026943934299543,0.01767123146976986,3.130197842223446e-06,0.13510689275908586
0.93,-78.01389457112948,0.025416218786324028,0.7858319444535317,0.002942456652216827,0.8089388837712477,0.754572095140669,0.020269076806558227,0.017671077557997225,3.130299319109965e-06,0.13510804110696803
0.9400000000000001,-78.01370997006873,0.025416806169270768,0.7858240662256577,0.0029425687938332543,0.8089410262908061,0.7545702924981398,0.020268714292710294,0.01767092364823512,3.130401511224802e-06,0.13510918943526257
0.9500000000000001,-78.01352536112209,0.02541739359015673,0.7858161878100287,0.002942680802748039,0.8089431687061337,0.7545684899006231,0.02026835180145104,0.017670769740483545,3.1305044657220417e-06,0.1351103377439687
0.96,-78.01334074430733,0.025417981048927982,0.7858083092064617,0.00294279268008056,0.8089453110172306,0.7545666873481207,0.020267989332779866,0.017670615834742498,3.1306082297557696e-06,0.1351114860330857
0.97,-78.01315611964223,0.025418568545530602,0.7858004304147738,0.0029429044269501958,0.8089474532240966,0.7545648848406343,0.020267626886696175,0.017670461931011978,3.130712850480071e-06,0.13511263430261283
0.98,-78.01297148714458,0.025419156079910667,0.785792551434782,0.002943016044476325,0.808949595326732,0.7545630823781656,0.02026726446319937,0.01767030802929198,3.1308183750490305e-06,0.13511378255254933
0.99,-78.01278684683216,0.02541974365201424,0.7857846722663036,0.0029431275337783265,0.808951737325137,0.7545612799607162,0.020266902062288858,0.01767015412958251,3.1309248506167337e-06,0.13511493078289447
1.0,-78.01260219872273,0.0254203312617874,0.7857767929091557,0.0029432388959755793,0.8089538792193116,0.7545594775882878,0.020266539683964035,0.01767000023188356,3.1310323243372653e-06,0.1351160789936475
1.01,-78.0124175428341,0.02542091890917622,0.7857689133631554,0.002943350132187462,0.8089560210092558,0.7545576752608822,0.020266177328224305,0.01766984633619513,3.131140843364711e-06,0.13511722718480768
1.02,-78.01223287918403,0.025421506594126772,0.7857610336281197,0.002943461243533353,0.8089581626949698,0.754555872978501,0.020265814995069076,0.01766969244251722,3.131250454853155e-06,0.13511837535637425
1.03,-78.01204820779031,0.025422094316585125,0.7857531537038659,0.0029435722311326306,0.8089603042764536,0.7545540707411459,0.020265452684497746,0.017669538550849833,3.131361205956683e-06,0.1351195235083465
1.04,-78.01186352867073,0.02542268207649736,0.785745273590211,0.002943683096104675,0.8089624457537072,0.7545522685488186,0.02026509039650972,0.01766938466119296,3.1314731438293805e-06,0.13512067164072364
1.05,-78.01167884184306,0.02542326987380954,0.7857373932869721,0.0029437938395688638,0.808964587126731,0.7545504664015208,0.0202647281311044,0.017669230773546603,3.131586315625332e-06,0.13512181975350498
1.06,-78.01149414653027,0.02542385771076529,0.7857295127981412,0.002943904413755695,0.8089667283955533,0.7545486642992164,0.02026436588828313,0.017669076887910414,3.1316894133001652e-06,0.13512296784670574
1.07,-78.01130944322173,0.025424445585947503,0.7857216321210584,0.0029440148487914278,0.8089688695601575,0.7545468622419296,0.020264003668044164,0.017668923004284597,3.131789221304396e-06,0.13512411592031567
1.08,-78.01112473216546,0.025425033498636677,0.7857137512543314,0.0029441251599577915,0.8089710106205352,0.7545450602296729,0.02026364147038634,0.01766876912266925,3.1318890762168944e-06,0.13512526397432942
1.09,-78.01094001337664,0.025425621448786392,0.785705870197791,0.002944235348214552,0.8089731515766868,0.754543258262448,0.020263279295309064,0.017668615243064373,3.131988988119404e-06,0.13512641200874628
1.1,-78.01075528687046,0.02542620943635022,0.785697988951268,0.002944345414521477,0.8089752924286123,0.7545414563402562,0.020262917142811754,0.017668461365469963,3.1320889670936674e-06,0.1351275600235656
1.11,-78.01057055266212,0.025426797461281736,0.785690107514593,0.0029444553598383326,0.808977433176312,0.7545396544630993,0.02026255501289381,0.01766830748988602,3.1321890232214296e-06,0.13512870801878665
1.12,-78.01038581076679,0.02542738552353451,0.785682225887597,0.002944565185124886,0.8089795738197861,0.7545378526309788,0.020262192905554647,0.017668153616312535,3.1322891665844336e-06,0.13512985599440874
1.1300000000000001,-78.01020106119965,0.025427973623062126,0.7856743440701104,0.002944674891340904,0.8089817143590347,0.7545360508438963,0.020261830820793674,0.01766799974474951,3.132389407264423e-06,0.13513100395043118
1.1400000000000001,-78.01001630397592,0.025428561759818145,0.7856664620619642,0.0029447844794461527,0.808983854794058,0.7545342491018533,0.020261468758610297,0.01766784587519694,3.1324897553431414e-06,0.1351321518868533
1.1500000000000001,-78.00983153911075,0.02542914993375615,0.7856585798629891,0.002944893950400399,0.8089859951248562,0.7545324474048514,0.020261106719003927,0.017667692007654827,3.132590220902333e-06,0.1351332998036744
1.16,-78.00964676661933,0.02542973814482971,0.7856506974730159,0.002945003305163411,0.8089881353514295,0.7545306457528922,0.020260744701973976,0.017667538142123167,3.132690814023741e-06,0.13513444770089375
1.17,-78.00946198651687,0.025430326392992402,0.7856428148918752,0.002945112544694954,0.8089902754737782,0.7545288441459772,0.02026038270751985,0.017667384278601955,3.132791544789109e-06,0.13513559557851074
1.18,-78.00927719881854,0.0254309146781978,0.7856349321193978,0.0029452216699547952,0.8089924154919023,0.754527042584108,0.020260020735640958,0.01766723041709119,3.132892423280181e-06,0.1351367434365246
1.19,-78.00909240353953,0.025431503000399473,0.7856270491554145,0.0029453306819027013,0.8089945554058019,0.7545252410672861,0.02025965878633671,0.017667076557590873,3.1329934595787005e-06,0.13513789127493467
1.2,-78.00890760069503,0.025432091359551,0.7856191659997561,0.00294543958149844,0.8089966952154773,0.7545234395955132,0.020259296859606517,0.017666922700100996,3.133094663766411e-06,0.13513903909374025
1.21,-78.00872279030021,0.025432679755605953,0.7856112826522532,0.0029455483697017767,0.8089988349209288,0.7545216381687907,0.020258934955449788,0.017666768844621556,3.133196045925056e-06,0.13514018689294066
1.22,-78.00853797237028,0.025433268188517908,0.7856033991127367,0.0029456570474724795,0.8090009745221566,0.7545198367871204,0.02025857307386593,0.017666614991152556,3.1332976161363795e-06,0.13514133467253522
1.23,-78.0083531469204,0.025433856658240436,0.7855955153810373,0.002945765615770314,0.8090031140191606,0.7545180354505037,0.02025821121485435,0.017666461139693994,3.133399384482125e-06,0.13514248243252322
1.24,-78.00816831396578,0.02543444516472711,0.7855876314569857,0.0029458740755550477,0.8090052534119412,0.7545162341589421,0.020257849378414468,0.01766630729024586,3.1335013610440363e-06,0.13514363017290396
1.25,-78.0079834735216,0.025435033707931508,0.7855797473404127,0.002945982427786447,0.8090073927004985,0.7545144329124372,0.020257487564545682,0.017666153442808162,3.133603555903857e-06,0.13514477789367677
1.26,-78.00779862560304,0.025435622287807203,0.785571863031149,0.002946090673424279,0.8090095318848327,0.7545126317109907,0.020257125773247404,0.017665999597380886,3.13370597914333e-06,0.13514592559484095
1.27,-78.00761377022529,0.025436210904307765,0.7855639785290255,0.0029461988134283105,0.8090116709649441,0.7545108305546041,0.020256764004519045,0.01766584575396404,3.1338086408442e-06,0.1351470732763958
1.28,-78.00742890740354,0.02543679955738677,0.7855560938338727,0.0029463068487583085,0.8090138099408327,0.7545090294432789,0.020256402258360014,0.017665691912557614,3.1339115510882103e-06,0.13514822093834064
1.29,-78.00724403715297,0.025437388246997795,0.7855482089455215,0.002946414780374039,0.8090159488124987,0.7545072283770168,0.02025604053476972,0.01766553807316161,3.1340147199571046e-06,0.1351493685806748
1.3,-78.00705915948878,0.02543797697309441,0.7855403238638027,0.0029465226092352695,0.8090180875799425,0.7545054273558193,0.020255678833747574,0.017665384235776023,3.134118157532626e-06,0.13515051620339755
1.31,-78.00687427442612,0.025438565735630195,0.7855324385885469,0.0029466303363017664,0.809020226243164,0.7545036263796878,0.02025531715529298,0.017665230400400852,3.1342218738965188e-06,0.1351516638065082
1.32,-78.00668938198022,0.025439154534558715,0.7855245531195849,0.002946737962533296,0.8090223648021636,0.7545018254486241,0.020254955499405355,0.017665076567036097,3.1343258791305267e-06,0.13515281139000607
1.33,-78.00650448216625,0.02543974336983355,0.7855166674567476,0.0029468454888896267,0.8090245032569414,0.7545000245626297,0.0202545938660841,0.01766492273568175,3.1344301833163926e-06,0.13515395895389049
1.34,-78.0063195749994,0.02544033224140827,0.7855087815998656,0.0029469529163305237,0.8090266416074975,0.7544982237217062,0.020254232255328634,0.01766476890633781,3.134534796535861e-06,0.13515510649816073
1.35,-78.00613466049484,0.02544092114923645,0.7855008955487697,0.0029470602458157545,0.8090287798538323,0.754496422925855,0.020253870667138355,0.01766461507900428,3.134639728870675e-06,0.13515625402281614
1.36,-78.00594973866777,0.02544151009327167,0.7854930093032905,0.0029471674783050857,0.8090309179959457,0.7544946221750778,0.020253509101512683,0.017664461253681152,3.1347449904025784e-06,0.135157401527856
1.37,-78.00576480953336,0.025442099073467495,0.785485122863259,0.0029472746147582844,0.8090330560338381,0.7544928214693761,0.020253147558451017,0.017664307430368426,3.134850591213315e-06,0.1351585490132796
1.3800000000000001,-78.00557987310683,0.025442688089777503,0.7854772362285058,0.002947381656135117,0.8090351939675096,0.7544910208087515,0.020252786037952775,0.017664153609066098,3.134956541384628e-06,0.1351596964790863
1.3900000000000001,-78.00539492940334,0.025443277142155267,0.7854693493988617,0.00294748860339535,0.8090373317969604,0.7544892201932056,0.020252424540017362,0.017663999789774166,3.1350628509982618e-06,0.13516084392527536
1.4000000000000001,-78.00520997748592,0.02544386623343934,0.7854614623793702,0.0029475953989216894,0.8090394695222232,0.7544874196226933,0.02025206306464769,0.017663845972492234,3.1351665288425595e-06,0.13516199135186607
1.41,-78.00502501780589,0.02544445536226192,0.7854535751674745,0.0029477020705032733,0.8090416071432831,0.7544856190972372,0.020251701611841567,0.017663692157220478,3.1352689596468693e-06,0.13516313875884853
1.42,-78.00484005077189,0.025445044527384355,0.7854456877608512,0.0029478086433070943,0.8090437446601271,0.7544838186168586,0.020251340181596952,0.017663538343959055,3.1353713937904583e-06,0.13516428614621384
1.43,-78.0046550763957,0.0254456337287706,0.7854378001593497,0.0029479151180820885,0.8090458820727554,0.7544820181815587,0.020250978773913266,0.017663384532707972,3.135473830552859e-06,0.13516543351396143
