t,NFATP_cyt,NFAT_cyt,NFAT_nuc
1.19,5000.0,0.0,0.0
1.2,5000.0,0.0,0.0
1.21,5000.0,0.0,0.0
1.22,5000.0,0.0,0.0
1.23,5000.0,0.0,0.0
1.24,5000.0,0.0,0.0
1.25,5000.0,0.0,0.0
1.26,5000.0,0.0,0.0
1.27,5000.0,0.0,0.0
1.28,5000.0,0.0,0.0
1.29,5000.0,0.0,0.0
1.3,5000.0,0.0,0.0
1.31,5000.0,0.0,0.0
1.32,5000.0,0.0,0.0
1.33,5000.0,0.0,0.0
1.34,5000.0,0.0,0.0
1.35,5000.0,0.0,0.0
1.36,5000.0,0.0,0.0
1.37,5000.0,0.0,0.0
1.3800000000000001,5000.0,0.0,0.0
1.3900000000000001,5000.0,0.0,0.0
1.4000000000000001,5000.0,0.0,0.0
1.41,5000.0,0.0,0.0
1.42,5000.0,0.0,0.0
1.43,5000.0,0.0,0.0
1.44,5000.0,0.0,0.0
1.45,5000.0,0.0,0.0
1.46,5000.0,0.0,0.0
1.47,5000.0,0.0,0.0
1.48,5000.0,0.0,0.0
1.49,5000.0,0.0,0.0
1.5,5000.0,0.0,0.0
1.51,5000.0,0.0,0.0
1.52,5000.0,0.0,0.0
1.53,5000.0,0.0,0.0
1.54,5000.0,0.0,0.0
1.55,5000.0,0.0,0.0
1.56,5000.0,0.0,0.0
1.57,5000.0,0.0,0.0
1.58,5000.0,0.0,0.0
1.59,5000.0,0.0,0.0
1.6,5000.0,0.0,0.0
1.61,5000.0,0.0,0.0
1.62,5000.0,0.0,0.0
1.6300000000000001,5000.0,0.0,0.0
1.6400000000000001,5000.0,0.0,0.0
1.6500000000000001,5000.0,0.0,0.0
1.6600000000000001,5000.0,0.0,0.0
1.67,5000.0,0.0,0.0
1.68,5000.0,0.0,0.0
1.69,5000.0,0.0,0.0
1.7,5000.0,0.0,0.0
1.71,5000.0,0.0,0.0
1.72,5000.0,0.0,0.0
1.73,5000.0,0.0,0.0
1.74,5000.0,0.0,0.0
1.75,5000.0,0.0,0.0
1.76,5000.0,0.0,0.0
1.77,5000.0,0.0,0.0
1.78,5000.0,0.0,0.0
1.79,5000.0,0.0,0.0
1.8,5000.0,0.0,0.0
1.81,5000.0,0.0,0.0
1.82,5000.0,0.0,0.0
1.83,5000.0,0.0,0.0
1.84,5000.0,0.0,0.0
1.85,5000.0,0.0,0.0
1.86,5000.0,0.0,0.0
1.87,5000.0,0.0,0.0
1.8800000000000001,5000.0,0.0,0.0
1.8900000000000001,5000.0,0.0,0.0
1.9000000000000001,5000.0,0.0,0.0
1.9100000000000001,5000.0,0.0,0.0
1.92,5000.0,0.0,0.0
1.93,5000.0,0.0,0.0
1.94,5000.0,0.0,0.0
1.95,5000.0,0.0,0.0
1.96,5000.0,0.0,0.0
1.97,5000.0,0.0,0.0
1.98,5000.0,0.0,0.0
1.99,5000.0,0.0,0.0
2.0,5000.0,0.0,0.0
2.0100000000000002,5000.0,0.0,0.0
2.02,5000.0,0.0,0.0
2.0300000000000002,5000.0,0.0,0.0
2.04,5000.0,0.0,0.0
2.05,5000.0,0.0,0.0
2.06,5000.0,0.0,0.0
2.07,5000.0,0.0,0.0
2.08,5000.0,0.0,0.0
2.09,5000.0,0.0,0.0
2.1,5000.0,0.0,0.0
2.11,5000.0,0.0,0.0
2.12,5000.0,0.0,0.0
2.13,5000.0,0.0,0.0
2.14,5000.0,0.0,0.0
2.15,5000.0,0.0,0.0
2.16,5000.0,0.0,0.0
2.17,5000.0,0.0,0.0
2.18,5000.0,0.0,0.0
2.19,5000.0,0.0,0.0
2.2,5000.0,0.0,0.0
2.21,5000.0,0.0,0.0
2.22,5000.0,0.0,0.0
2.23,5000.0,0.0,0.0
2.24,5000.0,0.0,0.0
2.25,5000.0,0.0,0.0
2.2600000000000002,5000.0,0.0,0.0
2.27,5000.0,0.0,0.0
2.2800000000000002,5000.0,0.0,0.0
2.29,5000.0,0.0,0.0
2.3000000000000003,5000.0,0.0,0.0
2.31,5000.0,0.0,0.0
2.32,5000.0,0.0,0.0
2.33,5000.0,0.0,0.0
2.34,5000.0,0.0,0.0
2.35,5000.0,0.0,0.0
2.36,5000.0,0.0,0.0
2.37,5000.0,0.0,0.0
2.38,5000.0,0.0,0.0
2.39,5000.0,0.0,0.0
2.4,5000.0,0.0,0.0
2.41,5000.0,0.0,0.0
2.42,5000.0,0.0,0.0
2.43,5000.0,0.0,0.0
2.44,5000.0,0.0,0.0
2.45,5000.0,0.0,0.0
2.46,5000.0,0.0,0.0
2.47,5000.0,0.0,0.0
2.48,5000.0,0.0,0.0
2.49,5000.0,0.0,0.0
2.5,5000.0,0.0,0.0
2.5100000000000002,5000.0,0.0,0.0
2.52,5000.0,0.0,0.0
2.5300000000000002,5000.0,0.0,0.0
2.54,5000.0,0.0,0.0
2.5500000000000003,5000.0,0.0,0.0
2.56,5000.0,0.0,0.0
2.57,5000.0,0.0,0.0
2.58,5000.0,0.0,0.0
2.59,5000.0,0.0,0.0
2.6,5000.0,0.0,0.0
2.61,5000.0,0.0,0.0
2.62,5000.0,0.0,0.0
2.63,5000.0,0.0,0.0
2.64,5000.0,0.0,0.0
2.65,5000.0,0.0,0.0
2.66,5000.0,0.0,0.0
2.67,5000.0,0.0,0.0
2.68,5000.0,0.0,0.0
2.69,5000.0,0.0,0.0
2.7,5000.0,0.0,0.0
2.71,5000.0,0.0,0.0
2.72,5000.0,0.0,0.0
2.73,5000.0,0.0,0.0
2.74,5000.0,0.0,0.0
2.75,5000.0,0.0,0.0
2.7600000000000002,5000.0,0.0,0.0
2.77,5000.0,0.0,0.0
2.7800000000000002,5000.0,0.0,0.0
2.79,5000.0,0.0,0.0
2.8000000000000003,5000.0,0.0,0.0
2.81,5000.0,0.0,0.0
2.82,5000.0,0.0,0.0
2.83,5000.0,0.0,0.0
2.84,5000.0,0.0,0.0
2.85,5000.0,0.0,0.0
2.86,5000.0,0.0,0.0
2.87,5000.0,0.0,0.0
2.88,5000.0,0.0,0.0
2.89,5000.0,0.0,0.0
2.9,5000.0,0.0,0.0
2.91,5000.0,0.0,0.0
2.92,5000.0,0.0,0.0
2.93,5000.0,0.0,0.0
2.94,5000.0,0.0,0.0
2.95,5000.0,0.0,0.0
2.96,5000.0,0.0,0.0
2.97,5000.0,0.0,0.0
2.98,5000.0,0.0,0.0
2.99,5000.0,0.0,0.0
3.0,5000.0,0.0,0.0
3.0100000000000002,5000.0,0.0,0.0
3.02,5000.0,0.0,0.0
3.0300000000000002,5000.0,0.0,0.0
3.04,5000.0,0.0,0.0
3.0500000000000003,5000.0,0.0,0.0
3.06,5000.0,0.0,0.0
3.0700000000000003,5000.0,0.0,0.0
3.08,5000.0,0.0,0.0
3.09,5000.0,0.0,0.0
3.1,5000.0,0.0,0.0
3.11,5000.0,0.0,0.0
3.12,5000.0,0.0,0.0
3.13,5000.0,0.0,0.0
3.14,5000.0,0.0,0.0
3.15,5000.0,0.0,0.0
3.16,5000.0,0.0,0.0
3.17,5000.0,0.0,0.0
3.18,5000.0,0.0,0.0
3.19,5000.0,0.0,0.0
3.2,5000.0,0.0,0.0
3.21,5000.0,0.0,0.0
3.22,5000.0,0.0,0.0
3.23,5000.0,0.0,0.0
3.24,5000.0,0.0,0.0
3.25,5000.0,0.0,0.0
3.2600000000000002,5000.0,0.0,0.0
3.27,5000.0,0.0,0.0
3.2800000000000002,5000.0,0.0,0.0
3.29,5000.0,0.0,0.0
3.3000000000000003,5000.0,0.0,0.0
3.31,5000.0,0.0,0.0
3.3200000000000003,5000.0,0.0,0.0
3.33,5000.0,0.0,0.0
3.34,5000.0,0.0,0.0
3.35,5000.0,0.0,0.0
3.36,5000.0,0.0,0.0
3.37,5000.0,0.0,0.0
3.38,5000.0,0.0,0.0
3.39,5000.0,0.0,0.0
3.4,5000.0,0.0,0.0
3.41,5000.0,0.0,0.0
3.42,5000.0,0.0,0.0
3.43,5000.0,0.0,0.0
3.44,5000.0,0.0,0.0
3.45,5000.0,0.0,0.0
3.46,5000.0,0.0,0.0
3.47,5000.0,0.0,0.0
3.48,5000.0,0.0,0.0
3.49,5000.0,0.0,0.0
3.5,5000.0,0.0,0.0
3.5100000000000002,5000.0,0.0,0.0
3.52,5000.0,0.0,0.0
3.5300000000000002,5000.0,0.0,0.0
3.54,5000.0,0.0,0.0
3.5500000000000003,5000.0,0.0,0.0
3.56,5000.0,0.0,0.0
3.5700000000000003,5000.0,0.0,0.0
3.58,5000.0,0.0,0.0
3.59,5000.0,0.0,0.0
3.6,5000.0,0.0,0.0
3.61,5000.0,0.0,0.0
3.62,5000.0,0.0,0.0
3.63,5000.0,0.0,0.0
3.64,5000.0,0.0,0.0
3.65,5000.0,0.0,0.0
3.66,5000.0,0.0,0.0
3.67,5000.0,0.0,0.0
3.68,5000.0,0.0,0.0
3.69,5000.0,0.0,0.0
3.7,5000.0,0.0,0.0
3.71,5000.0,0.0,0.0
3.72,5000.0,0.0,0.0
3.73,5000.0,0.0,0.0
3.74,5000.0,0.0,0.0
3.75,5000.0,0.0,0.0
3.7600000000000002,5000.0,0.0,0.0
3.77,5000.0,0.0,0.0
3.7800000000000002,5000.0,0.0,0.0
3.79,5000.0,0.0,0.0
3.8000000000000003,5000.0,0.0,0.0
3.81,5000.0,0.0,0.0
3.8200000000000003,5000.0,0.0,0.0
3.83,5000.0,0.0,0.0
3.84,5000.0,0.0,0.0
3.85,5000.0,0.0,0.0
3.86,5000.0,0.0,0.0
3.87,5000.0,0.0,0.0
3.88,5000.0,0.0,0.0
3.89,5000.0,0.0,0.0
3.9,5000.0,0.0,0.0
3.91,5000.0,0.0,0.0
3.92,5000.0,0.0,0.0
3.93,5000.0,0.0,0.0
3.94,5000.0,0.0,0.0
3.95,5000.0,0.0,0.0
3.96,5000.0,0.0,0.0
3.97,5000.0,0.0,0.0
3.98,5000.0,0.0,0.0
3.99,5000.0,0.0,0.0
4.0,5000.0,0.0,0.0
4.01,5000.0,0.0,0.0
4.0200000000000005,5000.0,0.0,0.0
4.03,5000.0,0.0,0.0
4.04,5000.0,0.0,0.0
4.05,5000.0,0.0,0.0
4.0600000000000005,5000.0,0.0,0.0
4.07,5000.0,0.0,0.0
4.08,5000.0,0.0,0.0
4.09,5000.0,0.0,0.0
4.1,5000.0,0.0,0.0
4.11,5000.0,0.0,0.0
4.12,5000.0,0.0,0.0
4.13,5000.0,0.0,0.0
4.14,5000.0,0.0,0.0
4.15,5000.0,0.0,0.0
4.16,5000.0,0.0,0.0
4.17,5000.0,0.0,0.0
4.18,5000.0,0.0,0.0
4.19,5000.0,0.0,0.0
4.2,5000.0,0.0,0.0
4.21,5000.0,0.0,0.0
4.22,5000.0,0.0,0.0
4.23,5000.0,0.0,0.0
4.24,5000.0,0.0,0.0
4.25,5000.0,0.0,0.0
4.26,5000.0,0.0,0.0
4.2700000000000005,5000.0,0.0,0.0
4.28,5000.0,0.0,0.0
4.29,5000.0,0.0,0.0
4.3,5000.0,0.0,0.0
4.3100000000000005,5000.0,0.0,0.0
4.32,5000.0,0.0,0.0
4.33,5000.0,0.0,0.0
4.34,5000.0,0.0,0.0
4.3500000000000005,5000.0,0.0,0.0
4.36,5000.0,0.0,0.0
4.37,5000.0,0.0,0.0
4.38,5000.0,0.0,0.0
4.39,5000.0,0.0,0.0
4.4,5000.0,0.0,0.0
4.41,5000.0,0.0,0.0
4.42,5000.0,0.0,0.0
4.43,5000.0,0.0,0.0
4.44,5000.0,0.0,0.0
4.45,5000.0,0.0,0.0
4.46,5000.0,0.0,0.0
4.47,5000.0,0.0,0.0
4.48,5000.0,0.0,0.0
4.49,5000.0,0.0,0.0
4.5,5000.0,0.0,0.0
4.51,5000.0,0.0,0.0
4.5200000000000005,5000.0,0.0,0.0
4.53,5000.0,0.0,0.0
4.54,5000.0,0.0,0.0
4.55,5000.0,0.0,0.0
4.5600000000000005,5000.0,0.0,0.0
4.57,5000.0,0.0,0.0
4.58,5000.0,0.0,0.0
4.59,5000.0,0.0,0.0
4.6000000000000005,5000.0,0.0,0.0
4.61,5000.0,0.0,0.0
4.62,5000.0,0.0,0.0
4.63,5000.0,0.0,0.0
4.64,5000.0,0.0,0.0
4.65,5000.0,0.0,0.0
4.66,5000.0,0.0,0.0
4.67,5000.0,0.0,0.0
4.68,5000.0,0.0,0.0
4.69,5000.0,0.0,0.0
4.7,5000.0,0.0,0.0
4.71,5000.0,0.0,0.0
4.72,5000.0,0.0,0.0
4.73,5000.0,0.0,0.0
4.74,5000.0,0.0,0.0
4.75,5000.0,0.0,0.0
4.76,5000.0,0.0,0.0
4.7700000000000005,5000.0,0.0,0.0
4.78,5000.0,0.0,0.0
4.79,5000.0,0.0,0.0
4.8,5000.0,0.0,0.0
4.8100000000000005,5000.0,0.0,0.0
4.82,5000.0,0.0,0.0
4.83,5000.0,0.0,0.0
4.84,5000.0,0.0,0.0
4.8500000000000005,5000.0,0.0,0.0
4.86,5000.0,0.0,0.0
4.87,5000.0,0.0,0.0
4.88,5000.0,0.0,0.0
4.89,5000.0,0.0,0.0
4.9,5000.0,0.0,0.0
4.91,5000.0,0.0,0.0
4.92,5000.0,0.0,0.0
4.93,5000.0,0.0,0.0
4.94,5000.0,0.0,0.0
4.95,5000.0,0.0,0.0
4.96,5000.0,0.0,0.0
4.97,5000.0,0.0,0.0
4.98,5000.0,0.0,0.0
4.99,5000.0,0.0,0.0
5.0,5000.0,0.0,0.0
5.01,5000.0,0.0,0.0
5.0200000000000005,5000.0,0.0,0.0
5.03,5000.0,0.0,0.0
5.04,5000.0,0.0,0.0
5.05,5000.0,0.0,0.0
5.0600000000000005,5000.0,0.0,0.0
5.07,5000.0,0.0,0.0
5.08,5000.0,0.0,0.0
5.09,5000.0,0.0,0.0
5.1000000000000005,5000.0,0.0,0.0
5.11,5000.0,0.0,0.0
5.12,5000.0,0.0,0.0
5.13,5000.0,0.0,0.0
5.14,5000.0,0.0,0.0
5.15,5000.0,0.0,0.0
5.16,5000.0,0.0,0.0
5.17,5000.0,0.0,0.0
5.18,5000.0,0.0,0.0
5.19,5000.0,0.0,0.0
5.2,5000.0,0.0,0.0
5.21,5000.0,0.0,0.0
5.22,5000.0,0.0,0.0
5.23,5000.0,0.0,0.0
5.24,5000.0,0.0,0.0
5.25,5000.0,0.0,0.0
5.26,5000.0,0.0,0.0
5.2700000000000005,5000.0,0.0,0.0
5.28,5000.0,0.0,0.0
5.29,5000.0,0.0,0.0
5.3,5000.0,0.0,0.0
5.3100000000000005,5000.0,0.0,0.0
5.32,5000.0,0.0,0.0
5.33,5000.0,0.0,0.0
5.34,5000.0,0.0,0.0
5.3500000000000005,5000.0,0.0,0.0
5.36,5000.0,0.0,0.0
5.37,5000.0,0.0,0.0
5.38,5000.0,0.0,0.0
5.39,5000.0,0.0,0.0
5.4,5000.0,0.0,0.0
5.41,5000.0,0.0,0.0
5.42,5000.0,0.0,0.0
5.43,5000.0,0.0,0.0
5.44,5000.0,0.0,0.0
5.45,5000.0,0.0,0.0
5.46,5000.0,0.0,0.0
5.47,5000.0,0.0,0.0
5.48,5000.0,0.0,0.0
5.49,5000.0,0.0,0.0
5.5,5000.0,0.0,0.0
5.51,5000.0,0.0,0.0
5.5200000000000005,5000.0,0.0,0.0
5.53,5000.0,0.0,0.0
5.54,5000.0,0.0,0.0
5.55,5000.0,0.0,0.0
5.5600000000000005,5000.0,0.0,0.0
5.57,5000.0,0.0,0.0
5.58,5000.0,0.0,0.0
5.59,5000.0,0.0,0.0
5.6000000000000005,5000.0,0.0,0.0
5.61,5000.0,0.0,0.0
5.62,5000.0,0.0,0.0
5.63,5000.0,0.0,0.0
5.64,5000.0,0.0,0.0
5.65,5000.0,0.0,0.0
5.66,5000.0,0.0,0.0
5.67,5000.0,0.0,0.0
5.68,5000.0,0.0,0.0
5.69,5000.0,0.0,0.0
5.7,5000.0,0.0,0.0
5.71,5000.0,0.0,0.0
5.72,5000.0,0.0,0.0
5.73,5000.0,0.0,0.0
5.74,5000.0,0.0,0.0
5.75,5000.0,0.0,0.0
5.76,5000.0,0.0,0.0
5.7700000000000005,5000.0,0.0,0.0
5.78,5000.0,0.0,0.0
5.79,5000.0,0.0,0.0
5.8,5000.0,0.0,0.0
5.8100000000000005,5000.0,0.0,0.0
5.82,5000.0,0.0,0.0
5.83,5000.0,0.0,0.0
5.84,5000.0,0.0,0.0
5.8500000000000005,5000.0,0.0,0.0
5.86,5000.0,0.0,0.0
5.87,5000.0,0.0,0.0
5.88,5000.0,0.0,0.0
5.89,5000.0,0.0,0.0
5.9,5000.0,0.0,0.0
5.91,5000.0,0.0,0.0
5.92,5000.0,0.0,0.0
5.93,5000.0,0.0,0.0
5.94,5000.0,0.0,0.0
5.95,5000.0,0.0,0.0
5.96,5000.0,0.0,0.0
5.97,5000.0,0.0,0.0
5.98,5000.0,0.0,0.0
5.99,5000.0,0.0,0.0
6.0,5000.0,0.0,0.0
6.01,5000.0,0.0,0.0
6.0200000000000005,5000.0,0.0,0.0
6.03,5000.0,0.0,0.0
6.04,5000.0,0.0,0.0
6.05,5000.0,0.0,0.0
6.0600000000000005,5000.0,0.0,0.0
6.07,5000.0,0.0,0.0
6.08,5000.0,0.0,0.0
6.09,5000.0,0.0,0.0
6.1000000000000005,5000.0,0.0,0.0
6.11,5000.0,0.0,0.0
6.12,5000.0,0.0,0.0
6.13,5000.0,0.0,0.0
6.140000000000001,5000.0,0.0,0.0
6.15,5000.0,0.0,0.0
6.16,5000.0,0.0,0.0
6.17,5000.0,0.0,0.0
6.18,5000.0,0.0,0.0
6.19,5000.0,0.0,0.0
6.2,5000.0,0.0,0.0
6.21,5000.0,0.0,0.0
6.22,5000.0,0.0,0.0
6.23,5000.0,0.0,0.0
6.24,5000.0,0.0,0.0
6.25,5000.0,0.0,0.0
6.26,5000.0,0.0,0.0
6.2700000000000005,5000.0,0.0,0.0
6.28,5000.0,0.0,0.0
6.29,5000.0,0.0,0.0
6.3,5000.0,0.0,0.0
6.3100000000000005,5000.0,0.0,0.0
6.32,5000.0,0.0,0.0
6.33,5000.0,0.0,0.0
6.34,5000.0,0.0,0.0
6.3500000000000005,5000.0,0.0,0.0
6.36,5000.0,0.0,0.0
6.37,5000.0,0.0,0.0
6.38,5000.0,0.0,0.0
6.390000000000001,5000.0,0.0,0.0
6.4,5000.0,0.0,0.0
6.41,5000.0,0.0,0.0
6.42,5000.0,0.0,0.0
6.43,5000.0,0.0,0.0
6.44,5000.0,0.0,0.0
6.45,5000.0,0.0,0.0
6.46,5000.0,0.0,0.0
6.47,5000.0,0.0,0.0
6.48,5000.0,0.0,0.0
6.49,5000.0,0.0,0.0
6.5,5000.0,0.0,0.0
6.51,5000.0,0.0,0.0
6.5200000000000005,5000.0,0.0,0.0
6.53,5000.0,0.0,0.0
6.54,5000.0,0.0,0.0
6.55,5000.0,0.0,0.0
6.5600000000000005,5000.0,0.0,0.0
6.57,5000.0,0.0,0.0
6.58,5000.0,0.0,0.0
6.59,5000.0,0.0,0.0
6.6000000000000005,5000.0,0.0,0.0
6.61,5000.0,0.0,0.0
6.62,5000.0,0.0,0.0
6.63,5000.0,0.0,0.0
6.640000000000001,5000.0,0.0,0.0
6.65,5000.0,0.0,0.0
6.66,5000.0,0.0,0.0
6.67,5000.0,0.0,0.0
6.68,5000.0,0.0,0.0
6.69,5000.0,0.0,0.0
6.7,5000.0,0.0,0.0
6.71,5000.0,0.0,0.0
6.72,5000.0,0.0,0.0
6.73,5000.0,0.0,0.0
6.74,5000.0,0.0,0.0
6.75,5000.0,0.0,0.0
6.76,5000.0,0.0,0.0
6.7700000000000005,5000.0,0.0,0.0
6.78,5000.0,0.0,0.0
6.79,5000.0,0.0,0.0
6.8,5000.0,0.0,0.0
6.8100000000000005,5000.0,0.0,0.0
6.82,5000.0,0.0,0.0
6.83,5000.0,0.0,0.0
6.84,5000.0,0.0,0.0
6.8500000000000005,5000.0,0.0,0.0
6.86,5000.0,0.0,0.0
6.87,5000.0,0.0,0.0
6.88,5000.0,0.0,0.0
6.890000000000001,5000.0,0.0,0.0
6.9,5000.0,0.0,0.0
6.91,5000.0,0.0,0.0
6.92,5000.0,0.0,0.0
6.93,5000.0,0.0,0.0
6.94,5000.0,0.0,0.0
6.95,5000.0,0.0,0.0
6.96,5000.0,0.0,0.0
6.97,5000.0,0.0,0.0
6.98,5000.0,0.0,0.0
6.99,5000.0,0.0,0.0
7.0,5000.0,0.0,0.0
7.01,5000.0,0.0,0.0
7.0200000000000005,5000.0,0.0,0.0
7.03,5000.0,0.0,0.0
7.04,5000.0,0.0,0.0
7.05,5000.0,0.0,0.0
7.0600000000000005,5000.0,0.0,0.0
7.07,5000.0,0.0,0.0
7.08,5000.0,0.0,0.0
7.09,5000.0,0.0,0.0
7.1000000000000005,5000.0,0.0,0.0
7.11,5000.0,0.0,0.0
7.12,5000.0,0.0,0.0
7.13,5000.0,0.0,0.0
7.140000000000001,5000.0,0.0,0.0
7.15,5000.0,0.0,0.0
7.16,5000.0,0.0,0.0
7.17,5000.0,0.0,0.0
7.18,5000.0,0.0,0.0
7.19,5000.0,0.0,0.0
7.2,5000.0,0.0,0.0
7.21,5000.0,0.0,0.0
7.22,5000.0,0.0,0.0
7.23,5000.0,0.0,0.0
7.24,5000.0,0.0,0.0
7.25,5000.0,0.0,0.0
7.26,5000.0,0.0,0.0
7.2700000000000005,5000.0,0.0,0.0
7.28,5000.0,0.0,0.0
7.29,5000.0,0.0,0.0
7.3,5000.0,0.0,0.0
7.3100000000000005,5000.0,0.0,0.0
7.32,5000.0,0.0,0.0
7.33,5000.0,0.0,0.0
7.34,5000.0,0.0,0.0
7.3500000000000005,5000.0,0.0,0.0
7.36,5000.0,0.0,0.0
7.37,5000.0,0.0,0.0
7.38,5000.0,0.0,0.0
7.390000000000001,5000.0,0.0,0.0
7.4,5000.0,0.0,0.0
7.41,5000.0,0.0,0.0
7.42,5000.0,0.0,0.0
7.43,5000.0,0.0,0.0
7.44,5000.0,0.0,0.0
7.45,5000.0,0.0,0.0
7.46,5000.0,0.0,0.0
7.47,5000.0,0.0,0.0
7.48,5000.0,0.0,0.0
7.49,5000.0,0.0,0.0
7.5,5000.0,0.0,0.0
7.51,5000.0,0.0,0.0
7.5200000000000005,5000.0,0.0,0.0
7.53,5000.0,0.0,0.0
7.54,5000.0,0.0,0.0
7.55,5000.0,0.0,0.0
7.5600000000000005,5000.0,0.0,0.0
7.57,5000.0,0.0,0.0
7.58,5000.0,0.0,0.0
7.59,5000.0,0.0,0.0
7.6000000000000005,5000.0,0.0,0.0
7.61,5000.0,0.0,0.0
7.62,5000.0,0.0,0.0
7.63,5000.0,0.0,0.0
7.640000000000001,5000.0,0.0,0.0
7.65,5000.0,0.0,0.0
7.66,5000.0,0.0,0.0
7.67,5000.0,0.0,0.0
7.68,5000.0,0.0,0.0
7.69,5000.0,0.0,0.0
7.7,5000.0,0.0,0.0
7.71,5000.0,0.0,0.0
7.72,5000.0,0.0,0.0
7.73,5000.0,0.0,0.0
7.74,5000.0,0.0,0.0
7.75,5000.0,0.0,0.0
7.76,5000.0,0.0,0.0
7.7700000000000005,5000.0,0.0,0.0
7.78,5000.0,0.0,0.0
7.79,5000.0,0.0,0.0
7.8,5000.0,0.0,0.0
7.8100000000000005,5000.0,0.0,0.0
7.82,5000.0,0.0,0.0
7.83,5000.0,0.0,0.0
7.84,5000.0,0.0,0.0
7.8500000000000005,5000.0,0.0,0.0
7.86,5000.0,0.0,0.0
7.87,5000.0,0.0,0.0
7.88,5000.0,0.0,0.0
