t,x,y
2.0,0.9899895463686624,0.00013583555845558107
2.0100000000000002,0.9899399592849302,0.00013673373189762364
2.02,0.9898903788888573,0.00013763218753959602
2.0300000000000002,0.9898408051884239,0.00013853091707040244
2.04,0.9897912381913317,0.00013942991242354335
2.05,0.9897416779050046,0.00014032916577711598
2.06,0.9896921243365879,0.000141228669553814
2.07,0.9896425774929493,0.00014212841642092757
2.08,0.9895930373806776,0.00014302839929034348
2.09,0.9895435040060842,0.0001439286113185449
2.1,0.9894939773752017,0.00014482904590661176
2.11,0.9894444574937851,0.00014572969670022026
2.12,0.9893949443673108,0.00014663055758964335
2.13,0.9893454380009774,0.0001475316227097504
2.14,0.989295938399705,0.00014843288644000735
2.15,0.9892464455681357,0.00014933434340447667
2.16,0.989196959520671,0.000150235979659052
2.17,0.9891474802735152,0.00015113777967692459
2.18,0.9890980078329019,0.00015203973668603607
2.19,0.9890485422048731,0.00015294184408285182
2.2,0.9889990833952809,0.00015384409543089744
2.21,0.9889496314097876,0.00015474648446075828
2.22,0.9889001862538658,0.0001556490050700799
2.23,0.9888507479327979,0.00015655165132356778
2.24,0.9888013164516768,0.0001574544174529874
2.25,0.9887518918154053,0.00015835729785716417
2.2600000000000002,0.9887024740286966,0.0001592602871019837
2.27,0.9886530630960738,0.00016016337992039132
2.2800000000000002,0.9886036590218703,0.00016106657121239267
2.29,0.9885542618102297,0.00016196985604505307
2.3000000000000003,0.9885048714651055,0.00016287322965249815
2.31,0.9884554879902616,0.00016377668743591326
2.32,0.988406111389272,0.00016468022496354394
2.33,0.9883567416655209,0.00016558383797069573
2.34,0.9883073788222024,0.000166487522359734
2.35,0.9882580228623211,0.0001673912742000843
2.36,0.9882086737886915,0.00016829508972823203
2.37,0.9881593316039383,0.00016919896534772278
2.38,0.9881099963104965,0.00017010289762916196
2.39,0.988060667910611,0.00017100688331021506
2.4,0.988011346406337,0.00017191091929560755
2.41,0.9879620338957927,0.00017281315516957647
2.42,0.987912725892752,0.00017371754351868353
2.43,0.9878634248447481,0.00017462192601066473
2.44,0.9878141307525256,0.00017552630071120907
2.45,0.9877648436168294,0.0001764306656860056
2.46,0.9877155634384043,0.0001773350190007433
2.47,0.9876662902179951,0.00017823935872111118
2.48,0.9876170239563467,0.0001791436829127982
2.49,0.9875677646542036,0.00018004798964149353
2.5,0.9875185123123108,0.000180952276972886
2.5100000000000002,0.9874692669314131,0.00018185654297266476
2.52,0.9874200285122552,0.0001827607857065187
2.5300000000000002,0.987370797055582,0.00018366500324013693
2.54,0.9873215725621381,0.00018456919363920842
2.5500000000000003,0.9872723550326686,0.0001854733549694222
2.56,0.987223144467918,0.00018637748529646723
2.57,0.9871739408686313,0.00018728158268603256
2.58,0.9871247442355532,0.00018818564520380724
2.59,0.9870755545694284,0.00018908967091548021
2.6,0.9870263718710018,0.00018999365788674054
2.61,0.9869771961410182,0.00019089760418327718
2.62,0.9869280273802223,0.0001918015078707792
2.63,0.9868788655893591,0.00019270536701493558
2.64,0.9868297107691731,0.00019360917968143533
2.65,0.9867805629204094,0.00019451294393596746
2.66,0.9867314220438125,0.00019541665784422103
2.67,0.9866822881401411,0.00019632031945988182
2.68,0.9866331612145682,0.0001972239229773812
2.69,0.9865840412717094,0.00019812746307863336
2.7,0.9865349283128007,0.0001990309373998746
2.71,0.986485822339078,0.000199934343577341
2.72,0.9864367233517775,0.00020083767924726888
2.73,0.9863876313521351,0.00020174094204589437
2.74,0.9863385463413871,0.0002026441296094537
2.75,0.9862894683207692,0.00020354723957418305
2.7600000000000002,0.9862403972915177,0.0002044502695763187
2.77,0.9861913332548685,0.0002053532172520967
2.7800000000000002,0.9861422762120577,0.00020625608023775338
2.79,0.9860932261643214,0.0002071588561695249
2.8000000000000003,0.9860441831128954,0.00020806154268364748
2.81,0.985995147059016,0.00020896413741635728
2.82,0.9859461180039193,0.0002098666380038905
2.83,0.985897095948841,0.00021076904208248344
2.84,0.9858480808950174,0.0002116713472883722
2.85,0.9857990728436844,0.00021257355125779302
2.86,0.9857500717960782,0.00021347565162698208
2.87,0.9857010777534347,0.00021437764603217564
2.88,0.98565209071699,0.00021527953210960982
2.89,0.9856031106879801,0.0002161813074955209
2.9,0.9855541376676411,0.000217082969826145
2.91,0.9855051716572091,0.0002179845167377184
2.92,0.9854562126579199,0.00021888594586647725
2.93,0.9854072606710098,0.0002197872548486578
2.94,0.9853583156977147,0.00022068844132049618
2.95,0.9853093777392706,0.00022158950291822866
2.96,0.9852604467969137,0.0002224904372780914
2.97,0.98521152287188,0.00022339124203632065
2.98,0.9851626059654054,0.00022429191482915253
2.99,0.9851136960780382,0.00022519245390526297
3.0,0.9850647932019145,0.00022609286500375068
3.0100000000000002,0.9850158973348419,0.00022699314881346552
3.02,0.9849670084772879,0.00022789330365494264
3.0300000000000002,0.9849181266297201,0.0002287933278487173
3.04,0.9848692517926061,0.00022969321971532465
3.0500000000000003,0.9848203839664134,0.0002305929775753
3.06,0.9847715231516093,0.00023149259974917846
3.0700000000000003,0.9847226693486617,0.00023239208455749528
3.08,0.9846738225580378,0.00023329143032078565
3.09,0.9846249827802053,0.00023419063535958477
3.1,0.9845761500156317,0.00023508969799442795
3.11,0.9845273242647844,0.00023598861654585025
3.12,0.9844785055281312,0.000236887389334387
3.13,0.9844296938061393,0.0002377860146805733
3.14,0.9843808890992765,0.00023868449090494446
3.15,0.9843320914080101,0.00023958281632803562
3.16,0.9842833007328079,0.00024048098927038203
3.17,0.9842345170741371,0.00024137900805251884
3.18,0.9841857404324654,0.00024227687099498136
3.19,0.9841369708082605,0.00024317457641830466
3.2,0.9840882082019896,0.0002440721226430241
3.21,0.9840394526141204,0.0002449695079896748
3.22,0.9839907040451203,0.00024586673077879194
3.23,0.9839419624954571,0.0002467637893309108
3.24,0.983893227965598,0.0002476606819665666
3.25,0.9838445004560107,0.0002485574070062944
3.2600000000000002,0.9837957799671627,0.0002494539627706296
3.27,0.9837470664995215,0.0002503503475801073
3.2800000000000002,0.9836983600535547,0.00025124655975526276
3.29,0.9836496606297298,0.0002521425976166311
3.3000000000000003,0.9836009682285143,0.0002530384594847477
3.31,0.983552282847486,0.0002539341462513322
3.3200000000000003,0.9835036044752412,0.00025482966679989236
3.33,0.983454933110126,0.00025572502133841817
3.34,0.9834062687516419,0.00025662020904717583
3.35,0.9833576113992901,0.00025751522910643135
3.36,0.9833089610525719,0.0002584100806964507
3.37,0.9832603177109885,0.0002593047629975
3.38,0.9832116813740416,0.00026019927518984527
3.39,0.983163052041232,0.00026109361645375263
3.4,0.9831144297120613,0.00026198778596948794
3.41,0.9830658143860308,0.0002628817829173174
3.42,0.9830172060626416,0.00026377560647750705
3.43,0.9829686047413952,0.0002646692558303229
3.44,0.982920010421793,0.0002655627301560309
3.45,0.982871423103336,0.0002664560286348973
3.46,0.9828228427855257,0.00026734915044718797
3.47,0.9827742694678634,0.00026824209477316905
3.48,0.9827257031498503,0.0002691348607931065
3.49,0.9826771438309877,0.00027002744768726643
3.5,0.9826285915107771,0.0002709198546359149
3.5100000000000002,0.9825800461887196,0.0002718120808193179
3.52,0.9825315078643166,0.0002727041254177415
3.5300000000000002,0.9824829765370695,0.0002735959876114518
3.54,0.9824344522064794,0.0002744876665807147
3.5500000000000003,0.9823859348720476,0.0002753791615057964
3.56,0.9823374245332757,0.0002762704715669628
3.5700000000000003,0.9822889211896646,0.00027716159594448007
3.58,0.9822404248407159,0.0002780525338186142
3.59,0.9821919354859309,0.0002789432843696312
3.6,0.9821434531248107,0.00027983384677779724
3.61,0.9820949777568567,0.0002807242202233782
3.62,0.9820465093815702,0.0002816144038866403
3.63,0.9819980436712907,0.00028250210372851245
3.64,0.9819495896781837,0.0002833921295508073
3.65,0.9819011426429975,0.0002842819553339262
3.66,0.9818527025657323,0.0002851715810778692
3.67,0.981804269446388,0.0002860610067826363
3.68,0.9817558432849646,0.00028695023244822745
3.69,0.9817074240814622,0.0002878392580746426
3.7,0.9816590118358806,0.0002887280836618819
3.71,0.9816106065482199,0.00028961670920994525
3.72,0.9815622082184802,0.0002905051347188327
3.73,0.9815138168466614,0.00029139336018854417
3.74,0.9814654324327634,0.0002922813856190798
3.75,0.9814170549767864,0.0002931692110104394
3.7600000000000002,0.9813686844787304,0.00029405683636262315
3.77,0.9813203209385952,0.00029494426167563087
3.7800000000000002,0.981271964356381,0.0002958314869494628
3.79,0.9812236147320876,0.00029671851218411865
3.8000000000000003,0.9811752720657152,0.0002976053373795987
3.81,0.9811269363572638,0.0002984919625359027
3.8200000000000003,0.9810786076067332,0.00029937838765303087
3.83,0.9810302858141235,0.0003002646127309831
3.84,0.9809819709794348,0.00030115063776975934
3.85,0.9809336631026669,0.0003020364627693597
3.86,0.98088536218382,0.0003029220877297841
3.87,0.9808370682228941,0.00030380751265103264
3.88,0.980788781219889,0.0003046927375331052
3.89,0.9807405011748048,0.00030557776237600187
3.9,0.9806922280876416,0.00030646258717972256
3.91,0.9806439619583993,0.00030734721194426734
3.92,0.9805957027870779,0.0003082316366696362
3.93,0.9805474505736773,0.0003091158613558291
3.94,0.9804992053179186,0.0003099998859851801
3.95,0.9804509670061239,0.0003108837096921671
3.96,0.9804027356307135,0.0003117673319971393
3.97,0.9803545111916874,0.00031265075290009685
3.98,0.9803062936890454,0.0003135339724010397
3.99,0.9802580831227877,0.0003144169904999679
4.0,0.9802098794929144,0.00031529980719688134
4.01,0.9801616827994253,0.0003161824224917801
4.0200000000000005,0.9801134930423204,0.00031706483638466426
4.03,0.9800653102215997,0.0003179470488755336
4.04,0.9800171343372633,0.0003188290599643883
4.05,0.9799689653893113,0.00031971086965122827
4.0600000000000005,0.9799208033777435,0.00032059247793605366
4.07,0.9798726483025598,0.0003214738848188643
4.08,0.9798245001637605,0.0003223550902996602
4.09,0.9797763589613454,0.00032323609437844144
4.1,0.9797282246953146,0.00032411689705520795
4.11,0.9796800973656681,0.0003249974983299599
4.12,0.9796319769724058,0.00032587789820269703
4.13,0.9795838635155277,0.0003267580966734195
4.14,0.9795357569950339,0.0003276380937421273
4.15,0.9794876574109244,0.0003285178894088205
4.16,0.979439564763199,0.00032939748367349887
4.17,0.979391479051858,0.00033027687653616256
4.18,0.9793434002769013,0.00033115606799681156
4.19,0.9792953284383288,0.000332035058055446
4.2,0.9792472635361404,0.0003329138467120656
4.21,0.9791992055703365,0.0003337924339666705
4.22,0.9791511545409167,0.0003346708198192608
4.23,0.9791031104478812,0.0003355490042698364
4.24,0.97905507329123,0.00033642698731839725
4.25,0.9790070430709631,0.00033730476896494345
4.26,0.9789590197870803,0.00033818234920947494
4.2700000000000005,0.9789110034395733,0.00033905972805094365
4.28,0.9788629940073375,0.0003399369029206919
4.29,0.9788149914709146,0.00034081387145039815
4.3,0.9787669958303045,0.00034169063364006253
4.3100000000000005,0.9787190070855072,0.000342567189489685
4.32,0.9786710252365228,0.0003434435389992655
4.33,0.9786230502833513,0.0003443196821688041
4.34,0.9785750822259927,0.0003451956189983007
4.3500000000000005,0.9785271210644468,0.00034607134948775545
4.36,0.9784791667987138,0.00034694687363716825
4.37,0.9784312194287937,0.00034782219144653903
4.38,0.9783832789546865,0.0003486973029158679
4.39,0.9783353453763921,0.0003495722080451549
4.4,0.9782874186939106,0.00035044690683439997
4.41,0.9782394989072419,0.00035132139928360307
4.42,0.9781915860163861,0.00035219568539276427
4.43,0.9781436800213432,0.00035306976516188347
4.44,0.978095780922113,0.00035394363859096083
4.45,0.9780478887186959,0.0003548173056799962
4.46,0.9780000034110915,0.00035569076642898964
4.47,0.9779521249993,0.0003565640208379411
4.48,0.9779042534833212,0.00035743706890685077
4.49,0.9778563888631554,0.0003583099106357184
4.5,0.9778085311388025,0.00035918254602454404
4.51,0.9777606803102624,0.0003600549750733278
4.5200000000000005,0.9777128363775351,0.00036092719778206973
4.53,0.9776649993406208,0.0003617992141507696
4.54,0.9776171691995192,0.00036267102417942757
4.55,0.9775693459542306,0.0003635426278680436
4.5600000000000005,0.9775215296047548,0.00036441402521661777
4.57,0.9774737201510918,0.0003652852162251499
4.58,0.9774259175932417,0.0003661562008936401
4.59,0.9773781219312045,0.00036702697922208846
4.6000000000000005,0.9773303331649801,0.0003678975512104949
4.61,0.9772825586115904,0.0003687682621047293
4.62,0.977234782915963,0.00036963838739208075
4.63,0.9771870141136842,0.0003705083062231175
4.64,0.9771392522034434,0.0003713780185359987
4.65,0.9770914971839301,0.00037224752426888354
4.66,0.9770437490538333,0.000373116823359931
4.67,0.9769960078118426,0.00037398591574730044
4.68,0.9769482734566474,0.0003748548013691508
4.69,0.976900545986937,0.0003757234801636415
4.7,0.9768528254014007,0.0003765919520689314
4.71,0.9768051116987281,0.00037746021702317984
4.72,0.9767574048776083,0.0003783282749645459
4.73,0.9767097049367308,0.0003791961258311888
4.74,0.9766620118747849,0.00038006376956126756
4.75,0.97661432569046,0.0003809312060929414
4.76,0.9765666463824456,0.0003817984353643695
4.7700000000000005,0.9765189739494308,0.000382665457313711
4.78,0.9764713083901052,0.000383532271879125
4.79,0.976423649703158,0.00038439887899877073
4.8,0.9763759978872787,0.00038526527861080725
4.8100000000000005,0.9763283529411566,0.0003861314706533938
4.82,0.9762807148634811,0.0003869974550646894
4.83,0.9762330836529415,0.00038786323178285334
4.84,0.9761854593082272,0.00038872880074604474
4.8500000000000005,0.9761378418280275,0.00038959416189242275
4.86,0.976090231211032,0.0003904593151601464
4.87,0.9760426274559297,0.00039132426048737497
4.88,0.9759950305614103,0.00039218899781226756
4.89,0.9759474405261631,0.0003930535270729834
4.9,0.9758998573488773,0.00039391784820768153
4.91,0.9758522810282424,0.0003947819611545212
4.92,0.9758047115629478,0.0003956458658516614
4.93,0.9757571489516828,0.00039650956223726144
4.94,0.9757095931897279,0.00039737305058827377
4.95,0.9756620442669808,0.0003982363317167803
4.96,0.9756145021813826,0.00039909940563526684
4.97,0.9755669669312929,0.0003999622723146721
4.98,0.9755194385150713,0.00040082493172593456
4.99,0.9754719169310775,0.0004016873838399928
5.0,0.975424402177671,0.00040254962862778534
5.01,0.9753768942532114,0.0004034116660602509
5.0200000000000005,0.9753293931560583,0.00040427349610832795
5.03,0.9752818988845711,0.0004051351187429551
5.04,0.9752344114371096,0.00040599653393507085
5.05,0.9751869308120333,0.0004068577416556138
5.0600000000000005,0.9751394570077018,0.0004077187418755227
5.07,0.9750919900224745,0.0004085795345657359
5.08,0.9750445298547112,0.0004094401196971921
5.09,0.9749970765027715,0.0004103004972408298
5.1000000000000005,0.9749496299650148,0.0004111606671675877
5.11,0.9749021902398007,0.00041202062944840424
5.12,0.974854757325489,0.00041288038405421797
5.13,0.9748073312204389,0.0004137399309559676
5.14,0.9747599119230104,0.0004145992701245916
5.15,0.9747124994315628,0.0004154584015310287
5.16,0.9746650937444558,0.0004163173251462173
5.17,0.9746176948600489,0.00041717604094109595
5.18,0.9745703027767016,0.0004180345488866034
5.19,0.9745229174927738,0.0004188928489536782
5.2,0.9744755390066246,0.0004197509411132588
5.21,0.9744281673166141,0.0004206088253362838
5.22,0.9743808024211015,0.0004214665015936919
5.23,0.9743334443184465,0.0004223239698564216
5.24,0.9742860930070086,0.0004231812300954114
5.25,0.9742387484851477,0.00042403828228159996
5.26,0.974191410751223,0.0004248951263859258
5.2700000000000005,0.9741440798035941,0.0004257517623793276
5.28,0.9740967556406208,0.00042660819023274387
5.29,0.9740494382606626,0.0004274644099171131
5.3,0.9740021276620789,0.00042832042140337405
5.3100000000000005,0.9739548238432296,0.0004291762246624652
5.32,0.973907526802474,0.000430031819665325
5.33,0.9738602365381719,0.00043088720638289224
5.34,0.9738129530486827,0.00043174238478610536
5.3500000000000005,0.973765676332366,0.00043259735484590305
5.36,0.9737184063875814,0.00043345211653322374
5.37,0.9736711432126886,0.00043430666981900606
5.38,0.973623886806047,0.0004351610146741886
5.39,0.9735766371660162,0.00043601515106970996
5.4,0.9735293942909559,0.00043686907897650876
5.41,0.9734821581792256,0.00043772279836552347
5.42,0.9734349288291849,0.00043857630920769264
5.43,0.9733877062391934,0.00043942961147395494
5.44,0.9733404904076106,0.000440282705135249
5.45,0.9732932813327961,0.0004411355901625132
5.46,0.9732460790131096,0.00044198826652668623
5.47,0.9731988834469104,0.00044284073419870667
5.48,0.9731516946325584,0.0004436929931495132
5.49,0.9731045125684129,0.0004445450433500441
5.5,0.9730573372528337,0.0004453968847712382
5.51,0.9730101686841803,0.000446248517384034
5.5200000000000005,0.9729630068608124,0.0004470999411593701
5.53,0.9729158517810892,0.00044795115606818505
5.54,0.9728687034433707,0.0004488021620814174
5.55,0.9728215618460162,0.0004496529591700057
5.5600000000000005,0.9727744269873855,0.00045050354730488874
5.57,0.972727298865838,0.0004513539264570048
5.58,0.9726801774797333,0.0004522040965972926
5.59,0.972633062827431,0.00045305405769669073
5.6000000000000005,0.9725859549072908,0.0004539038097261378
5.61,0.9725388537176721,0.0004547533526565722
5.62,0.9724917592569345,0.00045560268645893266
5.63,0.9724446715234377,0.0004564518111041577
5.64,0.9723975905155413,0.000457300726563186
5.65,0.9723505162316047,0.00045814943280695605
5.66,0.9723034486699875,0.0004589979298064064
5.67,0.9722563878290494,0.0004598462175324756
5.68,0.97220933370715,0.00046069429595610234
5.69,0.9721622863042633,0.0004615421662779632
5.7,0.9721152456236454,0.0004623898321982273
5.71,0.9720682116641519,0.0004632372940656721
5.72,0.9720211844243211,0.0004640845519873244
5.73,0.9719741639026912,0.0004649316060702108
5.74,0.9719271500978005,0.00046577845642135793
5.75,0.9718801430081873,0.00046662510314779247
5.76,0.9718331426323896,0.00046747154635654113
5.7700000000000005,0.9717861489689461,0.00046831778615463065
5.78,0.9717391620163948,0.00046916382264908756
5.79,0.9716921817732739,0.00047000965594693855
5.8,0.9716452082381217,0.00047085528615521037
5.8100000000000005,0.9715982414094765,0.00047170071338092977
5.82,0.9715512812858766,0.0004725459377311232
5.83,0.9715043278658602,0.00047339095931281746
5.84,0.9714573811479655,0.0004742357782330392
5.8500000000000005,0.9714104411307309,0.00047508039459881517
