t,Vm,CS1,NS1,CER,CS2,CMT,phi3,H
0.89,-69.92783941205418,0.11969696110669031,10167.817660624307,198.98261753255449,0.016118789398787966,2.161146027911516,0.01042420747465767,0.2631705883002751
0.9,-69.94151301165364,0.1198078879163237,10160.640927735312,199.1919085020551,0.01612752676673071,2.1575424343536835,0.010622155919504774,0.2631014518990916
0.91,-69.95451220654509,0.11991348503571266,10153.81890467734,199.39116851548417,0.0161358339357952,2.1539416978886003,0.010820063567823055,0.2630337422736242
0.92,-69.96687101011088,0.12001400710113018,10147.333713176666,199.58087457743525,0.0161437319863205,2.150343824693302,0.011017930455760229,0.2629674622778398
0.93,-69.97862171955728,0.12010969694034845,10141.168376175425,199.76148174027475,0.01615124094005558,2.1467488209985777,0.011215756619970376,0.262902614569944
0.9400000000000001,-69.98979487702523,0.12020078562279694,10135.306837990924,199.93342326171478,0.016158379845456556,2.143156693088457,0.011413542097692405,0.26283920161314067
0.9500000000000001,-70.00041949628618,0.12028749348506959,10129.733845708368,200.09711241323376,0.01616516684210124,2.1395674472962964,0.011611286926426233,0.2627772256940448
0.96,-70.01052302323586,0.120370030174452,10124.434969670847,200.25294261304023,0.01617161912897761,2.135981090004766,0.011808991144068135,0.2627166889212729
0.97,-70.02013153925095,0.12044859558415852,10119.3964970671,200.40128908835126,0.016177753109566338,2.1323976276419256,0.012006654788579563,0.2626575932436586
0.98,-70.02926972670285,0.12052337989602649,10114.605449815568,200.54250899720972,0.01618358432498669,2.1288170666813446,0.012204277898130932,0.26259994044838353
0.99,-70.0379610441886,0.12059456442731423,10110.04949283659,200.67694294338943,0.016189127579545468,2.125239413638584,0.012401860510824356,0.2625437321770729
1.0,-70.04622770495487,0.12066232167884505,10105.716945222879,200.80491509907253,0.01619439693312029,2.1216646750710253,0.012599402664768907,0.2624889699254551
1.01,-70.05409081970461,0.1207268160814419,10101.59670544029,200.92673455034054,0.01619940575981311,2.118092857574998,0.012796904397902379,0.26243565505625516
1.02,-70.06157038441802,0.12078820404538328,10097.678257613048,201.04269541669254,0.016204166780201437,2.114523967785413,0.012994365748020549,0.26238378879989593
1.03,-70.068685428234,0.1208466347588669,10093.951594048249,201.15307828995446,0.01620869210334796,2.1109580123728016,0.013191786752606979,0.2623333722677194
1.04,-70.07545395740732,0.12090225000759205,10090.40724450257,201.25814992406399,0.016212993219492298,2.107394998043923,0.01338916744896309,0.26228440644813905
1.05,-70.08189313155177,0.120955185121045,10087.036183842432,201.3581649638758,0.01621708109501972,2.103834931538038,0.013586507873941358,0.26223689222343516
1.06,-70.08801918312199,0.12100556865414994,10083.829874120362,201.45336542944216,0.016220966126665064,2.100277819628053,0.013783808064157693,0.2621908303634159
1.07,-70.09384756790593,0.12105352322201889,10080.78018572741,201.54398219065052,0.016224658227909347,2.096723669117329,0.013981068055758264,0.2621462215396429
1.08,-70.09939294494175,0.12109916550205066,10077.879407846056,201.63023494296985,0.0162281668148749,2.093172486839732,0.014178287884499978,0.26210306632433844
1.09,-70.10466923280589,0.12114260659183987,10075.120218909231,201.71233288363024,0.016231500839017646,2.089624279658184,0.014375467585703624,0.26206136519634415
1.1,-70.10968966777143,0.1211839523071111,10072.495656088864,201.7904753829326,0.01623466882474897,2.0860790544631924,0.014572607194196596,0.26202111854720483
1.11,-70.1144667995468,0.12122330318382547,10069.999117482172,201.86485205809578,0.016237678868611584,2.0825368181726467,0.014769706744349485,0.26198232668134164
1.12,-70.11901257917572,0.12126075516852554,10067.624316004414,201.93564376817653,0.01624053868414504,2.078997577729735,0.014966766269990857,0.26194498982493186
1.1300000000000001,-70.12333833369699,0.12129639962637735,10065.36529264925,202.00302240523519,0.016243255596392798,2.075461340103257,0.015163785804473173,0.2619091081237403
1.1400000000000001,-70.1274548582558,0.12133032364622615,10063.216368146726,202.0671520033554,0.01624583658926646,2.071928112285339,0.01536076538056981,0.26187468165291194
1.1500000000000001,-70.13137236527547,0.12136260957227556,10061.172169578802,202.12818827867636,0.016248288285335383,2.0683979012922467,0.015557705030582857,0.26184171041251275
1.16,-70.13510061065455,0.12139333633845738,10059.227564197901,202.18628002032438,0.016250617011480922,2.0648707141615263,0.01575460478619462,0.26181019433995595
1.17,-70.1386488447939,0.12142257893402589,10057.377685062267,202.24156866938034,0.016252828774721933,2.0613465579527546,0.01595146467857296,0.26178013330583527
1.18,-70.14202584236115,0.12145040873425762,10055.617915401745,202.29418870905485,0.01625492927867085,2.0578254397466775,0.016148284738362675,0.2617515271171911
1.19,-70.14523999132105,0.1214768938928853,10053.943841902345,202.34426871179855,0.01625692397875259,2.0543073666430143,0.01634506499558474,0.2617243755268464
1.2,-70.14829920781885,0.12150209878371511,10052.351299345846,202.39193039476007,0.0162588180300413,2.0507923457622383,0.016541805479804442,0.26169867822458015
1.21,-70.151211066579,0.12152608509494527,10050.836302153704,202.43729023618243,0.016260616365943722,2.0472803842422933,0.016738506219964838,0.2616744348514339
1.22,-70.15398275430864,0.12154891153677339,10049.395068824982,202.48045895755004,0.01626232367137717,2.0437714892394974,0.01693516724448221,0.2616516449949014
1.23,-70.15662107793861,0.12157063415431638,10048.024017586276,202.52154168392752,0.016263944389232118,2.0402656679281113,0.017131788581250057,0.2616303081902263
1.24,-70.15913254912242,0.12159130641483737,10046.719722044923,202.56063896174786,0.0162654827682351,2.0367629274982715,0.017328370257587378,0.26161042392912365
1.25,-70.16152332563529,0.1216109780701013,10045.478941932002,202.59784608834235,0.01626694283313036,2.0332632751571342,0.0175249123003066,0.26159199165390384
1.26,-70.16379928192627,0.12162969682754596,10044.298586040915,202.63325403936295,0.016268328423867818,2.0297667181270023,0.01772141473567173,0.2615750107653167
1.27,-70.16596600578234,0.12164750853793196,10043.175713972025,202.66694944291262,0.01626964319495225,2.0262732636452365,0.01791787758942126,0.26155948062227874
1.28,-70.16802879016342,0.12166445904376616,10042.107540412037,202.6990144862962,0.016270890610561698,2.0227829189642814,0.018114300886796827,0.2615454005410721
1.29,-70.16999269683674,0.1216805909349967,10041.091401704105,202.72952778241535,0.016272073984518666,2.019295691349942,0.018310684652502487,0.2615327698025229
1.3,-70.17186251970871,0.12169594122084551,10040.124775106642,202.75856390282678,0.016273196458240442,2.015811588082136,0.018507028910767453,0.26152158764787686
1.31,-70.17364282641459,0.12171054485882779,10039.205256933594,202.7861939429265,0.016274261026019792,2.0123306164536836,0.018703333685322118,0.2615118532836499
1.32,-70.17533796993078,0.12172443637582092,10038.330556443947,202.81248569408964,0.016275270542121682,2.0088527837698367,0.01889959899940463,0.2615035658830776
1.33,-70.17695206495105,0.1217376553126727,10037.498508230397,202.83750335566066,0.016276227705413513,2.0053780973486313,0.019095824875790004,0.2614967245838136
1.34,-70.17848905203233,0.12175023457523253,10036.707038543136,202.86130839419567,0.01627713510133099,2.0019065645192584,0.019292011336776965,0.26149132849470524
1.35,-70.17995266605693,0.12176220457345349,10035.954181845242,202.88395913348253,0.0162779951811573,1.9984381926226378,0.0194881584042159,0.26148737669244504
1.36,-70.18134646042344,0.1217735933712341,10035.238068095783,202.90551109774603,0.01627881027740948,1.994972989010652,0.019684266099511235,0.26148486822440214
1.37,-70.18267382554765,0.12178442967584445,10034.556913014028,202.92601728508717,0.016279582615603583,1.9915109610454813,0.019880334443624893,0.26148380211096955
1.3800000000000001,-70.18393796752599,0.12179473870247332,10033.909029290457,202.94552789812334,0.016280314304497653,1.9880521160999518,0.0200763634571001,0.26148417734322676
1.3900000000000001,-70.18514195520387,0.12180454409949604,10033.292801855112,202.96409097461043,0.016281007360570608,1.9845964615562746,0.020272353160056544,0.2614859928880849
1.4000000000000001,-70.1862886997416,0.1218138705617345,10032.706698604885,202.98175212057998,0.016281663697451224,1.981144004806328,0.020468303572212587,0.2614892476862228
1.41,-70.18738096741316,0.12182274451141815,10032.149263674357,202.99855469125217,0.016282285133257225,1.9776947532511844,0.020664214712893977,0.2614939406535669
1.42,-70.18842140117529,0.12183118924774666,10031.619106096477,203.01454012396493,0.0162828734061504,1.9742487143004088,0.0208600866010362,0.26150007068383724
1.43,-70.18941250076351,0.12183922171292794,10031.114910272512,203.02974765452643,0.01628343016055309,1.970805895372416,0.021055919255189216,0.26150763664608945
1.44,-70.19035665817604,0.12184686270743243,10030.635417299607,203.04421481816985,0.01628395696962626,1.9673663038933744,0.02125171269354245,0.2615166373891653
1.45,-70.19125614395918,0.12185413065758796,10030.179432184746,203.0579772748635,0.016284455327378173,1.9639299472973875,0.021447466933923378,0.2615270717400417
1.46,-70.19211311213654,0.12186104368205929,10029.745821245591,203.0710688888496,0.016284926652225022,1.9604968330261767,0.021643181993808686,0.261538938504554
1.47,-70.19292962301898,0.12186761772465289,10029.333500125478,203.0835220474976,0.01628537230038369,1.9570669685284043,0.021838857890335184,0.26155223646988907
1.48,-70.19370762712951,0.12187387031593402,10028.94144224309,203.0953674161239,0.016285793555388166,1.9536403612598772,0.022034494640315587,0.2615669644027551
1.49,-70.19444898720727,0.1218798174111517,10028.568667213156,203.10663429672562,0.016286191643562657,1.950217018682817,0.022230092260239042,0.2615831210521546
1.5,-70.19515547476915,0.12188547387008118,10028.214242657457,203.11735056796704,0.016286567731434113,1.9467969482657834,0.022425650766283334,0.2616007051489261
1.51,-70.19582876962585,0.121890851295726,10027.877284458318,203.12754269156355,0.016286922926183188,1.9433801574835021,0.02262117017432016,0.26161971540573253
1.52,-70.19647047868868,0.1218959625512262,10027.556946865921,203.1372359722869,0.016287258286360327,1.939966653816254,0.022816650499933304,0.2616401505192928
1.53,-70.19708212461148,0.12190082328023949,10027.252428473035,203.14645437928908,0.01628757481346308,1.9365564447499697,0.023012091758414257,0.2616620091689973
1.54,-70.19766515971871,0.12190544814461216,10026.962964886832,203.15522077871765,0.01628787346279248,1.9331495377757155,0.023207493964779988,0.2616852900186636
1.55,-70.19822096775982,0.12190984994263507,10026.68782780636,203.16355696385847,0.016288155144764442,1.9297459403894754,0.02340285713377856,0.26170999171675585
1.56,-70.19875085979979,0.12191403326142305,10026.42632718634,203.1714836195966,0.01628842072414013,1.9263456600920612,0.023598181279887838,0.26173611289590876
1.57,-70.19925609085342,0.1219180074636626,10026.177802482629,203.17902051924395,0.016288671026618906,1.922948704388565,0.023793466417338812,0.2617636521749103
1.58,-70.19973784821359,0.12192178379600589,10025.9416287759,203.18618640320022,0.01628890683495206,1.9195550807883606,0.02398871256011415,0.26179260815770083
1.59,-70.20019726156585,0.12192537346131191,10025.717211460464,203.192999117404,0.0162891288945626,1.9161647968047382,0.024183919721958526,0.26182297943439686
1.6,-70.20063540920381,0.1219287851509472,10025.503982983659,203.19947569725076,0.016289337916961612,1.9127778599546164,0.02437908791638592,0.2618547645818715
1.61,-70.20105331596119,0.12193202775955254,10025.301403950802,203.2056322800351,0.01628953457461427,1.909394277758462,0.024574217156680643,0.2618879621631399
1.62,-70.20145195881722,0.12193511154059317,10025.10896013194,203.21148429519417,0.016289719511255716,1.9060140577398297,0.02476930745591615,0.26192257072898006
1.6300000000000001,-70.20183226621062,0.12193804358234947,10024.92616285305,203.2170464007775,0.016289893338352974,1.9026372074252855,0.02496435882695456,0.2619585888172512
1.6400000000000001,-70.20219512163034,0.12194082856292739,10024.752547100532,203.2223325505134,0.016290056638143396,1.8992637343441237,0.02515937128245595,0.26199601495347147
1.6500000000000001,-70.20254136951704,0.12194347247626236,10024.587668415808,203.22735606671947,0.016290209965972267,1.8958936460280624,0.02535434483488627,0.2620348476515278
1.6600000000000001,-70.20287180602176,0.12194598501684899,10024.43110773762,203.2321295363522,0.016290353846268767,1.892526950011159,0.025549279496506396,0.26207508541298175
1.67,-70.20318719524694,0.121948371593695,10024.282462886458,203.23666502660163,0.016290488781968482,1.889163653829402,0.025744175279404726,0.2621167267284744
1.68,-70.20348826193663,0.121950638393254,10024.141352393262,203.2409739904972,0.016290615250231406,1.8858037650205965,0.025939032195485122,0.2621597700771947
1.69,-70.20377569459993,0.12195279100009501,10024.007413860381,203.2450673109752,0.01629073370437392,1.882447291124121,0.02613385025647525,0.26220421392719157
1.7,-70.20405015077914,0.12195483557661244,10023.880301185176,203.2489553873141,0.016290844577488486,1.8790942396806296,0.02632862947393829,0.26225005673610585
1.71,-70.2043122539425,0.12195677664798907,10023.759686206173,203.252648070339,0.016290948279676656,1.8757446182319246,0.026523369859271763,0.26229729695060267
1.72,-70.20456259953015,0.12195861920252066,10023.645255509282,203.25615477659963,0.016291045202930367,1.8723984343206328,0.026718071423718265,0.26234593300735937
1.73,-70.20480175369589,0.12196036788764157,10023.536711095927,203.2594844577194,0.0162911357197673,1.8690556954900335,0.026912734178367415,0.26239596333281245
1.74,-70.2050302537882,0.12196202759752742,10023.433770128155,203.26264560947234,0.01629122018357604,1.8657164092838385,0.02710735813415942,0.26244738634326725
1.75,-70.2052486139426,0.12196360250942635,10023.3361619876,203.2656463590051,0.016291298932381328,1.8623805832459182,0.02730194330189669,0.26250020044556355
1.76,-70.20545731912213,0.12196509656882425,10023.243631406627,203.26849438207282,0.016291372285393645,1.8590482249201483,0.027496489692234408,0.26255440403647295
1.77,-70.20565683463745,0.12196651372438612,10023.155933464348,203.2711970355279,0.01629144054842935,1.855719341850109,0.027690997315703,0.26260999550374564
1.78,-70.20584760421671,0.1219678577674415,10023.072834599692,203.27376133472555,0.016291504013034815,1.8523939415788875,0.02788546618270576,0.26266697322595256
1.79,-70.20603004755297,0.1219691321818502,10022.994113900459,203.27619391999374,0.01629156295511908,1.8490720316488862,0.0280798963035142,0.26272533557224453
1.8,-70.20620456209174,0.12197034017928107,10022.919562162822,203.27850108381574,0.016291617636086376,1.845753619601591,0.02827428768827386,0.26278508090258285
1.81,-70.20637153203496,0.12197148503527058,10022.848977155805,203.28068890287557,0.016291668308304603,1.8424387129772817,0.02846864034702838,0.2628462075687856
1.82,-70.20653132160808,0.12197256979063802,10022.782167161717,203.2827631412113,0.016291715211107467,1.8391273193148732,0.028662954289703984,0.2629087139137948
1.83,-70.20668427020674,0.12197359730901734,10022.718953531741,203.28472917029868,0.016291758567380916,1.8358194461517259,0.028857229526098416,0.26297259827108344
1.84,-70.20683070965516,0.12197457035857018,10022.659161601836,203.28659224296217,0.016291798595141613,1.832515101023316,0.029051466065926335,0.2630378589667872
1.85,-70.2069709539498,0.12197549157033526,10022.602626091275,203.2883573304641,0.01629183550064184,1.8292142914630853,0.029245663918794566,0.2631044943184698
1.86,-70.20710529794741,0.12197636340833397,10022.549191794478,203.2900290986934,0.016291869477344827,1.8259170250022092,0.029439823094200627,0.26317250263495995
1.87,-70.20723402445368,0.1219771882390254,10022.498709848369,203.2916120240345,0.016291900710833866,1.822623309169362,0.029633943601551617,0.26324188221726563
