t,V,Nai,m,h,j,Ki,d,f,b,g,xr,xs1,xs2,zdv,ydv,i_rel,CaT,JSR,NSR
0.1,-85.11131372401829,10.000006438035102,0.0015168527945354528,0.9853180797299101,0.9907316639970599,144.4732294498024,5.9082552696290745e-06,0.9993908830762053,0.0013782819805582874,0.9885977990795377,0.00020706706755540006,0.00713493751827889,0.03951272398921527,0.0145403800656424,0.9999394355487571,2.48872403902059e-05,0.01544428371826946,8.29038907856086,1.5167711173317142
0.11,-85.10985690868698,10.000007081291084,0.0015172208141556074,0.9853179408405831,0.9907316488981492,144.47322932777953,5.908593120455008e-06,0.9993908830966692,0.0013782837009510788,0.988597826878501,0.00020706711722476772,0.007134821293531105,0.0395120969045306,0.014540879630540253,0.9999394385643069,2.7347402967763986e-05,0.01544400228083748,8.290381052332545,1.516772623660422
0.12,-85.10840571891102,10.000007724448816,0.0015175884223287432,0.9853177885585095,0.9907316319582069,144.47322920545832,5.908957885315577e-06,0.9993908830797813,0.0013782856086934077,0.9885978543433966,0.00020706717821470294,0.007134705115718351,0.0395114698553793,0.014541414139644505,0.9999394415776435,2.980247050506227e-05,0.015443721058064788,8.290373001942685,1.5167741297573676
0.13,-85.106960134639,10.00000836750857,0.001517954852143257,0.9853176229677814,0.9907316131845835,144.47322908283985,5.909348819278189e-06,0.999390883025671,0.0013782877029773245,0.9885978814753276,0.00020706725048419623,0.007134588984704805,0.03951084284167714,0.014541981995580405,0.9999394445887727,3.225246298481181e-05,0.01544344004955715,8.290364927437835,1.5167756356226167
0.14,-85.10552011570279,10.00000901047091,0.0015183199077260174,0.9853174442364746,0.9907315925920113,144.47322895992627,5.909764488108354e-06,0.9993908829345989,0.0013782899821835456,0.9885979082765055,0.0002070673339510284,0.007134472900218218,0.03951021586325525,0.014542580222639618,0.9999394475977068,3.469741949308393e-05,0.015443159254524427,8.290356828911271,1.5167771412563018
0.15,-85.10408564462834,10.000009653336074,0.0015186836058656906,0.9853172524376296,0.9907315701869004,144.4732288367185,5.910204279382597e-06,0.9993908828066776,0.0013782924456075373,0.988597934747893,0.00020706742857942132,0.0071343568621401255,0.039509588920040146,0.014543207570214543,0.9999394506044507,3.71373568461856e-05,0.015442878672622822,8.290348706403565,1.5167786466584803
0.16,-85.1026567342363,10.000010296103884,0.0015190459600100605,0.985317047517627,0.9907315459645486,144.4732287132159,5.910668646718037e-06,0.9993908826418244,0.0013782950937661377,0.988597960888784,0.00020706753439561916,0.007134240870557429,0.03950896201208574,0.014543864972004166,0.9999394536090008,3.957226263661236e-05,0.015442598304104539,8.29034055988495,1.5167801518291104
0.17,-85.10123330360959,10.000010938775468,0.0015194070095657158,0.9853168298141113,0.9907315199546596,144.47322858942275,5.911154834982267e-06,0.9993908824405643,0.00137829792339456,0.9885979867036434,0.0002070676512337802,0.00713412492492118,0.03950833513905157,0.014544546935040988,0.9999394566113812,4.200221343155742e-05,0.015442318147376436,8.290332389543387,1.516781656768459
0.18,-85.09981538827863,10.00001158135033,0.0015197667372293586,0.9853165991788237,0.9907314921441907,144.47322846533717,5.9116640539444735e-06,0.9993908822026666,0.0013783009359263608,0.9885980121905107,0.00020706777916672492,0.0071340090254724195,0.03950770830108713,0.014545255871268188,0.9999394596115814,4.442717561062899e-05,0.015442038203138057,8.290324195296346,1.5167831614764091
0.19,-85.09840297627466,10.000012223828639,0.0015201251470996788,0.9853163556615774,0.990731462537539,144.47322834095982,5.9121959136484476e-06,0.9993908819282091,0.001378304130878247,0.9885980373500474,0.00020706791816989346,0.00713389317212988,0.03950708149814203,0.01454599103135866,0.9999394626096048,4.684716021608712e-05,0.01544175847115352,8.290315977171643,1.5167846659530004
0.2,-85.09699594890144,10.00001286621204,0.0015204822798241789,0.9853160997563767,0.9907314311783125,144.47322821629703,5.912746546822664e-06,0.9993908816179631,0.0013783075034573032,0.9885980621888157,0.00020706806799971998,0.007133777364087618,0.03950645472971649,0.014546744984089855,0.9999394656054871,4.926227675617105e-05,0.015441478949083518,8.290307735445158,1.5167861701986276
0.21,-85.09559440569781,10.000013508499157,0.0015208381013158139,0.9853158310489489,0.9907313980299415,144.47322809134351,5.913319196565714e-06,0.9993908812712817,0.001378311057682874,0.9885980867013128,0.0002070682288604591,0.007133661602021497,0.039505827996229634,0.014547523961294018,0.9999394685991985,5.167243339713852e-05,0.015441199638889794,8.290299469885536,1.5167876742129596
0.22,-85.09419824701831,10.000014150691372,0.0015211926284023026,0.9853155499507352,0.9907313631291238,144.47322796610456,5.913911026084496e-06,0.9993908808888156,0.0013783147895218206,0.9885981108930796,0.00020706840054689757,0.007133545885253184,0.039505201297260976,0.014548323103550378,0.9999394715907688,5.4077715519695574e-05,0.01544092053860101,8.29029118072502,1.5167891779963325
0.23,-85.09280749579972,10.000014792788368,0.0015215458627686447,0.9853152563680811,0.9907313264673836,144.47322784057897,5.914522556670322e-06,0.9993908804704138,0.0013783186999055568,0.9885981347628303,0.00020706858310651,0.007133430213939381,0.039504574632907595,0.014549143086214546,0.9999394745801914,5.647810557602664e-05,0.01544064164867334,8.290282867909946,1.5167906815486678
0.24,-85.09142212767287,10.000015434790482,0.0015218978119436008,0.9853149504022546,0.9907312880536779,144.47322771476806,5.915153013688659e-06,0.999390880016235,0.0013783227878496152,0.9885981583119138,0.00020706877648925568,0.007133314587914539,0.03950394800306684,0.014549982448704228,0.9999394775674735,5.8873625739691464e-05,0.015440362968626161,8.290274531496983,1.5167921848700463
0.25,-85.09004211736672,10.000016076698067,0.0015222484835673389,0.9853146321582396,0.9907312478972966,144.47322758867318,5.915801597798902e-06,0.9993908795264435,0.001378327052333003,0.9885981815417288,0.00020706898064323483,0.007133199007006966,0.03950332140763227,0.014550839689716728,0.9999394805526225,6.126429894151466e-05,0.01544008449796098,8.290266171544907,1.5167936879605524
0.26,-85.0886674396102,10.000016718511475,0.0015225978852800271,0.9853143017410203,0.9907312060075291,144.47322746229565,5.916467509660448e-06,0.9993908790012036,0.0013783314923347277,0.9885982044536746,0.00020706919551654763,0.0071330834710449705,0.039502694846497405,0.01455171330794935,0.9999394835356462,6.365014811232082e-05,0.015439806236179307,8.290257788112491,1.5167951908202706
0.27,-85.08729806913229,10.000017360231057,0.0015229460247218336,0.9853139592555809,0.990731162393665,144.4732273356369,5.9171499499326945e-06,0.9993908784406798,0.0013783361068337961,0.98859822704915,0.00020706942105729433,0.007132967979856859,0.03950206831955581,0.014552601802099394,0.9999394865165522,6.603119618293449e-05,0.015439528182782655,8.290249381258507,1.516796693449285
0.28,-85.08593398901151,10.00001800185705,0.0015232928967593643,0.9853136047692992,0.9907311170619971,144.47322720869778,5.917848739548686e-06,0.9993908778449846,0.0013783408951390007,0.9885982493291186,0.00020706965723011025,0.007132852533326211,0.03950144182673541,0.014553505336680452,0.9999394894953455,6.840745282804172e-05,0.015439250337430276,8.290240951022929,1.5167981958476564
0.29,-85.08457518062518,10.00001864338972,0.001523638498861904,0.9853132383572154,0.9907310700194288,144.4732270814793,5.918563573057551e-06,0.9993908772142411,0.001378345856491938,0.9885982712946324,0.0002070699039962616,0.00713273713132534,0.03950081536795715,0.014554423736787558,0.9999394924720321,7.077893042333422e-05,0.015438972699749285,8.290232497449562,1.5167996980154506
0.3,-85.0832216145909,10.00001928482947,0.0015239828449593298,0.9853128601428311,0.9907310212767253,144.47322695398304,5.919293345695583e-06,0.9993908765486395,0.001378350989709229,0.9885982929473051,0.00020707016129570667,0.007132621773655338,0.03950018894309764,0.014555354680869112,0.9999394954466205,7.314565842696695e-05,0.01543869526916352,8.290224020606436,1.5168011999527633
0.31,-85.08187326730814,10.00001992617663,0.0015243259401361388,0.9853124702236064,0.9907309708425767,144.4732268262103,5.92003738222347e-06,0.9993908758483334,0.0013783562938358626,0.9885983142884484,0.00020707042907985396,0.007132506460155574,0.0394995625520573,0.014556297000910722,0.999939498419118,7.550765711754164e-05,0.01543841804520605,8.290215520548564,1.5168027016596741
0.32,-85.08053011517643,10.00002056743153,0.0015246677894768278,0.985312068697001,0.9907309187256729,144.47322669816228,5.920795007401901e-06,0.999390875113477,0.001378361767916828,0.988598335319374,0.00020707070730011193,0.0071323911906654115,0.039498936194736545,0.014557249528897994,0.9999395013895317,7.786494677366007e-05,0.015438141027409945,8.290206997330957,1.5168042031362627
0.33,-85.07919214492485,10.000021208594358,0.0015250083942211392,0.9853116556145732,0.9907308649309737,144.47322656983974,5.921566202668258e-06,0.9993908743441596,0.0013783674114076837,0.9885983560408476,0.00020707099592852344,0.007132275965093012,0.03949830987107861,0.014558212709934501,0.9999395043578657,8.021753309567212e-05,0.015437864215503569,8.290198450985452,1.516805704382579
0.34,-85.07785934117206,10.000021849665332,0.001525347756394319,0.9853112310372586,0.9907308094642013,144.4732264412435,5.922350815297495e-06,0.9993908735404836,0.001378373223680106,0.9885983764537462,0.00020707129493291554,0.007132160783332478,0.03949768358101794,0.014559186659555499,0.9999395073241248,8.256542476233957e-05,0.015437587609175383,8.290189881548622,1.516807205398678
0.35000000000000003,-85.07653167523391,10.000022490644847,0.0015256858829730477,0.9853107950851079,0.9907307523358815,144.4732263123751,5.923147846868889e-06,0.9993908727026349,0.0013783792035770238,0.9885983965596505,0.00020707160425454164,0.00713204564518932,0.03949705732443392,0.014560169415855572,0.9999395102883175,8.49086492269059e-05,0.015437311207862346,8.290181289086883,1.5168087061846547
0.36,-85.07520912557608,10.000023131533208,0.0015260227782727708,0.9853103478463995,0.9907306935539579,144.47322618323568,5.92395675349567e-06,0.9993908718307547,0.0013783853502255508,0.9885984163597632,0.00020707192384893761,0.007131930550516664,0.039496431101235525,0.014561160133486172,0.9999395132504505,8.724722385194062e-05,0.015437035011136593,8.290172673650614,1.5168102067405826
0.37,-85.07389167066427,10.000023772330712,0.0015263584466089337,0.9853098894094119,0.9907306331263747,144.4732260538264,5.924776991291065e-06,0.9993908709249838,0.0013783916627528002,0.9885984358552867,0.00020707225367163932,0.007131815499167637,0.03949580491133175,0.014562157967098754,0.9999395162105301,8.958116600001329e-05,0.015436759018570258,8.29016403529019,1.516811707066535
0.38,-85.07257929526443,10.000024413037579,0.0015266928922860528,0.9853094198333333,0.9907305710588175,144.47322592414812,5.925608517412604e-06,0.9993908699854247,0.0013783981405348518,0.9885984550470975,0.00020707259369060735,0.007131700491036927,0.039495178754657446,0.014563163307098292,0.9999395191685612,9.191048259339532e-05,0.015436483229850726,8.290155374042287,1.516813207162569
0.39,-85.07127198285194,10.000025053654037,0.0015270261196108832,0.9853089391833116,0.9907305073574347,144.47322579420168,5.9264511863764025e-06,0.9993908690121875,0.0013784047828967827,0.9885984739361388,0.00020707294387125704,0.00713158552601071,0.0394945526311422,0.014564176290739505,0.9999395221245488,9.423518269310506e-05,0.01543620764464178,8.290146689946386,1.5168147070287454
0.4,-85.0699697087934,10.000025694180433,0.0015273581329042463,0.9853084475619344,0.9907304420312812,144.47322566398842,5.927304207835324e-06,0.9993908680054324,0.0013784115888432421,0.9885984925237734,0.00020707330416301262,0.007131470603921668,0.03949392654068226,0.014565195464814901,0.9999395250785006,9.655528879722538e-05,0.015435932262458854,8.290137983059603,1.5168162066651454
0.41000000000000003,-85.0686724528144,10.000026334617049,0.0015276889364794018,0.9853079450516625,0.990730375087849,144.4732255335094,5.928167138100104e-06,0.9993908669652926,0.0013784185575511309,0.9885985108111388,0.00020707367452389467,0.0071313557246312385,0.03949330048319179,0.014566220231098638,0.9999395280304224,9.88708161805027e-05,0.015435657082897139,8.290129253429576,1.5168177060718397
0.42,-85.06738019464055,10.000026974964168,0.0015280185346496092,0.9853074317349572,0.9907303065346307,144.47322540276576,5.92903953348148e-06,0.9993908658919014,0.0013784256881973504,0.9885985287993724,0.00020707405491192368,0.007131240888000859,0.03949267445858493,0.014567249991364873,0.9999395309803206,0.0001011817801176835,0.01543538210555181,8.290120501103942,1.5168192052488982
0.43,-85.06609291720395,10.000027615222033,0.0015283469325854443,0.9853069076783473,0.9907302363779913,144.4732252717584,5.929921274758011e-06,0.9993908647853734,0.0013784329800834185,0.9885985464894544,0.00020707444529124207,0.0071311260939126535,0.0394920484667888,0.014568284868029548,0.9999395339282006,0.00010348818957428502,0.015435107330071187,8.290111726124048,1.516820704196385
0.44,-85.06481060277807,10.000028255390893,0.0015286741352813862,0.9853063729516344,0.9907301646245276,144.47322514048824,5.930812176061089e-06,0.9993908636458267,0.0013784404324852554,0.9885985638823979,0.00020707484562473483,0.007131011342244494,0.039491422507727816,0.014569324835485497,0.9999395368740677,0.00010579005481176894,0.015434832756092672,8.29010292853253,1.5168222029143643
0.45,-85.06353322951206,10.000028895471052,0.0015290001466292038,0.9853058276451122,0.990730091282286,144.47322500895652,5.931711634180119e-06,0.999390862473404,0.001378448044518496,0.9885985809794171,0.00020707525586741268,0.007130896632847648,0.0394907965813098,0.014570368941210618,0.9999395398179285,0.00010808739420675059,0.015434558383185323,8.29009410838012,1.5168237014029102
0.46,-85.06226077777261,10.000029535462788,0.0015293249711135588,0.9853052718380568,0.9907300163585335,144.47322487716423,5.932619270296205e-06,0.9993908612682348,0.001378455815384956,0.988598597781618,0.00020707567597852015,0.0071307819655876915,0.03949017068745149,0.014571416731055909,0.9999395427597891,0.00011038022177258162,0.015434284210954946,8.290085265713197,1.5168251996620916
0.47000000000000003,-85.06099322792639,10.000030175366376,0.0015296486132191128,0.9853047056097437,0.9907299398605371,144.47322474511245,5.933534705590453e-06,0.9993908600304486,0.0013784637442864507,0.9885986142901065,0.0002070761059173017,0.007130667340330197,0.039489544826069624,0.014572467750872365,0.9999395456996556,0.0001126685515226137,0.015434010239007347,8.290076400578139,1.516826697691977
0.48,-85.05973056270271,10.00003081518206,0.0015299710756581629,0.985304129026719,0.9907298617947505,144.4732246128021,5.934457843566811e-06,0.9993908587601618,0.0013784718305151133,0.9885986305058807,0.00020707654564735,0.007130552756955601,0.039488918997090304,0.014573522086990977,0.9999395486375332,0.00011495239226055076,0.01543373646698186,8.290067513017412,1.5168281954926324
0.49,-85.05847276411808,10.000031454910092,0.0015302923616777092,0.985303542159369,0.9907297821678723,144.47322448023417,5.9353885025553774e-06,0.9993908574574946,0.0013784800733358286,0.9885986464299711,0.00020707699513094596,0.007130438215339856,0.03948829320043678,0.01457457966268558,0.9999395515734276,0.00011723175436179307,0.015433462894507708,8.290058603074664,1.5168296930641243
0.5,-85.05721981122652,10.000032094550766,0.0015306124767471357,0.985302945094042,0.9907297009876217,144.47322434740977,5.9363261468793566e-06,0.9993908561225838,0.0013784884719002322,0.9885986620635435,0.00020707745432491816,0.007130323715340278,0.039487667436020626,0.014575639723517766,0.9999395545073452,0.00011950665473416016,0.015433189521172066,8.290049670798446,1.516831190406523
0.51,-85.05597168477189,10.000032734104353,0.001530931425068145,0.9853023379079817,0.9907296182611357,144.47322421432992,5.937270442792752e-06,0.9993908547555571,0.0013784970254245585,0.9885986774076869,0.0002070779231892053,0.007130209256824814,0.03948704170376007,0.01457670190162627,0.9999395574392917,0.00012177710655928235,0.015432916346586091,8.290040716234515,1.5168326875198976
0.52,-85.05472836549805,10.000033373571124,0.001531249210842441,0.9853017206784315,0.9907295339955514,144.47322408099566,5.938221056549567e-06,0.9993908533565417,0.0013785057331250426,0.98859869246349,0.00020707840168374602,0.007130094839661409,0.03948641600357335,0.014577765829149832,0.9999395603692733,0.00012404312301879,0.015432643370360943,8.290031739428622,1.516834184404316
0.53,-85.05348983414888,10.00003401295135,0.0015315658382717265,0.9853010934826347,0.990729448198006,144.47322394740806,5.939177654403808e-06,0.999390851925665,0.0013785145942179187,0.9885987072320412,0.000207078889768479,0.0071299804637180095,0.03948579033537871,0.014578831138227185,0.9999395632972958,0.0001263047172943135,0.01543237059210778,8.290022740426524,1.516835681059847
0.54,-85.0522560759357,10.00003465224524,0.001531881307881271,0.9853004563733874,0.9907293608740987,144.4732238135679,5.940140408311629e-06,0.9993908504630297,0.0013785236080905276,0.9885987217142267,0.00020707938741154099,0.007129866128890615,0.039485164699112014,0.014579898340769388,0.9999395662233639,0.00012856189329151947,0.015432098011497072,8.290013719267154,1.5168371774865526
0.55,-85.05102707013535,10.000035291453088,0.0015321956250800729,0.9852998094359613,0.9907292720314717,144.47322367947623,5.9411088184607116e-06,0.9993908489687712,0.0013785327739029144,0.9885987359112018,0.0002070798945701785,0.007129751835037959,0.03948453909468572,0.014580966780008841,0.999939569147484,0.0001308146672381498,0.015431825628120503,8.290004675998508,1.5168386736845034
0.56,-85.04980279739083,10.000035930575162,0.0015325087941528218,0.9852991527481515,0.9907291816772966,144.47322354513418,5.942082539690094e-06,0.9993908474430176,0.0013785420908674518,0.9885987498240598,0.00020708041120414515,0.007129637582027355,0.039483913522017654,0.014582036068225617,0.9999395720696621,0.00013306305252521668,0.015431553441587888,8.289995610666493,1.516840169653768
0.5700000000000001,-85.04858323883172,10.000036569611732,0.0015328208189838008,0.9852984863850909,0.990729089818578,144.47322341054272,5.943061281915686e-06,0.9993908458858943,0.0013785515582151477,0.9885987634538718,0.00020708093727408742,0.007129523369729172,0.039483287981027584,0.014583105913517266,0.9999395749899038,0.00013530706153347142,0.01543128145151551,8.289986523316273,1.516841665394414
0.58,-85.04736837558764,10.000037208563059,0.001533131703457293,0.9852978104219121,0.9907289964623202,144.47322327570285,5.9440447550533936e-06,0.9993908442975264,0.0013785611751770096,0.9885987768017092,0.0002070814727406518,0.007129409198013779,0.039482662471635274,0.014584176023981333,0.9999395779082152,0.00013754670664366532,0.015431009657519647,8.289977413993014,1.5168431609065094
0.59,-85.04615818989275,10.000037847429397,0.0015334414517137681,0.9852971249277885,0.9907289016151439,144.47322314061557,5.945032779804993e-06,0.999390842678033,0.001378570941026731,0.9885987898685918,0.00020708201756653645,0.007129295066758535,0.03948203699376487,0.014585246290464404,0.9999395808246015,0.00013978199817771752,0.01543073805923126,8.28996828274021,1.5168446561901205
0.6,-85.0449526669005,10.00003848621096,0.0015337500685707562,0.9852964299561454,0.9907288052826569,144.47322300528162,5.946025469661026e-06,0.9993908410275165,0.001378580855150814,0.9885988026554045,0.0002070825717198618,0.007129180975859286,0.03948141154735212,0.014586317086788592,0.9999395837390679,0.000142012941016393,0.01543046665632011,8.289959129596918,1.5168461512453097
0.61,-85.04375178545585,10.00003912490804,0.0015340575573826727,0.9852957255944401,0.9907287074726567,144.4732228697022,5.947022305400712e-06,0.9993908393461153,0.0013785909166919817,0.9885988151633243,0.00020708313515703085,0.007129066925171937,0.03948078613230772,0.014587387743074463,0.9999395866516205,0.00014423955179869395,0.015430195448372108,8.289949954611773,1.5168476460721478
0.62,-85.04255552710192,10.0000397635209,0.0015343639221297087,0.9852950119155746,0.9907286081920038,144.47322273387826,5.9480230384146755e-06,0.9993908376339521,0.001378601124897222,0.9885988273934031,0.0002070837078394582,0.007128952914569472,0.03948016074855306,0.014588458035835009,0.9999395895622651,0.00014646184213461022,0.015429924435009033,8.289940757829312,1.5168491406707023
0.63,-85.04136387338184,10.0000404020498,0.0015346691667920557,0.9852942889924505,0.9907285074475592,144.47322259781077,5.94902742009354e-06,0.99939083589115,0.0013786114790135225,0.9885988393466932,0.0002070842897285584,0.00712883894392488,0.03947953539600955,0.01458952774158322,0.9999395924710076,0.0001486798236341316,0.01542965361585266,8.289931539294072,1.5168506350410405
0.64,-85.0401768058387,10.000041040494999,0.0015349732953499047,0.9852935568979698,0.9907284052461837,144.4732224615008,5.950035201827928e-06,0.9993908341178319,0.001378621978287871,0.9885988510242466,0.00020708488078574603,0.0071287250131111465,0.03947891007459859,0.014590596636832088,0.9999395953778534,0.00015089350790724798,0.015429382990524767,8.289922299050593,1.5168521291832295
0.65,-85.03899431114804,10.000041678856691,0.001535276312829981,0.9852928156777088,0.9907283015929434,144.47322232494898,5.9510465821628235e-06,0.9993908323140912,0.0013786326221671304,0.9885988624268731,0.00020708548098206808,0.007128611122033987,0.039478284784262116,0.014591665174091616,0.9999395982828071,0.0001531028981197939,0.015429112558715062,8.289913037135726,1.516853623097329
0.66,-85.03781636676894,10.00004231713519,0.001535578222379714,0.9852920654263129,0.9907281964961274,144.47322218815657,5.952060956673134e-06,0.9993908304800745,0.0013786434097392412,0.9885988735558175,0.00020708609027127428,0.007128497270540344,0.039477659524905194,0.014592732591961307,0.9999396011858753,0.00015530801260105664,0.015428842319991266,8.289903753600127,1.5168551167834126
0.67,-85.03664295687312,10.00004295533072,0.0015358790285152875,0.9852913062026889,0.9907280899616773,144.47322205112442,5.9530783057642255e-06,0.9993908286158893,0.0013786543403535593,0.9885988844120079,0.00020708670861971254,0.007128383458519967,0.039477034296459754,0.014593799013173031,0.9999396040870634,0.00015750885863626438,0.015428572274009948,8.289894448484398,1.5168566102415433
0.68,-85.03547406316079,10.000043593443541,0.0015361787352489223,0.9852905380789024,0.9907279819963988,144.4732219138535,5.954098394511835e-06,0.999390826721658,0.0013786654132631896,0.9885988949964889,0.00020708733598909224,0.007128269685846843,0.03947640909884781,0.014594864234928603,0.9999396069863767,0.0001597054475769744,0.015428302420394962,8.289885121832842,1.516858103471788
0.6900000000000001,-85.03430966740704,10.000044231473911,0.001536477346608116,0.98528976112662,0.9907278726070718,144.47322177634481,5.955120994519296e-06,0.9993908247975021,0.0013786766277241545,0.9885989053103016,0.00020708797234126336,0.00712815595239544,0.039475783931991706,0.014595928064298089,0.999939609883821,0.00016189779065147556,0.015428032758771155,8.289875773689651,1.5168595964742144
0.7000000000000001,-85.03314975146193,10.000044869422084,0.0015367748666356438,0.9852889754171095,0.9907277618004497,144.4732216385993,5.956145883917533e-06,0.9993908228435425,0.0013786879829953951,0.9885989153544834,0.00020708861763821647,0.007128042258040701,0.03947515879581407,0.014596990318219814,0.999939612779402,0.00016408589896478834,0.015427763288764365,8.2898664040989,1.5168610892488885
0.71,-85.03199430260712,10.000045507288245,0.0015370712962390171,0.985288180993011,0.990727649581373,144.47322150061768,5.957173241781088e-06,0.9993908208598693,0.0013786994785491668,0.9885989251298116,0.00020708927185223892,0.007127928602692444,0.03947453369025939,0.014598051340043994,0.9999396156731238,0.00016626977590722248,0.015427494010071248,8.289857013096752,1.5168625817958694
0.72,-85.0308433001577,10.000046145072686,0.0015373666410706131,0.9852873779389423,0.9907275359574886,144.47322136240103,5.958202661615263e-06,0.9993908188466181,0.0013787111135447948,0.9885989346374455,0.00020708993494051228,0.00712781498620933,0.03947390861524009,0.014599110707554448,0.9999396185649929,0.00016844943614208288,0.015427224922284629,8.289847600730972,1.516864074115227
0.73,-85.02969672645641,10.000046782775653,0.0015376609050614743,0.9852865663235629,0.9907274209353769,144.4732212239503,5.959233960859308e-06,0.9993908168039072,0.0013787228872604953,0.9885989438783991,0.00020709060686595695,0.0071277014084694555,0.039473283570680785,0.014600168293127663,0.9999396214550147,0.00017062489002492127,0.015426956025036815,8.289838167044913,1.5168655662070283
0.74,-85.02855456415234,10.000047420397397,0.001537954092021769,0.9852857462139133,0.9907273045215107,144.47322108526646,5.960266980524787e-06,0.9993908147318532,0.001378734798986495,0.9885989528536719,0.00020709128759207278,0.0071275878693528825,0.039472658556507306,0.014601224001330857,0.9999396243431945,0.00017279614745995624,0.01542668731796412,8.289828712081476,1.5168670580713381
0.75,-85.02741679600372,10.000048057938157,0.0015382462057568526,0.9852849176764549,0.9907271867223246,144.4732209463504,5.961301570666069e-06,0.9993908126305722,0.0013787468480172796,0.9885989615642583,0.00020709197708256507,0.00712747436874037,0.03947203357264594,0.014602277749893524,0.9999396272295379,0.0001749632181797269,0.015426418800704295,8.289819235883405,1.5168685497082224
0.76,-85.02628340487782,10.00004869539818,0.001538537250067266,0.9852840807770702,0.990727067544215,144.47322080720306,5.96233759038033e-06,0.9993908105001792,0.0013787590336515945,0.9885989700111473,0.00020709267530134444,0.007127360906513373,0.039471408619023395,0.014603329469707452,0.9999396301140503,0.00017712611174509286,0.015426150472896532,8.289809738493272,1.516870041117746
0.77,-85.02515437375101,10.000049332777705,0.001538827228748737,0.985283235581063,0.99072694699354,144.47322066782536,5.963374907807553e-06,0.9993908083407892,0.001378771355192445,0.9885989781953229,0.00020709338221252692,0.007127247482554046,0.03947078369556682,0.014604379104826704,0.9999396329967368,0.00017928483754523427,0.015425882334181455,8.289800219953499,1.5168715322999744
