t,NAn,GLCn,G6Pn,F6Pn,GAPn,PEPn,PYRn,LACn,NADHn,ATPn,PCrn,O2n,GLUn,NAg,GLCg,G6Pg,F6Pg,GAPg,PEPg,PYRg,LACg,NADHg,ATPg,PCrg,O2g,GLYg,GLUg,GLCe,LACe,GLUe,O2c,GLCc,LACc,CO2c,Vv,dHb
0.1,15.533000404299473,0.26329977357317635,0.7274998268966363,0.1091004370861016,0.041799330285762895,0.003698384568657087,0.038805422816015955,0.3855991671675207,0.031903807384673036,2.259177290402699,4.252896675284811,0.09750714474366928,3.0,13.360001951355132,0.1656002584610879,0.7325981933768927,0.11160121075121034,0.0697968029015596,0.025398227086787576,0.17110128040439224,0.4651043825780975,0.04449950749117978,2.2400187201951103,4.681691134178484,0.1589042727837356,2.500005565999928,0.0,0.3338989629428875,0.3985995658789586,0.0,7.419890685600293,4.640108653740806,0.32512003350175195,2.1195918579380373,0.023699458218524143,0.021799729226924643
0.11,15.533000446014311,0.26329975057792154,0.7274998119314022,0.10910047803034008,0.04179926766750601,0.0036982431401461945,0.03880576854336686,0.385599091635615,0.03190401168351305,2.2591772542577044,4.252896334832913,0.09750732521859337,3.0,13.360002144922122,0.16560028320678163,0.7325980213481809,0.11160132469235039,0.06979649011746403,0.02539805172304169,0.17110140272461202,0.4651048156912614,0.044499454447653665,2.240020564120566,4.681690260977464,0.1589046217248075,2.500006122599307,0.0,0.3338988602841543,0.39859952554478517,0.0,7.419880338064309,4.640109323910859,0.32512152669561245,2.11959433340933,0.023699404202740443,0.02179971231025767
0.12,15.533000487722507,0.263299727502197,0.7274997973894712,0.10910051854950932,0.04179920612483092,0.0036981051819868684,0.03880610692825927,0.38559901722417034,0.03190421211024613,2.2591772366385463,4.252895994461115,0.09750749654398856,3.0,13.360002338206877,0.16560030775770934,0.7325978508263269,0.11160143739358148,0.06979617856670409,0.02539787671794539,0.1711015240661493,0.46510524782805157,0.04449940078409468,2.240022402997748,4.681689390182757,0.15890496108212282,2.5000066791985773,0.0,0.33389875781032646,0.3985994856993815,0.0,7.4198711725811535,4.640109964583983,0.3251229449613208,2.1195971211782574,0.023699350216412556,0.021799696421899318
0.13,15.53300052941927,0.26329970434631716,0.7274997832660691,0.10910055864956675,0.04179914565015,0.0036979706016879157,0.03880643866499054,0.38559894391190197,0.031904409266678445,2.2591772297631607,4.2528956541999205,0.09750766084133279,3.0,13.360002531210126,0.16560033211517447,0.7325976817961583,0.11160154886868497,0.0697958682430224,0.025397702073352776,0.17110164444340678,0.46510567897912847,0.04449934651675951,2.2400242368416743,4.681688521787771,0.15890529165751177,2.5000072357977405,0.0,0.33389865552015074,0.39859944632776556,0.0,7.419863071561589,4.640110577050382,0.32512429204884713,2.119600069677031,0.023699296259524293,0.021799681422472354
0.14,15.533000571101761,0.26329968111074564,0.7274997695563313,0.10910059833594754,0.04179908623328429,0.003697839307634,0.03880676421871801,0.38559887167960716,0.03190460352635199,2.259177228996057,4.252895314067396,0.09750781950017619,3.0,13.3600027239326,0.16560035628047298,0.7325975142426635,0.11160165913129166,0.06979555914022399,0.025397527791063253,0.17110176387052017,0.4651061091354117,0.04449929166158341,2.2400260656673683,4.681687655785933,0.15890561417586332,2.5000077923967963,0.0,0.33389855341240726,0.39859940741570377,0.0,7.419855929204287,4.640111162544749,0.3251255715235743,2.1196030887185553,0.023699242332059466,0.021799667186423424
0.15,15.53300061276841,0.263299657796073,0.7274997562551185,0.10910063761395057,0.041799027861786416,0.003697711205511411,0.03880708391081178,0.3855988005087829,0.031904795116323166,2.2591772317417123,4.252894974073521,0.09750797343957585,3.0,13.360002916375059,0.16560038025495427,0.7325973481502912,0.11160176819551783,0.06979525125188628,0.025397353872902182,0.17110188236200866,0.46510653828767123,0.044499236234910824,2.2400278894905656,4.681686792170377,0.15890592931903982,2.500008348995746,0.0,0.33389845148585384,0.3985993689490802,0.0,7.4198496463987995,4.6401117223012704,0.3251267869246312,2.1196061279361267,0.02369918843400113,0.021799653596149528
0.16,15.533000654418492,0.26329963440283666,0.727499743358116,0.10910067648784172,0.04179897052452317,0.003697586217789844,0.03880739794008307,0.38559873038467823,0.031904984157872886,2.2591772367720244,4.252894634222916,0.09750812319514275,3.0,13.36000310853814,0.16560040403974563,0.7325971835061073,0.11160187607310032,0.06979494457266354,0.025397180320357975,0.17110199992985273,0.465106966428366,0.04449918025021068,2.2400297083244842,4.681685930935348,0.15890623760575529,2.5000089055945893,0.0,0.33389834973947335,0.3985993309166208,0.0,7.419844147964177,4.640112257313003,0.32512794108132964,2.1196091636160586,0.023699134565335046,0.021799640562571287
0.17,15.533000696051351,0.26329961093178056,0.7274997308595379,0.10910071496324103,0.041798914206225904,0.003697464242485385,0.038807706533206164,0.38559866128802234,0.031905170775691515,2.259177242957832,4.252894294519731,0.09750826934164987,3.0,13.360003300422703,0.16560042763636001,0.7325970202928302,0.11160198277971613,0.06979463909540763,0.025397007135380376,0.17110211658993627,0.4651073935475981,0.04449912372531665,2.2400315221869525,4.6816850720730985,0.15890653967122448,2.5000094621933284,0.0,0.33389824817192737,0.39859929330385097,0.0,7.41983934201709,4.640112768864295,0.32512903762972284,2.1196121740948137,0.023699080726042005,0.021799627977107175
0.18,15.533000737666741,0.26329958738346876,0.7274997187551324,0.10910075304420619,0.041798858895432375,0.0036973452065050174,0.03880800982696163,0.3855985932050554,0.031905355033466615,2.2591772498497456,4.25289395496551,0.0975084121918541,3.0,13.360003492029382,0.16560045104591228,0.7325968584977992,0.11160208832684605,0.0697943348148755,0.02539683431935944,0.1711022323537761,0.4651078196382907,0.044499066673135516,2.2400333310911917,4.681684215577892,0.15890683592922075,2.5000100187919636,0.0,0.33389814678225455,0.3985992561007217,0.0,7.419835168871834,4.640113257855664,0.32513007909743846,2.1196151509091643,0.023699026916107733,0.021799615769521663
0.19,15.533000779264464,0.2632995637585431,0.7274997070401054,0.10910079073528851,0.04179880457915615,0.0036972290285611745,0.038808307965308875,0.3855985261204334,0.03190553699387002,2.2591772570641737,4.252893615561509,0.09750855205744402,3.0,13.360003683358897,0.16560047426966243,0.7325966981067487,0.11160219272742272,0.06979403172515551,0.025396661873837083,0.17110234723427314,0.46510824469258066,0.04449900910811019,2.2400351350522003,4.6816833614432305,0.15890712681784822,2.5000105753904953,0.0,0.3338980455693833,0.39859921929624026,0.0,7.419831565422414,4.640113725277411,0.3251310682513171,2.119618086940623,0.023698973135516038,0.02179960386575379
0.2,15.533000820844455,0.26329954005781203,0.7274996957085232,0.10910082804206508,0.041798751241172806,0.0036971156106617984,0.038808601102111734,0.3855984600155654,0.0319057167127735,2.2591772644188257,4.252893276308128,0.09750868922772872,3.0,13.360003874412152,0.16560049730917725,0.7325965391020454,0.11160229599742462,0.06979372981893041,0.0253964898006624,0.17110246124719838,0.465108668701007,0.04449895104786076,2.2400369340887485,4.681682509660993,0.15890741281351053,2.5000111319889244,0.0,0.3338979445320155,0.3985991828775848,0.0,7.419828463267925,4.640114172297021,0.3251320083229423,2.1196209791362417,0.023698919384246613,0.021799592186019914
0.21,15.533000862406704,0.26329951628167053,0.7274996847575013,0.10910086496723959,0.0417986988735745,0.003697004905617949,0.03880888930862009,0.38559839488147557,0.031905894214238006,2.2591772718667267,4.252892937205395,0.09750882382884438,3.0,13.360004065189582,0.16560052016521987,0.7325963814751183,0.11160239814461713,0.06979342909264168,0.02539631810072409,0.1711025744001867,0.46510909165901687,0.04449889250091075,2.24003872821,4.681681660227217,0.15890769413684194,2.500011688587252,0.0,0.3338978436695248,0.39859914683865555,0.0,7.419825830771549,4.6401145994721285,0.32513290085044577,2.119623826833336,0.02369886566228954,0.02179958069351409
0.22,15.5330009039512,0.2632994924309176,0.7274996741812164,0.10910090151626974,0.04179864746046359,0.0036968968205277983,0.03880917272583092,0.38559833070022387,0.03190606954635869,2.259177279313911,4.252892598253367,0.09750895609291851,3.0,13.360004255692084,0.1656005428393408,0.7325962252086486,0.11160249918468382,0.0697931295390873,0.025396146775762567,0.1711026867084988,0.4651095135576616,0.04449883348426131,2.2400405174346893,4.681680813133805,0.15890797118741448,2.5000122451854776,0.0,0.33389774298066854,0.39859911116778013,0.0,7.419823610797416,4.640115007879826,0.32513374878014256,2.119626628757194,0.02369881196962448,0.02179956932222662
0.23,15.533000945477927,0.2632994685055099,0.7274996639799677,0.10910093768888011,0.041798597002627835,0.0036967913583521904,0.038809451350633926,0.385598267472576,0.031906242708986086,2.259177286737593,4.252892259452149,0.09750908603153427,3.0,13.360004445919607,0.16560056533145295,0.7325960703035365,0.11160259911681532,0.06979283115865069,0.025395975825730173,0.17110279817146992,0.4651099343972122,0.04449877399720008,2.240042301761675,4.681679968381247,0.15890824398046327,2.5000128017836025,0.0,0.33389764246549386,0.3985990758650643,0.0,7.41982180102452,4.640115397502279,0.3251345520829946,2.119629384399761,0.023698758306252718,0.0217995580690789
0.24,15.533000986986936,0.26329944450770093,0.7274996541374146,0.10910097350036158,0.04179854745560021,0.003696688267569453,0.03880972555774569,0.3855982051489781,0.031906413825315116,2.2591772940141452,4.252891920801345,0.09750921417686499,3.0,13.360004635874708,0.16560058764594568,0.7325959167111276,0.11160269798504355,0.06979253393105272,0.025395805255299227,0.1711029088313217,0.46511035415351276,0.044498714086620914,2.2400440812444393,4.681679125946449,0.15890851345590312,2.5000133583816284,0.0,0.3338975421205977,0.39859904090025744,0.0,7.4198202677748135,4.640115771171939,0.3251353184067982,2.1196320930932115,0.02369870467211597,0.021799546781645772
0.25,15.533001028478205,0.2632994204364809,0.7274996446608809,0.10910100894386046,0.041798498839315704,0.0036965876611342627,0.0388099951788276,0.38559814375165835,0.03190658283996183,2.2591773012007548,4.252891582301127,0.09750934028819987,3.0,13.360004825556238,0.16560060978085261,0.7325957644532273,0.11160279576963404,0.06979223786538057,0.025395635062370244,0.1711030186691156,0.46511077283741403,0.04449865373148581,2.240045855859035,4.6816782858397525,0.15890877918879145,2.5000139149795544,0.0,0.33389744194750715,0.3985990062869752,0.0,7.419819071502884,4.640116127614851,0.3251360443095174,2.1196347551754102,0.02369865106724033,0.02179953552890954
0.26,15.533001069951775,0.2632993962927323,0.727499635543995,0.10910104402533438,0.04179845113651261,0.003696489444565795,0.038810260353683367,0.38559808326158657,0.03190674979824914,2.259177308277961,4.252891243951226,0.0975094645376103,3.0,13.36000501496522,0.16560063173790085,0.7325956135108375,0.11160289248776785,0.06979194295369472,0.02539546524867875,0.17110312770107627,0.4651111904398858,0.04449859294975499,2.2400476256266884,4.6816774480519925,0.1589090414862158,2.5000144715773818,0.0,0.3338973419449263,0.3985989720143498,0.0,7.419818168820579,4.640116467863522,0.32513673254217546,2.1196373710098224,0.023698597491602552,0.021799524262198822
0.27,15.533001111407675,0.26329937207728654,0.7274996267807488,0.10910107875040174,0.041798404330903365,0.0036963935282762353,0.03881052121501352,0.3855980236607777,0.03190691474328973,2.2591773152234365,4.252890905751405,0.09750958709225495,3.0,13.360005204102603,0.16560065351871683,0.7325954638660479,0.11160298815564419,0.0697916491885131,0.025395295815873194,0.17110323594253585,0.4651116069523593,0.044498531758408996,2.2400493905673633,4.6816766125745515,0.1589093006459658,2.500015028175111,0.0,0.3338972421116287,0.39859893807200497,0.0,7.419817517606039,4.640116792901508,0.32513738573081924,2.119639940852831,0.023698543945180797,0.021799512934129437
0.28,15.533001152845936,0.2632993477909194,0.7274996183655329,0.10910111312430865,0.041798358407269386,0.0036962998280470555,0.03881077788772396,0.38559796493239396,0.03190707771577099,2.259177322011706,4.252890567701462,0.09750970811390168,3.0,13.360005392969276,0.1656006751248164,0.7325953155021415,0.11160308278838481,0.06979135656285561,0.025395126765506485,0.1711033434078468,0.46511202236677196,0.044498470173353254,2.240051150699639,4.681675779399409,0.1589095569556283,2.500015584772743,0.0,0.33389714244646435,0.39859890445010404,0.0,7.419817077126957,4.64011710365865,0.3251380063643539,2.1196424648433148,0.023698490427954758,0.021799501498729716
0.29,15.533001194266587,0.26329932343432333,0.727499610293355,0.10910114715172331,0.041798313352116534,0.003696208271046815,0.038811030479810396,0.3855979070616166,0.03190723875085718,2.2591773286294505,4.252890229801179,0.09750982772972512,3.0,13.360005581566043,0.16560069655755846,0.7325951684042213,0.11160317639945772,0.06979106507048743,0.025394958098907443,0.1711034501096404,0.4651124366761873,0.0444984082085478,2.240052906040282,4.681674948519324,0.1589098106412508,2.5000161413702786,0.0,0.333897042948427,0.3985988711404132,0.0,7.419816815532578,4.640117400921263,0.3251385965273721,2.1196449433212687,0.023698436939906024,0.02179948992051178
0.3,15.533001235669667,0.26329929900791016,0.7274996025612999,0.10910118083536675,0.04179826915776073,0.003696118822810596,0.038811279042292986,0.38559785004043,0.03190739786510355,2.2591773351043116,4.252889892050288,0.09750994595034501,3.0,13.360005769893414,0.1656007178177724,0.7325950225635213,0.11160326899675894,0.06979077470768516,0.02539478981664988,0.1711035560547483,0.46511284987746276,0.044498345871398136,2.240054656599955,4.681674119929686,0.15891006172153677,2.5000166979677183,0.0,0.33389694361699357,0.3985988381400992,0.0,7.419816730896761,4.640117684992085,0.3251391569422155,2.1196473773043083,0.0236983834810226,0.0217994781993108
0.31,15.533001277055215,0.26329927451225016,0.7274995951652802,0.1091012141790586,0.04179822581323982,0.00369603142722681,0.038811523658337906,0.3855977938569802,0.03190755508556469,2.2591773414408194,4.252889554448551,0.09751006285214223,3.0,13.360005957952064,0.16560073890658641,0.7325948779678164,0.1116033605913283,0.06979048546930847,0.025394621919733594,0.17110366125327428,0.46511326196531516,0.044498283173007844,2.240056402392765,4.681673293624402,0.15891031033217465,2.500017254565062,0.0,0.3338968444513684,0.3985988054432818,0.0,7.419816804409682,4.640117956446691,0.3251396890998175,2.1196497674277315,0.023698330051288873,0.021799466315032424
0.32,15.53300131842326,0.2632992499479321,0.7274995881010703,0.10910124718674845,0.041798183307203966,0.003695946025623892,0.03881176441491299,0.38559773849895923,0.031907710440536856,2.2591773476407733,4.252889216995731,0.09751017851927464,3.0,13.360006145742688,0.16560075982516395,0.7325947346044724,0.11160345119457735,0.06979019735004943,0.025394454409208754,0.1711037657157092,0.46511367293420836,0.04449822012491791,2.2400581434332265,4.681672469597201,0.15891055662268783,2.5000178111623117,0.0,0.3338967454507237,0.3985987730437204,0.0,7.419817015264817,4.640118215892922,0.3251401945820068,2.1196521142816214,0.023698276650688806,0.0217994542452254
0.33,15.53300135977422,0.26329922531555944,0.7274995813645448,0.10910127986217422,0.04179814162819235,0.0036958625639044377,0.03881200134865806,0.3855976839550188,0.03190786391256248,2.2591773543190707,4.252888879689175,0.09751029286687875,3.0,13.360006333265975,0.165600780574647,0.7325945924612157,0.11160354081758123,0.06978991034473182,0.025394287286017014,0.17110386945201447,0.4651140827791187,0.04449815673803144,2.2400598797357567,4.6816716478418625,0.1589108006741995,2.5000183677594667,0.0,0.3338966466142837,0.3985987409361987,0.0,7.419817352768678,4.640118463856105,0.3251406747145281,2.1196544304479583,0.023698223279206374,0.021799441979678837
0.34,15.533001401108212,0.26329920061569195,0.7274995749517701,0.10910131220898678,0.04179810076570975,0.003695780994020715,0.03881223452233987,0.38559763021430116,0.031908015516360556,2.2591773616216715,4.252888542528093,0.09751040589690597,3.0,13.360006520522608,0.16560080115614714,0.732594451526243,0.11160362947097613,0.0697896244483474,0.02539412055096479,0.17110397247149328,0.46511449149566075,0.04449809302245802,2.2400616113145895,4.681670828352231,0.1589110425356563,2.5000189243565285,0.0,0.3338965479413296,0.39859870911648543,0.0,7.419817810854736,4.6401187007757265,0.32514113057277433,2.119656719387251,0.0236981699368256,0.02179942951387171
0.35000000000000003,15.533001442424569,0.26329917584886325,0.7274995688585967,0.10910134423128472,0.04179806070960556,0.0036957012628362385,0.038812464098651814,0.3855975772642757,0.03190816536148804,2.259177368413541,4.252888205516746,0.09751051793769888,3.0,13.360006707513305,0.16560082157084355,0.7325943117869403,0.11160371716613579,0.06978933965555109,0.025393954204965572,0.17110407478425285,0.4651148990789122,0.04449802898921838,2.2400633381847097,4.6816700111218035,0.15891128234499405,2.500019480953497,0.0,0.3338964494310649,0.39859867757924056,0.0,7.419818370270863,4.640118927179855,0.32514156350626144,2.119658959567878,0.023698116623529643,0.021799416827520506
0.36,15.53300148372343,0.2632991510155615,0.727499563081612,0.10910137593222284,0.04179802145070835,0.0036956233280072844,0.03881269012820398,0.38559752509551865,0.03190831345621125,2.259177374884892,4.252887868654198,0.09751062898832825,3.0,13.360006894238659,0.16560084181969736,0.73259417323308,0.11160380391227752,0.06978905596200183,0.025393788248727903,0.17110417639839134,0.46511530552502695,0.04449796464711919,2.2400650603584107,4.681669196145256,0.1589115201684829,2.5000200375503736,0.0,0.3338963510828576,0.39859864632055575,0.0,7.4198190222747815,4.640119143465835,0.3251419745049342,2.119661155209657,0.02369806333930468,0.021799403912406794
0.37,15.533001525005004,0.2632991261164624,0.7274995576161019,0.10910140731615858,0.04179798297637231,0.003695547132006536,0.03881291267944245,0.3855974736950898,0.03190845981144898,2.2591773813030454,4.252887531939133,0.0975107390452514,3.0,13.360007080699488,0.16560086190404116,0.7325940358505233,0.11160388972213875,0.06978877336168689,0.02539362268320049,0.17110427732502226,0.4651157108288261,0.0444979000082227,2.240066777852804,4.681668383415172,0.15891175609561506,2.5000205941471583,0.0,0.33389625289584013,0.3985986153352045,0.0,7.41981975510333,4.640119350166764,0.32514236489097803,2.1196633122375617,0.023698010084131412,0.021799390757572024
0.38,15.533001566269263,0.2632991011520366,0.7274995524587097,0.10910143838624532,0.04179794527782275,0.00369547263482079,0.038813131819180134,0.3855974230536657,0.03190860445400091,2.259177387594055,4.252887195371663,0.09751084816133104,3.0,13.360007266896385,0.16560088182483193,0.7325938996291563,0.11160397460482668,0.0697884918502944,0.025393457509033084,0.17110437757201852,0.4651161149867336,0.04449783508105155,2.2400684906802417,4.681667572926191,0.15891199018431576,2.500021150743852,0.0,0.3338961548693979,0.39859858461963255,0.0,7.41982056119987,4.640119547647811,0.3251427355625014,2.1196654297289794,0.02369795685799584,0.02179937735629311
0.39,15.533001607516251,0.26329907612282216,0.7274995476056325,0.10910146914603824,0.04179790834505893,0.003695399791679001,0.038813347615496915,0.3855973731607916,0.031908747407175905,2.2591773937699697,4.252886858951533,0.0975109563733747,3.0,13.36000745283003,0.16560090158315582,0.7325937645575251,0.1116040585706524,0.06978821142293401,0.025393292726943007,0.1711044771482475,0.46511651799478243,0.04449776987519042,2.240070198854785,4.681666764672209,0.15891222249652082,2.500021707340455,0.0,0.3338960570028381,0.3985985541699247,0.0,7.419821432565582,4.640119736312654,0.32514308750777676,2.119667508510671,0.023697903660882008,0.02179936370162881
0.4,15.533001648746012,0.26329905102934453,0.7274995430531674,0.10910149959899605,0.04179787216835304,0.003695328559744575,0.03881356013268661,0.3855973240063574,0.03190888869243117,2.259177399857751,4.252886522678432,0.09751106371147908,3.0,13.360007638501086,0.16560092118007408,0.7325936306244706,0.11160414162965769,0.06978793207483176,0.02539312833760476,0.17110457606228419,0.4651169198492159,0.04449770439988888,2.2400719023902287,4.681665958647234,0.15891245308796978,2.5000222639369682,0.0,0.33389595929549043,0.39859852398241,0.0,7.419822362092463,4.640119916541703,0.3251434216520811,2.1196695496902462,0.023697850492774203,0.021799349787661695
0.41000000000000003,15.533001689958583,0.26329902587213844,0.7274995387975484,0.10910152974863963,0.04179783673784447,0.003695258896220587,0.03881376943634062,0.38559727558012913,0.03190902833256119,2.2591774058695906,4.252886186552109,0.09751117020734894,3.0,13.360007823910232,0.16560094061667036,0.7325934978186319,0.11160422379206196,0.06978765380111729,0.025392964341679848,0.17110467432279308,0.46511732054632177,0.04449763866447285,2.240073601300717,4.681665154845119,0.15891268201102507,2.500022820533392,0.0,0.33389586174667685,0.3985984940534943,0.0,7.419823343192382,4.640120088709304,0.32514373889988557,2.1196715541031432,0.023697797353656274,0.021799335609174103
0.42,15.533001731153995,0.26329900065172873,0.7274995348350821,0.10910155959842405,0.04179780204389135,0.0036951907599115682,0.03881397559053939,0.38559722787212425,0.03190916635045094,2.259177411808283,4.2528858505723495,0.09751127589197918,3.0,13.360008009058141,0.16560095989401166,0.7325933661288563,0.11160430506789344,0.06978737659699862,0.02539280073979167,0.17110477193821283,0.46511772008257113,0.04449757267800445,2.2400752956002377,4.681664353259775,0.1589129093130281,2.5000233771297267,0.0,0.33389576435573604,0.3985984643797891,0.0,7.419824370000244,4.640120253170077,0.32514404010207637,2.119673522395306,0.023697744243512186,0.02179932116179315
0.43,15.533001772332305,0.26329897536919195,0.7274995311582301,0.10910158915540397,0.04179776806693159,0.003695124070871139,0.038814178721556125,0.38559718086228384,0.03190930279242725,2.259177417674893,4.252885514738735,0.09751138081920163,3.0,13.360008193946225,0.16560097901429868,0.732593235532325,0.11160438547764763,0.06978710045261044,0.02539263753307354,0.17110486892544627,0.4651181184513743,0.04449750645851976,2.2400769853179794,4.681663553878478,0.15891313507105476,2.5000239337259735,0.0,0.33389566712133645,0.3985984349550866,0.0,7.419825433462118,4.640120410581995,0.3251443268067253,2.1196754558190056,0.02369769116230819,0.02179930644023228
0.44,15.53300181349355,0.26329895002516246,0.7274995277625549,0.10910161842373253,0.041797734795464885,0.0036950587825735595,0.038814378903122,0.3855971345388413,0.03190943768569554,2.2591774234696627,4.252885179051021,0.09751148501944837,3.0,13.360008378575317,0.16560099797882982,0.7325931060155983,0.11160446503339284,0.06978682536213444,0.02539247472217454,0.17110496529440167,0.46511851564893186,0.04449744001657616,2.240078670471207,4.6816627566936955,0.158913359327971,2.5000244903221334,0.0,0.3338955700426966,0.398598405775824,0.0,7.41982652862228,4.64012056132387,0.3251445999007663,2.1196773551069894,0.02369763811002429,0.021799291441846
