t,ANPC
1.01,1.001267726829221
1.02,1.0012787468148678
1.03,1.0012897392806817
1.04,1.0013007042943114
1.05,1.0013116419231796
1.06,1.00132255223673
1.07,1.0013334353197532
1.08,1.0013442912439012
1.09,1.0013551200770399
1.1,1.0013659218868318
1.11,1.0013766967407371
1.12,1.0013874447060134
1.1300000000000001,1.0013981658497153
1.1400000000000001,1.001408860238695
1.1500000000000001,1.001419527939602
1.16,1.0014301690188836
1.17,1.0014407835427834
1.18,1.0014513715773432
1.19,1.0014619331884023
1.2,1.0014724684415965
1.21,1.0014829774023597
1.22,1.001493460135923
1.23,1.0015039167073145
1.24,1.0015143471813601
1.25,1.0015247516226828
1.26,1.0015351300957032
1.27,1.0015454826646386
1.28,1.0015558093935046
1.29,1.0015661103461135
1.3,1.001576385586075
1.31,1.0015866351767966
1.32,1.0015968591814826
1.33,1.0016070576631348
1.34,1.0016172306845528
1.35,1.0016273783083327
1.36,1.001637500596869
1.37,1.0016475976123527
1.3800000000000001,1.0016576694167725
1.3900000000000001,1.0016677160719143
1.4000000000000001,1.0016777376393617
1.41,1.0016877341804953
1.42,1.001697705756493
1.43,1.0017076524283306
1.44,1.0017175742567808
1.45,1.0017274713024136
1.46,1.0017373436255963
1.47,1.0017471912864941
1.48,1.001757014345069
1.49,1.0017668128610806
1.5,1.0017765868940858
1.51,1.001786336503439
1.52,1.0017960617482915
1.53,1.0018057626875925
1.54,1.0018154393800882
1.55,1.0018250918843226
1.56,1.0018347202586362
1.57,1.0018443245611675
1.58,1.0018539048498525
1.59,1.0018634611852324
1.6,1.0018729936556499
1.61,1.0018825023287674
1.62,1.001891987264095
1.6300000000000001,1.0019014485209836
1.6400000000000001,1.001910886158625
1.6500000000000001,1.0019203002360517
1.6600000000000001,1.001929690812137
1.67,1.0019390579455945
1.68,1.0019484016949793
1.69,1.0019577221186866
1.7,1.001967019274953
1.71,1.0019762932218554
1.72,1.0019855440173118
1.73,1.0019947717190802
1.74,1.0020039763847606
1.75,1.0020131580717928
1.76,1.0020223168374576
1.77,1.0020314527388767
1.78,1.0020405658330127
1.79,1.0020496561766685
1.8,1.002058723826488
1.81,1.002067768838956
1.82,1.0020767912703983
1.83,1.0020857911769805
1.84,1.00209476861471
1.85,1.0021037236394341
1.86,1.0021126563068419
1.87,1.0021215666724625
1.8800000000000001,1.0021304547916658
1.8900000000000001,1.0021393207196625
1.9000000000000001,1.0021481645115047
1.9100000000000001,1.002156986222084
1.92,1.0021657859061341
1.93,1.0021745636182289
1.94,1.0021833194127825
1.95,1.002192053344051
1.96,1.0022007654661298
1.97,1.0022094558329564
1.98,1.0022181244983082
1.99,1.0022267715158037
2.0,1.0022353969389026
2.0100000000000002,1.0022440008209041
2.02,1.0022525832149496
2.0300000000000002,1.0022611441740203
2.04,1.0022696837509386
2.05,1.0022782019983674
2.06,1.0022866989688108
2.07,1.0022951747146132
2.08,1.00230362928796
2.09,1.002312062740877
2.1,1.0023204751252315
2.11,1.002328866492731
2.12,1.0023372368957377
2.13,1.002345586398748
2.14,1.0023539150583605
2.15,1.0023622229266949
2.16,1.002370510055731
2.17,1.0023787764973089
2.18,1.0023870223031277
2.19,1.0023952475247473
2.2,1.002403452213587
2.21,1.0024116364209261
2.22,1.0024198001979037
2.23,1.0024279435955186
2.24,1.0024360666646304
2.25,1.0024441694559574
2.2600000000000002,1.0024522520200785
2.27,1.0024603144074322
2.2800000000000002,1.002468356668317
2.29,1.0024763788528916
2.3000000000000003,1.0024843810111739
2.31,1.0024923631930422
2.32,1.0025003254482345
2.33,1.0025082678263488
2.34,1.002516190376843
2.35,1.0025240931490347
2.36,1.0025319761921012
2.37,1.0025398395550806
2.38,1.0025476832868698
2.39,1.0025555074362262
2.4,1.002563312051767
2.41,1.0025710971819692
2.42,1.0025788628751697
2.43,1.0025866091795652
2.44,1.0025943361432126
2.45,1.0026020438140284
2.46,1.002609732239789
2.47,1.002617401468131
2.48,1.0026250515465502
2.49,1.0026326825224032
2.5,1.0026402944429058
2.5100000000000002,1.002647887355134
2.52,1.0026554613060235
2.5300000000000002,1.00266301634237
2.54,1.002670552510829
2.5500000000000003,1.0026780698579163
2.56,1.0026855684300067
2.57,1.0026930482733358
2.58,1.002700509433999
2.59,1.0027079519579505
2.6,1.002715375891006
2.61,1.0027227812788397
2.62,1.0027301681669867
2.63,1.0027375366008413
2.64,1.002744886625658
2.65,1.0027522171656367
2.66,1.0027595306219232
2.67,1.0027668258139313
2.68,1.0027741027877353
2.69,1.0027813615892704
2.7,1.002788602264333
2.71,1.0027958248585809
2.72,1.0028030294175325
2.73,1.002810215986569
2.74,1.002817384610934
2.75,1.0028245353357332
2.7600000000000002,1.0028316682059355
2.77,1.0028387832663723
2.7800000000000002,1.0028458805617397
2.79,1.0028529601365967
2.8000000000000003,1.0028600220353674
2.81,1.0028670663023396
2.82,1.0028740929816662
2.83,1.0028811021173658
2.84,1.002888093753322
2.85,1.0028950679332842
2.86,1.0029020247008682
2.87,1.0029089640995563
2.88,1.0029158861726977
2.89,1.0029227909635083
2.9,1.002929678515072
2.91,1.0029365488703403
2.92,1.0029434020721326
2.93,1.0029502381631372
2.94,1.002957057185911
2.95,1.0029638591828798
2.96,1.002970644196339
2.97,1.002977412268454
2.98,1.00298416344126
2.99,1.0029908977566624
3.0,1.0029976152564377
3.0100000000000002,1.0030043159822337
3.02,1.003010999975569
3.0300000000000002,1.0030176672778344
3.04,1.0030243179302922
3.0500000000000003,1.003030951974078
3.06,1.0030375694501992
3.0700000000000003,1.0030441703995367
3.08,1.0030507548628445
3.09,1.0030573228807504
3.1,1.0030638744937563
3.11,1.0030704097422385
3.12,1.0030769286664476
3.13,1.0030834313065096
3.14,1.0030899177024255
3.15,1.0030963878940722
3.16,1.0031028419212022
3.17,1.0031092798234449
3.18,1.0031157016405212
3.19,1.0031221074225714
3.2,1.0031284972153882
3.21,1.0031348710588661
3.22,1.0031412289927923
3.23,1.0031475710568467
3.24,1.0031538972906027
3.25,1.003160207733528
3.2600000000000002,1.003166502424984
3.27,1.003172781404228
3.2800000000000002,1.003179044710411
3.29,1.0031852923825808
3.3000000000000003,1.003191524459681
3.31,1.003197740980552
3.3200000000000003,1.0032039419839305
3.33,1.0032101275084513
3.34,1.003216297592647
3.35,1.0032224522749482
3.36,1.0032285915936847
3.37,1.0032347155870853
3.38,1.0032408242932782
3.39,1.003246917750292
3.4,1.0032529959960559
3.41,1.0032590590683998
3.42,1.0032651070050556
3.43,1.003271139843656
3.44,1.003277157621737
3.45,1.003283160376737
3.46,1.0032891481459971
3.47,1.0032951209667633
3.48,1.0033010788761842
3.49,1.003307021911314
3.5,1.0033129501091114
3.5100000000000002,1.0033188635064403
3.52,1.003324762140071
3.5300000000000002,1.0033306460466795
3.54,1.0033365152628488
3.5500000000000003,1.0033423698250694
3.56,1.0033482097697386
3.5700000000000003,1.0033540351331625
3.58,1.0033598459515554
3.59,1.0033656422610402
3.6,1.0033714240976501
3.61,1.003377191497327
3.62,1.0033829444959241
3.63,1.0033886831292043
3.64,1.0033944074328425
3.65,1.0034001174424247
3.66,1.003405813193449
3.67,1.0034114947213262
3.68,1.0034171620613794
3.69,1.003422815248846
3.7,1.0034284543188765
3.71,1.003434079306536
3.72,1.0034396902468037
3.73,1.0034452871745745
3.74,1.0034508701246587
3.75,1.0034564391317828
3.7600000000000002,1.0034619942305893
3.77,1.003467535455638
3.7800000000000002,1.0034730628414057
3.79,1.003478576422287
3.8000000000000003,1.0034840762325954
3.81,1.003489562306562
3.8200000000000003,1.0034950346783378
3.83,1.0035004933819929
3.84,1.0035059384515175
3.85,1.0035113699208225
3.86,1.0035167878237392
3.87,1.0035221921940203
3.88,1.0035275830653407
3.89,1.0035329604712973
3.9,1.003538324445409
3.91,1.0035436750211189
3.92,1.0035490122317925
3.93,1.00355433611072
3.94,1.0035596466911156
3.95,1.003564944006119
3.96,1.0035702280887944
3.97,1.0035754989721317
3.98,1.003580756689048
3.99,1.0035860012723858
4.0,1.0035912327549155
4.01,1.0035964511693345
4.0200000000000005,1.0036016565471484
4.03,1.0036068489191206
4.04,1.003612028317588
4.05,1.0036171947748327
4.0600000000000005,1.0036223483230637
4.07,1.0036274889944186
4.08,1.0036326168209615
4.09,1.0036377318346863
4.1,1.0036428340675152
4.11,1.0036479235512998
4.12,1.0036530003178217
4.13,1.0036580643987925
4.14,1.003663115825854
4.15,1.0036681546305797
4.16,1.003673180844474
4.17,1.0036781944989739
4.18,1.0036831956254475
4.19,1.0036881842551966
4.2,1.0036931604194559
4.21,1.0036981241493932
4.22,1.003703075476111
4.23,1.0037080144306454
4.24,1.003712941043968
4.25,1.0037178553469854
4.26,1.0037227573705398
4.2700000000000005,1.0037276471454095
4.28,1.0037325247023092
4.29,1.0037373900718907
4.3,1.0037422432847432
4.3100000000000005,1.0037470843713936
4.32,1.0037519133623067
4.33,1.0037567302878865
4.34,1.0037615351784757
4.3500000000000005,1.0037663280643563
4.36,1.0037711089757506
4.37,1.0037758779428207
4.38,1.0037806349956702
4.39,1.003785380164343
4.4,1.0037901134788252
4.41,1.0037948349690444
4.42,1.0037995446648709
4.43,1.0038042425961182
4.44,1.0038089287925422
4.45,1.0038136032838432
4.46,1.0038182660996655
4.47,1.0038229172695976
4.48,1.0038275568231734
4.49,1.0038321847898717
4.5,1.0038368011991174
4.51,1.0038414060802818
4.5200000000000005,1.0038459994626827
4.53,1.0038505813755845
4.54,1.0038551518481995
4.55,1.0038597109096883
4.5600000000000005,1.0038642585891593
4.57,1.0038687949156695
4.58,1.0038733199182257
4.59,1.0038778336257839
4.6000000000000005,1.00388233606725
4.61,1.003886827271481
4.62,1.0038913072672837
4.63,1.0038957760834173
4.64,1.003900233748592
4.65,1.0039046802914706
4.66,1.003909115740668
4.67,1.0039135401247525
4.68,1.0039179534722456
4.69,1.0039223558116224
4.7,1.0039267471713127
4.71,1.0039311275797005
4.72,1.0039354970651257
4.73,1.0039398556558827
4.74,1.0039442033802226
4.75,1.0039485402663524
4.76,1.0039528663424362
4.7700000000000005,1.003957181636595
4.78,1.003961486176908
4.79,1.0039657799914117
4.8,1.0039700631081014
4.8100000000000005,1.0039743355549315
4.82,1.0039785973598154
4.83,1.0039828485506268
4.84,1.0039870891551985
4.8500000000000005,1.0039913191955654
4.86,1.0039955386761243
4.87,1.003999747620913
4.88,1.0040039460562067
4.89,1.0040081340082156
4.9,1.0040123115030857
4.91,1.0040164785668981
4.92,1.0040206352256704
4.93,1.004024781505356
4.94,1.0040289174318449
4.95,1.004033043030963
4.96,1.0040371583284737
4.97,1.0040412633500766
4.98,1.0040453581214093
4.99,1.0040494426680457
5.0,1.0040535170154983
5.01,1.0040575811892167
5.0200000000000005,1.004061635214589
5.03,1.004065679116941
5.04,1.004069712921537
5.05,1.0040737366535806
5.0600000000000005,1.0040777503382132
5.07,1.004081754000516
5.08,1.0040857476655092
5.09,1.0040897313581527
5.1000000000000005,1.0040937051033454
5.11,1.0040976689259271
5.12,1.0041016228506767
5.13,1.004105566902314
5.14,1.0041095011054995
5.15,1.0041134254848336
5.16,1.0041173400648586
5.17,1.0041212448700576
5.18,1.0041251399248545
5.19,1.0041290252536155
5.2,1.0041329008806483
5.21,1.0041367668302028
5.22,1.004140623126471
5.23,1.0041444697935868
5.24,1.0041483068556278
5.25,1.0041521343366135
5.26,1.0041559522605066
5.2700000000000005,1.0041597606512136
5.28,1.004163559532584
5.29,1.0041673489284109
5.3,1.0041711288624318
5.3100000000000005,1.0041748993583275
5.32,1.004178660439724
5.33,1.0041824121301914
5.34,1.0041861544532444
5.3500000000000005,1.0041898874323427
5.36,1.0041936110908916
5.37,1.004197325452241
5.38,1.004201030539687
5.39,1.004204726376471
5.4,1.0042084129857813
5.41,1.0042120903907512
5.42,1.004215758614461
5.43,1.004219417679938
5.44,1.0042230676101558
5.45,1.004226708428035
5.46,1.0042303401564436
5.47,1.0042339628181978
5.48,1.00423757643606
5.49,1.0042411810327418
5.5,1.0042447766309024
5.51,1.004248363253149
5.5200000000000005,1.004251940922038
5.53,1.004255509660074
5.54,1.0042590694897109
5.55,1.0042626204333513
5.5600000000000005,1.0042661625133475
5.57,1.0042696957520019
5.58,1.0042732201715652
5.59,1.0042767357942397
5.6000000000000005,1.0042802426421769
5.61,1.004283740737479
5.62,1.004287230102199
5.63,1.0042907107583408
5.64,1.0042941827278589
5.65,1.0042976460326591
5.66,1.0043011006945992
5.67,1.0043045467354885
5.68,1.0043079841767464
5.69,1.004311413035632
5.7,1.0043148333322278
5.71,1.004318245087877
5.72,1.0043216483238702
5.73,1.0043250430614459
5.74,1.0043284293217902
5.75,1.004331807126037
5.76,1.0043351764952688
5.7700000000000005,1.0043385374505156
5.78,1.0043418900127565
5.79,1.004345234202919
5.8,1.0043485700418797
5.8100000000000005,1.0043518975504633
5.82,1.004355216749444
5.83,1.0043585276595461
5.84,1.004361830301442
5.8500000000000005,1.004365124695755
5.86,1.0043684108630573
5.87,1.0043716888238714
5.88,1.0043749585986699
5.89,1.0043782202078755
5.9,1.0043814736718617
5.91,1.0043847190109527
5.92,1.0043879562454232
5.93,1.0043911853954988
5.94,1.0043944064813566
5.95,1.0043976195231248
5.96,1.004400824540883
5.97,1.004404021554663
5.98,1.0044072105844475
5.99,1.0044103916501719
6.0,1.0044135647717236
6.01,1.0044167299689422
6.0200000000000005,1.00441988726162
6.03,1.0044230366695015
6.04,1.0044261782122847
6.05,1.0044293119096201
6.0600000000000005,1.0044324377811118
6.07,1.0044355558463167
6.08,1.0044386661247455
6.09,1.0044417686358627
6.1000000000000005,1.0044448633990863
6.11,1.0044479504337889
6.12,1.0044510297592968
6.13,1.0044541013948904
6.140000000000001,1.0044571653598056
6.15,1.0044602216732317
6.16,1.0044632703543142
6.17,1.0044663114221526
6.18,1.004469344895802
6.19,1.004472370794273
6.2,1.0044753891365314
6.21,1.004478399941499
6.22,1.0044814032280533
6.23,1.004484399015028
6.24,1.0044873873212128
6.25,1.0044903681653539
6.26,1.004493341566154
6.2700000000000005,1.0044963075422726
6.28,1.0044992661123262
6.29,1.0045022172948879
6.3,1.0045051611084885
6.3100000000000005,1.004508097571616
6.32,1.004511026702716
6.33,1.004513948520192
6.34,1.0045168630424046
6.3500000000000005,1.0045197702876738
6.36,1.0045226702742767
6.37,1.0045255630204493
6.38,1.004528448544386
6.390000000000001,1.0045313268642404
6.4,1.0045341979981244
6.41,1.0045370619641092
6.42,1.0045399187802253
6.43,1.004542768464463
6.44,1.0045456110347712
6.45,1.0045484465090597
6.46,1.0045512749051972
6.47,1.0045540962410133
6.48,1.0045569105342977
6.49,1.0045597178027998
6.5,1.0045625180642308
6.51,1.004565311336254
6.5200000000000005,1.0045680976341027
6.53,1.0045708769733404
6.54,1.0045736493713293
6.55,1.0045764148453897
6.5600000000000005,1.0045791734127993
6.57,1.0045819250907944
6.58,1.004584669896569
6.59,1.0045874078472754
6.6000000000000005,1.0045901389600245
6.61,1.0045928632518855
6.62,1.0045955807398868
6.63,1.0045982914410148
6.640000000000001,1.0046009953722157
6.65,1.0046036925503945
6.66,1.0046063829924154
6.67,1.0046090667151022
6.68,1.0046117437352375
6.69,1.004614414069565
6.7,1.0046170777347867
6.71,1.0046197347475654
6.72,1.004622385124524
6.73,1.0046250288822451
6.74,1.0046276660372726
6.75,1.0046302966061096
6.76,1.0046329206052211
6.7700000000000005,1.0046355380510321
6.78,1.004638148959929
6.79,1.0046407533482589
6.8,1.0046433512323305
6.8100000000000005,1.0046459426284133
6.82,1.004648527552739
6.83,1.0046511060215002
6.84,1.004653678050852
6.8500000000000005,1.0046562436569104
6.86,1.0046588028557548
6.87,1.0046613556634256
6.88,1.004663902095926
6.890000000000001,1.004666442169222
6.9,1.0046689758992413
6.91,1.0046715033018752
6.92,1.0046740243929777
6.93,1.0046765391883654
6.94,1.0046790477038188
6.95,1.0046815499550807
6.96,1.0046840459578583
6.97,1.004686535727822
6.98,1.0046890192806057
6.99,1.0046914966318075
7.0,1.0046939677969895
7.01,1.0046964327916774
7.0200000000000005,1.004698891631362
7.03,1.0047013443314978
7.04,1.0047037909075045
7.05,1.0047062313747661
7.0600000000000005,1.0047086657486313
7.07,1.004711094044414
7.08,1.0047135162773932
7.09,1.0047159324628134
7.1000000000000005,1.004718342615884
7.11,1.0047207467517805
7.12,1.0047231448856433
7.13,1.0047255370325794
7.140000000000001,1.0047279232076614
7.15,1.0047303034259276
7.16,1.0047326777023837
7.17,1.0047350460520004
7.18,1.0047374084897158
7.19,1.0047397650304346
7.2,1.0047421156890275
7.21,1.0047444604803333
7.22,1.0047467994191568
7.23,1.0047491325202709
7.24,1.0047514597984153
7.25,1.0047537812682972
7.26,1.0047560969445914
7.2700000000000005,1.0047584068419413
7.28,1.0047607109749568
7.29,1.004763009358217
7.3,1.0047653020062686
7.3100000000000005,1.0047675889336267
7.32,1.0047698701547754
7.33,1.0047721456841665
7.34,1.004774415536221
7.3500000000000005,1.0047766797237918
7.36,1.0047789382577978
7.37,1.0047811911522333
7.38,1.0047834384211694
7.390000000000001,1.004785680078642
7.4,1.004787916138653
7.41,1.0047901466151685
7.42,1.0047923715221208
7.43,1.0047945908734073
7.44,1.0047968046828912
7.45,1.0047990129644018
7.46,1.0048012157317334
7.47,1.0048034129986472
7.48,1.0048056047788694
7.49,1.004807791086093
7.5,1.0048099719339776
7.51,1.004812147336148
7.5200000000000005,1.0048143173061967
7.53,1.004816481857682
7.54,1.004818641004129
7.55,1.00482079475903
7.5600000000000005,1.0048229431358435
7.57,1.0048250861479957
7.58,1.0048272238088793
7.59,1.0048293561318546
7.6000000000000005,1.0048314831302492
7.61,1.0048336048173576
7.62,1.0048357212064427
7.63,1.004837832310734
7.640000000000001,1.0048399381434296
7.65,1.004842038717695
7.66,1.0048441340466638
7.67,1.0048462241434375
7.68,1.004848309021086
7.69,1.004850388692647
7.7,1.004852463171127
7.71,1.0048545324695008
7.72,1.004856596600712
7.73,1.0048586555776724
7.74,1.0048607094132629
7.75,1.0048627581203333
7.76,1.0048648017117026
7.7700000000000005,1.0048668402001582
7.78,1.0048688735984574
7.79,1.0048709019193265
7.8,1.0048729251754613
7.8100000000000005,1.0048749433795272
7.82,1.004876956544159
7.83,1.0048789646819616
7.84,1.004880967805509
7.8500000000000005,1.0048829659273464
7.86,1.0048849590599875
7.87,1.0048869472159176
7.88,1.0048889304075914
7.890000000000001,1.0048909086474342
7.9,1.0048928819478418
7.91,1.0048948503211803
7.92,1.0048968137797871
7.930000000000001,1.0048987723359697
7.94,1.004900726002007
7.95,1.0049026747901488
7.96,1.0049046187126156
7.97,1.0049065577815997
7.98,1.0049084920092641
7.99,1.004910421407744
8.0,1.0049123459891456
8.01,1.0049142657655465
8.02,1.0049161807489968
8.03,1.0049180909515176
8.040000000000001,1.0049199963851025
8.05,1.0049218970617173
8.06,1.0049237929932993
8.07,1.0049256841917584
8.08,1.0049275706689773
8.09,1.0049294524368106
8.1,1.0049313295070854
8.11,1.0049332018916022
8.120000000000001,1.0049350696021335
8.13,1.0049369326504254
8.14,1.0049387910481962
8.15,1.004940644807138
8.16,1.004942493938916
8.17,1.0049443384551684
8.18,1.0049461783671116
8.19,1.0049480136840216
8.2,1.0049498444169935
8.21,1.004951670577451
8.22,1.0049534921767902
8.23,1.0049553092263797
8.24,1.0049571217375597
8.25,1.0049589297216435
8.26,1.004960733189917
8.27,1.0049625321536386
8.28,1.0049643266240391
8.290000000000001,1.0049661166123227
8.3,1.004967902129666
8.31,1.004969683187219
8.32,1.0049714597961046
8.33,1.0049732319674192
8.34,1.0049749997122321
8.35,1.0049767630415862
8.36,1.0049785219664982
8.370000000000001,1.004980276497958
8.38,1.0049820266469291
8.39,1.0049837724243493
8.4,1.0049855138411297
8.41,1.0049872509081557
8.42,1.0049889836362869
8.43,1.0049907120363566
8.44,1.0049924361191729
8.45,1.0049941558955178
8.46,1.004995871376148
8.47,1.0049975825717947
8.48,1.0049992894931636
8.49,1.0050009921509355
8.5,1.0050026905557656
8.51,1.0050043847182841
8.52,1.0050060746490967
8.53,1.0050077603587835
8.540000000000001,1.0050094418579003
8.55,1.005011119156978
8.56,1.0050127922665228
8.57,1.0050144611970169
8.58,1.0050161259589174
8.59,1.0050177865626577
8.6,1.0050194430186465
8.61,1.0050210953372687
8.620000000000001,1.0050227435288848
8.63,1.0050243876038316
8.64,1.0050260275724223
8.65,1.0050276634449462
8.66,1.0050292952316684
8.67,1.0050309229428314
8.68,1.0050325465886534
8.69,1.0050341661793296
8.700000000000001,1.005035781725032
8.71,1.0050373932359091
8.72,1.005039000722087
8.73,1.005040604193668
8.74,1.0050422036607318
8.75,1.0050437991333356
8.76,1.0050453906215135
8.77,1.005046978135277
8.78,1.0050485616846159
8.790000000000001,1.005050141279496
8.8,1.0050517169298625
8.81,1.0050532886456371
8.82,1.0050548564367199
8.83,1.005056420312989
8.84,1.0050579802843003
8.85,1.0050595363604882
8.86,1.0050610885513651
8.870000000000001,1.0050626368667217
8.88,1.0050641813163275
8.89,1.00506572190993
8.9,1.0050672586572555
8.91,1.0050687915680092
8.92,1.0050703206518754
8.93,1.0050718459185164
8.94,1.0050733673775745
8.950000000000001,1.0050748850386702
8.96,1.005076398911404
8.97,1.0050779090053552
8.98,1.0050794153300828
8.99,1.0050809178951248
9.0,1.0050824167099992
9.01,1.0050839117842036
9.02,1.0050854031272154
9.03,1.0050868907484918
9.040000000000001,1.0050883746574695
9.05,1.0050898548635663
9.06,1.005091331376179
9.07,1.0050928042046856
9.08,1.0050942733584436
9.09,1.0050957388467918
9.1,1.0050972006790486
9.11,1.0050986588645139
9.120000000000001,1.0051001134124675
9.13,1.0051015643321708
9.14,1.0051030116328656
9.15,1.0051044553237747
9.16,1.0051058954141021
9.17,1.0051073319130333
9.18,1.0051087648297343
9.19,1.0051101941733533
9.200000000000001,1.0051116199530197
9.21,1.0051130421778443
9.22,1.0051144608569196
9.23,1.0051158759962058
9.24,1.0051172876012378
9.25,1.005118695680822
9.26,1.005120100243745
9.27,1.0051215012987715
9.28,1.0051228988546455
9.290000000000001,1.0051242929200885
9.3,1.0051256835038023
9.31,1.0051270706144662
9.32,1.005128454260739
9.33,1.005129834451259
9.34,1.0051312111946424
9.35,1.0051325844994856
9.36,1.0051339543743634
9.370000000000001,1.0051353208278304
9.38,1.0051366838684204
9.39,1.0051380435046466
9.4,1.0051393997450015
9.41,1.0051407525979577
9.42,1.0051421020719666
9.43,1.0051434481754604
9.44,1.0051447909168498
9.450000000000001,1.0051461303045268
9.46,1.005147466346862
9.47,1.0051487990522068
9.48,1.0051501284288924
9.49,1.00515145448523
9.5,1.0051527772295115
9.51,1.0051540966700088
9.52,1.005155412814974
9.53,1.0051567256726397
9.540000000000001,1.0051580352512193
9.55,1.0051593415589064
9.56,1.0051606446038757
9.57,1.0051619443942823
9.58,1.0051632409382618
9.59,1.0051645342439315
9.6,1.0051658243193888
9.61,1.005167111172713
9.620000000000001,1.0051683948119632
9.63,1.005169675245181
9.64,1.0051709524803887
9.65,1.0051722265255894
9.66,1.0051734973887685
9.67,1.0051747650778922
9.68,1.0051760296009085
9.69,1.0051772909657468
9.700000000000001,1.0051785491803185
9.71,1.0051798042525164
9.72,1.005181056190215
9.73,1.0051823050012714
9.74,1.0051835506935238
9.75,1.0051847932747928
9.76,1.0051860327528814
9.77,1.0051872691355745
9.78,1.0051885024306388
9.790000000000001,1.0051897326458241
9.8,1.0051909597888622
9.81,1.0051921838674673
9.82,1.0051934048893365
9.83,1.005194622862149
9.84,1.005195837793567
9.85,1.0051970496912355
9.86,1.005198258562782
9.870000000000001,1.0051994644158173
9.88,1.0052006672579352
9.89,1.0052018670967118
9.9,1.0052030639397074
9.91,1.0052042577944647
9.92,1.0052054486685098
9.93,1.0052066365693524
9.94,1.0052078215044855
9.950000000000001,1.0052090034813854
9.96,1.0052101825075122
9.97,1.0052113585903093
9.98,1.0052125317372043
9.99,1.005213701955608
