t,p
1.71,25.610952357203185
1.72,25.665441845009457
1.73,25.719483863799162
1.74,25.773084311528677
1.75,25.82624901077704
1.76,25.8789837097289
1.77,25.931294083146792
1.78,25.983185733332967
1.79,26.034664190987808
1.8,26.085734913809848
1.81,26.136403290310998
1.82,26.186674640914358
1.83,26.23655421799486
1.84,26.286047206757818
1.85,26.335158726107252
1.86,26.383893829504203
1.87,26.43225750581528
1.8800000000000001,26.48025468015161
1.8900000000000001,26.527890214698452
1.9000000000000001,26.57516890953562
1.9100000000000001,26.622095503449025
1.92,26.668674674733456
1.93,26.714911041297494
1.94,26.76080916050053
1.95,26.806373532772206
1.96,26.851608601090895
1.97,26.896518751632676
1.98,26.941108314505637
1.99,26.985381564475738
2.0,27.029342721684365
2.0100000000000002,27.072995952357843
2.02,27.11634536950898
2.0300000000000002,27.159395033630947
2.04,27.202148953383542
2.05,27.244611086272158
2.06,27.286785339274104
2.07,27.32867556790268
2.08,27.370285578701253
2.09,27.41161913019782
2.1,27.452679932883406
2.11,27.493471649832497
2.12,27.53399789731629
2.13,27.574262245408892
2.14,27.61426821858662
2.15,27.65401929632057
2.16,27.693518913662604
2.17,27.732770461824884
2.18,27.771777288753153
2.19,27.810542699693823
2.2,27.849069957299005
2.21,27.88736228135845
2.22,27.92542285151469
2.23,27.963254806876165
2.24,28.000861246451738
2.25,28.03824522966889
2.2600000000000002,28.075409776885976
2.27,28.11235786989855
2.2800000000000002,28.14909245244004
2.29,28.185616430676756
2.3000000000000003,28.221932673697466
2.31,28.258044013997605
2.32,28.293953247958257
2.33,28.329663136295128
2.34,28.36517640322788
2.35,28.40049573839035
2.36,28.435623797680492
2.37,28.470563203094905
2.38,28.505316543169222
2.39,28.539886373413623
2.4,28.574275216743615
2.41,28.608485563906196
2.42,28.64251987390145
2.43,28.6763805743998
2.44,28.710070062154934
2.45,28.743590703412572
2.46,28.776944834315163
2.47,28.81013476130266
2.48,28.84316276150943
2.49,28.876031082360562
2.5,28.908741940320454
2.5100000000000002,28.941297525510684
2.52,28.973700000311602
2.5300000000000002,29.005951499519043
2.54,29.038054130701667
2.5500000000000003,29.070009974554317
2.56,29.101821085247376
2.57,29.13348949077235
2.58,29.16501719328365
2.59,29.19640616943672
2.6,29.227658370722633
2.61,29.25877572379914
2.62,29.289760130818394
2.63,29.320613469751336
2.64,29.3513375946861
2.65,29.38193433467283
2.66,29.41240549561479
2.67,29.442752861118016
2.68,29.47297819205889
2.69,29.503083226879216
2.7,29.533069681878068
2.71,29.562939251500374
2.72,29.59269360862246
2.73,29.622334404834497
2.74,29.651863270720032
2.75,29.68128181613257
2.7600000000000002,29.710591630469423
2.77,29.739794282942757
2.7800000000000002,29.768891322848017
2.79,29.79788427982976
2.8000000000000003,29.826774663672065
2.81,29.855563963474072
2.82,29.884253650582984
2.83,29.91284517775524
2.84,29.941339979257876
2.85,29.969739471108596
2.86,29.998045051313127
2.87,30.026258100100012
2.88,30.054379980152795
2.89,30.082412036839788
2.9,30.11035559844135
2.91,30.138211976374862
2.92,30.165982465417354
2.93,30.19366834392592
2.94,30.221270874055957
2.95,30.248791301963198
2.96,30.276230856860067
2.97,30.30359075241425
2.98,30.330872187460617
2.99,30.358076345593922
3.0,30.38520439536616
3.0100000000000002,30.412257490481643
3.02,30.439236769989943
3.0300000000000002,30.466143358476685
3.04,30.492978366252245
3.0500000000000003,30.519742889538453
3.06,30.546438010653265
3.0700000000000003,30.57306479819357
3.08,30.599624307216047
3.09,30.626117579416253
3.1,30.65254564330589
3.11,30.678909514145523
3.12,30.70521019349969
3.13,30.73144867087143
3.14,30.757625923291183
3.15,30.78374291539553
3.16,30.809800599588392
3.17,30.835799916200465
3.18,30.861741793646885
3.19,30.887627148583253
3.2,30.913456886059997
3.21,30.939231899675136
3.22,30.96495307172549
3.23,30.990621273356364
3.24,31.016237364709788
3.25,31.04180219507127
3.2600000000000002,31.06731660300752
3.27,31.092781415672455
3.2800000000000002,31.118197449769294
3.29,31.14356551211664
3.3000000000000003,31.16888639931758
3.31,31.19416089789201
3.3200000000000003,31.21938978440755
3.33,31.24457382560888
3.34,31.269713778545754
3.35,31.29481039069955
3.36,31.31986440010849
3.37,31.344876535491537
3.38,31.36984751637097
3.39,31.39477805319373
3.4,31.41966884745151
3.41,31.444520591799698
3.42,31.46933397001372
3.43,31.494109656650515
3.44,31.518848318198888
3.45,31.54355061279452
3.46,31.568217190264328
3.47,31.592848692234362
3.48,31.617445752236527
3.49,31.642008995814123
3.5,31.66653904062622
3.5100000000000002,31.691036496550957
3.52,31.71550196578775
3.5300000000000002,31.739936042958405
3.54,31.76433931520724
3.5500000000000003,31.788712362300206
3.56,31.813055756722996
3.5700000000000003,31.837370063775015
3.58,31.861655841179296
3.59,31.885913639629138
3.6,31.91014400316738
3.61,31.934347468990477
3.62,31.958524567537395
3.63,31.98267582257751
3.64,32.00680175129755
3.65,32.03090286438757
3.66,32.05497966612603
3.67,32.079032654463944
3.68,32.1030623211082
3.69,32.12706915160393
3.7,32.15105362541621
3.71,32.175016216010775
3.72,32.19895739093405
3.73,32.222877611774514
3.74,32.24677733387394
3.75,32.2706570072105
3.7600000000000002,32.29451707617473
3.77,32.318357979587944
3.7800000000000002,32.342180150774546
3.79,32.3659840176334
3.8000000000000003,32.389770002708524
3.81,32.41353852325891
3.8200000000000003,32.43728999132766
3.83,32.46102481381039
3.84,32.484743392522844
3.85,32.50844612426787
3.86,32.53213340090171
3.87,32.55580560939957
3.88,32.579463131919354
3.89,32.6031063455795
3.9,32.626735622773374
3.91,32.650351331424474
3.92,32.67395383486804
3.93,32.697543491910714
3.94,32.72112065688948
3.95,32.74468567972998
3.96,32.7682389060042
3.97,32.79178067698752
3.98,32.81531132971521
3.99,32.838831197038246
4.0,32.86234060767872
4.01,32.8858398862845
4.0200000000000005,32.9093293534835
4.03,32.93280932593736
4.04,32.95628011631905
4.05,32.97974203310613
4.0600000000000005,33.00319538118289
4.07,33.02664046169334
4.08,33.050077572049815
4.09,33.07350700598148
4.1,33.09692905358225
4.11,33.120344001358184
4.12,33.143752132274365
4.13,33.16715372580129
4.14,33.19054905796075
4.15,33.21393840137123
4.16,33.23732202529285
4.17,33.260700195671824
4.18,33.28407317518456
4.19,33.30744122328067
4.2,33.33080459602616
4.21,33.354163546309955
4.22,33.37751832403871
4.23,33.40086917604468
4.24,33.42421634612558
4.25,33.44756007508412
4.26,33.47090060076702
4.2700000000000005,33.49423815810362
4.28,33.517572979144106
4.29,33.54090529309729
4.3,33.56423532636798
4.3100000000000005,33.587563302594035
4.32,33.61088944268297
4.33,33.634213964848236
4.34,33.65753708464513
4.3500000000000005,33.68085901496333
4.36,33.704179965899606
4.37,33.727500145126385
4.38,33.75081975781003
4.39,33.774139006617226
4.4,33.79745809174761
4.41,33.82077721096583
4.42,33.84409655963349
4.43,33.86741633074054
4.44,33.89073671493646
4.45,33.914057900561076
4.46,33.93738007367506
4.47,33.96070341809011
4.48,33.984028115398864
4.49,34.00735434500445
4.5,34.03068228414966
4.51,34.05401210780329
4.5200000000000005,34.07734398879702
4.53,34.10067809797695
4.54,34.124014604129975
4.55,34.1473536740105
4.5600000000000005,34.170695472366944
4.57,34.19404016196786
4.58,34.21738790362783
4.59,34.24073885623305
4.6000000000000005,34.26409317676662
4.61,34.28745102033363
4.62,34.31081254018593
4.63,34.334177887746655
4.64,34.35754721263453
4.65,34.3809206626879
4.66,34.4042983841521
4.67,34.42768052076572
4.68,34.451067215376895
4.69,34.47445860886102
4.7,34.497854840421766
4.71,34.521256047612454
4.72,34.54466236635722
4.73,34.568073930972105
4.74,34.59149087418583
4.75,34.614913327160515
4.76,34.63834141951218
4.7700000000000005,34.661775279331074
4.78,34.685215033201814
4.79,34.70866080622337
4.8,34.73211272202888
4.8100000000000005,34.755570902805204
4.82,34.77903546916155
4.83,34.802506540269626
4.84,34.825984234025945
4.8500000000000005,34.84946866695058
4.86,34.87295995420549
4.87,34.89645820961278
4.88,34.91996354567261
4.89,34.94347607358108
4.9,34.96699590324783
4.91,34.990523143313496
4.92,35.01405790116699
4.93,35.03760028296257
4.94,35.06115039363673
4.95,35.084708336924926
4.96,35.1082742153781
4.97,35.131848130379055
4.98,35.155430182158575
4.99,35.179020469811434
5.0,35.20261909131218
5.01,35.226226143381496
5.0200000000000005,35.24984172118937
5.03,35.27346591922655
5.04,35.29709883095222
5.05,35.32074054876255
5.0600000000000005,35.344391164004314
5.07,35.368050766988354
5.08,35.391719447002814
5.09,35.415397292326155
5.1000000000000005,35.43908439023997
5.11,35.46278082704159
5.12,35.48648668805649
5.13,35.51020205765047
5.14,35.53392701924164
5.15,35.55766165531221
5.16,35.58140604742002
5.17,35.6051602762099
5.18,35.62892442142487
5.19,35.652698561917
5.2,35.676482775663956
5.21,35.700277139904635
5.22,35.724081730971825
5.23,35.74789662430565
5.24,35.77172189451166
5.25,35.79555761537076
5.26,35.81940385984899
5.2700000000000005,35.84326070010705
5.28,35.867128207509644
5.29,35.89100645263464
5.3,35.914895505282004
5.3100000000000005,35.938795434482515
5.32,35.96270630850634
5.33,35.98662819487135
5.34,36.01056116035123
5.3500000000000005,36.034505270983445
5.36,36.058460592076955
5.37,36.082427188219725
5.38,36.106405123286066
5.39,36.130394460443746
5.4,36.1543952625975
5.41,36.17840759239005
5.42,36.202431511192714
5.43,36.226467079715185
5.44,36.25051435802327
5.45,36.274573405546384
5.46,36.29864428108495
5.47,36.322727042817604
5.48,36.346821748308294
5.49,36.3709284545131
5.5,36.395047217787024
5.51,36.41917809389052
5.5200000000000005,36.44332113799594
5.53,36.4674764046937
5.54,36.49164394799842
5.55,36.5158238213548
5.5600000000000005,36.54001607764341
5.57,36.56422076918621
5.58,36.58843794775203
5.59,36.61266766467504
5.6000000000000005,36.636909971452255
5.61,36.66116491857637
5.62,36.68543255590639
5.63,36.7097129327984
5.64,36.73400609811145
5.65,36.758312100213196
5.66,36.78263098698557
5.67,36.806962805830224
5.68,36.83130760367385
5.69,36.85566542697338
5.7,36.8800363217211
5.71,36.904420333449536
5.72,36.92881750723633
5.73,36.95322788770889
5.74,36.97765151904894
5.75,37.00208844499699
5.76,37.02653870885659
5.7700000000000005,37.05100235349851
5.78,37.07547942136843
5.79,37.099969955010884
5.8,37.124473996534235
5.8100000000000005,37.14899158732899
5.82,37.17352276839366
5.83,37.19806758033935
5.84,37.22262606339428
5.8500000000000005,37.247198257408236
5.86,37.27178420185682
5.87,37.2963839358457
5.88,37.3209974981147
5.89,37.345624927041854
5.9,37.370266260647256
5.91,37.39492153659691
5.92,37.41959079220644
5.93,37.44427406444469
5.94,37.46897138993724
5.95,37.493682804969815
5.96,37.5184083454916
5.97,37.54314804711845
5.98,37.56790194530797
5.99,37.592670075577644
6.0,37.617452472748745
6.01,37.64224917131042
6.0200000000000005,37.66706020545076
6.03,37.691885609060435
6.04,37.71672541573615
6.05,37.741579658784104
6.0600000000000005,37.76644837122334
6.07,37.791331585788996
6.08,37.81622933493553
6.09,37.84114165083983
6.1000000000000005,37.86606856540428
6.11,37.89101011025967
6.12,37.91596631676816
6.13,37.940937216026036
6.140000000000001,37.96592283886648
6.15,37.990923215862225
6.16,38.01593837732812
6.17,38.04096835334736
6.18,38.0660131740856
6.19,38.09107286930257
6.2,38.11614746842253
6.21,38.14123700063559
6.22,38.16634149490042
6.23,38.19146097994705
6.24,38.216595484279466
6.25,38.24174503617823
6.26,38.26690966370304
6.2700000000000005,38.29208939469518
6.28,38.31728425677996
6.29,38.342494277369056
6.3,38.36771948366279
6.3100000000000005,38.39295990265239
6.32,38.41821556112218
6.33,38.44348648565163
6.34,38.468772702617464
6.3500000000000005,38.49407423819562
6.36,38.51939111836319
6.37,38.54472336908415
6.38,38.57007101623589
6.390000000000001,38.59543408530902
6.4,38.6208126016118
6.41,38.6462065902732
6.42,38.67161607624499
6.43,38.69704108430389
6.44,38.72248163905361
6.45,38.74793776492686
6.46,38.773409486187305
6.47,38.798896826931475
6.48,38.82439981109067
6.49,38.849918462432726
6.5,38.875452804563835
6.51,38.90100286093025
6.5200000000000005,38.926568654819945
6.53,38.952150209364305
6.54,38.97774754753964
6.55,39.00336069216879
6.5600000000000005,39.028989668243376
6.57,39.05463449335496
6.58,39.08029519303884
6.59,39.10597178956453
6.6000000000000005,39.131664305068135
6.61,39.15737276155347
6.62,39.183097180893114
6.63,39.208837584829546
6.640000000000001,39.2345939949762
6.65,39.260366432818564
6.66,39.28615491971529
6.67,39.31195947689926
6.68,39.337780125478716
6.69,39.363616886438315
6.7,39.389469780640226
6.71,39.41533882882524
6.72,39.44122405161387
6.73,39.467125469507394
6.74,39.493043102889004
6.75,39.51897697202959
6.76,39.54492709731686
6.7700000000000005,39.57089349896004
6.78,39.5968761969412
6.79,39.62287521113373
6.8,39.648890561303496
6.8100000000000005,39.67492226711006
6.82,39.7009703481079
6.83,39.72703482374755
6.84,39.753115713376836
6.8500000000000005,39.77921303624208
6.86,39.805326811489266
6.87,39.83145705816525
6.88,39.857603795218964
6.890000000000001,39.883767041502615
6.9,39.909946815772855
6.91,39.93614313669201
6.92,39.96235602282926
6.93,39.98858549266185
6.94,40.01483156457625
6.95,40.04109425686939
6.96,40.067373587749856
6.97,40.09366957533905
6.98,40.11998223767244
6.99,40.14631159274138
7.0,40.17265765879879
7.01,40.199020453788265
7.0200000000000005,40.22539999549681
7.03,40.25179630163687
7.04,40.27820938984765
7.05,40.30463927769648
7.0600000000000005,40.331085982680094
7.07,40.35754952222604
7.08,40.384029913693965
7.09,40.41052717437699
7.1000000000000005,40.437041321503024
7.11,40.463572372236115
7.12,40.49012034367779
7.13,40.516685252868385
7.140000000000001,40.54326711678839
7.15,40.56986595235979
7.16,40.5964817764474
7.17,40.62311460586019
7.18,40.64976445735265
7.19,40.676431347626135
7.2,40.70311529333014
7.21,40.72981631106373
7.22,40.7565344173768
7.23,40.783269628609254
7.24,40.81002196061278
7.25,40.83679142963261
7.26,40.863578051905066
7.2700000000000005,40.89038184361562
7.28,40.91720282090008
7.29,40.94404099984566
7.3,40.970896396492144
7.3100000000000005,40.99776902683295
7.32,41.024658906816285
7.33,41.05156605234628
7.34,41.07849047928408
7.3500000000000005,41.10543220344897
7.36,41.132391240619505
7.37,41.15936760653462
7.38,41.18636131689477
7.390000000000001,41.213372387363016
7.4,41.24040083356618
7.41,41.267446671095925
7.42,41.294509915509934
7.43,41.321590582332966
7.44,41.34868868705803
7.45,41.375804245147464
7.46,41.402937272034066
7.47,41.430087782697896
7.48,41.45725579179943
7.49,41.484441314514704
7.5,41.51164436598853
7.51,41.538864961330255
7.5200000000000005,41.56610311561461
7.53,41.593358843882505
7.54,41.62063216114187
7.55,41.647923082368465
7.5600000000000005,41.675231622506715
7.57,41.7025577964705
7.58,41.72990161914402
7.59,41.75726310538258
7.6000000000000005,41.78464227001343
7.61,41.81203912783657
7.62,41.83945369362559
7.63,41.8668859821285
7.640000000000001,41.894336008068514
7.65,41.92180378614488
7.66,41.94928933103374
7.67,41.976792657388906
7.68,42.004313779842704
7.69,42.031852713006806
7.7,42.05940947146618
7.71,42.08698406936552
7.72,42.114576520929354
7.73,42.142186840583626
7.74,42.16981504273044
7.75,42.19746114174868
7.76,42.225125151994646
7.7700000000000005,42.25280708780268
7.78,42.280506963485784
7.79,42.30822479333627
7.8,42.335960591626396
7.8100000000000005,42.363714372608946
7.82,42.391486150517906
7.83,42.41927593956906
7.84,42.447083753960655
7.8500000000000005,42.474909607874
7.86,42.50275351547408
7.87,42.53061549091026
7.88,42.55849554831681
7.890000000000001,42.58639370181361
7.9,42.61430996550675
7.91,42.642244353489154
7.92,42.670196879841214
7.930000000000001,42.69816755863145
7.94,42.72615640387163
7.95,42.75416342913783
7.96,42.78218864826521
7.97,42.81023207517852
7.98,42.83829372378711
7.99,42.86637360798541
8.0,42.894471741653334
8.01,42.92258813865677
8.02,42.95072281284802
8.03,42.978875778066275
8.040000000000001,43.00704704813802
8.05,43.035236636877535
8.06,43.06344455808733
8.07,43.09167082555861
8.08,43.11991545307171
8.09,43.14817845439656
8.1,43.17645984329314
8.11,43.204759633511934
8.120000000000001,43.23307783879439
8.13,43.261414472873334
8.14,43.28976954947349
8.15,43.31814308231189
8.16,43.346535085098324
8.17,43.374945571535825
8.18,43.40337455522079
8.19,43.43182204945032
8.2,43.460288067808456
8.21,43.488772623901774
8.22,43.51727573132814
8.23,43.545797403677106
8.24,43.57433765453023
8.25,43.602896497461444
8.26,43.631473946037424
8.27,43.66007001381792
8.28,43.688684714356164
8.290000000000001,43.71731806119917
8.3,43.7459700678881
8.31,43.77464074795867
8.32,43.80333011494145
8.33,43.832038182362254
8.34,43.8607649637425
8.35,43.889510472599525
8.36,43.918274722446995
8.370000000000001,43.94705772679524
8.38,43.975859499151596
8.39,44.00468005302079
8.4,44.03351940190529
8.41,44.06237755930563
8.42,44.091254538720825
8.43,44.12015035364868
8.44,44.14906501758617
8.45,44.17799854395969
8.46,44.20695094580777
8.47,44.23592223647721
8.48,44.26491242938033
8.49,44.29392153792558
8.5,44.32294957551774
8.51,44.35199655555824
8.52,44.38106249144533
8.53,44.41014739657435
8.540000000000001,44.439251284338035
8.55,44.46837416812664
8.56,44.49751606132829
8.57,44.526676977329195
8.58,44.55585692951387
8.59,44.58505593126541
8.6,44.61427399596571
8.61,44.64351113699575
8.620000000000001,44.6727673677358
8.63,44.702042701565674
8.64,44.73133715186499
8.65,44.76065073201342
8.66,44.78998345539089
8.67,44.819335335377886
8.68,44.84870638535566
8.69,44.8780966187065
8.700000000000001,44.90750604881394
8.71,44.936934689063044
8.72,44.96638255281944
8.73,44.99584965321279
8.74,45.02533600352024
8.75,45.05484161708552
8.76,45.084366507252255
8.77,45.113910687364125
8.78,45.14347417076507
8.790000000000001,45.173056970799436
8.8,45.20265910081219
8.81,45.23228057414907
8.82,45.2619214041568
8.83,45.29158160418322
8.84,45.321261187577505
8.85,45.350960167690324
8.86,45.38067855787403
8.870000000000001,45.41041637148283
8.88,45.440173621872965
8.89,45.46995032240291
8.9,45.499746486433516
8.91,45.52956212732822
8.92,45.5593972584532
8.93,45.5892518931776
8.94,45.619126044873624
8.950000000000001,45.64901972691682
8.96,45.67893295268617
8.97,45.70886573556431
8.98,45.738818088937734
8.99,45.768790026191056
9.0,45.79878156054068
9.01,45.82879270527541
9.02,45.858823473761255
9.03,45.888873879366805
9.040000000000001,45.918943935463346
9.05,45.94903365542498
9.06,45.97914305262875
9.07,46.009272140454804
9.08,46.03942093228649
9.09,46.06958944151048
9.1,46.09977768151693
9.11,46.129985665699586
9.120000000000001,46.16021340745591
9.13,46.19046092018723
9.14,46.22072821729884
9.15,46.25101531220017
9.16,46.28132221830485
9.17,46.31164894903093
9.18,46.34199551780091
9.19,46.37236193804195
9.200000000000001,46.402748223185945
9.21,46.43315438666967
9.22,46.46358044193492
9.23,46.49402640242865
9.24,46.52449228160306
9.25,46.554978092915746
9.26,46.585483849829295
9.27,46.61600956569287
9.28,46.64655525387082
9.290000000000001,46.67712092781396
9.3,46.70770660097742
9.31,46.73831228682076
9.32,46.76893799880805
9.33,46.79958375040795
9.34,46.8302495550938
9.35,46.860935426343715
9.36,46.891641377640674
9.370000000000001,46.92236742247261
9.38,46.95311357433247
9.39,46.98387984671836
9.4,47.014666253133576
9.41,47.045472807086746
9.42,47.07629952209186
9.43,47.10714641166842
9.44,47.138013489341475
9.450000000000001,47.16890076864176
9.46,47.19980826310572
9.47,47.23073598627568
9.48,47.26168395169986
9.49,47.292652172932506
9.5,47.32364066353397
9.51,47.3546494370708
9.52,47.385678507115806
9.53,47.41672788724818
9.540000000000001,47.44779759785256
9.55,47.47888763753632
9.56,47.509998028119774
9.57,47.54112878317091
9.58,47.57227991626513
9.59,47.60345144098532
9.6,47.634643370921786
9.61,47.66585571967231
9.620000000000001,47.69708850084213
9.63,47.72834172804391
9.64,47.75961541489779
9.65,47.79090957503136
9.66,47.82222422207965
9.67,47.85355936968515
9.68,47.88491503149782
9.69,47.916291221175044
9.700000000000001,47.94768795238168
9.71,47.97910523879001
9.72,48.01054309407981
9.73,48.042001531938276
9.74,48.07348056606006
9.75,48.104980210147296
9.76,48.136500477909536
9.77,48.16804138306379
9.78,48.19960293933454
9.790000000000001,48.231185160453705
9.8,48.26278806016066
9.81,48.2944116521619
9.82,48.326055950120995
9.83,48.3577209677859
9.84,48.38940671891434
9.85,48.42111321727119
9.86,48.45284047662848
9.870000000000001,48.48458851076537
9.88,48.516357333468164
9.89,48.54814695853031
9.9,48.57995739975242
9.91,48.61178867094224
9.92,48.64364078591464
9.93,48.67551375849166
9.94,48.707407602502485
9.950000000000001,48.739322331783434
9.96,48.77125796017796
9.97,48.80321450153669
9.98,48.835191969717364
9.99,48.867190378584894
