t,Ca_i,Ca_SR,z_1,z_2,z_3,TRPN
0.38,0.0002108729078169858,0.6741913055737714,0.930810241094224,0.010640315835992637,0.058481980508489705,0.06358252905157089
0.39,0.00021369081846480667,0.6735456041232528,0.9293552905273165,0.010688255755817137,0.05988674321138712,0.06357969773956477
0.4,0.00021650325417889627,0.6729015661722947,0.9279035273634448,0.010736113701491409,0.06128834848958229,0.06357679622637122
0.41000000000000003,0.00021931019144906056,0.6722591874314183,0.9264549396322412,0.010783891810387686,0.06268680639635199,0.06357382469185618
0.42,0.00022211160604800674,0.6716184638239486,0.9250095148706896,0.01083159251610556,0.06408212720864213,0.06357078331158988
0.43,0.00022490747517011833,0.6709793910021226,0.9235672413480993,0.01087921782051795,0.06547432086645992,0.063567672266991
0.44,0.00022769777646341043,0.6703419645661064,0.9221281075116619,0.010926769623255018,0.0668633972266141,0.06356449174073525
0.45,0.00023048248795911507,0.6697061800799267,0.9206921019461215,0.01097424974567054,0.06824936608117188,0.06356124191642139
0.46,0.0002332615880716812,0.6690720330714705,0.9192592133737748,0.011021659930841905,0.06963223715745886,0.06355792297857124
0.47000000000000003,0.00023603505559877482,0.6684395190324853,0.9178294306544713,0.011069001843570124,0.0710120201180591,0.0635545351126297
0.48,0.00023880286972127873,0.6678086334185792,0.916402742785613,0.011116277070379814,0.07238872456081505,0.06355107850496469
0.49,0.00024156501000329275,0.6671793716492205,0.9149791389021542,0.011163487119519215,0.07376236001882765,0.06354755334286723
0.5,0.00024432145639213365,0.6665517291077379,0.9135586082766023,0.011210633420960181,0.0751329359604562,0.06354395981455134
0.51,0.00024707218886527247,0.6659257012164959,0.9121411401338013,0.011257717443700702,0.07650046186662264,0.0635402981077445
0.52,0.0002498171860992618,0.6653012837203094,0.9107267229526554,0.011304741138004466,0.0778649475222544,0.0635365684043732
0.53,0.00025255642824617536,0.6646784720952782,0.9093153459226411,0.011351706012948387,0.07922640240837361,0.06353277089164808
0.54,0.0002552898959950051,0.6640572617486353,0.9079069984514183,0.011398613448266905,0.08058483590760757,0.0635289057583165
0.55,0.000258017570353208,0.6634376480652618,0.9065016700502314,0.01144546476693137,0.08194025735201953,0.06352497319379037
0.56,0.0002607394326467065,0.6628196264076862,0.9050993503339086,0.01149226123515005,0.08329267602310879,0.06352097338814612
0.5700000000000001,0.000263455464519888,0.6622031921160845,0.9037000290208623,0.011539004062368127,0.0846421011518107,0.06351690653212472
0.58,0.0002661656479356053,0.66158834050828,0.9023036959330887,0.011585694401267695,0.08598854191849661,0.06351277281713165
0.59,0.0002688699651751763,0.6609750668797439,0.9009103409961682,0.01163233334776777,0.08733200745297395,0.06350857243523694
0.6,0.0002715683988383843,0.660363366503595,0.899519954239265,0.011678921941024276,0.08867250683448612,0.06350430557917514
0.61,0.00027426093179591817,0.6597532346508254,0.8981325257613488,0.011725461189446318,0.09001004910146466,0.06349997244209067
0.62,0.00027694754672817504,0.6591446667864425,0.896748045403628,0.011771952322983987,0.09134464334609838,0.0634955732150685
0.63,0.0002796282268646161,0.6585376582550305,0.8953665032746779,0.011818396388680374,0.0926762985627275,0.06349110809109278
0.64,0.0002823029558527015,0.6579322043364909,0.8939878896573521,0.011864794322367842,0.09400502367471883,0.06348657726434512
0.65,0.00028497171763958233,0.6573283002963572,0.8926121949247534,0.011911147013385668,0.09533082755872485,0.06348198092957115
0.66,0.0002876344964721007,0.656725941385795,0.8912394095402346,0.011957455304580034,0.09665371904468377,0.06347731928208052
0.67,0.00029029127689679,0.6561251228416014,0.889869524057398,0.012003719992304028,0.09797370691581944,0.06347259251774685
0.68,0.00029294204375987417,0.6555258398862058,0.8885025291200955,0.012049941826417653,0.09929079990864147,0.06346780083300783
0.6900000000000001,0.0002955867822072687,0.6549280877276694,0.887138415462429,0.01209612151028781,0.10060500671294512,0.0634629444248651
0.7000000000000001,0.0002982254776845797,0.6543318615596854,0.8857771739087494,0.012142259700788315,0.10191633597181135,0.06345802349088431
0.71,0.00030085811774090983,0.6537371559639821,0.8844187964055733,0.012188356210223098,0.10322479599136672,0.063453038236936
0.72,0.0003034846834478879,0.6531439677531796,0.8830632711126075,0.01223441380289624,0.10453039612149878,0.0634479888403712
0.73,0.0003061051635136843,0.6525522912948475,0.8817105904770507,0.012280431950497724,0.1058331444848496,0.06344287551059026
0.74,0.00030871954423435745,0.6519621218406018,0.8803607454849915,0.012326411278036431,0.10713304959368784,0.06343769844592015
0.75,0.000311327812200757,0.6513734546293134,0.8790137272099657,0.012372352366195903,0.10843011991435626,0.06343245784523079
0.76,0.0003139299542963023,0.6507862848878447,0.8776695268116841,0.012418255752317416,0.10972436386762917,0.06342715390792557
0.77,0.0003165259576947604,0.6502006078317856,0.8763281355347624,0.012464121931383056,0.11101578982906997,0.06342178683393178
0.78,0.00031911580985802393,0.6496164186661889,0.8749895447074496,0.012509951356998795,0.11230440612938866,0.0634163568236911
0.79,0.0003216994985338892,0.6490337125863078,0.8736537457403569,0.012555744442377567,0.1135902210547994,0.06341086407815003
0.8,0.0003242770117538345,0.6484524847783308,0.872320730125187,0.012601501561322344,0.11487324284737797,0.06340530879875039
0.81,0.0003268483378301419,0.6478727304202898,0.8709904894331556,0.012647223049441944,0.1161534797055082,0.06339969118741734
0.8200000000000001,0.0003294134647015939,0.6472944448532729,0.86966301500915,0.012692909436525677,0.11743093987258216,0.06339401144414185
0.8300000000000001,0.00033197238049487865,0.6467176234348083,0.8683382982337138,0.012738561247522847,0.1187056315609986,0.0633882697690525
0.84,0.0003345250740904768,0.6461422613910784,0.8670163307871257,0.012784178801932312,0.11997756287555425,0.06338246636450391
0.85,0.0003370715346191523,0.6455683539487088,0.8656971044139896,0.012829762392667645,0.12124674188171483,0.06337660143321601
0.86,0.00033961175145896994,0.6449958963357034,0.864380610921608,0.012875312287309825,0.12251317660607537,0.0633706751782617
0.87,0.0003421457142323142,0.6444248837823792,0.8630668421783564,0.012920828729359984,0.12377687503682079,0.06336468780305454
0.88,0.0003446734128029071,0.6438553115223009,0.8617557901120569,0.012966311939492117,0.12503784512418634,0.06335863951133636
0.89,0.00034719483727282615,0.6432871747932162,0.8604474467083524,0.013011762116805811,0.12629609478091808,0.06335253050716497
0.9,0.0003497099779795231,0.6427204688379897,0.8591418040090802,0.01305717944007896,0.12755163188273327,0.06334636099490178
0.91,0.0003522188254928418,0.6421551889055387,0.8578388541106468,0.013102564069020488,0.128804464268781,0.06334013117919945
0.92,0.0003547213706120361,0.6415913302517672,0.8565385891624004,0.013147916145523079,0.13005459974210246,0.06333384126498963
0.93,0.00035721760436278844,0.641028888140501,0.8552410013650066,0.013193235794915893,0.13130204607009152,0.06332749145747052
0.9400000000000001,0.00035970751799422804,0.6404678578444223,0.8539460829688209,0.013238523127217284,0.13254681098495522,0.06332108196209454
0.9500000000000001,0.0003621911029759486,0.639908234646005,0.8526538262722635,0.013283778238387535,0.1337889021841742,0.0633146129845561
0.96,0.0003646683509950271,0.6393500138384488,0.8513642236201928,0.013329001211581563,0.13502832733096312,0.06330808473077908
0.97,0.0003671392539530415,0.6387931907266144,0.8500772674022798,0.01337419211840166,0.1362650940547312,0.06330149740690465
0.98,0.000369603803963089,0.6382377606279582,0.8487929500513816,0.013419351020150199,0.1374992099515427,0.06329485121927883
0.99,0.00037206199334680447,0.6376837188734672,0.8475112640419156,0.013464477969082365,0.13873068258457724,0.0632881463744402
1.0,0.00037451381447958223,0.6371310607731604,0.8462322019182212,0.013509572973021165,0.1399595194868528,0.06328138307890059
1.01,0.0003769592597640717,0.6365797816115335,0.8449557562975814,0.013554635990932717,0.14118572816203662,0.06327456153910059
1.02,0.0003793983220308576,0.6360298767427177,0.8436819197888503,0.013599667031607322,0.14240931607888965,0.06326768196194771
1.03,0.00038183099430471603,0.6354813415375494,0.8424106850364167,0.013644666099215202,0.14363029067516622,0.06326074455448927
1.04,0.0003842572697958148,0.6349341713831466,0.8411420447197262,0.01368963319315494,0.14484865935816127,0.06325374952389227
1.05,0.0003866771418964579,0.6343883616837798,0.83987599155171,0.013734568309240242,0.14606442950517476,0.06324669707743054
1.06,0.0003890906041778305,0.6338439078617435,0.8386125182772122,0.013779471440886667,0.1472776084639764,0.06323958742247211
1.07,0.000391497650386744,0.6333008053582266,0.8373516176714181,0.013824342580298387,0.14848820355327,0.06323242076646649
1.08,0.00039389827444238034,0.6327590496341838,0.8360932825382819,0.01386918171965492,0.1496962220631582,0.06322519731693188
1.09,0.00039629247043303727,0.6322186361712062,0.8348375057089551,0.01391398885229789,0.15090167125560677,0.06321791728144259
1.1,0.0003986802326128731,0.6316795604723927,0.8335842800402141,0.013958763973917768,0.15210455836490946,0.06321058086761619
1.11,0.00040106155539865114,0.6311418180632206,0.8323335984128882,0.014003507083740615,0.15330489059815228,0.06320318828310088
1.12,0.0004034364333664853,0.6306054044924166,0.8310854537302879,0.014048218185714834,0.15450267513567809,0.06319573973556275
1.1300000000000001,0.000405804861248584,0.6300703153328283,0.8298398389166318,0.014092897289697913,0.15569791913155132,0.06318823543267307
1.1400000000000001,0.0004081668339299958,0.6295365461822945,0.8285967469154762,0.014137544412643178,0.15689062971402226,0.06318067558209557
1.1500000000000001,0.00041052234644535366,0.6290040926645164,0.8273561706881418,0.014182159579786531,0.15808081398599177,0.06317306039147375
1.16,0.00041287139397562,0.6284729504299289,0.8261181032121419,0.0142267428258332,0.15926847902547575,0.06316539006841808
1.17,0.00041521397184483177,0.6279431151565712,0.8248825374796106,0.014271294196144492,0.1604536318860698,0.06315766482049343
1.18,0.00041755007582646277,0.6274145824260122,0.8236494666969859,0.014315813585105835,0.16163627954733184,0.06314988485650941
1.19,0.0004198797028214656,0.6268873474492865,0.8224188847262884,0.01436030037904041,0.16281642880504502,0.06314205038937515
1.2,0.00042220284908964223,0.6263614057801766,0.8211907849360358,0.014404754385752193,0.16399408655723693,0.0631341616286564
1.21,0.00042451951097628477,0.6258367530215373,0.8199651606741112,0.014449175451882899,0.1651692596865812,0.06312621878363475
1.22,0.0004268296850038355,0.625313384787863,0.8187420053278879,0.014493563414185534,0.1663419550455092,0.06311822206369451
1.23,0.00042913336787077047,0.6247912967052963,0.8175213123240469,0.014537918099586426,0.16751217945632865,0.06311017167831895
1.24,0.0004314305564504833,0.6242704844116351,0.8163030751283952,0.014582239325247272,0.16867993971134215,0.06310206783708655
1.25,0.0004337212477901686,0.6237509435563412,0.8150872872456844,0.014626526898627173,0.16984524257296588,0.06309391074966739
1.26,0.0004360054391097058,0.6232326698005478,0.8138739422194282,0.014670780617544675,0.171008094773848,0.06308570062581935
1.27,0.00043828312780054215,0.6227156588170675,0.8126630336317213,0.014715000270239807,0.17216850301698752,0.06307743767538443
1.28,0.0004405543114245771,0.6221999062904001,0.8114545551030569,0.014759185635436125,0.17332647397585257,0.06306912210828504
1.29,0.0004428189877130452,0.6216854079167405,0.8102485002921452,0.014803336482402748,0.1744820142944993,0.06306075413452027
1.3,0.0004450771545654001,0.6211721594039871,0.8090448628957319,0.014847452571016394,0.17563513058769023,0.0630523339641622
1.31,0.0004473288100481979,0.6206601564717485,0.8078436366484155,0.014891533651823427,0.17678582944101293,0.06304386180735218
1.32,0.0004495739522708714,0.6201493949005669,0.8066448152326389,0.014935579536132471,0.17793411743608456,0.06303533787360403
1.33,0.00045181257920798426,0.6196398706025332,0.8054483921496279,0.0149795901965515,0.1790800011866619,0.06302676237080587
1.34,0.00045404468925661805,0.6191315793980305,0.8042543611267258,0.015023565449346674,0.18022348722495438,0.0630181355083608
1.35,0.0004562702809816355,0.6186245171171277,0.803062715932155,0.015067505098775679,0.18136458205342265,0.06300945749575532
1.36,0.0004584893530928611,0.6181186796082635,0.8018734503590003,0.015111408949495359,0.1825032921493195,0.06300072854243338
1.37,0.00046070190444326333,0.6176140627385346,0.8006865582245147,0.015155276807022786,0.18363962396495134,0.06299194885778879
1.3800000000000001,0.0004629079340271368,0.6171106623939844,0.7995020333694263,0.015199108478196346,0.18477358392793986,0.06298311865115747
1.3900000000000001,0.00046510744097828425,0.6166084744798906,0.798319869657244,0.015242903771636809,0.18590517844148335,0.06297423813180987
1.4000000000000001,0.00046730042456819866,0.6161074949210544,0.7971400609735643,0.01528666249820841,0.1870344138846185,0.06296530750894327
1.41,0.00046948688420424544,0.6156077196620882,0.7959626012253773,0.01533038447147993,0.18816129661248165,0.06295632699167415
1.42,0.0004716668194278444,0.6151091446677037,0.7947874843403733,0.01537406950818578,0.18928583295657064,0.06294729678903048
1.43,0.000473840229912652,0.6146117659230014,0.793614704266249,0.015417717428687062,0.19040802922500602,0.06293821710994407
1.44,0.0004760071154627432,0.6141155794337573,0.7924442549700139,0.015461328057432666,0.19152789170279277,0.06292908816324295
1.45,0.00047816747601079387,0.6136205812267125,0.7912761304372963,0.015504901223420338,0.19264542665208179,0.06291991015764369
1.46,0.0004803213117478279,0.6131267672995747,0.7901103247519763,0.015548436695280082,0.1937606402929789,0.06291068330227725
1.47,0.0004824686232302784,0.6126341335796919,0.7889468321619665,0.015591934127630712,0.19487353878770813,0.06290140780712307
1.48,0.0004846094109066498,0.6121426761045619,0.7877856467906363,0.015635393295849974,0.19598412831058967,0.06289208388108888
1.49,0.0004867436753491249,0.6116523909329025,0.7866267627786342,0.01567881398054126,0.1970924150137883,0.06288271173294988
1.5,0.0004888714172642702,0.6111632741401531,0.7854701742908391,0.015722195961771886,0.19819840502572356,0.06287329157139174
1.51,0.0004909926374918458,0.6106753218185235,0.784315875516051,0.015765539019221935,0.19930210445123817,0.06286382360500563
1.52,0.0004931073370036163,0.610188530077041,0.7831638606666804,0.015808842932333065,0.20040351937176684,0.06285430804228298
1.53,0.0004952155169021613,0.6097028950415997,0.7820141239784386,0.015852107480457338,0.20150265584550478,0.06284474509161046
1.54,0.0004973171784196854,0.6092184128550077,0.7808666597100279,0.01589533244300604,0.20259951990757635,0.0628351349612648
1.55,0.0004994123229168293,0.6087350796770357,0.7797214621428308,0.015938517599598488,0.20369411757020367,0.06282547785940773
1.56,0.00050150095188148,0.6082528916844651,0.7785785255806009,0.015981662730210885,0.20478645482287527,0.06281577399408081
1.57,0.000503583066927581,0.607771845071136,0.7774378443491522,0.016024767615325102,0.20587653763251468,0.06280602357320036
1.58,0.0005056586697939433,0.6072919360479957,0.7762994127960494,0.016067832036077524,0.2069643719436491,0.06279622680455238
1.59,0.0005077277623430555,0.6068131608431461,0.775163225290298,0.016110855774407865,0.20804996367857803,0.06278638389578732
1.6,0.0005097903465904665,0.6063355156933434,0.774029276232273,0.016153838605214715,0.20913331873497,0.06277649505445744
1.61,0.0005118464247138671,0.6058589968411744,0.7728975600568493,0.016196780293818828,0.2102144429851674,0.06276656048802591
1.62,0.0005138959989665788,0.6053836005589627,0.7717680712045155,0.016239680618420058,0.21129334228353233,0.06275658040374339
1.6300000000000001,0.0005159390717223731,0.6049093231359514,0.7706408041364737,0.016282539358216663,0.2123700224627448,0.06274655500870681
1.6400000000000001,0.0005179756454756958,0.6044361608779565,0.7695157533348022,0.016325356293184632,0.21344448933385265,0.06273648450985607
1.6500000000000001,0.0005200057228406012,0.6039641101073795,0.7683929133021872,0.016368131204194072,0.21451674868642956,0.06272636911396923
1.6600000000000001,0.0005220293065496864,0.6034931671632219,0.7672722785616549,0.0164108638731256,0.2155868062887334,0.06271620902765743
1.67,0.0005240463994530263,0.6030233284010975,0.7661538436563025,0.016453554082986724,0.21665466788786422,0.06270600445736009
1.68,0.0005260570045171084,0.6025545901932466,0.7650376031490294,0.016496201618028228,0.2177203392099227,0.06269575560933988
1.69,0.0005280611248237661,0.6020869489285495,0.7639235516222695,0.016538806263860555,0.21878382596016813,0.06268546268967777
1.7,0.0005300587635691146,0.6016204010125394,0.7628116836777226,0.016581367807570194,0.2198451338231766,0.06267512590426819
1.71,0.0005320499240624849,0.6011549428674162,0.7617019939360851,0.016623886037836072,0.22090426846299935,0.06266474545881397
1.72,0.0005340346097253578,0.60069057093206,0.7605944770367825,0.016666360745045933,0.22196123552332078,0.06265432155882143
1.73,0.0005360128240902997,0.6002272816620443,0.7594891276377008,0.01670879172141272,0.2230160406276167,0.06264385440959551
1.74,0.0005379845708395003,0.5997650715182479,0.7583859404327628,0.016751178747563055,0.22406868937424326,0.0626333442163879
1.75,0.0005399498538009715,0.599303936967656,0.7572849101504262,0.016793521593588483,0.22511918733694533,0.06262279118438152
1.76,0.0005419086768634922,0.5988438745075537,0.7561860315155724,0.016835820047850298,0.22616754007576526,0.06261219551836082
1.77,0.0005438610440252091,0.5983848806512405,0.7550892992716149,0.016878073900131317,0.2272137531308438,0.06260155742289894
1.78,0.000545806959393313,0.5979269519278309,0.7539947081805668,0.016920282941498943,0.22825783202248343,0.06259087710235554
1.79,0.0005477464271831106,0.5974700848822272,0.7529022530228329,0.016962446964374406,0.22929978225128883,0.06258015476087246
1.8,0.0005496794517170986,0.5970142760750944,0.7518119285970045,0.01700456576260194,0.23033960929830738,0.06256939060236931
1.81,0.0005516060374240351,0.5965595220828327,0.7507237297196533,0.017046639131518007,0.23137731862516975,0.06255858483053901
1.82,0.0005535261888380128,0.5961058194975518,0.7496376512251243,0.017088666868020488,0.2324129156742303,0.06254773764884347
1.83,0.0005554399105975315,0.5956531649270446,0.7485536879653301,0.017130648770637896,0.23344640586870766,0.06253684926050912
1.84,0.0005573472074445714,0.5952015549947606,0.7474718348095447,0.017172584639598587,0.2344777946128252,0.06252591986852249
1.85,0.0005592480842236644,0.5947509863397796,0.7463920866441972,0.01721447427689995,0.2355070872919515,0.06251494967562585
1.86,0.0005611425458809684,0.5943014556167858,0.7453144383726656,0.01725631748637762,0.236534289272741,0.06250393888431278
1.87,0.0005630305974633385,0.5938529594960411,0.7442388849150706,0.01729811407377468,0.23755940590327432,0.062492887696823804
1.8800000000000001,0.0005649122441479847,0.5934054946556019,0.7431654212231145,0.01733986383664021,0.23858244250776162,0.06248179631529484
1.8900000000000001,0.0005667874912290676,0.5929590577844569,0.7420940422737381,0.017381566568547467,0.23960340438890082,0.06247066494169049
1.9000000000000001,0.0005686563440694559,0.5925136455945019,0.7410247430456371,0.017423222074897875,0.2406222968364306,0.06245949377756297
1.9100000000000001,0.0005705188081310392,0.5920692548125897,0.7399575185344253,0.01746483016260119,0.24163912512171656,0.062448283024203924
1.92,0.000572374888973977,0.5916258821804589,0.738892363752514,0.01750639064008614,0.24265389449786035,0.06243703288264094
1.93,0.000574224592255864,0.5911835244546841,0.7378292737289521,0.017547903317338805,0.2436666101998238,0.06242574355363356
1.94,0.0005760679237308954,0.5907421784066269,0.7367682435092653,0.017589368005941054,0.244677277444553,0.06241441523766936
1.95,0.0005779048892490321,0.5903018408223849,0.7357092681552951,0.017630784519108943,0.24568590143110225,0.06240304813495999
1.96,0.0005797354947551663,0.5898625085027426,0.7346523427450387,0.017672152671731136,0.2466924873407582,0.06239164244543728
1.97,0.0005815597462882858,0.5894241782631215,0.7335974623724874,0.017713472280407316,0.24769704033716372,0.06238019836874923
1.98,0.0005833776499806404,0.5889868469335305,0.7325446221474667,0.017754743163486603,0.24869956556644224,0.062368716104256094
1.99,0.0005851892120569064,0.5885505113585153,0.7314938171954758,0.017795965141105957,0.2497000681573215,0.06235719585102644
2.0,0.0005869944388333522,0.5881151683971096,0.7304450426575259,0.0178371380352286,0.2506985532212578,0.06234563780783322
2.0100000000000002,0.0005887933367170082,0.587680814922784,0.7293982936899828,0.017878261669681005,0.25169502585255893,0.06233404217314982
2.02,0.0005905859122501702,0.5872474478144322,0.7283535654871853,0.017919335856567742,0.2526894911186357,0.06232240914546432
2.0300000000000002,0.0005923721720721916,0.586815063963711,0.7273108532625069,0.017960360407539993,0.2536819540682642,0.062310738923013274
2.04,0.0005941521228727668,0.5863836602840604,0.7262701522251428,0.018001335147621044,0.25467241974170063,0.06229903170345576
2.05,0.000595925771430085,0.5859532337029463,0.7252314575995383,0.01804225990352897,0.2556608931623152,0.06228728768414305
2.06,0.0005976931246100263,0.5855237811618044,0.7241947646252437,0.01808313450370592,0.2566473793367103,0.06227550706211491
2.07,0.0005994541893653568,0.5850952996159842,0.7231600685567684,0.018123958778347406,0.25763188325483677,0.062263690034095834
2.08,0.0006012089727349244,0.5846677860346937,0.7221273646634356,0.018164732559431587,0.25861440989011264,0.06225183679649133
2.09,0.0006029574818428548,0.5842412374009434,0.7210966482292375,0.018205455680748547,0.2595949641995394,0.062239947545384186
2.1,0.0006046997238977468,0.5838156507114901,0.7200679145526887,0.01824612797792959,0.2605735511238204,0.062228022476530746
2.11,0.0006064357061918678,0.5833910229767817,0.7190411589466822,0.01828674928847651,0.26155017558747745,0.062216061785357164
2.12,0.0006081654361003502,0.5829673512209009,0.7180163767383426,0.018327319451790905,0.26252484249896885,0.062204065666955695
2.13,0.0006098889210803857,0.5825446324815098,0.716993563268882,0.01836783830920342,0.2634975567508065,0.06219203431608094
2.14,0.0006116061686704225,0.5821228638097937,0.7159727138934531,0.018408305704003064,0.2644683232196735,0.06217996792714613
2.15,0.0006133171864893595,0.5817020422704055,0.7149538239810054,0.018448721481466483,0.2654371467665414,0.062167866694219406
2.16,0.000615021982235743,0.5812821649414098,0.7139368889141385,0.018489085488887242,0.2664040322367878,0.06215573081102005
2.17,0.0006167205636869619,0.5808632289142275,0.7129219040889574,0.018529397575605115,0.2673689844603139,0.062143560470914794
2.18,0.0006184129386984432,0.5804452312935792,0.7119088649149267,0.01856965759303537,0.2683320082516613,0.062131355866914074
2.19,0.0006200991152028481,0.5800281691974299,0.7108977668147253,0.01860986539469805,0.2692931084101304,0.0621191171916683
2.2,0.0006217791012092668,0.5796120397569334,0.7098886052241012,0.018650020836247255,0.2702522897198969,0.06210684463746412
2.21,0.0006234529048024152,0.5791968401163762,0.708881375591726,0.018690123775500438,0.2712095569501298,0.0620945383962207
2.22,0.0006251205341418299,0.5787825674331212,0.7078760733790489,0.01873017407246768,0.27216491485510885,0.062082198659485985
2.23,0.0006267819974610638,0.5783692188775529,0.7068726940601523,0.018770171589380966,0.2731183681743414,0.062069825618432974
2.24,0.000628437303123136,0.5779567916243993,0.705871233151059,0.018810116174701765,0.27406992161840604,0.062057419464339514
2.25,0.0006300864596753117,0.5775452828441574,0.704871686238691,0.018850007647318975,0.2750195798549648,0.06204498038906238
2.2600000000000002,0.000631729475613271,0.5771346897390579,0.7038740488576667,0.018889845863516944,0.2759673475685194,0.06203250858301331
2.27,0.0006333663594983335,0.5767250095249201,0.7028783165519545,0.018929630683388488,0.27691322943057856,0.06202000423616982
2.2800000000000002,0.0006349971199645131,0.5763162394298916,0.7018844848788415,0.018969361968625854,0.27785723009778096,0.062007467538139044
2.29,0.0006366217657177886,0.575908376694381,0.7008925494088281,0.019009039582528735,0.2787993542119939,0.061994898678154615
2.3000000000000003,0.0006382403055353736,0.5755014185709906,0.6999025057255204,0.019048663390012297,0.27973960640041184,0.0619822978450736
2.31,0.0006398527482649866,0.5750953623244494,0.6989143494255255,0.019088233257615175,0.2806779912756545,0.06196966522737339
2.32,0.0006414591028241225,0.5746902052315455,0.6979280761183438,0.019127749053507507,0.281614513435866,0.061957001013148646
2.33,0.0006430593781993217,0.574285944581059,0.6969436814262634,0.01916721064749895,0.2825491774648128,0.06194430539010816
2.34,0.0006446535834454402,0.573882577673695,0.6959611609842535,0.019206617911046688,0.2834819879319821,0.06193157854557182
