t,Vm_SM,Ca_i,d_Ltype_SM,f_Ltype_SM,f_ca_Ltype_SM,d_LVA_SM,f_LVA_SM,xr1_SM,xr2_SM,m_Na_SM,h_Na_SM,xa1_SM,xa2_SM,m_NSCC_SM
0.1,-69.6504471115633,8.000746449202802e-05,3.706232949677292e-07,0.9500011410514968,0.9999999992915618,0.020005060777529952,0.9900844716431711,1.6296132561232527e-07,0.8199980929243184,0.005071429969383533,0.0578717515019438,0.004140032532202059,0.7199946977412887,0.00013862212476312122
0.11,-69.64049177181262,8.000824780724197e-05,4.0654283119343817e-07,0.9500012427878043,0.9999999992214352,0.020005690782529076,0.9900928706818334,1.7942913289644135e-07,0.8199978866582238,0.005078692068173957,0.05787178913147056,0.004140037342376933,0.7199940395736772,0.00015249208545565276
0.12,-69.63053642370866,8.00090377016359e-05,4.422625638283331e-07,0.9500013422661918,0.9999999991514378,0.020006343285200564,0.9901012610051134,1.9592841224238562e-07,0.8199976775649738,0.005085975961504331,0.057871802054535855,0.0041400424361644214,0.7199933580947243,0.0001663634617945713
0.13,-69.62058106748034,8.000983414385677e-05,4.777845106563412e-07,0.9500014394843806,0.9999999990815693,0.020007018276819048,0.9901096426217757,2.1245922878191135e-07,0.8199974656449887,0.00509328168455722,0.0578717903461848,0.004140047813698064,0.7199926532920125,0.00018023625551502435
0.14,-69.6106257033566,8.001063710255154e-05,5.1311068946139e-07,0.9500015344400918,0.9999999990118295,0.020007715748659165,0.9901180155405847,2.2902164764677166e-07,0.8199972508986891,0.005100609272515182,0.057871754081462515,0.0041400534751114,0.7199919251531242,0.00019411046835215938
0.15,-69.60067033156636,8.001144654636722e-05,5.482431180274066e-07,0.9500016271310467,0.9999999989422179,0.02000843569199555,0.9901263797703046,2.4561573396871974e-07,0.8199970333264954,0.005107958760560782,0.0578716933354141,0.00414005942053797,0.7199911736656419,0.0002079861020411238
0.16,-69.59071495233619,8.001226244423177e-05,5.831838008343083e-07,0.950001717554971,0.9999999988727344,0.020009178098140082,0.9901347353196721,2.622415527877532e-07,0.8199968129288272,0.0051153301838382514,0.057871608182801126,0.004140065650111121,0.7199903988171906,0.0002218631583125065
0.17,-69.58075956571543,8.001308478615486e-05,6.179337443931089e-07,0.9500018057099353,0.9999999988033786,0.020009942961198682,0.9901430821953375,2.788991622610384e-07,0.8199965897060336,0.0051227235746167275,0.057871498677116225,0.004140072163949903,0.7199896005985696,0.0002357416385549423
0.18,-69.57080417178891,8.001391355792501e-05,6.524941550346235e-07,0.9500018915939412,0.9999999987341505,0.02001073027471783,0.9901514204043683,2.955886219238668e-07,0.819996363658478,0.0051301389657410126,0.05787136487611064,0.004140078962176223,0.7199887789999425,0.00024962154422553405
0.19,-69.5608487707405,8.001474873355062e-05,6.868667967412828e-07,0.9500019752047978,0.9999999986650495,0.020011540030682732,0.9901597499549984,3.123099951575634e-07,0.8199961347865629,0.0051375763916624816,0.05787120684942039,0.004140086044919986,0.7199879340096993,0.0002635028769724642
0.2,-69.55089336275408,8.001559028704011e-05,7.210534334955179e-07,0.9500020565403139,0.9999999985960757,0.020012372221078597,0.9901680708554617,3.290633453434532e-07,0.8199959030906908,0.005145035886832505,0.05787102466668153,0.004140093412311093,0.7199870656162298,0.00027738563844391514
0.21,-69.54093794801346,8.001643819240189e-05,7.55055829279759e-07,0.9500021355982983,0.9999999985272285,0.020013226837890634,0.9901763831139916,3.458487358628613e-07,0.8199956685712644,0.005152517485702455,0.05787081839753008,0.004140101064479446,0.7199861738079237,0.0002912698302880691
0.22,-69.53098252670254,8.001729242364436e-05,7.888757480764374e-07,0.9500022123765599,0.9999999984585078,0.020014103873104053,0.9901846867388222,3.6266623009711274e-07,0.8199954312286862,0.005160021222723706,0.05787058811160208,0.004140109001554949,0.7199852585731711,0.00030515545415310866
0.23,-69.52102709900517,8.001815295477593e-05,8.225149538679836e-07,0.9500022868729078,0.9999999983899133,0.02001500331870406,0.9901929817381872,3.7951589142753254e-07,0.8199951910633589,0.005167547132347628,0.05787033387853356,0.004140117223667503,0.7199843199003617,0.00031904251168721605
0.24,-69.51107166510519,8.001901975980499e-05,8.55975210636828e-07,0.9500023590851506,0.9999999983214446,0.020015925166675864,0.9902012681203202,3.9639778323544576e-07,0.819994948075685,0.0051750952490255955,0.05787005576796056,0.004140125730947011,0.7199833577778855,0.00033293100453857363
0.25,-69.50111622518648,8.001989281273998e-05,8.892582823654019e-07,0.9500024290110974,0.9999999982531016,0.020016869409004677,0.9902095458934551,4.133119689021774e-07,0.819994702266067,0.005182665607208978,0.05786975384951911,0.004140134523523374,0.7199823721941321,0.0003468209343553638
0.26,-69.49116077943289,8.002077208758928e-05,9.223659330361357e-07,0.9500024966485571,0.9999999981848838,0.020017836037675703,0.9902178150658257,4.302585118090526e-07,0.8199944536349075,0.00519025824134915,0.057869428192845254,0.004140143601526496,0.7199813631374915,0.000360712302785769
0.27,-69.48120532802827,8.002165755836132e-05,9.552999266314604e-07,0.9500025619953384,0.9999999981167912,0.020018825044674157,0.9902260756456658,4.4723747533739633e-07,0.8199942021826091,0.005197873185897484,0.05786907886757501,0.0041401529650862785,0.7199803305963536,0.0003746051114779715
0.28,-69.4712498711565,8.002254919906448e-05,9.880620271338066e-07,0.9500026250492504,0.9999999980488233,0.02001983642198524,0.9902343276412089,4.642489228685336e-07,0.8199939479095745,0.005205510475305351,0.05786870594334442,0.004140162614332624,0.7199792745591082,0.0003884993620801538
0.29,-69.46129440890556,8.0023446994538e-05,1.0206535577572549e-06,0.9500026858080374,0.99999999798098,0.02002087016248973,0.9902425710603483,4.812929220280849e-07,0.8199936908162128,0.005213170147003334,0.0578683094842369,0.004140172549403914,0.7199781950148255,0.0004023950562277376
0.3,-69.45133894130946,8.002435093572437e-05,1.0530755933373449e-06,0.9500027442694073,0.9999999979132609,0.02002192625957304,0.9902508059107845,4.983695428333848e-07,0.8199934309029375,0.005220852240100837,0.057867889551206864,0.004140182770443313,0.7199770919529597,0.00041629219554895427
0.31,-69.44138346851638,8.002526100066355e-05,1.0853297337909816e-06,0.950002800431145,0.9999999978456657,0.020023004705553727,0.9902590322006245,5.154788502455965e-07,0.8199931681701538,0.005228556790158171,0.05786744621182352,0.00414019327758388,0.7199759653621535,0.0004301907816872364
0.32,-69.43142799067509,8.002617716732505e-05,1.1174175818984926e-06,0.9500028542910359,0.9999999977781944,0.02002410549274454,0.9902672499379774,5.326209091983098e-07,0.8199929026182664,0.005236283832716296,0.05786697953369214,0.004140204070958616,0.7199748152310459,0.0004440908162860996
0.33,-69.42147250793442,8.002709941367846e-05,1.1493407404402046e-06,0.9500029058468653,0.9999999977108465,0.020025228613458217,0.9902754591309524,5.497957846251154e-07,0.8199926342476808,0.005244033403316168,0.05786648958441799,0.004140215150700528,0.7199736415482756,0.00045799230098905915
0.34,-69.41151702044317,8.002802771769332e-05,1.1811008121964447e-06,0.9500029550964183,0.9999999976436217,0.0200263740600075,0.9902836597876584,5.670035414596029e-07,0.8199923630588019,0.005251805537498748,0.057865976431606354,0.004140226516942618,0.7199724443024812,0.00047189523743963063
0.35000000000000003,-69.40156152835013,8.002896205733919e-05,1.2126993999475399e-06,0.9500030020374803,0.9999999975765199,0.020027541824705123,0.9902918519162047,5.842442446353629e-07,0.8199920890520346,0.00525960027080499,0.0578654401428625,0.004140238169817892,0.7199712234823016,0.0004857996272813295
0.36,-69.3916060318041,8.002990241058563e-05,1.244138106473817e-06,0.9500030466678366,0.9999999975095407,0.020028731899863837,0.9903000355247004,6.015179590859855e-07,0.8199918122277842,0.005267417638775855,0.057864880785791696,0.004140250109459351,0.7199699790763753,0.0004997054721576713
0.37,-69.3816505309539,8.003084875540219e-05,1.2754185345556034e-06,0.9500030889852725,0.9999999974426839,0.020029944277796374,0.9903082106212544,6.188247497450609e-07,0.8199915325864557,0.005275257676952301,0.05786429842799922,0.004140262336000002,0.7199687110733413,0.0005136127737121715
0.38,-69.37169502594831,8.003180106975843e-05,1.3065422869732258e-06,0.9500031289875733,0.9999999973759491,0.020031178950815482,0.990316377213976,6.361646815461793e-07,0.8199912501284542,0.005283120420875284,0.05786369313709035,0.004140274849572846,0.7199674194618381,0.0005275215335883456
0.39,-69.36173951693615,8.003275933162391e-05,1.3375109665070113e-06,0.9500031666725243,0.9999999973093363,0.020032435911233895,0.9903245353109742,6.535378194229308e-07,0.8199909648541847,0.0052910059060857625,0.05786306498067034,0.00414028765031089,0.7199661042305046,0.000541431753429709
0.4,-69.35178400406623,8.003372351896818e-05,1.3683261759372871e-06,0.9500032020379107,0.9999999972428449,0.02003371515136436,0.9903326849203582,6.709442283089058e-07,0.8199906767640524,0.005298914168124696,0.05786241402634448,0.004140300738347136,0.7199647653679794,0.0005553434348797774
0.41000000000000003,-69.34182848555808,8.003469382699174e-05,1.3989806971257834e-06,0.9500032350800591,0.9999999971764754,0.020035016683426013,0.9903408260426898,6.883840704143435e-07,0.8199903858586205,0.005306845310428427,0.057861740219609874,0.004140314114007275,0.7199634028785499,0.000569256579308019
0.42,-69.33187296573323,8.00356697638209e-05,1.4294952113919566e-06,0.9500032657999099,0.9999999971102262,0.02003634045667655,0.9903489587024018,7.058572002756585e-07,0.8199900921379518,0.005314799221688721,0.057861043892176424,0.004140327777007553,0.7199620167170088,0.0005831711889506786
0.43,-69.32191744210773,8.003665160386858e-05,1.4598592840843644e-06,0.9500032941932577,0.9999999970440979,0.020037686490593908,0.9903570828973041,7.233638155746368e-07,0.8199897956026674,0.005322776030099705,0.057860324945014974,0.0041403417277439255,0.7199606068933497,0.0005970872650772949
0.44,-69.31196191482468,8.003763932574955e-05,1.490074491782951e-06,0.9500033202578835,0.9999999969780903,0.020039054777549956,0.9903651986354833,7.409039815338053e-07,0.8199894962531727,0.005330775771404007,0.057859583445368096,0.004140355966349966,0.7199591733962578,0.0006110048093305692
0.45,-69.30200638402454,8.003863290836971e-05,1.520142399247053e-06,0.9500033439915662,0.9999999969122028,0.020040445309943228,0.990373305925016,7.584777635060474e-07,0.8199891940898738,0.005338798481435233,0.057858819460314743,0.004140370492959512,0.7199577162144393,0.0006249238233528356
0.46,-69.29205084984521,8.003963233092605e-05,1.5500645594154018e-06,0.950003365392083,0.9999999968464354,0.02004185808019895,0.9903814047739687,7.760852269746041e-07,0.8199888891131764,0.005346844196117978,0.05785803305677023,0.0041403853077066535,0.7199562353366212,0.0006388443087860611
0.47000000000000003,-69.28209531242203,8.004063757290667e-05,1.5798425134061208e-06,0.9500033844572088,0.9999999967807878,0.020043293080769017,0.9903894951903978,7.937264375530733e-07,0.8199885813234867,0.0053549129514678185,0.05785722430148624,0.004140400410725742,0.7199547307515519,0.0006527662672718458
0.48,-69.27213977188772,8.00416486140908e-05,1.6094777905167273e-06,0.9500034011847168,0.9999999967152596,0.020044750304132,0.9903975771823493,8.114014609854098e-07,0.8199882707212112,0.005363004783591316,0.05785639326105082,0.0041404158021513884,0.7199532024480003,0.0006666897004514218
0.49,-69.2621842283724,8.00426654345487e-05,1.6389719082241315e-06,0.9500034155723783,0.9999999966498507,0.02004622974279315,0.9904056507578596,8.291103631459259e-07,0.8199879573067564,0.0053711197286860175,0.057855540001888375,0.004140431482118458,0.7199516504147565,0.0006806146099656549
0.5,-69.25222868200368,8.00436880146418e-05,1.6683263721846372e-06,0.9500034276179625,0.9999999965845607,0.02004773138928438,0.9904137159249545,8.468532100392905e-07,0.8199876410805292,0.005379257823040452,0.05785466459025971,0.004140447450762077,0.7199500746406315,0.0006945409974550427
0.51,-69.24227313290649,8.004471633502263e-05,1.697542676233941e-06,0.9500034373192365,0.9999999965193894,0.020049255236164302,0.9904217726916501,8.646300678005297e-07,0.8199873220429366,0.005387419103034133,0.057853767092261955,0.00414046370821763,0.7199484751144574,0.0007084688645597163
0.52,-69.23231758120323,8.004575037663478e-05,1.7266223023871332e-06,0.9500034446739659,0.9999999964543366,0.02005080127601818,0.990429821065952,8.824410026950267e-07,0.8199870001943858,0.005395603605137562,0.057852847573828636,0.004140480254620759,0.719946851825087,0.0007223982129194391
0.53,-69.22236202698652,8.00467901237215e-05,1.7555666002444496e-06,0.9500034496798824,0.999999996389402,0.02005236950186036,0.9904378610557061,9.002860833416474e-07,0.819986675535288,0.005403811367434418,0.05785190609836754,0.004140497090111611,0.719945204761755,0.0007363290441686888
0.54,-69.2124064702117,8.00478355757212e-05,1.7843763101597196e-06,0.9500034523345594,0.9999999963245852,0.020053959908725293,0.9904458926680056,9.181653895030111e-07,0.8199863480660745,0.005412042435640357,0.05785094271742095,0.004140514214851642,0.7199435339155041,0.0007502613599172076
0.55,-69.20245091095603,8.004888671858785e-05,1.8130527128573196e-06,0.9500034526357132,0.9999999962598862,0.020055572489831607,0.99045391591062,9.360789908925876e-07,0.8199860177871583,0.005420296848592002,0.05784995749318337,0.004140531628983112,0.7199418392757463,0.0007641951617968937
0.56,-69.19249534931863,8.00499435358597e-05,1.8415971857384464e-06,0.9500034505810862,0.9999999961953046,0.02005720723806258,0.9904619307914433,9.540269553540794e-07,0.8199856846989493,0.005428574643847454,0.05784895048981082,0.004140549332644716,0.7199401208315895,0.000778130451443703
0.5700000000000001,-69.18253978539578,8.005100601139364e-05,1.8700110932827942e-06,0.9500034461684186,0.9999999961308402,0.020058864146331838,0.9904699373183581,9.720093508818416e-07,0.8199853488018577,0.005436875859069693,0.05784792177127414,0.004140567325975443,0.7199383785721667,0.0007920672304931797
0.58,-69.17258421928092,8.005207412936508e-05,1.8982957870485542e-06,0.9500034393954486,0.9999999960664927,0.020060543207583357,0.9904779354992355,9.9002624562088e-07,0.8199850100962941,0.005445200532026581,0.057846871401358954,0.004140585609114585,0.7199366124866347,0.0008060055005804555
0.59,-69.16262865106471,8.005314787426803e-05,1.9264526056724154e-06,0.9500034302599119,0.9999999960022619,0.020062244414791458,0.9904859253419351,1.008077707866854e-06,0.8199846685826689,0.005453548700590858,0.057845799443665705,0.004140604182201725,0.7199348225641744,0.0008199452633402504
0.6,-69.1526730808349,8.005422723091506e-05,1.954482874869564e-06,0.950003418759542,0.9999999959381475,0.02006396776096082,0.9904939068543052,1.026163806066073e-06,0.8199843242613934,0.005461920402740147,0.05784470596160963,0.004140623045376748,0.7199330087939914,0.0008338865204068718
0.61,-69.14271750867648,8.005531218443731e-05,1.9823879074336827e-06,0.95000340489207,0.9999999958741492,0.020065713239126464,0.9905018800441824,1.044284608815499e-06,0.8199839771328785,0.005470315676556951,0.057843591018420765,0.004140642198779832,0.7199311711653152,0.0008478292734142155
0.62,-69.13276193467155,8.005640272028447e-05,2.0101690032369525e-06,0.9500033886552254,0.9999999958102669,0.020067480842353762,0.9905098449193919,1.0624401848627457e-06,0.8199836271975358,0.00547873456022865,0.05784245467714397,0.004140661642551453,0.7199293096674,0.0008617735239957643
0.63,-69.1228063588994,8.00574988242248e-05,2.0378274492300513e-06,0.9500033700467346,0.9999999957465002,0.02006927056373844,0.9905178014877473,1.080630603106079e-06,0.8199832744557768,0.005487177092047508,0.057841297000638885,0.0041406813768323876,0.7199274242895236,0.0008757192737845897
0.64,-69.11285078143648,8.005860048234517e-05,2.065364519442154e-06,0.9500033490643224,0.9999999956828489,0.020071082396406564,0.990525749757051,1.0988559325944157e-06,0.8199829189080136,0.005495643310410667,0.057840118051579965,0.004140701401763705,0.7199255150209888,0.0008896665244133504
0.65,-69.10289520235642,8.005970768105098e-05,2.0927814749809336e-06,0.9500033257057109,0.9999999956193127,0.02007291633351456,0.9905336897350936,1.1171162425273254e-06,0.8199825605546582,0.005504133253820151,0.05783891789245648,0.004140721717486771,0.719923581851122,0.0009036152775142935
0.66,-69.09293962173001,8.006082040706619e-05,2.12007956403256e-06,0.9500032999686203,0.9999999955558915,0.02007477236824919,0.9905416214296544,1.1354116022550288e-06,0.8199821993961233,0.005512646960882862,0.05783769658557249,0.004140742324143253,0.7199216247692743,0.0009175655347192539
0.67,-69.0829840396252,8.006193864743334e-05,2.1472600218617e-06,0.9500032718507685,0.9999999954925848,0.020076650493827577,0.9905495448485013,1.1537420812783987e-06,0.8199818354328213,0.005521184470310587,0.057836454193046845,0.0041407632218751125,0.719919643764821,0.0009315172976596536
0.68,-69.07302845610711,8.006306238951357e-05,2.1743240708115185e-06,0.950003241349871,0.9999999954293926,0.02007855070349719,0.9905574599993905,1.1721077492489597e-06,0.8199814686651652,0.005529745820919986,0.057835190776813226,0.004140784410824607,0.7199176388271615,0.0009454705679665036
0.6900000000000001,-69.06307287123802,8.006419162098653e-05,2.2012729203036766e-06,0.9500032084636412,0.9999999953663143,0.02008047299053585,0.9905653668900667,1.1905086759688885e-06,0.8199810990935682,0.005538331051632604,0.05783390639862011,0.004140805891134292,0.7199156099457196,0.000959425347270402
0.7000000000000001,-69.0531172850774,8.00653263298505e-05,2.2281077668383342e-06,0.9500031731897901,0.9999999953033502,0.020082417348251714,0.9905732655282635,1.2089449313910127e-06,0.8199807267184438,0.005546940201474868,0.05783260112003076,0.004140827662947021,0.7199135571099433,0.0009733816372015348
0.71,-69.04316169768185,8.006646650442225e-05,2.2548297939941473e-06,0.9500031355260267,0.9999999952404995,0.020084383769983307,0.9905811559217026,1.2274165856188124e-06,0.8199803515402054,0.0055555733095780805,0.057831275002423264,0.0041408497264059435,0.7199114803093049,0.000987339439389676
0.72,-69.03320610910517,8.00676121333372e-05,2.28144017242827e-06,0.9500030954700576,0.9999999951777624,0.02008637224909949,0.9905890380780944,1.2459237089064197e-06,0.8199799735592672,0.005564230415178428,0.05782992810699051,0.004140872081654506,0.7199093795333008,0.0010012987554641878
0.73,-69.02325051939832,8.00687632055493e-05,2.3079400598763527e-06,0.950003053019587,0.9999999951151383,0.020088382778999474,0.9905969120051378,1.264466371658618e-06,0.8199795927760433,0.005572911557616974,0.05782856049474018,0.004140894728836453,0.7199072547714521,0.0010152595870540197
0.74,-69.01329492860938,8.006991971033104e-05,2.3343306011525445e-06,0.9500030081723172,0.999999995052627,0.02009041535311283,0.9906047777105201,1.2830446444308429e-06,0.8199792091909479,0.005581616776339666,0.05782717222649477,0.004140917668095824,0.7199051060133037,0.0010292219357877091
0.75,-69.00333933678368,8.007108163727355e-05,2.360612928149491e-06,0.9500029609259479,0.9999999949902285,0.020092469964899468,0.9906126352019174,1.3016585979291812e-06,0.8199788228043958,0.00559034611089733,0.057825763362891566,0.004140940899576957,0.7199029332484249,0.0010431858032933818
0.76,-68.99338374396366,8.007224897628643e-05,2.3867881598383344e-06,0.9500029112781772,0.9999999949279424,0.020094546607849647,0.990620484486994,1.3203083030103724e-06,0.819978433616802,0.0055990996009456714,0.057824333964382676,0.004140964423424488,0.7199007364664093,0.0010571511911987505
0.77,-68.98342815018894,8.007342171759797e-05,2.412857402268716e-06,0.9500028592266999,0.9999999948657685,0.020096645275483983,0.9906283255734031,1.338993830681807e-06,0.8199780416285815,0.0056078772862452764,0.057822884091235,0.004140988239783347,0.7198985156568749,0.0010711181011311172
0.78,-68.97347255549629,8.00745998517549e-05,2.4388217485687733e-06,0.9500028047692096,0.9999999948037064,0.020098765961353432,0.9906361584687859,1.3577152521015275e-06,0.8199776468401497,0.005616679206661613,0.05782141380353024,0.004141012348798764,0.7198962708094637,0.00108508653471737
0.79,-68.96351695991967,8.007578336962262e-05,2.4646822789451403e-06,0.9500027479033971,0.999999994741756,0.020100908659039306,0.9906439831807726,1.3764726385782287e-06,0.8199772492519223,0.005625505402165026,0.0578199231611649,0.004141036750616263,0.7198940019138421,0.0010990564935839863
0.8,-68.95356136349021,8.007697226238503e-05,2.49044006068295e-06,0.950002688626951,0.9999999946799171,0.020103073362153268,0.9906517997169817,1.3952660615712566e-06,0.8199768488643152,0.005634355912830746,0.05781841222385031,0.004141061445381667,0.7198917089597009,0.0011130279793570305
0.81,-68.94360576623617,8.007816652154466e-05,2.516096148145832e-06,0.9500026269375578,0.9999999946181893,0.020105260064337323,0.9906596080850201,1.4140955926906093e-06,0.8199764456777445,0.005643230778838878,0.05781688105111258,0.004141086433241098,0.7198893919367547,0.0011270009936621553
0.8200000000000001,-68.93365016818304,8.007936613892253e-05,2.5416515827759127e-06,0.9500025628329016,0.9999999945565725,0.020107468759263825,0.9906674082924835,1.4329613036969368e-06,0.8199760396926267,0.005652130040474411,0.057815329702292625,0.00414111171434097,0.719887050834743,0.0011409755381246013
0.8300000000000001,-68.9236945693534,8.008057110665831e-05,2.567107393093817e-06,0.9500024963106646,0.9999999944950664,0.020109699440635488,0.9906752003469558,1.4518632665015405e-06,0.8199756309093783,0.005661053738127213,0.05781375823654617,0.004141137288827998,0.7198846856434291,0.0011549516143691966
0.84,-68.91373896976705,8.008178141721018e-05,2.592464594698665e-06,0.9500024273685262,0.9999999944336707,0.020111952102185363,0.9906829842560099,1.4708015531663738e-06,0.8199752193284162,0.005670001912292033,0.05781216671284375,0.004141163156849192,0.7198822963526007,0.001168929224020357
0.85,-68.90378336944093,8.008299706335489e-05,2.617724190268077e-06,0.950002356004164,0.9999999943723853,0.02011422673767686,0.9906907600272066,1.4897762359040423e-06,0.8199748049501576,0.005678974603568498,0.057810555189970685,0.004141189318551861,0.7198798829520698,0.0011829083687020867
0.86,-68.89382776838919,8.008421803818782e-05,2.6428871695581685e-06,0.9500022822152533,0.9999999943112099,0.02011652334090373,0.9906985276680957,1.5087873870778029e-06,0.8199743877750199,0.00568797185266112,0.05780892372652712,0.004141215774083608,0.7198774454316726,0.001196889050037978
0.87,-68.88387216662306,8.008544433512283e-05,2.667954509403553e-06,0.9500022059994668,0.9999999942501442,0.020118841905690077,0.9907062871862153,1.5278350792015645e-06,0.8199739678034207,0.005696993700379285,0.057807272380928,0.004141242523592336,0.7198749837812697,0.0012108712696512099
0.88,-68.87391656415105,8.008667594789242e-05,2.692927173717341e-06,0.9500021273544756,0.9999999941891881,0.020121182425890356,0.9907140385890921,1.5469193849398878e-06,0.8199735450357778,0.005706040187637265,0.057805601211403046,0.004141269567226243,0.7198724979907456,0.0012248550291645503
0.89,-68.86396096097873,8.008791287054762e-05,2.717806113491141e-06,0.9500020462779479,0.9999999941283411,0.020123544895389367,0.9907217818842413,1.5660403771079852e-06,0.8199731194725093,0.00571511135545421,0.05780391027599682,0.004141296905133824,0.7198699880500096,0.0012388403302003546
0.9,-68.8540053571089,8.008915509745804e-05,2.742592266795058e-06,0.9500019627675502,0.9999999940676032,0.020125929308102263,0.9907295170791666,1.5851981286717213e-06,0.8199726911140338,0.0057242072449541475,0.05780219963256867,0.004141324537463873,0.7198674539489949,0.001252827174380566
0.91,-68.84404975254152,8.009040262331185e-05,2.767286558777695e-06,0.9500018768209463,0.9999999940069741,0.020128335657974547,0.9907372441813601,1.6043927127476117e-06,0.8199722599607697,0.005733327897365991,0.057800469338792744,0.004141352464365479,0.7198648956776589,0.0012668155633267157
0.92,-68.8340941472737,8.009165544311579e-05,2.7918899016661516e-06,0.950001788435798,0.9999999939464537,0.020130763938982065,0.9907449631983027,1.6236242026028248e-06,0.8199718260131359,0.00574247335402353,0.057798719452158004,0.0041413806859880295,0.7198623132259836,0.0012808054986599225
0.93,-68.8241385412997,8.009291355219519e-05,2.816403194766025e-06,0.9500016976097648,0.9999999938860415,0.020133214145131022,0.9907526741374636,1.64289267165518e-06,0.8199713892715517,0.005751643656365435,0.057796950029968215,0.004141409202481207,0.7198597065839749,0.0012947969820008933
0.9400000000000001,-68.81418293461101,8.00941769461939e-05,2.8408273244614106e-06,0.9500016043405041,0.9999999938257376,0.020135686270457958,0.9907603770063006,1.6621981934731489e-06,0.8199709497364361,0.0057608388459352575,0.05779516112934193,0.0041414380139949926,0.7198570757416634,0.0013087900149699229
0.9500000000000001,-68.80422732719622,8.00954456210744e-05,2.8651631642148994e-06,0.9500015086256708,0.9999999937655414,0.02013818030902978,0.99076807181226,1.6815408417758546e-06,0.8199705074082092,0.0057700589643814295,0.057793352807212525,0.0041414671206796635,0.7198544206891034,0.0013227845991868937
0.96,-68.7942717190411,8.009671957311767e-05,2.8894115745675808e-06,0.9500014104629178,0.9999999937054528,0.020140696254943732,0.9907757585627766,1.7009206904330725e-06,0.8199700622872904,0.005779304053457264,0.057791525120328174,0.004141496522685795,0.719851741416374,0.0013367807362712758
0.97,-68.78431611012864,8.009799879892332e-05,2.913573403139042e-06,0.9500013098498956,0.9999999936454717,0.02014323410232741,0.9907834372652736,1.7203378134652296e-06,0.8199696143741001,0.00578857415502095,0.05778967812525185,0.00414152622016426,0.7198490379135781,0.001350778427842128
0.98,-68.77436050043892,8.009928329540949e-05,2.937649484627366e-06,0.9500012067842525,0.9999999935855978,0.020145793845338756,0.990791107927163,1.7397922850434046e-06,0.8199691636690585,0.0057978693110355625,0.05778781187836132,0.004141556213266224,0.7198463101708433,0.0013647776755180963
0.99,-68.76440488994922,8.010057305981291e-05,2.9616406408091348e-06,0.9500011012636345,0.9999999935258308,0.020148375478166072,0.9907987705558452,1.759284179489328e-06,0.8199687101725863,0.005807189563569054,0.05778592643584919,0.004141586502143156,0.7198435581783211,0.0013787784809174144
