t,Rs,L,Cs,Ri,Li,Ci,Ld,Y
0.45,1491.9045263522496,9.996539789172171,9.243242490294193,300.00634412476916,3.0679074466981273,1.0573408910377884,1.0159577421084702,250000000.0
0.46,1491.7260859199075,9.996463365963523,9.423625141908808,300.00591864434205,3.088131754053914,1.0605540441883377,1.016328371558429,250000000.0
0.47000000000000003,1491.5477084340912,9.996386962953563,9.60388719023291,300.0054778073937,3.1078247162641013,1.063841208218932,1.0167001385737984,250000000.0
0.48,1491.3693938638964,9.996310580129933,9.784028708665721,300.00502187411524,3.127028688510168,1.0672020585990263,1.0170730690008989,250000000.0
0.49,1491.191142178437,9.996234217480428,9.964049770562612,300.00455109067514,3.1457836508355563,1.0706362848708686,1.0174471885752558,250000000.0
0.5,1491.0129533468437,9.996157874993,10.143950449235122,300.0040656899568,3.1641273332834428,1.0741435899110197,1.017822522926106,250000000.0
0.51,1490.834827338265,9.99608155265574,10.32373081795099,300.0035658922767,3.182095337481443,1.0777236892128432,1.0181990975807778,250000000.0
0.52,1490.6567641218664,9.996005250456875,10.503390949934182,300.00305190613506,3.1997212639014436,1.0813763101355067,1.0185769379692762,250000000.0
0.53,1490.4787636668316,9.995928968384764,10.682930918364924,300.0025239288508,3.2170368194726207,1.0851011912689172,1.0189560694281603,250000000.0
0.54,1490.3008259423611,9.995852706427886,10.862350796379728,300.0019821471694,3.2340719205306048,1.08889808182618,1.0193365172042568,250000000.0
0.55,1490.122950917673,9.995776464574833,11.041650657071411,300.0014267378813,3.250854797685216,1.092766741024733,1.0197183064584388,250000000.0
0.56,1489.9451385620025,9.99570024281431,11.220830573489145,300.0008578683688,3.2674120884547944,1.0967069375396747,1.02010146226897,250000000.0
0.5700000000000001,1489.767388844603,9.995624041135121,11.39989061863846,300.00027569713353,3.2837689266323498,1.1007184489763733,1.0204860096347264,250000000.0
0.58,1489.5897017347438,9.99554785952617,11.578830865481287,299.9996803742997,3.2999490276509764,1.1048010613666868,1.0208719734782798,250000000.0
0.59,1489.4120772017134,9.995471697976448,11.757651386935983,299.99907204207256,3.3159747661758012,1.108954568711054,1.0212593786486996,250000000.0
0.6,1489.2345152148162,9.995395556475042,11.936352255877358,299.9984508351778,3.33186725061683,1.113178772538755,1.021648249924243,250000000.0
0.61,1489.0570157433742,9.995319435011117,12.1149335451367,299.99781688129514,3.347646396627282,1.1174734814741574,1.0220386120150124,250000000.0
0.62,1488.8795787567276,9.995243333573917,12.293395327501806,299.99717030143773,3.3633309913183207,1.1218385108577476,1.0224304895652772,250000000.0
0.63,1488.7022042242327,9.99516725215276,12.471737675717003,299.9965112103272,3.3789387568915443,1.126273682370595,1.022823907155774,250000000.0
0.64,1488.5248921152638,9.995091190737035,12.649960662483185,299.9958397167589,3.394486412519483,1.1307788236691574,1.0232188893059477,250000000.0
0.65,1488.3476423992122,9.995015149316199,12.828064360457834,299.9951559239288,3.4099897296869526,1.135353768058671,1.0236154604759542,250000000.0
0.66,1488.1704550454867,9.99493912787977,13.006048842255042,299.99445992971977,3.4254635807826803,1.1399983542063739,1.0240136450684216,250000000.0
0.67,1487.9933300235134,9.994863126417329,13.183914180445555,299.99375182703,3.4409219946779372,1.1447124258134966,1.0244134674304646,250000000.0
0.68,1487.8162673027352,9.994787144918512,13.361660447556774,299.9930317040491,3.456378203589188,1.1494958313386867,1.0248149518553837,250000000.0
0.6900000000000001,1487.6392668526128,9.994711183373008,13.53928771607281,299.9922996445045,3.4718446847784206,1.1543484237518968,1.0252181225841799,250000000.0
0.7000000000000001,1487.4623286426236,9.994635241770562,13.716796058434491,299.9915557279161,3.4873332037012634,1.1592700602797281,1.0256230038071215,250000000.0
0.71,1487.2854526422625,9.994559320100963,13.89418554703939,299.99080002984374,3.5028548559982435,1.1642606021576014,1.0260296196652696,250000000.0
0.72,1487.108638821042,9.994483418354049,14.071456254241866,299.9900326221027,3.5184201039672907,1.1693199144144946,1.026437994251805,250000000.0
0.73,1486.9318871484907,9.994407536519699,14.248608252353076,299.9892535729569,3.53403880929726,1.1744478656797421,1.0268481516132217,250000000.0
0.74,1486.7551975941553,9.994331674587837,14.425641613641004,299.98846294733795,3.549720270237764,1.1796443279636584,1.027260115750679,250000000.0
0.75,1486.5785701276,9.994255832548427,14.60255641033049,299.98766080702984,3.5654732528182196,1.1849091764732749,1.0276739106211406,250000000.0
0.76,1486.4020047184047,9.994180010391469,14.77935271460326,299.9868472108308,3.581306018367813,1.1902422894499058,1.0280895601383806,250000000.0
0.77,1486.2255013361678,9.994104208106998,14.956030598597945,299.98602221472623,3.5972263527589585,1.1956435479965453,1.0285070881740512,250000000.0
0.78,1486.0490599505042,9.994028425685089,15.132590134410112,299.9851858720533,3.613241594295526,1.2011128359132586,1.0289265185587022,250000000.0
0.79,1485.8726805310464,9.993952663115842,15.309031394092289,299.98433823364405,3.6293586580009256,1.206650039553821,1.029347875082672,250000000.0
0.8,1485.6963630474434,9.993876920389392,15.485354449653986,299.9834793479565,3.645584057810924,1.212255047694719,1.029771181496901,250000000.0
0.81,1485.5201074693618,9.993801197495902,15.661559373061735,299.9826092612201,3.6619239312200405,1.2179277513896727,1.0301964615138361,250000000.0
0.8200000000000001,1485.3439137664852,9.993725494425567,15.8376462362391,299.9817280175587,3.6783840601263766,1.2236680438465937,1.030623738808197,250000000.0
0.8300000000000001,1485.167781908514,9.993649811168604,16.013615111066713,299.9808356590984,3.6949698891195526,1.229475820319628,1.0310530370176505,250000000.0
0.84,1484.9917118651658,9.993574147715258,16.18946606938229,299.97993222608454,3.711686545295257,1.2353509779921936,1.0314843797435413,250000000.0
0.85,1484.8157036061757,9.9934985040558,16.36519918298068,299.97901775699114,3.728538856752875,1.2412934158677857,1.0319177905515737,250000000.0
0.86,1484.6397571012953,9.993422880180523,16.540814523613857,299.97809228861576,3.7455313687519194,1.2473030346746012,1.03235329297241,250000000.0
0.87,1484.4638723202936,9.99334727607974,16.716312162990977,299.97715585616737,3.762668358565966,1.253379736777846,1.032790910502223,250000000.0
0.88,1484.2880492329564,9.993271691743793,16.891692172778388,299.976208493364,3.779953852024081,1.2595234260820871,1.0332306666033073,250000000.0
0.89,1484.1122878090864,9.993196127163033,17.06695462459965,299.9752502325146,3.79739163734604,1.2657340079495716,1.0336725847045958,250000000.0
0.9,1483.936588018504,9.99312058232784,17.24209959003558,299.97428110459094,3.814985277426945,1.272011389127697,1.034116688202117,250000000.0
0.91,1483.7609498310455,9.99304505722861,17.417127140624256,299.9733011393069,3.8327381231764766,1.2783554776702597,1.0345630004594955,250000000.0
0.92,1483.5853732165656,9.992969551855756,17.59203734786107,299.9723103651905,3.8506533257663644,1.2847661828651427,1.0350115448084074,250000000.0
0.93,1483.4098581449343,9.992894066199709,17.76683028319872,299.9713088096474,3.8687338473843313,1.2912434151708203,1.0354623445489866,250000000.0
0.9400000000000001,1483.2344045860402,9.992818600250917,17.94150601804726,299.9702964990197,3.88698247120196,1.2977870861574976,1.0359154229502008,250000000.0
0.9500000000000001,1483.059012509788,9.992743153999845,18.116064623774125,299.9692734586516,3.905401812469819,1.3043971084416022,1.0363708032502679,250000000.0
0.96,1482.8836818860996,9.99266772743697,18.290506171704145,299.9682397129435,3.923994327728338,1.3110733956313914,1.0368285086570057,250000000.0
0.97,1482.7084126849131,9.992592320552786,18.46483073311957,299.96719528539984,3.9427623229152253,1.3178158622790737,1.037288562348142,250000000.0
0.98,1482.5332048761848,9.992516933337802,18.639038379260114,299.96614019868366,3.9617079625565026,1.3246244238265332,1.037750987471662,250000000.0
0.99,1482.358058429887,9.99244156578254,18.81312918132296,299.96507447466297,3.9808332776824495,1.3314989965585804,1.0382158071461118,250000000.0
1.0,1482.1829733160093,9.992366217877533,18.98710321046279,299.96399813445277,4.000140172911215,1.3384394975611147,1.0386830444608712,250000000.0
1.01,1482.0079495045582,9.992290889613331,19.160960537791823,299.9629111984551,4.019630433258257,1.3454458446809023,1.0391527224764174,250000000.0
1.02,1481.8329869655568,9.99221558098049,19.334701234379825,299.9618136864056,4.039305731987226,1.352517956479212,1.039624864224624,250000000.0
1.03,1481.6580856690452,9.992140291969587,19.50832537125415,299.96070561740964,4.059167636792362,1.3596557521952946,1.0400994927090021,250000000.0
1.04,1481.4832455850806,9.9920650225712,19.681833019399736,299.95958700997346,4.079217615026334,1.3668591517154949,1.040576630904908,250000000.0
1.05,1481.3084666837372,9.991989772775929,19.855224249759175,299.95845788202905,4.099457037930125,1.374128075548255,1.0410563017597114,250000000.0
1.06,1481.1337489351051,9.991914542574374,20.0284991332327,299.9573182509802,4.119887188447819,1.38146244477796,1.0415385281930962,250000000.0
1.07,1480.9590923092924,9.991839331957156,20.20165774067823,299.95616813372675,4.140509265279781,1.3888621810409836,1.0420233330972237,250000000.0
1.08,1480.7844967764233,9.991764140914894,20.374700142911383,299.95500754669195,4.16132438763112,1.3963272064976293,1.0425107393369222,250000000.0
1.09,1480.609962306639,9.99168896943823,20.547626410705515,299.9538365058513,4.182333599976011,1.4038574438039784,1.0430007697498764,250000000.0
1.1,1480.435488870098,9.991613817517806,20.720436614791733,299.9526550267518,4.203537875393374,1.4114528160921689,1.0434934471467656,250000000.0
1.11,1480.2610764369747,9.991538685144276,20.893130825858933,299.95146312453477,4.224938119403557,1.4191132469477181,1.0439887943114206,250000000.0
1.12,1480.0867249774608,9.991463572308305,21.06570911455381,299.95026081396026,4.246535174113818,1.4268386603850216,1.0444868340009903,250000000.0
1.1300000000000001,1479.9124344617649,9.991388479000566,21.23817155148089,299.94904810944536,4.268329824729627,1.4346289808088932,1.0449875889461941,250000000.0
1.1400000000000001,1479.738204860112,9.991313405211738,21.410518207202568,299.9478250250602,4.290322798820056,1.4424841330188625,1.0454910818513152,250000000.0
1.1500000000000001,1479.5640361427443,9.991238350932512,21.582749152239113,299.94659157454987,4.312514770095186,1.4504040421868465,1.0459973353943535,250000000.0
1.16,1479.3899282799202,9.991163316153587,21.754864457068695,299.94534777135425,4.334906361707171,1.458388633837633,1.0465063722271633,250000000.0
1.17,1479.2158812419154,9.991088300865666,21.926864192127432,299.944093628641,4.357498151895095,1.4664378338155333,1.0470182149756737,250000000.0
1.18,1479.041894999022,9.991013305059463,22.09874842780939,299.9428291593015,4.380290673263273,1.4745515682886023,1.047532886239883,250000000.0
1.19,1478.867969521549,9.990938328725697,22.270517234466617,299.941554375967,4.403284415512477,1.4827297637324854,1.0480504085939732,250000000.0
1.2,1478.6941047798218,9.9908633718551,22.442170682409177,299.94026929102387,4.426479828052159,1.4909723469149658,1.0485708045864237,250000000.0
1.21,1478.520300744183,9.990788434438409,22.613708841905158,299.9389739166419,4.449877324755649,1.4992792448678678,1.0490940967402,250000000.0
1.22,1478.3465573849912,9.990713516466364,22.785131783180713,299.93766826477133,4.473477283512203,1.507650384889661,1.0496203075527564,250000000.0
1.23,1478.1728746726226,9.990638617929717,22.956439576420074,299.93635234715407,4.497280048067566,1.516085694534564,1.0501494594961196,250000000.0
1.24,1477.9992525774692,9.990563738819226,23.127632291765586,299.93502617533613,4.521285930151359,1.5245851015999525,1.0506815750169856,250000000.0
1.25,1477.8256910699401,9.990488879125651,23.298709999317722,299.9336897606893,4.54549521318062,1.5331485341044666,1.0512166765368687,250000000.0
1.26,1477.652190120461,9.990414038839768,23.469672769135116,299.9323431144118,4.569908152330309,1.5417759202875598,1.0517547864521242,250000000.0
1.27,1477.478749699474,9.990339217952354,23.640520671234583,299.9309862475349,4.594524975656537,1.5504671886028318,1.052295927134007,250000000.0
1.28,1477.3053697774385,9.99026441645419,23.811253775591148,299.92961917093317,4.619345885846807,1.5592222677076644,1.0528401209287523,250000000.0
1.29,1477.1320503248298,9.990189634336067,23.981872152138074,299.92824189534065,4.644371062977563,1.5680410864469105,1.0533873901576933,250000000.0
1.3,1476.95879131214,9.990114871588785,24.15237587076687,299.9268544313534,4.669600664900495,1.5769235738505802,1.0539377571172934,250000000.0
1.31,1476.785592709878,9.990040128203145,24.322765001327344,299.9254567894327,4.69503482782553,1.5858696591303605,1.054491244079186,250000000.0
1.32,1476.6124544885693,9.989965404169954,24.493039613627598,299.9240489799136,4.7206736677279375,1.5948792716712772,1.0550478732902429,250000000.0
1.33,1476.4393766187557,9.989890699480034,24.663199777434066,299.92263101301575,4.74651728222333,1.6039523410205925,1.0556076669726602,250000000.0
1.34,1476.2663590709956,9.9898160141242,24.833245562471557,299.92120289885474,4.772565752460587,1.6130887968765981,1.0561706473240446,250000000.0
1.35,1476.0934018158641,9.98974134809328,25.003177038423246,299.9197646474357,4.798819142049908,1.6222885690949038,1.0567368365173941,250000000.0
1.36,1475.920504823953,9.989666701378113,25.17299427493072,299.91831626866286,4.825277498671618,1.6315515876789073,1.0573062567011726,250000000.0
1.37,1475.7476680658708,9.989592073969533,25.342697341593997,299.91685777234505,4.851940855051713,1.6408777827740004,1.0578789299993645,250000000.0
1.3800000000000001,1475.5748915122415,9.989517465858386,25.512286307971554,299.91538916820787,4.878809230922073,1.6502670846559648,1.0584548785115628,250000000.0
1.3900000000000001,1475.402175133707,9.989442877035522,25.681761243580347,299.9139104658894,4.905882632412974,1.6597194237345203,1.0590341243129662,250000000.0
1.4000000000000001,1475.2295189009246,9.9893683074918,25.851122217895846,299.912421674946,4.9331610529514816,1.6692347305479862,1.0596166894544292,250000000.0
1.41,1475.0569227845688,9.98929375721808,26.020369300352034,299.9109228048565,4.9606444739980065,1.678812935758899,1.060202595962507,250000000.0
1.42,1474.8843867553305,9.989219226205229,26.189502560341477,299.9094138650312,4.98833286656861,1.6884539701449917,1.0607918658395286,250000000.0
1.43,1474.7119107839167,9.989144714444123,26.358522067215297,299.9078948648123,5.016226191345158,1.6981577645985069,1.0613845210636188,250000000.0
1.44,1474.539494841051,9.989070221925639,26.527427890283235,299.9063658134752,5.044324398806388,1.7079242501253873,1.0619805835887213,250000000.0
1.45,1474.3671388974738,9.98899574864066,26.696220098813658,299.90482672023245,5.072627429980652,1.7177533578407966,1.0625800753446442,250000000.0
1.46,1474.1948429239417,9.988921294580077,26.86489876203358,299.903277594239,5.101135217286041,1.727645018964126,1.0631830182371083,250000000.0
1.47,1474.022606891228,9.988846859734785,27.033463949128713,299.9017184445975,5.129847685456932,1.7375991648134888,1.0637894341477985,250000000.0
1.48,1473.8504307701219,9.988772444095686,27.201915729243456,299.90014928035555,5.158764751057311,1.7476157268085568,1.0643993449343643,250000000.0
1.49,1473.6783145314294,9.988698047653681,27.37025417148094,299.89857011051004,5.187886323223449,1.757694636466141,1.0650127724304657,250000000.0
1.5,1473.506258145973,9.988623670399685,27.538479344903056,299.8969809440098,5.217212304116833,1.7678358253974809,1.0656297384458067,250000000.0
1.51,1473.3342615845916,9.988549312324613,27.706591318530467,299.8953817897611,5.246742589846582,1.7780392253027675,1.066250264766187,250000000.0
1.52,1473.16232481814,9.988474973419386,27.87459016134264,299.8937726566261,5.276477070208799,1.788304767972642,1.0668743731535106,250000000.0
1.53,1472.99044781749,9.988400653674931,28.042475942277864,299.8921535534252,5.306415629090039,1.7986323852857804,1.067502085345819,250000000.0
1.54,1472.8186305535294,9.988326353082181,28.210248730233285,299.89052448894034,5.336558144999876,1.8090220092057134,1.068133423057328,250000000.0
1.55,1472.6468729971625,9.98825207163207,28.377908594064927,299.88888547191385,5.36690449091802,1.819473571781693,1.0687684079784405,250000000.0
1.56,1472.47517511931,9.988177809315545,28.54545560258771,299.8872365110589,5.3974545360262285,1.8299870051384344,1.0694070617758267,250000000.0
1.57,1472.3035368909093,9.988103566123549,28.712889824575484,299.8855776150507,5.428208144246376,1.8405622414847085,1.0700494060923904,250000000.0
1.58,1472.1319582829133,9.988029342047035,28.880211328761035,299.8839087925323,5.459165175205935,1.8511992131076072,1.0706954625473208,250000000.0
1.59,1471.9604392662916,9.987955137076964,29.047420183836138,299.8822300521173,5.490325484683417,1.8618978523698781,1.0713452527361276,250000000.0
1.6,1471.7889798120304,9.987880951204295,29.214516458451563,299.88054140239217,5.521688925036401,1.8726580917073636,1.0719987982306731,250000000.0
1.61,1471.6175798911322,9.987806784419996,29.381500221217095,299.87884285191313,5.55325534461678,1.8834798636324137,1.0726561205791714,250000000.0
1.62,1471.4462394746151,9.987732636715041,29.548371540701574,299.8771344092087,5.5850245882740674,1.8943631007308814,1.0733172413062224,250000000.0
1.6300000000000001,1471.2749585335148,9.987658508080408,29.715130485432912,299.8754160827811,5.616996497543899,1.9053077356609724,1.073982181912838,250000000.0
1.6400000000000001,1471.1037370388817,9.987584398507078,29.881777123898114,299.8736878811073,5.649170910825809,1.916313701152161,1.074650963876466,250000000.0
1.6500000000000001,1470.9325749617838,9.987510307986039,30.048311524543305,299.87194981264327,5.681547664117034,1.9273809300008236,1.0753236086510347,250000000.0
1.6600000000000001,1470.7614722733042,9.987436236508286,30.214733755773754,299.8702018858259,5.714126591327146,1.9385093550683465,1.0760001376669812,250000000.0
1.67,1470.5904289445434,9.987362184064814,30.381043885953897,299.86844410906826,5.746907523482471,1.9496989092857824,1.0766805723312427,250000000.0
1.68,1470.4194449466177,9.987288150646625,30.547241983407375,299.8666764907636,5.779890289408984,1.9609495256497862,1.0773649340272984,250000000.0
1.69,1470.248520250659,9.98721413624473,30.71332811641704,299.8648990392866,5.813074715934448,1.9722611372213843,1.0780532441151942,250000000.0
1.7,1470.0776548278166,9.98714014085014,30.87930235322498,299.8631117629948,5.846460628086885,1.983633677124768,1.0787455239315689,250000000.0
1.71,1469.906848649255,9.987066164453871,31.04516476203256,299.86131467022216,5.880047848119929,1.9950670785530122,1.0794417947896349,250000000.0
1.72,1469.7361016861553,9.986992207046946,31.21091541100042,299.8595077692829,5.913836196036138,2.00656127476495,1.0801420779792157,250000000.0
1.73,1469.5654139097148,9.986918268620393,31.376554368248538,299.85769106847954,5.947825490993454,2.018116199076834,1.0808463947668163,250000000.0
1.74,1469.3947852911472,9.986844349165242,31.542081701856212,299.8558645760994,5.982015550758041,2.029731784865529,1.0815547663956204,250000000.0
1.75,1469.2242158016818,9.986770448672534,31.70749747986211,299.85402830041596,6.016406191867511,2.041407965567515,1.0822672140855147,250000000.0
1.76,1469.0537054125643,9.986696567133304,31.872801770264296,299.8521822496896,6.050997229775048,2.0531446746779993,1.0829837590331117,250000000.0
1.77,1468.8832540950575,9.986622704538606,32.03799464102022,299.85032643215743,6.085788477149775,2.0649418457609157,1.0837044224117036,250000000.0
1.78,1468.7128618204388,9.986548860879488,32.2030761600468,299.84846085604124,6.120779745203404,2.0767994124410563,1.0844292253713308,250000000.0
1.79,1468.5425285600027,9.986475036147008,32.36804639522039,299.8465855295546,6.155970844882605,2.0887173083969954,1.0851581890388429,250000000.0
1.8,1468.3722542850596,9.986401230332225,32.53290541437684,299.8447004608987,6.19136158619058,2.1006954673650613,1.0858913345178924,250000000.0
1.81,1468.202038966936,9.986327443426207,32.69765328531151,299.84280565826316,6.226951778301887,2.112733823138621,1.086628682888956,250000000.0
1.82,1468.0318825769743,9.986253675420025,32.86229007577929,299.8409011298265,6.262741229639123,2.1248323095675916,1.087370255209355,250000000.0
1.83,1467.8617850865335,9.986179926304754,33.026815853494625,299.83898688374956,6.298729746775406,2.136990860564887,1.0881160725132317,250000000.0
1.84,1467.6917464669882,9.986106196071473,33.19123068613153,299.83706292818243,6.334917135601689,2.14920941009949,1.0888661558116115,250000000.0
1.85,1467.5217666897292,9.98603248471127,33.35553464132366,299.8351292712669,6.371303201727916,2.1614878921940455,1.0896205260924354,250000000.0
1.86,1467.351845726164,9.985958792215234,33.51972778666425,299.83318592113466,6.407887750192002,2.1738262409265445,1.0903792043205673,250000000.0
1.87,1467.181983547715,9.98588511857446,33.68381018970623,299.8312328859079,6.444670585545976,2.186224390429781,1.0911422114378146,250000000.0
1.8800000000000001,1467.012180125821,9.985811463780047,33.847781917963275,299.8292701737152,6.481651514537747,2.198682274873882,1.0919095683638436,250000000.0
1.8900000000000001,1466.8424354319386,9.985737827823101,34.01164303890482,299.82729779261126,6.518830332653069,2.2111998285531342,1.0926812959920025,250000000.0
1.9000000000000001,1466.6727494375375,9.98566421069473,34.17539361996504,299.8253157507167,6.556206847490916,2.2237769857347445,1.0934574151967913,250000000.0
1.9100000000000001,1466.5031221141055,9.98559061238605,34.33903372853551,299.8233240561096,6.593780860687447,2.236413680776403,1.0942379468277812,250000000.0
1.92,1466.3335534331457,9.985517032888177,34.50256343196764,299.8213227168607,6.631552173737379,2.249109848088261,1.0950229117116526,250000000.0
1.93,1466.164043366177,9.985443472192237,34.66598279757272,299.8193117410333,6.669520587993991,2.2618654221329364,1.0958123306521939,250000000.0
1.94,1465.994591884735,9.985369930289357,34.82929189262189,299.81729113668234,6.707685904547647,2.274680337426209,1.0966062244303052,250000000.0
1.95,1465.8251989603707,9.98529640717067,34.99249078434628,299.815260911849,6.746047923263781,2.2875545285425725,1.0974046138040288,250000000.0
1.96,1465.655864564651,9.985222902827315,35.15557953993682,299.81322107456936,6.784606444268865,2.300487930106663,1.098207519508502,250000000.0
1.97,1465.4865886691593,9.985149417250435,35.318558226544276,299.81117163287274,6.823361267670528,2.313480476794874,1.0990149622559673,250000000.0
1.98,1465.3173712454945,9.985075950431176,35.48142691127932,299.80911259478046,6.862312193360288,2.326532103336491,1.0998269627357777,250000000.0
1.99,1465.148212265272,9.985002502360691,35.644185661212454,299.80704396830606,6.901459021013558,2.339642744513697,1.1006435416143967,250000000.0
2.0,1464.9791117001223,9.984929073030136,35.806834543374066,299.804965761455,6.940801550089643,2.352812335161567,1.1014647195353984,250000000.0
