t,Ca_t,TnCa_t,CB_on_t,Ca_released,Ca_sequestered,cumCB_on_t,cumCB_off_t
0.29,1.9999162182830245e-06,34.9993668925154,149.99989285528133,35.000001642993745,0.0006327505648223317,584.8869022373378,434.8870093820568
0.3,1.999913932769633e-06,34.999346893366905,149.9998928552201,35.000001642993745,0.0006527497155972591,599.8868915228018,449.8869986675819
0.31,1.9999116472614656e-06,34.99932689424127,149.9998928551589,35.000001642993745,0.0006727488435173384,614.8868808082595,464.8869879531009
0.32,1.9999093617585215e-06,34.99930689513849,149.99989285509767,35.000001642993745,0.0006927479485825695,629.8868700937111,479.8869772386137
0.33,1.9999070762608014e-06,34.999286896058564,149.99989285503645,35.000001642993745,0.0007127470307929526,644.8868593791567,494.8869665241204
0.34,1.999904790768305e-06,34.9992668970015,149.99989285497523,35.000001642993745,0.0007327460901484877,659.886848664596,509.8869558096211
0.35000000000000003,1.999902505281032e-06,34.99924689796728,149.999892854914,35.000001642993745,0.0007527451266491744,674.8868379500291,524.8869450951155
0.36,1.999900219798983e-06,34.99922689895592,149.9998928548528,35.000001642993745,0.0007727441402950131,689.8868272354562,539.8869343806037
0.37,1.999897934322158e-06,34.99920689996741,149.99989285479157,35.000001642993745,0.0007927431310860039,704.8868165208772,554.886923666086
0.38,1.999895648850556e-06,34.999186901001764,149.99989285473035,35.000001642993745,0.0008127420990221464,719.8868058062922,569.8869129515622
0.39,1.9998933633841784e-06,34.99916690205897,149.99989285466913,35.000001642993745,0.0008327410441034409,734.8867950917008,584.886902237032
0.4,1.9998910779230248e-06,34.99914690313903,149.9998928546079,35.000001642993745,0.0008527399663298873,749.8867843771036,599.886891522496
0.41000000000000003,1.9998887924670943e-06,34.99912690424194,149.9998928545467,35.000001642993745,0.0008727388657014855,764.8867736625,614.8868808079536
0.42,1.999886507016388e-06,34.99910690536771,149.99989285448544,35.000001642993745,0.0008927377422182357,779.8867629478902,629.8868700934052
0.43,1.9998842215709052e-06,34.99908690651633,149.99989285442422,35.000001642993745,0.0009127365958801377,794.8867522332746,644.8868593788507
0.44,1.999881936130646e-06,34.99906690768781,149.999892854363,35.000001642993745,0.0009327354266871916,809.8867415186528,659.88684866429
0.45,1.9998796506956108e-06,34.99904690888214,149.99989285430178,35.000001642993745,0.0009527342346393975,824.8867308040248,674.8868379497233
0.46,1.9998773652657994e-06,34.99902691009933,149.99989285424056,35.000001642993745,0.0009727330197367553,839.8867200893907,689.8868272351503
0.47000000000000003,1.9998750798412117e-06,34.99900691133938,149.99989285417934,35.000001642993745,0.000992731781979265,854.8867093747505,704.8868165205713
0.48,1.9998727944218477e-06,34.99898691260227,149.9998928541181,35.000001642993745,0.0010127305213669265,869.886698660104,719.8868058059862
0.49,1.9998705090077073e-06,34.998966913888026,149.99989285405687,35.000001642993745,0.0010327292378997399,884.8866879454515,734.8867950913949
0.5,1.999868223598791e-06,34.99894691519663,149.99989285399565,35.000001642993745,0.0010527279315777054,899.8866772307929,749.8867843767976
0.51,1.9998659381950984e-06,34.9989269165281,149.99989285393443,35.000001642993745,0.0010727266024008226,914.8866665161281,764.8867736621941
0.52,1.9998636527966294e-06,34.998906917882415,149.99989285387318,35.000001642993745,0.001092725250369092,929.8866558014573,779.8867629475844
0.53,1.999861367403384e-06,34.99888691925958,149.99989285381196,35.000001642993745,0.0011127238754825128,944.8866450867804,794.8867522329687
0.54,1.9998590820153623e-06,34.99886692065961,149.99989285375074,35.000001642993745,0.001132722477741086,959.8866343720973,809.8867415183469
0.55,1.9998567966325647e-06,34.99884692208249,149.9998928536895,35.000001642993745,0.0011527210571448108,974.8866236574081,824.8867308037188
0.56,1.9998545112549908e-06,34.99882692352823,149.99989285362827,35.000001642993745,0.0011727196136936875,989.8866129427128,839.8867200890847
0.5700000000000001,1.9998522258826404e-06,34.99880692499682,149.99989285356705,35.000001642993745,0.0011927181473877161,1004.8866022280113,854.8867093744445
0.58,1.9998499405155138e-06,34.998786926488265,149.9998928535058,35.000001642993745,0.0012127166582268966,1019.8865915133035,869.886698659798
0.59,1.999847655153611e-06,34.99876692800257,149.99989285344458,35.000001642993745,0.001232715146211229,1034.8865807985899,884.8866879451456
0.6,1.9998453697969323e-06,34.99874692953972,149.99989285338336,35.000001642993745,0.0012527136113407134,1049.88657008387,899.886677230487
0.61,1.999843084445477e-06,34.99872693109973,149.9998928533221,35.000001642993745,0.0012727120536153496,1064.8865593691442,914.8866665158222
0.62,1.9998407990992453e-06,34.9987069326826,149.9998928532609,35.000001642993745,0.0012927104730351378,1079.886548654412,929.8866558011514
0.63,1.9998385137582374e-06,34.998686934288315,149.99989285319967,35.000001642993745,0.0013127088696015979,1094.8865379396736,944.8866450864741
0.64,1.999836228422439e-06,34.99866693591686,149.99989285313845,35.000001642993745,0.0013327072433460714,1109.8865272249295,959.886634371791
0.65,1.9998339430918644e-06,34.99864693756825,149.9998928530772,35.000001642993745,0.0013527055942373688,1124.886516510179,974.8866236571018
0.66,1.999831657766512e-06,34.9986269392425,149.99989285301598,35.000001642993745,0.0013727039222754896,1139.8865057954224,989.8866129424066
0.67,1.999829372446383e-06,34.9986069409396,149.99989285295476,35.000001642993745,0.0013927022274604337,1154.8864950806596,1004.8866022277051
0.68,1.9998270871314773e-06,34.99858694265956,149.99989285289354,35.000001642993745,0.0014127005097922017,1169.886484365891,1019.8865915129975
0.6900000000000001,1.9998248018217947e-06,34.99856694440236,149.99989285283232,35.000001642993745,0.001432698769270793,1184.886473651116,1034.8865807982838
0.7000000000000001,1.999822516517335e-06,34.99854694616802,149.9998928527711,35.000001642993745,0.0014526970058962078,1199.886462936335,1049.886570083564
0.71,1.999820231218098e-06,34.998526947956535,149.99989285270988,35.000001642993745,0.001472695219668446,1214.8864522215476,1064.8865593688379
0.72,1.9998179459240847e-06,34.9985069497679,149.99989285264866,35.000001642993745,0.0014926934105875078,1229.8864415067544,1079.8865486541058
0.73,1.999815660635294e-06,34.99848695160212,149.9998928525874,35.000001642993745,0.0015126915786533932,1244.8864307919548,1094.8865379393678
0.74,1.9998133753517264e-06,34.99846695345919,149.9998928525262,35.000001642993745,0.0015326897238661023,1259.8864200771493,1109.8865272246235
0.75,1.999811090073382e-06,34.99844695533912,149.99989285246497,35.000001642993745,0.0015526878462256348,1274.8864093623379,1124.886516509873
0.76,1.9998088048002607e-06,34.9984269572419,149.99989285240375,35.000001642993745,0.0015726859457319906,1289.8863986475199,1139.8865057951164
0.77,1.9998065195323623e-06,34.998406959167525,149.99989285234253,35.000001642993745,0.0015926840223851701,1304.8863879326962,1154.8864950803538
0.78,1.999804234269687e-06,34.99838696111601,149.9998928522813,35.000001642993745,0.001612682076185173,1319.886377217866,1169.886484365585
0.79,1.999801949012235e-06,34.99836696308735,149.99989285222009,35.000001642993745,0.0016326801071319995,1334.8863665030299,1184.8864736508099
0.8,1.999799663760006e-06,34.998346965081545,149.99989285215884,35.000001642993745,0.0016526781152256496,1349.8863557881878,1199.886462936029
0.81,1.999797378513e-06,34.99832696709859,149.99989285209762,35.000001642993745,0.0016726761004661232,1364.8863450733393,1214.8864522212418
0.8200000000000001,1.9997950932712168e-06,34.99830696913849,149.9998928520364,35.000001642993745,0.0016926740628534203,1379.8863343584846,1229.8864415064486
0.8300000000000001,1.999792808034657e-06,34.99828697120124,149.99989285197518,35.000001642993745,0.0017126720023875408,1394.886323643624,1244.8864307916492
0.84,1.99979052280332e-06,34.99826697328684,149.99989285191396,35.000001642993745,0.0017326699190684848,1409.8863129287572,1259.8864200768435
0.85,1.9997882375772063e-06,34.9982469753953,149.99989285185274,35.000001642993745,0.0017526678128962523,1424.8863022138844,1274.8864093620318
0.86,1.9997859523563156e-06,34.99822697752661,149.99989285179151,35.000001642993745,0.0017726656838708435,1439.8862914990054,1289.886398647214
0.87,1.9997836671406477e-06,34.99820697968077,149.9998928517303,35.000001642993745,0.0017926635319922583,1454.8862807841201,1304.88638793239
0.88,1.999781381930203e-06,34.99818698185779,149.99989285166905,35.000001642993745,0.0018126613572604963,1469.8862700692289,1319.88637721756
0.89,1.9997790967249817e-06,34.99816698405766,149.99989285160783,35.000001642993745,0.001832659159675558,1484.8862593543315,1334.8863665027238
0.9,1.999776811524983e-06,34.99814698628038,149.9998928515466,35.000001642993745,0.0018526569392374433,1499.8862486394282,1349.8863557878817
0.91,1.9997745263302078e-06,34.99812698852596,149.99989285148538,35.000001642993745,0.0018726546959461521,1514.8862379245186,1364.8863450730332
0.92,1.9997722411406552e-06,34.99810699079439,149.99989285142416,35.000001642993745,0.0018926524298016841,1529.8862272096028,1379.8863343581788
0.93,1.999769955956326e-06,34.99808699308567,149.99989285136294,35.000001642993745,0.00191265014080404,1544.8862164946809,1394.886323643318
0.9400000000000001,1.9997676707772198e-06,34.99806699539981,149.99989285130172,35.000001642993745,0.0019326478289532194,1559.8862057797528,1409.8863129284514
0.9500000000000001,1.9997653856033365e-06,34.9980469977368,149.9998928512405,35.000001642993745,0.001952645494249222,1574.8861950648188,1424.8863022135786
0.96,1.9997631004346764e-06,34.99802700009664,149.99989285117925,35.000001642993745,0.0019726431366920484,1589.8861843498785,1439.8862914986994
0.97,1.9997608152712396e-06,34.99800700247933,149.99989285111803,35.000001642993745,0.0019926407562816982,1604.886173634932,1454.8862807838143
0.98,1.9997585301130256e-06,34.997987004884884,149.9998928510568,35.000001642993745,0.0020126383530181713,1619.8861629199796,1469.886270068923
0.99,1.9997562449600348e-06,34.997967007313285,149.9998928509956,35.000001642993745,0.0020326359269014684,1634.886152205021,1484.8862593540257
1.0,1.9997539598122668e-06,34.997947009764545,149.99989285093437,35.000001642993745,0.0020526334779315887,1649.8861414900564,1499.8862486391222
1.01,1.999751674669722e-06,34.99792701223865,149.99989285087315,35.000001642993745,0.0020726310061085326,1664.8861307750856,1514.8862379242125
1.02,1.9997493895324e-06,34.99790701473561,149.99989285081193,35.000001642993745,0.0020926285114323,1679.8861200601086,1529.8862272092967
1.03,1.9997471044003013e-06,34.99788701725543,149.99989285075068,35.000001642993745,0.0021126259939028974,1694.8861093451253,1544.8862164943753
1.04,1.9997448192734105e-06,34.99786701979805,149.99989285068946,35.000001642993745,0.00213262345356036,1709.886098630136,1559.8862057794472
1.05,1.9997425341517413e-06,34.99784702236353,149.99989285062824,35.000001642993745,0.0021526208903665973,1724.8860879151407,1574.8861950645132
1.06,1.999740249035295e-06,34.99782702495186,149.99989285056702,35.000001642993745,0.0021726183043216094,1739.8860772001394,1589.8861843495729
1.07,1.999737963924071e-06,34.99780702756304,149.9998928505058,35.000001642993745,0.0021926156954253967,1754.8860664851318,1604.8861736346266
1.08,1.999735678818069e-06,34.997787030197074,149.99989285044455,35.000001642993745,0.002212613063677959,1769.8860557701182,1619.8861629196742
1.09,1.999733393717289e-06,34.99776703285396,149.99989285038333,35.000001642993745,0.002232610409079296,1784.8860450550983,1634.8861522047155
1.1,1.9997311086217318e-06,34.9977470355337,149.9998928503221,35.000001642993745,0.002252607731629408,1799.8860343400722,1649.8861414897508
1.11,1.999728823531397e-06,34.997727038236285,149.9998928502609,35.000001642993745,0.0022726050313282946,1814.8860236250403,1664.8861307747802
1.12,1.999726538446284e-06,34.99770704096172,149.99989285019967,35.000001642993745,0.0022926023081759565,1829.8860129100021,1679.886120059803
1.1300000000000001,1.9997242533663937e-06,34.99768704371001,149.99989285013845,35.000001642993745,0.002312599562172393,1844.8860021949577,1694.88610934482
1.1400000000000001,1.9997219682917255e-06,34.99766704648115,149.99989285007723,35.000001642993745,0.002332596793317605,1859.8859914799073,1709.8860986298307
1.1500000000000001,1.9997196832222797e-06,34.99764704927514,149.999892850016,35.000001642993745,0.0023525940016115915,1874.885980764851,1724.8860879148356
1.16,1.9997173981580562e-06,34.99762705209198,149.99989284995476,35.000001642993745,0.0023725911870543523,1889.8859700497878,1739.8860771998336
1.17,1.9997151130990548e-06,34.99760705493168,149.99989284989354,35.000001642993745,0.002392588349645889,1904.8859593347188,1754.8860664848262
1.18,1.999712828045276e-06,34.99758705779422,149.99989284983232,35.000001642993745,0.0024125854893862,1919.885948619644,1769.8860557698124
1.19,1.9997105429967194e-06,34.997567060679614,149.9998928497711,35.000001642993745,0.002432582606275286,1934.885937904563,1784.8860450547927
1.2,1.999708257953385e-06,34.99754706358786,149.99989284970988,35.000001642993745,0.002452579700313147,1949.8859271894758,1799.8860343397666
1.21,1.999705972915273e-06,34.99752706651896,149.99989284964866,35.000001642993745,0.002472576771499783,1964.8859164743826,1814.8860236247347
1.22,1.9997036878823835e-06,34.99750706947291,149.99989284958744,35.000001642993745,0.002492573819835194,1979.885905759283,1829.8860129096965
1.23,1.9997014028547163e-06,34.99748707244971,149.99989284952622,35.000001642993745,0.0025125708453193796,1994.8858950441777,1844.886002194652
1.24,1.999699117832271e-06,34.997467075449364,149.99989284946497,35.000001642993745,0.0025325678479523406,2009.885884329066,1859.8859914796017
1.25,1.999696832815048e-06,34.997447078471865,149.99989284940375,35.000001642993745,0.002552564827734076,2024.8858736139482,1874.8859807645451
1.26,1.9996945478030477e-06,34.99742708151722,149.99989284934253,35.000001642993745,0.0025725617846645865,2039.8858628988244,1889.8859700494825
1.27,1.9996922627962696e-06,34.997407084585426,149.9998928492813,35.000001642993745,0.002592558718743872,2054.885852183694,1904.8859593344137
1.28,1.999689977794714e-06,34.997387087676486,149.9998928492201,35.000001642993745,0.002612555629971932,2069.8858414685583,1919.8859486193387
1.29,1.99968769279838e-06,34.99736709079039,149.99989284915887,35.000001642993745,0.002632552518348768,2084.885830753416,1934.8859379042578
1.3,1.999685407807269e-06,34.997347093927154,149.99989284909765,35.000001642993745,0.0026525493838743777,2099.8858200382674,1949.8859271891706
1.31,1.99968312282138e-06,34.99732709708676,149.99989284903643,35.000001642993745,0.002672546226548763,2114.885809323113,1964.8859164740772
1.32,1.9996808378407136e-06,34.997307100269225,149.99989284897518,35.000001642993745,0.002692543046371923,2129.8857986079524,1979.885905758978
1.33,1.999678552865269e-06,34.997287103474534,149.99989284891396,35.000001642993745,0.0027125398433438578,2144.8857878927856,1994.8858950438723
1.34,1.999676267895047e-06,34.9972671067027,149.99989284885274,35.000001642993745,0.0027325366174645676,2159.885777177613,2009.8858843287608
1.35,1.999673982930047e-06,34.99724710995372,149.99989284879152,35.000001642993745,0.0027525333687340526,2174.885766462434,2024.8858736136428
1.36,1.99967169797027e-06,34.99722711322758,149.9998928487303,35.000001642993745,0.002772530097152312,2189.8857557472484,2039.885862898519
1.37,1.999669413015715e-06,34.9972071165243,149.99989284866908,35.000001642993745,0.0027925268027193468,2204.8857450320575,2054.885852183389
1.3800000000000001,1.9996671280663823e-06,34.99718711984387,149.99989284860786,35.000001642993745,0.002812523485435156,2219.88573431686,2069.8858414682527
1.3900000000000001,1.9996648431222715e-06,34.997167123186294,149.9998928485466,35.000001642993745,0.0028325201452997404,2234.8857236016565,2084.8858307531104
1.4000000000000001,1.9996625581833835e-06,34.99714712655156,149.9998928484854,35.000001642993745,0.0028525167823131,2249.885712886447,2099.8858200379623
1.41,1.9996602732497175e-06,34.997127129939685,149.99989284842417,35.000001642993745,0.0028725133964752334,2264.8857021712306,2114.8858093228073
1.42,1.999657988321274e-06,34.99710713335066,149.99989284836295,35.000001642993745,0.0028925099877861425,2279.8856914560088,2129.885798607647
1.43,1.9996557033980526e-06,34.99708713678449,149.99989284830173,35.000001642993745,0.0029125065562458268,2294.885680740781,2144.88578789248
1.44,1.999653418479645e-06,34.99706714023957,149.9998928482405,35.000001642993745,0.0029325031034475833,2309.8856700255456,2159.8857771773073
1.45,1.9996511335664382e-06,34.997047143717424,149.9998928481793,35.000001642993745,0.00295249962788135,2324.8856593103064,2174.885766462129
1.46,1.9996488486584517e-06,34.99702714721811,149.99989284811807,35.000001642993745,0.0029724961294722053,2339.885648595059,2189.885755746943
1.47,1.9996465637556854e-06,34.99700715074165,149.99989284805685,35.000001642993745,0.0029924926082201507,2354.8856378798055,2204.885745031751
1.48,1.999644278858139e-06,34.996987154288036,149.99989284799562,35.000001642993745,0.003012489064125181,2369.885627164548,2219.8857343165537
1.49,1.9996419939658133e-06,34.996967157857256,149.99989284793438,35.000001642993745,0.0030324854971873014,2384.8856164492836,2234.885723601351
1.5,1.9996397090787074e-06,34.99694716144932,149.99989284787316,35.000001642993745,0.0030524819074065086,2399.8856057340126,2249.885712886141
1.51,1.9996374241968218e-06,34.99692716506423,149.99989284781194,35.000001642993745,0.0030724782947828006,2414.8855950187353,2264.8857021709246
1.52,1.999635139320156e-06,34.99690716870198,149.99989284775071,35.000001642993745,0.0030924746593161846,2429.8855843034526,2279.8856914557036
1.53,1.999632854448711e-06,34.99688717236258,149.9998928476895,35.000001642993745,0.003112471001006656,2444.8855735881643,2294.8856807404763
1.54,1.9996305695824856e-06,34.99686717604601,149.99989284762827,35.000001642993745,0.0031324673198542125,2459.885562872868,2309.885670025241
1.55,1.9996282847214806e-06,34.996847179752294,149.99989284756705,35.000001642993745,0.0031524636158588573,2474.885552157566,2324.88565931
1.56,1.999625999865696e-06,34.996827183481415,149.99989284750583,35.000001642993745,0.0031724598890205923,2489.8855414422587,2339.8856485947545
1.57,1.999623715015131e-06,34.99680718723338,149.99989284744458,35.000001642993745,0.003192456139339412,2504.885530726946,2354.8856378795026
1.58,1.999621430169787e-06,34.99678719100819,149.99989284738336,35.000001642993745,0.0032124523668153214,2519.885520011626,2369.8856271642444
1.59,1.9996191453296624e-06,34.99676719480584,149.99989284732214,35.000001642993745,0.003232448571448318,2534.8855092962995,2384.885616448979
1.6,1.9996168604947583e-06,34.99674719862634,149.99989284726092,35.000001642993745,0.0032524447532384006,2549.8854985809676,2399.885605733709
1.61,1.999614575665074e-06,34.99672720246968,149.9998928471997,35.000001642993745,0.003272440912185574,2564.8854878656293,2414.8855950184316
1.62,1.9996122908406105e-06,34.996707206335856,149.99989284713848,35.000001642993745,0.003292437048289832,2579.8854771502847,2429.885584303148
1.6300000000000001,1.999610006021367e-06,34.99668721022488,149.99989284707726,35.000001642993745,0.0033124331615511796,2594.8854664349346,2444.8855735878587
1.6400000000000001,1.9996077212073433e-06,34.99666721413674,149.99989284701604,35.000001642993745,0.0033324292519696158,2609.885455719578,2459.885562872564
1.6500000000000001,1.99960543639854e-06,34.99664721807145,149.9998928469548,35.000001642993745,0.0033524253195451378,2624.8854450042154,2474.8855521572623
1.6600000000000001,1.999603151594957e-06,34.996627222029005,149.99989284689357,35.000001642993745,0.003372421364277748,2639.885434288847,2489.885541441955
1.67,1.999600866796594e-06,34.9966072260094,149.99989284683235,35.000001642993745,0.003392417386167447,2654.8854235734707,2504.8855307266413
1.68,1.9995985820034513e-06,34.99658723001264,149.99989284677113,35.000001642993745,0.0034124133852142307,2669.8854128580897,2519.8855200113203
1.69,1.9995962972155287e-06,34.99656723403872,149.9998928467099,35.000001642993745,0.0034324093614181046,2684.8854021427023,2534.885509295995
1.7,1.9995940124328264e-06,34.99654723808764,149.9998928466487,35.000001642993745,0.003452405314779068,2699.8853914273095,2549.885498580663
1.71,1.999591727655344e-06,34.99652724215941,149.99989284658747,35.000001642993745,0.003472401245297115,2714.8853807119103,2564.8854878653246
1.72,1.999589442883082e-06,34.99650724625402,149.99989284652625,35.000001642993745,0.0034923971529722524,2729.885369996505,2579.88547714998
1.73,1.9995871581160402e-06,34.99648725037147,149.999892846465,35.000001642993745,0.0035123930378044782,2744.8853592810938,2594.885466434631
1.74,1.9995848733542185e-06,34.99646725451177,149.99989284640378,35.000001642993745,0.003532388899793789,2759.8853485656755,2609.8854557192744
1.75,1.9995825885976167e-06,34.996447258674905,149.99989284634256,35.000001642993745,0.003552384738940189,2774.885337850251,2624.8854450039107
1.76,1.9995803038462356e-06,34.99642726286089,149.99989284628134,35.000001642993745,0.003572380555243675,2789.8853271348207,2639.8854342885415
1.77,1.9995780191000743e-06,34.99640726706971,149.99989284622012,35.000001642993745,0.0035923763487042517,2804.885316419385,2654.885423573167
1.78,1.9995757343591332e-06,34.99638727130138,149.9998928461589,35.000001642993745,0.003612372119321916,2819.885305703944,2669.885412857787
1.79,1.9995734496234125e-06,34.99636727555589,149.99989284609768,35.000001642993745,0.0036323678670966645,2834.885294988495,2684.8854021423986
1.8,1.9995711648929115e-06,34.996347279833245,149.99989284603646,35.000001642993745,0.003652363592028503,2849.8852842730403,2699.8853914270057
1.81,1.9995688801676313e-06,34.996327284133436,149.9998928459752,35.000001642993745,0.003672359294117431,2864.8852735575792,2714.8853807116066
1.82,1.999566595447571e-06,34.99630728845648,149.999892845914,35.000001642993745,0.003692354973363444,2879.8852628421137,2729.885369996201
1.83,1.9995643107327307e-06,34.99628729280236,149.99989284585277,35.000001642993745,0.003712350629766545,2894.88525212664,2744.885359280789
1.84,1.999562026023111e-06,34.99626729717108,149.99989284579155,35.000001642993745,0.0037323462633267347,2909.8852414111607,2759.885348565371
1.85,1.999559741318711e-06,34.996247301562654,149.99989284573033,35.000001642993745,0.003752341874044012,2924.885230695676,2774.885337849947
1.86,1.999557456619531e-06,34.99622730597706,149.9998928456691,35.000001642993745,0.0037723374619183774,2939.885219980185,2789.885327134518
1.87,1.9995551719255715e-06,34.99620731041431,149.9998928456079,35.000001642993745,0.0037923330269498306,2954.8852092646875,2804.8853164190823
1.8800000000000001,1.9995528872368323e-06,34.99618731487441,149.99989284554667,35.000001642993745,0.0038123285691383686,2969.885198549183,2819.8853057036386
1.8900000000000001,1.9995506025533133e-06,34.99616731935735,149.99989284548542,35.000001642993745,0.0038323240884839977,2984.8851878336736,2834.8852949881903
1.9000000000000001,1.999548317875014e-06,34.996147323863134,149.9998928454242,35.000001642993745,0.0038523195849867143,2999.885177118159,2849.8852842727365
1.9100000000000001,1.9995460332019357e-06,34.99612732839176,149.99989284536298,35.000001642993745,0.003872315058646516,3014.885166402637,2864.8852735572755
1.92,1.999543748534077e-06,34.996107332943225,149.99989284530176,35.000001642993745,0.0038923105094634076,3029.8851556871086,2879.885262841809
1.93,1.9995414638714383e-06,34.99608733751754,149.99989284524054,35.000001642993745,0.003912305937437384,3044.885144971574,2894.885252126335
1.94,1.9995391792140202e-06,34.996067342114685,149.99989284517932,35.000001642993745,0.003932301342568452,3059.885134256034,2909.885241410857
1.95,1.999536894561822e-06,34.996047346734684,149.9998928451181,35.000001642993745,0.003952296724856607,3074.885123540488,2924.8852306953722
1.96,1.999534609914844e-06,34.99602735137753,149.99989284505688,35.000001642993745,0.003972292084301848,3089.8851128249353,2939.8852199798803
1.97,1.9995323252730863e-06,34.99600735604321,149.99989284499563,35.000001642993745,0.003992287420904177,3104.885102109376,2954.885209264382
1.98,1.999530040636549e-06,34.99598736073173,149.9998928449344,35.000001642993745,0.004012282734663595,3119.885091393812,2969.885198548879
1.99,1.9995277560052312e-06,34.9959673654431,149.9998928448732,35.000001642993745,0.004032278025580101,3134.885080678241,2984.88518783337
2.0,1.9995254713791343e-06,34.99594737017731,149.99989284481197,35.000001642993745,0.004052273293653694,3149.8850699626646,2999.8851771178543
2.0100000000000002,1.9995231867582572e-06,34.99592737493437,149.99989284475075,35.000001642993745,0.004072268538884375,3164.8850592470817,3014.885166402333
2.02,1.9995209021426004e-06,34.99590737971426,149.99989284468953,35.000001642993745,0.004092263761272141,3179.8850485314915,3029.885155686805
2.0300000000000002,1.9995186175321634e-06,34.995887384517005,149.9998928446283,35.000001642993745,0.004112258960816999,3194.885037815897,3044.88514497127
2.04,1.999516332926947e-06,34.995867389342585,149.99989284456706,35.000001642993745,0.0041322541375189425,3209.885027100295,3059.88513425573
2.05,1.9995140483269507e-06,34.99584739419101,149.99989284450584,35.000001642993745,0.004152249291377972,3224.8850163846873,3074.8851235401835
2.06,1.9995117637321745e-06,34.99582739906228,149.99989284444462,35.000001642993745,0.004172244422394093,3239.8850056690744,3089.8851128246315
2.07,1.9995094791426186e-06,34.99580740395639,149.9998928443834,35.000001642993745,0.004192239530567299,3254.8849949534533,3104.8851021090722
