t,V,K_i,Na_i,Ca_i,Or4,Cr1,Cr2,Cr3,Ir5,BCr1,BCr2,BCr3,BOr4,BIr5,Xs,s,r,m,h,j,Ca_ss,d,f,f2,fCass,Ca_SR,R_prime
0.1,-86.44985212424926,141.01670050297156,7.940166642748235,0.0001091987131194197,0.013991368421820681,0.9785679294892611,0.0031423721385928924,0.002899393206599694,0.0013989367437257116,0.0,0.0,0.0,0.0,0.0,0.0030299196993736665,0.9999999799747903,2.106284570125141e-08,0.0013230942183162697,0.7767999352580536,0.7766002827650272,0.0001892832517185518,5.060938802283838e-06,0.9999000493376304,0.9995000460044586,0.9999999930127866,2.7656019547429374,0.9864056718677664
0.11,-86.44983745528279,141.01670055326062,7.940166607021812,0.00010919858447858891,0.01399050486096263,0.9785680772483302,0.003143248498142158,0.002899338232962145,0.0013988311596030056,0.0,0.0,0.0,0.0,0.0,0.0030299116769057226,0.9999999779853255,2.1059186456975357e-08,0.0013230983625926813,0.7767999258269805,0.7766003107280071,0.0001892815771512155,5.0610213866621085e-06,0.9999000542657764,0.9995000505971617,0.9999999923146019,2.7656021501300927,0.9864062389037255
0.12,-86.44982280776189,141.01670060354823,7.940166571295164,0.00010919845584634227,0.01398964123038196,0.9785684139127587,0.003143935580187968,0.002899283569885565,0.0013987257067859388,0.0,0.0,0.0,0.0,0.0,0.003029903655815694,0.9999999759982232,2.1055537316302347e-08,0.001323102499182864,0.7767999158647222,0.7766003386343252,0.00018927990263119403,5.061102120848776e-06,0.9999000591929023,0.9995000551884597,0.9999999916165146,2.7656023455014087,0.9864068059122684
0.13,-86.44980818165666,141.01670065383436,7.940166535568289,0.00010919832722267912,0.013988777530943823,0.9785688987605675,0.003144474176993805,0.002899229147079041,0.001398620384415894,0.0,0.0,0.0,0.0,0.0,0.0030298956361028495,0.9999999740134808,2.1051898251504973e-08,0.0013231066296836333,0.7767999053728738,0.7766003664840666,0.00018927822815846312,5.0611810515499225e-06,0.9999000641190081,0.9995000597783537,0.9999999909185249,2.7656025408568867,0.9864073728933966
0.14,-86.44979357693721,141.01670070411905,7.9401664998411885,0.00010919819860759881,0.013987913763507104,0.9785694995717181,0.00314489656420652,0.0028991749089284182,0.0013985151916398953,0.0,0.0,0.0,0.0,0.0,0.003029887617766459,0.9999999720310954,2.1048269234926736e-08,0.0013231107543696802,0.7767998943530268,0.7766003942773164,0.00018927655373299915,5.061258224297557e-06,0.9999000690440942,0.9995000643668441,0.9999999902206327,2.765602736196528,0.9864079398471116
0.15,-86.44977899357362,141.01670075440228,7.9401664641138625,0.0001091980700011007,0.013987049928924538,0.9785701903430264,0.0031452287898869075,0.002899120810551627,0.0013984101276106487,0.0,0.0,0.0,0.0,0.0,0.0030298796008057923,0.9999999700510642,2.1044650238984634e-08,0.0013231148730684223,0.7767998828067696,0.7766004220141596,0.00018927487935477895,5.061333683484171e-06,0.9999000739681607,0.999500068953932,0.9999999895228379,2.7656029315203337,0.9864085067734145
0.16,-86.44976443153605,141.01670080468406,7.940166428386311,0.00010919794140318409,0.013986186028042627,0.9785709521777217,0.003145489783414791,0.0028990668193342936,0.001398305191486566,0.0,0.0,0.0,0.0,0.0,0.003029871585220121,0.9999999680733843,2.104104123616928e-08,0.001323118985856466,0.7767998707356873,0.7766004496946809,0.00018927320502378,5.061407472346921e-06,0.999900078891208,0.9995000735396177,0.9999999888251406,2.765603126828304,0.9864090736723069
0.17,-86.44974989079465,141.01670085496437,7.940166392658534,0.00010919781281384836,0.013985322061701961,0.9785717690615084,0.003145695586719855,0.002899012907638064,0.0013982003824317202,0.0,0.0,0.0,0.0,0.0,0.0030298635710087176,0.999999966098053,2.103744219904641e-08,0.0013231230923444932,0.7767998581413614,0.7766004773189652,0.00018927153073998023,5.061479633047629e-06,0.9999000838132364,0.9995000781239021,0.9999999881275408,2.765603322120441,0.98640964054379
0.18,-86.44973537131956,141.01670090524325,7.940166356930532,0.00010919768423309284,0.013984458030737138,0.9785726289706896,0.003145858244243798,0.0028989590547135575,0.0013980956996158575,0.0,0.0,0.0,0.0,0.0,0.003029855558170854,0.9999999641250675,2.1033853100257302e-08,0.001323127193052865,0.7767998450253697,0.776600504887097,0.00018926985650335806,5.061550206672058e-06,0.9999000887342459,0.9995000827067859,0.9999999874300384,2.7656035173967446,0.9864102073878652
0.19,-86.449720873081,141.01670095552066,7.940166321202304,0.00010919755566091689,0.013983593935976823,0.9785735231815064,0.0031459864947943742,0.0028989052455080733,0.0013979911422143732,0.0,0.0,0.0,0.0,0.0,0.0030298475467058048,0.9999999621544252,2.1030273912518297e-08,0.0013231312881369138,0.7767998313892867,0.7766005323991607,0.00018926818231389256,5.061619233238332e-06,0.9999000936542369,0.9995000872882699,0.9999999867326334,2.765603712657217,0.9864107742045337
0.2,-86.44970639604918,141.01670100579665,7.940166285473851,0.00010919742709731984,0.013982729778243991,0.9785744439141069,0.003146088131642508,0.002898851466598424,0.001397886709408241,0.0,0.0,0.0,0.0,0.0,0.0030298395366128448,0.9999999601861229,2.1026704608621285e-08,0.0013231353761955925,0.7767998172346832,0.7766005598552408,0.0001892665081715631,5.061686751772143e-06,0.9999000985732097,0.9995000918683548,0.9999999860353257,2.765603907901859,0.986411340993797
0.21,-86.44969194019433,141.0167010560712,7.9401662497451735,0.00010919729854230103,0.013981865558355875,0.9785753854772721,0.0031461688558210806,0.002898797708167053,0.0013977824003839781,0.0,0.0,0.0,0.0,0.0,0.003029831527891249,0.9999999582201582,2.102314516143236e-08,0.0013231394588835922,0.7767998025631268,0.7766005872554214,0.00018926483407634965,5.061752800296846e-06,0.9999001034911644,0.9995000964470412,0.9999999853381155,2.7656041031306713,0.9864119077556565
0.22,-86.44967750548666,141.01670110634433,7.940166214016271,0.00010919716999585983,0.013981001277124074,0.9785763432653131,0.003146233280958887,0.0028987439622703954,0.0013976782143336084,0.0,0.0,0.0,0.0,0.0,0.0030298235205402945,0.9999999562565282,2.101959554389203e-08,0.001323143537113469,0.7767997873761814,0.7766006145997865,0.00018926316002823256,5.0618174158711324e-06,0.9999001084081014,0.9995001010243298,0.9999999846410027,2.7656042983436553,0.9864124744901134
0.23,-86.4496630918965,141.01670115661597,7.940166178287144,0.00010919704145799557,0.013980136935354694,0.9785773132382154,0.0031462854540339393,0.002898690221941463,0.0013975741504545541,0.0,0.0,0.0,0.0,0.0,0.0030298155145592584,0.99999995429523,2.1016055729014178e-08,0.00132314760784803,0.7767997716754077,0.7766006418884204,0.0001892614860271927,5.061880634648724e-06,0.999900113324021,0.9995001056002215,0.9999999839439873,2.765604493540812,0.986413041197169
0.24,-86.4496486993941,141.0167012068862,7.940166142557793,0.0001091969129287076,0.01397927253384802,0.978578293506086,0.0031463272681910397,0.0028986364839250424,0.00139747020794986,0.0,0.0,0.0,0.0,0.0,0.0030298075099474187,0.999999952336261,2.1012525689888055e-08,0.001323151671780215,0.7767997554623626,0.7766006691214066,0.00018925981207321133,5.061942491748264e-06,0.9999001182389232,0.999500110174717,0.9999999832470692,2.7656046887221426,0.9864136078768249
0.25,-86.44963432794982,141.016701257155,7.940166106828216,0.00010919678440799525,0.01397840807339926,0.9785792809148212,0.0031463618829683324,0.0028985827427835836,0.0013973663860276813,0.0,0.0,0.0,0.0,0.0,0.0030297995067040547,0.9999999503796184,2.1009005399674496e-08,0.001323155730258726,0.7767997387385999,0.7766006962988291,0.00018925813816627018,5.062003021566571e-06,0.9999001231528084,0.9995001147478169,0.9999999825502485,2.765604883887648,0.9864141745290821
0.26,-86.44961997753398,141.01670130742235,7.940166071098416,0.00010919665589585789,0.013977543554797677,0.9785802749082106,0.0031463898555254607,0.002898528997564303,0.001397262683901884,0.0,0.0,0.0,0.0,0.0,0.0030297915048284464,0.9999999484252994,2.1005494831610046e-08,0.0013231597835925354,0.7767997215056694,0.7766007234207716,0.0001892564643063514,5.062062257405414e-06,0.999900128065677,0.9995001193195218,0.999999981853525,2.765605079037329,0.9864147411539422
0.27,-86.44960564811694,141.01670135768828,7.940166035368391,0.00010919652739229485,0.01397667897882764,0.9785812733172323,0.003146413358618389,0.0028984752445302977,0.0013971591007912816,0.0,0.0,0.0,0.0,0.0,0.003029783504319874,0.9999999464733013,2.1001993959002295e-08,0.001323163830867723,0.7767997037651184,0.7766007504873174,0.0001892547904934375,5.062120231952355e-06,0.9999001329775289,0.9995001238898326,0.999999981156899,2.7656052741711874,0.9864153077514065
0.28,-86.44959133966911,141.01670140795278,7.940165999638142,0.00010919639889730549,0.013975814346267742,0.9785822757044196,0.0031464328304584466,0.0028984214829338795,0.0013970556359203007,0.0,0.0,0.0,0.0,0.0,0.00302977550517762,0.9999999445236212,2.0998502755233705e-08,0.0013231678720923453,0.7767996855184898,0.7766007774985499,0.00018925311672751143,5.0621769768592666e-06,0.9999001378883646,0.99950012845875,0.9999999804603702,2.7656054692892234,0.9864158743214764
0.29,-86.44957705216089,141.01670145821583,7.94016596390767,0.00010919627041088914,0.01397494965789152,0.978583281063494,0.003146449279050582,0.002898367711045479,0.0013969522885184007,0.0,0.0,0.0,0.0,0.0,0.0030297675074009663,0.9999999425762566,2.0995021193758446e-08,0.0013231719073794968,0.7767996667673236,0.7766008044545526,0.0001892514430085565,5.062232523106165e-06,0.9999001427981843,0.9995001330262746,0.9999999797639388,2.7656056643914386,0.9864164408641531
0.3,-86.44956278556272,141.0167015084775,7.940165928176973,0.00010919614193304517,0.013974084914467154,0.97858428866383,0.003146463436271066,0.002898313927611437,0.0013968490578203296,0.0,0.0,0.0,0.0,0.0,0.0030297595109891966,0.9999999406312045,2.0991549248103744e-08,0.0013231759367719554,0.7767996475131563,0.7766008313554085,0.0001892497693365564,5.062286900841684e-06,0.9999001477069883,0.9995001375924073,0.9999999790676046,2.765605859477834,0.986417007379438
0.31,-86.44954853984507,141.01670155873774,7.9401658924460525,0.00010919601346377289,0.013973220116757534,0.978585298114194,0.003146475694018346,0.002898260131964037,0.0013967459430660495,0.0,0.0,0.0,0.0,0.0,0.0030297515159415952,0.9999999386884622,2.0988086891869495e-08,0.0013231799602286527,0.7767996277575209,0.7766008582012006,0.0001892480957114952,5.062340139424308e-06,0.9999001526147767,0.9995001421571487,0.9999999783713678,2.7656060545484107,0.9864175738673325
0.32,-86.44953431497842,141.01670160899653,7.940165856714908,0.00010919588500307167,0.013972355265520495,0.9785863088304567,0.0031464866374196388,0.002898206323102624,0.0013966429435005394,0.0,0.0,0.0,0.0,0.0,0.0030297435222574466,0.999999936748027,2.0984634098727187e-08,0.0013231839778475593,0.7767996075019469,0.7766008849920119,0.00018924642213335728,5.062392267543066e-06,0.9999001575215499,0.9995001467204994,0.9999999776752281,2.7656062496031697,0.9864181403278379
0.33,-86.44952011093329,141.01670165925393,7.940165820983541,0.00010919575655094086,0.013971490361508609,0.9785873205467277,0.0031464965328137154,0.00289815250057596,0.0013965400583739653,0.0,0.0,0.0,0.0,0.0,0.0030297355299360373,0.9999999348098962,2.098119084242078e-08,0.001323187989619223,0.7767995867479609,0.7766009117279252,0.00018924474860212748,5.062443313107343e-06,0.9999001624273081,0.9995001512824603,0.9999999769791857,2.7656064446421116,0.9864187067609556
0.34,-86.44950592768025,141.0167017095099,7.94016578525195,0.0001091956281073798,0.013970625405469705,0.978588332799421,0.0031465058445764747,0.00289809866359157,0.001396437286941203,0.0,0.0,0.0,0.0,0.0,0.0030297275389766544,0.9999999328740672,2.0977757096764048e-08,0.0013231919954707933,0.7767995654970855,0.7766009384090231,0.00018924307511779072,5.0624933035198455e-06,0.9999001673320514,0.9995001558430319,0.9999999762832406,2.7656066396652386,0.9864192731666869
0.35000000000000003,-86.44949176518985,141.01670175976446,7.940165749520135,0.00010919549967238784,0.013969760398145719,0.9785893456372377,0.0031465145239122417,0.0028980448122414046,0.0013963346284629268,0.0,0.0,0.0,0.0,0.0,0.003029719549378585,0.999999930940537,2.0974332835646773e-08,0.0013231959955067357,0.7767995437508401,0.7766009650353883,0.00018924140168033262,5.06254226507505e-06,0.9999001722357803,0.9995001604022151,0.9999999755873926,2.7656068346725506,0.9864198395450331
0.36,-86.44947762343267,141.0167018100176,7.940165713788098,0.00010919537124596434,0.013968895340273612,0.9785903590952646,0.003146522535663098,0.0028979909465939578,0.001396232082204735,0.0,0.0,0.0,0.0,0.0,0.0030297115611411175,0.9999999290093029,2.097091803302974e-08,0.0013231999897829316,0.7767995215107409,0.7766009916071032,0.00018923972828973896,5.062590223440478e-06,0.999900177138495,0.9995001649600105,0.9999999748916419,2.7656070296640496,0.9864204058959956
0.37,-86.44946350237936,141.01670186026936,7.940165678055838,0.0001091952428281086,0.01396803023258643,0.978591372692009,0.003146530362142455,0.002897937065825976,0.001396129647436135,0.0,0.0,0.0,0.0,0.0,0.0030297035742635416,0.9999999270803623,2.096751266293892e-08,0.0013232039781951289,0.7767994987783006,0.7766010181242501,0.00018923805494599564,5.062637204195403e-06,0.9999001820401955,0.999500169516419,0.9999999741959884,2.765607224639736,0.9864209722195757
0.38,-86.44944940200058,141.01670191051969,7.940165642323354,0.00010919511441882001,0.01396716507581124,0.9785923864522658,0.003146537978502137,0.002897883169988277,0.0013960273234325273,0.0,0.0,0.0,0.0,0.0,0.0030296955887451475,0.9999999251537125,2.096411669947686e-08,0.001323207960752256,0.7767994755550285,0.7766010445869111,0.0001892363816490891,5.062683231770165e-06,0.9999001869408823,0.9995001740714409,0.999999973500432,2.765607419599611,0.9864215385157747
0.39,-86.44943532226701,141.01670196076861,7.940165606590647,0.00010919498601809793,0.013966299870669796,0.9785934005681669,0.0031465451922680996,0.002897829259420604,0.0013959251094745485,0.0,0.0,0.0,0.0,0.0,0.0030296876045852266,0.9999999232293506,2.0960730116818908e-08,0.0013232119374858538,0.7767994518424305,0.7766010709951686,0.0001892347083990062,5.062728329797646e-06,0.9999001918405556,0.9995001786250772,0.9999999728049729,2.765607614543676,0.9864221047845942
0.4,-86.44942126314935,141.01670201101615,7.940165570857719,0.00010919485762594166,0.013965434617879335,0.9785944150613622,0.003146551981742679,0.002897775334168438,0.0013958230048473272,0.0,0.0,0.0,0.0,0.0,0.0030296796217830703,0.9999999213072741,2.0957352889208918e-08,0.0013232159084019268,0.7767994276420089,0.7766010973491044,0.00018923303519573386,5.062772521503406e-06,0.9999001967392157,0.9995001831773287,0.999999972109611,2.7656078094719314,0.9864226710260352
0.41000000000000003,-86.44940722461834,141.01670206126227,7.940165535124567,0.00010919472924235059,0.013964569318153583,0.978595429422389,0.003146558857257491,0.002897721393360423,0.0013957210088394964,0.0,0.0,0.0,0.0,0.0,0.0030296716403379717,0.9999999193874801,2.095398499095355e-08,0.0013232198735208826,0.7767994029552636,0.7766011236488003,0.0001892313620392591,5.062815830208503e-06,0.9999002016368627,0.9995001877281958,0.9999999714143462,2.7656080043843794,0.9864232372400994
0.42,-86.44939320664474,141.016702111507,7.940165499391194,0.00010919460086732403,0.013963703972199216,0.9785964439485418,0.003146565520994379,0.0028976674375179867,0.0013956191207466166,0.0,0.0,0.0,0.0,0.0,0.0030296636602492244,0.9999999174699661,2.0950626396442045e-08,0.0013232238328428148,0.77679937778369,0.7766011498943381,0.0001892296889295697,5.062858277571372e-06,0.9999002065334969,0.9995001922776794,0.9999999707191785,2.76560819928102,0.9864238034267878
0.43,-86.44937920919938,141.01670216175032,7.940165463657597,0.00010919447250086138,0.01396283858071864,0.9785974586962062,0.0031465719164600133,0.0028976134667467114,0.0013955173398684949,0.0,0.0,0.0,0.0,0.0,0.0030296556815161226,0.9999999155547291,2.0947277080130724e-08,0.0013232277863746901,0.7767993521287808,0.7766011760857995,0.0001892280158666535,5.0628998849645844e-06,0.9999002114291184,0.9995001968257801,0.9999999700241079,2.7656083941618546,0.986424369586102
0.44,-86.44936523225307,141.01670221199225,7.9401654279237786,0.00010919434414296194,0.013961973144410616,0.9785984734957754,0.003146578213543375,0.002897559480762079,0.0013954156655085546,0.0,0.0,0.0,0.0,0.0,0.0030296477041379627,0.9999999136417667,2.094393701653928e-08,0.0013232317341279095,0.7767993259920252,0.7766012022232659,0.00018922634285049847,5.062940673757873e-06,0.9999002163237278,0.9995002013724986,0.9999999693291345,2.765608589026884,0.9864249357180432
0.45,-86.44935127577666,141.0167022622328,7.940165392189739,0.00010919421579362507,0.013961107663968584,0.9785994882698782,0.003146584489738958,0.0028975054794388474,0.0013953140969754838,0.0,0.0,0.0,0.0,0.0,0.0030296397281140398,0.9999999117310759,2.0940606180260382e-08,0.0013232356761126083,0.7767992993749091,0.7766012283068188,0.0001892246698810928,5.062980664522573e-06,0.9999002212173251,0.9995002059178357,0.9999999686342581,2.76560878387611,0.9864255018226129
0.46,-86.44933733974108,141.01670231247195,7.940165356455476,0.00010919408745285014,0.013960242140080419,0.9786005030788595,0.0031465906845870944,0.0028974514628895692,0.0013952126335834707,0.0,0.0,0.0,0.0,0.0,0.003029631753443651,0.9999999098226543,2.093728454596108e-08,0.0013232396123368407,0.7767992722789151,0.7766012543365393,0.0001892229969584253,5.063019876917917e-06,0.9999002261099107,0.999500210461792,0.9999999679394789,2.7656089787095333,0.9864260678998122
0.47000000000000003,-86.449323424117,141.01670236270974,7.940165320720992,0.00010919395912063646,0.013959376573457161,0.9786015179009617,0.0031465968198724496,0.0028973974310848457,0.0013951112746237772,0.0,0.0,0.0,0.0,0.0,0.0030296237801260895,0.999999907916499,2.0933972087972278e-08,0.0013232435428101813,0.7767992447055415,0.7766012803125094,0.0001892213240824833,5.063058333342756e-06,0.9999002310014847,0.9995002150043684,0.9999999672447968,2.765609173527155,0.9864266339496427
0.48,-86.44930952887593,141.0167024129461,7.940165284986286,0.00010919383079698341,0.01395851096470386,0.9786025326961674,0.003146602935671386,0.002897343383964752,0.0013950100194925824,0.0,0.0,0.0,0.0,0.0,0.003029615808160668,0.9999999060126072,2.0930668782195914e-08,0.0013232474675349934,0.7767992166562118,0.7766013062348082,0.00018921965125325965,5.063096044941451e-06,0.9999002358920474,0.9995002195455653,0.9999999665502116,2.7656093683289757,0.9864271999721055
0.49,-86.44929565398843,141.0167024631811,7.940165249251359,0.00010919370248189034,0.013957645314556637,0.978603547447361,0.0031466090491184,0.002897289321507666,0.0013949088674563245,0.0,0.0,0.0,0.0,0.0,0.0030296078375466745,0.9999999041109766,2.0927374602591083e-08,0.0013232513865225916,0.776799188132442,0.7766013321035182,0.00018921797847074045,5.063133036772231e-06,0.999900240781599,0.9995002240853836,0.9999999658557236,2.7656095631149973,0.9864277659672022
0.5,-86.44928179942556,141.0167025134147,7.940165213516209,0.00010919357417535658,0.013956779623675948,0.9786045621397527,0.003146615175018351,0.002897235243696692,0.0013948078178563346,0.0,0.0,0.0,0.0,0.0,0.003029599868283411,0.9999999022116043,2.0924089524233894e-08,0.001323255299780758,0.776799159135695,0.7766013579187201,0.00018921630573491574,5.063169325693631e-06,0.9999002456701398,0.9995002286238239,0.9999999651613326,2.76560975788522,0.986428331934934
0.51,-86.44926796515924,141.01670256364693,7.940165177780838,0.00010919344587738151,0.01395591389262422,0.9786055768716684,0.0031466212148652693,0.0028971811507110586,0.0013947068701309832,0.0,0.0,0.0,0.0,0.0,0.0030295919003701993,0.9999999003144877,2.0920813523771888e-08,0.0013232592073191202,0.7767991296673574,0.7766013836804916,0.00018921463304577888,5.063204921751615e-06,0.9999002505576702,0.999500233160887,0.9999999644670385,2.765609952639646,0.9864288978753021
0.52,-86.44925415116063,141.01670261387778,7.940165142045246,0.00010919331758796444,0.013955048122048154,0.9786065916441931,0.003146627167562052,0.002897127042561394,0.0013946060236352201,0.0,0.0,0.0,0.0,0.0,0.003029583933806345,0.9999998984196241,2.0917546576501705e-08,0.00132326310914572,0.7767990997288812,0.776601409388913,0.0001892129604033204,5.063239840848648e-06,0.9999002554441901,0.9995002376965735,0.9999999637728415,2.7656101473782746,0.9864294637883081
0.53,-86.44924035740031,141.01670266410727,7.940165106309434,0.00010919318930710474,0.013954182312669471,0.978607606371849,0.003146633118723541,0.0028970729191082393,0.0013945052776497347,0.0,0.0,0.0,0.0,0.0,0.0030295759685911366,0.9999998965270108,2.091428865651744e-08,0.0013232670052671846,0.776799069321777,0.7766014350440665,0.00018921128780752825,5.063274104100558e-06,0.9999002603297,0.999500242230884,0.9999999630787416,2.7656103421011085,0.9864300296739533
0.54,-86.44922658384937,141.01670271433537,7.940165070573399,0.00010919306103480176,0.01395331646514457,0.9786086210445293,0.0031466390784633974,0.0028970187803428176,0.0013944046315198752,0.0,0.0,0.0,0.0,0.0,0.0030295680047238783,0.9999998946366452,2.0911039738960262e-08,0.0013232708956913727,0.7767990384475045,0.7766014606460326,0.00018920961525839268,5.063307728083828e-06,0.9999002652142001,0.9995002467638193,0.9999999623847386,2.7656105368081483,0.986430595532239
0.55,-86.44921283047891,141.0167027645621,7.940165034837144,0.00010919293277105483,0.013952450580129856,0.9786096356521274,0.0031466450568952815,0.0028969646262563533,0.0013943040845909908,0.0,0.0,0.0,0.0,0.0,0.003029560042203872,0.9999998927485244,2.0907799798971335e-08,0.0013232747804261423,0.7767990071075236,0.7766014861948919,0.00018920794275590385,5.063340729374944e-06,0.9999002700976906,0.9995002512953802,0.9999999616908326,2.765610731499395,0.9864311613631664
0.56,-86.44919909726005,141.01670281478746,7.940164999100668,0.00010919280451586335,0.013951584658281722,0.9786106501845367,0.0031466510641328534,0.0028969104568400696,0.0013942036362084298,0.0,0.0,0.0,0.0,0.0,0.003029552081030421,0.999999890862646,2.090456881169183e-08,0.0013232786594793518,0.7767989753032936,0.7766015116907247,0.000189206270300052,5.063373124550393e-06,0.9999002749801718,0.9995002558255672,0.9999999609970236,2.7656109261748494,0.9864317271667371
0.5700000000000001,-86.44918538416388,141.01670286501147,7.940164963363972,0.0001091926762692266,0.013950718700256574,0.9786116646316507,0.0031466571102897745,0.0028968562720851896,0.0013941032857175408,0.0,0.0,0.0,0.0,0.0,0.0030295441212028285,0.9999998889790072,2.090134675226291e-08,0.001323282532858859,0.7767989430362744,0.7766015371336115,0.0001892045978908273,5.063404930186657e-06,0.9999002798616438,0.9995002603543812,0.9999999603033115,2.7656111208345124,0.9864322929429523
0.58,-86.44917169116151,141.01670291523408,7.9401649276270545,0.00010919254803114399,0.01394985270671081,0.9786126789833627,0.0031466632054797045,0.002896802071982937,0.0013940030324636728,0.0,0.0,0.0,0.0,0.0,0.003029536162720397,0.9999998870976052,2.0898133595825748e-08,0.001323286400572523,0.7767989103079257,0.7766015625236329,0.0001892029255282199,5.063436162860222e-06,0.999900284742107,0.9995002648818228,0.9999999596096963,2.765611315478386,0.9864328586918134
0.59,-86.44915801822405,141.01670296545535,7.940164891889917,0.00010919241980161482,0.013948986678300832,0.9786136932295659,0.0031466693598163043,0.002896747856524535,0.0013939028757921743,0.0,0.0,0.0,0.0,0.0,0.0030295282055824296,0.9999998852184376,2.089492931752151e-08,0.0013232902626282013,0.7767988771197072,0.7766015878608692,0.00018920125321222005,5.063466839147573e-06,0.9999002896215616,0.9995002694078926,0.9999999589161782,2.7656115101064707,0.9864334244133217
