t,x2,x3,x5,x6,x4,x7,x8,x9,x10,x10a,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
2.31,1.6003561961165044e-14,3.8404038251158524e-17,6.773819332668709e-13,1.0048042072392806e-13,2.0323294555058268e-13,6.610457630931451e-16,2.2402656961085353e-15,6.527821566560486e-14,3.788396068304227e-13,5.556667552817281e-13,9.978457777775623e-14,2.7554222222438175e-15,3.3448297047325517,93.20221228041392,3.452958014853389,89.82394648612421,10.176053513875864,89.82394648612421,10.17605351387586,75.66571072193402,24.104959510252424
2.32,1.6021981515626366e-14,3.8448212180595806e-17,6.773558727311395e-13,1.0048727858143187e-13,2.0322501704400576e-13,6.6311294358728e-16,2.2470329720282016e-15,6.535405128474047e-14,3.7771061048951083e-13,5.567283624980838e-13,9.979302427233566e-14,2.7469757276643926e-15,3.3359961628147143,93.22061801249149,3.4433858246936535,89.85195834600327,10.148041653996797,89.85195834600327,10.148041653996794,75.61161523080047,24.158181495525362
2.33,1.604030177806807e-14,3.8491943146556184e-17,6.77329890460278e-13,1.0049417588898992e-13,2.0321711088386628e-13,6.651707516114262e-16,2.2537692940393454e-15,6.542991640560202e-14,3.765918000077135e-13,5.57779683172614e-13,9.980139958593009e-14,2.7386004140699573e-15,3.3272315412851228,93.2389156991745,3.4338527595402315,89.87978913527444,10.120210864725635,89.87978913527444,10.120210864725632,75.55791787735542,24.21100596561058
2.34,1.6058522007325237e-14,3.8535106078107874e-17,6.773039871099332e-13,1.0050111250633642e-13,2.0320922728006783e-13,6.672192195027026e-16,2.2604747707560855e-15,6.550579702501055e-14,3.7548312446128264e-13,5.588207824955093e-13,9.980970398180303e-14,2.730296018197022e-15,3.318535687518078,93.25710475452136,3.4243595579604222,89.90743861441445,10.092561385585624,89.90743861441445,10.09256138558562,75.50461559105761,24.263435986468682
2.35,1.6076641518845958e-14,3.857826813866538e-17,6.772781626009089e-13,1.0050808829255959e-13,2.0320136642848597e-13,6.692583797567342e-16,2.267149511303688e-15,6.558167933263085e-14,3.743845323775473e-13,5.598517260183601e-13,9.981793772853885e-14,2.722062271461182e-15,3.309908442211361,93.2751846289472,3.4149069288413045,89.93490657242195,10.065093427578123,89.93490657242195,10.06509342757812,75.45170531471662,24.31547461074451
2.36,1.6094659646927806e-14,3.8621560583902265e-17,6.772524172768124e-13,1.0051510310612991e-13,2.0319352851924088e-13,6.712882650177758e-16,2.273793625286865e-15,6.5657549651572e-14,3.732959717152256e-13,5.608725797331772e-13,9.982610109997539e-14,2.71389890002466e-15,3.301349639235494,93.29315480168245,3.4054955590819267,89.96219282227496,10.03780717772511,89.96219282227496,10.037807177725105,75.39918400591743,24.367124876342938
2.37,1.6112575755859055e-14,3.866508866107288e-17,6.772267514852619e-13,1.0052215680491544e-13,2.031857137344452e-13,6.733089080761025e-16,2.280407222780784e-15,6.57333944620332e-14,3.7221738989038265e-13,5.618834100226806e-13,9.983419437509704e-14,2.705805624903005e-15,3.292859105809262,93.31101478243696,3.3961261117536403,89.98929720210046,10.010702797899617,89.98929720210046,10.010702797899613,75.34704863667714,24.418389806771934
2.38,1.6130389244743896e-14,3.8709142872065394e-17,6.772011653626904e-13,1.0052924924619872e-13,2.0317792224731088e-13,6.753203418644601e-16,2.286990414319141e-15,6.580920041422477e-14,3.711487337964945e-13,5.628842836272134e-13,9.98422178379333e-14,2.6977821620667424e-15,3.284436662633107,93.32876411187529,3.3867992254914667,90.01621957560619,9.983780424393894,90.01621957560619,9.98378042439389,75.29529619332982,24.4692724112573
2.39,1.6148099557373775e-14,3.875262850125101e-17,6.771756604018153e-13,1.0053638028669047e-13,2.0317015421527821e-13,6.773225994557844e-16,2.293543310884736e-15,6.588495434622321e-14,3.7008994982909225e-13,5.638752676021062e-13,9.98501717774223e-14,2.6898282225777404e-15,3.2760821240333313,93.3464023634151,3.3775155125514496,90.04295983286788,9.9570401671322,90.04295983286788,9.957040167132197,75.24392367614867,24.519775685120212
2.4,1.6165706161641388e-14,3.879489109673878e-17,6.771502376360888e-13,1.0054354978255575e-13,2.0316240979067615e-13,6.793157140552335e-16,2.300066023885554e-15,6.596064325826136e-14,3.6904098388226715e-13,5.648564293468386e-13,9.98580564873677e-14,2.681943512632346e-15,3.267795297954376,93.36392913845474,3.368275563590752,90.06951788808418,9.930482111915904,90.06951788808418,9.9304821119159,75.19292810024965,24.56990260887378
2.41,1.618320854710482e-14,3.883580010030648e-17,6.771248975575805e-13,1.00550757589433e-13,2.0315468912164604e-13,6.812997189955325e-16,2.3065586651394615e-15,6.603625431350759e-14,3.680017813619625e-13,5.658278365908737e-13,9.986587226634441e-14,2.6741277336556244e-15,3.259575986044951,93.38134406546247,3.3590799484924427,90.09589367917252,9.904106320827553,90.09589367917252,9.90410632082755,75.14230649574309,24.619656148071275
2.42,1.6200606234804188e-14,3.8874656619371e-17,6.770996412050363e-13,1.0055800356244816e-13,2.031469923464923e-13,6.832746477345565e-16,2.3130213468647157e-15,6.611177485672727e-14,3.6697228721059973e-13,5.667895573502423e-13,9.987361941756995e-14,2.666380582430094e-15,3.251423983807532,93.39864680167213,3.3499292145202086,90.12208716860788,9.877912831392205,90.12208716860788,9.877912831392202,75.09205590737767,24.669039253661797
2.43,1.621789878719119e-14,3.891398718239698e-17,6.770744663535681e-13,1.0056528755622602e-13,2.0313931960030213e-13,6.852405338534069e-16,2.3194541816763944e-15,6.618719242185354e-14,3.659524459313542e-13,5.677416598955755e-13,9.988129824878381e-14,2.658701751216216e-15,3.2433390808327243,93.41583703443776,3.340823884729387,90.14809834406965,9.851901655930412,90.14809834406965,9.85190165593041,75.04217339419273,24.718054862337617
2.44,1.6235085791614756e-14,3.895618838675369e-17,6.770493708901125e-13,1.005726094249175e-13,2.0313167101136073e-13,6.871974110487233e-16,2.325857282558671e-15,6.626249472322964e-14,3.6494220158887e-13,5.686842127600845e-13,9.988890907218465e-14,2.6510909278153737e-15,3.2353210607301444,93.43291447768478,3.3317644615849513,90.17392721680847,9.826072783191599,90.17392721680847,9.826072783191597,74.99265603024051,24.766705895812056
2.45,1.625216684701971e-14,3.9000879153950014e-17,6.770243554772341e-13,1.0057996902222506e-13,2.0312404669840134e-13,6.891453131256834e-16,2.332230762839836e-15,6.633766964920532e-14,3.6394149781285163e-13,5.696172847423024e-13,9.989645220435991e-14,2.6435477956401134e-15,3.227369701093395,93.44987886896888,3.322751429937597,90.1995738202964,9.800426179703678,90.1995738202964,9.800426179703674,74.94350090517786,24.81499526022775
2.46,1.6269141583682437e-14,3.904952886097981e-17,6.76999418899419e-13,1.0058736620140916e-13,2.0311644677643453e-13,6.910842739980385e-16,2.338574736195502e-15,6.641270527993844e-14,3.629502778312463e-13,5.705409448549555e-13,9.990392796614089e-14,2.6360720338591437e-15,3.2194847738157084,93.46672997278449,3.313785253399672,90.22503821179501,9.774961788205058,90.22503821179501,9.774961788205056,74.89470512351701,24.862925846905398
2.47,1.6286009655795303e-14,3.910344732347437e-17,6.769745600833938e-13,1.0059480081530997e-13,2.0310887135386623e-13,6.930143276824726e-16,2.3448893166284415e-15,6.648758988547882e-14,3.619684844786403e-13,5.714552623183973e-13,9.9911336682517e-14,2.6286633174830334e-15,3.21166604511793,93.48346757879833,3.3048663760836106,90.25032047152443,9.749679528475635,90.25032047152445,9.749679528475635,74.84626580496521,24.910500532004104
2.48,1.63027707637653e-14,3.9145671113104593e-17,6.769497962417839e-13,1.0060227271633902e-13,2.0310132048022876e-13,6.9493550830295275e-16,2.3511746184666148e-15,6.65623119516466e-14,3.6099606021519757e-13,5.723603065155646e-13,9.99186786824094e-14,2.6213213175906294e-15,3.2039132759102356,93.50009150781088,3.295995216278751,90.27542070441665,9.72457929558342,90.27542070441666,9.72457929558342,74.79818008310187,24.95772217784342
2.49,1.6319424602388175e-14,3.9180273152233903e-17,6.769251235009064e-13,1.0060978175655554e-13,2.0309379426060873e-13,6.968478500673653e-16,2.3574307563212564e-15,6.663686013198658e-14,3.6003294713154203e-13,5.732561470353224e-13,9.992595429885157e-14,2.614045701148465e-15,3.196226221307358,93.51660159683514,3.287172181857372,90.30033903545234,9.699660964547723,90.30033903545235,9.699660964547723,74.75044510855031,25.00459362973273
2.5,1.633597089814495e-14,3.9202630384610344e-17,6.769005466818088e-13,1.0061732778764105e-13,2.0308629276964981e-13,6.987513872774736e-16,2.3636578450929864e-15,6.671122328860383e-14,3.590790869705406e-13,5.741428536095354e-13,9.99331638686805e-14,2.6068361313195323e-15,3.1886046311615788,93.53299770928332,3.278397659554964,90.32507561271255,9.674924387287511,90.32507561271257,9.674924387287511,74.70305804674554,25.051117718202324
2.5100000000000002,1.6352409398415418e-14,3.920694073182457e-17,6.768760717719625e-13,1.0062491066092879e-13,2.0307881607368823e-13,7.006461543208986e-16,2.3698559999520165e-15,6.678539048504641e-14,3.581344211399676e-13,5.750204961074774e-13,9.994030773249201e-14,2.599692267508027e-15,3.181048250046616,93.54927973160746,3.269672018345793,90.34963060626804,9.650369393732028,90.34963060626805,9.650369393732028,74.65601607861761,25.097297258320157
2.52,1.6368739889841542e-14,3.921316098261348e-17,6.768516789065993e-13,1.0063253022740603e-13,2.0307136429313722e-13,7.025321856713486e-16,2.3760253363615567e-15,6.685935095668573e-14,3.5719889075453247e-13,5.758891445232463e-13,9.99473862344651e-14,2.5926137655349296e-15,3.173556817635014,93.56544757531475,3.260995607050098,90.3740042083179,9.62599579168215,90.37400420831791,9.625995791682152,74.60931640007841,25.1431350502046
2.5300000000000002,1.638496218819643e-14,3.9253995596939674e-17,6.768273354198209e-13,1.0064018633773981e-13,2.0306393757271815e-13,7.044095158821077e-16,2.3821659700452654e-15,6.693309412883495e-14,3.5627243663730757e-13,5.767488689561566e-13,9.995439972229974e-14,2.5856002777002867e-15,3.1661300686606277,93.58150117514526,3.252368756193971,90.39819663274304,9.601803367257013,90.39819663274305,9.601803367257014,74.56295622239311,25.18863387865298
2.54,1.6401076102296302e-14,3.9325493874885815e-17,6.768030453972826e-13,1.0064787884232434e-13,2.0305653596774436e-13,7.062781795733817e-16,2.3882780169037132e-15,6.700660967835425e-14,3.5535499928417323e-13,5.775997395847296e-13,9.996134854725773e-14,2.578651452742295e-15,3.1587677325031542,93.59744048375349,3.2437917837432213,90.42220811412629,9.577791885873763,90.4222081141263,9.577791885873765,74.51693277335723,25.233796511964737
2.5500000000000003,1.6417081474571658e-14,3.9445123040742157e-17,6.767787914282757e-13,1.0065560759126483e-13,2.0304915957832747e-13,7.081382114377827e-16,2.394361593081413e-15,6.707988746682555e-14,3.544465189374865e-13,5.784418266595862e-13,9.996823306389886e-14,2.5717669361011695e-15,3.151469533888882,93.61326547671483,3.2352649893961503,90.44603890834728,9.553961091652777,90.44603890834729,9.553961091652779,74.47124329609419,25.278625703143245
2.56,1.6432978167955015e-14,3.963457736356136e-17,6.767545518491468e-13,1.0066337243440575e-13,2.0304180850996686e-13,7.09989646233112e-16,2.4004168149284103e-15,6.71529175636656e-14,3.5354693558326196e-13,5.792752004831022e-13,9.997505363003045e-14,2.5649463699695786e-15,3.1442351928097687,93.62897615030172,3.2267886568883726,90.46968929207453,9.530310707925516,90.46968929207455,9.530310707925517,74.42588504951917,25.323124189431866
2.57,1.644876601161506e-14,3.9708477054238534e-17,6.767305126158245e-13,1.0067117322130557e-13,2.0303448235656398e-13,7.118325187899543e-16,2.406443798846124e-15,6.722569037788949e-14,3.5265618877348823e-13,5.800999314550592e-13,9.998181060643751e-14,2.5581893935625096e-15,3.13706442479998,93.64457252605442,3.218363049145471,90.49315956172154,9.506840438278509,90.49315956172155,9.506840438278513,74.38085530723367,25.36729469341882
2.58,1.646444490744449e-14,3.969679482753198e-17,6.767066437363199e-13,1.0067900980134084e-13,2.030271812345294e-13,7.136668639838208e-16,2.4124426615534585e-15,6.729819640170223e-14,3.5177421802541567e-13,5.80916089930002e-13,9.998850435712043e-14,2.5514956428795925e-15,3.1299569406892807,93.66005464007077,3.2099884192398176,90.51645003477911,9.483549965220936,90.51645003477913,9.483549965220938,74.33615135995207,25.41113992061134
2.59,1.6480014756133982e-14,3.9556049867732917e-17,6.76682988857606e-13,1.0068688202366501e-13,2.0301990507609838e-13,7.154927167470784e-16,2.4184135198812436e-15,6.737042638973578e-14,3.509009625733094e-13,5.817237462859173e-13,9.999513524896298e-14,2.544864751037041e-15,3.1229124469435563,93.67542254944593,3.2016650036103833,90.5395610484808,9.460438951519247,90.53956104848082,9.460438951519249,74.29177051396412,25.45466256097232
2.6,1.6495475469735796e-14,3.922146369216634e-17,6.766596129693054e-13,1.0069478973723699e-13,2.0301265375717458e-13,7.173101120618068e-16,2.4243564907927942e-15,6.744237132943956e-14,3.5003636143062764e-13,5.825229708916058e-13,1.000017036516735e-13,2.5382963483265204e-15,3.1159306457238625,93.69067633049042,3.1933930237855916,90.56249295974682,9.437507040253223,90.56249295974683,9.437507040253225,74.24771009149795,25.497865288557392
2.61,1.651082706046908e-14,3.885248756544432e-17,6.766363561927746e-13,1.0070273279082277e-13,2.0300542769181873e-13,7.191190849589858e-16,2.4302716915899145e-15,6.751402219910779e-14,3.491803536307579e-13,5.833138341077866e-13,1.0000820993765283e-13,2.53179006234719e-15,3.1090112351889854,93.70581607923997,3.185172685570904,90.58524614458818,9.414753855411863,90.5852461445882,9.414753855411865,74.20396743046427,25.540750761770273
2.62,1.6526069662295624e-14,3.889292136664968e-17,6.766127734949865e-13,1.0071071103300856e-13,2.0299822797787343e-13,7.209196705153169e-16,2.4361592399534508e-15,6.758536990924045e-14,3.483328782970897e-13,5.840964062755525e-13,1.0001465448188318e-13,2.5253455181168355e-15,3.102153909651585,93.7208419112701,3.1770041790781756,90.60782099775518,9.392179002244863,90.6078209977552,9.392179002244866,74.16053988442752,25.58332162339151
2.63,1.6541203235107415e-14,3.9267217242642286e-17,6.765889406259753e-13,1.0071872431227689e-13,2.029910544523568e-13,7.227119038363865e-16,2.442019253204219e-15,6.76564061124454e-14,3.474938739175818e-13,5.848707576319216e-13,1.0002103766194936e-13,2.518962338050649e-15,3.095358358990459,93.73575395720498,3.16888768380442,90.63021793371844,9.369782066281607,90.63021793371846,9.369782066281608,74.11742482389303,25.625580499291523
2.64,1.6556227853610007e-14,4.016811253215653e-17,6.765646642903244e-13,1.0072677247696654e-13,2.029839075975014e-13,7.24495820064989e-16,2.447851849000162e-15,6.772712241330498e-14,3.466632790848171e-13,5.856369583596935e-13,1.0002735985781619e-13,2.5126401421838333e-15,3.0886242694331973,93.75055236615815,3.1608233644085084,90.65243738519516,9.347562614804891,90.65243738519517,9.347562614804893,74.07461963516961,25.667529999567446
2.65,1.657114362558762e-14,4.183557458184761e-17,6.765397038190239e-13,1.0073485537530621e-13,2.029767880060034e-13,7.2627145437350225e-16,2.4536571451231296e-15,6.779751059244936e-14,3.458410323071361e-13,5.863950785521744e-13,1.0003362145176036e-13,2.5063785482396535e-15,3.081951323470197,93.76523730414554,3.1528113723841225,90.67447980323135,9.325520196768698,90.67447980323136,9.3255201967687,74.032121720769,25.709172718143588
2.66,1.6585949918622e-14,4.248389085692574e-17,6.765158498809897e-13,1.0074297285538124e-13,2.0296969135441133e-13,7.280388419767009e-16,2.4594352577616767e-15,6.786756456336776e-14,3.450270698904698e-13,5.871451883744844e-13,1.0003982282832246e-13,2.5001771716775597e-15,3.0753391997407515,93.77980895699295,3.1448518432661565,90.69634565559127,9.30365434440878,90.69634565559129,9.303654344408782,73.98992849849273,25.750511233684136
2.67,1.6600646763705425e-14,4.2068349606461047e-17,6.764931472614233e-13,1.0075112476524193e-13,2.029626175373316e-13,7.297980180971441e-16,2.465186304593796e-15,6.793727682099367e-14,3.442213298273181e-13,5.878873577257933e-13,1.0004596437410553e-13,2.4940356258944864e-15,3.0687875735436734,93.79426752377023,3.136944902685952,90.71803542892721,9.28196457107285,90.71803542892722,9.281964571072852,73.94803740324255,25.79154810778303
2.68,1.6615234097067825e-14,4.0252858397293723e-17,6.764719329314852e-13,1.007593109528713e-13,2.0295556573909732e-13,7.315490179776603e-16,2.4709104031030318e-15,6.800664036028753e-14,3.434237497202736e-13,5.886216563971644e-13,1.0005204647772598e-13,2.487953522274036e-15,3.0622961167277185,93.80861321963303,3.12909066363911,90.73954962719512,9.260450372804932,90.73954962719513,9.260450372804934,73.9064458861262,25.832285885857758
2.69,1.6629711725507015e-14,3.631838361998626e-17,6.764529278654402e-13,1.0076753126619993e-13,2.0294853421186465e-13,7.332918768780683e-16,2.47660767048987e-15,6.807564876412921e-14,3.4263426670205546e-13,5.893481540635282e-13,1.0005806952971344e-13,2.481930470286576e-15,3.0558644977895812,93.822846275516,3.121289226694272,90.76088877132675,9.239111228673305,90.76088877132676,9.239111228673307,73.86515141446834,25.872727097138206
2.7,1.6644079959885665e-14,3.108895761251079e-17,6.76435305719966e-13,1.0077578555310367e-13,2.0294152495406034e-13,7.350266300717875e-16,2.4822782252997018e-15,6.814429450428127e-14,3.418528191816238e-13,5.90066920236866e-13,1.0006403392277154e-13,2.475966077228482e-15,3.0494923819865445,93.83696693843237,3.113540679580947,90.78205339894505,9.217946601054992,90.78205339894507,9.217946601054992,73.82415147159266,25.912874254884333
2.71,1.6658340248325396e-14,2.8891997196425194e-17,6.764147271179008e-13,1.0078407366139198e-13,2.0293454847325229e-13,7.367533128447064e-16,2.487922189088058e-15,6.8212567228105e-14,3.410793485866949e-13,5.907780242373019e-13,1.0006994005210228e-13,2.4700599478977466e-15,3.0431794314214358,93.85097547232279,3.105845096255636,90.803044063905,9.19695593609504,90.80304406390502,9.19695593609504,73.78344355643755,25.95272985677023
2.72,1.6672492028323277e-14,2.783641464978628e-17,6.76393088312876e-13,1.0079239543896382e-13,2.029276001666234e-13,7.384719604776902e-16,2.4935396780856905e-15,6.828046227058663e-14,3.4031379079353144e-13,5.914815352490899e-13,1.000757883132084e-13,2.464211686791612e-15,3.0369253052529643,93.86487215133778,3.098202543409111,90.82386133690322,9.17613866309683,90.82386133690324,9.17613866309683,73.74302518571992,25.992296382720546
2.73,1.6686535629759208e-14,2.878586562624869e-17,6.763695232297584e-13,1.0080075073369533e-13,2.029206821220382e-13,7.401826082552713e-16,2.4991308108669904e-15,6.834797280271177e-14,3.3955608406027396e-13,5.921775222407457e-13,1.0008157910373184e-13,2.458420896268183e-15,3.0307296597054076,93.87865726522891,3.0906130750655394,90.84450580437701,9.155494195623037,90.84450580437702,9.155494195623037,73.70289389202117,26.03157629682396
2.74,1.670047145118909e-14,3.281775338239581e-17,6.763429514595273e-13,1.0080913939349277e-13,2.029137969447879e-13,7.418852914582143e-16,2.504695706162029e-15,6.841509205813328e-14,3.388061667958217e-13,5.928660539688508e-13,1.000873128228062e-13,2.4526871771938065e-15,3.024592148201874,93.8923311172822,3.08307673451578,90.86497806845705,9.135021931542997,90.86497806845706,9.135021931542997,73.66304722438463,26.070572046735606
2.75,1.6714299791300036e-14,4.0206477137207625e-17,6.763130976603843e-13,1.0081756126629489e-13,2.0290694527752427e-13,7.435800453651377e-16,2.5102344819937885e-15,6.848181386958951e-14,3.380639770037896e-13,5.935471989971786e-13,1.0009298987055816e-13,2.4470101294418563e-15,3.0185124216122916,93.90589402439187,3.075593553995688,90.88527874644764,9.114721253552414,90.88527874644765,9.114721253552414,73.62348274812649,26.109286063865977
2.7600000000000002,1.6728019727583435e-14,4.3719261481266415e-17,6.762872132082197e-13,1.0082601619999998e-13,2.0290010944737208e-13,7.452669052841629e-16,2.515747250058897e-15,6.854813622936602e-14,3.373294485140096e-13,5.942210259020143e-13,1.0009861064539031e-13,2.4413893546097053e-15,3.0124901292817365,93.91934631977763,3.0681635509404916,90.90540846900103,9.094591530999022,90.90540846900105,9.094591530999022,73.58419804339492,26.147720764821308
2.77,1.6741632138575007e-14,4.6646078392117844e-17,6.76261999258322e-13,1.0083450404272073e-13,2.0289329744474177e-13,7.469459064539829e-16,2.5212341307939603e-15,6.861405169845398e-14,3.3660252118472206e-13,5.948876026677345e-13,1.0010417555091101e-13,2.4358244490890063e-15,3.0065249166651116,93.93268834420523,3.0607867391295165,90.92536788397148,9.074632116028578,90.92536788397149,9.074632116028578,73.54519070917272,26.185878547401476
2.7800000000000002,1.6755137229023453e-14,4.80160358960141e-17,6.762384289043873e-13,1.0084302464260415e-13,2.0288650686297126e-13,7.486170841181646e-16,2.526695240999304e-15,6.86795552629114e-14,3.3588313257052344e-13,5.95546997156631e-13,1.0010968499006625e-13,2.4303150099337725e-15,3.00061642746402,93.94592045245923,3.0534631200766023,90.94515765273422,9.054842347265831,90.94515765273424,9.054842347265831,73.5064583600584,26.223761793818166
2.79,1.6768535198260567e-14,4.6576402239583744e-17,6.762177577769272e-13,1.0085157784790023e-13,2.0287973460401734e-13,7.502804735003967e-16,2.5321306971542693e-15,6.874464221398973e-14,3.35171220188114e-13,5.961992769644852e-13,1.0011513936658928e-13,2.4248606334107348e-15,2.994764303189302,93.95904301109461,3.0461926857159485,90.96477845081303,9.035221549187021,90.96477845081304,9.035221549187021,73.4679986271765,26.261372869784516
2.8000000000000003,1.6781826237301428e-14,4.076463464982616e-17,6.762015520856539e-13,1.0086016350697744e-13,2.0287297681023476e-13,7.519361098008923e-16,2.5375406153813804e-15,6.880930815881019e-14,3.3446672151875245e-13,5.968445094073245e-13,1.0012053908488753e-13,2.4194609151124844e-15,2.9889681832733546,93.97205639805082,3.038975418675675,90.98423096758754,9.015769032412509,90.98423096758755,9.015769032412509,73.429809158206,26.298714124486466
2.81,1.679501102972793e-14,3.9064259361880205e-17,6.761813070373555e-13,1.0086878146815891e-13,2.0286625405688066e-13,7.535840282077826e-16,2.542925120307043e-15,6.887354564491661e-14,3.3376957711700814e-13,5.974827617896469e-13,1.0012588455157203e-13,2.4141154484279745e-15,2.9832277065079937,93.98496100621374,3.031811287278119,91.00351590259197,8.996484097408072,91.00351590259199,8.996484097408072,73.39188761502606,26.335787892936576
2.82,1.6808089656881465e-14,3.7470789482756577e-17,6.761610368504754e-13,1.0087743158012664e-13,2.0285955653342904e-13,7.55224263861027e-16,2.5482843257432443e-15,6.893735151008487e-14,3.330797238805822e-13,5.981141007811166e-13,1.0013117617178404e-13,2.4088238282159663e-15,2.977542508283774,93.99775723447333,3.024700257242761,91.02263397261052,8.977366027389523,91.02263397261054,8.977366027389523,73.354231678909,26.372596490781557
2.83,1.6821062418547205e-14,3.6439253804439e-17,6.761402851634001e-13,1.0088611369164391e-13,2.0285288527153488e-13,7.568568518733231e-16,2.5536183491957506e-15,6.900072135737127e-14,3.32397100130931e-13,5.987385928634646e-13,1.0013641435176723e-13,2.4035856482327773e-15,2.971912222869299,94.0104454937915,3.0176422833390575,91.04158590581221,8.958414094187834,91.04158590581223,8.958414094187834,73.31683904665329,26.409142218168483
2.84,1.6833929630944705e-14,3.675223176571122e-17,6.761182672569598e-13,1.0089482765164154e-13,2.0284624209305516e-13,7.584818273205841e-16,2.5589273083121122e-15,6.90636509040812e-14,3.3172164438802375e-13,5.99356304206e-13,1.0014159949810535e-13,2.39840050189465e-15,2.966336482999654,94.02302620525604,3.010637311744152,91.06037244280549,8.939627557194552,91.0603724428055,8.93962755719455,73.27970743155385,26.44542735877451
2.85,1.6846691620533877e-14,3.942398312649422e-17,6.760939661644283e-13,1.0090357330923471e-13,2.0283962937665042e-13,7.600992252382433e-16,2.5642113207876595e-15,6.912613601458686e-14,3.310532953524858e-13,5.999673006505253e-13,1.0014673201759837e-13,2.3932679824016376e-15,2.9608149199800518,94.03549979966888,3.0036852803509184,91.07899433636791,8.921005663632135,91.07899433636793,8.921005663632135,73.24283456344607,26.481454179762657
2.86,1.6859348034340492e-14,4.053974783644089e-17,6.760713064543463e-13,1.0091235051358309e-13,2.0283303766904937e-13,7.617090806660501e-16,2.56947050017783e-15,6.918817572292267e-14,3.303919885337563e-13,6.005716480657197e-13,1.0015181232239918e-13,2.3881876776008337e-15,2.955347160932828,94.04786672334879,2.996786115718229,91.09745234945767,8.902547650542381,91.09745234945768,8.902547650542381,73.20621818690613,26.51722493358118
2.87,1.687189912796258e-14,4.0969237167804114e-17,6.760494161235569e-13,1.0092115911419414e-13,2.0282646900481488e-13,7.633114285542231e-16,2.5747049637491937e-15,6.924976656541271e-14,3.2973766260402057e-13,6.011694116506764e-13,1.0015684082011013e-13,2.3831591798898746e-15,2.9499328342846303,94.06012742623312,2.9899397394820966,91.11574725804269,8.884252741957356,91.1157472580427,8.884252741957354,73.16985606466308,26.552741854551503
2.88,1.6884345093141435e-14,4.1335637565253224e-17,6.760276703473126e-13,1.0092999896078726e-13,2.0281992482898926e-13,7.649063038070368e-16,2.5799148283967582e-15,6.931090552748885e-14,3.290902561111775e-13,6.017606562801219e-13,1.001618179187887e-13,2.3781820812113187e-15,2.9445715670852666,94.07228236752614,2.9831460653884445,91.13387984915424,8.866120150845807,91.13387984915425,8.866120150845807,73.13374597584462,26.588007160622148
2.89,1.6896685976816065e-14,4.143317711811248e-17,6.760062753919156e-13,1.0093886990329032e-13,2.0281340459941278e-13,7.66493741284944e-16,2.5851002101618014e-15,6.937159039151956e-14,3.284497071005841e-13,6.023454465353506e-13,1.0016674402745475e-13,2.373255972545261e-15,2.939262984791022,94.08433201605341,2.976404999155417,91.15185092038128,8.848149079618766,91.15185092038129,8.848149079618766,73.09788571578156,26.623023053564054
2.9,1.6908921777446886e-14,4.097793908889093e-17,6.759855159011936e-13,1.0094777179187595e-13,2.0280690758977132e-13,7.680737757942698e-16,2.590261224828788e-15,6.943181930571395e-14,3.2781595360857027e-13,6.029238466409653e-13,1.0017161955524993e-13,2.3683804447500825e-15,2.9340067117865916,94.09627684902954,2.9697164391837294,91.16966127979671,8.830338720203333,91.16966127979673,8.830338720203333,73.06227309627954,26.65779171869873
2.91,1.6921053842209197e-14,4.072101423446188e-17,6.759646377266324e-13,1.0095670447685967e-13,2.028004355090155e-13,7.696464421138387e-16,2.5953979889346145e-15,6.949158675370827e-14,3.2718893762534067e-13,6.034959205318051e-13,1.0017644491085436e-13,2.363555089145656e-15,2.928802369206422,94.10811735623591,2.963080274557523,91.18731174669037,8.812688253309695,91.18731174669038,8.812688253309695,73.0269059443477,26.69231532616934
2.92,1.6933082859185798e-14,4.0835730675957715e-17,6.759434665014438e-13,1.0096566780887866e-13,2.0279398870658385e-13,7.71211774949105e-16,2.6005106182824013e-15,6.955088934464624e-14,3.265685994244156e-13,6.040617317340822e-13,1.0018122050314441e-13,2.358779496855597e-15,2.923649578292685,94.1198540332552,2.9564963884519826,91.20480314974458,8.79519685025548,91.20480314974459,8.79519685025548,72.99178210402816,26.72659602911109
2.93,1.694500885656095e-14,4.091161760008616e-17,6.759224136917484e-13,1.0097466163890517e-13,2.0278756615832974e-13,7.727698089290149e-16,2.605599227926183e-15,6.96097258147896e-14,3.2595487757029955e-13,6.046213433560296e-13,1.0018594674111905e-13,2.3540532588809636e-15,2.918547960489801,94.131487381156,2.949964658354055,91.2221363267173,8.777863673282745,91.22213632671732,8.777863673282745,72.95689943639775,26.760635963649253
2.94,1.6956832417387085e-14,4.0921513194132164e-17,6.759015059972907e-13,1.0098368581815959e-13,2.0278116774229296e-13,7.743205786287487e-16,2.6106639330464465e-15,6.966809352324869e-14,3.2534771236525974e-13,6.051748181448743e-13,1.0019062403338303e-13,2.3493759666169825e-15,2.9134971355624195,94.14301791008445,2.943484954352986,91.23931212503804,8.760687874962015,91.23931212503805,8.760687874962015,72.92225581846292,26.7944372500041
