t,V,Nai,Ki,Ca_sub,d,f,fCa,d_1,f_1,paS,paF,piy,n,q,r,y,qa,qi,Ca_up,Cai,Ca_rel,fTMM,fCMi,fCMs,fTC,fTMC,fCQ
0.29,-58.6021567884253,9.438693573870081,139.9841420198467,0.00019251244570623197,0.0006017887081137511,0.6290613910975654,0.5901029486481226,0.004570927586216028,0.25074015174011893,0.6288351038689257,0.3478646135512009,0.8524175394102133,0.054351794030871724,0.5329882762195494,0.0055481549474101135,0.06739658513983654,0.42564448640473507,0.3334161483620042,1.4622521398794674,0.00031210713440122534,0.29733320939863683,0.3509142807659787,0.11679076153493961,0.07465981747780397,0.05912100706735885,0.6026005704878326,0.2607134036916673
0.3,-58.602207438042406,9.438695205268429,139.9841418674996,0.0001925074923805436,0.000601779881065686,0.6291322784723945,0.5901208636469757,0.004570890175681822,0.2507779942247924,0.6288182819143509,0.3478130574866301,0.8524182314878137,0.05434979751640442,0.5330411406919738,0.005548077061727439,0.06740485463458297,0.42563197142063375,0.33341910581286593,1.4622491643326019,0.0003120915653513798,0.29735374263818803,0.35092508145023515,0.11678542479941005,0.07466077731160352,0.05911809345091567,0.6025883508292091,0.2607270376576185
0.31,-58.60225742445059,9.438696836613898,139.98414171526173,0.00019250250378054627,0.0006017710820633746,0.6292031523281775,0.5901387745676416,0.004570852773823027,0.250815824811735,0.6288014603980603,0.34776150977511383,0.8524189213777674,0.05434780107317359,0.5330939861921193,0.005547999353402779,0.06741312393712795,0.42561948128434385,0.33342206325348145,1.4622461886285658,0.00031207597033416657,0.29737428302953867,0.35093588181099555,0.11678008937866578,0.07466172135336173,0.059115180589655855,0.6025761314446353,0.26074067044501936
0.32,-58.60230674764988,9.438698467906487,139.98414156313308,0.00019249747990623993,0.0006017623111068168,0.6292740126649143,0.5901566814101207,0.004570815380639642,0.2508536435009467,0.6287846393200539,0.34770997041665197,0.8524196090800742,0.05434580470117926,0.533146812719986,0.00554792182243613,0.06742139304747148,0.4256070159958654,0.3334250206838508,1.4622432127673592,0.0003120603493495856,0.2973948305726888,0.35094668184825994,0.11677475527270681,0.0746626496030786,0.05911226848357941,0.602563912334111,0.26075430205386996
0.33,-58.602355407640246,9.438700099146198,139.98414141111363,0.00019249242075762465,0.0006017535681960126,0.6293448594826052,0.5901745841744126,0.004570777996131668,0.2508914502924275,0.6287678186803316,0.34765843941124464,0.852420294594734,0.054343808400421405,0.5331996202755738,0.005547844468827495,0.06742966196561354,0.4255945755551985,0.3334279781039741,1.4622402367489826,0.0003120447023976368,0.2974153852676384,0.3509574815620282,0.11676942248153314,0.07466356206075411,0.05910935713268632,0.6025516934976363,0.26076793248417024
0.34,-58.60240340442171,9.43870173033303,139.9841412592034,0.0001924873263347004,0.000601744853330962,0.6294156927812499,0.5901924828605174,0.004570740620299106,0.2509292451861775,0.6287509984788936,0.34760691675889177,0.8524209779217471,0.05434181217090004,0.5332524088588826,0.005547767292576873,0.06743793069155414,0.4255821599623429,0.3334309355138513,1.4622372605734357,0.00031202902947832036,0.2974359471143875,0.3509682809523005,0.11676409100514476,0.07466445872638827,0.0591064465369766,0.6025394749352111,0.26078156173592026
0.35000000000000003,-58.60245073799426,9.438703361466981,139.98414110740237,0.00019248219663746716,0.0006017361665116651,0.6294865125608484,0.5902103774684353,0.004570703253141953,0.25096702818219657,0.6287341787157398,0.3475554024595934,0.8524216590611131,0.05433981601261516,0.5333051784699124,0.005547690293684264,0.06744619922529328,0.42556976921729883,0.33343389291348224,1.4622342842407186,0.00031201333059163613,0.297456516112936,0.3509790800190767,0.11675876084354168,0.07466533959998109,0.05910353669645024,0.6025272566468354,0.2607951898091199
0.36,-58.602497412973314,9.438704992545407,139.98414095571053,0.00019247708996322874,0.0006017275080694,0.6295573188220981,0.590228268047989,0.004570665916210958,0.2510047992753118,0.6287173593914586,0.34750389651368546,0.852422337991407,0.05433781992559883,0.5333579291093195,0.005547613472388701,0.06745446756663627,0.4255574033427365,0.333436850302818,1.4622313077483744,0.0003119976151024501,0.2974770919008288,0.35098987876697385,0.11675343183812585,0.07466620449911324,0.05910062754544928,0.6025150386247742,0.2608088167449021
0.37,-58.60254343973258,9.438706623562368,139.98414080412778,0.00019247213658315037,0.000601718878768078,0.6296281115666121,0.5902461547109591,0.004570628659037842,0.25104255845359025,0.6287005405074086,0.34745239892194135,0.8524230146632222,0.054335823909925064,0.5334106607786285,0.005547536829240975,0.06746273571513377,0.4255450623908781,0.33343980768174514,1.462228331090887,0.00031198190409387357,0.29749767364310403,0.35100067720676537,0.11674810363194495,0.07466705302229398,0.059097718936169885,0.602502820851633,0.26082244263770354
0.38,-58.60258881314643,9.438708254521176,139.98414065265408,0.00019246724604295694,0.0006017102788943816,0.629698890795174,0.590264037395161,0.004570591494741975,0.25108030571240914,0.6286837220641387,0.34740090968460424,0.85242368905802,0.05433382796562366,0.5334633734788082,0.005547460364433868,0.06747100367060427,0.42553274637949295,0.33344276505021775,1.4622253542711645,0.00031196618833260066,0.29751826105463297,0.3510114753467389,0.11674277638473154,0.07466788566067327,0.05909481093375158,0.6024906033356976,0.26083606750912325
0.39,-58.602633529569715,9.438709885424187,139.9841405012894,0.0001924623499582249,0.0006017017086529152,0.6297696565083404,0.5902819160563517,0.0045705544329125046,0.25111804104845215,0.6286669040620411,0.3473494288018506,0.8524243611625617,0.054331832092715936,0.5335160672105386,0.005547384078106151,0.06747927143291786,0.42552045532140337,0.3334457224082031,1.4622223772906942,0.00031195046343614766,0.2975388539237989,0.3510222731920547,0.11673745017593078,0.07466870276299435,0.05909190357048609,0.6024783860811361,0.26084969137539726
0.4,-58.6026775854796,9.438711516273738,139.98414035003367,0.00019245736703461997,0.0006016931683408808,0.6298404087068776,0.590299790650699,0.004570517489055334,0.25115576445689,0.6286500865016816,0.34729795627395216,0.8524250309576004,0.054329836291232635,0.5335687419747056,0.00554730797046482,0.06748753900188745,0.42550818923591377,0.3334486797556538,1.4622194001493112,0.0003119347314681587,0.29755945191900757,0.35103307074763684,0.11673212498409494,0.07466950470772117,0.05908899683706408,0.6024661690870952,0.2608633142646794
0.41000000000000003,-58.60272098094331,9.438713147069905,139.98414019888696,0.00019245228875570136,0.0006016846581659217,0.6299111473913067,0.5903176611768042,0.004570480673677475,0.25119347593432045,0.6286332693834558,0.347246492101107,0.8524256984296716,0.054327840561195245,0.5336213977718879,0.005547232041657539,0.06749580637738214,0.42549594813687835,0.3334516370925369,1.4622164228468317,0.00031191899365615974,0.297580054851702,0.3510438680164673,0.11672680079043507,0.07467029158269302,0.059086090725429065,0.6024539523527851,0.2608769361954508
0.42,-58.602763720066314,9.438714777810466,139.98414004784908,0.00019244717120067982,0.0006016761786515079,0.6299818725629541,0.5903355276766338,0.0045704440114463785,0.2512311754720043,0.6286164527083773,0.3471950362838268,0.8524263635447726,0.054325844902658925,0.5336740346035408,0.005547156292062697,0.06750407355906625,0.4254837320599097,0.3334545944187677,1.4622134453830373,0.00031190325141187313,0.2976006623432087,0.3510546650052593,0.11672147756277522,0.07467106333673279,0.05908318522152034,0.6024417358769778,0.2608905572095107
0.43,-58.60280580714103,9.438716408493358,139.98413989691997,0.0001924420539389628,0.0006016677308096068,0.6300525842244793,0.5903533901891875,0.004570407547592505,0.25126886305281193,0.628599636478442,0.34714358882309293,0.8524270262371137,0.05432384931573214,0.5337266524726558,0.005547080722411718,0.06751234054627904,0.425471541073726,0.3334575517341794,1.4622104677577203,0.0003118875072740233,0.29762127366590263,0.35106546172602954,0.1167161552522305,0.07467182012921639,0.0590802803035935,0.6024295196579649,0.2609041773827538
0.44,-58.60284724044101,9.438718039119244,139.9841397460997,0.00019243693324813707,0.0006016593139474056,0.6301232823740447,0.5903712487017789,0.004570371251395125,0.2513065386884955,0.6285828206922787,0.3470921497182368,0.8524276865517388,0.054321853800340394,0.5337792513771501,0.0055470053322046395,0.06752060733947444,0.4254593751313921,0.33346050903888663,1.4622074899710213,0.00031187175929420593,0.29764188932942603,0.35107625817065313,0.11671083389212372,0.07467256176593613,0.059077375986483396,0.6024173036969097,0.26091779666356435
0.45,-58.60288801996624,9.438719669688128,139.98413959538823,0.00019243180912820258,0.0006016509280649039,0.6301939670116503,0.5903891032144081,0.004570335122854241,0.251344202379055,0.6285660053498876,0.3470407189692584,0.852428344488648,0.05431985835648367,0.5338318313170236,0.00554693012144146,0.06752887393865246,0.425447234232908,0.3334634663328893,1.46220451202294,0.00031185600747242107,0.2976625093337789,0.3510870543391301,0.11670551348245488,0.07467328824689204,0.05907447227019001,0.6024050879938124,0.26093141505194234
0.46,-58.602928145716724,9.438721300200006,139.98413944478563,0.0001924266815791593,0.0006016425731621022,0.6302646381372964,0.590406953727075,0.004570299161969849,0.2513818541244905,0.6285491904512686,0.34698929657615774,0.8524290000478412,0.05431786298416197,0.5338843922922765,0.005546855090122179,0.06753714034381308,0.42543511837827375,0.33346642361618745,1.462201533913477,0.0003118402518086686,0.29768313367896126,0.35109785023146045,0.11670019402322396,0.07467399957208408,0.059071569154713344,0.6023928725486729,0.26094503254788787
0.47000000000000003,-58.60296762056908,9.438722930653912,139.98413929429165,0.0001924215478303133,0.0006016342506275335,0.6303352957547708,0.5904248002584304,0.0045702634272194245,0.2514194939009029,0.6285323759992142,0.3469378825402721,0.8524296531389451,0.05431586768352705,0.5339369343072613,0.0055467802392533735,0.06754540655403136,0.42542302766196566,0.3334693808885476,1.4621985556425174,0.0003118244956261006,0.2977037614026182,0.35110864586254326,0.11669487545842841,0.07467469617633435,0.05906866661472606,0.6023806573596985,0.2609586492482502
0.48,-58.60300644510399,9.438724561049645,139.9841391439063,0.00019241640732236423,0.0006016259607414915,0.6304059398648381,0.590442642812239,0.0045702279304073975,0.25145712170346796,0.6285155619942882,0.3468864768618713,0.8524303037437166,0.05431387245460954,0.5339894573628569,0.005546705569038233,0.06755367256912057,0.42541096210305496,0.33347233814992266,1.4621955772100388,0.000311808739595538,0.2977243923104861,0.35111944123538624,0.11668955777676339,0.07467537814741725,0.059065764645115496,0.602368442426527,0.2609722651725796
0.49,-58.60304461772668,9.438726191387746,139.9841389936297,0.00019241126159137486,0.0006016177027341782,0.6304765704653984,0.5904604813781612,0.004570192639114067,0.25149473754543505,0.6284987484349425,0.34683507954021403,0.8524309519122586,0.05431187729732529,0.53404196145665,0.005546631078918716,0.0675619383895935,0.4253989216491644,0.3334752954004421,1.4621925986161037,0.00031179298187463734,0.2977450269360909,0.35113023634172924,0.11668424100927652,0.07467604524426903,0.05906286325992305,0.6023562277501525,0.2609858802671832
0.5,-58.60308213843713,9.438727821668213,139.98413884346178,0.00019240611063734523,0.0006016094766055934,0.6305471875564516,0.5904783159561967,0.004570157553339435,0.25153234142680436,0.6284819353211768,0.3467836905753003,0.8524315976445709,0.05430988221167433,0.5340944465886406,0.005546556768894822,0.06757020401545016,0.42538690630029385,0.3334782526401057,1.462189619860713,0.0003117772224633987,0.2977656652794327,0.3511410311815723,0.1166789251559678,0.07467669746688967,0.059059962459148706,0.6023440133305751,0.260999494532061
0.51,-58.60311900723536,9.438729451891048,139.9841386934026,0.00019240095446027532,0.0006016012823557373,0.6306177911379978,0.5904961465463459,0.0045701226730835,0.25156993334757577,0.6284651226529915,0.34673230996713017,0.8524322409406535,0.05430788719765665,0.5341469127588288,0.005546482638966551,0.06757846944669055,0.4253749160564434,0.3334812098689138,1.462186640943866,0.000311761461361822,0.2977863073405114,0.35115182575491544,0.11667361021683721,0.07467733481527916,0.05905706224279248,0.6023317991677947,0.261013107967213
0.52,-58.60315522627008,9.438731082055517,139.984138543452,0.0001923957929334887,0.0006015931209991565,0.630688381212924,0.5905139731627302,0.004570088037504028,0.25160751328986414,0.6284483104324814,0.34668093771668185,0.852432881734356,0.05430589225538604,0.5341993599705904,0.005546408689875754,0.06758673468262041,0.4253629509872433,0.3334841670866909,1.462183661865652,0.0003117457002744924,0.29780695249296213,0.3511626200710736,0.1166682961621871,0.0746779576097193,0.059054162596931324,0.6023195852610636,0.26102672063581106
0.53,-58.603190801728836,9.438732712159501,139.98413839360953,0.00019239062569220564,0.0006015849954573567,0.6307589577895446,0.5905317958460161,0.004570053759360398,0.25164508120216716,0.6284314986656797,0.34662957382677273,0.8524335198351904,0.05430389738519023,0.5342517882336468,0.00554633492375868,0.06759499972124053,0.42535101129320224,0.33348712429293254,1.4621806826263284,0.00031172994410996274,0.2978275989330932,0.3511734141568702,0.11666298290649948,0.07467856677249905,0.05905126348147214,0.6023073716082288,0.261040332719766
0.54,-58.60322572619966,9.438734342205539,139.98413824387575,0.00019238545317339055,0.0006015769022307078,0.6308295208579,0.5905496145474903,0.0045700197035797585,0.2516826371461788,0.6284146873453594,0.346578218294028,0.8524341554713396,0.054301902586676644,0.534304197536353,0.005546261338056346,0.06760326456494573,0.4253390967341338,0.33349008148824316,1.4621777032255867,0.00031171418698834765,0.297848248821521,0.3511842079801738,0.11665767055221511,0.07467916119882162,0.05904836494444186,0.6022951582118695,0.2610539440011695
0.55,-58.60326000014993,9.438735972193466,139.98413809425057,0.000192380275349491,0.0006015688415398761,0.6309000704186184,0.5905674292702242,0.004569985878679019,0.25172018111800887,0.6283978764719762,0.3465268711186605,0.8524347886284156,0.054299907859870045,0.5343565878794432,0.005546187932930109,0.067611529213585,0.42532720732518264,0.3334930386725846,1.462174723663447,0.00031169842928039846,0.29786890202200966,0.35119500154301053,0.11665235909287466,0.07467974095834906,0.059045466982812184,0.602282945071823,0.2610675544937615
