t,FBP,G6P_F6P,DHAP_G3P
0.8,0.0006456984570261599,3.731136580258733,0.002665298046240682
0.81,0.00064581873031685,3.7313087442589383,0.0026657449981315287
0.8200000000000001,0.0006459390170310463,3.7314808824518395,0.002666191988778398
0.8300000000000001,0.0006460593171687487,3.7316529948374355,0.00266663901818129
0.84,0.0006461796307299572,3.731825081415727,0.0026670860863402045
0.85,0.0006462999577146719,3.731997142186714,0.0026675331932551416
0.86,0.0006464202981228927,3.7321691771503964,0.002667980338926101
0.87,0.0006465406519546197,3.7323411863067744,0.0026684275233530832
0.88,0.0006466610192098528,3.732513169655847,0.002668874746536088
0.89,0.0006467814004171906,3.7326851271965187,0.002669322002677064
0.9,0.0006469018003332377,3.7328570589189187,0.0026697692396021595
0.91,0.0006470222200907631,3.733028964820697,0.002670216444886346
0.92,0.0006471426596897671,3.733200844901853,0.002670663618529624
0.93,0.0006472631158711802,3.7333726991576563,0.0026711107954668304
0.9400000000000001,0.000647383585129784,3.733544527583017,0.002671558013271347
0.9500000000000001,0.0006475040674644272,3.7337163301779346,0.0026720052719555122
0.96,0.0006476245627265063,3.7338881069413747,0.0026724525734630198
0.97,0.0006477450702013123,3.7340598578683677,0.0026728999271420566
0.98,0.000647865589795031,3.7342315829582606,0.0026733473342196888
0.99,0.0006479861224535113,3.734403282194183,0.002673794783510941
1.0,0.0006481066738168642,3.7345749554755328,0.00267424220831964
1.01,0.0006482272380346094,3.7347466029066636,0.0026746896778296458
1.02,0.0006483478151067468,3.7349182244875765,0.0026751371920409584
1.03,0.0006484684050332763,3.7350898202182705,0.0026755847509535783
1.04,0.0006485890078141979,3.735261390098746,0.002676032354567505
1.05,0.0006487096234495119,3.7354329341290033,0.002676480002882739
1.06,0.000648830251939218,3.735604452309042,0.0026769276958992796
1.07,0.0006489508932833163,3.735775944638862,0.002677375433617127
1.08,0.0006490715474818067,3.735947411118464,0.002677823216036282
1.09,0.0006491922145346893,3.736118851747847,0.0026782710431567437
1.1,0.0006493128944419642,3.736290266527012,0.0026787189149785123
1.11,0.0006494335872036312,3.736461655455958,0.0026791668315015883
1.12,0.0006495542928196905,3.736633018534686,0.002679614792725971
1.1300000000000001,0.0006496750112901418,3.7368043557631956,0.002680062798651661
1.1400000000000001,0.0006497957426149855,3.736975667141486,0.0026805108492786575
1.1500000000000001,0.0006499164867942212,3.737146952669559,0.002680958944606961
1.16,0.0006500372438278492,3.7373182123474127,0.002681407084636572
1.17,0.0006501580137158693,3.737489446175048,0.0026818552693674896
1.18,0.0006502787964582816,3.737660654152465,0.0026823034987997142
1.19,0.0006503995984795069,3.7378318360295437,0.0026827517003369197
1.2,0.0006505204146001169,3.7380029920079334,0.0026831999325069435
1.21,0.0006506412442707454,3.7381741221090214,0.0026836482015176553
1.22,0.0006507620874913925,3.738345226332809,0.002684096507369056
1.23,0.0006508829442620583,3.7385163046792953,0.002684544850061145
1.24,0.0006510038145827426,3.7386873571484807,0.002684993229593922
1.25,0.0006511246984534455,3.738858383740365,0.0026854416459673883
1.26,0.0006512455958741669,3.7390293844549483,0.0026858900991815426
1.27,0.0006513665068449069,3.73920035929223,0.0026863385892363853
1.28,0.0006514874313656655,3.739371308252211,0.0026867871161319165
1.29,0.0006516083694364427,3.7395422313348914,0.0026872356798681362
1.3,0.0006517293210572384,3.7397131285402705,0.0026876842804450444
1.31,0.0006518502862280528,3.7398839998683484,0.002688132917862641
1.32,0.0006519712649488856,3.740054845319125,0.0026885815921209263
1.33,0.0006520922572197371,3.740225664892601,0.0026890303032199
1.34,0.0006522132630406071,3.740396458588776,0.002689479051159562
1.35,0.0006523342824114957,3.7405672264076495,0.0026899278359399127
1.36,0.0006524553153324029,3.7407379683492223,0.0026903766575609514
1.37,0.0006525763618033287,3.740908684413494,0.002690825516022679
1.3800000000000001,0.0006526974236437807,3.741079374376874,0.0026912743940408035
1.3900000000000001,0.000652818500028276,3.7412500383408025,0.0026917232994569463
1.4000000000000001,0.0006529395902230683,3.7414206763954456,0.0026921722392412805
1.41,0.0006530606942281575,3.7415912885408034,0.0026926212133938057
1.42,0.0006531818120435438,3.7417618747768757,0.0026930702219145224
1.43,0.000653302943669227,3.7419324351036627,0.00269351926480343
1.44,0.0006534240891052072,3.7421029695211643,0.0026939683420605294
1.45,0.0006535452483514844,3.7422734780293805,0.002694417453685819
1.46,0.0006536664214080585,3.7424439606283113,0.0026948665996793008
1.47,0.0006537876082749297,3.7426144173179567,0.0026953157800409734
1.48,0.0006539088089520979,3.7427848480983172,0.002695764994770837
1.49,0.000654030023439563,3.742955252969392,0.002696214243868892
1.5,0.0006541512517373252,3.743125631931181,0.002696663527335138
1.51,0.0006542724938453843,3.743295984983685,0.0026971128451695756
1.52,0.0006543937497637403,3.7434663121269036,0.0026975621973722042
1.53,0.0006545150194923934,3.743636613360837,0.002698011583943024
1.54,0.0006546363030313435,3.743806888685485,0.002698461004882035
1.55,0.0006547576003805906,3.7439771381008473,0.002698910460189237
1.56,0.0006548789115401346,3.7441473616069243,0.0026993599498646302
1.57,0.000655000236955242,3.7443175587169812,0.0026998094730322614
1.58,0.0006551215766827575,3.744487729368878,0.0027002590295803026
1.59,0.000655242930263734,3.744657874064305,0.0027007086204116197
1.6,0.0006553642976981715,3.744827992803263,0.0027011582455262135
1.61,0.0006554856789860702,3.7449980855857516,0.0027016079049240836
1.62,0.00065560707412743,3.745168152411771,0.00270205759860523
1.6300000000000001,0.0006557284831222508,3.74533819328132,0.0027025073265696527
1.6400000000000001,0.0006558499059705328,3.7455082081944,0.0027029570888173517
1.6500000000000001,0.0006559713426722757,3.745678197151011,0.002703406885348327
1.6600000000000001,0.0006560927932274798,3.745848160151152,0.0027038567161625786
1.67,0.0006562142576361451,3.7460180971948236,0.0027043065812601065
1.68,0.0006563357358982713,3.7461880082820254,0.002704756480640911
1.69,0.0006564572280138586,3.746357893412758,0.0027052064143049917
1.7,0.000656578733982907,3.7465277525870215,0.0027056563822523486
1.71,0.0006567002538054165,3.746697585804815,0.002706106384482982
1.72,0.0006568217874813871,3.7468673930661396,0.002706556420996892
1.73,0.0006569433350108188,3.7470371743709943,0.0027070064917940778
1.74,0.0006570648963937116,3.7472069297193795,0.0027074565968745403
1.75,0.0006571864716300653,3.7473766591112954,0.002707906736238279
1.76,0.0006573080607198803,3.747546362546742,0.002708356909885294
1.77,0.0006574296636631563,3.747716040025719,0.0027088071178155856
1.78,0.0006575512804598934,3.747885691548226,0.0027092573600291533
1.79,0.0006576729111100915,3.748055317114264,0.0027097076365259973
1.8,0.0006577945556137508,3.7482249167238324,0.0027101579473061176
1.81,0.0006579162139708711,3.7483944903769317,0.0027106082923695142
1.82,0.0006580378861814525,3.748564038073561,0.0027110586717161876
1.83,0.000658159572245495,3.7487335598137213,0.002711509085346137
1.84,0.0006582812721629986,3.748903055597412,0.0027119595332593628
1.85,0.0006584029859339631,3.749072525424633,0.0027124100154558646
1.86,0.000658524713558389,3.7492419692953844,0.002712860531935643
1.87,0.0006586464550362757,3.749411387209667,0.0027133110826986977
1.8800000000000001,0.0006587682103676236,3.7495807791674793,0.002713761667745029
1.8900000000000001,0.0006588899795524326,3.749750145168823,0.0027142122870746363
1.9000000000000001,0.0006590117625907026,3.7499194852136966,0.00271466294068752
1.9100000000000001,0.0006591335594824338,3.750088799302101,0.0027151136285836802
1.92,0.0006592553702276261,3.7502580874340357,0.0027155643507631166
1.93,0.0006593771948262794,3.750427349609501,0.0027160151072258294
1.94,0.0006594990332783937,3.750596585828497,0.0027164658979718184
1.95,0.0006596208855839692,3.7507657960910232,0.0027169167230010837
1.96,0.0006597427517430058,3.7509349803970804,0.0027173675823136258
1.97,0.0006598646317555034,3.7511041387466677,0.0027178184759094437
1.98,0.0006599865256214621,3.7512732711397856,0.0027182694037885383
1.99,0.000660108433994318,3.751442376789197,0.002718720368250594
2.0,0.0006602303567708063,3.7516114558193103,0.002719171368932185
2.0100000000000002,0.0006603522934554039,3.751780508827116,0.0027196224040893792
2.02,0.0006604742440481107,3.751949535812614,0.002720073473722177
2.0300000000000002,0.0006605962085489267,3.7521185367758045,0.0027205245778305783
2.04,0.000660718186957852,3.752287511716687,0.002720975716414583
2.05,0.0006608401792748864,3.752456460635262,0.0027214268894741917
2.06,0.0006609621855000301,3.7526253835315293,0.0027218780970094036
2.07,0.0006610842056332831,3.752794280405489,0.002722329339020219
2.08,0.0006612062396746453,3.7529631512571404,0.002722780615506638
2.09,0.0006613282876241167,3.7531319960864846,0.002723231926468661
2.1,0.0006614503494816972,3.7533008148935205,0.002723683271906287
2.11,0.0006615724252473871,3.7534696076782494,0.0027241346518195168
2.12,0.0006616945149211862,3.75363837444067,0.00272458606620835
2.13,0.0006618166185030945,3.7538071151807832,0.002725037515072787
2.14,0.0006619387359931121,3.753975829898589,0.002725488998412827
2.15,0.0006620608673912388,3.7541445185940865,0.002725940516228471
2.16,0.0006621830126974749,3.7543131812672765,0.0027263920685197188
2.17,0.0006623051719118201,3.7544818179181587,0.00272684365528657
2.18,0.0006624273450342745,3.7546504285467335,0.0027272952765290243
2.19,0.0006625495320648383,3.7548190131530004,0.0027277469322470826
2.2,0.0006626717330035112,3.7549875717369594,0.002728198622440744
2.21,0.0006627939478502933,3.755156104298611,0.0027286503471100096
2.22,0.0006629161766051847,3.7553246108379548,0.0027291021062548783
2.23,0.0006630384192681854,3.7554930913549907,0.002729553899875351
2.24,0.0006631606758392952,3.755661545849719,0.002730005727971427
2.25,0.0006632829463185143,3.7558299743221397,0.002730457590543106
2.2600000000000002,0.0006634052307058426,3.7559983767722525,0.002730909487590389
2.27,0.0006635275290012801,3.7561667532000578,0.002731361419113276
2.2800000000000002,0.0006636498412048269,3.7563351036055552,0.002731813385111766
2.29,0.0006637721673164829,3.756503427988745,0.00273226538558586
2.3000000000000003,0.0006638945073362482,3.756671726349627,0.002732717420535557
2.31,0.0006640168612641225,3.7568399986882013,0.0027331694899608576
2.32,0.0006641392291001062,3.7570082450044677,0.002733621593861762
2.33,0.0006642616108441992,3.7571764652984267,0.00273407373223827
2.34,0.0006643840064964013,3.757344659570078,0.0027345259050903814
2.35,0.0006645064160567127,3.7575128278194216,0.0027349781124180964
2.36,0.0006646288395251332,3.757680970046457,0.002735430354221415
2.37,0.0006647512769016632,3.757849086251185,0.002735882630500337
2.38,0.0006648737281863021,3.7580171764336057,0.0027363349412548627
2.39,0.0006649961933790505,3.758185240593718,0.002736787286484992
2.4,0.0006651186724799079,3.758353278731523,0.002737239666190725
2.41,0.000665241147172776,3.7585213100352917,0.0027376920516760423
2.42,0.0006653636569763297,3.758689293104556,0.0027381445048552558
2.43,0.0006654861806906835,3.758857250148693,0.0027385969925142893
2.44,0.0006656087183174793,3.7590251811659834,0.0027390495146557147
2.45,0.0006657312698583588,3.759193086154707,0.0027395020712821035
2.46,0.0006658538353149635,3.7593609651131445,0.002739954662396028
2.47,0.0006659764146889352,3.7595288180395756,0.0027404072880000607
2.48,0.0006660990079819154,3.759696644932281,0.0027408599480967725
2.49,0.0006662216151955458,3.75986444578954,0.002741312642688736
2.5,0.0006663442363314682,3.7600322206096335,0.002741765371778523
2.5100000000000002,0.000666466871391324,3.7601999693908414,0.002742218135368706
2.52,0.000666589520376755,3.7603676921314437,0.002742670933461857
2.5300000000000002,0.0006667121832894029,3.7605353888297213,0.0027431237660605467
2.54,0.0006668348601309093,3.7607030594839537,0.0027435766331673486
2.5500000000000003,0.0006669575509029157,3.7608707040924214,0.002744029534784834
2.56,0.0006670802556070639,3.7610383226534045,0.0027444824709155747
2.57,0.0006672029742449954,3.761205915165183,0.002744935441562143
2.58,0.0006673257068183521,3.761373481626037,0.002745388446727111
2.59,0.0006674484533287755,3.7615410220342476,0.0027458414864130506
2.6,0.0006675712137779072,3.7617085363880935,0.0027462945606225335
2.61,0.000667693988167389,3.761876024685856,0.002746747669358132
2.62,0.0006678167764988624,3.762043486925815,0.002747200812622418
2.63,0.0006679395787739691,3.762210923106251,0.002747653990417964
2.64,0.0006680623949943508,3.7623783332254432,0.0027481072027473407
2.65,0.000668185225161649,3.7625457172816725,0.002748560449613121
2.66,0.0006683080692775057,3.7627130752732194,0.002749013731017877
2.67,0.0006684309273435621,3.762880407198363,0.0027494670469641806
2.68,0.0006685537993614602,3.7630477130553848,0.0027499203974546034
2.69,0.0006686766853328414,3.7632149928425638,0.0027503737824917177
2.7,0.0006687995852593475,3.763382246558181,0.0027508272020780955
2.71,0.00066892249914262,3.763549474200516,0.0027512806562163083
2.72,0.0006690454269843007,3.7637166757678493,0.002751734144908929
2.73,0.0006691683687860313,3.763883851258461,0.0027521876681585286
2.74,0.0006692913245494533,3.7640510006706314,0.00275264122596768
2.75,0.0006694142942762083,3.76421812400264,0.0027530948183389545
2.7600000000000002,0.0006695372779679382,3.7643852212527684,0.0027535484452749248
2.77,0.0006696602756262845,3.7645522924192956,0.0027540021067781616
2.7800000000000002,0.0006697832872528888,3.764719337500502,0.0027544558028512385
2.79,0.0006699063128493927,3.764886356494668,0.0027549095334967262
2.8000000000000003,0.000670029352417438,3.7650533494000737,0.0027553632987171975
2.81,0.0006701524059586663,3.7652203162149993,0.002755817098515224
2.82,0.0006702754734747193,3.7653872569377245,0.0027562709328933775
2.83,0.0006703985559003907,3.7655541708850335,0.0027567248026407684
2.84,0.0006705216527244635,3.765721058429755,0.0027571787073276885
2.85,0.0006706447635868054,3.765887919834379,0.002757632646651777
2.86,0.0006707678884899037,3.7660547550965684,0.0027580866206163186
2.87,0.0006708910274362459,3.766221564213986,0.002758540629224598
2.88,0.0006710141804283196,3.7663883471842934,0.002758994672479901
2.89,0.0006711373474686122,3.7665551040051533,0.0027594487503855114
2.9,0.0006712605285596112,3.7667218346742284,0.002759902862944715
2.91,0.0006713837237038044,3.766888539189181,0.0027603570101607964
2.92,0.000671506932903679,3.7670552175476737,0.002760811192037041
2.93,0.0006716301561617227,3.7672218697473685,0.002761265408576733
2.94,0.0006717533934804228,3.7673884957859283,0.0027617196597831575
2.95,0.000671876644862267,3.767555095661015,0.0027621739456596003
2.96,0.0006719999103097428,3.7677216693702915,0.0027626282662093454
2.97,0.0006721231898253376,3.76788821691142,0.002763082621435678
2.98,0.000672246483411539,3.768054738282063,0.0027635370113418835
2.99,0.0006723697910708345,3.768221233479883,0.0027639914359312463
3.0,0.0006724931128057116,3.768387702502542,0.002764445895207051
3.0100000000000002,0.0006726164486186579,3.768554145347703,0.002764900389172584
3.02,0.0006727397985121607,3.768720562013028,0.002765354917831129
3.0300000000000002,0.0006728631624887077,3.7688869524961803,0.0027658094811859714
3.04,0.0006729865405507864,3.769053316794821,0.002766264079240396
3.0500000000000003,0.0006731099327008843,3.7692196549066135,0.002766718711997688
3.06,0.0006732333389414888,3.76938596682922,0.0027671733794611317
3.0700000000000003,0.0006733567592750875,3.7695522525603025,0.0027676280816340128
3.08,0.000673480193704168,3.769718512097524,0.002768082818519616
3.09,0.0006736036422312177,3.7698847454385467,0.0027685375901212264
3.1,0.0006737271048587241,3.770050952581033,0.0027689923964421283
3.11,0.0006738505815891747,3.7702171335226455,0.0027694472374856075
3.12,0.0006739740724250571,3.7703832882610464,0.0027699021132549483
3.13,0.0006740975773688588,3.7705494167938984,0.002770357023753436
3.14,0.0006742210964230673,3.7707155191188635,0.0027708119689843556
3.15,0.00067434462959017,3.7708815952336048,0.002771266948950992
3.16,0.0006744681768726547,3.771047645135784,0.00277172196365663
3.17,0.0006745917382730086,3.771213668823064,0.002772177013104555
3.18,0.0006747153137937193,3.771379666293107,0.0027726320972980513
3.19,0.0006748389034372744,3.7715456375435754,0.002773087216240404
3.2,0.0006749625072061614,3.771711582572132,0.002773542369934898
3.21,0.0006750861251028677,3.771877501376439,0.002773997558384819
3.22,0.0006752097571298809,3.7720433939541587,0.002774452781593451
3.23,0.0006753334032896885,3.7722092603029536,0.00277490803956408
3.24,0.000675457063584778,3.772375100420486,0.0027753633322999895
3.25,0.0006755807380176371,3.772540914304419,0.0027758186598044656
3.2600000000000002,0.0006757044265907529,3.7727067019524143,0.002776274022080793
3.27,0.0006758281293066133,3.7728724633621344,0.0027767294191322566
3.2800000000000002,0.0006759518461677056,3.773038198531242,0.0027771848509621413
3.29,0.0006760755771765175,3.7732039074573995,0.0027776403175737317
3.3000000000000003,0.0006761993223355362,3.773369590138269,0.0027780958189703134
3.31,0.0006763230816472494,3.7735352465715133,0.002778551355155171
3.3200000000000003,0.0006764468551141448,3.773700876754795,0.00277900692613159
3.33,0.0006765706427387096,3.773866480685776,0.002779462531902854
3.34,0.0006766944445234316,3.7740320583621187,0.0027799181724722497
3.35,0.000676818260470798,3.774197609781486,0.0027803738478430606
3.36,0.0006769420905832964,3.7743631349415407,0.0027808295580185726
3.37,0.0006770659348634145,3.774528633839944,0.00278128530300207
3.38,0.0006771897933136396,3.7746941064743593,0.0027817410827968383
3.39,0.0006773136659364594,3.7748595528424485,0.002782196897406162
3.4,0.0006774375527343613,3.7750249729418743,0.002782652746833326
3.41,0.0006775614537098329,3.7751903667702993,0.002783108631081616
3.42,0.0006776853688653616,3.7753557343253856,0.0027835645501543163
3.43,0.0006778092982034348,3.7755210756047957,0.002784020504054712
3.44,0.0006779332417265403,3.775686390606192,0.002784476492786088
3.45,0.0006780571994371655,3.7758516793272374,0.0027849325163517295
3.46,0.0006781811713377978,3.7760169417655938,0.002785388574754921
3.47,0.0006783051574309249,3.7761821779189235,0.002785844667998948
3.48,0.0006784291577190342,3.7763473877848894,0.002786300796087095
3.49,0.0006785531722046132,3.776512571361154,0.002786756959022647
3.5,0.000678677200742725,3.776677728713718,0.0027872131564433745
3.5100000000000002,0.0006788012430206699,3.776842859986352,0.0027876693875711063
3.52,0.0006789252994768146,3.777007964974664,0.0027881256534898194
3.5300000000000002,0.0006790493701132575,3.777173043676496,0.0027885819542018335
3.54,0.000679173454932097,3.7773380960896916,0.0027890382897094697
3.5500000000000003,0.0006792975539354319,3.777503122212093,0.0027894946600150483
3.56,0.0006794216671253602,3.777668122041544,0.0027899510651208893
3.5700000000000003,0.0006795457945039809,3.7778330955758856,0.0027904075050293135
3.58,0.0006796699360733921,3.777998042812962,0.0027908639797426414
3.59,0.0006797940918356924,3.7781629637506153,0.0027913204892631932
3.6,0.0006799182617929804,3.7783278583866884,0.0027917770335932892
3.61,0.0006800424459473544,3.7784927267190245,0.0027922336127352496
3.62,0.000680166644300913,3.7786575687454658,0.0027926902266913957
3.63,0.0006802908568557546,3.7788223844638553,0.002793146875464047
3.64,0.0006804150836139778,3.7789871738720358,0.0027936035590555245
3.65,0.000680539324577681,3.7791519369678497,0.0027940602774681484
3.66,0.0006806635797489626,3.7793166737491406,0.002794517030704239
3.67,0.0006807878491299212,3.7794813842137502,0.0027949738187661166
3.68,0.0006809121327226552,3.779646068359522,0.002795430641656102
3.69,0.0006810364305292633,3.779810726184299,0.0027958874993765158
3.7,0.0006811607425518437,3.779975357685923,0.0027963443919296776
3.71,0.000681285068792495,3.7801399628622376,0.0027968013193179087
3.72,0.0006814094092533157,3.7803045417110854,0.002797258281543529
3.73,0.0006815337639364042,3.780469094230309,0.0027977152786088587
3.74,0.0006816581328438591,3.780633620417751,0.0027981723105162185
3.75,0.0006817825159777788,3.7807981202712546,0.002798629377267929
3.7600000000000002,0.0006819069133402617,3.780962593788662,0.0027990864788663104
3.77,0.0006820313249334066,3.781127040967817,0.002799543615313683
3.7800000000000002,0.0006821557507593116,3.781291461806561,0.0028000007866123677
3.79,0.0006822801908200754,3.781455856302738,0.0028004579927646844
3.8000000000000003,0.0006824046451177965,3.7816202244541897,0.002800915233772954
3.81,0.0006825291136545732,3.78178456625876,0.002801372509639496
3.8200000000000003,0.0006826535964325042,3.7819488817142903,0.002801829820366632
3.83,0.0006827780934536878,3.782113170818625,0.0028022871659566812
3.84,0.0006829026047202226,3.782277433569605,0.002802744546411965
3.85,0.000683027130234207,3.782441669965075,0.0028032019617348033
3.86,0.0006831516699977395,3.7826058800028766,0.002803659411927517
3.87,0.0006832762240129186,3.7827700636808523,0.002804116896992426
3.88,0.0006834007922818428,3.782934220996846,0.002804574416931851
3.89,0.0006835253748066106,3.7830983519487,0.002805031971748112
3.9,0.0006836499715893204,3.7832624565342563,0.00280548956144353
3.91,0.0006837745826320708,3.7834265347513583,0.002805947186020425
3.92,0.0006838992079369602,3.7835905865978487,0.0028064048454811176
3.93,0.000684023847506087,3.783754612071571,0.0028068625398279283
3.94,0.0006841485013415499,3.7839186111703667,0.002807320269063177
3.95,0.0006842731694454471,3.7840825838920793,0.002807778033189185
3.96,0.0006843978518198773,3.7842465302345514,0.0028082358322082716
3.97,0.000684522548466939,3.7844104501956255,0.002808693666122758
3.98,0.0006846472593887305,3.784574343773145,0.0028091515349349646
3.99,0.0006847719845873504,3.784738210964952,0.0028096094386472117
4.0,0.0006848967240648972,3.7849020517688903,0.0028100673772618193
4.01,0.0006850214778234693,3.7850658661828014,0.0028105253507811085
4.0200000000000005,0.0006851462458651653,3.7852296542045285,0.0028109833592073995
4.03,0.0006852710281920835,3.7853934158319147,0.0028114414025430124
4.04,0.0006853958248063226,3.7855571510628026,0.0028118994807902675
4.05,0.0006855206357099809,3.7857208598950347,0.002812357593951486
4.0600000000000005,0.0006856454609051571,3.785884542326454,0.0028128157420289875
4.07,0.0006857703003939493,3.7860481983549037,0.002813273925025093
4.08,0.0006858951541784563,3.7862118279782258,0.0028137321429421223
4.09,0.0006860200222607765,3.7863754311942635,0.0028141903957823963
4.1,0.0006861449046430085,3.7865390080008594,0.0028146486835482353
4.11,0.0006862698013272505,3.7867025583958562,0.00281510700624196
4.12,0.0006863947123156013,3.786866082377097,0.00281556536386589
4.13,0.0006865196376101591,3.7870295799424243,0.0028160237564223466
4.14,0.0006866445772130225,3.787193051089681,0.00281648218391365
4.15,0.00068676953112629,3.78735649581671,0.00281694064634212
4.16,0.0006868944993520602,3.7875199141213534,0.0028173991437100776
4.17,0.0006870194818924313,3.7876833060014548,0.002817857676019843
4.18,0.0006871444783036576,3.7878466717269506,0.002818316242234271
4.19,0.0006872694888862465,3.7880100111135677,0.0028187748430514078
4.2,0.0006873945137641277,3.7881733240847972,0.002819233478757619
4.21,0.0006875195529390301,3.7883366106387073,0.0028196921493543626
4.22,0.0006876446064126823,3.7884998707733657,0.0028201508548430974
4.23,0.0006877696741868131,3.788663104486841,0.002820609595225282
4.24,0.0006878947562631513,3.788826311777202,0.0028210683705023735
4.25,0.0006880198526434255,3.7889894926425174,0.002821527180675832
4.26,0.0006881449633293644,3.7891526470808548,0.0028219860257471144
