t,Cdk2_CycE,Wee1_a,PCdk2_CycE,Xic,Cdk2_CycErem,Xic_Cdk2_CycE,PCdk2_CycErem,Xic_PCdk2_CycE,Kin_a,Deg_a,Xic_Cdk2_CycErem,Xic_PCdk2_CycErem,Xicrem
0.36,0.05520208003884888,0.9580941432264884,0.8438570593750239,2.899312029868257,1.5326609763126993e-05,0.0061804859732509775,0.0002375983848898119,0.09447916922143984,0.6404003810664542,0.0,1.7137262196919973e-06,2.65666705638445e-05,0.0
0.37,0.05509279270625383,0.9560684203190634,0.841358650328534,2.8967106051518683,1.5712650070108083e-05,0.006345972953399835,0.00024348691178167854,0.0969135686329112,0.6415339331760549,0.0,1.8074388342900814e-06,2.8008378215128456e-05,0.0
0.38,0.05498471122704684,0.9540260791529906,0.8388689486635733,2.8941190558979684,1.609677669405042e-05,0.006511250572564213,0.000249339735352292,0.0993382642392749,0.6426679932691465,0.0,1.9035076147754262e-06,2.948527787961155e-05,0.0
0.39,0.054877829566342406,0.9519671156267538,0.8363879093553479,2.8915373312627604,1.6479006628666226e-05,0.0066763283843122075,0.0002551570582333118,0.10175329754664185,0.6438025534765245,0.0,2.00192336007452e-06,3.0997159133602435e-05,0.0
0.4,0.05477214180271358,0.9498915257969279,0.8339154876316792,2.8889653807669435,1.685935673513025e-05,0.006841215910541891,0.00026093908158750896,0.1041587097267187,0.6449376059609242,0.0,2.102677025350207e-06,3.254381299859955e-05,0.0
0.41000000000000003,0.054667642128192015,0.9477993058781795,0.8314516389730047,2.8864031542957127,1.723784374207978e-05,0.007005922641481315,0.0002666860051087657,0.10655454161680789,0.64607314291702,0.0,2.205759722001687e-06,3.412503194129114e-05,0.0
0.42,0.05456432485868012,0.9456904522409643,0.8289963191350795,2.8838506021317296,1.7614484227941887e-05,0.007170458020377708,0.0002723980268948458,0.10894083370200378,0.6472091565793893,0.0,2.3111627282661207e-06,3.5740610007856294e-05,0.0
0.43,0.05446218422061587,0.9435649614587104,0.8265494836838279,2.881307674279573,1.7989294983030146e-05,0.007334831757200252,0.00027807534605420745,0.11131762647997452,0.6483456390593508,0.0,2.4188772720024746e-06,3.739034007227142e-05,0.0
0.44,0.05436121478093667,0.9414228302127222,0.8241110889328223,2.8787743218272683,1.8362292279761186e-05,0.007499053196391617,0.0002837181574521334,0.11368495972576695,0.6494825826738064,0.0,2.5288949684771963e-06,3.907401938217783e-05,0.0
0.45,0.054261411124705415,0.9392640553634811,0.8216810912403896,2.8762504959254533,1.8733492419824305e-05,0.007663131790908786,0.00028932665564992396,0.11604287304303365,0.6506199796986851,0.0,2.6412074921257216e-06,4.079144540075748e-05,0.0
0.46,0.054162767947730686,0.9370886339301602,0.8192594472115573,2.8737361480806705,1.910291157697598e-05,0.007827076966027963,0.0002949010337731408,0.11839140570566178,0.651757822439781,0.0,2.755806670857585e-06,4.254241700138986e-05,0.0
0.47000000000000003,0.05406528005560346,0.9348965630908369,0.8168461136959531,2.871231230152318,1.947056579867486e-05,0.007990898120761033,0.0003004414835233773,0.12073059665942015,0.6528961032320154,0.0,2.872684485075625e-06,4.432673445522728e-05,0.0
0.48,0.05396894234981261,0.9326878401900695,0.8144410477525831,2.8687356943037536,1.9836471032228268e-05,0.008154604651697976,0.0003059481953667589,0.12306048454722322,0.6540348144271327,0.0,2.991833053630584e-06,4.6144199230593365e-05,0.0
0.49,0.053873749754816264,0.9304624627801167,0.8120442064632593,2.866249492743915,2.0200643262945246e-05,0.00831820607932554,0.00031142135953001707,0.1253811078423135,0.6551739483285307,0.0,3.113244560076525e-06,4.7994612932500925e-05,0.0
0.5,0.05377969735012746,0.9282204285453375,0.8096555472715499,2.8637725781963224,2.0563098263378123e-05,0.008481711818525575,0.00031686116419248815,0.12769250460672726,0.6563134973096457,0.0,3.236911386215103e-06,4.987777922786681e-05,0.0
0.51,0.053686780331197885,0.9259617353241443,0.8072750278828793,2.8613049037606615,2.0923851667333678e-05,0.008645131246209432,0.0003222677960197207,0.1299947125626764,0.6574534537790566,0.0,3.3628260725384507e-06,5.179350327745095e-05,0.0
0.52,0.05359499399393115,0.9236863811174915,0.8049026062251999,2.858846422858205,2.1282918999058958e-05,0.00880847372794106,0.00032764144037388877,0.13228776912074044,0.6585938101667447,0.0,3.490981302563845e-06,5.3741591511922044e-05,0.0
0.53,0.05350433373351143,0.9213943640892076,0.8025382404463578,2.856397089228025,2.1640315675271014e-05,0.008971748619714677,0.0003329822813284097,0.1345717113818944,0.6597345589231708,0.0,3.6213699016424895e-06,5.5721851616402056e-05,0.0
0.54,0.053414795043232086,0.9190856825663264,0.8001818889114591,2.853956856923203,2.1996057007186715e-05,0.00913496526973243,0.00033829050168256034,0.1368465761395359,0.6608756925183528,0.0,3.7539848357682916e-06,5.773409251501056e-05,0.0
0.55,0.053326373513324254,0.9167603350394187,0.7978335102002364,2.8515256803070415,2.2350158202552486e-05,0.009298133020182054,0.00034356628297609466,0.13911239988151297,0.6620172034409414,0.0,3.888819210386643e-06,5.977812435540918e-05,0.0
0.56,0.05323906482978546,0.9144183201629242,0.7954930631044147,2.8491035140492764,2.270263436767409e-05,0.00946126120901455,0.00034880980550386055,0.14136921879215134,0.6631590841972984,0.0,4.025866269203202e-06,6.185375849334603e-05,0.0
0.5700000000000001,0.053152864773208255,0.912059636755483,0.793160506625078,2.846690313122287,2.3053500509446393e-05,0.009624359171721846,0.00035402124833041693,0.14361706875428196,0.6643013273105728,0.0,4.165119392992665e-06,6.396080747720011e-05,0.0
0.58,0.0530677692176088,0.9096842838002669,0.7908357999700353,2.844286032797307,2.3402771537383133e-05,0.00978743624311445,0.00035920078930465056,0.14585598535126854,0.6654439253197777,0.0,4.306572098407555e-06,6.609908503252569e-05,0.0
0.59,0.052983774129255486,0.9072922604453115,0.7885189025511871,2.841890628640638,2.375046226564671e-05,0.009950501759099135,0.0003643486050743936,0.148086003869035,0.6665868707788678,0.0,4.450218036786996e-06,6.826840604659682e-05,0.0
0.6,0.052900875565497565,0.9048835660038478,0.786209773981891,2.839504056509858,2.4096587415077918e-05,0.010113565058456585,0.00036946487110104005,0.15030715929809293,0.6677301562558161,0.0,4.596050992965495e-06,7.046858655295165e-05,0.0
0.61,0.052819069677712355,0.9024581999936426,0.7839083740429434,2.837126272522886,2.44411616300178e-05,0.010276635510627753,0.00037454976177881425,0.15251948633682702,0.668873774320419,0.0,4.744064887882833e-06,7.269944359269258e-05,0.0
0.62,0.052738352717834835,0.900016162210269,0.7816146626212624,2.83475723300343,2.4784199507995328e-05,0.010439722566122113,0.00037960345064506267,0.15472301939587446,0.670017717522298,0.0,4.894253784500126e-06,7.496079496859071e-05,0.0
0.63,0.05265872101615114,0.8975574525282065,0.7793285998675469,2.832396894615856,2.5125715526209654e-05,0.010602835625461047,0.0003846261098603858,0.15691779259372807,0.6711619784475443,0.0,5.046611867195117e-06,7.725245985907629e-05,0.0
0.64,0.0525801709890889,0.8950820709860529,0.7770501461253523,2.830045214302325,2.5465724075745963e-05,0.010765984097547922,0.00038961791045096606,0.15910383976150075,0.6723065496932698,0.0,5.201133448841831e-06,7.957425853461542e-05,0.0
0.65,0.05250269913902739,0.8925900177961519,0.7747792619209772,2.827702149272536,2.5804239467130362e-05,0.010929177407643889,0.00039457902234812416,0.1612811944452528,0.6734514238639973,0.0,5.357812970525204e-06,8.192601231288406e-05,0.0
0.66,0.0524263020531594,0.89008129334524,0.7725159079605766,2.825367656999717,2.6141275932479078e-05,0.011092424999355591,0.00039950961440378136,0.16344988990802947,0.6745965935706475,0.0,5.5166450003805546e-06,8.430754354231717e-05,0.0
0.67,0.052350976402353096,0.8875558981950933,0.7702600451272736,2.8230416952166166,2.64768476276477e-05,0.011255736336622846,0.00040440985440592155,0.1656099591318988,0.6757420514295239,0.0,5.677624232433062e-06,8.67186755856579e-05,0.0
0.68,0.0522767189400139,0.8850138330831736,0.7680116344782734,2.820724221911499,2.681096863438039e-05,0.01141912090570635,0.0004092799090940534,0.16776143481998898,0.6768877900612997,0.0,5.840745485437238e-06,8.915923280350677e-05,0.0
0.6900000000000001,0.05220352650094635,0.8824550989232757,0.7657706372419754,2.818415195324132,2.7143652962459107e-05,0.011582588217175373,0.0004141199441746726,0.16990434939852622,0.6780338020900026,0.0,6.006003701716405e-06,9.162904053787078e-05,0.0
0.7000000000000001,0.05213139600021598,0.8798796968061735,0.7635370148150858,2.816114573941782,2.747491455185283e-05,0.011746147807895457,0.0004189301243367237,0.17203873501887237,0.6791800801420017,0.0,6.173393946002168e-06,9.41279250957126e-05,0.0
0.71,0.05206032443201122,0.8772876280002672,0.7613107287597316,2.8138223164952034,2.7804767274866777e-05,0.011909809243016104,0.0004237106132670626,0.17416462355956233,0.680326616844993,0.0,6.3429114042738925e-06,9.665571373249977e-05,0.0
0.72,0.05199030886850518,0.8746788939522292,0.7590917408005716,2.811538381954635,2.8133224938291643e-05,0.01207358211795849,0.0004284615736659186,0.1762820466283421,0.6814734048269853,0.0,6.514551382598181e-06,9.921223463575386e-05,0.0
0.73,0.051921346458717654,0.8720534962876517,0.7568800128219108,2.8092627295257873,2.8460301285552793e-05,0.012237476060403138,0.00043318316726235627,0.178391035564206,0.6826204367152862,0.0,6.688309305968343e-06,0.00010179731690859956,0.0
0.74,0.051853434556781305,0.869411436883931,0.7546755070561701,2.806995318965209,2.8786009827661192e-05,0.012401500608213862,0.00043787555359394917,0.18049162124273563,0.6837677052025448,0.0,6.864180851491682e-06,0.00010441079182595312,0.0
0.75,0.05178657074104919,0.8667527178822158,0.7524781861109389,2.804736110626245,2.9110363818578377e-05,0.012565665192015473,0.00044253888982890075,0.1825838340473635,0.6849152030562293,0.0,7.042161968247916e-06,0.00010705249301717799,0.0
0.76,0.05172075249788943,0.8640773415121721,0.7502880125001775,2.8024850646774393,2.943337667419027e-05,0.0127299794392454,0.0004471733337903395,0.18466770435032304,0.6860629229543456,0.0,7.222248549025682e-06,0.00010972225335107924,0.0
0.77,0.0516559773956805,0.8613853101903964,0.748104948900311,2.8002421415307555,2.9755061742760067e-05,0.012894453008235978,0.0004517790422992897,0.18674326224847765,0.6872108575751771,0.0,7.4044366109856315e-06,0.00011241990664181693,0.0
0.78,0.05159224308766662,0.8586766265232907,0.7459289581532476,2.79800730184743,3.0075432301794096e-05,0.013059095586373404,0.0004563561711519958,0.18881053755928823,0.68835899959834,0.0,7.588722298646028e-06,0.00011514528767173033,0.0
0.79,0.05152954731144087,0.8559512933080563,0.7437600032644097,2.795780506535492,3.0394501559369216e-05,0.013223916891489877,0.00046090487512945213,0.19086955982190637,0.6895073417040911,0.0,7.775101883367146e-06,0.00011789823218099626,0.0
0.8,0.051467887888428196,0.8532093135336872,0.7415980474007655,2.7935617167472926,3.071228265546022e-05,0.013388926673255738,0.00046542530800693294,0.19292035829826795,0.6906558765726359,0.0,7.96357176283566e-06,0.0001206785768572874,0.0
0.81,0.05140726272336853,0.8504506903819637,0.7394430538888607,2.7913508938770284,3.102878866326727e-05,0.013554134714571625,0.0004699176225635222,0.19496296197418642,0.6918045968834358,0.0,8.154128460549042e-06,0.00012348615932543052,0.0
0.8200000000000001,0.051347669803799796,0.8476754272284456,0.7372949862128487,2.789147999558266,3.134403259054325e-05,0.01371955083296061,0.00047438197059164363,0.19699739956044626,0.6929534953145164,0.0,8.346768625299958e-06,0.00012632081813706487,0.0
0.8300000000000001,0.051289107199541016,0.8448835276434656,0.7351538080125237,2.7869529956614687,3.165802738092123e-05,0.013885184881960347,0.0004788185029065904,0.19902369949389645,0.6941025645417754,0.0,8.541489030660649e-06,0.00012918239276030042,0.0
0.84,0.051231573062175316,0.8420749953931231,0.7330194830813506,2.7847658442915195,3.1970785915241835e-05,0.014051046752515213,0.0004832273693560552,0.20104188993854377,0.69525179723829,0.0,8.738286574467337e-06,0.0001320707235693761,0.0
0.85,0.051175065624533056,0.8392498344402771,0.7308919753644969,2.7825865077852496,3.228232101288068e-05,0.014217146374368463,0.0004876087188296602,0.20305199878664637,0.6964011860736253,0.0,8.93715827830462e-06,0.00013498565183431836,0.0
0.86,0.05111958320029322,0.8364080489458157,0.7287712489569588,2.780414948709172,3.2592645432979905e-05,0.014383493717462652,0.0004919626992676617,0.20505405365958626,0.6975507237131543,0.0,9.138101287122832e-06,0.00013792701971138696,0.0
0.87,0.05106512425225273,0.8335496434298585,0.7266572681562142,2.778251129979887,3.2901771820091795e-05,0.014550098798147346,0.0004962894571911863,0.20704808178073797,0.6987004028249328,0.0,9.34111294597475e-06,0.0001408946706904589,0.0
0.88,0.05101168733702988,0.830674622645164,0.7245499974167556,2.776095014763751,3.320971274985131e-05,0.014716971676736282,0.0005005891380934584,0.20903411007867678,0.699850216072981,0.0,9.546190737978236e-06,0.00014388844922016587,0.0
0.89,0.050959271047023164,0.8277829914441432,0.7224494013024394,2.773946566371638,3.3516480776870635e-05,0.014884122454872362,0.0005048618868501519,0.2110121652955041,0.7010001561102644,0.0,9.75333221919628e-06,0.00014690820031476733,0.0
0.9,0.0509078740579513,0.8248747548917825,0.7203554445226806,2.771805748342315,3.382208839716341e-05,0.015051561280284158,0.0005091078473940654,0.212982273898357,0.7021502155832876,0.0,9.962535072093236e-06,0.0001499537698635959,0.0
0.91,0.05085749512855542,0.8219499182671473,0.7182680919306579,2.7696725244403573,3.41265480492948e-05,0.015219298348193404,0.0005133271627231245,0.21494446208009346,0.703300387131426,0.0,1.0173797105265271e-05,0.0001530250046221732,0.0
0.92,0.05080813310030118,0.8190084870648854,0.7161873085215187,2.7675468586540672,3.442987211553155e-05,0.015387343902722471,0.0005175199749083864,0.21689875575997725,0.7044506633862576,0.0,1.0387116253170799e-05,0.00015612175220332624,0.0
0.93,0.05075978689708095,0.8160504669967312,0.7141130594305851,2.7654287151933885,3.4732072922992025e-05,0.01555570823830185,0.0005216864251020417,0.21884518058436295,0.7056010369708958,0.0,1.0602490575860923e-05,0.00015924386106830357,0.0
0.9400000000000001,0.050712455524915906,0.8130758639930092,0.7120453099315586,2.7633180584878243,3.5033162744796285e-05,0.015724401701077632,0.0005258266535454194,0.22078376192738106,0.7067515004993202,0.0,1.0819918258709878e-05,0.00016239118051789123,0.0
0.9500000000000001,0.050666138071658186,0.8100846842041375,0.709984025434726,2.761214853184353,3.533315380121614e-05,0.015893434690319,0.0005299407995769892,0.22271452489162297,0.7079020465757092,0.0,1.1039397612145476e-05,0.0001655635606835291,0.0
0.96,0.050620833706693076,0.8070769340021315,0.7079291714851643,2.7591190641453442,3.563205826082518e-05,0.0160628176598257,0.0005340290016403648,0.22463749430882593,0.7090526677937716,0.0,1.1260927071379534e-05,0.00016876085251842684,0.0
0.97,0.05057654168064108,0.804052619982108,0.7058807137609464,2.757030656446477,3.5929888241648874e-05,0.016232561119335534,0.0005380913972923084,0.2265526947405582,0.7102033567360788,0.0,1.1484505196138331e-05,0.00017198290778868035,0.0
0.98,0.05053326132506013,0.801011748963788,0.7038386180713463,2.754949595374655,3.6226655812314585e-05,0.01640267563593183,0.0005421281232107325,0.22846015047890395,0.7113541059733967,0.0,1.1710130670393036e-05,0.00017522957906438759,0.0
0.99,0.05049099205482001,0.7979543280036544,0.701802850356001,2.7528758464295358,3.652237299185865e-05,0.016573171837213165,0.0005461393151881802,0.23035988554175718,0.7125049080636666,0.0,1.1937802305250835e-05,0.00017850071972347142,0.0
1.0,0.05044973343532387,0.7948803646656062,0.699773376707286,2.750809375412743,3.6817051716944146e-05,0.016744060457225898,0.0005501251077728531,0.2322519235372921,0.713655755542483,0.0,1.2167519118544055e-05,0.00018179618426384422,0.0
1.01,0.050409485094446954,0.791789866672612,0.697750163337104,2.748750148307114,3.711070388711702e-05,0.016915352279996833,0.0005540856347536182,0.23413628784170354,0.7148066409339348,0.0,1.23992802307582e-05,0.00018511582787721694,0.0
1.02,0.05037024671783526,0.7886828418906608,0.6957331765735136,2.746698131268666,3.7403341368169146e-05,0.017087058138036876,0.0005580210291919448,0.2360130016087754,0.7159575567505151,0.0,1.2633084859554221e-05,0.00018845950641927718,0.0
1.03,0.0503320180744377,0.7855592984332309,0.693722382868181,2.7446532906594356,3.769497598030731e-05,0.017259188930781894,0.0005619314232895185,0.23788208771845595,0.7171084954890654,0.0,1.2868932350049444e-05,0.0001918270765236247,0.0
1.04,0.05029479901638794,0.7824192446635102,0.6917177487946502,2.7426155930456386,3.7985619499213e-05,0.017431755626118695,0.0005658169483952685,0.23974356877718025,0.7182594496300839,0.0,1.3106822174760544e-05,0.00019521839559374197,0.0
1.05,0.050258589478886284,0.7792626891966163,0.6897192410466121,2.7405850051958294,3.827528365710211e-05,0.017604769261911023,0.0005696777350123935,0.24159746711819272,0.719410411637034,0.0,1.3346753933546543e-05,0.0001986333217949649,0.0
1.06,0.05022338948008148,0.7760896409018168,0.6877268264361744,2.7385614940790606,3.856398014378468e-05,0.017778240947525534,0.0005735139128053893,0.24344380480186942,0.7205613739556528,0.0,1.3588727353551803e-05,0.00020207171404645338,0.0
1.07,0.0501891991209526,0.7729001089047483,0.6857404718921318,2.736545026863043,3.885172060772469e-05,0.017952181865357807,0.0005773256106070743,0.24528260361604076,0.7217123290132589,0.0,1.3832742289149014e-05,0.000205533432013162,0.0
1.08,0.05015601858519087,0.769694102589638,0.6837601444582346,2.7345355709123047,3.913851665709972e-05,0.018126603272358315,0.000581112956425617,0.2471138850763138,0.7228632692180613,0.0,1.4078798721882187e-05,0.00020901833609781063,0.0
1.09,0.050123848139081564,0.7664716316015227,0.6817858112914595,2.7325330937863503,3.942437986086078e-05,0.01830151650155842,0.0005848760774515624,0.24893767042639486,0.7240141869584675,0.0,1.432689676040965e-05,0.00021252628743285512,0.0
1.1,0.05009268813138581,0.7632327058484689,0.6798174396602785,2.730537563237821,3.970932174979198e-05,0.01847693296359637,0.0005886151000648581,0.2507539806384118,0.7251650746023921,0.0,1.4577036640447029e-05,0.00021605714787245798,0.0
1.11,0.050062538993222445,0.7599773355037936,0.677854996942929,2.7285489472106534,3.99933538175703e-05,0.018652864148243277,0.0005923301498418818,0.2525628364132368,0.7263159244965647,0.0,1.482921872471025e-05,0.00021961077998445882,0.0
1.12,0.05003340124791932,0.7567055310586629,0.6758984506261676,2.7265672138486488,4.0276487517952716e-05,0.018829321632954803,0.0005960213515203509,0.2543642581633289,0.7274667289639709,0.0,1.5083443514747083e-05,0.00022318704707644598,0.0
1.1300000000000001,0.05000527558391683,0.7534173036933217,0.6739477683070894,2.724592331569869,4.055873423747041e-05,0.019006317135857334,0.0005996888286978625,0.2561582658850259,0.7286174802894801,0.0,1.5339711737958778e-05,0.00022678581343749961,0.0
1.1400000000000001,0.04997816272925852,0.7501126646456597,0.6720029176853025,2.722624268933882,4.0840105345197106e-05,0.019183862428907673,0.0006033327043686468,0.25794487937871835,0.7297681707426459,0.0,1.5598024198013546e-05,0.00023040694390125837,0.0
1.1500000000000001,0.04995206348148117,0.7467916253650753,0.6700638665626575,2.7206629946712533,4.1120612182152043e-05,0.019361969360566604,0.0006069531008038202,0.25972411819655783,0.7309187925713916,0.0,1.58583818105745e-05,0.00023405030394053384,0.0
