t,a_CyclinE_Cdk2,i_CyclinE_Cdk2,pRB_E2F,E2F,pRB,CycD_Cdk4,p27,CycE_Cdk2_p27,CycD_Cdk4_p27,p16,pRB_P
0.17,0.002685485153511114,0.010255796546287681,1.9500124017717824,-1.2171597485901769e-05,0.05257976143278246,0.0007790375933932795,4.999164861069545,0.9970189699808909,2.516471381461817e-05,4.949374968743416,0.010155887727189925
0.18,0.0027362532463478893,0.01028067791931557,1.9500092451968551,-9.003337106097723e-06,0.05273149659881974,0.0007827925528813743,4.998920700270172,0.9969411090005139,2.7114172911412488e-05,4.946391733740777,0.010168942678094083
0.19,0.0027817223784859465,0.010306080426442436,1.9500059427109342,-5.6896812695894355e-06,0.05288323007132301,0.0007858623701056174,4.998666922996069,0.9968680665961815,2.9071837378738314e-05,4.9434109735061185,0.010182143408699332
0.2,0.0028224466456345004,0.010331955813446921,1.9500025100011196,-2.2463389091581626e-06,0.053034961845840264,0.0007883859272782094,4.998404537214329,0.9967993388005352,3.103616965302428e-05,4.940432792198462,0.010195474230528957
0.21,0.002858922348084943,0.010358260855682713,1.9499989605497938,1.3131880610775708e-06,0.05318669191735363,0.000790474232442692,4.998134445606059,0.9967344742138489,3.3005939895706396e-05,4.937457272461046,0.010208921659967202
0.22,0.002891593944994911,0.01038495684522005,1.949995305949392,4.977289679622431e-06,0.053338420280372896,0.0007922153610943646,4.997857456435957,0.9966730685883711,3.498017155625612e-05,4.934484479238284,0.01022247410347303
0.23,0.0029208592276728563,0.010412009146778058,1.9499915561992014,8.735950859517914e-06,0.05349014692902605,0.000793679293148222,4.99757429300226,0.9966147601229952,3.6958088028549864e-05,4.9315144635104105,0.010236121560760592
0.24,0.0029470745198107553,0.010439386749647702,1.9499877199773799,1.2580479113067589e-05,0.05364187185713982,0.0007949221599928826,4.997285603129042,0.9965592247334382,3.893906586057133e-05,4.9285472655737905,0.010249855352766441
0.25,0.002970558870606212,0.010467061904463502,1.9499838048273,1.6503318020903354e-05,0.05379359505829138,0.0007959888865731536,4.996991966811778,0.9965061722383534,4.0922605580033255e-05,4.925582917080304,0.01026366793529253
0.26,0.002991597759243955,0.01049500980072154,1.9499798172973326,2.0497907302813972e-05,0.05394531652584407,0.0007969149458614772,4.996693902965461,0.996455342989903,4.29083123637349e-05,4.922621442392673,0.010277552759214248
0.27,0.0030104471186132077,0.010523208217817813,1.9499757631128856,2.4558510605123346e-05,0.05409703625299437,0.0007977287339022097,4.9963918767595255,0.9964065042139525,4.4895869801166676e-05,4.919662860417518,0.01029150409843028
0.28,0.0030273359599733746,0.010551637297192955,1.9499716472850845,2.86801067095225e-05,0.05424875423280107,0.0007984530367053594,4.996086304401477,0.9963594476227848,4.6885023698466294e-05,4.91670718573769,0.010305516941175055
0.29,0.0030424698863768234,0.010580279235503604,1.9499674742264226,3.2858273756878226e-05,0.05440047045821242,0.0007991062920723589,4.995777559532673,0.996313986219416,4.887556813487024e-05,4.913754429586249,0.010319586874361667
0.3,0.0030560318422772487,0.01060911821799994,1.949963247755884,3.708918410879376e-05,0.054552184922064095,0.0007997023959195538,4.995465974587876,0.9962699536157477,5.086734755882321e-05,4.910804599696181,0.010333710078456033
0.31,0.003068185693096254,0.010638140107430276,1.9499589712421503,4.136946099513329e-05,0.054703897617117074,0.0008002525843215306,4.995151847317896,0.9962272007767795,5.286023600357629e-05,4.9078577017531115,0.010347883184262439
0.32,0.003079079134858923,0.010667332189439448,1.9499546476909053,4.569609110994639e-05,0.05485560853607668,0.0008007662762353185,4.994835446084044,0.9961855933741048,5.485412773892808e-05,4.904913740045053,0.010362103185612566
0.33,0.0030888435633989967,0.010696683183250823,1.949950279728357,5.0066441102124924e-05,0.05500731767158677,0.0008012507404084016,4.994517009616897,0.9961450119048677,5.684894094735966e-05,4.901972717205307,0.010376367455843728
0.34,0.0030975974811565323,0.010726182943836409,1.949945869708205,5.4478150488412146e-05,0.055159025016253936,0.0008017121946326464,4.994196753216606,0.9961053485930705,5.8844605548146715e-05,4.899034635060334,0.01039067364082401
0.35000000000000003,0.0031054462407998397,0.010755822483133918,1.94994141968449,5.8929158827007574e-05,0.05531073056263801,0.000802155276565282,4.99387486828134,0.9960665076227662,6.084106906588886e-05,4.896099494221961,0.010405019686104773
0.36,0.0031124847396746505,0.010785593733834944,1.9499369314856052,6.341763161795713e-05,0.055462434303267034,0.0008025836651669182,4.993551527208393,0.9960284026872882,6.283828974613138e-05,4.893167294566793,0.010419403762902738
0.37,0.003118797429195919,0.010815489548877876,1.9499324067197623,6.794195483431747e-05,0.05561413623063943,0.000803000202145491,4.993226883412552,0.9959909569807366,6.483623518511546e-05,4.890238035329252,0.010433824262634941
0.38,0.0031244604122729453,0.01084550351735337,1.9499278468291197,7.250068072796552e-05,0.05576583633723422,0.0008034072933987173,4.99290107514032,0.9959541012902485,6.683487787545961e-05,4.887311715411147,0.010448279742785843
0.39,0.0031295413903426154,0.010875629968834703,1.9499232530834218,7.709253419491243e-05,0.05591753461550877,0.0008038067815655447,4.992574225372278,0.9959177740441851,6.883419661442155e-05,4.884388333283349,0.010462768933267813
0.4,0.00313410140237878,0.010905863820712177,1.9499186266244815,8.171636824001254e-05,0.05606923105790714,0.0008042002686867213,4.992246444985377,0.9958819197304133,7.083417291532612e-05,4.88146788723442,0.010477290691936416
0.41000000000000003,0.003138194727855375,0.010936200586300224,1.949913968457312,8.637117285182624e-05,0.05622092565685706,0.000804588949359895,4.991917832574814,0.9958464889845764,7.283479286332269e-05,4.8785503752421695,0.010491844013458226
0.42,0.0031418703038670784,0.010966636250184448,1.9499092794825517,9.105604253617694e-05,0.05637261840477516,0.0008049737843014197,4.991588477029987,0.9958114373011585,7.483604518251927e-05,4.875635795107405,0.010506427996883068
0.43,0.0031451716436477224,0.010997167275439998,1.94990456049554,9.57701772436358e-05,0.05652430929406707,0.0008053555117348969,4.991258457386595,0.9957767251076066,7.683792110494894e-05,4.872724144462582,0.010521041846569924
0.44,0.0031481379916842166,0.011027790501923523,1.949899812211225,0.00010051285742744144,0.05667599831713111,0.0008057347532098508,4.990927844925929,0.9957423167137099,7.884041318980623e-05,4.869815420853342,0.010535684847275382
0.45,0.0031508042336128085,0.011058503154146415,1.9498950352613824,0.0001052834468279915,0.05682768546635765,0.0008061119855805942,4.9905967030108815,0.995708180393562,8.084351563354045e-05,4.866909621716884,0.010550356366935201
0.46,0.0031532018427508097,0.011089302757919873,1.9498902302149166,0.00011008137214651213,0.05697937073413209,0.0008064876248672001,4.990265088806112,0.9956742875246605,8.284722333190657e-05,4.864006744446535,0.010565055836362948
0.47000000000000003,0.003155359301935358,0.011120187103031058,1.9498853975841821,0.00011490611671199186,0.05713105411283511,0.0008068620002953955,4.989933054043955,0.9956406122042358,8.485153216791617e-05,4.86110678637181,0.010579782742926222
0.48,0.0031573021749343576,0.011151154236984009,1.9498805378269826,0.0001197572184809878,0.05728273559484306,0.0008072353714508845,4.989600645154323,0.9956071311843003,8.685643882024616e-05,4.8582097447715995,0.010594536628548677
0.49,0.003159051761726369,0.011182202583599183,1.9498756513204707,0.00012463429617271725,0.057434415172524816,0.0008076078729588843,4.989267900821618,0.995573825094706,8.886194138527964e-05,4.855315616831563,0.010609317115811456
0.5,0.0031606269734541174,0.011213330777646302,1.9498707383978893,0.0001295370124787151,0.05758609283824636,0.0008079795994187447,4.988934855391179,0.9955406767378534,9.086803842079173e-05,4.8524243997094905,0.010624123871210011
0.51,0.0031620478613729676,0.011244537353595235,1.9498657994180713,0.00013446500446723315,0.057737768584379304,0.0008083507730776496,4.988601545280764,0.9955076678790982,9.287472705687504e-05,4.849536090664305,0.010638956535647469
0.52,0.003163330353609191,0.011275821209827756,1.9498608346617825,0.00013941798738143185,0.0578894424032881,0.0008087214937540781,4.988267999418162,0.9954747840336908,9.488200581339531e-05,4.8466506868636685,0.010653814828100119
0.53,0.003164487846713043,0.01130718146825914,1.9498558443629999,0.0001443957233202717,0.05804111428733388,0.0008090918128475635,4.9879342421327415,0.9954420130192538,9.688987376582308e-05,4.843768185440915,0.010668698514338397
0.54,0.0031655342000878424,0.011338617210125029,1.949850828766481,0.00014939796358706383,0.05819278422888123,0.0008094618426051427,4.9876002985953996,0.9954093422323602,9.889832930709184e-05,4.84088858357903,0.010683607349350017
0.55,0.0031664815443899204,0.01137012766936292,1.9498457880857065,0.0001544244908077465,0.05834445222029329,0.0008098316779476346,4.987266190837124,0.9953767606417843,0.00010090737103391956,4.8380118784505735,0.010698541119403713
0.56,0.003167339728271321,0.011401712281430245,1.9498407224922596,0.0001594751295634107,0.05849611825393044,0.0008102013767351166,4.9869319367439084,0.9953442592916861,0.00010291699797055566,4.835138067202516,0.010713499652667989
0.5700000000000001,0.00316811788206242,0.011433370545218213,1.9498356321440249,0.0001645497181530785,0.05864778232215319,0.0008105709737537414,4.986597552897003,0.9953118298794443,0.00010492720940531387,4.832267146967023,0.0107284827910116
0.58,0.003168825051682169,0.011465101967045218,1.9498305171961763,0.00016964809758991773,0.058799444417323064,0.0008109404761681831,4.986263055724217,0.9952794641791143,0.00010693800493895585,4.829399114857985,0.010743490379014746
0.59,0.003169468327930131,0.011496906225935702,1.94982537776875,0.00017477014407408722,0.05895110453179981,0.0008113098769417472,4.985928458102338,0.9952471557428384,0.00010894938434190833,4.826533967981257,0.010758522296397703
0.6,0.003170053824563383,0.011528783087221264,1.9498202139640193,0.00017991575159365884,0.05910276265794304,0.0008116791574381358,4.985593771133596,0.9952148990112969,0.00011096134752065982,4.823671703436682,0.010773578440645146
0.61,0.003170588139035687,0.011560732273574164,1.9498150258943479,0.00018508480403338622,0.05925441878811551,0.0008120483348484235,4.985259006799173,0.9951826879852387,0.00011297389397751092,4.820812318354473,0.010788658699151178
0.62,0.0031710766427345133,0.01159275361595919,1.9498098136495716,0.00019027720783677335,0.05940607291467923,0.0008124174063133829,4.984924174853332,0.9951505177804246,0.00011498702344703788,4.817955809852344,0.010803762981838947
0.63,0.0031715237569757675,0.011624847029266853,1.9498045773022692,0.0001954928867292163,0.059557725029996185,0.0008127863580430491,4.9845892833247705,0.9951183843766241,0.00011700073579220593,4.815102175042505,0.01081889121589065
0.64,0.003171934027204071,0.011657012417496594,1.9497993169286245,0.00020073176082636952,0.05970937512643085,0.0008131552087172151,4.98425434046806,0.9950862836406865,0.00011901503050902407,4.812251411064893,0.010834043324882815
0.65,0.0031723115870742045,0.011689249721059045,1.949794032597988,0.0002059937570874506,0.05986102319634889,0.0008135239871515931,4.983919353790063,0.9950542118139306,0.00012102990698151558,4.809403515070073,0.010849219239226153
0.66,0.0031726596220201745,0.011721558964123519,1.9497887243624275,0.00021127881977853918,0.06001266923211588,0.000813892709942624,4.983584329075429,0.9950221660000006,0.00012304536473693226,4.806558484202131,0.0108644189066154
0.67,0.003172980720402152,0.011753940223624085,1.949783392263564,0.00021658690362762854,0.060164313226098165,0.0008142613960019417,4.983249271024502,0.9949901438455158,0.0001250614032798089,4.803716315609795,0.01087964228519317
0.68,0.003173277793879017,0.011786393547862657,1.9497780363483315,0.00022191795804107694,0.06031595517066418,0.0008146300550208964,4.982914184924711,0.9949581427030636,0.00012707802221593596,4.800877006437549,0.010894889327788057
0.6900000000000001,0.003173553792043121,0.011818918981746439,1.9497726566640914,0.00022727193199736074,0.060467595058184116,0.0008149986910471752,4.982579076132349,0.9949261598907172,0.0001290952212139216,4.7980405538283835,0.010910159986801683
0.7000000000000001,0.0031738108404931065,0.011851516643015978,1.9497672532438723,0.0002326487888283388,0.06061923288102853,0.0008153673132877557,4.9822439485073176,0.9948941934758911,0.00013111299988909097,4.795206954932126,0.010925454228969685
0.71,0.0031740507029562356,0.011884186681375496,1.9497618261142833,0.0002380484982942763,0.0607708686315691,0.0008157359303169017,4.981908805252342,0.9948622418550772,0.00013313135786573364,4.792376206900976,0.010940772027447603
0.72,0.0031742751900084637,0.011916929242317648,1.9497563753021188,0.00024347102996936885,0.060922502302179125,0.0008161045359942209,4.981573649655093,0.9948303033821478,0.00013515029493416995,4.7895483068787,0.01095611335520575
0.73,0.0031744861920403665,0.011949744464205764,1.9497509008348903,0.0002489163527082419,0.06107413388523351,0.0008164731083288647,4.981238485148045,0.9947983763383759,0.0001371698110634194,4.78672325199976,0.010971478184496472
0.74,0.0031746850820574624,0.011982632531131136,1.9497454027311778,0.0002543844443106657,0.061225763373108075,0.0008168416300553015,4.980903314224121,0.9947664594755381,0.0001391899061717037,4.7839010394051,0.010986866496505203
0.75,0.003174872995963134,0.012015593648105572,1.9497398810051578,0.0002598752869856275,0.061377390758179926,0.0008172100789765162,4.980568138945614,0.9947345517610215,0.0001412105802341564,4.781081666234737,0.011002278276820945
0.76,0.0031750510419272164,0.012048628022601343,1.9497343356711052,0.00026538886284403345,0.06152901603282813,0.0008175784463052224,4.980232961324629,0.9947026521874205,0.00014323183307421797,4.778265129641773,0.011017713510934514
0.77,0.003175220422835014,0.012081735853754891,1.9497287667460261,0.00027092515126160316,0.0616806391894342,0.0008179467474139019,4.979897783545585,0.994670759661181,0.00014525366424137143,4.7754514268006,0.01103317218160467
0.78,0.0031753819932795525,0.012114917371426665,1.9497231742401309,0.00027648413841964046,0.0618322602203805,0.0008183149829422851,4.979562607160224,0.9946388734054766,0.0001472760734534829,4.772640554877196,0.011048654278387167
0.79,0.0031755364462966056,0.012148172819736758,1.9497175581608495,0.00028206581328344213,0.06198387911805091,0.0008186831551911857,4.97922743342693,0.9946069927903893,0.00014929906041034782,4.76983251104165,0.011064159793618106
0.8,0.003175684909013462,0.012181502404514807,1.9497119185227483,0.00028767015767147306,0.06213549587482303,0.0008190512545623886,4.978892264392228,0.9945751167912719,0.00015132262494541948,4.76702729244415,0.011079688712496146
0.81,0.0031758269592476514,0.012214906468126667,1.949706255316449,0.0002932971773806503,0.06228711048310757,0.0008194193479382737,4.978557099290108,0.994543245792289,0.00015334676602539012,4.764224896347367,0.01109524104416679
0.8200000000000001,0.0031759642210465724,0.0122483851725696,1.9497005685646875,0.00029894684604914266,0.06243872293527491,0.0008197874120785113,4.978221941069309,0.9945113783169331,0.00015537148363695512,4.761425319878678,0.011110816765659162
0.8300000000000001,0.0031760970004391857,0.012281938796046873,1.9496948582691869,0.000304619158356691,0.06259033322371912,0.0008201554745092805,4.977886790285736,0.9944795140871957,0.0001573967771932612,4.758628560243732,0.011126415875016251
0.84,0.003176225647435623,0.012315567612800409,1.9496891244317436,0.0003103141089095291,0.06274194134083519,0.0008205235466345545,4.977551647574984,0.9944476527850727,0.00015942264628986046,4.755834614637484,0.011142038370208204
0.85,0.003176350617586906,0.012349271887566142,1.9496833670543279,0.0003160316921374978,0.06289354727902027,0.0008208916011701139,4.977216513763873,0.9944157939965839,0.00016144909096001988,4.753043480229236,0.011157684249030362
0.86,0.0031764722846956265,0.012383051892443023,1.9496775861387756,0.00032177190260706607,0.06304515103066982,0.0008212596407983151,4.976881389531104,0.9943839373820887,0.0001634761108979671,4.750255154208161,0.011173353509413462
0.87,0.0031765910167332718,0.012416907900055207,1.9496717816869122,0.0003275347348944485,0.0631967525881792,0.0008216276703390246,4.976546275544817,0.9943520826072498,0.00016550370577374617,4.747469633764847,0.011189046149297902
0.88,0.003176707181671331,0.01245084018302685,1.9496659537005638,0.0003333201835758598,0.06334835194394374,0.0008219956946121095,4.976211172473149,0.9943202293377296,0.00016753187525740123,4.744686916089886,0.011204762166624077
0.89,0.0031768210729563487,0.012484849020417813,1.949660102179702,0.0003391282450834561,0.063499949090364,0.0008223637059582361,4.97587608084877,0.9942883773069537,0.00016956061916050032,4.741906998372707,0.011220501561186647
0.9,0.0031769328084800394,0.012518934706448234,1.94965422711993,0.0003449589202213455,0.06365154401985271,0.0008227316673214181,4.975541000885243,0.9942565264079755,0.00017158993762799292,4.7391298778000035,0.01123626433714825
0.91,0.0031770426430678335,0.012553097523513157,1.9496483285202586,0.0003508122063834899,0.06380313672481312,0.0008230995645752172,4.975205933045037,0.994224676409338,0.00017361983054478927,4.736355551560601,0.011252050495264477
0.92,0.003177150841015618,0.012587337753189787,1.949642406379934,0.00035668810072800246,0.06395472719764778,0.0008234673851790229,4.974870877807834,0.9941928270709729,0.00017565029777781498,4.733584016843477,0.011267860036055281
0.93,0.0031772576666192808,0.012621655677055331,1.9496364606982024,0.0003625866004129964,0.06410631543075926,0.000823835116592225,4.974535835653319,0.9941609781528121,0.00017768133919399573,4.730815270837605,0.011283692960040616
0.9400000000000001,0.0031773632897420935,0.012656051584920612,1.9496304914730431,0.00036850770386525483,0.06425790141655693,0.0008242027550459452,4.97420080688981,0.99412912950065,0.00017971295455977032,4.728049310748787,0.011299549269007678
0.9500000000000001,0.0031774676618923922,0.01269052578563491,1.9496244986995046,0.00037445141244508425,0.06440948514746592,0.0008245703170540333,4.973865791429372,0.9940972811588186,0.00018174514340922338,4.725286133821736,0.011315428967673874
0.96,0.0031775709060970253,0.012725078573092742,1.9496184823749372,0.000380417725208499,0.06456106661589893,0.0008249378031981904,4.973530789495328,0.994065433015698,0.00018377790545895454,4.722525737270598,0.011331332058454921
0.97,0.003177673156880231,0.012759710240186154,1.9496124424968457,0.00038640664105705005,0.06471264581426793,0.0008253052129921388,4.9731958013318645,0.9940335849492146,0.0001858112404377979,4.719768118307476,0.011347258543612243
0.98,0.0031777745487662464,0.012794421079807198,1.949606379062735,0.0003924181588922881,0.06486422273498481,0.000825672545949601,4.972860827183168,0.9940017368372939,0.00018784514807458752,4.717013274144466,0.011363208425407266
0.99,0.00317787622558622,0.012829215228055846,1.9496002920332702,0.0003984522680594844,0.06501579727263089,0.0008260399731281612,4.9725258691270495,0.9939698876433183,0.00018987962253934188,4.714261166326193,0.011379181739919681
1.0,0.0031779755179825973,0.0128640831910388,1.9495941814985016,0.0004045089932969182,0.06516736966928215,0.0008264071122059668,4.972190922314674,0.9939380397865721,0.0001919146770980101,4.711511883175122,0.01139517840457352
1.01,0.0031780743945459657,0.012899032194892185,1.9495880473895464,0.0004105883161812198,0.06531893974083118,0.0008267742690469627,4.971855990322156,0.9939061914830725,0.00019395030148625707,4.708765357542298,0.011411198482566541
1.02,0.003178172855276325,0.012934062239616,1.9495818897064046,0.0004166902367123892,0.06547050748727798,0.0008271414436511488,4.971521073149499,0.9938743427328192,0.00019598649570408286,4.70602158942772,0.011427241973898753
1.03,0.003178270900173675,0.012969173325210246,1.9495757084490763,0.00042281475489042646,0.06562207290862254,0.0008275086360185251,4.9711861707967,0.9938424935358123,0.0001980232597514874,4.703280578831389,0.01144330887857015
1.04,0.0031783685436688504,0.013004365659522801,1.9495695036142098,0.0004289618715954955,0.0657736359996738,0.0008278758388162083,4.970851283289818,0.9938106438791044,0.00020006059351848773,4.700542323860686,0.011459399199771137
1.05,0.003178465822601439,0.013039639773155705,1.949563275193249,0.00043513158907451254,0.06592519674717982,0.000828243033324532,4.970516410695371,0.9937787937296423,0.0002020984967243149,4.697806819684063,0.011475512945646303
1.06,0.0031785627388049337,0.01307499569251683,1.9495570231857682,0.0004413239074393058,0.06607675515048105,0.0008286102186118255,4.970181553016673,0.9937469430857807,0.00020413696935499514,4.6950740660610535,0.011491650116600997
1.07,0.0031786592922793343,0.013110433417606173,1.9495507475917673,0.00044753882668987534,0.06622831120957748,0.0008289773946780887,4.96984671025372,0.9937150919475198,0.00020617601141052853,4.692344062991659,0.01150781071263522
1.08,0.0031787554830246412,0.013145952948423738,1.9495444484112465,0.00045377634682622114,0.06637986492446912,0.0008293445615233213,4.969511882406516,0.9936832403148597,0.000208215622890915,4.689616810475879,0.011523994733748974
1.09,0.0031788513493171745,0.013181554632964181,1.949538125638919,0.0004600364689824864,0.06653141628642181,0.0008297117090627369,4.96917706954434,0.9936513881532886,0.00021025580358578208,4.6868923053332106,0.011540202184957965
1.1,0.00317894701173928,0.013217239567519213,1.949531779258131,0.00046631919673157616,0.0666829652679202,0.0008300788055261121,4.968842271885457,0.993619535354085,0.00021229655283239076,4.684170537544075,0.011556433082063241
1.11,0.0031790424791091686,0.013253007832260863,1.9495254092676644,0.0004726245303347777,0.06683451186695209,0.0008304458485900839,4.968507489445828,0.9935876819092978,0.00021433787058227483,4.681451506375739,0.011572687426220333
1.12,0.0031791377514268403,0.013288859427189135,1.9495190156675193,0.00047895246979209096,0.06698605608351749,0.0008308128382546524,4.968172722225451,0.9935558278189272,0.00021637975683543424,4.678735211828202,0.011588965217429244
1.1300000000000001,0.003179232828692296,0.013324794352304027,1.9495125984576958,0.00048530301510351596,0.06713759791761638,0.0008311797745198177,4.967837970224329,0.993523973082973,0.00021842221159186907,4.676021653901464,0.011605266455689973
1.1400000000000001,0.003179327437292253,0.01336080846630903,1.9495061577001411,0.0004916761535907375,0.06728913747272097,0.0008315466959186958,4.9675032329473705,0.9934921179467197,0.00022046523829903362,4.673310870074028,0.011621591082270108
1.1500000000000001,0.003179422393383937,0.013396914122219493,1.9494996932100732,0.0004980719230717245,0.06744067444018548,0.0008319134875113941,4.96716851187137,0.993460261678512,0.0002225088266735646,4.6706027485517945,0.011637939272361734
1.16,0.0031795171866455425,0.013433103596017433,1.9494932051030314,0.0005044902998998881,0.06759220901299806,0.0008322802211668267,4.966833806072928,0.9934284047358349,0.00022455298314538055,4.667897359236695,0.011654310916421816
1.17,0.0031796118370394032,0.01346937718984439,1.949486693374496,0.0005109312850002159,0.06774374118360958,0.0008326468940736868,4.966499115588163,0.9933965471007928,0.00022659770746296152,4.665194699394365,0.011670706018735363
1.18,0.003179706364527851,0.013505735205841899,1.949480158019948,0.0005173948792976946,0.06789527094447087,0.0008330135034206675,4.966164440453198,0.9933646887554902,0.00022864299937478736,4.662494766290441,0.011687124583587389
1.19,0.003179800785871597,0.013542178006472332,1.949473599033826,0.0005238810840445703,0.06804679828654188,0.0008333800447503529,4.965829780698296,0.9933328296849975,0.00023068885858969484,4.6597975566621415,0.011703566616257256
1.2,0.003179895104172733,0.013578706211536227,1.9494670164061283,0.0005303899018892276,0.06819832319442203,0.0008337465065827655,4.965495136328731,0.9933009698870372,0.00023273528464739656,4.657103064992378,0.011720032126266395
1.21,0.0031799893344269694,0.01361532021674982,1.9494604101307198,0.0005369213342643253,0.06834984565824935,0.0008341128835530166,4.965160507371539,0.9932691093483146,0.0002347822772348746,4.6544112877270605,0.011736521119442345
1.22,0.0031800834936295133,0.013652020380157425,1.9494537802021163,0.0005434753823981401,0.06850136566909297,0.0008344791713242556,4.9648258938574115,0.9932372480536829,0.0002368298360638693,4.651722221642111,0.011753033600991636
1.23,0.0031801775987755705,0.01368880705980336,1.9494471266148334,0.0005500520475189487,0.06865288321802203,0.0008348453655596317,4.964491295817042,0.9932053859879948,0.00023887796084612095,4.649035863513453,0.011769569576120808
1.24,0.0031802716668603475,0.013725680613731939,1.9494404493633866,0.000556651330855028,0.06880439829610566,0.0008352114619222941,4.964156713281121,0.9931735231361036,0.00024092665129336985,4.646352210117008,0.011786129050036395
1.25,0.003180365714879051,0.013762641399987478,1.9494337484422912,0.0005632732336346547,0.06895591089441298,0.0008355774560753922,4.963822146280344,0.9931416594828624,0.00024297590711735634,4.6436712582286965,0.011802712027944931
1.26,0.0031804597598268864,0.013799689776614294,1.9494270238460631,0.0005699177570861057,0.06910742100401315,0.0008359433436820751,4.9634875948454,0.993109795013124,0.0002450257280298207,4.640993004624441,0.011819318515052952
1.27,0.003180553818699061,0.013836826101656704,1.9494202755692178,0.0005765849024376577,0.06925892861597528,0.000836309120405492,4.963153059006984,0.9930779297117417,0.0002470761137425032,4.638317446080163,0.011835948516566995
1.28,0.00318064790849078,0.013874050733159022,1.9494135036062705,0.0005832746709175876,0.06941043372136851,0.0008366747819087924,4.962818538795788,0.9930460635635684,0.0002491270639671442,4.635644579371785,0.011852602037693592
1.29,0.0031807420461972507,0.013911364029165563,1.9494067079517372,0.0005899870637541721,0.069561936311262,0.0008370403238551254,4.962484034242504,0.993014196553457,0.00025117857841548403,4.632974401275229,0.011869279083639281
