t,V,Na_i,m,h,j,K_i,oa,oi,ua,ui,xr,xs,Ca_i,d,f,f_Ca,Ca_rel,u,v,w,Ca_up
0.17,-81.18007691429102,11.169999978181368,0.002908755277588948,0.9649006322914991,0.9774999034414398,139.0000000119709,0.030430500340769395,0.9992005686169855,0.004966069745439658,0.9986000001732458,3.296000618986055e-05,0.018690001416884514,0.00010130002461005534,0.000136703777698853,0.9995999813007997,0.7755030408509732,1.487999999997987,2.350488874012819e-112,1.0,0.9991992076033427,1.4879999892237228
0.18,-81.18008141950698,11.16999997689856,0.0029087531288898385,0.9649006694459028,0.9774998978806643,139.0000000126761,0.030430527987476332,0.9992006018328308,0.004966073538276803,0.9986000001834411,3.2960006540901246e-05,0.018690001498057177,0.00010130002605627568,0.0001367039401284629,0.9995999802011264,0.7755032117546098,1.4879999999977431,2.3505172828138144e-112,1.0,0.9991991763181206,1.487999988590445
0.19,-81.18008592259727,11.16999997561582,0.002908750976240082,0.9649007065959359,0.9774998923331193,139.00000001338145,0.030430555436614236,0.9992006350228878,0.004966077296824238,0.9986000001936368,3.2960006890490365e-05,0.018690001578988428,0.0001013000275023369,0.00013670409605580242,0.9995999791014841,0.7755033817757734,1.4879999999974856,2.350545652881104e-112,1.0,0.999199146660765,1.487999987957236
0.2,-81.18009042356364,11.169999974333152,0.0029087488214555855,0.96490074374158,0.9774998867987947,139.0000000140869,0.030430582689200836,0.9992006681871756,0.004966081021260994,0.9986000002038331,3.296000723862862e-05,0.018690001659678386,0.00010130002894823881,0.00013670424562563864,0.999599978001873,0.7755035509185296,1.487999999997214,2.350573984214906e-112,1.0,0.9991991185689881,1.4879999873240963
0.21,-81.1800949224078,11.169999973050556,0.0029087466663522553,0.9649007808828167,0.9774998812776804,139.00000001479248,0.030430609746253855,0.9992007013257125,0.004966084711766103,0.99860000021403,3.296000758531671e-05,0.018690001740127166,0.00010130003039398116,0.00013670438898273865,0.9995999769022929,0.7755037191869438,1.4879999999969287,2.350602276815437e-112,1.0,0.9991990919805019,1.4879999866910254
0.22,-81.18009941914144,11.169999971768029,0.0029087445038372284,0.9649008180195121,0.9774998757697013,139.0000000154982,0.03043063661500928,0.9992007344386376,0.00496608836961233,0.9986000002242271,3.296000793055993e-05,0.018690001820335655,0.00010130003183956279,0.00013670452698612398,0.9995999758027436,0.7755038866100618,1.4879999999966294,2.3506305307553934e-112,1.0,0.9991990665870112,1.4879999860580235
0.23,-81.18010391376568,11.169999970485573,0.0029087423362860456,0.9649008551516551,0.9774998702748513,139.00000001620398,0.030430663296094215,0.9992007675259617,0.0049660919949100005,0.9986000002344249,3.296000827435869e-05,0.018690001900303926,0.00010130003328498349,0.0001367046597356935,0.9995999747032256,0.7755040531903794,1.487999999996316,2.3506587460304395e-112,1.0,0.9991990423416816,1.4879999854250905
0.24,-81.1801084062778,11.169999969203188,0.002908740169496032,0.9649008922792789,0.9774998647931492,139.0000000169099,0.030430689787747378,0.99920080058765,0.004966095587349343,0.9986000002446231,3.296000861671166e-05,0.01869000198003175,0.00010130003473024351,0.00013670478705700683,0.9995999736037385,0.7755042189207986,1.487999999995989,2.3506869226084005e-112,1.0,0.9991990192921681,1.4879999847922263
0.25,-81.18011289667996,11.169999967920875,0.0029087380049125223,0.9649009294023605,0.9774998593245824,139.00000001761595,0.030430716091245154,0.9992008336237261,0.004966099147154884,0.9986000002548219,3.2960008957619744e-05,0.018690002059519286,0.0001013000361753426,0.00013670490912454133,0.9995999725042826,0.7755043838064237,1.487999999995648,2.3507150604925084e-112,1.0,0.9991989973659502,1.4879999841594311
0.26,-81.1801173849743,11.169999966638631,0.002908735843980852,0.9649009665208765,0.977499853869138,139.00000001832208,0.030430742207863924,0.9992008666342137,0.004966102674551149,0.998600000265021,3.296000929708384e-05,0.01869000213876668,0.0001013000376202805,0.00013670502611277445,0.9995999714048576,0.7755045478523594,1.487999999995293,2.3507431596859954e-112,1.0,0.9991989764905066,1.4879999835267046
0.27,-81.18012187116297,11.169999965356459,0.002908733688146356,0.9649010036348038,0.977499848426803,139.00000001902836,0.030430768138880068,0.9992008996191365,0.004966106169762665,0.9986000002752208,3.2960009635104844e-05,0.01869000221777408,0.00010130003906505694,0.0001367051381961836,0.9995999703054637,0.7755047110637104,1.487999999994924,2.3507712201920934e-112,1.0,0.9991989565933164,1.4879999828940471
0.28,-81.18012635524812,11.169999964074357,0.002908731538854369,0.9649010407441193,0.9774998429975649,139.00000001973473,0.030430793885569966,0.999200932578518,0.004966109633013959,0.998600000285421,3.2960009971683665e-05,0.018690002296541643,0.00010130004050967168,0.0001367052455492462,0.9995999692061007,0.7755048734455811,1.4879999999945415,2.350799242014035e-112,1.0,0.9991989376018585,1.4879999822614587
0.29,-81.1801308372319,11.169999962792325,0.002908729397550226,0.9649010778487999,0.9774998375814107,139.00000002044123,0.03043081944921,0.999200965512382,0.004966113064529555,0.9986000002956216,3.2960010306821195e-05,0.018690002375069514,0.00010130004195412444,0.00013670534834643965,0.9995999681067688,0.7755050350030759,1.487999999994145,2.350827225155051e-112,1.0,0.9991989194436122,1.4879999816289389
0.3,-81.18013531711647,11.169999961510364,0.0029087272656792627,0.9649011149488221,0.9774998321783276,139.00000002114786,0.030430844831076553,0.9992009984207523,0.00496611646453398,0.9986000003058227,3.2960010640518336e-05,0.018690002453357845,0.00010130004339841498,0.00013670544676224142,0.9995999670074679,0.7755051957412996,1.4879999999937343,2.350855169618375e-112,1.0,0.9991989020460563,1.4879999809964881
0.31,-81.18013979490397,11.169999960228473,0.0029087251446868133,0.9649011520441629,0.9774998267883027,139.0000000218546,0.030430870032446003,0.9992010313036522,0.004966119833251762,0.9986000003160244,3.296001097277599e-05,0.01869000253140679,0.00010130004484254305,0.00013670554097112888,0.999599965908198,0.7755053556653567,1.48799999999331,2.350883075407238e-112,1.0,0.99919888533667,1.4879999803641062
0.32,-81.1801442705923,11.169999958946654,0.0029087230152533934,0.9649011891348255,0.9774998214113348,139.0000000225614,0.03043089505278417,0.9992010641610845,0.004966123170588663,0.9986000003262264,3.296001130359423e-05,0.01869000260921636,0.00010130004628650936,0.00013670563057979139,0.9995999648089592,0.7755055147733905,1.487999999992872,2.350910942656177e-112,1.0,0.9991988695861558,1.487999979731793
0.33,-81.18014874418152,11.169999957664904,0.0029087208688341167,0.9649012262207987,0.9774998160474169,139.00000002326837,0.030430919892496345,0.9992010969930623,0.004966126476615854,0.998600000336429,3.29600116329736e-05,0.018690002686786646,0.00010130004773031414,0.00013670571548953615,0.9995999637097512,0.7755056730671567,1.4879999999924196,2.3509387714315954e-112,1.0,0.999198854887122,1.4879999790995488
0.34,-81.1801532156774,11.169999956383226,0.0029087187242792523,0.9649012633020376,0.977499810696526,139.00000002397547,0.03043094455437651,0.9992011297996272,0.00496612975182504,0.9986000003466321,3.296001196091566e-05,0.018690002764117905,0.00010130004917395627,0.00013670579635075686,0.9995999626105744,0.7755058305575944,1.4879999999919535,2.350966561626667e-112,1.0,0.9991988408793601,1.4879999784673734
0.35000000000000003,-81.18015768508182,11.169999955101616,0.0029087165818871,0.9649013003785207,0.9774998053586502,139.00000002468266,0.03043096903960104,0.9992011625808017,0.004966132996423142,0.9986000003568357,3.296001228742126e-05,0.018690002841210286,0.0001013000506174356,0.0001367058733065667,0.9995999615114285,0.7755059872494237,1.4879999999914737,2.3509943132518773e-112,1.0,0.9991988275093082,1.4879999778352666
0.36,-81.18016215239672,11.169999953820078,0.002908714441955962,0.9649013374502261,0.9774998000337773,139.00000002538997,0.030430993349346295,0.9992011953366083,0.004966136210617076,0.9986000003670398,3.296001261249126e-05,0.018690002918063935,0.00010130005206075188,0.00013670594650007885,0.9995999604123136,0.7755061431473647,1.4879999999909799,2.3510220263177117e-112,1.0,0.9991988147234051,1.4879999772032289
0.37,-81.18016661762398,11.16999995253861,0.002908712304784137,0.9649013745171322,0.9774997947218952,139.00000002609738,0.030431017484788644,0.9992012280670696,0.0049661393946137606,0.9986000003772443,3.296001293612652e-05,0.018690002994678986,0.00010130005350390494,0.0001367060160744065,0.9995999593132296,0.7755062982561373,1.487999999990472,2.351049700834655e-112,1.0,0.9991988024680891,1.48799997657126
0.38,-81.18017108076555,11.169999951257212,0.0029087101706699262,0.964901411579217,0.9774997894229914,139.00000002680494,0.030431041447104457,0.9992012607722079,0.004966142548620115,0.9986000003874492,3.296001325832788e-05,0.01869000307105559,0.00010130005494689456,0.00013670608217266285,0.9995999582141767,0.7755064525804617,1.4879999999899507,2.3510773368131927e-112,1.0,0.9991987906897987,1.4879999759393596
0.39,-81.18017554182332,11.169999949975884,0.0029087080399116303,0.9649014486364591,0.9774997841370541,139.00000002751258,0.030431065237470096,0.9992012934520459,0.004966145672843056,0.9986000003976547,3.296001357909622e-05,0.018690003147193886,0.00010130005638972055,0.00013670614493796108,0.9995999571151547,0.7755066061250577,1.4879999999894151,2.3511049342638097e-112,1.0,0.9991987793349724,1.4879999753075281
0.4,-81.18018000079921,11.169999948694626,0.002908705912807549,0.9649014856888365,0.9774997788640708,139.00000002822037,0.030431088857061927,0.9992013261066058,0.004966148767489503,0.9986000004078607,3.2960013898432375e-05,0.01869000322309402,0.00010130005783238269,0.00013670620451341437,0.9995999560161637,0.7755067588946455,1.4879999999888658,2.3511324931969914e-112,1.0,0.9991987683500486,1.4879999746757655
0.41000000000000003,-81.18018445769515,11.169999947413439,0.0029087037896559833,0.9649015227363276,0.9774997736040295,139.00000002892824,0.03043111230705632,0.9992013587359104,0.004966151832766372,0.9986000004180672,3.29600142163372e-05,0.01869000329875613,0.00010130005927488079,0.0001367062610421359,0.9995999549172037,0.7755069108939451,1.4879999999883027,2.351160013623223e-112,1.0,0.9991987576814659,1.4879999740440717
0.42,-81.18018891250918,11.169999946132322,0.002908701666492702,0.9649015597789363,0.9774997683569298,139.00000002963625,0.030431135586866397,0.9992013913399603,0.004966154868570187,0.9986000004282741,3.296001453281074e-05,0.018690003374180232,0.00010130006071721549,0.00013670631417587951,0.9995999538182746,0.7755070621208698,1.4879999999877256,2.351187495658082e-112,1.0,0.9991987475454861,1.4879999734124465
0.43,-81.18019336523751,11.169999944851275,0.0029086995372595383,0.9649015968166796,0.9774997631227769,139.00000003034438,0.030431158695039092,0.9992014239187459,0.004966157874644987,0.9986000004384815,3.296001484785263e-05,0.018690003449366256,0.00010130006215938784,0.00013670636332502258,0.9995999527193765,0.775507212569989,1.4879999999871347,2.351214939468773e-112,1.0,0.99919873829092,1.4879999727808901
0.44,-81.18019781588808,11.169999943570298,0.0029086974089228283,0.9649016338494953,0.9774997579015402,139.0000000310526,0.030431181635509088,0.9992014564723234,0.0049661608516832585,0.9986000004486895,3.2960015161465e-05,0.018690003524314564,0.00010130006360139631,0.00013670640940132987,0.9995999516205094,0.7755073622566708,1.4879999999865299,2.3512423449013804e-112,1.0,0.9991987294421112,1.4879999721494026
0.45,-81.18020226446245,11.16999994228939,0.0029086952814370466,0.9649016708773637,0.9774997526932087,139.00000003176095,0.030431204409310523,0.9992014890007136,0.004966163799866879,0.9986000004588977,3.296001547364865e-05,0.018690003599025284,0.00010130006504324078,0.0001367064525082804,0.9995999505216732,0.7755075111850863,1.4879999999859113,2.3512697119748665e-112,1.0,0.9991987209672627,1.4879999715179837
0.46,-81.18020671096227,11.169999941008554,0.0029086931547566675,0.9649017079002652,0.9774997474977709,139.00000003246942,0.030431227017477535,0.9992015215039374,0.004966166719377731,0.9986000004691067,3.296001578440435e-05,0.018690003673498556,0.00010130006648492111,0.00013670649274935301,0.9995999494228679,0.7755076593594064,1.4879999999852787,2.351297040708194e-112,1.0,0.9991987128345775,1.4879999708866336
0.47000000000000003,-81.1802111553891,11.169999939727786,0.0029086910288361654,0.96490174491818,0.9774997423152157,139.000000033178,0.030431249461044262,0.9992015539820152,0.0049661696103976945,0.998600000479316,3.296001609373291e-05,0.018690003747734503,0.00010130006792643715,0.0001367065302280268,0.9995999483240936,0.775507806783802,1.4879999999846323,2.3513243311203244e-112,1.0,0.9991987050122589,1.4879999702553521
0.48,-81.18021559774458,11.16999993844709,0.0029086889036300146,0.9649017819310887,0.9774997371455318,139.0000000338867,0.030431271741044843,0.999201586434968,0.00496617247310865,0.9986000004895258,3.29600164016351e-05,0.01869000382173326,0.00010130006936778878,0.00013670656504778062,0.9995999472253503,0.7755079534624442,1.4879999999839721,2.3513515832302202e-112,1.0,0.99919869746851,1.4879999696241395
0.49,-81.1802200380303,11.16999993716646,0.0029086867790926894,0.9649018189389714,0.9774997319887082,139.0000000345955,0.03043129385851342,0.9992016188628166,0.00496617530769248,0.9986000004997361,3.2960016708111724e-05,0.018690003895494967,0.00010130007080897588,0.0001367065973120935,0.9995999461266378,0.7755080993995039,1.487999999983298,2.3513787970568434e-112,1.0,0.9991986901715336,1.4879999689929955
0.5,-81.18022447624786,11.169999935885905,0.0029086846551786643,0.9649018559418086,0.9774997268447333,139.00000003530442,0.03043131581448413,0.9992016512655815,0.004966178114331063,0.9986000005099468,3.296001701316356e-05,0.018690003969019747,0.00010130007224999828,0.00013670662712444436,0.9995999450279563,0.7755082445991521,1.4879999999826101,2.3514059726191567e-112,1.0,0.999198683089533,1.4879999683619203
0.51,-81.18022891239886,11.169999934605416,0.0029086825318424135,0.9649018929395805,0.9774997217135961,139.00000003601346,0.030431337609991112,0.9992016836432835,0.00496618089320628,0.9986000005201581,3.29600173167914e-05,0.018690004042307737,0.00010130007369085588,0.00013670665458831219,0.9995999439293058,0.7755083890655599,1.4879999999819085,2.3514331099361223e-112,1.0,0.9991986761907112,1.4879999677309137
0.52,-81.18023334648343,11.169999933324998,0.002908680409301896,0.9649019299322769,0.9774997165952888,139.0000000367226,0.030431359245370944,0.9992017159959368,0.00496618364437719,0.9986000005303699,3.29600176189958e-05,0.018690004115359024,0.00010130007513154887,0.0001367066796016644,0.9995999428306862,0.7755085328002387,1.4879999999811928,2.3514602090760975e-112,1.0,0.9991986695445446,1.4879999670999757
0.53,-81.18023777849717,11.16999993204465,0.0029086782885711774,0.9649019669199149,0.9774997114898153,139.00000003743187,0.030431380718852548,0.9992017483235345,0.004966186367531748,0.9986000005405821,3.296001791977649e-05,0.01869000418817357,0.00010130007657207859,0.00013670670144152333,0.9995999417320975,0.7755086757966654,1.4879999999804634,2.351487270256687e-112,1.0,0.9991986635265029,1.4879999664691066
0.54,-81.18024220844673,11.169999930764371,0.0029086761687135503,0.9649020039024438,0.9774997063971517,139.00000003814128,0.03043140203382942,0.9992017806261205,0.004966189063267256,0.9986000005507948,3.296001821913515e-05,0.018690004260751653,0.00010130007801244367,0.00013670672090646875,0.9995999406335397,0.7755088180680054,1.4879999999797202,2.351514293329782e-112,1.0,0.999198657762253,1.487999965838306
0.55,-81.1802466363335,11.169999929484163,0.0029086740497215637,0.9649020408798453,0.9774997013172874,139.00000003885077,0.030431423191234905,0.9992018129037146,0.004966191731747847,0.998600000561008,3.2960018517072515e-05,0.018690004333093393,0.00010130007945264403,0.00013670673807028274,0.9995999395350129,0.7755089596180457,1.487999999978963,2.351541278321484e-112,1.0,0.9991986522346321,1.4879999652075742
0.56,-81.18025106215885,11.169999928204025,0.0029086719315877655,0.9649020778521012,0.9774996962502115,139.00000003956038,0.03043144419200234,0.9992018451563364,0.004966194373137655,0.9986000005712216,3.296001881358935e-05,0.018690004405198923,0.00010130008089267961,0.00013670675300674737,0.999599938436517,0.7755091004505725,1.4879999999781919,2.3515682252578913e-112,1.0,0.9991986469264776,1.487999964576911
0.5700000000000001,-81.18025548592418,11.169999926923955,0.0029086698143047044,0.964902114819193,0.9774996911959135,139.00000004027012,0.030431465037065064,0.9992018773840057,0.004966196987600809,0.9986000005814357,3.296001910868639e-05,0.018690004477068367,0.00010130008233255029,0.00013670676578964483,0.9995999373380519,0.775509240569373,1.4879999999774072,2.351595134165105e-112,1.0,0.9991986418206267,1.4879999639463164
0.58,-81.18025990763088,11.169999925643955,0.002908667697864929,0.9649021517811024,0.9774996861543828,139.00000004097996,0.03043148572735642,0.9992019095867423,0.0049661995753014455,0.9986000005916503,3.29600194023644e-05,0.01869000454870185,0.00010130008377225601,0.00013670677649275714,0.9995999362396177,0.7755093799782337,1.4879999999766085,2.3516220050692246e-112,1.0,0.9991986368999167,1.4879999633157905
0.59,-81.18026432728036,11.169999924364026,0.002908665582260987,0.9649021887378111,0.9774996811256083,139.0000000416899,0.030431506263809745,0.999201941764566,0.004966202136403695,0.9986000006018654,3.2960019694624135e-05,0.0186900046200995,0.00010130008521179668,0.00013670678518986644,0.9995999351412146,0.7755095186809412,1.487999999975796,2.35164883799635e-112,1.0,0.9991986321471849,1.4879999626853333
0.6,-81.18026874487398,11.169999923084164,0.0029086634674854277,0.9649022256893007,0.9774996761095796,139.0000000424,0.03043152664735838,0.9992019739174964,0.0049662046710716905,0.9986000006120809,3.296001998546634e-05,0.01869000469126144,0.00010130008665117222,0.00013670679195475484,0.9995999340428422,0.7755096566812822,1.4879999999749696,2.351675632972582e-112,1.0,0.9991986275452686,1.4879999620549447
0.61,-81.18027316041314,11.169999921804374,0.002908661353530799,0.964902262635553,0.9774996711062859,139.00000004311016,0.030431546878935664,0.9992020060455535,0.0049662071794695645,0.9986000006222969,3.2960020274891774e-05,0.018690004762187802,0.00010130008809038256,0.00013670679686120444,0.9995999329445008,0.7755097939830438,1.4879999999741294,2.35170239002402e-112,1.0,0.9991986230770051,1.4879999614246244
0.62,-81.18027757389889,11.169999920524655,0.002908659240425433,0.9649022995765517,0.9774996661157171,139.00000004382045,0.03043156695929541,0.9992020381487561,0.004966209661729832,0.9986000006325134,3.296002056290115e-05,0.018690004832878696,0.00010130008952942768,0.0001367067999310756,0.9995999318461902,0.7755099305893398,1.4879999999732754,2.351729109190804e-112,1.0,0.9991986187452678,1.487999960794373
0.63,-81.18028198532542,11.169999919245003,0.002908657128915835,0.9649023365123197,0.977499661137874,139.00000004453085,0.030431586885588426,0.9992020702271017,0.004966212117350433,0.9986000006427305,3.296002084949446e-05,0.018690004903334133,0.00010130009096830947,0.00013670680014417187,0.9995999307479105,0.7755100664897909,1.4879999999724076,2.3517557907948686e-112,1.0,0.9991986149550504,1.4879999601641902
0.64,-81.18028639470006,11.16999991796542,0.0029086550183730357,0.9649023734428047,0.9774996561727363,139.0000000452414,0.03043160666186615,0.9992021022806284,0.004966214547044671,0.9986000006529479,3.296002113467309e-05,0.018690004973554334,0.00010130009240702625,0.00013670679847608663,0.9995999296496618,0.7755102016998618,1.4879999999715259,2.3517824346184454e-112,1.0,0.9991986113411894,1.487999959534076
0.65,-81.18029080202409,11.169999916685907,0.002908652908800668,0.964902410367989,0.9774996512202935,139.00000004595202,0.03043162628900631,0.9992021343093556,0.004966216950966882,0.9986000006631658,3.2960021418437766e-05,0.018690005043539428,0.00010130009384557794,0.00013670679498451913,0.9995999285514439,0.7755103362231307,1.4879999999706304,2.3518090406919837e-112,1.0,0.9991986078927283,1.4879999589040303
0.66,-81.18029520729878,11.169999915406462,0.0029086508002023645,0.9649024472878547,0.9774996462805351,139.0000000466628,0.030431645767886636,0.9992021663133026,0.004966219329271408,0.9986000006733843,3.2960021700789247e-05,0.01869000511328954,0.0001013000952839645,0.0001367067897271686,0.9995999274532569,0.7755104700631762,1.487999999969721,2.3518356090459325e-112,1.0,0.9991986045987106,1.4879999582740533
0.67,-81.18029961052542,11.16999991412709,0.002908648692581758,0.9649024842023841,0.9774996413534506,139.00000004737365,0.030431665099384872,0.999202198292489,0.004966221682112584,0.9986000006836031,3.2960021981728256e-05,0.01869000518280479,0.00010130009672218588,0.00013670678276173418,0.9995999263551008,0.7755106032235766,1.4879999999687978,2.351862139710741e-112,1.0,0.99919860144818,1.4879999576441447
0.68,-81.1803040117053,11.169999912847784,0.00290864658594248,0.9649025211115597,0.9774996364390294,139.00000004808464,0.03043168428437874,0.9992022302469341,0.004966224009644752,0.9986000006938225,3.296002226125555e-05,0.018690005252085307,0.000101300098160242,0.00013670677414591515,0.9995999252569755,0.7755107357079104,1.487999999967861,2.3518886327168585e-112,1.0,0.9991985984301798,1.4879999570143048
0.6900000000000001,-81.18030841083971,11.169999911568548,0.002908644480288164,0.9649025580153636,0.977499631537261,139.00000004879573,0.030431703323745972,0.9992022621766574,0.004966226312022249,0.9986000007040423,3.296002253937187e-05,0.01869000532113121,0.00010130009959813282,0.0001367067639374107,0.9995999241588811,0.7755108675197561,1.4879999999669102,2.351915088094734e-112,1.0,0.9991985955337537,1.4879999563845334
0.7000000000000001,-81.18031280792991,11.169999910289382,0.0029086423756224423,0.9649025949137783,0.9774996266481348,139.00000004950695,0.0304317222183643,0.9992022940816785,0.004966228589399414,0.9986000007142626,3.296002281607794e-05,0.01869000538994263,0.0001013001010358583,0.00013670675219392003,0.9995999230608175,0.7755109986626919,1.4879999999659455,2.3519415058748163e-112,1.0,0.9991985927479452,1.4879999557548305
0.71,-81.18031720297719,11.169999909010285,0.002908640271948948,0.9649026318067857,0.9774996217716404,139.00000005021826,0.03043174096911146,0.9992023259620165,0.004966230841930587,0.9986000007244834,3.2960023091374525e-05,0.018690005458519683,0.00010130010247341838,0.0001367067389731424,0.9995999219627848,0.7755111291402966,1.4879999999649671,2.351967886087555e-112,1.0,0.9991985900617978,1.4879999551251961
