t,V,Na_i,K_i,m,h,r,s,Ca_i,d,f_Ca,Ca_up,ActFrac,ProdFrac,Ca_rel,Ca_Calmod,Ca_Trop
0.16,-57.6766268800793,6.489408493197127,139.99367738741245,0.1359820127245939,0.013773999431209554,4.4186291938478586e-05,0.8021902749534437,7.135198627820459e-05,0.0003029600631721323,0.10519915405792019,0.6426227149073049,0.01195348745391648,0.9436862740387657,0.21584391543455014,0.0039493740136573655,0.006105665914791502
0.17,-66.22141371447545,6.49000859502758,139.99326435213777,0.05215734853971271,0.04786828804690033,8.011740191468566e-06,0.8042908751443594,5.1643797012079103e-05,3.0244163909323337e-05,0.018575886280664804,0.5693279936202978,0.0082473054167051,0.9408476375995923,0.2340058827019884,0.003173684535430074,0.004452992032452251
0.18,-73.76603707810749,6.490483486634867,139.99292180399218,0.020523001098981555,0.1412290919494684,1.593030900218262e-06,0.8081259315316504,3.7964939434158446e-05,3.908319010170064e-06,0.0019709168503996917,0.5068786216397795,0.005728579489528369,0.9358441536160521,0.24834954411188653,0.002517251450168956,0.0032771410557701627
0.19,-79.6482375109778,6.49084079921478,139.9926663681552,0.009579256781101952,0.3266731231827695,4.137683434090416e-07,0.8138265409064804,2.8489744228128873e-05,7.944362849391867e-07,0.00013864514021763244,0.4559781816893906,0.0039789108452843,0.9294908395541269,0.25943944168818883,0.00198190212436277,0.0024475586944996686
0.2,-83.68701049641388,6.491082185300722,139.992504864484,0.005607294701475596,0.5696984087255956,1.5658336495639622e-07,0.8212172512989927,2.1936588694779293e-05,2.662972681185226e-07,7.741461978993649e-06,0.41584110856921763,0.002766497630474092,0.9222711652783016,0.2678846420996411,0.0015573685891605426,0.0018663376170659758
0.21,-86.2533184985196,6.491216780214669,139.99242362178583,0.003973439418320836,0.7769633730595533,8.393215955743033e-08,0.8297825692829478,1.7394985723826985e-05,1.334805063786417e-07,6.008898207239966e-07,0.3849952749810146,0.001936184722961025,0.9144985051176433,0.27425128363173146,0.0012280172453490777,0.0014605508316237568
0.22,-87.85990391031144,6.491261687410504,139.9924011424707,0.003198197415178156,0.9001881989178563,5.714849345860904e-08,0.8389540799412503,1.4229147789687991e-05,8.693349564109582e-08,1.7131291474439481e-07,0.3617511238130574,0.0013746927507087055,0.9063837310571908,0.2790245995462852,0.000976781795686099,0.0011769206244692787
0.23,-88.88795841855482,6.4912361476874105,139.99241917099016,0.0027820237180296767,0.956546494938504,4.491831432223064e-08,0.8482974425449745,1.2005734853306626e-05,6.62161508726927e-08,1.0379148873197922e-07,0.3444894049917174,0.0009988938187898816,0.8980696541524199,0.2825984678742341,0.0007875405631444626,0.000977755856041722
0.24,-89.5669526109446,6.4911573465662595,139.99246491522933,0.002536772822032621,0.9783373281936991,3.8420773399239974e-08,0.8575307435640858,1.043264128217599e-05,5.5382003603271745e-08,7.680260079545839e-08,0.3318082644413925,0.0007493116585561053,0.88965240071273,0.28528073713622804,0.0006463157911095163,0.0008370502983553161
0.25,-90.02798121309513,6.491039063624798,139.99252982818396,0.0023824724062059374,0.9861264971539524,3.459971561888578e-08,0.8664841648116209,9.312581198117806e-06,4.9081109043049695e-08,6.24450323244557e-08,0.32256876392559947,0.0005845812396323781,0.8811961144960754,0.28730584980692037,0.0005416390062033384,0.0007370450853388347
0.26,-90.34743489724514,6.490891802948975,139.99260817010853,0.002280996721607384,0.9889661138645679,3.219695667029273e-08,0.8750607919559295,8.511089650349626e-06,4.5151782339127226e-08,5.3947279161594034e-08,0.3158825942346309,0.0004765798972290441,0.8727432927392907,0.28884926825898116,0.00046443814980979447,0.0006655988822827774
0.27,-90.57187710216503,6.490723384091147,139.9926960155792,0.002212239455870683,0.9901373049317626,3.0617829448021565e-08,0.8832097983560856,7.935446857058149e-06,4.258563283778322e-08,4.8591520359046925e-08,0.3110750393553902,0.00040648674248652713,0.8643219588891897,0.2900408208031907,0.0004077116899369247,0.0006143492665438783
0.28,-90.73101641408172,6.4905395634075,139.99279063345784,0.0021647432532696086,0.9907182138834453,2.9549063628969165e-08,0.8909094278445875,7.521005229183365e-06,4.0857131013793024e-08,4.5072841041143244e-08,0.30764234907237087,0.00036182194157975174,0.8559505442907202,0.2909758680030867,0.0003661466187709769,0.0005774805097650746
0.29,-90.84451949274293,6.49034455615792,139.99289009866774,0.002131472769407052,0.9910575189448059,2.8811309420277607e-08,0.898156219971703,7.2222014340284535e-06,3.966829226558235e-08,4.2695027842789886e-08,0.30521252962099515,0.0003343387885071634,0.8476411532727092,0.291724136713152,0.00033575802553361604,0.0005509087064791692
0.3,-90.92575730510531,6.490141440712788,139.99299304207574,0.002107968743088494,0.9912767194188572,2.8295308581565974e-08,0.9049581168514051,7.006694035201325e-06,3.883910112756412e-08,4.105714803414575e-08,0.3035128324533657,0.00031858129331132956,0.8394017140923105,0.29233646203851293,0.00031358192336452406,0.0005317422932355694
0.31,-90.98399730919395,6.489932462696052,139.9930984834801,0.0020912750838957216,0.9914257419599231,2.7931319170418635e-08,0.9113299731157212,6.851362111559554e-06,3.8255468764633064e-08,3.9914454413814666e-08,0.30234410504044895,0.000310917911205992,0.8312373912403381,0.29284985267506564,0.000297426171506217,0.0005179193739284189
0.32,-91.02574792969561,6.489719258864631,139.9932057180683,0.0020793878162446806,0.9915294993730183,2.7673283312712835e-08,0.9172906394077283,6.7396018492827015e-06,3.78424867885836e-08,3.911086552627475e-08,0.3015613338135993,0.00030890948927222273,0.8231515035266181,0.2932912227668985,0.00028567651653004596,0.0005079620626574399
0.33,-91.05562746647098,6.4895030224626655,139.99331423704103,0.0020709213880596954,0.9916025474043277,2.7489972134623924e-08,0.9228610459795671,6.6594382189448505e-06,3.754959580937566e-08,3.854335277287369e-08,0.30105901731349544,0.0003108960913427355,0.8151461278134371,0.29368014877585996,0.00027714719358811537,0.0005008060368027075
0.34,-91.07693210802469,6.489284622516185,139.99342367255014,0.0020649047708223875,0.9916541665056802,2.7359845414008286e-08,0.928062976799174,6.60221932869519e-06,3.7342043394461505e-08,3.814230492766362e-08,0.3007605191812463,0.00031573393570097347,0.807222489896974,0.29403085610198343,0.00027096973910032345,0.0004956832062355412
0.35000000000000003,-91.09202961396261,6.489064692434238,139.99353375789076,0.0020606515511860123,0.9916906324660755,2.7267802570488058e-08,0.9329182653847703,6.561675520221923e-06,3.719553093143214e-08,3.7859644647161595e-08,0.300610136526656,0.00032262169721418535,0.7993812292578613,0.2943536914777846,0.00026650859848199957,0.0004920374048406735
0.36,-91.10262530751204,6.48884369352392,139.99364429959977,0.00205767160745891,0.991716271643086,2.7203169809319318e-08,0.9374483008474404,6.53326056869679e-06,3.709291490600889e-08,3.766178453120345e-08,0.30056741264889775,0.00033099064622785646,0.7916225727397467,0.294656175623099,0.0002632995158272433,0.0004894656151237396
0.37,-91.10995196986465,6.488621961934951,139.99375515710568,0.002055613426458983,0.9917341374132774,2.715832786473956e-08,0.9416737195153947,6.513672271128855e-06,3.7021975336844576e-08,3.752493283708768e-08,0.30060294445093,0.00034043109189155804,0.7839464553690402,0.29494377897936824,0.00026100350506060336,0.0004876752327511773
0.38,-91.11490296232066,6.4883997427374345,139.99386622814362,0.002054223620895061,0.9917463983608464,2.7127811043840393e-08,0.9456142284457331,6.500508788172352e-06,3.697395040027496e-08,3.743213468117911e-08,0.30069534672004605,0.000350644185363147,0.7763526032795253,0.29522048329600764,0.00025937308651966396,0.0004864535306733303
0.39,-91.11812569022061,6.48817721439041,139.99397743837156,0.0020533177557176025,0.9917546014914761,2.7107687554975117e-08,0.9492885187414289,6.492018620217853e-06,3.6942525937869925e-08,3.737124914188795e-08,0.3008290820373731,0.00036141032344888204,0.7688405910768019,0.29548918354005677,0.0002582278820200045,0.00048564596356021566
0.4,-91.12009035405273,6.487954506934701,139.9940887336806,0.002052768916170085,0.9917598633628361,2.7095115043821212e-08,0.9527142285875312,6.486955469063249e-06,3.6923248840878544e-08,3.733352674320431e-08,0.30099285126462294,0.00037256648078450955,0.7614098840690394,0.2957519862226976,0.00025743639216454654,0.0004851400912229374
0.41000000000000003,-91.12113896926401,6.487731715239765,139.99420007463578,0.0020524738615290425,0.9917629896590018,2.7088033630677073e-08,0.9559079437637341,6.484363553837257e-06,3.691270522324813e-08,3.731263795089086e-08,0.3011784280845431,0.00038399073904502116,0.7540598685258103,0.2960104258573429,0.00025690269040262666,0.00048485403995284247
0.42,-91.1215201744679,6.487508908420044,139.99431143252988,0.0020523665200882515,0.991764562265684,2.708494790996584e-08,0.9588852229205663,6.483586112242625e-06,3.69085601838528e-08,3.7303985863455996e-08,0.3013798296640914,0.0003955922054415342,0.7467898734278353,0.2962656188342348,0.0002565568998800927,0.0004847282186344453
0.43,-91.12141484641565,6.487286136856511,139.99442278645125,0.002052395625586156,0.9917650040636545,2.7084775200134832e-08,0.9616606346665841,6.48413023328382e-06,3.690908514109962e-08,3.7304264875216856e-08,0.3015927031984266,0.00040730226435843777,0.7395991870749526,0.2965183776862119,0.00025634811730014626,0.0004847192540231505
0.44,-91.12095467505029,6.487063437294019,139.9945341211575,0.0020525241580856396,0.9917646217705487,2.708672627050488e-08,0.9642478026665391,6.4856385619635514e-06,3.6913007369368873e-08,3.731105361106668e-08,0.3018138797642421,0.000419069466472113,0.7324870691900331,0.29676929407958247,0.00025623924986280987,0.0004847955521174545
0.45,-91.12023579622623,6.4868408366044354,139.9946454255089,0.0020527249649913834,0.9917636387471632,2.709022521113016e-08,0.9666594549887588,6.487848798820982e-06,3.69193910962105e-08,3.7322585149521326e-08,0.30204104630365397,0.000430855140109196,0.725452760199395,0.2970187999421307,0.00025620320428038974,0.00048493404105500354
0.46,-91.11932819684769,6.48661835437652,139.9947566913893,0.0020529815142116383,0.9917622174401726,2.7094854116612133e-08,0.9689074753726868,6.4905917576939925e-06,3.692750549010445e-08,3.7337584009508275e-08,0.3022725197739967,0.0004426300175953851,0.7184954878891818,0.29726720953798674,0.00025622025572993255,0.0004851179127582588
0.47000000000000003,-91.11828262411288,6.486396004911483,139.99486791288604,0.002053263662808804,0.9917604760985876,2.710030885385492e-08,0.9710029537251633,6.493622304144134e-06,3.6937302147387815e-08,3.735512476137625e-08,0.30250707733706705,0.0004543737324753972,0.7116144726844501,0.2975147514454073,0.000256276061967207,0.00048533501344911074
0.48,-91.11713651065976,6.486173798616127,139.99497908568142,0.002053594492049545,0.9917585007861696,2.7106368087883347e-08,0.9729562354605986,6.497064669759707e-06,3.6947607360215867e-08,3.7374522745052035e-08,0.30274382435654007,0.0004660683803673276,0.7048089318761119,0.29776159224606513,0.0002563601415269134,0.0004855762873278358
0.49,-91.11591670197086,6.485951743164681,139.99509020661768,0.0020539360788545584,0.9917563542773372,2.711286908499211e-08,0.9747769696241895,6.500641360576837e-06,3.6958785110489805e-08,3.739528431436724e-08,0.3029821120686973,0.0004777004862243296,0.6980780811493976,0.2980078535622689,0.00025646487052195555,0.0004858353449477802
0.5,-91.11464298832558,6.4857298441311375,139.9952012733926,0.002054291537209215,0.9917540823007565,2.7119694016382338e-08,0.976474152509276,6.504356875661823e-06,3.697051550894025e-08,3.741704778632386e-08,0.30322146555335944,0.0004892643323235721,0.6914211379146996,0.29825362383349396,0.0002565846881656381,0.0004861074169042838
0.51,-91.1133297282149,6.485508105592261,139.99531228432775,0.002054657611225933,0.9917517181152725,2.7126757311018356e-08,0.978056171371391,6.508179820735437e-06,3.6982560143917336e-08,3.743955127463471e-08,0.30346154032043143,0.0005007534865642574,0.6848373238657666,0.2984989673141598,0.00025671555470331515,0.00048638905081989223
0.52,-91.11198747485136,6.485286530547363,139.99542323818994,0.0020550342601104274,0.9917492860942476,2.7133996063980328e-08,0.9795308457066372,6.512096477118848e-06,3.699491934689942e-08,3.7462600975903327e-08,0.30370208398722287,0.0005121618927902373,0.6783258648532037,0.29874393107004804,0.00025685450954059525,0.0004866777056872967
0.53,-91.11062394298418,6.485065121199891,139.99553413407594,0.002055421497375765,0.9917468040533868,2.714136423477021e-08,0.9809054638703544,6.516095963152651e-06,3.700757755032183e-08,3.7486054960288624e-08,0.30394291218802977,0.0005234852365623277,0.6718859916127186,0.29898854946301534,0.00025699939086990317,0.0004869715241885714
0.54,-91.10924465460691,6.484843879182108,139.99564497132405,0.002055803901967435,0.9917442850291943,2.7148828173711742e-08,0.98218682052146,6.520089736948213e-06,3.7020319579442285e-08,3.750981389156231e-08,0.30418389092596887,0.0005347222061647408,0.6655169404584965,0.2992328475953145,0.0002571486269022025,0.00048726920013821256
0.55,-91.10785382529066,6.484622805675128,139.99575574944961,0.0020561962297146984,0.991741738526512,2.715636340910485e-08,0.9833812481544332,6.5241501728626355e-06,3.703315866594486e-08,3.753379969706728e-08,0.3044249206908928,0.0005458725640297567,0.659217954785644,0.299476843765273,0.0002573010605203097,0.0004875696955749856
0.56,-91.10645441325747,6.484401901570537,139.99586646809541,0.002056588191308064,0.9917391715239383,2.7163951900179366e-08,0.9844946495516398,6.528220282132431e-06,3.7046117819752505e-08,3.7557957918625834e-08,0.3046659299999545,0.0005569348035754925,0.6529882853351415,0.2997205513836831,0.0002574558516163167,0.00048787231254521435
0.5700000000000001,-91.105048673627,6.484181167520597,139.99597712699864,0.0020569826365485983,0.9917365891676279,2.7171580311505874e-08,0.9855325280595345,6.53231164975664e-06,3.705912922041179e-08,3.7582247179344716e-08,0.30490686564794006,0.0005679079270389141,0.6468271895133938,0.29996398030508514,0.00025761237906992443,0.00048817650259052
0.58,-91.10363823271022,6.483960604008677,139.99608772596721,0.002057378516794697,0.9917339952275342,2.7179238899036526e-08,0.9865000132478194,6.53641695709894e-06,3.7072188845131547e-08,3.7606638002722103e-08,0.30514768879961784,0.0005787920614868627,0.6407339317667854,0.30020713773307467,0.00025777019079316165,0.000488481874543436
0.59,-91.10222427781224,6.48374021138856,139.99619826486196,0.002057775437299479,0.9917313924418415,2.7186920582942978e-08,0.9874018846090566,6.540532497837604e-06,3.708528795509319e-08,3.763110847767449e-08,0.30538837122509355,0.0005895875269427497,0.6347077839308204,0.30045002889463895,0.0002579289590162511,0.0004887881419624343
0.6,-91.10080767653886,6.48351998991876,139.99630874358263,0.002058173173239453,0.9917287828015615,2.7194620201642395e-08,0.9882425950552134,6.544655997930752e-06,3.709841853790902e-08,3.765564251901546e-08,0.3056288924213656,0.0006002946902027583,0.6287480252955837,0.3006926575839712,0.0002580884462231332,0.0004890950950238737
0.61,-91.09938907718129,6.483299939790791,139.9964191620561,0.0020585715486323543,0.9917261677864992,2.72023339024251e-08,0.989026294076927,6.548785693612597e-06,3.711157234996997e-08,3.768022809968425e-08,0.3058692372023259,0.0006109138793927039,0.6228539426213832,0.30093502661542904,0.0002582484767961701,0.0004894025765632761
0.62,-91.09796898190886,6.483080061149828,139.99652952022777,0.0020589704202338185,0.9917235485411898,2.721005869707977e-08,0.9897568517114661,6.552920164423895e-06,3.7124744456108714e-08,3.7704856083030537e-08,0.30610939387772074,0.0006214455279986586,0.617024830031075,0.30117713815917657,0.00025840891611391114,0.0004897104645338509
0.63,-91.09654776974142,6.482860354101397,139.996639818059,0.002059369681306821,0.9917209259270781,2.7217792337625353e-08,0.9904378755353124,6.5570583383054135e-06,3.71379322750623e-08,3.772951951967198e-08,0.30634935367513355,0.0006318902332289336,0.6112599889453698,0.3014189938468078,0.00025856966390329437,0.000490018666536468
0.64,-91.09512572364643,6.482640818719091,139.99675005552376,0.0020597692528450244,0.9917183005825132,2.722553315346728e-08,0.9910727265011433,6.561199410279523e-06,3.715113295263238e-08,3.7754213147251576e-08,0.3065891101093541,0.000642248681589912,0.6055587280956825,0.30166059489057506,0.0002587306466681667,0.0004903271132855107
0.65,-91.09370304894914,6.482421455049804,139.9968602326065,0.002060169077505082,0.991715672964553,2.7233279936801737e-08,0.9916645334554247,6.565342786613357e-06,3.716434412740234e-08,3.7778933181198915e-08,0.3068286585659498,0.000652521568308492,0.599920363521134,0.30190194216288635,0.0002588918126332658,0.0004906357541471116
0.66,-91.09227992534937,6.482202263128502,139.99697034929608,0.0020605691045855793,0.9917130434715715,2.7241031635374408e-08,0.9922162194483971,6.5694879398921315e-06,3.717756413741607e-08,3.7803676242277696e-08,0.3070679950215232,0.0006627096579760385,0.5943442184721088,0.3021430364330043,0.0002590531169402111,0.0004909445446928046
0.67,-91.09085649330935,6.481983242974298,139.99708040558735,0.002060969294327138,0.991710412411724,2.7248787427117515e-08,0.9927305104212041,6.5736344488416505e-06,3.719079247537933e-08,3.7828439716162046e-08,0.30730711641705094,0.0006728136763170165,0.5888296233820381,0.30238387830022334,0.00025921452579665666,0.000491253449906251
0.68,-91.0894328629284,6.481764394593156,139.99719040148008,0.0020613696162395273,0.9917077800215758,2.725654667563845e-08,0.9932099449757085,6.577781982983175e-06,3.7204026953273803e-08,3.7853221570616135e-08,0.3075460204164721,0.0006828343648724673,0.5833759157916192,0.3026244682369033,0.000259376013765945,0.0004915624421041664
0.6900000000000001,-91.08800913266214,6.481545717983206,139.9973003369768,0.0020617700423900204,0.9917051465119505,2.7264308810826326e-08,0.9936568921995043,6.5819302375650615e-06,3.72172670503003e-08,3.787801998628348e-08,0.3077847049667538,0.0006927724562007339,0.5779824402838244,0.3028648066710814,0.00025953755858739385,0.0004918714964217525
0.7000000000000001,-91.08658536699826,6.481327213128594,139.99741021208527,0.002062170553953393,0.9917025120159865,2.727207346166348e-08,0.9940735534285255,6.586078995467622e-06,3.723051416711424e-08,3.79028337391801e-08,0.3080231688308221,0.0007026286890458511,0.5726485484119738,0.30310489388652323,0.00025969914743826,0.0004921805961821724
0.71,-91.08516162521833,6.481108880007643,139.9975200268152,0.002062571136811256,0.9916998766539458,2.7279840296488976e-08,0.9944619819656989,6.590228088407046e-06,3.7243763245528606e-08,3.7927661735274714e-08,0.30826141089318543,0.0007124038089224452,0.5673735986212246,0.30334473015182367,0.000259860768826649,0.0004924897259883862
0.72,-91.0837379582329,6.480890718592071,139.99762978117855,0.0020629717748864135,0.9916972405280631,2.7287609025534894e-08,0.9948240906920474,6.594377327409242e-06,3.7257016578078896e-08,3.795250299065402e-08,0.30849943023836224,0.0007220985593763435,0.5621569561861592,0.3035843157061439,0.00026002241348788255,0.0004927988724810432
0.73,-91.08231441524156,6.480672728848966,139.99773947518867,0.0020633724530209046,0.9916946037367854,2.7295379371530077e-08,0.995161664711679,6.598526533714238e-06,3.727027504099948e-08,3.797735653797327e-08,0.30873722598573605,0.000731713695477844,0.5569979931322228,0.3038236507892554,0.00026018407249086347,0.0004931080227443363
0.74,-91.08089103985294,6.480454910739767,139.99784910886083,0.0020637731599547084,0.9916919663655863,2.730315109186721e-08,0.9954763662793958,6.602675568272841e-06,3.7283536996143425e-08,3.800222155324906e-08,0.30897479739186584,0.0007412499596012931,0.5518960881825848,0.30406273562287894,0.00026034573837833844,0.0004934171652174917
0.75,-91.07946787922752,6.480237264222935,139.99795868221105,0.0020641738837640644,0.9916893285083876,2.7310923922260882e-08,0.9957697480307502,6.606824286752038e-06,3.729680084241614e-08,3.8027097160836715e-08,0.30921214362734056,0.0007507080871826839,0.5468506266824542,0.3043015704520312,0.00026050740257526977,0.0004937262875034479
0.76,-91.07804497592323,6.480019789251769,139.99806819525708,0.002064574612053641,0.9916866902491734,2.7318697624068574e-08,0.9960432565652823,6.610972539874404e-06,3.731006632932831e-08,3.805198254376109e-08,0.3094492639728947,0.0007600888087627409,0.5418610005284029,0.30454015550821595,0.000260669057690144,0.0004940353783482259
0.77,-91.07662236691449,6.479802485774211,139.9981776480184,0.0020649753330147327,0.9916840516596147,2.732647198928877e-08,0.9962982391998026,6.6151201839097266e-06,3.732333426002095e-08,3.807687699223996e-08,0.30968615784832454,0.0007693928351688237,0.5369266081080587,0.3047784910042294,0.0002608306978196737,0.000494344427864991
0.78,-91.07520009163251,6.479585353735171,139.99828704051538,0.0020653760357588506,0.9916814128172282,2.7334246796698396e-08,0.9965359542822878,6.619267085934351e-06,3.7336604112306595e-08,3.810177975312905e-08,0.3099228246127914,0.0007786208754836334,0.5320468542191457,0.3050165771707883,0.0002609923162637456,0.000494653425592825
0.79,-91.07377818009218,6.479368393073273,139.99839637277051,0.002065776712593709,0.9916787737782572,2.7342021881095624e-08,0.9967575706271209,6.6234131449323124e-06,3.734987527563337e-08,3.812669022757953e-08,0.31015926385313597,0.0007877736336077074,0.5272211500027756,0.3052544142027218,0.00026115390889125433,0.000494962363356538
0.8,-91.07235666445435,6.479151603724224,139.99850564480712,0.002066177354221456,0.9916761346042442,2.7349797063301354e-08,0.996964180973859,6.6275582443607365e-06,3.7363147648975964e-08,3.81516077901693e-08,0.31039547510502813,0.0007968518024792685,0.5224489128811451,0.30549200231092405,0.00026131547086322507,0.0004952712324898218
0.81,-91.07093557490454,6.478934985619719,139.99861485664982,0.0020665779518197727,0.9916734953521982,2.7357572177286916e-08,0.9971568007096692,6.631702273027154e-06,3.737642068728628e-08,3.8176531861672685e-08,0.3106314579466659,0.0008058560819012913,0.5177295664826009,0.3057293417043626,0.00026147699777294544,0.0004955800248221684
0.8200000000000001,-91.06951493933988,6.478718538687433,139.99872400832447,0.0020669784975685104,0.9916708560744241,2.7365347069162085e-08,0.9973363786358485,6.635845130359724e-06,3.738969401883013e-08,3.820146189240024e-08,0.3108672120141722,0.0008147871586176005,0.5130625405813108,0.30596643258745987,0.0002616384857842797,0.0004958887327554478
0.8300000000000001,-91.06809478868983,6.478502262852601,139.99883309985756,0.002067378982660607,0.9916682168306709,2.7373121564926786e-08,0.997503797321659,6.639986707134391e-06,3.7402967643291983e-08,3.8226397279076854e-08,0.31110273687012185,0.0008236457123265006,0.508447271039434,0.30620327518438,0.0002617999301017945,0.0004961973479860138
0.84,-91.0666751513505,6.478286158036529,139.99894213127686,0.002067779399006352,0.9916655776750616,2.7380895506617204e-08,0.997659881163646,6.644126901379997e-06,3.741624121443989e-08,3.825133746598769e-08,0.31133803213729344,0.0008324324192026605,0.5038831997289932,0.3064398697138412,0.0002619613265548308,0.0004965058628377026
0.85,-91.06525605516119,6.478070224157205,139.99905110261113,0.0020681797387766027,0.9916629386609461,2.738866873890933e-08,0.9978053958603613,6.648265613625701e-06,3.742951435344717e-08,3.827628190134325e-08,0.3115730974556788,0.0008411479394844428,0.4993697744882486,0.3066762163973474,0.0002621226710635158,0.0004968142697846989
0.86,-91.06383753105571,6.4778544611304545,139.9991600138897,0.0020685799931750527,0.9916602998491442,2.7396441086612826e-08,0.9979410616800511,6.652402736125104e-06,3.7442786899135735e-08,3.830122998015886e-08,0.31180793238807025,0.0008497929321937769,0.49490644903032294,0.3069123154761885,0.00026228395856846216,0.0004971225605806141
0.87,-91.06241960305267,6.477638868867099,139.9992688651436,0.002068980155160901,0.991657661284453,2.740421241719457e-08,0.9980675407970849,6.656538180093145e-06,3.745605865693576e-08,3.832618123159324e-08,0.31204253666378307,0.0008583680524834483,0.4904926829072299,0.3071481671660877,0.0002624451858886096,0.0004974307286602508
