t,AMC
4.44,1.0041116727868142
4.45,1.00412059415374
4.46,1.0041295140338964
4.47,1.0041384324275309
4.48,1.0041473493348916
4.49,1.0041562647562259
4.5,1.0041651786917816
4.51,1.0041740911418062
4.5200000000000005,1.0041830021065472
4.53,1.0041919115862525
4.54,1.0042008195811691
4.55,1.0042097260915448
4.5600000000000005,1.0042186311176267
4.57,1.0042275346596623
4.58,1.004236436717899
4.59,1.004245337292584
4.6000000000000005,1.0042542363839642
4.61,1.0042631339922874
4.62,1.0042720301178
4.63,1.0042809247607498
4.64,1.0042898179213837
4.65,1.0042987095999483
4.66,1.004307599796691
4.67,1.0043164885118585
4.68,1.0043253757456978
4.69,1.0043342614984556
4.7,1.004343145770379
4.71,1.0043520285617145
4.72,1.0043609098727089
4.73,1.004369789703609
4.74,1.0043786680546611
4.75,1.0043875449261124
4.76,1.0043964203182087
4.7700000000000005,1.004405294231197
4.78,1.0044141666653237
4.79,1.0044230376208352
4.8,1.0044319070979777
4.8100000000000005,1.004440775096998
4.82,1.0044496416181419
4.83,1.0044585066616558
4.84,1.0044673702277862
4.8500000000000005,1.0044762323167788
4.86,1.0044850929288802
4.87,1.0044939520643363
4.88,1.0045028097233932
4.89,1.004511665906297
4.9,1.0045205206132932
4.91,1.0045293738446281
4.92,1.0045382256005477
4.93,1.0045470758812975
4.94,1.0045559246871236
4.95,1.0045647720182715
4.96,1.0045736178749871
4.97,1.0045824622575161
4.98,1.004591305166104
4.99,1.0046001466009966
5.0,1.004608986562439
5.01,1.0046178250506772
5.0200000000000005,1.0046266620659563
5.03,1.004635497608522
5.04,1.0046443316786196
5.05,1.0046531642764944
5.0600000000000005,1.0046619954023916
5.07,1.0046708250565566
5.08,1.0046796532392346
5.09,1.0046884799506708
5.1000000000000005,1.0046973051911101
5.11,1.0047061289607977
5.12,1.004714951259979
5.13,1.0047237720888984
5.14,1.0047325914478014
5.15,1.0047414093369325
5.16,1.0047502257565368
5.17,1.0047590407068592
5.18,1.0047678541881442
5.19,1.0047766662006368
5.2,1.0047854767445819
5.21,1.0047942858202237
5.22,1.004803093427807
5.23,1.0048118995675763
5.24,1.0048207042397765
5.25,1.0048295074446518
5.26,1.0048383091824469
5.2700000000000005,1.0048471094534057
5.28,1.0048559082577733
5.29,1.0048647055957933
5.3,1.0048735014677106
5.3100000000000005,1.004882295873769
5.32,1.004891088814213
5.33,1.0048998802892868
5.34,1.0049086702992343
5.3500000000000005,1.0049174588442995
5.36,1.0049262459247268
5.37,1.00493503154076
5.38,1.004943815692643
5.39,1.0049525983806196
5.4,1.004961379604934
5.41,1.0049701593642806
5.42,1.0049789376620675
5.43,1.0049877144969255
5.44,1.0049964898690986
5.45,1.005005263778831
5.46,1.0050140362263658
5.47,1.0050228072119474
5.48,1.0050315767358189
5.49,1.0050403447982243
5.5,1.0050491113994071
5.51,1.005057876539611
5.5200000000000005,1.0050666402190793
5.53,1.0050754024380557
5.54,1.0050841631967835
5.55,1.0050929224955063
5.5600000000000005,1.005101680334467
5.57,1.0051104367139094
5.58,1.0051191916340765
5.59,1.0051279450952118
5.6000000000000005,1.005136697097558
5.61,1.0051454476413588
5.62,1.005154196726857
5.63,1.0051629443542955
5.64,1.0051716905239179
5.65,1.0051804352359666
5.66,1.0051891784906848
5.67,1.0051979202883154
5.68,1.0052066606291012
5.69,1.0052153995132849
5.7,1.0052241369411095
5.71,1.0052328729128177
5.72,1.005241607428652
5.73,1.0052503404888553
5.74,1.00525907209367
5.75,1.0052678022433388
5.76,1.005276530938104
5.7700000000000005,1.0052852581782084
5.78,1.0052939839638941
5.79,1.0053027082954038
5.8,1.0053114311729796
5.8100000000000005,1.005320152596864
5.82,1.0053288725672993
5.83,1.0053375910845277
5.84,1.0053463081487912
5.8500000000000005,1.005355023760332
5.86,1.0053637379193925
5.87,1.0053724506262143
5.88,1.0053811618810398
5.89,1.0053898716841108
5.9,1.0053985800356693
5.91,1.0054072869359572
5.92,1.0054159923852164
5.93,1.0054246963836884
5.94,1.0054333989316155
5.95,1.005442100029239
5.96,1.0054507996768007
5.97,1.0054594978745426
5.98,1.0054681946227058
5.99,1.005476889921532
6.0,1.0054855837712628
6.01,1.0054942761721397
6.0200000000000005,1.0055029671244042
6.03,1.0055116566282976
6.04,1.0055203446840613
6.05,1.0055290312919363
6.0600000000000005,1.0055377164521644
6.07,1.0055464001649865
6.08,1.005555082430644
6.09,1.005563763249378
6.1000000000000005,1.0055724426214292
6.11,1.0055811205470393
6.12,1.005589797026449
6.13,1.0055984720598992
6.140000000000001,1.005607145647631
6.15,1.0056158177898853
6.16,1.0056244884869028
6.17,1.0056331577389246
6.18,1.0056418255461912
6.19,1.0056504919089435
6.2,1.0056591568274222
6.21,1.005667820301868
6.22,1.0056764823325213
6.23,1.0056851429196227
6.24,1.005693802063413
6.25,1.0057024597641324
6.26,1.0057111160220213
6.2700000000000005,1.0057197708373204
6.28,1.00572842421027
6.29,1.0057370761411102
6.3,1.0057457266300815
6.3100000000000005,1.005754375677424
6.32,1.005763023283378
6.33,1.0057716694481837
6.34,1.0057803141720811
6.3500000000000005,1.0057889574553103
6.36,1.0057975992981114
6.37,1.0058062397007241
6.38,1.0058148786633887
6.390000000000001,1.0058235161863451
6.4,1.005832152269833
6.41,1.0058407869140924
6.42,1.0058494201193628
6.43,1.0058580518858842
6.44,1.0058666822138962
6.45,1.0058753111036385
6.46,1.0058839385553506
6.47,1.0058925645692725
6.48,1.005901189145643
6.49,1.0059098122847026
6.5,1.0059184339866898
6.51,1.0059270542518444
6.5200000000000005,1.0059356730804059
6.53,1.0059442904726132
6.54,1.0059529064287063
6.55,1.0059615209489239
6.5600000000000005,1.0059701340335052
6.57,1.0059787456826899
6.58,1.0059873558967165
6.59,1.0059959646758243
6.6000000000000005,1.0060045720202524
6.61,1.00601317793024
6.62,1.0060217824060256
6.63,1.006030385447849
6.640000000000001,1.0060389870559767
6.65,1.0060475872306631
6.66,1.0060561859721475
6.67,1.0060647832806684
6.68,1.0060733791564649
6.69,1.006081973599776
6.7,1.0060905666108404
6.71,1.0060991581898968
6.72,1.0061077483371843
6.73,1.0061163370529411
6.74,1.0061249243374062
6.75,1.0061335101908182
6.76,1.0061420946134154
6.7700000000000005,1.0061506776054367
6.78,1.0061592591671207
6.79,1.0061678392987055
6.8,1.0061764180004296
6.8100000000000005,1.0061849952725312
6.82,1.0061935711152492
6.83,1.0062021455288215
6.84,1.0062107185134863
6.8500000000000005,1.0062192900694822
6.86,1.006227860197047
6.87,1.006236428896419
6.88,1.0062449961678361
6.890000000000001,1.0062535620115365
6.9,1.0062621264277585
6.91,1.0062706894167395
6.92,1.006279250978718
6.93,1.0062878111139315
6.94,1.006296369822618
6.95,1.0063049271050153
6.96,1.0063134829613611
6.97,1.0063220373918933
6.98,1.0063305903968494
6.99,1.0063391419764671
7.0,1.0063476921309842
7.01,1.0063562408606381
7.0200000000000005,1.0063647881656663
7.03,1.0063733340463064
7.04,1.0063818785027958
7.05,1.0063904215353718
7.0600000000000005,1.006398963144272
7.07,1.0064075033297335
7.08,1.0064160420919939
7.09,1.00642457943129
7.1000000000000005,1.0064331153478592
7.11,1.0064416498419388
7.12,1.006450182913766
7.13,1.0064587145635775
7.140000000000001,1.0064672447916105
7.15,1.0064757735981023
7.16,1.0064843009832893
7.17,1.0064928269474092
7.18,1.0065013514906982
7.19,1.0065098746133934
7.2,1.0065183963157314
7.21,1.0065269165979494
7.22,1.0065354354602838
7.23,1.0065439529029714
7.24,1.0065524689262486
7.25,1.0065609835303524
7.26,1.006569496715519
7.2700000000000005,1.006578008481985
7.28,1.0065865188299874
7.29,1.006595027759762
7.3,1.0066035352715452
7.3100000000000005,1.0066120413655737
7.32,1.0066205460420836
7.33,1.0066290493013115
7.34,1.006637551143493
7.3500000000000005,1.006646051568865
7.36,1.0066545505776634
7.37,1.0066630481701242
7.38,1.0066715443464835
7.390000000000001,1.0066800391069777
7.4,1.0066885324518422
7.41,1.0066970243813131
7.42,1.0067055148956268
7.43,1.0067140039950189
7.44,1.0067224916797248
7.45,1.0067309779499811
7.46,1.0067394628060229
7.47,1.0067479462480864
7.48,1.0067564282764068
7.49,1.00676490889122
7.5,1.0067733880927618
7.51,1.0067818658812673
7.5200000000000005,1.0067903422569724
7.53,1.0067988172201123
7.54,1.0068072907709227
7.55,1.0068157629096388
7.5600000000000005,1.006824233636496
7.57,1.0068327029517299
7.58,1.0068411708555753
7.59,1.0068496373482676
7.6000000000000005,1.0068581024300423
7.61,1.006866566101134
7.62,1.0068750283617784
7.63,1.00688348921221
7.640000000000001,1.0068919486526644
7.65,1.0069004066833764
7.66,1.0069088633045808
7.67,1.0069173185165126
7.68,1.0069257723194067
7.69,1.0069342247134978
7.7,1.006942675699021
7.71,1.006951125276211
7.72,1.006959573445302
7.73,1.0069680202065294
7.74,1.0069764655601274
7.75,1.0069849095063308
7.76,1.0069933520453742
7.7700000000000005,1.0070017931774917
7.78,1.0070102329029182
7.79,1.007018671221888
7.8,1.0070271081346356
7.8100000000000005,1.0070355436413954
7.82,1.0070439777424014
7.83,1.007052410437888
7.84,1.0070608417280895
7.8500000000000005,1.0070692716132403
7.86,1.0070777000935742
7.87,1.0070861271693257
7.88,1.0070945528407285
7.890000000000001,1.0071029771080167
7.9,1.0071113999714245
7.91,1.0071198214311858
7.92,1.0071282414875347
7.930000000000001,1.0071366601407046
7.94,1.0071450773909296
7.95,1.0071534932384436
7.96,1.0071619076834804
7.97,1.0071703207262734
7.98,1.0071787323670565
7.99,1.0071871426060635
8.0,1.0071955514435276
8.01,1.0072039588796826
8.02,1.0072123649147622
8.03,1.0072207695489996
8.040000000000001,1.0072291727826284
8.05,1.007237574615882
8.06,1.0072459750489935
8.07,1.0072543740821964
8.08,1.0072627717157243
8.09,1.0072711679498099
8.1,1.0072795627846869
8.11,1.007287956220588
8.120000000000001,1.0072963482577468
8.13,1.007304738896396
8.14,1.0073131281367689
8.15,1.0073215159790982
8.16,1.0073299024236173
8.17,1.007338287470559
8.18,1.007346671120156
8.19,1.007355053372641
8.2,1.0073634342282474
8.21,1.0073718136872074
8.22,1.007380191749754
8.23,1.00738856841612
8.24,1.0073969436865378
8.25,1.0074053175612399
8.26,1.0074136900404593
8.27,1.0074220611244284
8.28,1.0074304308133795
8.290000000000001,1.007438799107545
8.3,1.0074471660071578
8.31,1.0074555315124498
8.32,1.0074638956236535
8.33,1.0074722583410012
8.34,1.0074806196647252
8.35,1.0074889795950575
8.36,1.0074973381322305
8.370000000000001,1.0075056952764765
8.38,1.0075140510280272
8.39,1.0075224053871148
8.4,1.0075307583539714
8.41,1.007539109928829
8.42,1.0075474601119194
8.43,1.0075558089034746
8.44,1.0075641563037263
8.45,1.0075725023129067
8.46,1.0075808469312473
8.47,1.00758919015898
8.48,1.0075975319963362
8.49,1.0076058724435477
8.5,1.0076142115008464
8.51,1.0076225491684636
8.52,1.007630885446631
8.53,1.00763922033558
8.540000000000001,1.007647553835542
8.55,1.0076558859467486
8.56,1.0076642166694312
8.57,1.007672546003821
8.58,1.0076808739501493
8.59,1.0076892005086475
8.6,1.0076975256795468
8.61,1.0077058494630786
8.620000000000001,1.0077141718594735
8.63,1.0077224928689632
8.64,1.0077308124917785
8.65,1.0077391307281505
8.66,1.00774744757831
8.67,1.0077557630424883
8.68,1.007764077120916
8.69,1.0077723898138242
8.700000000000001,1.0077807011214435
8.71,1.007789011044005
8.72,1.0077973195817393
8.73,1.0078056267348772
8.74,1.0078139325036495
8.75,1.0078222368882863
8.76,1.0078305398890188
8.77,1.0078388415060773
8.78,1.0078471417396926
8.790000000000001,1.0078554405900946
8.8,1.0078637380575144
8.81,1.0078720341421818
8.82,1.0078803288443279
8.83,1.0078886221641823
8.84,1.0078969141019758
8.85,1.0079052046579384
8.86,1.0079134938323004
8.870000000000001,1.007921781625292
8.88,1.0079300680371432
8.89,1.0079383530680843
8.9,1.0079466367183452
8.91,1.007954918988156
8.92,1.0079631998777465
8.93,1.0079714793873469
8.94,1.0079797575171872
8.950000000000001,1.0079880342674967
8.96,1.0079963096385058
8.97,1.0080045836304439
8.98,1.008012856243541
8.99,1.0080211274780269
9.0,1.0080293973341308
9.01,1.0080376658120827
9.02,1.008045932912112
9.03,1.0080541986344487
9.040000000000001,1.0080624629793216
9.05,1.0080707259469606
9.06,1.0080789875375953
9.07,1.0080872477514546
9.08,1.0080955065887682
9.09,1.0081037640497654
9.1,1.0081120201346754
9.11,1.0081202748437272
9.120000000000001,1.0081285281771506
9.13,1.0081367801351744
9.14,1.0081450307180275
9.15,1.0081532799259394
9.16,1.008161527759139
9.17,1.008169774217855
9.18,1.0081780193023169
9.19,1.0081862630127532
9.200000000000001,1.008194505349393
9.21,1.0082027463124652
9.22,1.0082109859021984
9.23,1.0082192241188217
9.24,1.0082274609625634
9.25,1.0082356964336525
9.26,1.0082439305323174
9.27,1.008252163258787
9.28,1.00826039461329
9.290000000000001,1.0082686245960546
9.3,1.0082768532073092
9.31,1.0082850804472827
9.32,1.0082933063162032
9.33,1.008301530814299
9.34,1.008309753941799
9.35,1.008317975698931
9.36,1.0083261960859233
9.370000000000001,1.0083344151030043
9.38,1.0083426327504021
9.39,1.0083508490283448
9.4,1.0083590639370608
9.41,1.0083672774767778
9.42,1.008375489647724
9.43,1.0083837004501275
9.44,1.008391909884216
9.450000000000001,1.0084001179502176
9.46,1.0084083246483602
9.47,1.0084165299788717
9.48,1.0084247339419796
9.49,1.008432936537912
9.5,1.0084411377668965
9.51,1.0084493376291608
9.52,1.0084575361249326
9.53,1.0084657332544393
9.540000000000001,1.0084739290179088
9.55,1.0084821234155683
9.56,1.0084903164476453
9.57,1.0084985081143676
9.58,1.0085066984159625
9.59,1.0085148873526573
9.6,1.0085230749246792
9.61,1.0085312611322557
9.620000000000001,1.0085394459756138
9.63,1.008547629454981
9.64,1.0085558115705848
9.65,1.0085639923226517
9.66,1.0085721717114091
9.67,1.008580349737084
9.68,1.0085885263999035
9.69,1.0085967017000947
9.700000000000001,1.0086048756378843
9.71,1.0086130482134994
9.72,1.0086212194271669
9.73,1.0086293892791134
9.74,1.0086375577695659
9.75,1.0086457248987513
9.76,1.008653890666896
9.77,1.008662055074227
9.78,1.0086702181209706
9.790000000000001,1.0086783798073535
9.8,1.0086865401336027
9.81,1.0086946990999441
9.82,1.0087028567066048
9.83,1.0087110129538108
9.84,1.0087191678417886
9.85,1.0087273213707648
9.86,1.0087354735409655
9.870000000000001,1.008743624352617
9.88,1.008751773805946
9.89,1.0087599219011782
9.9,1.0087680686385398
9.91,1.0087762140182575
9.92,1.0087843580405567
9.93,1.008792500705664
9.94,1.0088006420138051
9.950000000000001,1.008808781965206
9.96,1.0088169205600932
9.97,1.008825057798692
9.98,1.0088331936812285
9.99,1.0088413282079285
