t,M,FN,FC
0.73,1.0788348393452407,0.07908309233062474,0.06324643597361075
0.74,1.0913771766198919,0.07892772912304849,0.06422171402847561
0.75,1.103907019212632,0.07877818101718521,0.06520657177270603
0.76,1.1164245736288239,0.07863446084993753,0.06620095399331909
0.77,1.1289300409907146,0.07849658106091152,0.06720481694945989
0.78,1.1414236175025865,0.07836455391172398,0.0682181248366483
0.79,1.1539054945679834,0.07823839149861167,0.06924084965143423
0.8,1.1663758586014847,0.07811810558871421,0.07027297387814788
0.81,1.178834891442167,0.0780037078060023,0.0713144875431603
0.8200000000000001,1.191282770651285,0.0778952097499309,0.07236538635277928
0.8300000000000001,1.2037196695267827,0.07779262295834781,0.07342567234798508
0.84,1.2161457569960321,0.07769595882174553,0.07449535536343715
0.85,1.2285611981197946,0.0776052287878569,0.0755744497495379
0.86,1.2409661541602948,0.07752044435921836,0.07666297447210502
0.87,1.2533607825165438,0.07744161703484603,0.07776095408798514
0.88,1.2657452368761735,0.0773687583477712,0.07886841819165553
0.89,1.278119667522386,0.07730187997086867,0.0799853997745793
0.9,1.290484221359766,0.07724099369958057,0.08111193553497913
0.91,1.3028390418187155,0.07718611138590234,0.0822480668974563
0.92,1.3151842691850604,0.07713724504966599,0.08339383834904925
0.93,1.3275200406974947,0.07709440689301109,0.08454929724063708
0.9400000000000001,1.339846490545212,0.07705760928135164,0.08571449410830524
0.9500000000000001,1.352163749882153,0.07702686473194759,0.086889482880677
0.96,1.3644719471131763,0.07700218599253122,0.08807431968624875
0.97,1.3767712079152714,0.07698358603246926,0.08926906301842578
0.98,1.3890616551284334,0.07697107799603839,0.09047377445198054
0.99,1.4013434090348371,0.07696467527399706,0.09168851759377146
1.0,1.413616587480052,0.07696439152704761,0.09291335775147302
1.01,1.425881305918309,0.07697024068616548,0.09414836194755043
1.02,1.4381376774532795,0.07698223695202529,0.09539359893775139
1.03,1.450385812508495,0.07700039468491246,0.0966491408004668
1.04,1.4626258193925652,0.07702472855922553,0.09791506073081412
1.05,1.4748578043138365,0.07705525355517859,0.09919143316991338
1.06,1.4870818713969827,0.07709198495107505,0.10047833392597141
1.07,1.4992981226855537,0.07713493831665102,0.10177584027981407
1.08,1.511506657935003,0.07718412945919649,0.10308403176718252
1.09,1.5237075750861928,0.07723957452304325,0.10440298876305429
1.1,1.5359009702194228,0.07730128997197218,0.10573279274390582
1.11,1.5480869375949038,0.07736929259110424,0.1070735262707437
1.12,1.5602655696156176,0.07744359947353378,0.10842527317465046
1.1300000000000001,1.5724369567195011,0.07752422799258453,0.1097881189371582
1.1400000000000001,1.584601187765036,0.07761119587443265,0.11116214971053942
1.1500000000000001,1.5967583499647457,0.07770452117876693,0.11254745258429437
1.16,1.608908528932078,0.07780422230251322,0.11394411553909484
1.17,1.6210518086111552,0.0779103179600834,0.11535222767751616
1.18,1.6331882712750692,0.07802282717737469,0.11677187929116008
1.19,1.6453179977933317,0.07814176933976119,0.11820316128533279
1.2,1.6574410675788576,0.07826716417579989,0.11964616536864416
1.21,1.6695575586328129,0.07839903176060134,0.12110098400861884
1.22,1.6816675474480296,0.07853739249862865,0.12256771063152505
1.23,1.693771109101077,0.07868226713398918,0.12404643949581713
1.24,1.7058683174035687,0.07883367676935835,0.1255372654631001
1.25,1.7179592448770367,0.07899164285919234,0.12704028407432919
1.26,1.73004396278448,0.07915618721122986,0.12855559152572454
1.27,1.7421225409539247,0.0793273319584832,0.1300832849449475
1.28,1.7541950480366677,0.07950509959290483,0.1316234620397475
1.29,1.7662615515841549,0.07968951297332086,0.1331762210084355
1.3,1.778322118014792,0.0798805953177472,0.13474166060925893
1.31,1.7903768126501973,0.080078370205559,0.1363198801295224
1.32,1.8024256997514576,0.08028286157966007,0.13791097935470878
1.33,1.814468842544217,0.08049409374705575,0.13951505855209861
1.34,1.826506302772224,0.08071209131199307,0.1411322190667727
1.35,1.8385381411709407,0.08093687924067391,0.14276256272274848
1.36,1.8505644176562492,0.08116848288522546,0.14440619159411852
1.37,1.8625851911732583,0.081406927959064,0.14606320821760346
1.3800000000000001,1.8746005197253857,0.08165224053803864,0.14773371557098702
1.3900000000000001,1.8866104604034406,0.08190444706157515,0.1494178170515511
1.4000000000000001,1.8986150694101442,0.08216357433327214,0.15111561645831156
1.41,1.9106144017365427,0.08242964947971099,0.1528272182642481
1.42,1.9226085114675708,0.08270269998478798,0.15455272736441475
1.43,1.9345974519814162,0.08298275371129858,0.15629224891251683
1.44,1.946581275819309,0.0832698388829599,0.15804588843204878
1.45,1.958560034709115,0.08356398408489553,0.15981375179930166
1.46,1.9705337795889286,0.08386521826412054,0.1615959452263705
1.47,1.9825025606291964,0.08417357072984659,0.16339257524502554
1.48,1.9944664269907622,0.08448907112151958,0.16520374884560696
1.49,2.0064254270187676,0.08481174943011432,0.16702957336005547
1.5,2.0183796084481207,0.0851416360208429,0.1688701563381518
1.51,2.0303290182862814,0.0854787616164341,0.17072560561318473
1.52,2.0422737028324573,0.0858231572970813,0.17259602928753864
1.53,2.0542137076968063,0.0861748545003904,0.17448153571828115
1.54,2.0661490778194165,0.0865338850212961,0.17638223350284343
1.55,2.078079857294932,0.08690028098344244,0.1782982315485583
1.56,2.0900060894828614,0.08727407485250738,0.1802296390189379
1.57,2.1019278172091096,0.0876552994629211,0.1821765652405916
1.58,2.1138450826625577,0.08804398799981084,0.18413911974171884
1.59,2.1257579274107763,0.08844017399843696,0.18611741223920092
1.6,2.1376663924157344,0.08884389134362904,0.18811155262569237
1.61,2.149570518049517,0.0892551742692219,0.19012165095671305
1.62,2.1614703439678076,0.08967405733775297,0.19214781746090748
1.6300000000000001,2.1733659091611663,0.09010057544483364,0.1941901625213439
1.6400000000000001,2.185257252150188,0.09053476384349017,0.1962487966333745
1.6500000000000001,2.1971444108930642,0.0909766581285904,0.1983238304093438
1.6600000000000001,2.2090274227984668,0.09142629423588644,0.20041537456614225
1.67,2.2209063247384386,0.09188370844105982,0.20252353991275662
1.68,2.232781153061295,0.09234893735876677,0.20464843733782062
1.69,2.2446519434437695,0.09282201791471287,0.2067901778130056
1.7,2.256518730937221,0.09330298735028669,0.20894887237728924
1.71,2.268381550244853,0.09379188326595449,0.2111246320984578
1.72,2.2802404355758363,0.09428874359366593,0.21331756807630303
1.73,2.2920954206562607,0.09479360659557269,0.21552779143036427
1.74,2.303946538740689,0.09530651086284901,0.21775541328761103
1.75,2.3157938226237187,0.0958274953145122,0.22000054477012534
1.76,2.327637304651535,0.09635659919624338,0.22226329698278405
1.77,2.339477016733471,0.0968938620792079,0.22454378100094133
1.78,2.3513129903532795,0.09743932385882366,0.22684210785813488
1.79,2.3631452561594535,0.0979930246762008,0.22915838856902201
1.8,2.374973844240506,0.09855500496540757,0.231492734094991
1.81,2.386798784543084,0.09912530552697571,0.23384525529781802
1.82,2.3986201065857577,0.0997039674720209,0.23621606295227038
1.83,2.410437839467676,0.10029103222053051,0.2386052677340315
1.84,2.4222520118772253,0.10088654149965116,0.24101298020762627
1.85,2.4340626521006823,0.10149053734197647,0.243439310814346
1.86,2.445869788030873,0.10210306208383459,0.24588436986017387
1.87,2.457673447175828,0.102724158363576,0.24834826750370992
1.8800000000000001,2.4694736566635713,0.10335386911905488,0.2508311137443957
1.8900000000000001,2.4812704428793246,0.10399223750846551,0.2533330184391988
1.9000000000000001,2.4930638318150375,0.10463930697970568,0.2558540912641461
1.9100000000000001,2.5048538492667713,0.10529512130801466,0.2583944416876371
1.92,2.5166405206509417,0.1059597245541418,0.26095417897326645
1.93,2.528423871010731,0.10663316106216603,0.263533412167923
1.94,2.540203925022501,0.1073154754573154,0.26613225008988844
1.95,2.5519807070022003,0.10800671264378663,0.26875080131693685
1.96,2.5637542409117797,0.10870691780256457,0.27138917417443315
1.97,2.5755245503656004,0.10941613638924182,0.27404747672343255
1.98,2.587291658626315,0.11013441412948473,0.2767258167509522
1.99,2.5990555882630013,0.11086179693902135,0.2794243018299274
2.0,2.61081636155358,0.11159833100995897,0.28214303922560585
2.0100000000000002,2.6225740005576528,0.11234406282344817,0.2848821358699416
2.02,2.63432852698594,0.11309903911689263,0.2876416983779536
2.0300000000000002,2.646079962204743,0.1138633068813325,0.2904218330362288
2.04,2.657828327240397,0.11463691335882703,0.2932226457914227
2.05,2.6695736427837335,0.11541990603983798,0.2960442422387625
2.06,2.6813159291945383,0.11621233266061248,0.2988867276105487
2.07,2.6930552065060036,0.11701424120056604,0.3017502067646565
2.08,2.70479149440938,0.11782567987528862,0.30463478418087114
2.09,2.71652481193296,0.11864669706202868,0.3075405640780376
2.1,2.728255177877983,0.11947734139238564,0.31046765023202616
2.11,2.7399826108057534,0.12031766174586389,0.3134161459710843
2.12,2.7517071289428467,0.12116770722532866,0.3163861542035749
2.13,2.7634287501837873,0.12202752715399695,0.31937777740717793
2.14,2.7751474920937382,0.12289717107242919,0.3223911176180946
2.15,2.786863371911182,0.12377668873552024,0.325426276420249
2.16,2.7985764065506102,0.12466613010949107,0.3284833549344923
2.17,2.810286612605201,0.12556554536887973,0.3315624538078043
2.18,2.821994006316074,0.12647498488739708,0.33466367322074586
2.19,2.8336986032589184,0.12739449917692297,0.3377871130491359
2.2,2.8454004188239135,0.1283241389720691,0.3409328725928207
2.21,2.857099468136189,0.1292639552120832,0.3441010506097431
2.22,2.8687957659828474,0.13021399902395528,0.3472917453464417
2.23,2.8804893268138936,0.13117432171908813,0.35050505452820596
2.24,2.89218016474318,0.13214497478996823,0.353741075349234
2.25,2.9038682935493383,0.13312600990683604,0.3569999044627876
2.2600000000000002,2.9155537266767206,0.13411747891435724,0.36028163797135027
2.27,2.927236477236334,0.13511943382829295,0.363586371416782
2.2800000000000002,2.9389165579327066,0.13613192682240974,0.36691419981734863
2.29,2.950593980654059,0.1371550101710233,0.3702652179177869
2.3000000000000003,2.9622687572286686,0.1381887363452126,0.3736395197014681
2.31,2.9739408992098473,0.1392331579810337,0.37703719851719764
2.32,2.985610417794916,0.14028832786538983,0.38045834712123816
2.33,2.997277323824847,0.14135429893253143,0.3839030576682839
2.34,3.0089416277839054,0.14243112426055607,0.3873714217024359
2.35,3.0206033397992966,0.14351885706790898,0.3908635301481784
2.36,3.0322624696408043,0.14461755070988289,0.3943794733013527
2.37,3.043919026720438,0.14572725867511852,0.3979193408201342
2.38,3.055573020092075,0.14684803458210435,0.40148322171600603
2.39,3.0672244584511024,0.14797993217567718,0.405071204344736
2.4,3.078873350132601,0.1491230053233807,0.4086833763982704
2.41,3.0905197023176965,0.1502773079352837,0.4123198253953478
2.42,3.1021635216607857,0.1514428940211444,0.41598063827720316
2.43,3.1138048149473536,0.15261981775053185,0.41966590098401035
2.44,3.1254435885457164,0.15380813339636423,0.4233756987909378
2.45,3.137079848403915,0.1550078953311434,0.4271101163008569
2.46,3.148713600046609,0.15621915802318895,0.43086923743704786
2.47,3.160344848571972,0.15744197603287294,0.43465314543590833
2.48,3.171973598648581,0.1586764040088539,0.4384619228396589
2.49,3.1835998545123143,0.15992249668431166,0.4422956514890518
2.5,3.195223619963243,0.16118030887318108,0.4461544125160766
2.5100000000000002,3.2068448983625255,0.16244989546638713,0.450038286336669
2.52,3.2184636926293,0.16373131142807867,0.4539473526434159
2.5300000000000002,3.230080004925912,0.16502461178170783,0.4578816905550684
2.54,3.241693835858592,0.16632985158031985,0.4618413790098299
2.5500000000000003,3.253305186368292,0.16764708596450065,0.4658264958052039
2.56,3.2649140569854627,0.16897637013442943,0.4698371179640654
2.57,3.2765204477146814,0.17031775934245524,0.4738733217838519
2.58,3.288124358028332,0.17167130888922666,0.47793518283088665
2.59,3.299725786860283,0.173037074119821,0.48202277593470233
2.6,3.3113247325995725,0.1744151104198747,0.4861361751823656
2.61,3.322921193084082,0.17580547321171225,0.4902754539127999
2.62,3.3345151655942233,0.1772082179504765,0.49444068471111047
2.63,3.3461066468466143,0.17862340012025776,0.49863193940290684
2.64,3.357695632987762,0.180051075230224,0.5028492890486281
2.65,3.3692821195516083,0.18149129881065848,0.5070928039505349
2.66,3.3808661000268287,0.1829441264054749,0.511362554147205
2.67,3.3924475675347048,0.184409613572615,0.5156586088172831
2.68,3.4040265151378115,0.18588781588097697,0.5199810361633475
2.69,3.4156029352087,0.18737878890496057,0.5243299036253902
2.7,3.427176819419344,0.18888258822058665,0.5287052778766294
2.71,3.438748158730576,0.19039926940161564,0.5331072248193172
2.72,3.450316943381531,0.19192888801566682,0.5375358095805524
2.73,3.4618831628790865,0.19347149962033688,0.5419910965080886
2.74,3.473446805987304,0.1950271597593193,0.5464731491661471
2.75,3.4850078607168693,0.19659592395852268,0.5509820303312243
2.7600000000000002,3.4965663143145362,0.19817784772219035,0.5555178019879048
2.77,3.508122153252563,0.19977298652901854,0.5600805253246692
2.7800000000000002,3.519675362390073,0.20138139583640935,0.5646702608930096
2.79,3.5312259241969572,0.20300313108410792,0.5692870687542043
2.8000000000000003,3.5427738217516156,0.2046382476607751,0.5739310078818799
2.81,3.5543190372792353,0.20628680091435866,0.5786021364439949
2.82,3.5658615520578922,0.20794884614903145,0.5833005118150876
2.83,3.5774013464023904,0.20962443862136504,0.5880261905731898
2.84,3.5889383996481024,0.2113136335365034,0.5927792284967413
2.85,3.6004726901348154,0.21301648604433734,0.5975596805615049
2.86,3.61200419519057,0.21473305123567785,0.6023676009374798
2.87,3.6235328911155054,0.21646338413843055,0.6072030429858177
2.88,3.635058753165698,0.2182075397137691,0.6120660592557354
2.89,3.6465817555370075,0.21996557285230967,0.616956701481431
2.9,3.658101871153397,0.22173753837326318,0.6218750205919094
2.91,3.6696190690763406,0.22352349105983593,0.6268210668779234
2.92,3.6811333183045893,0.22532348559726076,0.6317948897368695
2.93,3.692644587318028,0.22713757657567538,0.6367965376987621
2.94,3.704152843300322,0.22896581849789394,0.6418260584734179
2.95,3.715658052115362,0.2308082657756942,0.6468834989478612
2.96,3.7271601782837007,0.2326649727261036,0.6519689051837255
2.97,3.7386591849589985,0.23453599356768662,0.6570823224146582
2.98,3.750155033904461,0.23642138241683075,0.6622237950437221
2.99,3.761647685469283,0.23832119328403387,0.6673933666408007
3.0,3.773137098565088,0.24023548007019027,0.6725910799399996
3.0100000000000002,3.78462323064237,0.24216429656287794,0.677816976837051
3.02,3.7961060376669344,0.24410769643264466,0.6830710983867162
3.0300000000000002,3.8075854720666555,0.24606573325173858,0.6883534847447437
3.04,3.8190614828757576,0.2480384604885381,0.693664175169856
3.0500000000000003,3.8305340198118762,0.250025931458497,0.6990032081331736
3.06,3.842003030840178,0.25202819934710446,0.7043706212497176
3.0700000000000003,3.853468462115535,0.2540453172065513,0.7097664512748787
3.08,3.8649302579493146,0.2560773379521229,0.715190734101555
3.09,3.8763883607761747,0.2581243143585928,0.7206435047572933
3.1,3.88784271112086,0.2601862990566161,0.7261247974014282
3.11,3.8992932475649913,0.2622633445291225,0.7316346453222212
3.12,3.910739906713865,0.26435550310771005,0.7371730809340017
3.13,3.9221826231632426,0.26646282696903806,0.7427401357743051
3.14,3.933621329466148,0.26858536813122097,0.7483358405010145
3.15,3.945055955430401,0.2707231784533287,0.7539602248253217
3.16,3.956486424150799,0.27287630965004933,0.7596133171315687
3.17,3.9679126590944755,0.2750448132550295,0.765295145157003
3.18,3.979334582101444,0.277228740626398,0.7710057358003695
3.19,3.99075211254425,0.2794281429469061,0.77674511504165
3.2,4.0021651672825165,0.28164307122037835,0.7825133079380304
3.21,4.01357366061748,0.28387357626816223,0.7883103386198631
3.22,4.024977504246535,0.2861197087255792,0.7941362302866336
3.23,4.036376607217768,0.28838151903837406,0.799991005202923
3.24,4.047770875884506,0.2906590574591661,0.8058746846943751
3.25,4.059160213859848,0.2929523740438984,0.8117872891436588
3.2600000000000002,4.070544521971214,0.295261518648289,0.8177288379864347
3.27,4.081923698211185,0.2975865409242695,0.8236993497067839
3.2800000000000002,4.0932976342975635,0.2999274903064772,0.8296988413418757
3.29,4.104666217899328,0.30228441601536826,0.8357273288066819
3.3000000000000003,4.1160293356955835,0.30465736706277724,0.8417848273392589
3.31,4.127386870984368,0.3070463922414839,0.8478713511572017
3.3200000000000003,4.138738703615959,0.30945154012160236,0.8539869134505371
3.33,4.150084709926173,0.3118728590469681,0.8601315263746128
3.34,4.161424762669668,0.3143103971315265,0.8663052010429895
3.35,4.1727587309532534,0.3167642022557206,0.8725079475203316
3.36,4.18408648016918,0.3192343220628787,0.8787397748152967
3.37,4.195407871928455,0.3217208039556031,0.8850006908734293
3.38,4.206722763041134,0.3242236950737095,0.8912907023359405
3.39,4.218031005083996,0.3267430422835381,0.8976098144427841
3.4,4.229332446812036,0.32927889222231205,0.9039580316343182
3.41,4.240626932804849,0.33183129126961475,0.9103353572280642
3.42,4.2519143033594995,0.33440028554299434,0.9167417934016627
3.43,4.2631943944145725,0.33698592089417334,0.9231773411834927
3.44,4.274467037474218,0.3395882429052566,0.9296420004432882
3.45,4.28573205953221,0.34220729688494106,0.9361357698827578
3.46,4.296989282995986,0.34484312786472365,0.9426586470262011
3.47,4.308238525610706,0.3474957805951111,0.9492106282111276
3.48,4.319479599403992,0.35016529952190834,0.9557917083614105
3.49,4.330712308319987,0.3528517287358491,0.9624018804693945
3.5,4.341936453502983,0.3555551120778194,0.9690411367766502
3.5100000000000002,4.3531518311202815,0.3582754930923286,0.9757094682980082
3.52,4.364358231998976,0.3610129150178738,0.9824068647483845
3.5300000000000002,4.375555441533383,0.363767420782812,0.9891333145297099
3.54,4.386743239592463,0.36653905300122935,0.9958888047178539
3.5500000000000003,4.3979214004272595,0.3693278539688134,1.0026733210495542
3.56,4.409089692578309,0.37213386565872236,1.0094868479093406
3.5700000000000003,4.420247878783085,0.37495712971745704,1.016329368316464
3.58,4.431395715521622,0.3777976874464924,1.023200863793095
3.59,4.442532950447078,0.38065557970067304,1.0301013135384365
3.6,4.453659326387569,0.3835308470452171,1.03703069575928
3.61,4.46477458027888,0.38642352971322724,1.043988987337068
3.62,4.475878442558614,0.3893336675813621,1.0509761636463812
3.63,4.486970637060516,0.3922613001651908,1.0579921985375662
3.64,4.49805088090882,0.3952064666145493,1.0650370643193685
3.65,4.509118884412573,0.3981692057088951,1.0721107317415608
3.66,4.52017435095998,0.40114955585266354,1.0792131699775755
3.67,4.531216976912733,0.4041475550706226,1.0863443466071327
3.68,4.542246451424553,0.40716324099753287,1.093504227558696
3.69,4.553262454552265,0.4101966507394843,1.1006927761468204
3.7,4.564264659353211,0.4132478210348216,1.1079099542226047
3.71,4.57525273190592,0.4163167882589924,1.1151557222232853
3.72,4.586226330575182,0.41940358837261293,1.1224300388213073
3.73,4.597185105897319,0.4225082569161418,1.12973286090215
3.74,4.608128700465469,0.42563082900455557,1.1370641435421578
3.75,4.619056748814859,0.42877133932202244,1.1444238399863684
3.7600000000000002,4.62996887730808,0.4319298221165784,1.1518119016263426
3.77,4.640864704020371,0.4351063111948005,1.159228277977991
3.7800000000000002,4.651743838624845,0.4383008399161713,1.1666729166577299
3.79,4.662605882254547,0.4415134410372944,1.1741457625513874
3.8000000000000003,4.6734504274044815,0.44474414681507696,1.1816467583754082
3.81,4.684277057836172,0.44799298912642355,1.189175845326837
3.8200000000000003,4.695085348447718,0.45125999936421685,1.1967329625305276
3.83,4.705874865158925,0.4545452084310727,1.204318047012028
3.84,4.716645164796438,0.4578486467330969,1.2119310336704734
3.85,4.727395794978885,0.4611703441736406,1.2195718552514727
3.86,4.738126294002006,0.46451033014705617,1.2272404423199978
3.87,4.748836190723791,0.4678686335324538,1.2349367232332746
3.88,4.759525004449616,0.4712452826874563,1.2426606241136684
3.89,4.77019224641737,0.4746403053265665,1.2504120683394342
3.9,4.7808374201394725,0.4780537284819714,1.2581909763799266
3.91,4.7914600173712785,0.48148557877977155,1.26599726694876
3.92,4.802059520071164,0.48493588228409107,1.2738308563514271
3.93,4.812635400342673,0.4884046644867241,1.2816916584410136
3.94,4.823187120334641,0.4918919502998079,1.2895795845865656
3.95,4.833714132141327,0.4953977640484992,1.2974945436414647
3.96,4.844215877702537,0.4989221294636473,1.3054364419117945
3.97,4.854691788703757,0.5024650696744699,1.3134051831247167
3.98,4.865141286476279,0.5060266072012272,1.3214006683968373
3.99,4.875563784214933,0.5096067638728466,1.329422796008469
4.0,4.885958691847593,0.5132055606586761,1.3374714609557818
4.01,4.896325403884841,0.5168230180513842,1.3455465559284785
4.0200000000000005,4.906663304155734,0.520459155903045,1.3536479708731493
4.03,4.916971766310382,0.524113993398302,1.361775592911182
4.04,4.927250153757653,0.5277875490458276,1.369929306303991
4.05,4.937497819602887,0.5314798406697806,1.3781089924182361
4.0600000000000005,4.947714106585597,0.5351908854012636,1.386314529691049
4.07,4.957898347017173,0.5389206996697802,1.3945457935952543
4.08,4.968049862718598,0.5426692991946944,1.4028026566045964
4.09,4.978167966420846,0.5464366989495535,1.411084988141091
4.1,4.988251971519344,0.5502229129714422,1.4193926544203181
4.11,4.998301177005557,0.5540279546308094,1.427725518599977
4.12,5.00831487079486,0.5578518365600362,1.4360834407036887
4.13,5.018292331508953,0.5616945706106752,1.4444662775636865
4.14,5.02823282851913,0.5655561678429489,1.4528738827847485
4.15,5.038135621989547,0.5694366385152504,1.4613061067081323
4.16,5.047999962920482,0.5733359920736409,1.469762796375506
4.17,5.057825094317962,0.5772542371356885,1.4782437955954562
4.18,5.067610255428316,0.581191381458888,1.4867489452890932
4.19,5.077354674158702,0.5851474319684953,1.4952780827598315
4.2,5.087057569577461,0.5891223947346685,1.5038310418810739
4.21,5.0967181525428265,0.5931162749590262,1.5124076531134594
4.22,5.1063356257973895,0.597129076963888,1.5210077434734592
4.23,5.115909184062573,0.6011608041815172,1.5296311365019737
4.24,5.125438014133095,0.6052114591433618,1.5382776522329265
4.25,5.134921298612694,0.6092810434442413,1.5469471073353607
4.26,5.144358223179985,0.6133695576822371,1.5556393154237276
4.2700000000000005,5.153747960189654,0.6174770015614345,1.56435408624063
4.28,5.163089675332566,0.6216033738359816,1.5730912259382483
4.29,5.1723825284869935,0.6257486722941262,1.5818505370829985
4.3,5.181625673926181,0.6299128937466777,1.590631818629516
4.3100000000000005,5.190818260525918,0.634096034015472,1.5994348658946418
4.32,5.1999594319721005,0.638298087921834,1.608259470531405
4.33,5.209048331975067,0.6425190492657586,1.6171054209817837
4.34,5.218084108667846,0.6467589108066024,1.6259725028514174
4.3500000000000005,5.227065899920544,0.6510176642791657,1.6348604974594418
4.36,5.235992840514081,0.6552953003692372,1.6437691824786076
4.37,5.2448640627217005,0.6595918087013664,1.6526983319450272
4.38,5.253678696628923,0.6639071778271174,1.6616477162429062
4.39,5.26243587045351,0.6682413952133249,1.670617102089276
4.4,5.271134710865423,0.6725944472303501,1.6796062525187276
4.41,5.279774350215938,0.6769663191476248,1.688614927723114
4.42,5.288353927221137,0.681356995122293,1.6976428850812708
4.43,5.296872574623501,0.6857664581741072,1.7066898775773418
4.44,5.305329426453747,0.6901946901810103,1.7157556546445332
4.45,5.313723618516878,0.6946416718675642,1.7248399621703956
4.46,5.322054288828951,0.699107382793331,1.7339425424960175
4.47,5.330320578053839,0.7035918013412499,1.7430631344152074
4.48,5.33852162994605,0.7080949047060711,1.7522014731747482
4.49,5.346656599608838,0.7126166689523594,1.761357291850197
4.5,5.35472464991683,0.7171570689671418,1.7705303206385585
