t,cyclin_CDK_active,cyclin,cyclin_CDK_inactive,APC,wee1,Cdc25_2P,CKI,cyclin_CDK_CKI,cyclin_CDK_CKI_P,Cdc25,Cdc25_P,wee1_P
0.12,0.07341744824539868,17.34099301229963,12.747499686516854,1.5465577096296396e-06,1.1230619027499995,0.00041695479052604624,0.0,0.0,0.0,11.23050976445201,0.07702960902694671,0.007733730076948967
0.13,0.07755777131017098,18.417932501664566,13.764792349007841,1.6882096576093548e-06,1.2101771253874691,0.0005110117911571999,0.0,0.0,0.0,12.101629663086877,0.08831623305121036,0.008868565405455706
0.14,0.08211917132971346,19.472244051325006,14.750573980163479,1.846711736128888e-06,1.2963366706389738,0.0006185794826850672,0.0,0.0,0.0,12.96318667250784,0.10037120811436907,0.010080975371515886
0.15,0.0870209135978947,20.50424121628349,15.705696723984836,2.024603785421673e-06,1.3815470575551545,0.0007409584564017144,0.0,0.0,0.0,13.815245293536705,0.11321610548782102,0.011373178192938472
0.16,0.09219221662278974,21.514188213870753,16.63104534037839,2.224354614810081e-06,1.4658151616459913,0.000879501801689285,0.0,0.0,0.0,14.657873539997702,0.12686806157049693,0.01274694869099774
0.17,0.09757138518956929,22.502329413628704,17.52750929056608,2.4483473458613965e-06,1.5491482924102136,0.0010355932640097032,0.0,0.0,0.0,15.491143715714518,0.14133903140248852,0.014203541627888245
0.18,0.10310498545411019,23.468904182895297,18.39596841791835,2.698863506033969e-06,1.6315542304081905,0.001210625810699997,0.0,0.0,0.0,16.31513278880103,0.15663544431270784,0.01574365548425389
0.19,0.10874705150783247,24.414154718261575,19.237285164553523,2.9780679199972806e-06,1.7130412344987926,0.0014059806704995155,0.0,0.0,0.0,17.12992246926285,0.1727581558286469,0.017367426077408148
0.2,0.11445835134314557,25.338329346528575,20.052301046666347,3.287996271471747e-06,1.7936180253703604,0.0016230079688770518,0.0,0.0,0.0,17.935599050852723,0.18970263353296424,0.01907444386509662
0.21,0.12020569577977837,26.24168412579635,20.84183476151755,3.6305459791513888e-06,1.8732937515934287,0.0018630089627693646,0.0,0.0,0.0,18.732253079229213,0.20745931499320572,0.020863788725090985
0.22,0.1259612950508347,27.124483114610975,21.60668158432934,4.007470651790787e-06,1.9520779438470046,0.0021272203743476657,0.0,0.0,0.0,19.519978902652294,0.2260140809895084,0.02273407655461127
0.23,0.1317021657036419,27.986998180114412,22.347613251020974,4.420378289535578e-06,2.0299804612498624,0.0024168012297003066,0.0,0.0,0.0,20.298874144176224,0.24534880463240322,0.02468351375397094
0.24,0.1374096026203962,28.829508531683103,23.065378154230824,4.870732572470756e-06,2.1070114359543006,0.0027328225331219487,0.0,0.0,0.0,21.069039156248273,0.2654419148246916,0.0267099534063087
0.25,0.1430686122594808,29.65229997149575,23.76070181661596,5.359857627411702e-06,2.183181206081399,0.003076257973600169,0.0,0.0,0.0,21.830576359938703,0.28626907514703814,0.028810963224536086
0.26,0.14866751475886467,30.45566427007006,24.434287343460955,5.888944399411882e-06,2.258500265107053,0.0034479799662841515,0.0,0.0,0.0,22.583589746636388,0.3078036932299736,0.03098387687621235
0.27,0.15419750035929788,31.239898526985108,25.086815897277635,6.459059653923996e-06,2.3329792024006184,0.0038487563677101627,0.0,0.0,0.0,23.328184291733788,0.33001751839803595,0.03322585424933572
0.28,0.15965223381616883,32.00530439664754,25.71894733867489,7.071156418890081e-06,2.4066286474763903,0.004279249659081476,0.0,0.0,0.0,24.064465404540968,0.35288120040791576,0.035533937984407085
0.29,0.16502751014019312,32.752187365697466,26.331320855528194,7.726085046639455e-06,2.479459221945993,0.004740018773573594,0.0,0.0,0.0,24.7925384543457,0.3763647692003248,0.03790510228596766
0.3,0.1703209422731939,33.48085620112228,26.92455546374814,8.424604885120666e-06,2.5514814960687047,0.005231522814610076,0.0,0.0,0.0,25.5125083415153,0.4004380676690165,0.040336297131188616
0.31,0.17553167454205562,34.19162237226327,27.49925055790744,9.167396368954989e-06,2.622705948128686,0.005754126042405285,0.0,0.0,0.0,26.224479095798415,0.4250711558960301,0.04282448964499978
0.32,0.18066013303761833,34.88479933588102,28.055986613872047,9.955072862404746e-06,2.693142931060566,0.006308104565353997,0.0,0.0,0.0,26.928553546038824,0.4502346421880141,0.04536669821865416
0.33,0.1857078009801691,35.56070200974951,28.5953257366276,1.0788192172710614e-05,2.7628026435005815,0.006893653907609177,0.0,0.0,0.0,27.62483303316909,0.47589996988768923,0.047960022195858126
0.34,0.19067702149717272,36.219646403036684,29.117812082656158,1.1667267566655822e-05,2.8316951057435795,0.007510897314839477,0.0,0.0,0.0,28.31341717117373,0.5020396554031934,0.05060166664559836
0.35000000000000003,0.19557082480440455,36.86194902950895,29.623972499280534,1.2592778117194519e-05,2.8998301406297635,0.008159894627001719,0.0,0.0,0.0,28.994403656413176,0.5286274772368432,0.053288962197940354
0.36,0.20039277793687768,37.48792635501177,30.11431714712565,1.3565178311510007e-05,2.9672173587379174,0.008840651404070516,0.0,0.0,0.0,29.66788811909892,0.5556386225378113,0.056019380566164206
0.37,0.20514685524787377,38.09789445832411,30.58933993851657,1.4584906870215424e-05,3.0338661475101403,0.00955312809874854,0.0,0.0,0.0,30.333964013267515,0.5830497950391378,0.058790546130401106
0.38,0.20983732964321974,38.69216876213083,31.049518923918722,1.5652394681482648e-05,3.0997856642850756,0.010297249106722785,0.0,0.0,0.0,30.992722545040962,0.6108392847540633,0.06160024360510035
0.39,0.21446867682412687,39.2710634328538,31.495316992299184,1.6768072071247417e-05,3.164984831760296,0.011072911539168073,0.0,0.0,0.0,31.64425262468397,0.6389870140943893,0.0644464232714572
0.4,0.21904549850968744,39.83489103203536,31.927182350347866,1.7932375157206726e-05,3.2294723369005744,0.01187999362242534,0.0,0.0,0.0,32.288640852461214,0.667474550483203,0.06732720275611086
0.41000000000000003,0.22357245829900174,40.38396244812224,32.3455487504851,1.9145751526621947e-05,3.293256631808926,0.012718362598269436,0.0,0.0,0.0,32.92597152374886,0.6962851001485927,0.07024086684064729
0.42,0.2280542290054189,40.91858638843619,32.75083613241768,2.0408665238465735e-05,3.356345936497285,0.013587882087782052,0.0,0.0,0.0,33.556326652793196,0.7254034837380843,0.07318586536462222
0.43,0.23249545083955023,41.43906898906295,33.14345116335529,2.172160120726063e-05,3.418748243322218,0.014488418904751561,0.0,0.0,0.0,34.17978601285407,0.7548160960583145,0.07616080945949738
0.44,0.2369006996215427,41.94571382770483,33.52378741178014,2.3085069018519944e-05,3.4804713226031834,0.015419849236610302,0.0,0.0,0.0,34.79642718802465,0.7845108546854606,0.07916446659149
0.45,0.24127446325938956,42.438821596013774,33.892225836499804,2.4499606161155633e-05,3.541522728994053,0.016382064073619952,0.0,0.0,0.0,35.40632563260578,0.8144771415367192,0.0821957548275594
0.46,0.24562112288777024,42.918689719148276,34.24913533865602,2.596578105821581e-05,3.6019098087417594,0.01737497441823244,0.0,0.0,0.0,36.00955473912476,0.84470573628644,0.08525373624118393
0.47000000000000003,0.24994494202323986,43.385612320668166,34.59487299404799,2.748419558736221e-05,3.6616397072943534,0.01839851568079592,0.0,0.0,0.0,36.606185909984404,0.875188746709735,0.08833760994314065
0.48,0.2542500602215675,43.839880030554184,34.92978443086922,2.9055487278284917e-05,3.7207193769786953,0.01945265151921197,0.0,0.0,0.0,37.19628862996686,0.9059195385549242,0.09144670502540557
0.49,0.2585404902263299,44.28177973845522,35.25420427752405,3.0680331446119165e-05,3.7791555852406455,0.020537377474960268,0.0,0.0,0.0,37.779930544169964,0.9368926606092248,0.0945804729847709
0.5,0.2628201192633312,44.711594524575794,35.56845642346327,3.235944286713398e-05,3.836954921827237,0.021652723719597138,0.0,0.0,0.0,38.35717752605496,0.9681037796823306,0.09773848111845275
0.51,0.26709271232317117,45.129603463180864,35.87285442614441,3.409357757306774e-05,3.8941238066892083,0.022798757873525713,0.0,0.0,0.0,38.92809375237041,0.9995496093453569,0.10092040526972167
0.52,0.27136191810101523,45.536081553264445,36.16770178883723,3.588353441137635e-05,3.9506684970380106,0.023975587216219583,0.0,0.0,0.0,39.49274177007656,1.0312278467999885,0.10412602337126718
0.53,0.2756312750918262,45.93129960328482,36.45329225169245,3.773015633913708e-05,4.006595093123363,0.025183360413401825,0.0,0.0,0.0,40.0511825511754,1.063137121398178,0.10735521017533521
0.54,0.27990422251734837,46.31552402586267,36.72991028943989,3.963433255402252e-05,4.061909547606606,0.026422270248816247,0.0,0.0,0.0,40.60347558166883,1.0952769113556098,0.1106079287207214
0.55,0.2841841082766164,46.689016861021585,36.99783123067956,4.159699945255901e-05,4.11661766843074,0.027692554171889414,0.0,0.0,0.0,41.14967888860032,1.127647519800819,0.11388422782656443
0.56,0.288474199776187,47.05203577205977,37.257321510777196,4.361914237591321e-05,4.170725125297268,0.028994496098054216,0.0,0.0,0.0,41.68984910140384,1.1602500182239592,0.11718423627531865
0.5700000000000001,0.2927776951250323,47.404834102736196,37.508638846602885,4.5701797242159295e-05,4.224237454677824,0.030328427787230022,0.0,0.0,0.0,42.22404149928903,1.1930862035655285,0.12050815838635577
0.58,0.2970977331106875,47.747660453911976,37.7520328604763,4.784605239451804e-05,4.277160064326441,0.03169473034220578,0.0,0.0,0.0,42.75231005383535,1.2261585600779978,0.12385627009911551
0.59,0.3014374023886898,48.08075869157944,37.98774525365294,5.0053050049029825e-05,4.329498236464926,0.033093835170230464,0.0,0.0,0.0,43.27470745886187,1.2594702330846177,0.12722891624674643
0.6,0.3057997573566086,48.40436798841618,38.216010077191186,5.232398892139409e-05,4.381257132535854,0.034526225596341276,0.0,0.0,0.0,43.79128517479106,1.293024990777135,0.1306265065806003
0.61,0.31018782607178175,48.718723418330136,38.437053322564694,5.466012566823433e-05,4.432441794751292,0.03599243787434479,0.0,0.0,0.0,44.30209344303753,1.3268272122281932,0.13404951456271666
0.62,0.3146046205848612,49.02405493707235,38.65109412709649,5.706277749999614e-05,4.48305714917763,0.03749306284922946,0.0,0.0,0.0,44.80718131438925,1.3608818639188263,0.1374984749381023
0.63,0.31905314912603316,49.320588015723715,38.858344399503444,5.953332454106646e-05,4.53310800766219,0.03902874737988725,0.0,0.0,0.0,45.306596666438566,1.3951944859720422,0.14097398231686145
0.64,0.32353642645029723,49.60854333090195,39.05900916650099,6.207321354670488e-05,4.582599067745536,0.04060019690198188,0.0,0.0,0.0,45.80038620033582,1.4297711903006125,0.1444766910083077
0.65,0.328057483728689,49.88813701185499,39.253286988629114,6.468395806825707e-05,4.631534918158925,0.0422081749148811,0.0,0.0,0.0,46.28859549535086,1.4646186326849862,0.14800731213615034
0.66,0.33261937884858894,50.15958064113171,39.44136991310961,6.736714307270251e-05,4.679920036798669,0.043853506400045435,0.0,0.0,0.0,46.77126898617187,1.4997440247655716,0.15156661493508136
0.67,0.33722520702949005,50.42308116833588,39.62344387611559,7.01244277846261e-05,4.727758792264379,0.04553707951423652,0.0,0.0,0.0,47.24844997670741,1.5351551287710528,0.15515542623489328
0.68,0.3418781101968582,50.67884071391529,39.79968875993167,7.295755059546919e-05,4.775055440933356,0.0472598492428873,0.0,0.0,0.0,47.72018060829171,1.5708602752130632,0.1587746323414127
0.6900000000000001,0.34658128735996613,50.927057277310524,39.970278329852775,7.58683314739479e-05,4.821814129464047,0.04902283881817544,0.0,0.0,0.0,48.186501884211474,1.606868359907088,0.16242517882962818
0.7000000000000001,0.35133800561576833,51.16792427821371,40.13537996007959,7.885868096553346e-05,4.868038885723079,0.050827146852616106,0.0,0.0,0.0,48.64745357443146,1.6431888934415206,0.16610807574948158
0.71,0.3561516131822549,51.401630253609305,40.29515678152621,8.193059552696496e-05,4.913733635563692,0.05267394195998738,0.0,0.0,0.0,49.10307438515539,1.679831921637205,0.1698243893115673
0.72,0.36102554299548684,51.62835894772727,40.44976666973436,8.508616710506551e-05,4.958902189624399,0.05456447118999631,0.0,0.0,0.0,49.55340182331045,1.7168081052698325,0.1735752503526298
0.73,0.36596331730204257,51.84828974585413,40.59936280941254,8.832758192243127e-05,5.003548249694042,0.05650005866580497,0.0,0.0,0.0,49.99847226165274,1.7541287003015649,0.1773618523679709
0.74,0.3709686024148403,52.06159774413378,40.744090820786454,9.165716163639392e-05,5.047675368676136,0.05848213835767685,0.0,0.0,0.0,50.438320518569256,1.7918057885542515,0.18118547587198405
0.75,0.37604514031941616,52.26845574276307,40.884093070724234,9.507729623716075e-05,5.091287027323241,0.06051219951992264,0.0,0.0,0.0,50.87298065816558,1.8298518589390909,0.18504744433921963
0.76,0.38119683676191723,52.46903035796882,41.01950673260997,9.859052316832046e-05,5.134386554680777,0.06259185044821575,0.0,0.0,0.0,51.30248515727421,1.8682802710849353,0.18894917319996118
0.77,0.3864277293434537,52.66348333481352,41.150465509547814,0.00010219949718925049,5.17697716251969,0.064722794054868,0.0,0.0,0.0,51.72686526505526,1.9071050761979156,0.19289215101111667
0.78,0.3917420129566749,52.851973417400764,41.277097682621786,0.00010590700277222519,5.219061937734417,0.06690683791988174,0.0,0.0,0.0,52.14615092163068,1.9463410710423172,0.19687794532487332
0.79,0.3971440554351374,53.03465499120699,41.39952725691124,0.00010971596676778337,5.260643834040302,0.0691459044563566,0.0,0.0,0.0,52.5603706696893,1.9860038651250336,0.20090820988677024
0.8,0.40263841095427266,53.21167818946801,41.51787394955403,0.0001136294676102296,5.301725666982395,0.07144203843552872,0.0,0.0,0.0,52.96955160124961,2.026109926806358,0.20498468966675693
0.81,0.40822983498467913,53.383189039397166,41.632253309522454,0.00011765074393314394,5.342310110608401,0.07379741390564076,0.0,0.0,0.0,53.373719321077076,2.0666766221557036,0.20910922510544355
0.8200000000000001,0.41392329452018906,53.549329597364,41.74277726664725,0.00012178319637838157,5.382399701323977,0.07621433542795455,0.0,0.0,0.0,53.77289798412655,2.1077222097787973,0.2132837516093563
0.8300000000000001,0.4197239898484049,53.710238073176534,41.8495536107125,0.00012603040668536156,5.421996823542307,0.07869525468680369,0.0,0.0,0.0,54.16711014530299,2.149265948370012,0.2175103112936763
0.84,0.4256373709729169,53.86604894894999,41.95268615453921,0.00013039614696470927,5.4611037063311985,0.0812427781421237,0.0,0.0,0.0,54.55637672216438,2.191328137922766,0.2217910574917311
0.85,0.4316691574218595,54.01689292302003,42.05227494155559,0.00013488439196690071,5.499722417699229,0.08385967726432315,0.0,0.0,0.0,54.94071693271817,2.233930176898726,0.226128260988896
0.86,0.43782535884687257,54.162896639911764,42.14841662915633,0.00013949933279504623,5.537854857978573,0.08654890027649458,0.0,0.0,0.0,55.32014822372316,2.2770946265953027,0.230524317080926
0.87,0.4441122976010629,54.30418295583699,42.2412043713215,0.00014424539219717321,5.575502751984831,0.0893135854765026,0.0,0.0,0.0,55.6946861865072,2.3208452863950946,0.2349817538530511
0.88,0.4505366296836225,54.440871093824484,42.33072777759161,0.00014912723793332719,5.612667642465737,0.09215707278425458,0.0,0.0,0.0,56.064344486092594,2.3652072567334765,0.23950323909529858
0.89,0.45710537591318906,54.573076913427506,42.41707279955087,0.00015414980272523274,5.649350880280375,0.09508292106910342,0.0,0.0,0.0,56.42913475499072,2.4102070330126217,0.24409159062687316
0.9,0.46382594861356874,54.70091259242818,42.500322122267924,0.00015931830286688558,5.6855536150854,0.09809492455649452,0.0,0.0,0.0,56.789066492643904,2.4558725937349815,0.24874978600814124
0.91,0.47070617726580555,54.824486589107025,42.58055528266402,0.00016463825571722422,5.721276786556667,0.10119712829316173,0.0,0.0,0.0,57.144146970702764,2.502233483306055,0.2534809716735341
0.92,0.47775434281316537,54.94390361951413,42.657848792222566,0.0001701155029409301,5.7565211127746245,0.10439384875382088,0.0,0.0,0.0,57.4943811076312,2.5493209213144565,0.2582884749953263
0.93,0.484979219717571,55.05926513535796,42.73227578259647,0.00017575623747696545,5.791287077008295,0.1076896979506572,0.0,0.0,0.0,57.83977132570717,2.597167925902794,0.2631758179477701
0.9400000000000001,0.49239010912100845,55.17066927787401,42.80390610483038,0.0001815670259651342,5.82557491660679,0.11108960361076604,0.0,0.0,0.0,58.18031743095504,2.6458094169710464,0.2681467285468986
0.9500000000000001,0.49999687866746184,55.2782108200694,42.872806447840155,0.0001875548357956533,5.859384609594009,0.11459883356619656,0.0,0.0,0.0,58.51601646827864,2.6952823405633115,0.2732051546468081
0.96,0.507810015938854,55.38198078144366,42.93904075969457,0.00019372707247004414,5.892715856083332,0.11822302969827238,0.0,0.0,0.0,58.84686252072752,2.7456258404147653,0.2783552830007271
0.97,0.5158406745362243,55.482066732888136,43.00266999483998,0.00020009160991322383,5.9255680635380275,0.12196823570241029,0.0,0.0,0.0,59.17284654996186,2.79688139298525,0.2836015543269279
0.98,0.524100724131864,55.57855295125527,43.06375200185882,0.0002066568238312749,5.9579403305238365,0.12584092768801883,0.0,0.0,0.0,59.49395622043694,2.8490929562203906,0.28894867991070117
0.99,0.5326028212608636,55.67152068881691,43.12234129928213,0.00021343163868443827,5.989831423958103,0.12984805748307032,0.0,0.0,0.0,59.810175653099805,2.902307177065253,0.2944016648067119
1.0,0.5413604737321493,55.76104770083588,43.17848950806696,0.00022042557244934054,6.021239757384427,0.1339970943212018,0.0,0.0,0.0,60.12148519026082,2.9565735884258606,0.2999658299163638
1.01,0.5503880971110201,55.847208287545065,43.23224531736422,0.00022764877532044616,6.052163372221233,0.13829606094990757,0.0,0.0,0.0,60.427861192852305,3.0119447790458413,0.3056468310635746
1.02,0.5597011166015167,55.9300730116835,43.28365470385573,0.0002351121022191201,6.08259990272073,0.14275360243720314,0.0,0.0,0.0,60.72927566208262,3.0684767076677164,0.31145069449802526
1.03,0.5693160539232213,56.00970906134315,43.33276057711096,0.00024282716713272664,6.112546550459545,0.14737903622955734,0.0,0.0,0.0,61.02569596163683,3.1262289347817735,0.31738384280527343
1.04,0.5792506065072262,56.08618056163944,43.37960239005289,0.00025080639182932426,6.142000062296251,0.1521823981137139,0.0,0.0,0.0,61.31708457672531,3.185264818911321,0.32345311707878494
1.05,0.5895237741330691,56.15954843918848,43.42421621508676,0.0002590630968605925,6.1709566870780534,0.1571745301966573,0.0,0.0,0.0,61.60339864691393,3.2456519014915024,0.3296658207821574
1.06,0.6001559643006896,56.22987042845627,43.4666346374709,0.0002676115734280614,6.199412142275936,0.16236715034382007,0.0,0.0,0.0,61.884589604398506,3.30746220206325,0.3360297534046237
1.07,0.6111691249528094,56.29719953986185,43.50688802714393,0.0002764671818889419,6.227361566674658,0.16777294742585167,0.0,0.0,0.0,62.16060266312283,3.370772637477977,0.34255325812800946
1.08,0.622586878366996,56.36158456186849,43.545003950518,0.0002856464393707818,6.254799480678131,0.1734056661022085,0.0,0.0,0.0,62.43137638710478,3.4356653723276787,0.3492452618753357
1.09,0.6344347287698562,56.42307312385736,43.58100410574139,0.0002951671374701935,6.2817197378419065,0.17928022139559574,0.0,0.0,0.0,62.6968421562852,3.5022282417219346,0.35611532409836727
1.1,0.6467401980795314,56.481707934991334,43.61490763615521,0.0003050484572265023,6.308115468346287,0.18541281208801405,0.0,0.0,0.0,62.95692355923933,3.5705552490476995,0.36317369369121744
1.11,0.6595330350065078,56.53752575760447,43.64673178067848,0.00031531112200400003,6.333979009155279,0.19182107471185744,0.0,0.0,0.0,63.211535638018816,3.6407471700509557,0.370431379122885
1.12,0.6728454590081419,56.590562394480365,43.67648699664412,0.00032597753101411243,6.359301850326808,0.19852421450294663,0.0,0.0,0.0,63.46058429533376,3.7129120182719655,0.3779002024840607
1.1300000000000001,0.6867123896784482,56.64084751236364,43.70418139537612,0.00033707194091916353,6.384074551549111,0.205543189261115,0.0,0.0,0.0,63.703965392209454,3.7871657668341134,0.38559288328135954
1.1400000000000001,0.7011717409076356,56.68840728527276,43.72981790642759,0.0003486206522831747,6.408286663282022,0.21290089825794067,0.0,0.0,0.0,63.94156388692829,3.8636330238246184,0.3935231176190645
1.1500000000000001,0.7162647325511016,56.73326286567131,43.75339523684756,0.0003606522272490846,6.431926632509271,0.22062240483493137,0.0,0.0,0.0,64.17325280951164,3.9424478385041417,0.4017056727758005
1.16,0.7320362464220245,56.77543082525474,43.7749069497734,0.00037319772769717766,6.454981702105837,0.22873518183620434,0.0,0.0,0.0,64.39889216425783,4.023754556511655,0.4101564881547325
1.17,0.7485352313779118,56.81492255520223,43.79434141745305,0.00038629099090533377,6.477437794886084,0.23726939808957992,0.0,0.0,0.0,64.61832766522254,4.107708801129359,0.41889279155806375
1.18,0.765815134907701,56.851744127357016,43.811681303705754,0.0003999689215021707,6.499279392417696,0.24625822491216132,0.0,0.0,0.0,64.83138941369829,4.194478492306102,0.42793322067395856
1.19,0.7839344589438865,56.88589588380034,43.82690310165881,0.00041427186875704543,6.520489379681626,0.25573823564536663,0.0,0.0,0.0,65.03789020241369,4.2842451463848965,0.4372979787627687
1.2,0.8029572966981201,56.91737202506736,43.83997669602964,0.0004292439837972096,6.541048900410704,0.2657497866557572,0.0,0.0,0.0,65.23762393230518,4.377205081020769,0.4470089795874666
1.21,0.8229540123802006,56.94616020961782,43.850864690260856,0.0004449336803882923,6.560937171974816,0.2763375167759249,0.0,0.0,0.0,65.43036358897692,4.473570942547155,0.4570900328551844
1.22,0.844001984666863,56.97224101461838,43.85952175342212,0.00046139413758660374,6.580131284617727,0.2875508968989755,0.0,0.0,0.0,65.61585904691762,4.573573355156694,0.4675670452796013
1.23,0.8661864705992847,56.995587306136514,43.86589387174989,0.00047868387237927855,6.598605977727311,0.2994448632096677,0.0,0.0,0.0,65.79383461539595,4.6774627447681185,0.4784682446100614
1.24,0.8896015781084661,57.0161636267766,43.86991740507998,0.0004968673907700151,6.616333386224336,0.3120805474475701,0.0,0.0,0.0,65.96398625890562,4.78551139128607,0.48982443353958915
1.25,0.9143513890361177,57.03392542546889,43.871518054815844,0.0005160159359328828,6.63328275278757,0.3255261290654272,0.0,0.0,0.0,66.12597843976948,4.8980157367759185,0.5016692777735108
1.26,0.9405512653917129,57.04881812266684,43.87060970245385,0.0005362083500952481,6.6494201002623345,0.33985783074695686,0.0,0.0,0.0,66.27944051864918,5.015298992340481,0.5140396339113245
1.27,0.9683293212575054,57.060776043605955,43.8670931200186,0.000557532036094435,6.6647078698847295,0.3551610457557756,0.0,0.0,0.0,66.42396277401953,5.137713994182896,0.5269759115110891
1.28,0.9978281491503465,57.069721404533595,43.86085423703508,0.0005800840844468919,6.6791045013285535,0.3715316889119386,0.0,0.0,0.0,66.55909177991226,5.265646477734221,0.5405224933272894
1.29,1.0292068058172716,57.07556295223427,43.85176232916912,0.0006039725607806778,6.692563955589165,0.38907776831723645,0.0,0.0,0.0,66.68432515034381,5.399518764322403,0.5547282127091787
1.3,1.0626431244931014,57.078194297814385,43.839668004072564,0.0006293179819685054,6.705035174217217,0.40792122776326506,0.0,0.0,0.0,66.79910557117914,5.539793889695062,0.5696468946465277
1.31,1.098336415991588,57.0774919553945,43.824400883977226,0.0006562550125620827,6.716461463508935,0.42820011543797654,0.0,0.0,0.0,66.90281399145304,5.686980246758263,0.5853379718559921
1.32,1.1365106097548006,57.07331369773987,43.80576632766437,0.0006849344235105686,6.72677978343538,0.4500711618734235,0.0,0.0,0.0,66.9947617610845,5.841636872653439,0.6018671961257548
1.33,1.1774179418556368,57.06549616161346,43.78354204396785,0.0007155253423814486,6.735919934938071,0.4737128325723242,0.0,0.0,0.0,67.07418162658892,6.004379403130418,0.6193074512910931
1.34,1.2213432918953318,57.05385144246342,43.75747468678355,0.0007482178419379982,6.743803627731998,0.49932896159025275,0.0,0.0,0.0,67.14021738298057,6.175886789747518,0.6377396856998347
1.35,1.2686092800689162,57.03816400462618,43.7272750503636,0.0007832259099603719,6.7503434075081366,0.5271530871119974,0.0,0.0,0.0,67.19191194961597,6.35690889110994,0.6572539852756527
1.36,1.319582313786121,57.018187710299166,43.69261177935002,0.0008207908680282745,6.755441412355298,0.5574536764556082,0.0,0.0,0.0,67.22819352702786,6.548275093663361,0.6779508173593837
1.37,1.3746797447161945,56.99364045850797,43.65310568820288,0.0008611852730478978,6.758987941216213,0.5905403971485733,0.0,0.0,0.0,67.24785962350605,6.750904016642363,0.6999424625134851
1.3800000000000001,1.4343783865811592,56.9641980667818,43.608322835477324,0.0009047173660446602,6.760859793851464,0.6267717087297113,0.0,0.0,0.0,67.2495584964692,6.965814481476307,0.7233546748160585
1.3900000000000001,1.4992247115893353,56.92949043293038,43.55776313224099,0.0009517361121576181,6.760918344643552,0.6665640787151119,0.0,0.0,0.0,67.23176757369426,7.194137877147828,0.7483286083121664
1.4000000000000001,1.5698470475022173,56.88909315639261,43.5008503195655,0.001002636862056355,6.7590073075113235,0.7104032147768272,0.0,0.0,0.0,67.19276834457455,7.4371320392844105,0.7750230523522534
1.41,1.6469701823075706,56.84251602263902,43.43692144938529,0.001057867649043302,6.754950126111043,0.7588578224208891,0.0,0.0,0.0,67.13061698028838,7.696196874815128,0.8036170416413947
1.42,1.7314331030313153,56.7891968837557,43.36520712111668,0.0011179360671360553,6.748546947840923,0.8125965042443317,0.0,0.0,0.0,67.04311014803794,7.972891650953157,0.8343128824826179
1.43,1.8242103748395626,56.7284891377499,43.284812597147365,0.0011834166353474648,6.7395710940857345,0.872408612332835,0.0,0.0,0.0,66.9277450107807,8.26895414552036,0.8673396827776522
