t,T,VI,T_,VNI,Cc
0.5,999999.9968931591,0.205248653584318,1.0003577802260577,0.8823488064113609,3.691118728260001e-06
0.51,999999.9968439939,0.2070730889140272,1.0003060022381263,0.8804665937468171,3.650738918369189e-06
0.52,999999.9967943942,0.20891029949956036,1.0002536843449372,0.8785718500286163,3.6108008523421657e-06
0.53,999999.996744357,0.21076018911580682,1.0002008222407954,0.8766645006051393,3.571299697623531e-06
0.54,999999.9966938795,0.21262268257770367,1.000147411685544,0.8747444847723191,3.532230674527943e-06
0.55,999999.9966429584,0.2144977198795905,1.000093448515281,0.872811752534815,3.493589055656671e-06
0.56,999999.9965915909,0.21638525359941221,1.0000389286491922,0.8708662631936438,3.4553701653291833e-06
0.5700000000000001,999999.9965397741,0.21828524411038994,0.9999838480987164,0.8689079827068363,3.417569379004988e-06
0.58,999999.9964875052,0.2201976620008323,0.9999282029670129,0.8669368850802561,3.380182122751343e-06
0.59,999999.9964347808,0.22212248067680174,0.9998719894620512,0.8649529482682671,3.3432038726530036e-06
0.6,999999.9963815983,0.22405968014478833,0.9998152038940928,0.8629561563225199,3.306630154303061e-06
0.61,999999.9963279548,0.22600924223130353,0.9997578426855448,0.8609464967552924,3.2704565422356217e-06
0.62,999999.9962738472,0.22797115085906458,0.9996999023734301,0.8589239607274253,3.2346786593966887e-06
0.63,999999.9962192728,0.22994539133161127,0.9996413796137403,0.8568885426808516,3.1992921766269615e-06
0.64,999999.9961642287,0.23193194916459198,0.9995822711858166,0.8548402397203538,3.1642928121196524e-06
0.65,999999.9961087117,0.23393081075649882,0.9995225739947814,0.852779052018918,3.129676330929757e-06
0.66,999999.9960527192,0.23594195984258037,0.9994622850792626,0.8507049808733516,3.095438544379437e-06
0.67,999999.9959962481,0.23796538339923204,0.9994014016074056,0.8486180320216107,3.0615753097195042e-06
0.68,999999.9959392955,0.2400010637889266,0.9993399208895167,0.8465182113044094,3.028082529393485e-06
0.6900000000000001,999999.9958818587,0.24204898457834736,0.9992778403747402,0.8444055279259733,2.9949561507514746e-06
0.7000000000000001,999999.9958239347,0.24410912852707828,0.9992151576566008,0.8422799933680979,2.9621921654745816e-06
0.71,999999.9957655206,0.2461814760048511,0.9991518704780478,0.8401416205411819,2.929786609027238e-06
0.72,999999.9957066135,0.24826600738606727,0.9990879767326112,0.8379904251296559,2.897735560366295e-06
0.73,999999.9956472106,0.250362700834272,0.9990234744695436,0.8358264244101206,2.8660351412053696e-06
0.74,999999.995587309,0.2524715332660167,0.9989583618974783,0.8336496377866518,2.8346815158155607e-06
0.75,999999.9955269059,0.2545924798995882,0.9988926373871233,0.8314600865901167,2.803670890337966e-06
0.76,999999.9954659983,0.2567255143259196,0.998826299475466,0.8292577941295368,2.772999512444908e-06
0.77,999999.9954045834,0.25887060847550314,0.9987593468694479,0.8270427856971159,2.7426636708983756e-06
0.78,999999.9953426585,0.26102773235886273,0.9986917784491198,0.824815088460425,2.712659694993379e-06
0.79,999999.9952802206,0.26319685532360493,0.9986235932708474,0.8225747321522665,2.682983954430169e-06
0.8,999999.9952172671,0.26537794337118525,0.9985547905723146,0.8203217476645099,2.653632858264263e-06
0.81,999999.9951537949,0.26757096096257393,0.9984853697750291,0.8180561680351933,2.6246028548632145e-06
0.8200000000000001,999999.9950898013,0.26977587130093095,0.9984153304880539,0.8157780286055901,2.595890431606222e-06
0.8300000000000001,999999.9950252835,0.2719926368803971,0.998344672511498,0.8134873673236404,2.5674921146225505e-06
0.84,999999.9949602388,0.27422121626552,0.9982733958406281,0.8111842231161008,2.5394044673272427e-06
0.85,999999.9948946644,0.27646156681161127,0.9982015006690018,0.8088686373046063,2.511624090852425e-06
0.86,999999.9948285574,0.27871364480793964,0.9981289873931776,0.8065406536354786,2.484147624032024e-06
0.87,999999.9947619152,0.28097740466996235,0.9980558566154729,0.8042003179427333,2.456971742395475e-06
0.88,999999.9946947349,0.2832527982388572,0.9979821091468379,0.8018476778584512,2.43009315723914e-06
0.89,999999.994627014,0.2855397758318927,0.9979077460116152,0.799482783295978,2.403508615965628e-06
0.9,999999.9945587496,0.2878382859341108,0.9978327684530076,0.7971056861815892,2.3772149024166597e-06
0.91,999999.9944899391,0.29014827512504004,0.9977571779332158,0.7947164406802585,2.3512088348625977e-06
0.92,999999.9944205795,0.29246968809604734,0.9976809761386406,0.7923151031141255,2.325487266293955e-06
0.93,999999.9943506686,0.29480246763372175,0.9976041649839141,0.7899017319421857,2.3000470841843683e-06
0.9400000000000001,999999.9942802034,0.2971465543596832,0.9975267466172947,0.7874763874547623,2.274885210950379e-06
0.9500000000000001,999999.9942091814,0.2995018872128619,0.9974487234203432,0.7850391324533625,2.249998601568758e-06
0.96,999999.9941375998,0.30186840308075363,0.9973700980144796,0.782590031776872,2.2253842446018355e-06
0.97,999999.9940654561,0.3042460369500956,0.9972908732639834,0.7801291524195864,2.201039161659374e-06
0.98,999999.9939927477,0.30663472206238424,0.9972110522797233,0.7776565635215614,2.176960407458631e-06
0.99,999999.9939194721,0.3090343893971175,0.9971306384227359,0.7751723364233464,2.1531450680878854e-06
1.0,999999.9938456265,0.31144496806761013,0.9970496353080092,0.7726765446333208,2.129590261708649e-06
1.01,999999.9937712085,0.3138663856438225,0.996968046806801,0.7701692638933545,2.1062931387341742e-06
1.02,999999.9936962154,0.31629856775963316,0.9968858770515178,0.7676505721414549,2.08325088071306e-06
1.03,999999.993620645,0.31874143753308243,0.9968031304411724,0.7651205494532559,2.060460698853646e-06
1.04,999999.9935444946,0.3211949164030603,0.9967198116424638,0.7625792781437445,2.037919835268842e-06
1.05,999999.9934677618,0.3236589238457305,0.9966359255943192,0.7600268427422556,2.0156255620693665e-06
1.06,999999.993390444,0.326133377434513,0.996551477511197,0.757463329978184,1.9935751811834706e-06
1.07,999999.9933125388,0.32861819412167176,0.9964664728792608,0.7548888283742965,1.971766027779017e-06
1.08,999999.9932340439,0.33111328714385885,0.9963809174780879,0.7523034292456998,1.9501954607811677e-06
1.09,999999.9931549568,0.33361856849047444,0.996294817369919,0.7497072259119434,1.9288608697941007e-06
1.1,999999.9930752753,0.3361339482399822,0.9962081789071835,0.7471003139151841,1.9077596727867314e-06
1.11,999999.9929949967,0.3386593345609357,0.9961210087361456,0.7444827910248353,1.8868893157385814e-06
1.12,999999.992914119,0.34119463428248803,0.9960333137913306,0.7418547565851977,1.866247275314426e-06
1.1300000000000001,999999.9928326398,0.34373975216388997,0.9959451013110158,0.7392163123640804,1.8458310546195508e-06
1.1400000000000001,999999.9927505567,0.3462945906710122,0.995856378844511,0.7365675628164645,1.8256381816515956e-06
1.1500000000000001,999999.9926678676,0.34885905067204825,0.9957671542445582,0.7339086142876956,1.805666212641044e-06
1.16,999999.9925845701,0.3514330311878687,0.9956774356750369,0.7312395753073361,1.785912730363898e-06
1.17,999999.9925006621,0.35401642946805006,0.9955872316114107,0.7285605564579158,1.7663753443973163e-06
1.18,999999.9924161413,0.35660914142007144,0.9954965508255498,0.7258716695897969,1.7470516943061944e-06
1.19,999999.9923310057,0.3592110604343348,0.9954054024415273,0.723173030006144,1.727939439516711e-06
1.2,999999.9922452532,0.36182207837653085,0.9953137958955247,0.7204647546350924,1.7090362671766314e-06
1.21,999999.9921588814,0.36444208532450456,0.9952217409512846,0.717746962526452,1.6903398895962423e-06
1.22,999999.9920718884,0.36707096957606616,0.9951292477035766,0.7150197748467616,1.6718480439378543e-06
1.23,999999.9919842723,0.3697086183709873,0.9950363265572968,0.7122833141532882,1.6535584946574544e-06
1.24,999999.9918960307,0.3723549167641987,0.9949429882696433,0.709537705534608,1.635469028821917e-06
1.25,999999.991807162,0.37500974783990626,0.994849243946543,0.7067830763973709,1.6175774565935125e-06
1.26,999999.991717664,0.37767299320833003,0.9947551050294359,0.7040195559677234,1.5998816128035212e-06
1.27,999999.9916275347,0.38034453280009606,0.9946605833060229,0.7012472755018352,1.5823793558193117e-06
1.28,999999.9915367725,0.38302424513733835,0.9945656909046109,0.6984663680699703,1.565068567977667e-06
1.29,999999.9914453751,0.38571200797116706,0.994470440275764,0.6956769680483087,1.5479471570465554e-06
1.3,999999.991353341,0.38840769604726444,0.9943748442734598,0.6928792129016544,1.5310130496250957e-06
1.31,999999.9912606681,0.3911111831110475,0.9942789160893534,0.6900732415842503,1.5142641964446698e-06
1.32,999999.9911673549,0.39382234136411687,0.9941826692753486,0.6872591949736966,1.4976985705153823e-06
1.33,999999.9910733994,0.39654104148222,0.9940861177467146,0.68443721585695,1.4813141668487836e-06
1.34,999999.9909787999,0.39926715349964387,0.9939892757420564,0.681607448051046,1.465109005124687e-06
1.35,999999.9908835548,0.40200054524587164,0.9938921579051747,0.6787700379683024,1.449081124040672e-06
1.36,999999.9907876624,0.40474108307439854,0.9937947792527847,0.6759251338924112,1.433228583450257e-06
1.37,999999.990691121,0.4074886321126743,0.9936971551660799,0.6730728857327672,1.4175494648738782e-06
1.3800000000000001,999999.9905939291,0.4102430561166138,0.9935993014019879,0.6702134451737034,1.402041870666207e-06
1.3900000000000001,999999.9904960851,0.4130042177418735,0.9935012340783803,0.6673469653406376,1.3867039247826636e-06
1.4000000000000001,999999.9903975874,0.41577197875877936,0.9934029696632886,0.6644736005376527,1.371533773312974e-06
1.41,999999.9902984345,0.4185461988304876,0.9933045250662496,0.6615935078064301,1.3565295790747702e-06
1.42,999999.990198625,0.42132673673584664,0.993205917555874,0.6587068453860961,1.3416895263141943e-06
1.43,999999.9900981575,0.42411345004618123,0.9931071647873149,0.6558137731329926,1.327011819014638e-06
1.44,999999.9899970305,0.42690619515179246,0.9930082848048771,0.6529144524971219,1.312494680651287e-06
1.45,999999.9898952426,0.4297048281592933,0.9929092959796599,0.6500090454998287,1.2981363570334919e-06
1.46,999999.9897927927,0.4325092031639938,0.9928102171430296,0.6470977167220429,1.2839351098395468e-06
1.47,999999.9896896792,0.4353191733618145,0.9927110675082533,0.6441806320358611,1.2698892202199115e-06
1.48,999999.9895859011,0.43813459101779495,0.9926118666774352,0.6412579586475021,1.2559969883461345e-06
1.49,999999.989481457,0.440955307405336,0.9925126346506357,0.6383298651738282,1.2422567328559974e-06
1.5,999999.9893763459,0.4437811733470189,0.992413391791247,0.6353965211111655,1.2286667920608333e-06
1.51,999999.9892705665,0.4466120390674533,0.9923141588411615,0.6324580969822503,1.2152255232135823e-06
1.52,999999.9891641176,0.44944775282149574,0.9922149570245774,0.6295147656902791,1.2019312983248474e-06
1.53,999999.9890569983,0.452288162562562,0.992115807931768,0.6265667008763722,1.188782508548402e-06
1.54,999999.9889492075,0.45513311545984597,0.992016733558543,0.6236140773973449,1.175777562503171e-06
1.55,999999.9888407442,0.4579824579326151,0.9919177563082846,0.6206570712938041,1.1629148860527514e-06
1.56,999999.9887316076,0.4608360359088891,0.9918188989667619,0.617695859522508,1.150192923021357e-06
1.57,999999.9886217964,0.4636936954491141,0.9917201846326662,0.6147306193052674,1.1376101374329985e-06
1.58,999999.9885113098,0.46655528060914975,0.9916216369830633,0.6117615303781945,1.125165004229471e-06
1.59,999999.9884001473,0.4694206354438216,0.9915232800365252,0.6087887728909177,1.1128560172681892e-06
1.6,999999.9882883077,0.4722896034769276,0.991425138223625,0.6058125279675133,1.1006816867467592e-06
1.61,999999.9881757903,0.47516202773877947,0.9913272363885782,0.6028329776711908,1.0886405389960488e-06
1.62,999999.9880625944,0.4780377508375683,0.9912295997875732,0.5998503049314844,1.0767311163784484e-06
1.6300000000000001,999999.9879487194,0.48091661680810943,0.9911322539130251,0.5968646915012423,1.0649519827137596e-06
1.6400000000000001,999999.9878341645,0.4837984668139518,0.991035224919828,0.5938763227270837,1.0533017095891276e-06
1.6500000000000001,999999.9877189291,0.4866831427005749,0.9909385392826762,0.5908853836170239,1.041778887085755e-06
1.6600000000000001,999999.9876030126,0.48957048607596887,0.9908422238914305,0.5878920598659403,1.0303821205958304e-06
1.67,999999.9874864145,0.4924603383529139,0.990746306052297,0.5848965378150043,1.0191100306303364e-06
1.68,999999.9873691342,0.4953525407912601,0.9906508134890051,0.581899004411115,1.0079612526268528e-06
1.69,999999.9872511713,0.4982469354118707,0.9905557741943152,0.5788996460909901,9.969344409809227e-07
1.7,999999.9871325252,0.5011433632611112,0.9904612167364564,0.575898650933799,9.8602826023975e-07
1.71,999999.9870131958,0.5040416654956787,0.9903671700812914,0.5728962073344379,9.752413899615735e-07
1.72,999999.9868931824,0.5069416834564717,0.9902736635880708,0.5698925039239903,9.645725246765418e-07
1.73,999999.986772485,0.5098432585844219,0.9901807270323236,0.5668877296851554,9.540203730818255e-07
1.74,999999.986651103,0.5127462324655045,0.9900883906065663,0.5638820739083119,9.435836578626551e-07
1.75,999999.9865290364,0.5156504473371996,0.9899966848167358,0.5608757255652206,9.332611181288471e-07
1.76,999999.986406285,0.5185557454291233,0.9899056406420714,0.5578688741540306,9.230515052434412e-07
1.77,999999.9862828484,0.521461969006976,0.9898152895360652,0.5548617096566867,9.129535826377076e-07
1.78,999999.9861587266,0.5243689608795652,0.989725663322767,0.55185442191192,9.029661282508665e-07
1.79,999999.9860339195,0.5272765642559292,0.9896367942399519,0.5488472008084321,8.930879332861814e-07
1.8,999999.985908427,0.5301846227923527,0.9895487149393767,0.5458402362384265,8.833178020433651e-07
1.81,999999.9857822492,0.5330929807007934,0.989461458419485,0.5428337179267406,8.736545533360275e-07
1.82,999999.985655386,0.5360014827610885,0.9893750580639541,0.5398278354548942,8.640970194256045e-07
1.83,999999.9855278374,0.5389099742304204,0.9892895477932593,0.5368227784932686,8.546440423034442e-07
1.84,999999.9853996036,0.5418183010623325,0.9892049618757284,0.5338187364062079,8.452944779626853e-07
1.85,999999.9852706847,0.5447263098987605,0.9891213349882819,0.5308158983169382,8.360471948114448e-07
1.86,999999.9851410809,0.5476338481174582,0.9890387022162402,0.5278144530602727,8.26901073515777e-07
1.87,999999.9850107923,0.5505407637765956,0.9889570989883679,0.5248145891733418,8.17855008335033e-07
1.8800000000000001,999999.9848798192,0.553446905520001,0.9888765609871326,0.5218164949008778,8.089079090284279e-07
1.8900000000000001,999999.9847481619,0.55635212340653,0.9887971246409858,0.5188203578587497,8.000586893490976e-07
1.9000000000000001,999999.9846158206,0.5592562681703458,0.9887188266284186,0.5158263652777603,7.913062783114476e-07
1.9100000000000001,999999.9844827957,0.5621591915110034,0.9886417040305968,0.5128347038666138,7.826496165122452e-07
1.92,999999.9843490876,0.5650607461404766,0.988565794330917,0.5098455597647665,7.74087655979347e-07
1.93,999999.9842146967,0.5679607858301866,0.9884911354145618,0.5068591184952786,7.656193600204274e-07
1.94,999999.9840796236,0.5708591654580294,0.9884177655680569,0.5038755649176649,7.572437030717078e-07
1.95,999999.9839438685,0.5737557410554037,0.9883457234788271,0.5008950831807464,7.489596705466841e-07
1.96,999999.9838074321,0.5766503706148963,0.9882750477246051,0.49791785534883715,7.407662706497964e-07
1.97,999999.9836703149,0.5795429123811245,0.988205777950801,0.49494406441756256,7.326625066008217e-07
1.98,999999.9835325176,0.5824332261440671,0.9881379540342061,0.491973892093031,7.24647396087616e-07
1.99,999999.9833940405,0.5853211731386728,0.9880716161814174,0.4890075190017983,7.167199687959895e-07
2.0,999999.9832548846,0.5882066160026783,0.9880068049882245,0.48604512479931156,7.088792648551712e-07
2.0100000000000002,999999.9831150505,0.5910894188243561,0.9879435614386822,0.48308688812150347,7.011243346978745e-07
2.02,999999.9829745388,0.5939694471902636,0.9878819269041834,0.48013298653638664,6.934542389203643e-07
2.0300000000000002,999999.9828333503,0.5968465682329919,0.9878219431425312,0.4771835964956469,6.858680481425213e-07
2.04,999999.9826914859,0.5997206490687874,0.9877636519847,0.4742388945211162,6.783648503249504e-07
2.05,999999.9825489463,0.6025915587414338,0.9877070957016957,0.47129905570213754,6.709437418474144e-07
2.06,999999.9824057323,0.6054591701946979,0.9876523173769582,0.46836425217102245,6.636038184549731e-07
2.07,999999.9822618448,0.6083233567556506,0.9875993602140503,0.46543465578836435,6.563441916261215e-07
2.08,999999.9821172848,0.611183993479344,0.9875482677872915,0.46251043709996004,6.491639824263431e-07
2.09,999999.9819720531,0.6140409571936076,0.9874990840402601,0.45959176529066814,6.420623213818462e-07
2.1,999999.9818261508,0.6168941265438473,0.9874518532842914,0.45667880813826545,6.350383483532939e-07
2.11,999999.9816795789,0.6197433820378426,0.9874066201969796,0.4537717319673052,6.280912124095388e-07
2.12,999999.9815323384,0.6225886057534054,0.9873634297847983,0.4508707018963447,6.212200726188496e-07
2.13,999999.9813844303,0.625429678626451,0.9873223270882222,0.4479758841906499,6.144241054248421e-07
2.14,999999.9812358556,0.6282664883016771,0.987283358010951,0.4450874394235367,6.077024832771703e-07
2.15,999999.9810866155,0.6310989224560144,0.9872465686031053,0.4422055282790042,6.010543927968313e-07
2.16,999999.9809367111,0.6339268707412818,0.9872120052617024,0.439330309854117,5.94479029485044e-07
2.17,999999.9807861436,0.6367502248217803,0.9871797147283893,0.4364619416191308,5.879755976165853e-07
2.18,999999.9806349141,0.6395688784118883,0.9871497440871775,0.43360057937761665,5.815433101331219e-07
2.19,999999.9804830239,0.642382726577798,0.9871221407416505,0.430746377938624,5.751813894514661e-07
2.2,999999.9803304742,0.6451916662072011,0.98709695242475,0.42789949065870325,5.688890668196755e-07
2.21,999999.9801772663,0.64799559775644,0.9870742272441957,0.42506006774781374,5.626655800848346e-07
2.22,999999.9800234013,0.6507944231189468,0.9870540136197128,0.4222282583283872,5.565101762833779e-07
2.23,999999.9798688807,0.6535880463669811,0.9870363603004081,0.41940420971410336,5.504221106589392e-07
2.24,999999.9797137057,0.6563763737854772,0.987021316362398,0.4165880673736425,5.444006465603456e-07
2.25,999999.9795578778,0.6591593139058877,0.9870089312064385,0.41377997489443935,5.384450553396153e-07
2.2600000000000002,999999.9794013981,0.6619367758988022,0.9869992545684565,0.41098007559376837,5.325546172668358e-07
2.27,999999.9792442683,0.6647086727589283,0.9869923364924065,0.40818850931963985,5.267286194757588e-07
2.2800000000000002,999999.9790864896,0.6674749199448211,0.9869882273388597,0.4054054138138552,5.209663567255708e-07
2.29,999999.9789280635,0.6702354348265557,0.9869869777872411,0.402630925264113,5.152671316620755e-07
2.3000000000000003,999999.9787689914,0.672990137119323,0.9869886388303166,0.39986517786652487,5.096302544680095e-07
2.31,999999.978609275,0.6757389489128909,0.986993261771856,0.39710830379376966,5.040550427637549e-07
2.32,999999.9784489154,0.6784817945937565,0.987000898221837,0.39436043326551207,4.985408217049666e-07
2.33,999999.9782879144,0.6812185991438362,0.9870116000544301,0.39162169616598036,4.930869270592513e-07
2.34,999999.9781262734,0.6839492926821412,0.9870254195091064,0.38889221771198257,4.876926968269644e-07
2.35,999999.9779639939,0.6866738067014804,0.987042409101351,0.38617212203555645,4.823574781016383e-07
2.36,999999.9778010776,0.6893920751566468,0.9870626216445982,0.38346153114315845,4.770806250279344e-07
2.37,999999.977637526,0.6921040344899991,0.987086110247806,0.3807605648875151,4.7186149870947646e-07
2.38,999999.9774733407,0.6948096236570411,0.9871129283130313,0.3780693409394761,4.6669946711668746e-07
2.39,999999.9773085234,0.6975087829076659,0.9871431295156636,0.3753879759660192,4.6159390660486133e-07
2.4,999999.9771430753,0.7002014540837029,0.9871767678057906,0.37271658533848206,4.5654420147006107e-07
2.41,999999.9769769985,0.7028875846263302,0.9872138974612596,0.37005527924476467,4.5154973870424537e-07
2.42,999999.9768102944,0.7055671230433631,0.9872545730217323,0.36740416707960166,4.4660991380178143e-07
2.43,999999.9766429648,0.7082400203705143,0.987298849306265,0.36476335602478915,4.417241288094326e-07
2.44,999999.9764750112,0.7109062301897883,0.987346781410784,0.36213295102800114,4.3689179224349146e-07
2.45,999999.9763064353,0.7135657086478792,0.9873984247055597,0.3595130547816052,4.3211231900691107e-07
2.46,999999.9761372389,0.7162184126076837,0.9874538348532629,0.35690376959305387,4.2738513262645116e-07
2.47,999999.9759674236,0.7188643030323671,0.9875130677693339,0.35430519395351306,4.2270966098722097e-07
2.48,999999.9757969911,0.7215033439391674,0.9875761796311943,0.35171742359535146,4.180853375728023e-07
2.49,999999.9756259432,0.7241355013250843,0.9876432268877677,0.3491405525781167,4.1351160274031144e-07
2.5,999999.9754542814,0.726760743757364,0.9877142662506478,0.3465746726876959,4.089879029265848e-07
2.5100000000000002,999999.9752820077,0.7293790423865175,0.9877893546916314,0.34401987342057994,4.045136905719939e-07
2.52,999999.9751091237,0.7319903708884528,0.9878685494421884,0.3414762420405613,4.0008842408483906e-07
2.5300000000000002,999999.9749356312,0.7345947014862404,0.9879519080999664,0.33894386764131373,3.9571157004990916e-07
2.54,999999.9747615317,0.7371920147107334,0.9880394883601905,0.336422831170428,3.9138259757240125e-07
2.5500000000000003,999999.9745868272,0.7397822913904167,0.98813134823225,0.3339132136118575,3.871009827945012e-07
2.56,999999.9744115194,0.7423655148810165,0.9882275459767136,0.3314150937052411,3.8286620755033964e-07
2.57,999999.9742356101,0.7449416710706472,0.9883281401030781,0.3289285479382109,3.7867775929431226e-07
2.58,999999.9740591008,0.747510748384957,0.9884331893675171,0.32645365053870157,3.74535131029403e-07
2.59,999999.9738819937,0.7500727370120199,0.9885427528140549,0.32399047428138394,3.7043782187359686e-07
2.6,999999.9737042901,0.752627628713888,0.9886568897830892,0.3215390906819725,3.6638533714652305e-07
2.61,999999.9735259921,0.7551754201943995,0.9887756597219922,0.3190995664808967,3.623771855477938e-07
2.62,999999.9733471014,0.757716109539616,0.9888991223812524,0.31667196735506475,3.5841288200054275e-07
2.63,999999.9731676196,0.7602496973175713,0.9890273377513028,0.3142563567680521,3.544919466845824e-07
2.64,999999.9729875486,0.762776186578242,0.9891603660605587,0.3118527959678106,3.5061390496895753e-07
2.65,999999.9728068901,0.7652955828535157,0.9892982677734534,0.3094613439843797,3.4677828734450224e-07
2.66,999999.9726256459,0.7678078933454306,0.9894411036923274,0.3070820585376654,3.429846309022013e-07
2.67,999999.9724438178,0.7703131282814633,0.9895889347820678,0.3047149945156392,3.392324766847669e-07
2.68,999999.9722614074,0.7728113007091124,0.9897418221944223,0.3023602042023161,3.3552137001031736e-07
2.69,999999.9720784166,0.7753024258103652,0.9898998273537376,0.30001773804401405,3.3185086171035973e-07
2.7,999999.9718948472,0.7777865212083782,0.9900630119157566,0.297687644303196,3.2822050747826365e-07
2.71,999999.9717107008,0.7802636069649131,0.9902314377659791,0.29536996905902035,3.246298678066428e-07
2.72,999999.9715259791,0.7827337055777732,0.9904051670180225,0.2930647562078907,3.210785079247332e-07
2.73,999999.971340684,0.7851968382273404,0.9905842622020508,0.2907720514014794,3.1756600036165236e-07
2.74,999999.9711548171,0.7876530335650812,0.9907687858176699,0.28849189281893123,3.1409191872944587e-07
2.75,999999.9709683802,0.7901023207335449,0.9909588006858525,0.28622431849191615,3.1065584254513734e-07
