t,X,K,V,Y,Z
0.5700000000000001,99999999998.18369,2.699504516060051e-13,396.70285444389657,0.8428215676602597,1.1200161503765556e-07
0.58,99999999998.07448,2.7792888812417883e-13,401.12922171575804,0.8402968915787336,1.1542177766757099e-07
0.59,99999999997.96083,2.85995159451519e-13,405.4864626356099,0.8377797781680109,1.1888151248133908e-07
0.6,99999999997.84267,2.94147890735646e-13,409.775340142627,0.8352702047740328,1.2238053313159355e-07
0.61,99999999997.71991,3.023857222894674e-13,413.9966093671494,0.8327681488106002,1.2591856193166072e-07
0.62,99999999997.59245,3.107073093602593e-13,418.15101774685434,0.8302735877591596,1.29495322867126e-07
0.63,99999999997.46024,3.1911132213089426e-13,422.23930502674546,0.8277864991686218,1.3311055496514855e-07
0.64,99999999997.32315,3.27596445513947e-13,426.2622033627989,0.8253068606551527,1.3676400725137568e-07
0.65,99999999997.18114,3.361613789949965e-13,430.22043740098655,0.8228346499019709,1.4045543791736148e-07
0.66,99999999997.0341,3.4480483648498095e-13,434.1147243517674,0.8203698446591468,1.4418461415537024e-07
0.67,99999999996.88197,3.535255461743165e-13,437.9457740636952,0.8179124227434027,1.479513120171985e-07
0.68,99999999996.72469,3.6232225038877893e-13,441.7142890961423,0.8154623620379134,1.5175531629701547e-07
0.6900000000000001,99999999996.56213,3.7119370541304526e-13,445.42096480820334,0.8130196404921035,1.5559641854771503e-07
0.7000000000000001,99999999996.39426,3.8013868128708856e-13,449.0664894611816,0.8105842361214429,1.594744135186805e-07
0.71,99999999996.22098,3.8915596180593157e-13,452.65154421932004,0.8081561270072638,1.6338910679276929e-07
0.72,99999999996.04222,3.982443443249635e-13,456.1768032478207,0.8057352912965574,1.6734031157115885e-07
0.73,99999999995.85793,4.074026396171426e-13,459.64293378489947,0.8033217072017776,1.7132784826073968e-07
0.74,99999999995.66801,4.166296717365875e-13,463.050596210644,0.8009153530006444,1.7535154434187545e-07
0.75,99999999995.47241,4.2592427788378124e-13,466.4004441150625,0.7985162070359485,1.7941123425184385e-07
0.76,99999999995.27106,4.352853082723887e-13,469.6931243653242,0.7961242477153573,1.8350675928395845e-07
0.77,99999999995.06387,4.4471162596689937e-13,472.9292771875975,0.7937394535112161,1.8763796613984454e-07
0.78,99999999994.8508,4.542021067141618e-13,476.1095362519445,0.7913618029603504,1.918047051556423e-07
0.79,99999999994.63176,4.637556389163249e-13,479.2345286864497,0.7889912746638853,1.9600683473069135e-07
0.8,99999999994.40671,4.733711234583728e-13,482.30487516411284,0.7866278472870482,2.0024421926532773e-07
0.81,99999999994.17557,4.830474735785747e-13,485.3211899682647,0.7842714995589756,2.0451672894222518e-07
0.8200000000000001,99999999993.9383,4.927836147427815e-13,488.2840810560562,0.7819222102725228,2.0882423962229609e-07
0.8300000000000001,99999999993.6948,5.02578484520221e-13,491.1941501211963,0.779579958284073,2.1316663275119253e-07
0.84,99999999993.44505,5.12431032460791e-13,494.0519926559389,0.7772447225133465,2.1754379527640758e-07
0.85,99999999993.18898,5.223402199161235e-13,496.85819804120746,0.7749164819432047,2.2195561796646112e-07
0.86,99999999992.92651,5.323050198902521e-13,499.61334962190205,0.7725952156194573,2.2640199452384895e-07
0.87,99999999992.65762,5.423244170777991e-13,502.31802468836827,0.7702809026506936,2.3088282589174193e-07
0.88,99999999992.38225,5.523974076671433e-13,504.9727945754722,0.7679735222080849,2.3539801798111674e-07
0.89,99999999992.10033,5.625229992216938e-13,507.57822472258874,0.765673053525197,2.399474815430155e-07
0.9,99999999991.81181,5.727002105648399e-13,510.13487473174814,0.7633794758978034,2.4453113211212875e-07
0.91,99999999991.51666,5.829280716663487e-13,512.6432984250583,0.7610927686836996,2.491488899595081e-07
0.92,99999999991.21481,5.932056235302052e-13,515.1040439014018,0.7588129113025169,2.538006800544092e-07
0.93,99999999990.90623,6.03531918083901e-13,517.5176535924084,0.7565398832355386,2.584864320352641e-07
0.9400000000000001,99999999990.59085,6.139060180691663e-13,519.8846643177022,0.754273664025515,2.6320608018978404e-07
0.9500000000000001,99999999990.26865,6.243269969341485e-13,522.205607339426,0.7520142332764799,2.679595634441916e-07
0.96,99999999989.93956,6.347939385450476e-13,524.4810085071105,0.7497615706535443,2.7274682114348845e-07
0.97,99999999989.60356,6.453059370383147e-13,526.7113883322027,0.7475156558827081,2.775677920652544e-07
0.98,99999999989.2606,6.558620971331581e-13,528.8972618322397,0.7452764687507321,2.824224240781322e-07
0.99,99999999988.91064,6.664615338040556e-13,531.0391386952932,0.7430439891049274,2.8731066894213467e-07
1.0,99999999988.55365,6.771033721727367e-13,533.1375233345847,0.7408181968529742,2.922324821714725e-07
1.01,99999999988.18958,6.877867474052277e-13,535.192914940564,0.738599071962741,2.971878229903557e-07
1.02,99999999987.81839,6.985108046101929e-13,537.2058075323395,0.7363865944621042,3.021766542944374e-07
1.03,99999999987.44005,7.09274698738569e-13,539.1766900084575,0.7341807444387694,3.0719894261789854e-07
1.04,99999999987.05453,7.200775944844966e-13,541.1060461970342,0.731981502040092,3.122546581061744e-07
1.05,99999999986.6618,7.309186661875447e-13,542.9943549052367,0.7297888474728995,3.1734377449432254e-07
1.06,99999999986.26183,7.417970977362317e-13,544.8420899681147,0.727602761003313,3.224662690910323e-07
1.07,99999999985.85457,7.52712082298358e-13,546.649720384107,0.7254232229565463,3.27622120081666e-07
1.08,99999999985.44,7.636628222290549e-13,548.4177103616042,0.7232502137167292,3.328113065533944e-07
1.09,99999999985.01811,7.746485293102341e-13,550.1465191996547,0.7210837137267783,3.380338136088194e-07
1.1,99999999984.58885,7.856684244680858e-13,551.8366014298894,0.7189237034881951,3.4328962942848816e-07
1.11,99999999984.1522,7.967217376782819e-13,553.4884068645057,0.7167701635608901,3.485787452093276e-07
1.12,99999999983.70816,8.078077078739458e-13,555.1023806428649,0.714623074563008,3.539011551313694e-07
1.1300000000000001,99999999983.25668,8.189255828547853e-13,556.6789632775055,0.7124824171707539,3.592568563280975e-07
1.1400000000000001,99999999982.79774,8.300746191973902e-13,558.2185906995737,0.7103481721182198,3.64645848860418e-07
1.1500000000000001,99999999982.33131,8.412540821666928e-13,559.7216943036693,0.7082203201972109,3.700681356942522e-07
1.16,99999999981.8574,8.524632456285936e-13,561.1887009921079,0.7060988422570743,3.7552372268175095e-07
1.17,99999999981.37598,8.637013919637497e-13,562.6200332186002,0.7039837192045255,3.810126185461337e-07
1.18,99999999980.88702,8.749678118041345e-13,564.0161091206312,0.701874932003452,3.8653483303804117e-07
1.19,99999999980.39052,8.862618039904775e-13,565.3773425412904,0.6997724616747473,3.9209037735200614e-07
1.2,99999999979.88644,8.975826757669877e-13,566.7041429323378,0.6976762892961833,3.9767926697152676e-07
1.21,99999999979.37479,9.089297425287232e-13,567.9969154811704,0.6955863960022143,4.033015199114367e-07
1.22,99999999978.85555,9.203023277377394e-13,569.2560611533137,0.6935027629838074,4.0895715668532815e-07
1.23,99999999978.3287,9.316997628407593e-13,570.4819767341498,0.691425371488274,4.146462002802636e-07
1.24,99999999977.79425,9.431213871878838e-13,571.6750548701241,0.6893542028191008,4.203686761338539e-07
1.25,99999999977.25217,9.545665479523454e-13,572.8356841094276,0.6872892383357819,4.2612461211370275e-07
1.26,99999999976.70244,9.66034600051302e-13,573.9642489421587,0.6852304594536518,4.3191403849921855e-07
1.27,99999999976.14508,9.775249060676734e-13,575.061129839961,0.6831778476437178,4.3773698796579165e-07
1.28,99999999975.58008,9.890368361730173e-13,576.1267032951389,0.6811313844324947,4.4359349557133906e-07
1.29,99999999975.00742,1.0005697678774787e-12,577.1613419463299,0.6790910514018097,4.494835975042478e-07
1.3,99999999974.4271,1.0121230860295248e-12,578.165414579147,0.6770568301886507,4.554073316080495e-07
1.31,99999999973.83911,1.02369618295731e-12,579.1392860559299,0.6750287024850351,4.613647389112571e-07
1.32,99999999973.24347,1.0352884582516297e-12,580.0833174248934,0.6730066500378228,4.6735586259557e-07
1.33,99999999972.64015,1.0468993186913176e-12,580.9978659579745,0.6709906546485519,4.7338074797507736e-07
1.34,99999999972.02916,1.0585281781695979e-12,581.8832851882016,0.6689806981732758,4.794394424772111e-07
1.35,99999999971.4105,1.0701744576213706e-12,582.7399249465958,0.6669767625223995,4.855319956252865e-07
1.36,99999999970.78418,1.081837584951429e-12,583.5681313986032,0.6649788296605174,4.916584590226299e-07
1.37,99999999970.15019,1.0935169949636085e-12,584.3682470800605,0.6629868816062512,4.978188863382952e-07
1.3800000000000001,99999999969.50854,1.1052121292908689e-12,585.1406109326924,0.661000900432089,5.040133332943669e-07
1.3900000000000001,99999999968.85924,1.1169224363261966e-12,585.8855583391958,0.6590208682642235,5.102418576542894e-07
1.4000000000000001,99999999968.20226,1.1286473709879391e-12,586.6034212412061,0.6570467672823628,5.165045183746086e-07
1.41,99999999967.53764,1.1403863947533377e-12,587.294528123004,0.6550785797195882,5.228013761037401e-07
1.42,99999999966.86537,1.1521389757517983e-12,587.9592039653188,0.6531162878622225,5.291324939783356e-07
1.43,99999999966.18547,1.1639045885814835e-12,588.5977703376296,0.6511598740496513,5.354979370237564e-07
1.44,99999999965.49794,1.175682714242633e-12,589.2105454320351,0.649209320674163,5.4189777213904e-07
1.45,99999999964.80278,1.1874728400717199e-12,589.7978440967029,0.6472646101807915,5.483320680829675e-07
1.46,99999999964.10002,1.1992744596764411e-12,590.359977868899,0.6453257250671581,5.548008954612355e-07
1.47,99999999963.38965,1.2110870728715463e-12,590.8972550075993,0.6433926478833146,5.613043267147283e-07
1.48,99999999962.67169,1.2229101856154994e-12,591.409980525679,0.6414653612315862,5.678424361088933e-07
1.49,99999999961.94617,1.2347433099479797e-12,591.8984562216839,0.6395438477664153,5.744152997242195e-07
1.5,99999999961.21306,1.2465859639563758e-12,592.362980697085,0.6376280901942113,5.810229955519761e-07
1.51,99999999960.47241,1.258437671424349e-12,592.803849532695,0.6357180712731412,5.876656024119492e-07
1.52,99999999959.72421,1.2702979621139306e-12,593.2213551479216,0.6338137738130384,5.943432012116014e-07
1.53,99999999958.96849,1.2821663716513991e-12,593.6157868583776,0.6319151806752383,6.010558747376428e-07
1.54,99999999958.20528,1.2940424414226987e-12,593.9874309287127,0.6300222747724167,6.07803707480902e-07
1.55,99999999957.43456,1.3059257185135308e-12,594.336570603079,0.628135039068435,6.145867856244571e-07
1.56,99999999956.65637,1.3178157556502608e-12,594.6634861351895,0.6262534565781882,6.214051970327802e-07
1.57,99999999955.87071,1.3297121111416246e-12,594.9684548179724,0.6243775103674514,6.282590312418637e-07
1.58,99999999955.07762,1.3416143488212326e-12,595.2517510128267,0.622507183552728,6.351483794502997e-07
1.59,99999999954.27711,1.3535220379908608e-12,595.5136461784814,0.6206424593010985,6.42073334511282e-07
1.6,99999999953.46921,1.3654347533645225e-12,595.7544088994647,0.6187833208300685,6.490339909255032e-07
1.61,99999999952.65392,1.3773520750116934e-12,595.9743049149936,0.6169297514074182,6.56030444830477e-07
1.62,99999999951.83125,1.3892735881240133e-12,596.1735972362454,0.615081734351016,6.630627935038853e-07
1.6300000000000001,99999999951.00127,1.4011988831285751e-12,596.3525460900993,0.6132392530287022,6.701311358173394e-07
1.6400000000000001,99999999950.16397,1.4131275557280762e-12,596.5114088994935,0.6114022908581593,6.772355724880345e-07
1.6500000000000001,99999999949.31938,1.4250592067496873e-12,596.6504403595546,0.6095708313067432,6.843762058038914e-07
1.6600000000000001,99999999948.46751,1.4369934420916405e-12,596.7698924647987,0.6077448578913339,6.915531396157176e-07
1.67,99999999947.6084,1.4489298726704188e-12,596.87001453603,0.6059243541781885,6.98766479329733e-07
1.68,99999999946.74207,1.4608681143685452e-12,596.9510532469395,0.6041093037827922,7.060163319004228e-07
1.69,99999999945.86853,1.472807787982952e-12,597.0132526504102,0.6022996903697119,7.133028058236767e-07
1.7,99999999944.98784,1.4847485191739255e-12,597.0568542045345,0.6004954976524491,7.206260111301816e-07
1.71,99999999944.09999,1.496689938414612e-12,597.0820967983487,0.5986967093932941,7.279860593790243e-07
1.72,99999999943.20502,1.5086316809410743e-12,597.0892167772917,0.5969033094031791,7.353830636514692e-07
1.73,99999999942.30296,1.520573386702888e-12,597.0784479683903,0.5951152815415337,7.428171385448734e-07
1.74,99999999941.39384,1.5325147003142666e-12,597.0500217051813,0.5933326097161392,7.502884001666989e-07
1.75,99999999940.47769,1.5444552710002224e-12,597.0041668551162,0.5915552778829833,7.577969661194421e-07
1.76,99999999939.55453,1.556394752345885e-12,596.9411099455342,0.5897832700460705,7.653429551563844e-07
1.77,99999999938.62439,1.568332802481856e-12,596.8610750712896,0.5880165702573302,7.729264875638588e-07
1.78,99999999937.6873,1.5802690840784063e-12,596.7642838981001,0.5862551626164832,7.805476852237836e-07
1.79,99999999936.74329,1.5922032642129037e-12,596.6509557293729,0.584499031270879,7.882066714638463e-07
1.8,99999999935.79239,1.6041350143217682e-12,596.5213075307039,0.5827481604153536,7.959035710477915e-07
1.81,99999999934.83463,1.6160640101527556e-12,596.3755539542101,0.5810025342920865,8.036385101653346e-07
1.82,99999999933.87004,1.627989931717554e-12,596.2139073627055,0.5792621371904588,8.114116164216569e-07
1.83,99999999932.89867,1.6399124632446764e-12,596.0365778537252,0.5775269534469121,8.192230188264398e-07
1.84,99999999931.92053,1.6518312931326427e-12,595.8437732834079,0.5757969674448061,8.270728477823938e-07
1.85,99999999930.93565,1.663746113903425e-12,595.6356992902404,0.5740721636142793,8.3496123507324e-07
1.86,99999999929.94409,1.6756566221561535e-12,595.4125593186735,0.5723525264321068,8.428883138510988e-07
1.87,99999999928.94586,1.6875625185210614e-12,595.1745546426176,0.5706380404215615,8.508542186232436e-07
1.8800000000000001,99999999927.941,1.6994635076136558e-12,594.9218843888212,0.5689286901522741,8.588590852381768e-07
1.8900000000000001,99999999926.92953,1.7113592980065835e-12,594.6547455513944,0.5672244602400962,8.669030509404181e-07
1.9000000000000001,99999999925.91151,1.72324960250309e-12,594.3733328553674,0.565525335347014,8.749862556218316e-07
1.9100000000000001,99999999924.88696,1.7351341376673882e-12,594.0778389922004,0.5638313001809401,8.831088401194848e-07
1.92,99999999923.85593,1.7470126237930711e-12,593.7684546360302,0.5621423394955772,8.912709462521203e-07
1.93,99999999922.81842,1.7588847849645583e-12,593.4453684133482,0.5604584380902985,8.99472717224676e-07
1.94,99999999921.7745,1.7707503490155524e-12,593.1087669242288,0.5587795808100099,9.077142976221874e-07
1.95,99999999920.7242,1.782609047487811e-12,592.7588347633981,0.557105752545014,9.159958334034597e-07
1.96,99999999919.66754,1.7944606155902262e-12,592.395754541149,0.5554369382308736,9.243174718944832e-07
1.97,99999999918.60458,1.8063047921581996e-12,592.0197069041054,0.5537731228482762,9.326793617815702e-07
1.98,99999999917.53534,1.8181413196133043e-12,591.6308705558426,0.5521142914228984,9.410816531041878e-07
1.99,99999999916.45985,1.8299699439232268e-12,591.2294222773669,0.5504604290252708,9.495244972474658e-07
2.0,99999999915.37816,1.8417904145619745e-12,590.8155369474591,0.5488115207706441,9.58008046934352e-07
2.0100000000000002,99999999914.29031,1.853602484470347e-12,590.3893875628884,0.547167551818854,9.66532456217396e-07
2.02,99999999913.19633,1.865405910016651e-12,589.9511452584991,0.5455285073741877,9.750978804701316e-07
2.0300000000000002,99999999912.09628,1.8772004509794384e-12,589.5009793162752,0.543894372685254,9.837044764697953e-07
2.04,99999999910.99016,1.88898587073764e-12,589.0390570705866,0.5422651330448897,9.92352403352527e-07
2.05,99999999909.87804,1.9007619358866537e-12,588.5655441007848,0.5406407737899673,1.0010418211483542e-06
2.06,99999999908.75993,1.912528416256978e-12,588.0806042222933,0.5390212803012729,1.0097728910109768e-06
2.07,99999999907.63591,1.9242850849368367e-12,587.5843994757007,0.5374066380033844,1.0185457754629816e-06
2.08,99999999906.50598,1.9360317182365516e-12,587.0770901450138,0.5357968323645402,1.0273606383942308e-06
2.09,99999999905.3702,1.9477680956532236e-12,586.5588347757505,0.5341918488965086,1.0362176450602557e-06
2.1,99999999904.2286,1.9594939998357433e-12,586.0297901928711,0.5325916731544568,1.0451169620806645e-06
2.11,99999999903.08124,1.9712092165501e-12,585.4901115185568,0.5309962907368218,1.05405875743754e-06
2.12,99999999901.92812,1.9829135346450036e-12,584.9399521898309,0.5294056872851794,1.0630432004738307e-06
2.13,99999999900.76932,1.9946067460177977e-12,584.379463976033,0.5278198484841164,1.0720704618917169e-06
2.14,99999999899.60486,2.0062886455806724e-12,583.8087969961433,0.5262387600611004,1.0811407137509528e-06
2.15,99999999898.43478,2.017959031227155e-12,583.2280997359643,0.5246624077863521,1.090254129467166e-06
2.16,99999999897.25914,2.0296177037988915e-12,582.637519065158,0.5230907774727165,1.0994108838101167e-06
2.17,99999999896.07796,2.0412644670653373e-12,582.0372002478209,0.5215238549755375,1.1086111529423856e-06
2.18,99999999894.89128,2.0528991277732524e-12,581.427286918121,0.5199616261925422,1.1178551146807256e-06
2.19,99999999893.69916,2.0645214954744115e-12,580.8079211669323,0.5184040770636933,1.127142948046096e-06
2.2,99999999892.50162,2.0761313825298037e-12,580.1792435401425,0.5168511935710679,1.136474833378095e-06
2.21,99999999891.29872,2.087728604095264e-12,579.5413930462465,0.5153029617387345,1.1458509523890393e-06
2.22,99999999890.09048,2.0993129780907102e-12,578.8945071721503,0.5137593676326255,1.15527148816462e-06
2.23,99999999888.87697,2.110884325169662e-12,578.2387218988266,0.5122203973604139,1.1647366251646097e-06
2.24,99999999887.6582,2.1224424686890576e-12,577.5741717168262,0.5106860370713862,1.1742465492236323e-06
2.25,99999999886.43422,2.1339872346793443e-12,576.9009896416453,0.509156272956319,1.1838014475519788e-06
2.2600000000000002,99999999885.2051,2.145518451814859e-12,576.2193072289527,0.5076310912473547,1.1934015087364768e-06
2.27,99999999883.97084,2.1570359513844717e-12,575.5292545896779,0.506110478217877,1.2030469227413954e-06
2.2800000000000002,99999999882.73152,2.168539567262511e-12,574.8309604049629,0.5045944201823873,1.212737880909398e-06
2.29,99999999881.48715,2.180029135879946e-12,574.1245519409803,0.5030829034963823,1.222474575962521e-06
2.3000000000000003,99999999880.2378,2.1915044961958362e-12,573.4101550636186,0.5015759145562303,1.2322572020031912e-06
2.31,99999999878.98349,2.202965489679971e-12,572.6878942475676,0.50007343979905,1.2420859545369876e-06
2.32,99999999877.72427,2.21441196032979e-12,571.9578925682567,0.4985754657025908,1.2519610305630043e-06
2.33,99999999876.46019,2.2258437545551902e-12,571.2202717598743,0.497081978785106,1.2618826284013465e-06
2.34,99999999875.19127,2.2372607211800905e-12,570.4751522149849,0.4955929656052331,1.2718509477520449e-06
2.35,99999999873.91759,2.248662711422901e-12,569.722652994696,0.49410841276187284,1.2818661897116161e-06
2.36,99999999872.63914,2.260049578869986e-12,568.9628918423284,0.4926283068940694,1.2919285567752424e-06
2.37,99999999871.35602,2.2714211794493935e-12,568.1959851969528,0.4911526346808893,1.3020382528390228e-06
2.38,99999999870.06824,2.2827773714048386e-12,567.4220482067965,0.48968138284130236,1.3121954832022775e-06
2.39,99999999868.77583,2.2941180152699488e-12,566.6411947425214,0.4882145381340612,1.3224004545699183e-06
2.4,99999999867.47885,2.30544297384275e-12,565.8535374103757,0.4867520873575829,1.3326533750548671e-06
2.41,99999999866.17735,2.3167521121604123e-12,565.0591875652195,0.4852940173498296,1.3429544541805352e-06
2.42,99999999864.87137,2.3280452974742287e-12,564.2582553234287,0.48384031498819036,1.3533039028833448e-06
2.43,99999999863.56094,2.339322399224843e-12,563.4508495756753,0.48239096718936286,1.3637019335153072e-06
2.44,99999999862.24612,2.350583289017708e-12,562.637077999591,0.4809459609092358,1.3741487598466377e-06
2.45,99999999860.92693,2.361827840602832e-12,561.8170470702831,0.4795052831427718,1.3846445970820848e-06
2.46,99999999859.60342,2.3730559298610243e-12,560.9908620675934,0.47806892092389325,1.395189661898492e-06
2.47,99999999858.27563,2.384267434756346e-12,560.1586271002799,0.4766368613253599,1.4057841723675154e-06
2.48,99999999856.94363,2.3954622353218243e-12,559.3204451135402,0.47520909145865514,1.4164283479899445e-06
2.49,99999999855.60744,2.4066402136375135e-12,558.4764179003663,0.4737855984738696,1.4271224097034686e-06
2.5,99999999854.26709,2.4178012538074513e-12,557.6266461134529,0.4723663695595861,1.437866579886013e-06
2.5100000000000002,99999999852.92265,2.4289452419368346e-12,556.7712292769936,0.4709513919427638,1.4486610823591342e-06
2.52,99999999851.57414,2.4400720661094104e-12,555.9102657983683,0.4695406528886236,1.4595061423914658e-06
2.5300000000000002,99999999850.22162,2.4511816163650844e-12,555.0438529797216,0.46813413970053336,1.4704019867022214e-06
2.54,99999999848.86511,2.4622737846777352e-12,554.1720870294362,0.46673183971989357,1.4813488434647434e-06
2.5500000000000003,99999999847.50467,2.473348464933239e-12,553.2950630735004,0.4653337403260235,1.4923469423101059e-06
2.56,99999999846.14035,2.4844055529076943e-12,552.4128751667745,0.4639398289360475,1.503396514330758e-06
2.57,99999999844.77216,2.4954449462458514e-12,551.5256163041539,0.462550093004782,1.5144977920842204e-06
2.58,99999999843.40018,2.5064665444397335e-12,550.6333784316346,0.46116452002462205,1.5256510095968178e-06
2.59,99999999842.02441,2.517470248819877e-12,549.736252451064,0.4597830975254304,1.5368564023812367e-06
2.6,99999999840.64493,2.528455962552567e-12,548.834328221894,0.4584058130744265,1.5481142074605642e-06
2.61,99999999839.26176,2.539423590565688e-12,547.9276945986417,0.45703265427607026,1.5594246633129694e-06
2.62,99999999837.87497,2.550373039552097e-12,547.0164394295707,0.45566360877195167,1.570788009902213e-06
2.63,99999999836.48456,2.5613042179513872e-12,546.1006495661766,0.4542986642406809,1.5822044886840217e-06
2.64,99999999835.0906,2.5722170359299773e-12,545.180410873515,0.4529378083977763,1.5936743426104378e-06
2.65,99999999833.69312,2.583111405361382e-12,544.2558082404322,0.45158102899555486,1.6051978161342137e-06
2.66,99999999832.29218,2.593987239806683e-12,543.3269255896981,0.450228313823021,1.6167751552132654e-06
