t,C,D,R,Ri
2.13,0.00021339786953576562,3.824315856522988,1991.5519045730744,199.9564526993653
2.14,0.00021342468293828013,3.8403602650197795,1991.5125744274267,199.95605119594543
2.15,0.00021345146979448432,3.8563880837521594,1991.473247355532,199.95564792728945
2.16,0.00021347823013059366,3.872399329498902,1991.4339233568442,199.95524289443344
2.17,0.0002135049639727978,3.8883940190219066,1991.3946024308163,199.95483609841287
2.18,0.0002135316713472607,3.904372169066219,1991.3552845769025,199.95442754026274
2.19,0.00021355835228012071,3.92033379636005,1991.3159697945568,199.9540172210175
2.2,0.00021358500679749046,3.936278917614794,1991.2766580832342,199.95360514171097
2.21,0.00021361163492545704,3.9522075495250477,1991.2373494423896,199.95319130337657
2.22,0.0002136382366900819,3.968119708768632,1991.1980438714784,199.95277570704704
2.23,0.00021366481211740094,3.984015412006605,1991.1587413699563,199.9523583537547
2.24,0.00021369136123342453,3.99989467588329,1991.1194419372794,199.95193924453125
2.25,0.00021371788406413756,4.015757517026285,1991.0801455729045,199.95151838040783
2.2600000000000002,0.00021374438063549942,4.031603952046488,1991.0408522762882,199.95109576241512
2.27,0.00021377085097344406,4.047433997538115,1991.0015620468878,199.95067139158323
2.2800000000000002,0.00021379729510388003,4.063247670078718,1990.9622748841612,199.95024526894167
2.29,0.0002138237130526905,4.079044986229204,1990.9229907875658,199.94981739551952
2.3000000000000003,0.00021385010484573324,4.094825962533855,1990.8837097565606,199.9493877723452
2.31,0.00021387647050884073,4.110590615520345,1990.844431790604,199.94895640044672
2.32,0.00021390281006782014,4.126338961699764,1990.805156889155,199.94852328085142
2.33,0.0002139291235483705,4.14207101751409,1990.7658850516746,199.94808841458476
2.34,0.000213955410976108,4.157786799352213,1990.7266162776243,199.9476518026706
2.35,0.00021398167237694085,4.17348632378767,1990.6873505664619,199.94721344613782
2.36,0.00021400790777657166,4.1891696072631355,1990.648087917648,199.94677334601164
2.37,0.00021403411720067786,4.2048366662047,1990.6088283306435,199.94633150331669
2.38,0.00021406030067491156,4.220487517021882,1990.5695718049096,199.94588791907705
2.39,0.00021408645822489954,4.236122176107655,1990.5303183399085,199.94544259431635
2.4,0.00021411258987624342,4.251740659838457,1990.4910679351015,199.94499553005758
2.41,0.00021413869565451964,4.267342984574212,1990.4518205899517,199.94454672732329
2.42,0.00021416477558527938,4.282929166658343,1990.4125763039215,199.9440961871354
2.43,0.0002141908296940488,4.298499222417798,1990.373335076474,199.94364391051536
2.44,0.00021421685800632876,4.314053168163055,1990.334096907073,199.94318989848404
2.45,0.00021424286054759516,4.329591020188153,1990.2948617951822,199.94273415206177
2.46,0.0002142688373432988,4.345112794770697,1990.2556297402662,199.9422766722684
2.47,0.00021429478841886537,4.360618508171885,1990.216400741789,199.94181746012322
2.48,0.00021432071379969556,4.376108176636518,1990.177174799216,199.9413565166449
2.49,0.00021434661351116513,4.391581816393026,1990.137951912012,199.94089384285172
2.5,0.0002143724875786248,4.407039443653473,1990.0987320796435,199.9404294397613
2.5100000000000002,0.00021439833602740035,4.4224810746135885,1990.0595153015759,199.9399633083908
2.52,0.00021442415888279267,4.437906725452774,1990.0203015772759,199.93949544975678
2.5300000000000002,0.00021444995617007773,4.453316412334128,1989.9810909062103,199.93902586487536
2.54,0.00021447572791450666,4.468710151404453,1989.941883287846,199.93855455476205
2.5500000000000003,0.0002145014741413057,4.484087958794289,1989.9026787216505,199.9380815204318
2.56,0.00021452719487567636,4.499449850617914,1989.863477207092,199.93760676289915
2.57,0.00021455289014279526,4.514795842973373,1989.8242787436384,199.93713028317796
2.58,0.0002145785599678143,4.530125951942492,1989.7850833307582,199.93665208228168
2.59,0.00021460420437586068,4.545440193590891,1989.7458909679206,199.93617216122314
2.6,0.00021462982339196998,4.5607385839254535,1989.7067016545957,199.935690521014
2.61,0.0002146554170411957,4.576021138963962,1989.6675153902534,199.93520716266588
2.62,0.0002146809853486583,4.591287874766472,1989.6283321743626,199.93472208719066
2.63,0.00021470652833938448,4.6065388073328215,1989.5891520063942,199.93423529559908
2.64,0.0002147320460383762,4.6217739526466906,1989.5499748858185,199.9337467889013
2.65,0.00021475753847061084,4.6369933266756105,1989.5108008121065,199.93325656810697
2.66,0.00021478300566104102,4.652196945370987,1989.47162978473,199.9327646342252
2.67,0.00021480844763459484,4.667384824668109,1989.4324618031608,199.93227098826463
2.68,0.00021483386441617584,4.682556980486173,1989.3932968668707,199.9317756312333
2.69,0.00021485925603066287,4.697713428728294,1989.3541349753325,199.9312785641387
2.7,0.0002148846225029104,4.712854185281526,1989.314976128019,199.93077978798786
2.71,0.00021490996385774828,4.727979266016874,1989.2758203244032,199.93027930378724
2.72,0.0002149352801199819,4.743088686789317,1989.2366675639591,199.92977711254278
2.73,0.0002149605713143922,4.758182463437817,1989.1975178461603,199.92927321525985
2.74,0.00021498583746573573,4.773260611785343,1989.1583711704811,199.9287676129434
2.75,0.00021501107859874452,4.78832314763888,1989.1192275363965,199.9282603065977
2.7600000000000002,0.00021503629473812623,4.803370086789454,1989.080086943381,199.92775129722662
2.77,0.00021506148590856426,4.81840144501214,1989.0409493909103,199.92724058583343
2.7800000000000002,0.00021508665213471756,4.833417238066087,1989.00181487846,199.9267281734209
2.79,0.00021511179344122083,4.848417481694525,1988.962683405506,199.92621406099127
2.8000000000000003,0.00021513690985268443,4.863402191624791,1988.923554971525,199.92569824954623
2.81,0.00021516200139369446,4.87837138356834,1988.8844295759932,199.92518074008694
2.82,0.0002151870680888128,4.893325073220763,1988.8453072183884,199.9246615336141
2.83,0.00021521210996257716,4.908263276261803,1988.8061878981875,199.9241406311278
2.84,0.00021523712703950092,4.923186008355372,1988.7670716148684,199.92361803362766
2.85,0.00021526211934407341,4.93809328514957,1988.7279583679097,199.92309374211274
2.86,0.0002152870869007598,4.9529851222766945,1988.6888481567894,199.9225677575816
2.87,0.00021531202973399898,4.967861535346954,1988.6497409809863,199.92204008103292
2.88,0.00021533694786820846,4.9827225399626895,1988.61063683998,199.92151071346402
2.89,0.0002153618413277821,4.997568151711995,1988.57153573325,199.92097965587155
2.9,0.00021538671013708865,5.01239838616402,1988.532437660276,199.92044690925195
2.91,0.0002154115543204729,5.027213258872196,1988.4933426205382,199.91991247460115
2.92,0.0002154363739022556,5.042012785374251,1988.4542506135172,199.91937635291458
2.93,0.0002154611689067335,5.0567969811922255,1988.4151616386941,199.91883854518713
2.94,0.00021548593935817947,5.071565861832487,1988.3760756955503,199.91829905241315
2.95,0.0002155106852808424,5.0863194427857525,1988.336992783567,199.91775787558646
2.96,0.00021553540669894727,5.101057739527099,1988.2979129022265,199.91721501570038
2.97,0.00021556010363669523,5.115780767515984,1988.258836051011,199.91667047374773
2.98,0.00021558477611826354,5.130488542196257,1988.2197622294032,199.91612425072077
2.99,0.00021560942416780566,5.145181078996185,1988.1806914368863,199.91557634761125
3.0,0.00021563404780945122,5.159858393328457,1988.141623672943,199.91502676541037
3.0100000000000002,0.0002156586470673061,5.1745205005902095,1988.102558937058,199.91447550510887
3.02,0.00021568322196545238,5.1891674161630394,1988.0634972287144,199.91392256769691
3.0300000000000002,0.00021570777252794847,5.203799155413025,1988.024438547397,199.9133679541642
3.04,0.00021573229877882904,5.2184157336907315,1987.9853828925907,199.91281166549982
3.0500000000000003,0.00021575680074210508,5.233017166331241,1987.9463302637803,199.9122537026924
3.06,0.0002157812784417639,5.247603468654159,1987.9072806604513,199.9116940667301
3.0700000000000003,0.0002158057319017693,5.262174655963638,1987.8682340820894,199.91113275860044
3.08,0.00021583016114606126,5.276730743548385,1987.8291905281808,199.91056977929054
3.09,0.00021585456619855638,5.291271746681689,1987.790149998212,199.91000512978692
3.1,0.00021587894708314758,5.30579768062143,1987.7511124916696,199.90943881107557
3.11,0.0002159033038237043,5.320308560610096,1987.7120780080406,199.90887082414207
3.12,0.00021592763644407247,5.334804401874803,1987.6730465468129,199.90830116997137
3.13,0.00021595194496807447,5.349285219627307,1987.6340181074738,199.9077298495479
3.14,0.0002159762294194979,5.363751029052435,1987.594992689512,199.90715686385613
3.15,0.00021600048982212524,5.378201845338303,1987.5559702924159,199.90658221387918
3.16,0.0002160247261997107,5.392637683652893,1987.516950915674,199.9060059005999
3.17,0.0002160489385759829,5.407058559146515,1987.4779345587756,199.90542792500068
3.18,0.00021607312697464697,5.421464486954202,1987.4389212212102,199.90484828806345
3.19,0.00021609729141938483,5.435855482195718,1987.3999109024676,199.90426699076957
3.2,0.00021612143193385495,5.450231559975579,1987.360903602038,199.90368403409988
3.21,0.00021614554854169256,5.464592735383067,1987.3218993194118,199.9030994190348
3.22,0.00021616964126650964,5.478939023492245,1987.28289805408,199.90251314655404
3.23,0.0002161937101318949,5.493270439361978,1987.2438998055338,199.901925217637
3.24,0.0002162177551614138,5.507586998035945,1987.2049045732647,199.90133563326248
3.25,0.00021624177637860864,5.521888714542658,1987.1659123567642,199.90074439440875
3.2600000000000002,0.0002162657738069985,5.536175603895474,1987.1269231555252,199.90015150205357
3.27,0.0002162897474700794,5.55044768109262,1987.0879369690397,199.8995569571742
3.2800000000000002,0.0002163136973913241,5.564704961117199,1987.0489537968006,199.89896076074743
3.29,0.00021633762359418238,5.578947458937213,1987.0099736383013,199.89836291374945
3.3000000000000003,0.00021636152610208088,5.59317518950558,1986.970996493035,199.89776341715597
3.31,0.00021638540493842322,5.607388167760144,1986.932022360496,199.89716227194222
3.3200000000000003,0.00021640926012658993,5.621586408623697,1986.8930512401782,199.89655947908292
3.33,0.0002164330916899386,5.635769927003995,1986.854083131576,199.8959550395522
3.34,0.00021645689965180384,5.6499387377937715,1986.815118034185,199.8953489543238
3.35,0.00021648068403549723,5.664092855870755,1986.7761559474993,199.8947412243708
3.36,0.00021650444486430751,5.678232296097686,1986.7371968710152,199.8941318506659
3.37,0.00021652818216150047,5.692357073322336,1986.6982408042284,199.89352083418123
3.38,0.000216551895950319,5.706467202377515,1986.659287746635,199.8929081758884
3.39,0.00021657558625398318,5.720562698081099,1986.6203376977314,199.89229387675854
3.4,0.0002165992530956902,5.734643575236038,1986.581390657015,199.8916779377623
3.41,0.0002166228964981089,5.748709848301893,1986.5424466239895,199.89106035986444
3.42,0.00021664651648485678,5.762761532354491,1986.5035055981461,199.89044114403941
3.43,0.00021667011307906477,5.776798642153488,1986.4645675789825,199.88982029125637
3.44,0.00021669368630383771,5.790821192441446,1986.4256325659971,199.88919780248384
3.45,0.00021671723618225765,5.804829197946072,1986.3867005586883,199.88857367868985
3.46,0.00021674076273738393,5.818822673380229,1986.347771556555,199.88794792084195
3.47,0.00021676426599225325,5.83280163344196,1986.3088455590962,199.8873205299072
3.48,0.00021678774596987956,5.846766092814493,1986.2699225658114,199.88669150685212
3.49,0.00021681120269325427,5.860716066166268,1986.2310025762008,199.88606085264271
3.5,0.00021683463618534608,5.874651568150944,1986.192085589764,199.88542856824446
