t,R,RI,O,I
0.27,1.0174264413484233,1.0147123376619793,0.985244737159971,0.9826164838296275
0.28,1.018067662127799,1.0152514723519586,0.9847023789897783,0.9819784865304652
0.29,1.0187085842053507,1.0157901977427177,0.9841603145289743,0.9813409035229587
0.3,1.0193492077337876,1.0163285140961462,0.9836185436251013,0.9807037345449664
0.31,1.0199895328689979,1.0168664216810877,0.9830770661225228,0.9800669793273932
0.32,1.020629559766888,1.0174039207664232,0.9825358818655849,0.9794306376011052
0.33,1.0212692885833634,1.0179410116210346,0.9819949906986343,0.9787947090969692
0.34,1.0219087194743302,1.0184776945138028,0.9814543924660167,0.9781591935458517
0.35000000000000003,1.0225478525956941,1.0190139697136096,0.9809140870120787,0.977524090678619
0.36,1.023186688103361,1.019549837489336,0.9803740741811664,0.9768894002261379
0.37,1.0238252261532372,1.0200852981098634,0.979834353817626,0.9762551219192748
0.38,1.024463466901228,1.0206203518440733,0.9792949257658038,0.9756212554888962
0.39,1.0251014105032397,1.0211549989608468,0.9787557898700461,0.9749878006658687
0.4,1.0257390571151779,1.0216892397290658,0.9782169459746989,0.9743547571810587
0.41000000000000003,1.0263764068334216,1.0222230742876877,0.9776783939836263,0.9737221248952658
0.42,1.0270134599426262,1.0227565031866022,0.9771401336124453,0.9730899032583278
0.43,1.0276502165174641,1.023289526517391,0.9766021647867226,0.9724580921784237
0.44,1.0282866767136645,1.0238221445485496,0.9760644873509813,0.9718266913868061
0.45,1.0289228406868767,1.0243543575483993,0.975527101149824,0.9711957006149013
0.46,1.02955870859267,1.0248861657850876,0.9749900060279335,0.9705651195943102
0.47000000000000003,1.0301942805865345,1.0254175695265872,0.9744532018300719,0.9699349480568077
0.48,1.0308295568238799,1.0259485690406978,0.9739166884010813,0.9693051857343425
0.49,1.0314645374600366,1.0264791645950435,0.9733804655858833,0.9686758323590378
0.5,1.0320992226502552,1.0270093564570757,0.9728445332294798,0.9680468876631907
0.51,1.032733612549706,1.027539144894071,0.9723088911769521,0.9674183513792725
0.52,1.0333677073134802,1.0280685301731318,0.971773539273461,0.9667902232399285
0.53,1.0340015070948034,1.0285975125573454,0.9712384773660323,0.9661625029818199
0.54,1.0346350120380965,1.0291260922908476,0.970703705310496,0.9655351903605611
0.55,1.0352682222960559,1.0296542696355817,0.9701692229544068,0.9649082851139567
0.56,1.035901138022927,1.0301820448568209,0.9696350301437713,0.9642817869764819
0.5700000000000001,1.0365337593728687,1.03070941821965,0.9691011267246824,0.9636556956828002
0.58,1.0371660864999537,1.0312363899889654,0.9685675125433193,0.9630300109677628
0.59,1.0377981195581685,1.0317629604294767,0.9680341874459473,0.9624047325664087
0.6,1.0384298587014136,1.0322891298057046,0.9675011512789176,0.9617798602139654
0.61,1.0390613040835028,1.0328148983819823,0.9669684038886681,0.961155393645848
0.62,1.0396924558581642,1.0333402664224547,0.9664359451217227,0.9605313325976595
0.63,1.0403233141790396,1.0338652341910792,0.9659037748246913,0.9599076768051913
0.64,1.0409538791996842,1.0343898019516247,0.9653718928442702,0.9592844260044222
0.65,1.0415841510735675,1.0349139699676724,0.9648402990272418,0.9586615799315195
0.66,1.0422141299540726,1.0354377385026157,0.9643089932204748,0.958039138322838
0.67,1.0428438159944964,1.03596110781966,0.963777975270924,0.9574171009149209
0.68,1.0434732093480492,1.0364840781818223,0.9632472450256304,0.9567954674444991
0.6900000000000001,1.044102310167856,1.0370066498519324,0.9627168023317213,0.9561742376484915
0.7000000000000001,1.0447311186069546,1.0375288230926314,0.96218664703641,0.9555534112640052
0.71,1.0453596348182972,1.0380505981663728,0.9616567789869962,0.9549329880283349
0.72,1.0459878589547495,1.0385719753354223,0.9611271980308655,0.9543129676789636
0.73,1.0466157911690916,1.0390929548618573,0.9605979040154902,0.953693349953562
0.74,1.0472434316140165,1.0396135370075674,0.9600688967884282,0.953074134589989
0.75,1.0478707804421314,1.0401337220342544,0.959540176197324,0.9524553213262913
0.76,1.0484978378059575,1.0406535102034318,0.9590117420899082,0.9518369099007038
0.77,1.0491246038579294,1.0411729017764253,0.9584835943139975,0.951218900051649
0.78,1.0497510787503959,1.0416918970143727,0.9579557327174948,0.9506012915177378
0.79,1.0503772626356191,1.0422104961782237,0.9574281571483894,0.9499840840377687
0.8,1.0510031556657757,1.0427286995287406,0.9569008674547566,0.9493672773507285
0.81,1.051628757992955,1.0432465073264967,0.9563738634847577,0.9487508711957916
0.8200000000000001,1.0522540697691614,1.0437639198318784,0.9558471450866407,0.9481348653123208
0.8300000000000001,1.0528790911463117,1.0442809373050834,0.9553207121087395,0.9475192594398665
0.84,1.053503822276238,1.0447975600061217,0.9547945643994741,0.9469040533181673
0.85,1.0541282633106852,1.0453137881948156,0.9542687018073509,0.9462892466871495
0.86,1.054752414401312,1.045829622130799,0.9537431241809623,0.9456748392869279
0.87,1.0553762756996914,1.046345062073518,0.9532178313689871,0.9450608308578047
0.88,1.0559998473573096,1.046860108282231,0.9526928232201901,0.9444472211402704
0.89,1.0566231295255673,1.0473747610160082,0.9521680995834225,0.9438340098750032
0.9,1.0572461223557783,1.0478890205337317,0.9516436603076216,0.9432211968028696
0.91,1.0578688259991706,1.0484028870940958,0.9511195052418107,0.942608781664924
0.92,1.058491240606886,1.0489163609556071,0.9505956342350995,0.9419967642024085
0.93,1.0591133663299799,1.0494294423765838,0.9500720471366839,0.9413851441567536
0.9400000000000001,1.0597352033194214,1.0499421316151565,0.949548743795846,0.9407739212695773
0.9500000000000001,1.060356751726094,1.0504544289292674,0.949025724061954,0.9401630952826858
0.96,1.060978011700794,1.0509663345766713,0.9485029877844623,0.9395526659380735
0.97,1.0615989833942325,1.0514778488149348,0.9479805348129116,0.9389426329779224
0.98,1.0622196669570336,1.0519889719014361,0.9474583649969286,0.9383329961446026
0.99,1.062840062539736,1.0524997040933664,0.9469364781862264,0.9377237551806723
1.0,1.0634601702927913,1.053010045647728,0.9464148742306043,0.9371149098288775
1.01,1.0640799903665654,1.0535199968213358,0.9458935529799476,0.9365064598321522
1.02,1.0646995229113383,1.0540295578708165,0.9453725142842279,0.9358984049336184
1.03,1.0653187680773029,1.0545387290526091,0.944851757993503,0.9352907448765861
1.04,1.0659377260145664,1.0550475106229644,0.9443312839579169,0.9346834794045533
1.05,1.0665563968731502,1.055555902837945,0.9438110920276997,0.934076608261206
1.06,1.067174780802989,1.0560639059534263,0.943291182053168,0.9334701311904179
1.07,1.0677928779539312,1.056571520225095,0.9427715538847241,0.9328640479362509
1.08,1.0684106884757392,1.0570787459084503,0.9422522073728569,0.9322583582429549
1.09,1.069028212518089,1.057585583258803,0.9417331423681413,0.9316530618549677
1.1,1.069645450230571,1.0580920325312766,0.9412143587212385,0.9310481585169149
1.11,1.0702624017626887,1.058598093980806,0.9406958562828956,0.9304436479736106
1.12,1.0708790672638597,1.0591037678621387,0.9401776349039466,0.9298395299700563
1.1300000000000001,1.0714954468834152,1.0596090544298333,0.9396596944353108,0.9292358042514417
1.1400000000000001,1.0721115407706003,1.0601139539382618,0.9391420347279944,0.9286324705631445
1.1500000000000001,1.0727273490745743,1.0606184666416072,0.9386246556330893,0.9280295286507302
1.16,1.0733428719444096,1.061122592793865,0.938107557001774,0.9274269782599526
1.17,1.0739581095290927,1.0616263326488424,0.9375907386853127,0.9268248191367532
1.18,1.074573061977524,1.062129686460159,0.9370742005350564,0.9262230510272615
1.19,1.0751877294385175,1.0626326544812466,0.936557942402442,0.9256216736777951
1.2,1.0758021120608012,1.0631352369653482,0.9360419641389922,0.9250206868348595
1.21,1.0764162099930168,1.0636374341655195,0.9355262655963167,0.9244200902451482
1.22,1.0770300233837196,1.0641392463346284,0.9350108466261108,0.9238198836555424
1.23,1.077643552381379,1.0646406737253544,0.9344957070801561,0.9232200668131116
1.24,1.078256797134378,1.065141716590189,0.9339808468103205,0.9226206394651134
1.25,1.0788697577910134,1.0656423751814366,0.9334662656685581,0.922021601358993
1.26,1.079482434499496,1.0661426497512123,0.932951963506909,0.9214229522423837
1.27,1.08009482740795,1.0666425405514444,0.9324379401774998,0.9208246918631067
1.28,1.080706936664414,1.0671420478338725,0.9319241955325431,0.9202268199691714
1.29,1.0813187624168397,1.0676411718500485,0.9314107294243377,0.9196293363087751
1.3,1.081930304813093,1.0681399128513367,0.9308975417052685,0.9190322406303028
1.31,1.0825415640009535,1.0686382710889129,0.9303846322278069,0.9184355326823278
1.32,1.0831525401281146,1.069136246813765,0.9298720008445102,0.9178392122136112
1.33,1.08376323334385,1.0696338402810195,0.9293596474063553,0.9172432789687759
1.34,1.0843736438006712,1.0701310517542417,0.9288475717610827,0.9166477326840052
1.35,1.0849837716465802,1.0706278814853294,0.9283357737609405,0.9160525731071508
1.36,1.0855936170291876,1.071124329725199,0.9278242532585688,0.9154577999870454
1.37,1.0862031800960215,1.0716203967245876,0.9273130101066906,0.9148634130727009
1.3800000000000001,1.0868124609945262,1.0721160827340526,0.9268020441581123,0.9142694121133097
1.3900000000000001,1.0874214598720635,1.0726113880039716,0.9262913552657226,0.9136757968582432
1.4000000000000001,1.0880301768759122,1.0731063127845424,0.9257809432824937,0.9130825670570527
1.41,1.0886386121532674,1.0736008573257831,0.9252708080614809,0.9124897224594694
1.42,1.0892467658512424,1.074095021877533,0.9247609494558218,0.9118972628154036
1.43,1.0898546381168663,1.0745888066894507,0.9242513673187378,0.9113051878749461
1.44,1.090462229097086,1.0750822120110155,0.9237420615035329,0.9107134973883665
1.45,1.0910695389387648,1.075575238091527,0.9232330318635941,0.9101221911061148
1.46,1.0916765677886835,1.0760678851801055,0.9227242782523914,0.9095312687788202
1.47,1.0922833157935397,1.0765601535256912,0.9222158005234781,0.9089407301572918
1.48,1.0928897830999478,1.0770520433770447,0.92170759853049,0.9083505749925183
1.49,1.0934959698544393,1.0775435549827472,0.9211996721271463,0.9077608030356681
1.5,1.0941018762034629,1.0780346885912,0.9206920211672489,0.9071714140380891
1.51,1.0947075022933839,1.0785254444506247,0.9201846455046829,0.9065824077513094
1.52,1.095312848270485,1.0790158228090634,0.9196775449934165,0.9059937839270361
1.53,1.0959179142809656,1.0795058239143782,0.9191707194875005,0.9054055423171564
1.54,1.0965227004709424,1.0799954480142524,0.918664168841069,0.9048176826737371
1.55,1.0971272069864484,1.0804846953561886,0.9181578929083393,0.9042302047490245
1.56,1.0977314339734345,1.0809735661875106,0.9176518915436109,0.9036431082954448
1.57,1.098335381577768,1.0814620607553616,0.9171461646012673,0.9030563930656038
1.58,1.0989390499452334,1.0819501793067061,0.9166407119357743,0.902470058812287
1.59,1.099542439221532,1.0824379220883282,0.9161355334016811,0.9018841052884595
1.6,1.1001455495522823,1.082925289346833,0.9156306288536195,0.9012985322472661
1.61,1.1007483810830196,1.0834122813286453,0.9151259981463046,0.9007133394420312
1.62,1.1013509339591967,1.0838988982800106,0.9146216411345345,0.9001285266262591
1.6300000000000001,1.1019532083261823,1.0843851404469949,0.91411755767319,0.8995440935536335
1.6400000000000001,1.1025552043292635,1.084871008075484,0.9136137476172355,0.8989600399780181
1.6500000000000001,1.103156922113643,1.0853565014111843,0.9131102108217175,0.8983763656534559
1.6600000000000001,1.1037583618244415,1.0858416206996229,0.9126069471417665,0.8977930703341698
1.67,1.1043595236066965,1.0863263661861469,0.9121039564325951,0.8972101537745624
1.68,1.104960407605362,1.0868107381159233,0.9116012385494996,0.8966276157292158
1.69,1.1055610139653096,1.0872947367339405,0.9110987933478588,0.896045455952892
1.7,1.1061613428313273,1.0877783622850064,0.9105966206831348,0.8954636742005325
1.71,1.1067613943481205,1.0882616150137492,0.9100947204108726,0.8948822702272585
1.72,1.1073611686603118,1.0887444951646181,0.9095930923867,0.894301243788371
1.73,1.10796066591244,1.089227002981882,0.9090917364663283,0.8937205946393505
1.74,1.1085598862489616,1.0897091387096307,0.9085906525055514,0.8931403225358573
1.75,1.1091588298142498,1.0901909025917738,0.9080898403602461,0.8925604272337312
1.76,1.109757496752595,1.0906722948720415,0.9075892998863725,0.891980908488992
1.77,1.110355887208204,1.0911533157939843,0.9070890309399735,0.8914017660578388
1.78,1.1109540013252015,1.0916339656009733,0.9065890333771752,0.8908229996966508
1.79,1.1115518392476285,1.0921142445361993,0.9060893070541867,0.8902446091619863
1.8,1.1121494011194433,1.092594152842674,0.9055898518272996,0.8896665942105839
1.81,1.1127466870845208,1.0930736907632292,0.9050906675528891,0.8890889545993614
1.82,1.1133436972866537,1.0935528585405174,0.9045917540874131,0.8885116900854165
1.83,1.1139404318695505,1.094031656417011,0.9040931112874128,0.8879348004260266
1.84,1.1145368909768378,1.0945100846350027,0.9035947390095117,0.8873582853786486
1.85,1.1151330747520587,1.0949881434366058,0.9030966371104171,0.8867821447009192
1.86,1.1157289833386732,1.095465833063754,0.902598805446919,0.8862063781506547
1.87,1.1163246168800585,1.095943153758201,0.9021012438758901,0.8856309854858513
1.8800000000000001,1.1169199755195087,1.0964201057615213,0.9016039522542865,0.8850559664646844
1.8900000000000001,1.1175150594002348,1.096896689315109,0.9011069304391471,0.8844813208455098
1.9000000000000001,1.118109868665365,1.0973729046601797,0.9006101782875939,0.8839070483868621
1.9100000000000001,1.1187044034579443,1.0978487520377682,0.9001136956568319,0.8833331488474564
1.92,1.1192986639209348,1.0983242316887303,0.8996174824041488,0.8827596219861868
1.93,1.1198926501972155,1.0987993438537418,0.8991215383869159,0.8821864675621276
1.94,1.1204863624295827,1.099274088773299,0.8986258634625869,0.8816136853345324
1.95,1.121079800760749,1.0997484666877184,0.8981304574886987,0.8810412750628347
1.96,1.1216729653333446,1.1002224778371372,0.8976353203228713,0.8804692365066475
1.97,1.1222658562899166,1.1006961224615126,0.8971404518228077,0.8798975694257638
1.98,1.122858473772929,1.1011694008006223,0.8966458518462936,0.8793262735801558
1.99,1.1234508179247629,1.101642313094064,0.8961515202511983,0.8787553487299757
2.0,1.1240428888877159,1.1021148595812562,0.8956574568954734,0.8781847946355553
2.0100000000000002,1.1246346868040031,1.1025870405014377,0.8951636616371539,0.8776146110574061
2.02,1.1252262118157565,1.1030588560936672,0.8946701343343578,0.8770447977562192
2.0300000000000002,1.1258174640650251,1.103530306596824,0.894176874845286,0.8764753544928655
2.04,1.1264084436937747,1.1040013922496081,0.8936838830282223,0.8759062810283954
2.05,1.1269991508438884,1.1044721132905393,0.8931911587415338,0.8753375771240391
2.06,1.127589585657166,1.104942469957958,0.8926987018436702,0.8747692425412066
2.07,1.1281797482753244,1.1054124624900248,0.8922065121931645,0.8742012770414871
2.08,1.1287696388399975,1.1058820911247207,0.8917145896486326,0.87363368038665
2.09,1.1293592574927362,1.106351356099847,0.8912229340687734,0.8730664523386441
2.1,1.1299486043750082,1.1068202576530257,0.8907315453123689,0.8724995926595981
2.11,1.1305376796281985,1.1072887960216986,0.8902404232382838,0.87193310111182
2.12,1.131126483393609,1.1077569714431281,0.889749567705466,0.8713669774577977
2.13,1.1317150158196096,1.1082247841716684,0.8892589785657959,0.8708012214429266
2.14,1.132303277058688,1.1086922344716377,0.8887686556670373,0.8702358328026377
2.15,1.132891267252702,1.1091593225817047,0.8882785988675816,0.8696708112980123
2.16,1.1334789865433192,1.1096260487400975,0.8877888080260113,0.8691061566905726
2.17,1.1340664350721323,1.110092413184885,0.8872992830009835,0.868541868742
2.18,1.134653612980659,1.110558416153977,0.8868100236512296,0.8679779472141349
2.19,1.1352405204103435,1.111024057885124,0.886321029835556,0.8674143918689772
2.2,1.1358271575025545,1.1114893386159175,0.8858323014128431,0.8668512024686856
2.21,1.1364135243985867,1.1119542585837896,0.885343838242046,0.8662883787755784
2.22,1.13699962123966,1.1124188180260135,0.8848556401821944,0.8657259205521327
2.23,1.1375854481669203,1.1128830171797028,0.8843677070923925,0.865163827560985
2.24,1.1381710053214382,1.1133468562818125,0.8838800388318188,0.864602099564931
2.25,1.1387562928442105,1.113810335569138,0.8833926352597267,0.8640407363269255
2.2600000000000002,1.139341310876159,1.1142734552783158,0.8829054962354436,0.8634797376100823
2.27,1.139926059558131,1.114736215645823,0.8824186216183718,0.862919103177675
2.2800000000000002,1.1405105390308996,1.1151986169079775,0.8819320112679881,0.8623588327931355
2.29,1.1410947494351629,1.1156606593009384,0.8814456650438438,0.8617989262200556
2.3000000000000003,1.141678690911545,1.1161223430607052,0.8809595828055645,0.861239383222186
2.31,1.142262363600595,1.1165836684231185,0.8804737644128504,0.8606802035634367
2.32,1.142845767642788,1.1170446356238597,0.8799882097254764,0.8601213870078765
2.33,1.1434289031785239,1.117505244898451,0.8795029186032918,0.859562933319734
2.34,1.1440117703481285,1.1179654964822556,0.8790178909062203,0.8590048422633965
2.35,1.1445943692918532,1.1184253906104769,0.8785331264942602,0.8584471136034105
2.36,1.1451767001498745,1.1188849275181598,0.8780486252274844,0.8578897471044822
2.37,1.1457587630622945,1.1193441074401898,0.8775643869660401,0.8573327425314762
2.38,1.146340558169141,1.1198029306112933,0.8770804115701494,0.856776099649417
2.39,1.146922085610367,1.1202613972660374,0.8765966989001085,0.8562198182234878
2.4,1.1475033455258512,1.1207195076388299,0.8761132488162883,0.8556638980190312
2.41,1.1480843380553976,1.12117726196392,0.8756300611791341,0.855108338801549
2.42,1.1486650633387354,1.1216346604753973,0.875147135849166,0.8545531403367019
2.43,1.1492455215155202,1.122091703407192,0.8746644726869783,0.8539983023903103
2.44,1.1498257127253317,1.1225483909930756,0.87418207155324,0.8534438247283533
2.45,1.1504056371076765,1.1230047234666602,0.8736999323086946,0.8528897071169693
2.46,1.1509852948019859,1.1234607010613988,0.8732180548141598,0.8523359493224562
2.47,1.1515646859476163,1.1239163240105854,0.8727364389305284,0.8517825511112705
2.48,1.1521438106838506,1.1243715925473543,0.8722550845187672,0.8512295122500285
2.49,1.1527226691498964,1.1248265069046812,0.8717739914399177,0.8506768325055052
2.5,1.1533012614848872,1.1252810673153824,0.8712931595550961,0.8501245116446351
2.5100000000000002,1.1538795878278814,1.1257352740121147,0.8708125887254927,0.8495725494345118
2.52,1.1544576483178637,1.1261891272273765,0.8703322788123727,0.8490209456423878
2.5300000000000002,1.1550354430937435,1.1266426271935064,0.8698522296770758,0.8484697000356752
2.54,1.155612972294356,1.127095774142684,0.8693724411810156,0.8479188123819451
2.5500000000000003,1.1561902360584622,1.1275485683069295,0.8688929131856812,0.8473682824489278
2.56,1.1567672345247477,1.1280010099181048,0.8684136455526353,0.8468181100045128
2.57,1.1573439678318247,1.1284530992079116,0.8679346381435159,0.8462682948167486
2.58,1.15792043611823,1.1289048364078929,0.8674558908200347,0.8457188366538431
2.59,1.158496639522426,1.1293562217494322,0.8669774034439788,0.8451697352841634
2.6,1.1590725781828013,1.1298072554637546,0.866499175877209,0.8446209904762356
2.61,1.1596482522376688,1.1302579377819253,0.8660212079816612,0.8440726019987452
2.62,1.160223661825268,1.1307082689348507,0.8655434996193454,0.8435245696205367
2.63,1.160798807083763,1.1311582491532775,0.8650660506523465,0.8429768931106139
2.64,1.1613736881512435,1.1316078786677939,0.8645888609428235,0.8424295722381395
2.65,1.1619483051657256,1.1320571577088288,0.8641119303530104,0.841882606772436
2.66,1.1625226582651498,1.1325060865066514,0.8636352587452151,0.8413359964829843
2.67,1.1630967475873824,1.1329546652913725,0.8631588459818206,0.8407897411394252
2.68,1.1636705732702153,1.133402894292943,0.8626826919252841,0.8402438405115581
2.69,1.164244135451366,1.1338507737411554,0.8622067964381375,0.8396982943693421
2.7,1.164817434268477,1.134298303865642,0.8617311593829868,0.8391531024828949
2.71,1.1653904698591164,1.1347454848958771,0.8612557806225132,0.838608264622494
2.72,1.1659632423607784,1.135192317061175,0.8607806600194716,0.8380637805585757
2.73,1.1665357519108819,1.135638800590691,0.8603057974366922,0.8375196500617356
2.74,1.1671079986467716,1.1360849357134217,0.8598311927370792,0.8369758729027282
2.75,1.1676799827057176,1.1365307226582038,0.8593568457836115,0.8364324488524679
2.7600000000000002,1.1682517042249156,1.136976161653715,0.8588827564393424,0.8358893776820274
2.77,1.1688231633414867,1.1374212529284746,0.8584089245673999,0.8353466591626393
2.7800000000000002,1.1693943601924774,1.137865996710842,0.8579353500309864,0.8348042930656948
2.79,1.16996529491486,1.138310393229017,0.8574620326933787,0.8342622791627449
2.8000000000000003,1.1705359676455316,1.1387544427110416,0.8569889724179285,0.8337206172254991
2.81,1.1711063785213152,1.1391981453847975,0.8565161690680614,0.8331793070258267
2.82,1.1716765276789596,1.1396415014780072,0.8560436225072782,0.8326383483357557
2.83,1.1722464152551384,1.140084511218235,0.8555713325991535,0.8320977409274737
2.84,1.1728160413864512,1.140527174832885,0.8550992992073372,0.8315574845733271
2.85,1.173385406209423,1.1409694925492027,0.854627522195553,0.8310175790458219
2.86,1.1739545098605038,1.1414114645942743,0.8541560014275997,0.8304780241176227
2.87,1.1745233524760696,1.1418530911950269,0.85368473676735,0.8299388195615539
2.88,1.1750919341924217,1.1422943725782284,0.8532137280787517,0.8293999651505988
2.89,1.175660255145787,1.142735308970487,0.8527429752258269,0.8288614606578997
2.9,1.1762283154723177,1.1431759005982527,0.8522724780726718,0.8283233058567584
2.91,1.176796115308091,1.1436161476878157,0.851802236483458,0.8277855005206358
2.92,1.1773636547891277,1.1440560504653539,0.8513322503224139,0.8272480444231051
2.93,1.1779309340548394,1.1444956091665488,0.8508625194503764,0.826710937328236
2.94,1.1784979532438664,1.144934824024979,0.8503930437289541,0.826174179002201
2.95,1.1790647124922202,1.1453736952669438,0.8499238230223843,0.8256377692184523
2.96,1.17963121193584,1.1458122231185905,0.8494548571949766,0.8251017077505933
2.97,1.1801974517105938,1.1462504078059161,0.8489861461111118,0.8245659943723789
2.98,1.1807634319522773,1.146688249554766,0.8485176896352425,0.8240306288577148
2.99,1.1813291527966154,1.1471257485908335,0.8480494876318931,0.8234956109806586
3.0,1.1818946143792604,1.1475629051396623,0.8475815399656594,0.8229609405154185
3.0100000000000002,1.1824598168357938,1.1479997194266434,0.8471138465012091,0.8224266172363542
3.02,1.1830247603017245,1.1484361916770174,0.8466464071032817,0.821892640917977
3.0300000000000002,1.1835894449124909,1.1488723221158732,0.8461792216366877,0.8213590113349488
3.04,1.184153870803458,1.1493081109681489,0.8457122899663102,0.8208257282620833
3.0500000000000003,1.1847180381099212,1.149743558458631,0.8452456119571032,0.8202927914743453
3.06,1.1852819469671023,1.1501786648119547,0.8447791874740929,0.8197602007468506
3.0700000000000003,1.1858455975101527,1.1506134302526045,0.8443130163823767,0.8192279558548666
3.08,1.1864089898741517,1.151047855004913,0.843847098547124,0.8186960565738118
3.09,1.1869721241941067,1.151481939293062,0.843381433833576,0.818164502679256
3.1,1.1875350006049536,1.1519156833410817,0.842916022107045,0.8176332939469201
3.11,1.188097619241557,1.1523490873728515,0.8424508632329155,0.8171024301526764
3.12,1.1886599802387092,1.1527821516120995,0.8419859570766436,0.8165719110725485
3.13,1.1892220837311311,1.153214876282402,0.8415213035037566,0.8160417364827109
3.14,1.1897839298534718,1.1536472616071844,0.8410569023798542,0.81551190615949
3.15,1.190345518740309,1.1540793078097213,0.8405927535706073,0.8149824198793629
3.16,1.1909068505261484,1.1545110151131357,0.8401288569417584,0.8144532774189581
3.17,1.1914679253454241,1.154942383740399,0.839665212359122,0.8139244785550555
3.18,1.192028743332499,1.1553734139143317,0.839201819688584,0.8133960230645859
3.19,1.1925893046216633,1.1558041058576034,0.8387386787961021,0.8128679107246319
3.2,1.1931496093471363,1.1562344597927317,0.8382757895477057,0.8123401413124268
3.21,1.1937096576430657,1.1566644759420837,0.8378131518094957,0.8118127146053555
3.22,1.1942694496435269,1.1570941545278748,0.8373507654476448,0.811285630380954
3.23,1.1948289854825243,1.1575234957721692,0.8368886303283973,0.8107588884169098
3.24,1.1953882652939898,1.1579524998968802,0.8364267463180695,0.8102324884910611
3.25,1.1959472892117846,1.1583811671237694,0.8359651132830488,0.809706430381398
3.2600000000000002,1.1965060573696973,1.1588094976744474,0.8355037310897946,0.8091807138660614
3.27,1.1970645699014455,1.1592374917703734,0.835042599604838,0.8086553387233436
3.2800000000000002,1.1976228269406748,1.1596651496328558,0.8345817186947816,0.8081303047316882
3.29,1.1981808286209592,1.1600924714830514,0.8341210882262998,0.8076056116696901
3.3000000000000003,1.1987385750758008,1.1605194575419657,0.8336607080661386,0.8070812593160954
3.31,1.1992960664386305,1.160946108030453,0.8332005780811158,0.8065572474498012
3.3200000000000003,1.1998533028428071,1.1613724231692164,0.8327406981381207,0.8060335758498562
3.33,1.2004102844216178,1.1617984031788082,0.8322810681041143,0.8055102442954604
3.34,1.2009670113082782,1.1622240482796284,0.8318216878461294,0.8049872525659645
3.35,1.201523483635932,1.162649358691927,0.8313625572312703,0.8044646004408711
3.36,1.2020797015376516,1.1630743346358021,0.830903676126713,0.8039422876998338
3.37,1.2026356651464378,1.1634989763312003,0.8304450443997053,0.8034203141226572
3.38,1.203191374595219,1.1639232839979172,0.8299866619175666,0.8028986794892978
3.39,1.2037468300168523,1.1643472578555978,0.8295285285476879,0.8023773835798625
3.4,1.2043020315441235,1.164770898123735,0.8290706441575318,0.8018564261746103
3.41,1.2048569793097461,1.1651942050216708,0.8286130086146329,0.8013358070539507
3.42,1.2054116734463625,1.1656171787685958,0.8281556217865973,0.800815525998445
3.43,1.205966114086543,1.1660398195835497,0.8276984835411024,0.8002955827888054
3.44,1.2065203013627863,1.1664621276854206,0.827241593745898,0.7997759772058958
3.45,1.2070742354075197,1.1668841032929456,0.8267849522688048,0.7992567090307306
3.46,1.207627916353098,1.1673057466247103,0.8263285589777157,0.7987377780444764
3.47,1.2081813443318057,1.1677270578991494,0.8258724137405952,0.7982191840284504
3.48,1.208734519475854,1.168148037334546,0.8254165164254792,0.7977009267641211
3.49,1.209287441917384,1.1685686851490327,0.8249608669004755,0.7971830060331084
