t,R,LR,R_star,LR_star,LR_ds,R_ds,G_star,G
0.34,0.022361380487890808,0.0176187638135334,2.2361966967192442e-06,1.761876384139081e-05,0.009984658557271719,0.010015342180765935,0.009342603734807413,0.010657396265192588
0.35000000000000003,0.022426489066886674,0.017553713756638254,2.242707337972778e-06,1.7553713513240305e-05,0.009984207704010772,0.010015793051613054,0.0093239372074691,0.0106760627925309
0.36,0.022491357020193784,0.01748890410899213,2.2491939174586872e-06,1.7488903751551774e-05,0.00998375687180235,0.01001624390134269,0.00930530798083774,0.01069469201916226
0.37,0.02255598536260719,0.01742433385683085,2.25565653665266e-06,1.7424333423705086e-05,0.009983306060645738,0.010016694729955831,0.00928671597465157,0.01071328402534843
0.38,0.022620374994013828,0.017360002101065548,2.2620952855404338e-06,1.7360001641400052e-05,0.009982855270540193,0.010017145537453462,0.009268161113995699,0.010731838886004302
0.39,0.02268452681430063,0.017295907942607356,2.268510254107749e-06,1.7295907516336472e-05,0.009982404501484975,0.010017596323836564,0.009249643323955236,0.010750356676044764
0.4,0.022748441723354537,0.017232050482367416,2.2749015323403447e-06,1.7232050160214158e-05,0.009981953753479345,0.010018047089106119,0.009231162529615288,0.010768837470384712
0.41000000000000003,0.022812120575535933,0.017168428866775783,2.2812692056713334e-06,1.716842869691768e-05,0.009981503026522546,0.010018497833263114,0.009212718657986223,0.010787281342013778
0.42,0.02287556401293209,0.01710504245450012,2.287613338306647e-06,1.710504230714457e-05,0.009981052320613751,0.010018948556308553,0.009194311645055148,0.010805688354944852
0.43,0.022938773092848242,0.017041890189059602,2.293934035973757e-06,1.7041890060463068e-05,0.009980601635752276,0.010019399258243404,0.009175941409250163,0.010824058590749837
0.44,0.02300174869579282,0.016978971190740638,2.3002313867205647e-06,1.6978971073759458e-05,0.009980150971937371,0.010019849939068654,0.009157607876475873,0.010842392123524128
0.45,0.023064491702274256,0.01691628457982962,2.3065054785949704e-06,1.691628446392003e-05,0.00997970032916829,0.010020300598785286,0.009139310972636872,0.010860689027363129
0.46,0.023127002992800974,0.01685382947661294,2.312756399644874e-06,1.6853829347831065e-05,0.009979249707444286,0.010020751237394286,0.009121050623637763,0.010878949376362237
0.47000000000000003,0.023189283447881407,0.016791605001377007,2.3189842379181774e-06,1.6791604842378855e-05,0.009978799106764615,0.010021201854896637,0.009102826755383148,0.010897173244616852
0.48,0.023251333568624567,0.016729610653402102,2.325189043524339e-06,1.6729610508018985e-05,0.009978348527128405,0.010021652451293342,0.009084639310306033,0.010915360689693968
0.49,0.023313154614753452,0.01666784517416539,2.3313709424312174e-06,1.666784501828456e-05,0.009977897968535033,0.010022103026585367,0.00906648819779066,0.01093351180220934
0.5,0.02337474727369227,0.01660630787683111,2.3375300033790538e-06,1.6606307715803464e-05,0.00997744743098369,0.010022553580773707,0.009048373352153282,0.010951626647846718
0.51,0.023436112418811276,0.0165449978888162,2.34366631370196e-06,1.6544997725807486e-05,0.009976996914473627,0.010023004113859344,0.00903029469960947,0.01096970530039053
0.52,0.023497250920384644,0.016483914340630377,2.3497799604244517e-06,1.6483914177148133e-05,0.009976546419004096,0.010023454625843267,0.009012252166509676,0.010987747833490324
0.53,0.02355816364559049,0.016423056365876106,2.3558710302614506e-06,1.6423056202296647e-05,0.009976095944574343,0.010023905116726458,0.00899424567933923,0.01100575432066077
0.54,0.023618851085109076,0.01636242347432842,2.3619395722792966e-06,1.6362423296759464e-05,0.009975645491183523,0.010024355586509897,0.008976275182293485,0.011023724817706516
0.55,0.023679313878688938,0.01630201502682198,2.3679856504506845e-06,1.6302014813197937e-05,0.009975195058830827,0.010024806035194565,0.00895834061254066,0.011041659387459341
0.56,0.02373955329087202,0.016241829759936134,2.374009391225659e-06,1.6241829503522165e-05,0.009974744647515603,0.010025256462781455,0.008940441877830566,0.011059558122169435
0.5700000000000001,0.023799570160166254,0.01618186683591625,2.3800108784522236e-06,1.6181866530358166e-05,0.009974294257237093,0.010025706869271553,0.008922578905954588,0.011077421094045413
0.58,0.02385936532141582,0.016122125420667648,2.385990195612022e-06,1.6122125060498103e-05,0.009973843887994537,0.010026157254665841,0.008904751624865714,0.011095248375134287
0.59,0.023918939605801163,0.01606260468375559,2.3919474258203378e-06,1.6062604264900273e-05,0.009973393539787174,0.010026607618965311,0.008886959962678527,0.011113040037321473
0.6,0.02397829384083896,0.0160033037984053,2.3978826518260924e-06,1.6003303318689114e-05,0.00997294321261424,0.010027057962170943,0.00886920384766921,0.01113079615233079
0.61,0.024037428850382157,0.015944221941501937,2.4037959560118486e-06,1.5944221401155203e-05,0.009972492906474973,0.010027508284283726,0.008851483208275541,0.01114851679172446
0.62,0.024096345454619944,0.015885358293590612,2.4096874203938065e-06,1.5885357695755256e-05,0.009972042621368606,0.010027958585304645,0.008833797973096904,0.011166202026903096
0.63,0.024155044470077776,0.015826712038876388,2.415557126621807e-06,1.5826711390112122e-05,0.009971592357294376,0.010028408865234687,0.008816148070894274,0.011183851929105726
0.64,0.024213526709617343,0.01576828236522427,2.4214051559793293e-06,1.576828167601479e-05,0.009971142114251515,0.010028859124074838,0.008798533430590227,0.011201466569409773
0.65,0.024271792982436605,0.01571006846415921,2.427231589383493e-06,1.5710067749418394e-05,0.009970691892239255,0.010029309361826083,0.00878095398126894,0.01121904601873106
0.66,0.024329844094069766,0.015652069530866126,2.433036507385056e-06,1.56520688104442e-05,0.009970241691256827,0.010029759578489412,0.008763409652176186,0.011236590347823814
0.67,0.02438768084638728,0.015594284764189862,2.4388199901684166e-06,1.5594284063379617e-05,0.009969791511303458,0.010030209774065811,0.008745900372719337,0.011254099627280663
0.68,0.02444530403759586,0.015536713366635221,2.444582117551612e-06,1.553671271667818e-05,0.009969341352378381,0.010030659948556266,0.008728426072467361,0.01127157392753264
0.6900000000000001,0.02450271446223848,0.015479354544366955,2.450322968986318e-06,1.5479353982959585e-05,0.009968891214480819,0.010031110101961763,0.008710986681150829,0.011289013318849172
0.7000000000000001,0.024559912911194342,0.01542220750720976,2.4560426235578517e-06,1.5422207079009646e-05,0.009968441097610001,0.01003156023428329,0.00869358212866191,0.011306417871338091
0.71,0.02461690017167892,0.015365271468648285,2.4617411599851666e-06,1.5365271225780323e-05,0.009967991001765151,0.010032010345521838,0.008676212345054364,0.011323787654945636
0.72,0.02467367690845025,0.015308545764737077,2.4674186447410587e-06,1.530854554403562e-05,0.009967540926945533,0.010032460435678316,0.008658877270529962,0.011341122729470039
0.73,0.02473024391316107,0.015252029604504412,2.473075156988281e-06,1.5252029273394502e-05,0.009967090873150366,0.010032910504753722,0.008641576834476658,0.011358423165523343
0.74,0.02478660202594841,0.015195722148439412,2.478710780738219e-06,1.5195721703451437e-05,0.009966640840378852,0.010033360552749086,0.008624310962060178,0.011375689037939823
0.75,0.024842752015669118,0.015139622628373787,2.4843255928740073e-06,1.5139622068569479e-05,0.009966190828630211,0.01003381057966539,0.00860707958429203,0.01139292041570797
0.76,0.024898694647387934,0.015083730279927663,2.489919669899585e-06,1.5083729607165077e-05,0.009965740837903664,0.010034260585503618,0.008589882632356107,0.011410117367643894
0.77,0.024954430682377533,0.015028044342509568,2.4954930879396984e-06,1.5028043561708088e-05,0.00996529086819843,0.010034710570264761,0.008572720037608693,0.011427279962391308
0.78,0.025009960878118492,0.014972564059316453,2.501045922739896e-06,1.4972563178721765e-05,0.009964840919513728,0.0100351605339498,0.008555591731578455,0.011444408268421545
0.79,0.025065285988299307,0.01491728867733367,2.506578249666534e-06,1.4917287708782762e-05,0.009964390991848775,0.010035610476559726,0.008538497645966451,0.01146150235403355
0.8,0.025120406762816395,0.01486221744733499,2.512090143706772e-06,1.4862216406521134e-05,0.009963941085202788,0.010036060398095523,0.00852143771264612,0.01147856228735388
0.81,0.025175323947774077,0.01480734962388259,2.5175816794685756e-06,1.4807348530620338e-05,0.009963491199574981,0.010036510298558175,0.008504411863663297,0.011495588136336703
0.8200000000000001,0.025230038285484604,0.014752684465327064,2.5230529311807154e-06,1.4752683343817228e-05,0.00996304133496457,0.01003696017794867,0.008487420031236197,0.011512579968763804
0.8300000000000001,0.025284550514468127,0.014698221233807414,2.5285039726927667e-06,1.4698220112902062e-05,0.009962591491370767,0.010037410036267996,0.008470462147755424,0.011529537852244576
0.84,0.02533886136945272,0.014643959195251051,2.5339348774751103e-06,1.4643958108718499e-05,0.009962141668792784,0.010037859873517137,0.008453538145783972,0.011546461854216029
0.85,0.025392971581374376,0.014589897619373803,2.5393457186189325e-06,1.4589896606163592e-05,0.009961691867229833,0.01003830968969708,0.008436647958057217,0.011563352041942783
0.86,0.025446881877376995,0.014536035779679908,2.544736568836224e-06,1.4536034884187803e-05,0.009961242086681123,0.010038759484808812,0.00841979151748293,0.011580208482517071
0.87,0.0255005929808124,0.014482372953462015,2.550107500459781e-06,1.4482372225794986e-05,0.00996079232714586,0.01003920925885332,0.008402968757141258,0.011597031242858742
0.88,0.025554105611240323,0.014428908421801181,2.555458585443205e-06,1.4428907918042403e-05,0.009960342588623257,0.010039659011831589,0.008386179610284749,0.011613820389715252
0.89,0.025607420484428413,0.01437564146956688,2.5607898953609017e-06,1.4375641252040715e-05,0.009959892871112515,0.010040108743744607,0.008369424010338324,0.011630575989661676
0.9,0.02566053891491593,0.014322570783686837,2.566101561661367e-06,1.4322570629007031e-05,0.009959443174613102,0.010040558454593264,0.008352701871354038,0.011647298128645962
0.91,0.02571346131518116,0.014269695951903494,2.571393625591612e-06,1.4269695786858928e-05,0.009958993499124094,0.010041008144378593,0.008336013136693332,0.011663986863306669
0.92,0.025766188253540077,0.014217016406338736,2.5766661439816133e-06,1.4217016230745016e-05,0.009958543844644637,0.010041457813101605,0.008319357744712158,0.011680642255287843
0.93,0.025818720445139127,0.01416453143248867,2.5819191883436365e-06,1.4164531246407823e-05,0.00995809421117394,0.010041907460763283,0.008302735629053124,0.011697264370946876
0.9400000000000001,0.025871058601833807,0.014112240319137373,2.587152829860864e-06,1.4112240122899818e-05,0.009957644598711207,0.010042357087364612,0.00828614672351498,0.01171385327648502
0.9500000000000001,0.025923203432188652,0.014060142358356904,2.5923671393873925e-06,1.4060142152583412e-05,0.009957195007255648,0.010042806692906575,0.008269590962052603,0.011730409037947398
0.96,0.02597515564147724,0.014008236845507293,2.5975621874482342e-06,1.4008236631130947e-05,0.009956745436806467,0.010043256277390162,0.008253068278777002,0.011746931721222998
0.97,0.026026915931682198,0.013956523079236548,2.6027380442393177e-06,1.3956522857524708e-05,0.00995629588736287,0.01004370584081635,0.00823657860795532,0.011763421392044681
0.98,0.026078485001495195,0.01390500036148065,2.6078947796274857e-06,1.3905000134056923e-05,0.00995584635892406,0.010044155383186131,0.00822012188401083,0.01177987811598917
0.99,0.02612986354631695,0.013853667997463556,2.6130324631504978e-06,1.3853667766329751e-05,0.00995539685148924,0.010044604904500484,0.008203698041522938,0.011796301958477062
1.0,0.026181052258257217,0.0138025252956972,2.618151164017028e-06,1.3802525063255294e-05,0.009954947365057615,0.010045054404760397,0.008187307015227185,0.011812692984772815
1.01,0.02623205182613481,0.013751571567981492,2.6232509511066664e-06,1.3751571337055594e-05,0.009954497899628382,0.010045503883966852,0.008170948740015239,0.011829051259984761
1.02,0.026282862935477564,0.013700806129404311,2.6283318929699188e-06,1.3700805903262628e-05,0.009954048455200745,0.010045953342120835,0.008154623150934905,0.011845376849065095
1.03,0.026333486268522385,0.013650228298341519,2.633394057828206e-06,1.3650228080718313e-05,0.009953599031773902,0.010046402779223331,0.008138330183190117,0.011861669816809884
1.04,0.026383922504215205,0.013599837396456949,2.6384375135738644e-06,1.3599837191574507e-05,0.009953149629347052,0.010046852195275324,0.00812206977214094,0.01187793022785906
1.05,0.02643417231821101,0.013549632748702412,2.643462327770146e-06,1.3549632561293002e-05,0.009952700247919393,0.010047301590277799,0.008105841853303576,0.011894158146696424
1.06,0.02648423638287382,0.013499613683317693,2.6484685676512186e-06,1.3499613518645534e-05,0.009952250887490122,0.010047750964231739,0.008089646362350357,0.011910353637649643
1.07,0.02653411536727672,0.01344977953183055,2.6534563001221646e-06,1.3449779395713775e-05,0.009951801548058437,0.010048200317138128,0.008073483235109744,0.011926516764890257
1.08,0.02658381075063478,0.013400128816387701,2.6584256730994528e-06,1.340012868239714e-05,0.009951352229623801,0.0100486496489979,0.008057352378257306,0.011942647621742694
1.09,0.026633322591054682,0.013350661478909724,2.6633766923936488e-06,1.3350661345601815e-05,0.009950902932185209,0.01004909895981208,0.008041253749710516,0.011958746250289485
1.1,0.026682651527619308,0.013301376880886739,2.6683094219109193e-06,1.3301376748249489e-05,0.009950453655741848,0.01004954824958165,0.008025187286491086,0.011974812713508915
1.11,0.026731798232197266,0.013252274351054036,2.6732239288358903e-06,1.3252274219073234e-05,0.009950004400292915,0.010049997518307598,0.008009152924476973,0.011990847075523028
1.12,0.026780763373912785,0.013203353220888822,2.6781202800787577e-06,1.3203353089547948e-05,0.009949555165837608,0.010050446765990902,0.007993150599682568,0.012006849400317432
1.1300000000000001,0.026829547619145716,0.013154612824610216,2.6829985422752887e-06,1.315461269389035e-05,0.009949105952375123,0.01005089599263255,0.007977180248258709,0.012022819751741291
1.1400000000000001,0.026878151631531528,0.013106052499179252,2.687858781786823e-06,1.3106052369058976e-05,0.009948656759904657,0.010051345198233521,0.007961241806492663,0.012038758193507337
1.1500000000000001,0.02692657607196131,0.01305767158429887,2.6927010647002698e-06,1.3057671454754186e-05,0.009948207588425404,0.0100517943827948,0.007945335210808141,0.012054664789191859
1.16,0.026974821598581774,0.01300946942241393,2.6975254568281107e-06,1.3009469293418162e-05,0.009947758437936558,0.010052243546317372,0.00792946039776529,0.01207053960223471
1.17,0.027022888866795252,0.012961445358711196,2.702332023708398e-06,1.2961445230234904e-05,0.009947309308437315,0.010052692688802219,0.007913617304060696,0.012086382695939304
1.18,0.0270707785292597,0.012913598741119355,2.707120830604756e-06,1.2913598613130236e-05,0.009946860199926865,0.010053141810250322,0.007897805866527384,0.012102194133472617
1.19,0.027118491235888685,0.012865928920308998,2.7118919425063783e-06,1.2865928792771796e-05,0.009946411112404404,0.010053590910662666,0.007882026022134817,0.012117973977865184
1.2,0.027166027633851408,0.012818435249692636,2.716645424128032e-06,1.2818435122569054e-05,0.009945962045869122,0.010054039990040235,0.007866277707988895,0.012133722292011106
1.21,0.027213388367572682,0.012771117085424685,2.721381339910054e-06,1.277111695867329e-05,0.009945513000320209,0.01005448904838401,0.007850560861331955,0.012149439138668046
1.22,0.02726057407873294,0.012723973786401478,2.7260997540183524e-06,1.2723973659977611e-05,0.009945063975756856,0.010054938085694975,0.007834875419542779,0.012165124580457222
1.23,0.02730758540626824,0.012677004714261263,2.730800730344407e-06,1.2677004588116946e-05,0.009944614972178254,0.010055387101974112,0.007819221320136582,0.012180778679863419
1.24,0.02735442298637026,0.012630209233384196,2.7354843325052694e-06,1.263020910746804e-05,0.00994416598958359,0.010055836097222404,0.007803598500765015,0.012196401499234986
1.25,0.027401087506610383,0.012583586656816872,2.7401506292557883e-06,1.2583586531106296e-05,0.009943717027972069,0.010056285071440836,0.007788006897343017,0.012211993102656984
1.26,0.027447579977694165,0.012537135974761944,2.744799721663152e-06,1.253713584945763e-05,0.009943268087342978,0.010056734024630387,0.007772446434643779,0.012227553565356222
1.27,0.02749390069144804,0.01249085689565551,2.7494316389090375e-06,1.2490856770753785e-05,0.009942819167695415,0.010057182956792043,0.007756917062361314,0.012243082937638686
1.28,0.02754005028171461,0.012444748786224686,2.7540464443755953e-06,1.2444748661723256e-05,0.00994237026902857,0.010057631867926783,0.0077414187183944124,0.012258581281605589
1.29,0.027586029379896248,0.012398811015634621,2.7586442012009627e-06,1.2398810891532653e-05,0.009941921391341627,0.010058080758035593,0.007725951340767775,0.012274048659232227
1.3,0.027631838614955107,0.0123530429554885,2.7632249722792604e-06,1.2353042831786713e-05,0.009941472534633776,0.010058529627119454,0.007710514867632015,0.012289485132367986
1.31,0.027677478613413103,0.012307443979827538,2.767788820260596e-06,1.2307443856528298e-05,0.009941023698904204,0.010058978475179349,0.007695109237263659,0.012304890762736342
1.32,0.027722949999351928,0.012262013465130988,2.7723358075510632e-06,1.2262013342238388e-05,0.009940574884152096,0.010059427302216258,0.007679734388065145,0.012320265611934857
1.33,0.02776825339441305,0.012216750790316136,2.7768659963127385e-06,1.2216750667836095e-05,0.009940126090376637,0.010059876108231168,0.0076643902585648216,0.01233560974143518
1.34,0.027813389417797707,0.012171655336738299,2.7813794484636855e-06,1.217165521467865e-05,0.009939677317577014,0.010060324893225059,0.007649076787416951,0.01235092321258305
1.35,0.027858358686266904,0.012126726488190834,2.7858762256779537e-06,1.2126726366561407e-05,0.009939228565752408,0.010060773657198912,0.007633793913401709,0.012366206086598292
1.36,0.02790316181414143,0.012081963630905124,2.7903563893855763e-06,1.2081963509717847e-05,0.009938779834902005,0.01006122240015371,0.00761854157542518,0.012381458424574821
1.37,0.02794779941330184,0.012037366153550597,2.794820000772573e-06,1.2037366032819575e-05,0.009938331125024989,0.010061671122090436,0.007603319712519363,0.012396680287480638
1.3800000000000001,0.027992272093188456,0.011992933447234701,2.799267120780949e-06,1.1992933326976314e-05,0.00993788243612054,0.010062119823010071,0.007588128263842166,0.012411871736157834
1.3900000000000001,0.02803658046080138,0.01194866490550293,2.8036978101086936e-06,1.1948664785735918e-05,0.009937433768187839,0.010062568502913599,0.007572967168677415,0.012427032831322586
1.4000000000000001,0.028080725120700492,0.011904559924338809,2.808112129209783e-06,1.1904559805084361e-05,0.00993698512122607,0.010063017161802001,0.007557836366434841,0.012442163633565161
1.41,0.02812470667500543,0.011860617902163894,2.8125101382941782e-06,1.1860617783445743e-05,0.00993653649523441,0.010063465799676258,0.007542735796650092,0.012457264203349909
1.42,0.028168525723395614,0.011816838239837774,2.8168918973278253e-06,1.1816838121682282e-05,0.009936087890212043,0.010063914416537353,0.007527665398984726,0.012472334601015276
1.43,0.028212182918481897,0.011773220285336238,2.8212574715696407e-06,1.1773220167725184e-05,0.00993563930615816,0.010064363012386272,0.007512625111727733,0.012487374888272269
1.44,0.028255678958120964,0.01172976334142995,2.8256069308029763e-06,1.172976322425987e-05,0.009935190743071955,0.010064811587224002,0.007497614872003524,0.012502385127996478
1.45,0.028299014318398808,0.011686466932460724,2.8299403226348408e-06,1.1686466815730398e-05,0.009934742200952586,0.010065260141051519,0.007482634622997993,0.012517365377002009
1.46,0.02834218959291379,0.011643330465363751,2.8342577064230953e-06,1.1643330349071803e-05,0.009934293679799233,0.010065708673869805,0.007467684304776762,0.012532315695223239
1.47,0.028385205372952985,0.011600353349383426,2.83855914129448e-06,1.1600353233528303e-05,0.00993384517961107,0.01006615718567984,0.0074527638575278745,0.012547236142472126
1.48,0.028428062247492177,0.011557534996073354,2.8428446861446133e-06,1.1557534880653312e-05,0.009933396700387277,0.010066605676482607,0.007437873221561799,0.012562126778438203
1.49,0.02847076080319586,0.011514874819296347,2.8471143996379937e-06,1.1514874704309425e-05,0.009932948242127027,0.010067054146279088,0.007423012337311422,0.012576987662688579
1.5,0.028513301624417266,0.01147237223522443,2.851368340207998e-06,1.1472372120668431e-05,0.0099324998048295,0.010067502595070266,0.0074081811453320595,0.012591818854667942
1.51,0.02855568529319831,0.011430026662338829,2.8556065660568826e-06,1.1430026548211306e-05,0.00993205138849387,0.010067951022857121,0.007393379586301444,0.012606620413698557
1.52,0.028597912389269637,0.011387837521429987,2.8598291351557834e-06,1.138783740772821e-05,0.00993160299311931,0.010068399429640636,0.007378607601019734,0.012621392398980268
1.53,0.02863998349005061,0.011345804235597553,2.8640361052447138e-06,1.1345804122318496e-05,0.009931154618704995,0.010068847815421791,0.007363865130409508,0.012636134869590494
1.54,0.02868189917064929,0.011303926230250378,2.8682275338325683e-06,1.1303926117390706e-05,0.009930706265250099,0.01006929618020157,0.00734915211551577,0.012650847884484232
1.55,0.028723660003862467,0.011262202933106534,2.872403478197119e-06,1.1262202820662566e-05,0.009930257932753796,0.010069744523980954,0.007334468497505945,0.012665531502494057
1.56,0.02876526656017564,0.01122063377419329,2.876563995385017e-06,1.1220633662160992e-05,0.009929809621215256,0.010070192846760924,0.0073198142176698795,0.012680185782330121
1.57,0.028806719407763016,0.01117921818584713,2.8807091422117944e-06,1.1179218074222091e-05,0.009929361330633654,0.010070641148542463,0.007305189217419847,0.012694810782580154
1.58,0.02884801911248753,0.011137955602713747,2.88483897526186e-06,1.1137955491491153e-05,0.009928913061008156,0.01007108942932655,0.007290593438290538,0.012709406561709463
1.59,0.02888916623790081,0.011096845461748037,2.888953550888503e-06,1.1096845350922662e-05,0.009928464812337938,0.010071537689114167,0.007276026821939069,0.012723973178060932
1.6,0.028930161345243222,0.011055887202214112,2.8930529252138916e-06,1.1055887091780287e-05,0.009928016584622168,0.010071985927906299,0.007261489310144979,0.012738510689855022
1.61,0.02897100505979081,0.01101508019939794,2.8971371607635467e-06,1.1015080089361255e-05,0.00992756837786003,0.010072434145703925,0.007246980843321837,0.012753019156678164
1.62,0.029011697970163737,0.010974423865208418,2.9012063163975243e-06,1.0974423755579646e-05,0.009927120192050701,0.010072882342508029,0.007232501362776103,0.012767498637223897
1.6300000000000001,0.029052240564236147,0.010933917712209933,2.905260440901619e-06,1.0933917602987607e-05,0.009926672027193335,0.010073330518319592,0.0072180508121448906,0.01278194918785511
1.6400000000000001,0.029092633396765474,0.010893561186143685,2.9092995897497287e-06,1.0893561077326305e-05,0.009926223883287101,0.010073778673139595,0.007203629133635462,0.012796370866364539
1.6500000000000001,0.02913287702029408,0.010853353734963957,2.913323818194251e-06,1.0853353626549986e-05,0.009925775760331162,0.010074226806969016,0.007189236269575343,0.012810763730424658
1.6600000000000001,0.029172971985149256,0.01081329480883811,2.9173331812660827e-06,1.0813294700825972e-05,0.009925327658324691,0.01007467491980884,0.007174872162412326,0.012825127837587675
1.67,0.029212918839443224,0.010773383860146589,2.921327733774623e-06,1.0773383752534666e-05,0.00992487957726685,0.010075123011660048,0.007160536754714466,0.012839463245285536
1.68,0.02925271812907313,0.010733620343482912,2.9253075303077704e-06,1.0733620236269544e-05,0.00992443151715681,0.01007557108252362,0.007146229989170081,0.012853770010829919
1.69,0.029292370397721052,0.010694003715653684,2.9292726252319233e-06,1.069400360883716e-05,0.00992398347799373,0.010076019132400537,0.007131951808587757,0.012868048191412244
