t,VRC
5.24,2.004389682169662
5.25,2.004389681563165
5.26,2.0043896809566695
5.2700000000000005,2.0043896803501733
5.28,2.0043896797436775
5.29,2.0043896791371822
5.3,2.004389678530687
5.3100000000000005,2.0043896779241916
5.32,2.004389677317697
5.33,2.004389676711202
5.34,2.0043896761047075
5.3500000000000005,2.004389675498213
5.36,2.004389674891719
5.37,2.004389674285225
5.38,2.004389673678731
5.39,2.0043896730722377
5.4,2.004389672465744
5.41,2.004389671859251
5.42,2.004389671252758
5.43,2.0043896706462654
5.44,2.0043896700397728
5.45,2.00438966943328
5.46,2.004389668826788
5.47,2.0043896682202957
5.48,2.004389667613804
5.49,2.0043896670073122
5.5,2.004389666400821
5.51,2.0043896657943296
5.5200000000000005,2.0043896651878383
5.53,2.0043896645813475
5.54,2.0043896639748566
5.55,2.004389663368366
5.5600000000000005,2.004389662761876
5.57,2.004389662155386
5.58,2.004389661548896
5.59,2.004389660942406
5.6000000000000005,2.0043896603359164
5.61,2.004389659729427
5.62,2.0043896591229378
5.63,2.0043896585164487
5.64,2.00438965790996
5.65,2.0043896573034714
5.66,2.0043896566969828
5.67,2.0043896560904946
5.68,2.0043896554840064
5.69,2.0043896548775186
5.7,2.004389654271031
5.71,2.0043896536645436
5.72,2.0043896530580563
5.73,2.004389652451569
5.74,2.004389651845082
5.75,2.0043896512385957
5.76,2.004389650632109
5.7700000000000005,2.004389650025623
5.78,2.0043896494191364
5.79,2.0043896488126505
5.8,2.004389648206165
5.8100000000000005,2.0043896475996794
5.82,2.004389646993194
5.83,2.004389646386709
5.84,2.0043896457802237
5.8500000000000005,2.004389645173739
5.86,2.0043896445672544
5.87,2.00438964396077
5.88,2.0043896433542856
5.89,2.0043896427478014
5.9,2.0043896421413177
5.91,2.004389641534834
5.92,2.0043896409283506
5.93,2.0043896403218673
5.94,2.0043896397153844
5.95,2.0043896391089016
5.96,2.0043896385024187
5.97,2.0043896378959363
5.98,2.004389637289454
5.99,2.004389636682972
6.0,2.00438963607649
6.01,2.004389635470008
6.0200000000000005,2.0043896348635264
6.03,2.0043896342570453
6.04,2.0043896336505638
6.05,2.004389633044083
6.0600000000000005,2.004389632437602
6.07,2.0043896318311214
6.08,2.004389631224641
6.09,2.004389630618161
6.1000000000000005,2.004389630011681
6.11,2.004389629405201
6.12,2.0043896287987213
6.13,2.004389628192242
6.140000000000001,2.0043896275857627
6.15,2.004389626979284
6.16,2.004389626372805
6.17,2.004389625766326
6.18,2.0043896251598476
6.19,2.004389624553369
6.2,2.0043896239468912
6.21,2.0043896233404133
6.22,2.0043896227339357
6.23,2.004389622127458
6.24,2.0043896215209807
6.25,2.0043896209145036
6.26,2.0043896203080265
6.2700000000000005,2.00438961970155
6.28,2.004389619095073
6.29,2.004389618488597
6.3,2.0043896178821208
6.3100000000000005,2.0043896172756446
6.32,2.004389616669169
6.33,2.004389616062693
6.34,2.0043896154562177
6.3500000000000005,2.0043896148497424
6.36,2.0043896142432676
6.37,2.0043896136367927
6.38,2.004389613030318
6.390000000000001,2.0043896124238434
6.4,2.004389611817369
6.41,2.004389611210895
6.42,2.004389610604421
6.43,2.0043896099979475
6.44,2.004389609391474
6.45,2.0043896087850004
6.46,2.0043896081785273
6.47,2.004389607572054
6.48,2.0043896069655815
6.49,2.004389606359109
6.5,2.0043896057526367
6.51,2.0043896051461645
6.5200000000000005,2.0043896045396923
6.53,2.0043896039332205
6.54,2.004389603326749
6.55,2.0043896027202774
6.5600000000000005,2.0043896021138066
6.57,2.0043896015073353
6.58,2.0043896009008644
6.59,2.004389600294394
6.6000000000000005,2.0043895996879235
6.61,2.004389599081453
6.62,2.004389598474983
6.63,2.004389597868513
6.640000000000001,2.0043895972620436
6.65,2.004389596655574
6.66,2.0043895960491045
6.67,2.0043895954426354
6.68,2.0043895948361663
6.69,2.0043895942296976
6.7,2.004389593623229
6.71,2.004389593016761
6.72,2.0043895924102926
6.73,2.004389591803825
6.74,2.004389591197357
6.75,2.0043895905908893
6.76,2.004389589984422
6.7700000000000005,2.0043895893779546
6.78,2.0043895887714878
6.79,2.004389588165021
6.8,2.004389587558554
6.8100000000000005,2.0043895869520876
6.82,2.0043895863456216
6.83,2.004389585739155
6.84,2.0043895851326896
6.8500000000000005,2.0043895845262236
6.86,2.004389583919758
6.87,2.004389583313293
6.88,2.004389582706828
6.890000000000001,2.0043895821003628
6.9,2.004389581493898
6.91,2.0043895808874335
6.92,2.0043895802809693
6.93,2.004389579674505
6.94,2.0043895790680413
6.95,2.0043895784615775
6.96,2.0043895778551137
6.97,2.0043895772486504
6.98,2.004389576642187
6.99,2.004389576035724
7.0,2.0043895754292613
7.01,2.004389574822799
7.0200000000000005,2.004389574216336
7.03,2.004389573609874
7.04,2.004389573003412
7.05,2.00438957239695
7.0600000000000005,2.0043895717904885
7.07,2.004389571184027
7.08,2.0043895705775654
7.09,2.0043895699711043
7.1000000000000005,2.0043895693646436
7.11,2.004389568758183
7.12,2.0043895681517223
7.13,2.004389567545262
7.140000000000001,2.004389566938802
7.15,2.0043895663323417
7.16,2.004389565725882
7.17,2.0043895651194226
7.18,2.0043895645129632
7.19,2.004389563906504
7.2,2.004389563300045
7.21,2.004389562693586
7.22,2.0043895620871277
7.23,2.0043895614806693
7.24,2.004389560874211
7.25,2.004389560267753
7.26,2.004389559661295
7.2700000000000005,2.0043895590548373
7.28,2.0043895584483797
7.29,2.0043895578419226
7.3,2.0043895572354655
7.3100000000000005,2.0043895566290084
7.32,2.0043895560225518
7.33,2.004389555416095
7.34,2.004389554809639
7.3500000000000005,2.0043895542031827
7.36,2.004389553596727
7.37,2.004389552990271
7.38,2.0043895523838158
7.390000000000001,2.00438955177736
7.4,2.004389551170905
7.41,2.0043895505644502
7.42,2.0043895499579953
7.43,2.0043895493515405
7.44,2.004389548745086
7.45,2.004389548138632
7.46,2.004389547532178
7.47,2.004389546925724
7.48,2.0043895463192705
7.49,2.004389545712817
7.5,2.004389545106364
7.51,2.0043895444999107
7.5200000000000005,2.0043895438934576
7.53,2.004389543287005
7.54,2.0043895426805527
7.55,2.0043895420741005
7.5600000000000005,2.0043895414676483
7.57,2.004389540861196
7.58,2.0043895402547447
7.59,2.004389539648293
7.6000000000000005,2.0043895390418416
7.61,2.0043895384353903
7.62,2.0043895378289394
7.63,2.0043895372224885
7.640000000000001,2.004389536616038
7.65,2.0043895360095876
7.66,2.0043895354031376
7.67,2.0043895347966876
7.68,2.0043895341902376
7.69,2.004389533583788
7.7,2.0043895329773385
7.71,2.0043895323708893
7.72,2.0043895317644402
7.73,2.004389531157991
7.74,2.0043895305515425
7.75,2.0043895299450942
7.76,2.004389529338646
7.7700000000000005,2.004389528732198
7.78,2.00438952812575
7.79,2.004389527519302
7.8,2.0043895269128544
7.8100000000000005,2.004389526306407
7.82,2.00438952569996
7.83,2.0043895250935133
7.84,2.0043895244870664
7.8500000000000005,2.0043895238806195
7.86,2.0043895232741735
7.87,2.004389522667727
7.88,2.004389522061281
7.890000000000001,2.0043895214548355
7.9,2.0043895208483895
7.91,2.0043895202419444
7.92,2.004389519635499
7.930000000000001,2.004389519029054
7.94,2.004389518422609
7.95,2.0043895178161644
7.96,2.00438951720972
7.97,2.004389516603276
7.98,2.0043895159968317
7.99,2.004389515390388
8.0,2.004389514783944
8.01,2.0043895141775003
8.02,2.004389513571057
8.03,2.004389512964614
8.040000000000001,2.004389512358171
8.05,2.0043895117517283
8.06,2.004389511145286
8.07,2.0043895105388434
8.08,2.004389509932401
8.09,2.0043895093259594
8.1,2.0043895087195174
8.11,2.004389508113076
8.120000000000001,2.0043895075066342
8.13,2.004389506900193
8.14,2.004389506293752
8.15,2.0043895056873113
8.16,2.0043895050808707
8.17,2.00438950447443
8.18,2.0043895038679898
8.19,2.00438950326155
8.2,2.0043895026551097
8.21,2.00438950204867
8.22,2.0043895014422306
8.23,2.0043895008357913
8.24,2.0043895002293524
8.25,2.0043894996229135
8.26,2.0043894990164746
8.27,2.004389498410036
8.28,2.0043894978035977
8.290000000000001,2.0043894971971596
8.3,2.0043894965907216
8.31,2.0043894959842836
8.32,2.004389495377846
8.33,2.0043894947714085
8.34,2.0043894941649714
8.35,2.0043894935585342
8.36,2.0043894929520976
8.370000000000001,2.004389492345661
8.38,2.0043894917392246
8.39,2.0043894911327884
8.4,2.004389490526352
8.41,2.0043894899199164
8.42,2.0043894893134806
8.43,2.0043894887070453
8.44,2.00438948810061
8.45,2.0043894874941746
8.46,2.0043894868877397
8.47,2.004389486281305
8.48,2.0043894856748707
8.49,2.0043894850684363
8.5,2.004389484462002
8.51,2.0043894838555683
8.52,2.0043894832491342
8.53,2.0043894826427007
8.540000000000001,2.004389482036267
8.55,2.004389481429834
8.56,2.0043894808234013
8.57,2.004389480216968
8.58,2.0043894796105355
8.59,2.0043894790041032
8.6,2.004389478397671
8.61,2.0043894777912388
8.620000000000001,2.004389477184807
8.63,2.004389476578375
8.64,2.004389475971944
8.65,2.0043894753655125
8.66,2.0043894747590816
8.67,2.0043894741526507
8.68,2.0043894735462198
8.69,2.0043894729397893
8.700000000000001,2.004389472333359
8.71,2.004389471726929
8.72,2.004389471120499
8.73,2.0043894705140692
8.74,2.0043894699076397
8.75,2.00438946930121
8.76,2.004389468694781
8.77,2.004389468088352
8.78,2.004389467481923
8.790000000000001,2.0043894668754945
8.8,2.0043894662690662
8.81,2.004389465662638
8.82,2.0043894650562097
8.83,2.004389464449782
8.84,2.0043894638433546
8.85,2.004389463236927
8.86,2.0043894626304994
8.870000000000001,2.0043894620240725
8.88,2.0043894614176456
8.89,2.004389460811219
8.9,2.0043894602047923
8.91,2.0043894595983662
8.92,2.00438945899194
8.93,2.004389458385514
8.94,2.004389457779088
8.950000000000001,2.0043894571726626
8.96,2.0043894565662375
8.97,2.0043894559598123
8.98,2.004389455353387
8.99,2.0043894547469625
9.0,2.004389454140538
9.01,2.0043894535341136
9.02,2.0043894529276893
9.03,2.004389452321265
9.040000000000001,2.0043894517148413
9.05,2.0043894511084175
9.06,2.004389450501994
9.07,2.0043894498955708
9.08,2.004389449289148
9.09,2.004389448682725
9.1,2.0043894480763025
9.11,2.00438944746988
9.120000000000001,2.0043894468634575
9.13,2.0043894462570355
9.14,2.0043894456506135
9.15,2.004389445044192
9.16,2.0043894444377703
9.17,2.0043894438313488
9.18,2.0043894432249276
9.19,2.004389442618507
9.200000000000001,2.004389442012086
9.21,2.0043894414056656
9.22,2.004389440799245
9.23,2.0043894401928246
9.24,2.004389439586405
9.25,2.004389438979985
9.26,2.004389438373565
9.27,2.004389437767146
9.28,2.0043894371607265
9.290000000000001,2.0043894365543076
9.3,2.0043894359478887
9.31,2.00438943534147
9.32,2.0043894347350517
9.33,2.0043894341286332
9.34,2.004389433522215
9.35,2.004389432915797
9.36,2.0043894323093796
9.370000000000001,2.004389431702962
9.38,2.0043894310965444
9.39,2.0043894304901273
9.4,2.0043894298837106
9.41,2.004389429277294
9.42,2.004389428670877
9.43,2.004389428064461
9.44,2.0043894274580447
9.450000000000001,2.0043894268516285
9.46,2.0043894262452127
9.47,2.0043894256387973
9.48,2.004389425032382
9.49,2.0043894244259666
9.5,2.0043894238195517
9.51,2.0043894232131367
9.52,2.004389422606722
9.53,2.0043894220003073
9.540000000000001,2.0043894213938933
9.55,2.0043894207874793
9.56,2.0043894201810653
9.57,2.0043894195746517
9.58,2.004389418968238
9.59,2.0043894183618245
9.6,2.0043894177554114
9.61,2.0043894171489987
9.620000000000001,2.004389416542586
9.63,2.0043894159361733
9.64,2.004389415329761
9.65,2.0043894147233488
9.66,2.004389414116937
9.67,2.004389413510525
9.68,2.0043894129041133
9.69,2.004389412297702
9.700000000000001,2.0043894116912906
9.71,2.0043894110848797
9.72,2.0043894104784687
9.73,2.0043894098720583
9.74,2.004389409265648
9.75,2.0043894086592373
9.76,2.0043894080528273
9.77,2.0043894074464177
9.78,2.0043894068400077
9.790000000000001,2.004389406233598
9.8,2.004389405627189
9.81,2.00438940502078
9.82,2.004389404414371
9.83,2.0043894038079624
9.84,2.0043894032015537
9.85,2.0043894025951454
9.86,2.004389401988737
9.870000000000001,2.0043894013823293
9.88,2.0043894007759215
9.89,2.0043894001695137
9.9,2.0043893995631064
9.91,2.004389398956699
9.92,2.004389398350292
9.93,2.004389397743885
9.94,2.0043893971374787
9.950000000000001,2.004389396531072
9.96,2.004389395924666
9.97,2.00438939531826
9.98,2.004389394711854
9.99,2.0043893941054485
