t,c,ce,A,O,R,I_1,S,I_2
0.28,0.0001130638423004228,0.370325146191217,0.015140882869295092,0.537627523124269,0.0023067073155586134,0.12646755046805735,0.001980874580091689,0.12647646164272883
0.29,0.00011641978964964142,0.3812690127898693,0.014487841668100042,0.5403853272196838,0.0023151579344325135,0.12540971123556696,0.001983202690806957,0.12541875925141027
0.3,0.00011977658945540082,0.39221287411540096,0.013901749180613761,0.5430568191405947,0.002323297249525652,0.12436072191080237,0.0019875116188980187,0.12436990089956623
0.31,0.00012313424106405812,0.40315673015185227,0.013375149801141554,0.5456501605944035,0.0023311568004747043,0.12332050846867292,0.0019932112076145895,0.12332981312769356
0.32,0.00012649274546676955,0.414100580874367,0.012901426662506163,0.5481725169801411,0.0023387642405196633,0.12228899750340104,0.001999871558379,0.12229842305505395
0.33,0.00012985210117671074,0.42504442627145544,0.01247470737384841,0.5506301930018088,0.002346143865626126,0.12126611622333217,0.002007181159504809,0.1212756583758807
0.34,0.00013321230978003519,0.4359882663150192,0.012089780052789717,0.5530287482395814,0.0023533170763708907,0.1202517924457886,0.0020149148296373168,0.12026144735583319
0.35000000000000003,0.0001365733708521796,0.44693210098780245,0.0117420191608337,0.5553730944302152,0.0023603027464510432,0.11924595459196878,0.0020229102418280924,0.11925571882870423
0.36,0.00013993528434150924,0.4578759302705208,0.011427318664641114,0.5576675792898339,0.00236711756218685,0.11824853168188344,0.0020310506083056645,0.11825840219315005
0.37,0.0001432980501230532,0.4688197541442716,0.01114203219844128,0.559916059000759,0.00237377630131656,0.11725945332933098,0.002039251760587273,0.11726942740956577
0.38,0.00014666166883100802,0.47976357258603775,0.010882924229130673,0.5621219530633543,0.002380292045424865,0.11627864973693688,0.002047455928061798,0.11628872499709234
0.39,0.00015002614073464309,0.49070738557475796,0.01064712327888637,0.5642882988186517,0.002386676392068454,0.11530605169121926,0.0020556237885651857,0.11531622603060976
0.4,0.00015339146520501352,0.5016511930942065,0.010432080493000158,0.5664177983663954,0.0023929396398994903,0.11434159055769598,0.002063728805311512,0.11435186213769828
0.41000000000000003,0.00015675764231933546,0.5125949951243296,0.010235533257624739,0.568512858515741,0.00239909094330842,0.11338519827603553,0.002071753511690081,0.11339556549560104
0.42,0.0001601246731468032,0.5235387916397021,0.010055473860721609,0.570575624239781,0.002405138441600871,0.11243680735525664,0.002079687274489015,0.11244726882815159
0.43,0.0001634925580096564,0.5344825826189172,0.009890117985458661,0.5726080129409182,0.0024110893932323273,0.11149635086893397,0.002087523408728332,0.1115069054027293
0.44,0.00016686129571259276,0.5454263680487481,0.009737881322303209,0.57461173817611,0.002416950266969719,0.11056376245048519,0.0020952587569780133,0.11057440902715465
0.45,0.000170230886555523,0.5563701479078798,0.00959735814614948,0.5765883318973908,0.0024227268267401196,0.10963897628849414,0.0021028927947308474,0.10964971404649546
0.46,0.00017360133138163676,0.5673139221720482,0.009467300592115677,0.5785391661940135,0.0024284242205625216,0.1087219271220601,0.0021104265313991195,0.1087327553398499
0.47000000000000003,0.00017697263109673508,0.5782576908166361,0.009346599634109783,0.5804654727527666,0.002434047051894567,0.10781255023616254,0.0021178620079441617,0.10782346831712301
0.48,0.00018034478496958207,0.5892014538258508,0.00923427164505636,0.5823683566520477,0.002439599431715714,0.1069107814571291,0.0021252018983918945,0.10692178891565997
0.49,0.00018371779174140322,0.6001452111867349,0.009129442954017861,0.5842488121326168,0.0024450850500954396,0.10601655714808468,0.002132449118245862,0.10602765359694
0.5,0.00018709165266718285,0.6110889628727411,0.009031338284852267,0.5861077342247611,0.0024505072053825354,0.10512981420447812,0.0021396067373084656,0.10514099934321822
0.51,0.00019046636926165145,0.6220327088559051,0.008939266585484336,0.5879459332368964,0.0024558688694247335,0.10425049004955053,0.002146677604494884,0.10426176365414996
0.52,0.00019384194030406428,0.6329764491230186,0.00885261644896517,0.5897641388781918,0.0024611727081038,0.10337852263003296,0.002153664791569943,0.10338988454313706
0.53,0.00019721836604182734,0.6439201836529308,0.008770842566949082,0.5915630142622494,0.002466421127267436,0.10251385041165383,0.0021605710978563827,0.10252530053402466
0.54,0.00020059564639380738,0.65486391242625,0.008693461345038659,0.5933431599986354,0.0024716162914635463,0.10165641237486145,0.002167399332547048,0.10166795065745465
0.55,0.00020397378195434446,0.6658076354199219,0.008620043972045093,0.5951051213225359,0.002476760151092632,0.10080614801054356,0.0021741520964226498,0.10081777444736084
0.56,0.00020735277320174908,0.676751352611504,0.008550207828679764,0.5968493966132894,0.0024818544759083556,0.09996299731564746,0.002180831829037535,0.09997471193743826
0.5700000000000001,0.00021073262022385496,0.6876950639806472,0.008483613987115198,0.5985764399446102,0.0024869008661947247,0.09912690078906397,0.002187440755541959,0.09913870365747471
0.58,0.00021411332273216468,0.6986387695090197,0.00841996106650021,0.6002866671509134,0.0024919007745230043,0.09829779942738187,0.0021939809509212214,0.098309690629761
0.59,0.0002174948802896106,0.709582469179078,0.008358980209936204,0.6019804608813819,0.0024968555263503818,0.09747563472067061,0.0022004542961696506,0.09748761436549196
0.6,0.00022087729391592967,0.7205261629653962,0.008300433740603802,0.6036581718450809,0.0025017663234958576,0.09666034864848375,0.0022068625812984096,0.09667241686103807
0.61,0.000224260563708137,0.7314698508475164,0.008244107983053924,0.6053201260571431,0.002506634274055861,0.09585188367554409,0.002213207415769626,0.09586404059443404
0.62,0.00022764468982911857,0.742413532804609,0.008189814730538522,0.6069666232983097,0.002511460386254825,0.09505018274795134,0.002219490315311099,0.09506242852163516
0.63,0.0002310296725974973,0.7533572088149892,0.00813738438934396,0.6085979439798311,0.0025162455930544214,0.09425518928887643,0.002225712675972206,0.09426752407292244
0.64,0.0002344155118968301,0.7643008788593068,0.008086667720632367,0.6102143473930335,0.002520990744693965,0.09346684719484404,0.0022318757976124803,0.0934792711491843
0.65,0.00023780220785855406,0.7752445429168576,0.008037530523122545,0.611816077007321,0.0025256966345545244,0.09268510083154685,0.0022379808851274163,0.09269761411832826
0.66,0.00024118976064337297,0.7861882009667654,0.00798985411199747,0.6134033599980404,0.0025303639969393773,0.09190989503008289,0.0022440290513626162,0.09192249781157778
0.67,0.00024457817048902276,0.7971318529877219,0.007943532317067275,0.614976410237486,0.002534993508195975,0.09114117508298002,0.0022500213343947676,0.09115386751987664
0.68,0.0002479674378759494,0.808075498957094,0.007898470403914943,0.6165354293734886,0.0025395857951183896,0.09037888674032386,0.0022559586969382985,0.09039166899021658
0.6900000000000001,0.0002513575628808473,0.8190191388544127,0.007854584126392904,0.618080607746886,0.0025441414583013055,0.08962297620603545,0.002261842040300302,0.0896358484220846
0.7000000000000001,0.00025474854563480357,0.829962772658901,0.007811797513898669,0.6196121266136445,0.0025486610664887267,0.08887339013386278,0.0022676722083332756,0.08888635246377262
0.71,0.0002581403861400145,0.8409064003504629,0.007770044160494267,0.6211301568970629,0.002553145115837966,0.08813007562407277,0.0022734499935339798,0.08814312820899875
0.72,0.0002615330842076568,0.851850021910019,0.007729262452275961,0.6226348638833314,0.0025575941042245685,0.08739298021894004,0.0022791761482390998,0.0874061231929895
0.73,0.00026492664014235597,0.8627936373158102,0.007689398416301364,0.6241264044145617,0.0025620084991507287,0.0866620518997812,0.0022848513810137523,0.08667528538919186
0.74,0.0002683210546820619,0.8737372465437218,0.007650403888973129,0.6256049287071787,0.0025663887503527515,0.0859372390830266,0.0022904763648499225,0.08595056320561954
0.75,0.0002717163281296944,0.884680849571974,0.007612234026342487,0.627070582842973,0.0025707352856062502,0.08521849061618654,0.002296051747686799,0.08523190548120561
0.76,0.00027511246021452344,0.895624446381869,0.007574851029548636,0.6285235050853182,0.002575048495884605,0.08450575577527768,0.0023015781312721835,0.08451926148269949
0.77,0.0002785094512537452,0.9065680369515194,0.00753821839878858,0.6299638315587704,0.002579328773630947,0.08379898425978988,0.002307056108515721,0.08381258090050507
0.78,0.00028190730127302814,0.9175116212605972,0.007502305302312475,0.6313916919442888,0.0025835764841106537,0.08309812619070446,0.002312486232508856,0.08311181384607548
0.79,0.0002853060101694926,0.928455199289453,0.007467082764400513,0.6328072132582544,0.002587791981866342,0.08240313210564013,0.0023178690421991064,0.08241691084764016
0.8,0.00028870557811873067,0.9393987710169192,0.007432524942894589,0.6342105185898894,0.002591975609279111,0.08171395295612628,0.002323205054526256,0.081727822847285
0.81,0.0002921060057157897,0.9503423364195474,0.007398608777717122,0.6356017274548703,0.0025961276989758665,0.08103054010412801,0.002328494766769778,0.08104450119753957
0.8200000000000001,0.0002955072932773319,0.9612858954753778,0.007365312681559606,0.6369809571067768,0.002600248573320357,0.0803528453179827,0.002333738662804944,0.08036689765755635
0.8300000000000001,0.00029890944100096224,0.9722294481630778,0.007332617837434289,0.6383483212514658,0.002604338541191504,0.079680820770054,0.0023389372093551414,0.07969496439050003
0.84,0.0003023124494742121,0.983172994459194,0.007300506207541361,0.639703932028441,0.002608397908858632,0.07901441903206724,0.0023440908638110987,0.07902865395928141
0.85,0.0003057163180279143,0.9941165343470448,0.0072689625144522025,0.641047898056773,0.0026124269666096393,0.07835359307336827,0.002349200064370587,0.07836791932442712
0.86,0.0003091210465286653,1.0050600678070398,0.007237971801548286,0.6423803268549932,0.00261642600311814,0.07769829625587496,0.002354265244978263,0.07771271383948795
0.87,0.0003125266346302953,1.0160035948207222,0.00720751994362479,0.6437013243433041,0.0026203953016043255,0.07704848233124585,0.0023592868321115823,0.07706299124811015
0.88,0.00031593308378350895,1.0269471153599183,0.00717759539247975,0.6450109931162933,0.0026243351376766255,0.07640410543937758,0.0023642652319313404,0.07641870568224214
0.89,0.00031934039461743204,1.0378906294008756,0.007148186442578673,0.6463094351640898,0.002628245783968305,0.07576512010263818,0.00236920084989604,0.0757798116568298
0.9,0.000322748567807994,1.0488341369195737,0.007119281742770345,0.6475967513699927,0.0026321275101705,0.07513148122320383,0.0023740940867919627,0.07514626406707137
0.91,0.00032615760217975657,1.0597776379019712,0.007090872183794637,0.6488730396556885,0.0026359805647593795,0.07450314408216886,0.0023789453264231094,0.07451801818716627
0.92,0.0003295674972221287,1.0707211323304224,0.007062948599902993,0.6501383972541679,0.0026398051971272063,0.07388006433367329,0.0023837549502443646,0.07389502966488506
0.93,0.0003329782525954038,1.0816646201863438,0.007035501946798391,0.6513929205420359,0.0026436016542878823,0.07326219800201898,0.002388523336211563,0.07327725451864812
0.9400000000000001,0.00033638986962052656,1.0926081014421727,0.0070085246479109735,0.6526367036808053,0.0026473702033303786,0.0726495014809181,0.002393250850565787,0.0726646491364703
0.9500000000000001,0.0003398023491908727,1.10355157607264,0.0069820093421959955,0.6538698398979009,0.0026511111054421106,0.07204193152815827,0.0023979378553972653,0.07205717027090625
0.96,0.00034321569174568337,1.1144950440549126,0.006955948769282884,0.6550924216067924,0.0026548246163802486,0.07143944526236853,0.002402584709341016,0.07145477503583574
0.97,0.00034662989692098544,1.1254385053704754,0.006930336495890696,0.6563045397518377,0.0026585109206844772,0.0708420001621938,0.002407191763962503,0.07085742090543164
0.98,0.00035004496453124604,1.136381959999835,0.006905166355788302,0.6575062843087678,0.0026621701978341173,0.07024955406154937,0.0024117593664991356,0.0702650657095621
0.99,0.00035346089496792696,1.1473254079203683,0.006880432283217773,0.6586977444380089,0.0026658026416116172,0.06966206514612408,0.002416287860707231,0.06967766763033129
1.0,0.0003568776881994502,1.1582688491117241,0.00685612871865519,0.659879007938709,0.0026694086041109725,0.0690794919525272,0.0024207775848761187,0.0690951852011224
1.01,0.0003602953440558625,1.1692122835542833,0.0068322503055459035,0.6610501616845611,0.002672988469995333,0.0685017933639745,0.002425228873584898,0.06851757730233911
1.02,0.00036371386219478567,1.1801557112293404,0.00680879171661454,0.6622112919018447,0.0026765425584385164,0.0679289286065718,0.0024296420588189316,0.06794480315771236
1.03,0.0003671332436549273,1.1910991321107158,0.006785748239325869,0.6633624839412385,0.00268007076923299,0.06736085724966927,0.002434017465990734,0.06737682233454341
1.04,0.00037055348909414434,1.2020425461742719,0.006763115167897672,0.6645038223527673,0.0026835731233488267,0.06679753919994111,0.0024383554181538845,0.06681359473789208
1.05,0.0003739745981457422,1.212985953401391,0.006740887573369022,0.6656353909055858,0.002687049979325004,0.06623893469744264,0.0024426562376064654,0.06625508060667187
1.06,0.0003773965710163601,1.223929353770343,0.006719060720443467,0.6667572727108633,0.0026905014977845094,0.06568500431499992,0.0024469202429554557,0.06570124051295424
1.07,0.00038081940787203873,1.2348727472596013,0.006697630316361363,0.6678695496930318,0.0026939279258839364,0.06513570895678795,0.002451147747452533,0.06515203536048325
1.08,0.0003842431087796187,1.2458161338481564,0.006676592913296034,0.6689723020944234,0.0026973296943796697,0.06459100985769936,0.0024553390562511252,0.06460742638395121
1.09,0.0003876676740028602,1.256759513513925,0.006655943752584503,0.6700656111076264,0.0027007069541378492,0.06405086856922507,0.002459494481092695,0.06406737513533425
1.1,0.0003910931037425734,1.2677028862351467,0.006635678618623742,0.671149556605457,0.0027040599912595067,0.06351524696647588,0.0024636143276744694,0.06353184349051016
1.11,0.0003945193981997509,1.2786462519900448,0.006615793347066965,0.6722242177696284,0.002707389097156662,0.062984107242976,0.002467698899024874,0.06300079364414787
1.12,0.0003979465573290435,1.2895896107581564,0.006596285173882657,0.6732896722094073,0.002710694094016256,0.062457411918523865,0.002471748486964174,0.06247418811720651
1.1300000000000001,0.00040137458136846316,1.3005329625174742,0.006577149768169675,0.6743459979375079,0.002713975358260593,0.061935123813313175,0.002475763390922876,0.06195198973182647
1.1400000000000001,0.0004048034704434085,1.311476307246583,0.006558383412242476,0.6753932719386314,0.0027172330575951516,0.06141720606228993,0.0024797439041350515,0.06143416162510676
1.1500000000000001,0.0004082332246655437,1.3224196449241263,0.00653998243006059,0.6764315705595271,0.0027204673430466127,0.06090362210799982,0.0024836903172725583,0.060920667242094176
1.16,0.0004116638442317373,1.3333629755282732,0.0065219436020837376,0.6774609689417924,0.0027236784933748312,0.060394335705598975,0.0024876029164231104,0.060411470340727774
1.17,0.0004150953292683939,1.3443062990375576,0.0065042634984575805,0.6784815419408103,0.0027268666889622545,0.05988931090814038,0.0024914819864155203,0.05990653497721482
1.18,0.0004185276798767357,1.3552496154306333,0.006486938665915794,0.6794933638717399,0.0027300320781412715,0.059388512067427957,0.0024953278099246437,0.05940582550685137
1.19,0.0004219608961712281,1.3661929246860671,0.0064699657855491755,0.6804965082955343,0.0027331748335421503,0.05889190383433926,0.002499140666720342,0.05890930658431569
1.2,0.0004253949783585306,1.3771362267819132,0.006453341607713577,0.6814910480750509,0.002736295161738775,0.05839945115830583,0.002502920834050077,0.0584169431631418
1.21,0.0004288299267124775,1.3880795216958481,0.006437062939231054,0.6824770554044621,0.0027393932937436814,0.05791111928371855,0.002506668586723064,0.05792870049212252
1.22,0.00043226574136124657,1.3990228094063186,0.006421126584357014,0.6834546019708856,0.0027424694032710207,0.05742687373936025,0.0025103841973622303,0.057444544104764836
1.23,0.0004357024225177361,1.4099660898912991,0.006405529394853093,0.6844237588039968,0.0027455236954570653,0.05694668034429305,0.002514067936260186,0.05696443982514087
1.24,0.000439139970375691,1.4209093631288516,0.0063902682627585035,0.6853845963339557,0.0027485563640475075,0.05647050520393365,0.0025177200713412573,0.05648835376396438
1.25,0.00044257838491649327,1.4318526290981695,0.006375340192253076,0.6863371844029922,0.002751567502165864,0.05599831471332189,0.0025213408674241416,0.05601625232184388
1.26,0.00044601766641182784,1.4427958877768632,0.006360742093829856,0.6872815922723001,0.002754557334284833,0.055530075539540924,0.002524930588323898,0.05554810217172131
1.27,0.0004494578150278518,1.4537391391430976,0.006346470937014307,0.6882178886349878,0.0027575260334688476,0.05506575463105635,0.0025284894952878594,0.05508387026818583
1.28,0.00045289883092815075,1.4646823831750364,0.0063325237040417325,0.6891461416256656,0.002760473768847098,0.05460531921211166,0.00253201784746671,0.054623523841868256
1.29,0.00045634071395295455,1.4756256198525735,0.006318897897585578,0.6900664182433186,0.002763400746475432,0.05414873679872475,0.00253551589843714,0.054167030415459526
1.3,0.0004597834643291851,1.4865688491534994,0.0063055903974119434,0.6909787856658964,0.0027663071174190046,0.05369597515512041,0.002538983904078135,0.05371435776007501
1.31,0.0004632270821718899,1.497512071056193,0.006292598252859473,0.6918833103469313,0.0027691930415138844,0.053247002319999535,0.002542422117135531,0.053265473921561196
1.32,0.0004666715675518841,1.5084552855392575,0.006279918568429529,0.6927800581512247,0.0027720586781966455,0.052801786600091404,0.0025458307880228026,0.052820347214035904
1.33,0.00047011692052322977,1.51939849258137,0.00626754845370335,0.6936690944168314,0.0027749041825071282,0.05236029656602664,0.00254921016517952,0.052378946215752786
1.34,0.00047356314112189356,1.5303416921612902,0.006255485019423892,0.6945504839641515,0.002777729704803767,0.051922501049875634,0.0025525604951123423,0.05194123976663369
1.35,0.00047701022946464015,1.5412848842573261,0.006243725473517991,0.6954242909815607,0.0027805354051530637,0.051488369147422865,0.0025558820218113377,0.051507196970534935
1.36,0.0004804581866165382,1.5522280688426489,0.006232267983458068,0.6962905779643569,0.002783321580240047,0.05105787025675663,0.0025591749813762958,0.05107678723381291
1.37,0.00048390701214064114,1.5631712458985256,0.006221109230607225,0.6971494087402116,0.0027860883045654704,0.05063097396009829,0.0025624396173198126,0.050649980147198445
1.3800000000000001,0.0004873567062063832,1.5741144154029336,0.00621024650980322,0.6980008458797332,0.002788835739016563,0.05020765012102151,0.002565676167460337,0.05022674558296599
1.3900000000000001,0.0004908072689915133,1.5850575773337894,0.006199677130480907,0.6988449514405317,0.00279156404322497,0.049787868853796734,0.0025688848676819654,0.04980705366428455
1.4000000000000001,0.0004942587006828654,1.5960007316689448,0.0061893984148609195,0.699681786973707,0.002794273375591423,0.04937160052102933,0.002572065951962269,0.049390874762849854
1.41,0.0004977110014771287,1.606943878386183,0.006179407696138348,0.7005114135303374,0.00279696389331041,0.04895881573129792,0.002575219652400125,0.04897817949651656
1.42,0.0005011641714224883,1.6178870174640736,0.006169702532593677,0.7013338914104517,0.0027996357528501125,0.04854948535802584,0.002578346197879262,0.0485689387482002
1.43,0.0005046182103524462,1.6288301488823298,0.006160280796624771,0.7021492800611745,0.0028022891101686137,0.048143580546052736,0.0025814458135221085,0.04816312367245811
1.44,0.0005080731186432084,1.639773272617719,0.006151139646286358,0.702957639307632,0.0028049241185739066,0.047741072608314415,0.002584518727204386,0.047760705591989715
1.45,0.0005115288964262593,1.650716388648314,0.006142276592977281,0.7037590280839199,0.0028075409310035727,0.04734193312865313,0.0025875651628254324,0.04736165610062154
1.46,0.0005149855438301189,1.6616594969521883,0.006133689172635665,0.7045535048295747,0.002810139699359995,0.04694613392730006,0.0025905853424021035,0.04696594702872834
1.47,0.000518443060980064,1.6726025975074175,0.006125374945351036,0.7053411274943652,0.00281272057453803,0.046553647058653454,0.0025935794860876067,0.04657355044100553
1.48,0.0005219014479978496,1.6835456902920802,0.006117331494976451,0.7061219535430828,0.0028152837064526763,0.04616444480905691,0.002596547812190335,0.046184438634241556
1.49,0.0005253607049504796,1.6944887752845361,0.006109556455701397,0.7068960398701558,0.0028178292346999843,0.04577849973098019,0.0025994905367725664,0.04579858417169082
1.5,0.0005288208319129051,1.7054318524630863,0.006102047478339373,0.7076634429159016,0.0028203573001624005,0.0453957845958024,0.002602407874188603,0.045415959835606465
1.51,0.0005322818290084406,1.7163749218057538,0.006094802208405592,0.708424218743345,0.0028228680525179757,0.045016272362514154,0.002605300037439184,0.045036538595778865
1.52,0.000535743696321079,1.7273179832907597,0.00608781833198101,0.7091784228883085,0.002825361634199106,0.04463993623794558,0.002608167237469563,0.044660293670097065
1.53,0.0005392064339268515,1.7382610368963514,0.006081093558582955,0.7099261104201983,0.0028278381862365683,0.04426674965193996,0.00261100968344923,0.04428719849959385
1.54,0.0005426700418933584,1.749204082600807,0.00607462562087734,0.7106673359464607,0.002830297848252419,0.043896686255267124,0.002613827582789189,0.04391722674635405
1.55,0.000546134520279303,1.760147120382437,0.006068412274390873,0.7114021536170383,0.002832740758452894,0.043529719917536756,0.002616621141159229,0.0435503522914228
1.56,0.0005495998695962036,1.7710901502170908,0.006062451182424647,0.7121306171431847,0.002835167063175344,0.04316582477033245,0.0026193905627385954,0.04318654927814505
1.57,0.0005530660899068558,1.7820331720830258,0.006056740139578307,0.7128527797739262,0.0028375768982545364,0.042804975116962574,0.0026221360497782407,0.042825792021500914
1.58,0.0005565331812441395,1.7929761859586444,0.006051276967320546,0.7135686943135437,0.0028399703976826783,0.042447145471396386,0.0026248578028298243,0.04246805504722769
1.59,0.000560001143757563,1.8039191918217048,0.006046059477186207,0.7142784131305959,0.0028423476966412597,0.04209231057056119,0.0026275560208372283,0.04211331310417898
1.6,0.0005634699776041952,1.8148621896499075,0.006041085497462895,0.714981988159002,0.002844708929249027,0.041740445361630095,0.0026302309010989887,0.04176154115155782
1.61,0.0005669396829493492,1.8258051794208938,0.006036352872617182,0.7156794709025325,0.0028470542285786867,0.04139152500004803,0.002632882639286155,0.04141271435693825
1.62,0.0005704102599672661,1.8367481611122407,0.006031859462720796,0.7163709124393018,0.002849383726673604,0.041045524847557746,0.0026355114294601446,0.04106680809428671
1.6300000000000001,0.0005738817087435784,1.8476911347019853,0.006027603213027253,0.7170563632460608,0.0028516975541574667,0.04070242052578733,0.002638117463236884,0.04072379799773112
1.6400000000000001,0.0005773540295066605,1.8586341001673818,0.006023581988651974,0.7177358736258797,0.0028539958412069125,0.04036218778379177,0.0026407009318095906,0.0403836598286609
1.6500000000000001,0.0005808272224454062,1.869577057485881,0.006019793704633194,0.7184094933770725,0.0028562787168102326,0.04002480259954606,0.002643262024376834,0.04004636957756205
1.6600000000000001,0.0005843012877556066,1.8805200066348804,0.0060162362927220795,0.7190772718815222,0.0028585463089734454,0.03969024115212235,0.0026458009285575644,0.03971190343610318
1.67,0.0005877762256424379,1.8914629475917109,0.006012907699521126,0.7197392581124811,0.002860798744744468,0.03935847981869595,0.0026483178304246425,0.039380237794133584
1.68,0.0005912520363209653,1.9024058803336346,0.006009805886038228,0.7203955006387335,0.0028630361502290785,0.03902949517267262,0.002650812914521141,0.03905134923780629
1.69,0.0005947287196923465,1.9133488048395937,0.006006928885006529,0.7210460475335048,0.002865258648823244,0.0387032640016395,0.0026532863634113318,0.03872521456761543
1.7,0.0005982062744915232,1.9242917210948163,0.006004274952344834,0.7216909461281338,0.002867466356538669,0.038379763357622526,0.002655738356473367,0.03840181084888757
1.71,0.0006016847019340855,1.9352346290711107,0.006001841917208091,0.7223302440872554,0.0028696594020734714,0.03805897033232181,0.0026581690751474036,0.03808111518599453
1.72,0.0006051640021106978,1.946177528746348,0.005999627823870068,0.7229639883537761,0.0028718379069949686,0.037740862275668585,0.002660578697777874,0.03776310494191322
1.73,0.0006086441751067713,1.9571204200984123,0.005997630731926937,0.7235922254817618,0.0028740019919109845,0.03742541672554081,0.002662967401235576,0.03744775766762457
1.74,0.000612125221002179,1.9680633031052008,0.005995848715991884,0.7242150016403708,0.0028761517764814663,0.037112611405938745,0.002665335360932843,0.03713505110028502
1.75,0.0006156071398709723,1.9790061777446275,0.005994279865389723,0.7248323626177837,0.0028782873794301086,0.036802424225160425,0.002667682750838711,0.03682496316139808
1.76,0.0006190899317810957,1.989949043994623,0.005992922283851515,0.7254443538251361,0.002880408918555973,0.036494833273977206,0.002670009743494087,0.03651747195498587
1.77,0.000622573596794103,2.0008919018331364,0.0059917740892091705,0.7260510203004495,0.0028825165107451093,0.036189816823809284,0.0026723165100269184,0.03621255576576068
