t,M,T
1.11,3.4990885898511164,38.78520384490191
1.12,3.4990845228876757,38.78520448953048
1.1300000000000001,3.499080501867224,38.78520512131656
1.1400000000000001,3.499076526272369,38.78520574041525
1.1500000000000001,3.499072595592847,38.78520634697946
1.16,3.499068709325525,38.785206941159956
1.17,3.4990648669743982,38.78520752310533
1.18,3.499061068050594,38.78520809296202
1.19,3.499057312072368,38.7852086508743
1.2,3.499053598565106,38.78520919698429
1.21,3.4990499270613236,38.78520973143193
1.22,3.499046297100666,38.78521025435501
1.23,3.499042708229909,38.78521076588915
1.24,3.499039160002958,38.78521126616781
1.25,3.499035651980847,38.785211755322315
1.26,3.4990321837317415,38.785212233481786
1.27,3.4990287560209206,38.785212700411805
1.28,3.4990253655274914,38.785213157118925
1.29,3.499022013402351,38.78521360325163
1.3,3.4990186992016143,38.78521403894271
1.31,3.499015422488324,38.7852144643229
1.32,3.499012182832368,38.78521487952082
1.33,3.499008979810408,38.785215284663074
1.34,3.499005813005799,38.78521567987419
1.35,3.499002682008517,38.78521606527673
1.36,3.4989995864150782,38.78521644099124
1.37,3.4989965258284648,38.785216807136344
1.3800000000000001,3.498993499858048,38.78521716382869
1.3900000000000001,3.498990508119511,38.78521751118304
1.4000000000000001,3.498987550234774,38.785217849312254
1.41,3.498984625831915,38.78521817832731
1.42,3.498981734545096,38.785218498337386
1.43,3.498978876014485,38.78521880944979
1.44,3.498976049886179,38.78521911177005
1.45,3.4989732558121287,38.78521940540194
1.46,3.4989704933804284,38.7852196904686
1.47,3.4989677621502864,38.78521996710196
1.48,3.498965061770243,38.78522023540683
1.49,3.4989623918937736,38.785220495486506
1.5,3.498959752178773,38.78522074744296
1.51,3.498957142287451,38.78522099137686
1.52,3.4989545618862388,38.785221227387574
1.53,3.498952010645688,38.78522145557325
1.54,3.498949488240375,38.785221676030794
1.55,3.4989469943488007,38.785221888855936
1.56,3.4989445286532947,38.785222094143236
1.57,3.4989420908399156,38.78522229198615
1.58,3.4989396805983537,38.785222482476996
1.59,3.4989372976218323,38.78522266570705
1.6,3.498934941607011,38.785222841766554
1.61,3.498932612253886,38.7852230107447
1.62,3.4989303092656945,38.785223172729744
1.6300000000000001,3.4989280323488123,38.78522332780897
1.6400000000000001,3.4989257812126615,38.78522347606874
1.6500000000000001,3.498923555569607,38.78522361759453
1.6600000000000001,3.4989213551348635,38.785223752470955
1.67,3.4989191796263928,38.78522388078179
1.68,3.498917028764809,38.78522400261003
1.69,3.4989149022732784,38.78522411803787
1.7,3.498912799877424,38.78522422714677
1.71,3.4989107213052253,38.7852243300175
1.72,3.4989086662869195,38.78522442673012
1.73,3.498906634554907,38.78522451736405
1.74,3.4989046258436503,38.78522460199808
1.75,3.498902639889576,38.785224680710414
1.76,3.4989006764319472,38.78522475357839
1.77,3.498898735262576,38.78522482066339
1.78,3.4988968161596183,38.785224882030946
1.79,3.498894918876512,38.78522493775411
1.8,3.4988930431686875,38.785224987905316
1.81,3.498891188793481,38.78522503255644
1.82,3.498889355510044,38.7852250717788
1.83,3.498887543079262,38.785225105643185
1.84,3.4988857512636597,38.78522513421991
1.85,3.4988839798273204,38.7852251575788
1.86,3.498882228535794,38.78522517578925
1.87,3.498880497156012,38.78522518892023
1.8800000000000001,3.4988787854562005,38.785225197040326
1.8900000000000001,3.4988770932057904,38.78522520021776
1.9000000000000001,3.4988754201753327,38.785225198520415
1.9100000000000001,3.498873766136411,38.785225192015865
1.92,3.498872130861551,38.7852251807714
1.93,3.4988705141241376,38.785225164854054
1.94,3.498868915698325,38.78522514433063
1.95,3.4988673353589492,38.78522511926773
1.96,3.4988657728814423,38.78522508973176
1.97,3.4988642280417435,38.78522505578901
1.98,3.498862700616213,38.785225017505624
1.99,3.4988611903815445,38.78522497494764
2.0,3.498859697114676,38.78522492818103
2.0100000000000002,3.498858220592707,38.785224877271745
2.02,3.4988567605928047,38.78522482228568
2.0300000000000002,3.498855316892123,38.78522476328876
2.04,3.4988538892677115,38.785224700346944
2.05,3.498852477496428,38.78522463352625
2.06,3.4988510813548546,38.78522456289278
2.07,3.4988497006494446,38.785224488503566
2.08,3.4988483354680007,38.78522441033019
2.09,3.4988469857076034,38.785224328402165
2.1,3.498845651194879,38.78522424277042
2.11,3.4988443317583777,38.78522415348527
2.12,3.498843027228542,38.78522406059649
2.13,3.4988417374376732,38.78522396415329
2.14,3.498840462219898,38.7852238642043
2.15,3.4988392014111365,38.78522376079765
2.16,3.498837954849069,38.7852236539809
2.17,3.498836722373103,38.78522354380112
2.18,3.4988355038243397,38.78522343030485
2.19,3.4988342990455426,38.78522331353814
2.2,3.4988331078811012,38.78522319354653
2.21,3.498831930177003,38.785223070375096
2.22,3.4988307657807964,38.785222944068444
2.23,3.498829614541559,38.7852228146707
2.24,3.498828476309866,38.78522268222556
2.25,3.4988273509377548,38.78522254677626
2.2600000000000002,3.4988262382786948,38.78522240836563
2.27,3.498825138187552,38.78522226703604
2.2800000000000002,3.498824050520558,38.78522212282948
2.29,3.498822975135275,38.785221975787536
2.3000000000000003,3.4988219118905644,38.78522182595139
2.31,3.4988208606465543,38.78522167336185
2.32,3.498819821264605,38.78522151805935
2.33,3.4988187936072768,38.78522136008396
2.34,3.4988177775382967,38.78522119947541
2.35,3.498816772922527,38.78522103627308
2.36,3.4988157796259296,38.78522087051601
2.37,3.4988147975155357,38.78522070224293
2.38,3.4988138264715367,38.785220531488584
2.39,3.498812866412961,38.78522035827591
2.4,3.498811917222091,38.785220182639
2.41,3.498810978778122,38.78522000461292
2.42,3.4988100509615667,38.78521982423229
2.43,3.498809133654231,38.7852196415314
2.44,3.4988082267391882,38.785219456544105
2.45,3.4988073301007585,38.785219269303916
2.46,3.4988064436244795,38.78521907984396
2.47,3.4988055671970857,38.785218888197015
2.48,3.498804700706482,38.7852186943955
2.49,3.4988038440417193,38.7852184984715
2.5,3.498802997092971,38.785218300456734
2.5100000000000002,3.4988021597515084,38.78521810038263
2.52,3.498801331909676,38.78521789828026
2.5300000000000002,3.498800513460866,38.78521769418039
2.54,3.498799704299495,38.785217488113496
2.5500000000000003,3.4987989043209806,38.78521728010973
2.56,3.498798113421714,38.78521707019895
2.57,3.498797331499039,38.78521685841075
2.58,3.498796558451224,38.78521664477442
2.59,3.4987957941774406,38.785216429319014
2.6,3.4987950385777378,38.78521621207328
2.61,3.4987942915530166,38.785215993065734
2.62,3.4987935530050076,38.78521577232465
2.63,3.4987928228362453,38.78521554987803
2.64,3.4987921009500442,38.78521532575368
2.65,3.498791387250473,38.785215099979155
2.66,3.498790681642332,38.7852148725818
2.67,3.4987899840311276,38.78521464358874
2.68,3.4987892943230485,38.7852144130269
2.69,3.4987886124370875,38.78521418091933
2.7,3.498787938304165,38.78521394728545
2.71,3.4987872718368997,38.78521371215024
2.72,3.4987866129483414,38.78521347553854
2.73,3.4987859615523185,38.785213237475
2.74,3.498785317563419,38.78521299798398
2.75,3.4987846808969687,38.78521275708968
2.7600000000000002,3.4987840514690127,38.78521251481604
2.77,3.498783429196295,38.78521227118681
2.7800000000000002,3.498782813996238,38.78521202622554
2.79,3.498782205786923,38.78521177995556
2.8000000000000003,3.4987816044870703,38.78521153240004
2.81,3.4987810100160197,38.785211283581944
2.82,3.4987804222937084,38.785211033524064
2.83,3.498779841240654,38.78521078224902
2.84,3.498779266777932,38.78521052977925
2.85,3.4987786988271576,38.78521027613706
2.86,3.4987781373104645,38.78521002134458
2.87,3.4987775821504856,38.785209765423794
2.88,3.4987770332703323,38.78520950839655
2.89,3.4987764905935763,38.785209250284545
2.9,3.4987759540442265,38.785208991109364
2.91,3.4987754235467126,38.785208730892464
2.92,3.4987748990258623,38.78520846965517
2.93,3.4987743804068825,38.785208207418705
2.94,3.4987738676153395,38.78520794420418
2.95,3.498773360577139,38.78520768003262
2.96,3.498772859218505,38.78520741492494
2.97,3.498772363465962,38.78520714890197
2.98,3.498771873246312,38.785206881984465
2.99,3.498771386613421,38.785206614760924
3.0,3.4987709075786575,38.78520634601391
3.0100000000000002,3.4987704339193595,38.78520607641572
3.02,3.498769965577811,38.78520580598241
3.0300000000000002,3.498769502496804,38.7852055347299
3.04,3.498769044619638,38.785205262673934
3.0500000000000003,3.49876859189012,38.785204989830135
3.06,3.4987681442525664,38.78520471621395
3.0700000000000003,3.498767701651799,38.785204441840676
3.08,3.4987672640331486,38.78520416672547
3.09,3.4987668313424547,38.78520389088333
3.1,3.498766403526063,38.785203614329106
3.11,3.498765980530828,38.7852033370775
3.12,3.4987655623041114,38.785203059143036
3.13,3.498765148793783,38.78520278054013
3.14,3.4987647399482213,38.78520250128301
3.15,3.4987643357163103,38.785202221385774
3.16,3.498763936047444,38.78520194086235
3.17,3.498763540891523,38.785201659726525
3.18,3.4987631501989567,38.785201377991946
3.19,3.498762763920661,38.785201095672086
3.2,3.498762382008061,38.78520081278028
3.21,3.498762004413088,38.7852005293297
3.22,3.4987616310881826,38.785200245333385
3.23,3.4987612619862922,38.785199960804206
3.24,3.498760897060873,38.78519967575489
3.25,3.498760536265888,38.78519939019801
3.2600000000000002,3.4987601795558083,38.78519910414598
3.27,3.498759826885613,38.78519881761108
3.2800000000000002,3.498759478210789,38.78519853060542
3.29,3.4987591334873303,38.785198243140975
3.3000000000000003,3.498758792671103,38.78519795522974
3.31,3.4987584557094005,38.78519766688635
3.3200000000000003,3.4987581225556457,38.78519737812354
3.33,3.498757793166792,38.78519708895301
3.34,3.4987574675002744,38.7851967993863
3.35,3.498757145514009,38.7851965094348
3.36,3.498756827166393,38.785196219109764
3.37,3.4987565124163047,38.78519592842232
3.38,3.498756201223103,38.78519563738342
3.39,3.4987558935466287,38.78519534600389
3.4,3.498755589347203,38.78519505429442
3.41,3.498755288585629,38.78519476226554
3.42,3.4987549912231897,38.785194469927646
3.43,3.498754697221651,38.78519417729098
3.44,3.4987544065432576,38.78519388436567
3.45,3.4987541191507376,38.78519359116165
3.46,3.498753835007298,38.785193297688764
3.47,3.4987535540766292,38.78519300395667
3.48,3.4987532763229012,38.785192709974915
3.49,3.4987530017107646,38.78519241575288
3.5,3.498752730205353,38.785192121299815
3.5100000000000002,3.4987524617722796,38.78519182662481
3.52,3.498752196377639,38.78519153173684
3.5300000000000002,3.4987519339880073,38.78519123664471
3.54,3.4987516745704417,38.78519094135709
3.5500000000000003,3.4987514180924792,38.78519064588251
3.56,3.49875116452214,38.78519035022936
3.5700000000000003,3.498750913827924,38.78519005440587
3.58,3.498750665978812,38.78518975842014
3.59,3.4987504209442672,38.78518946228012
3.6,3.498750178694233,38.785189165993636
3.61,3.4987499391991337,38.785188869568344
3.62,3.4987497024298757,38.78518857301176
3.63,3.498749468357845,38.785188276331276
3.64,3.49874923695491,38.785187979534115
3.65,3.49874900819342,38.78518768262738
3.66,3.498748782046204,38.78518738561801
3.67,3.498748558486575,38.78518708851282
3.68,3.4987483374883244,38.785186791318466
3.69,3.498748119003931,38.78518649404806
3.7,3.4987479029813833,38.785186196716104
3.71,3.498747689392233,38.78518589932993
3.72,3.4987474782084402,38.78518560189677
3.73,3.4987472694023536,38.78518530442373
3.74,3.498747062946712,38.7851850069178
3.75,3.498746858814643,38.78518470938587
3.7600000000000002,3.4987466569796624,38.785184411834685
3.77,3.4987464574156752,38.785184114270905
3.7800000000000002,3.4987462600969765,38.785183816701064
3.79,3.4987460649982496,38.78518351913157
3.8000000000000003,3.498745872094567,38.78518322156872
3.81,3.498745681361391,38.78518292401871
3.8200000000000003,3.498745492774571,38.785182626487604
3.83,3.4987453063103473,38.78518232898135
3.84,3.498745121945349,38.78518203150579
3.85,3.4987449396565933,38.78518173406665
3.86,3.4987447594214873,38.78518143666952
3.87,3.498744581217827,38.7851811393199
3.88,3.498744405023797,38.78518084202317
3.89,3.498744230817972,38.785180544784595
3.9,3.4987440585793146,38.7851802476093
3.91,3.498743888287177,38.78517995050232
3.92,3.4987437199213,38.78517965346857
3.93,3.4987435534618148,38.78517935651284
3.94,3.498743388889239,38.785179059639816
3.95,3.498743226184483,38.785178762854066
3.96,3.4987430653288425,38.78517846616004
3.97,3.4987429063040048,38.78517816956206
3.98,3.4987427490920453,38.785177873064356
3.99,3.498742593675428,38.785177576671025
4.0,3.498742440037007,38.78517728038606
4.01,3.4987422881600243,38.78517698421332
4.0200000000000005,3.4987421380281125,38.785176688156575
4.03,3.498741989625292,38.785176392219455
4.04,3.498741842935972,38.785176096405486
4.05,3.498741697944952,38.78517580071808
4.0600000000000005,3.4987415546374194,38.785175505160524
4.07,3.498741412986902,38.785175209739634
4.08,3.498741272932859,38.785174914472556
4.09,3.4987411344528168,38.785174619364895
4.1,3.498740997528597,38.785174324420964
4.11,3.4987408621422875,38.78517402964501
4.12,3.4987407282762435,38.7851737350412
4.13,3.498740595913089,38.785173440613605
4.14,3.4987404650357132,38.78517314636623
4.15,3.498740335627275,38.785172852303006
4.16,3.498740207671199,38.785172558427774
4.17,3.498740081151178,38.785172264744304
4.18,3.498739956051172,38.78517197125628
4.19,3.498739832355409,38.78517167796732
4.2,3.4987397100483832,38.78517138488095
4.21,3.498739589114857,38.78517109200061
4.22,3.4987394695398595,38.785170799329684
4.23,3.498739351308689,38.785170506871474
4.24,3.498739234406909,38.785170214629176
4.25,3.4987391188203514,38.78516992260594
4.26,3.498739004535116,38.785169630804816
4.2700000000000005,3.4987388915375686,38.78516933922879
4.28,3.498738779814344,38.78516904788076
4.29,3.4987386693523437,38.78516875676353
4.3,3.4987385601387357,38.78516846587986
4.3100000000000005,3.4987384521609575,38.78516817523241
4.32,3.4987383454067116,38.78516788482376
4.33,3.4987382398639695,38.785167594656414
4.34,3.49873813552097,38.78516730473281
4.3500000000000005,3.4987380323662185,38.78516701505528
4.36,3.4987379303884882,38.7851667256261
4.37,3.4987378295768203,38.785166436447454
4.38,3.4987377299205225,38.78516614752146
4.39,3.49873763140917,38.78516585885014
4.4,3.4987375340326063,38.78516557043547
4.41,3.4987374377809415,38.785165282279294
4.42,3.498737342644553,38.78516499438342
4.43,3.498737248614086,38.785164706749576
4.44,3.498737155680453,38.785164419379385
4.45,3.498737063832848,38.78516413227501
4.46,3.498736973028473,38.78516384544827
4.47,3.4987368832437786,38.78516355890518
4.48,3.4987367944669234,38.78516327264823
4.49,3.498736706686237,38.78516298667983
4.5,3.4987366198902223,38.78516270100236
4.51,3.4987365340675525,38.78516241561815
4.5200000000000005,3.4987364492070747,38.785162130529486
4.53,3.4987363652978067,38.78516184573858
4.54,3.49873628232894,38.78516156124761
4.55,3.4987362002898363,38.78516127705871
4.5600000000000005,3.498736119170031,38.78516099317396
4.57,3.4987360389592306,38.785160709595374
4.58,3.498735959647314,38.785160426324936
4.59,3.498735881224333,38.78516014336457
4.6000000000000005,3.4987358036805105,38.785159860716156
4.61,3.4987357270062414,38.78515957838151
4.62,3.498735651192094,38.78515929636242
4.63,3.498735576228807,38.78515901466061
4.64,3.498735502107292,38.78515873327775
4.65,3.498735428818634,38.78515845221546
4.66,3.498735356354087,38.78515817147533
4.67,3.4987352847050808,38.78515789105889
4.68,3.498735213863214,38.785157610967595
4.69,3.49873514382026,38.78515733120288
4.7,3.4987350745681627,38.78515705176612
4.71,3.498735006099038,38.785156772658645
4.72,3.4987349384051747,38.78515649388173
4.73,3.4987348714790336,38.785156215436594
4.74,3.4987348053132474,38.78515593732441
4.75,3.498734739900621,38.78515565954631
4.76,3.4987346752341315,38.78515538210337
4.7700000000000005,3.4987346113069275,38.78515510499661
4.78,3.4987345481123304,38.78515482822701
4.79,3.4987344856438334,38.78515455179548
4.8,3.498734423895102,38.78515427570291
4.8100000000000005,3.4987343628599734,38.78515399995012
4.82,3.498734302532458,38.78515372453788
4.83,3.4987342429067367,38.785153449466925
4.84,3.4987341747243716,38.78515317738207
4.8500000000000005,3.4987341173908018,38.78515290273763
4.86,3.498734060634233,38.78515262846781
4.87,3.498734004451215,38.78515235457271
4.88,3.4987339488382982,38.7851520810524
4.89,3.4987338937920325,38.78515180790696
4.9,3.4987338393089673,38.78515153513648
4.91,3.498733785385654,38.785151262741024
4.92,3.4987337320186414,38.78515099072069
4.93,3.4987336792044803,38.785150719075546
4.94,3.4987336269397207,38.785150447805684
4.95,3.4987335752209128,38.78515017691117
4.96,3.498733524044606,38.78514990639211
4.97,3.498733473407351,38.785149636248555
4.98,3.4987334233056977,38.7851493664806
4.99,3.4987333737361963,38.785149097088336
5.0,3.4987333246953964,38.785148828071826
5.01,3.4987332761798484,38.785148559431164
5.0200000000000005,3.4987332281861026,38.785148291166415
5.03,3.4987331807107087,38.78514802327768
5.04,3.4987331337502168,38.785147755765024
5.05,3.498733087301177,38.78514748862853
5.0600000000000005,3.49873304136014,38.785147221868286
5.07,3.4987329959236546,38.78514695548437
5.08,3.498732950988272,38.78514668947686
5.09,3.4987329065505417,38.785146423845845
5.1000000000000005,3.498732862607014,38.785146158591395
5.11,3.498732819154239,38.78514589371359
5.12,3.4987327761887665,38.78514562921252
5.13,3.4987327337071465,38.78514536508826
5.14,3.49873269170593,38.785145101340895
5.15,3.4987326501816653,38.785144837970506
5.16,3.4987326091309043,38.78514457497717
5.17,3.498732568550196,38.78514431236096
5.18,3.4987325284360913,38.78514405012198
5.19,3.498732488785139,38.785143788260285
5.2,3.4987324495938905,38.785143526775975
5.21,3.498732410858895,38.78514326566912
5.22,3.498732372573577,38.7851430049408
5.23,3.498732334721795,38.785142744595134
5.24,3.498732297298139,38.78514248463283
5.25,3.4987322602984525,38.78514222505419
5.26,3.498732223718581,38.78514196585952
5.2700000000000005,3.4987321875543693,38.78514170704913
5.28,3.4987321518016623,38.78514144862332
5.29,3.498732116456305,38.7851411905824
5.3,3.498732081514142,38.785140932926666
5.3100000000000005,3.498732046971019,38.785140675656436
5.32,3.49873201282278,38.78514041877201
5.33,3.4987319790652704,38.785140162273684
5.34,3.498731945694335,38.785139906161774
5.3500000000000005,3.498731912705819,38.785139650436584
5.36,3.498731880095567,38.78513939509842
5.37,3.498731847859424,38.785139140147585
5.38,3.4987318159932346,38.78513888558438
5.39,3.4987317844928443,38.78513863140912
5.4,3.498731753354097,38.785138377622104
5.41,3.498731722572839,38.785138124223636
5.42,3.4987316921449145,38.785137871214026
5.43,3.4987316620661684,38.78513761859358
5.44,3.4987316323324458,38.7851373663626
5.45,3.4987316029395914,38.78513711452139
5.46,3.49873157388345,38.78513686307026
5.47,3.498731545159867,38.7851366120095
5.48,3.498731516764687,38.78513636133944
5.49,3.4987314886937546,38.78513611106037
5.5,3.498731460942915,38.78513586117259
5.51,3.4987314335080137,38.785135611676424
5.5200000000000005,3.4987314063848944,38.78513536257216
5.53,3.4987313795694033,38.785135113860115
5.54,3.4987313530573845,38.78513486554059
5.55,3.498731326844683,38.785134617613885
5.5600000000000005,3.4987313009271443,38.785134370080314
5.57,3.4987312753006123,38.78513412294018
5.58,3.4987312499609327,38.78513387619378
5.59,3.4987312249039504,38.78513362984143
5.6000000000000005,3.4987312001255098,38.78513338388343
5.61,3.4987311756214563,38.785133138320084
5.62,3.4987311513876342,38.785132893151705
5.63,3.498731127419889,38.78513264837859
5.64,3.498731103714066,38.78513240400105
5.65,3.498731080266009,38.78513216001938
5.66,3.4987310570715637,38.7851319164339
5.67,3.4987310341265747,38.785131673244905
5.68,3.4987310114268872,38.78513143045271
5.69,3.498730988970476,38.785131188057086
5.7,3.498730966772621,38.785130946053656
5.71,3.498730944834715,38.785130704441364
5.72,3.4987309231536865,38.78513046322027
5.73,3.4987309017264647,38.7851302223904
5.74,3.498730880549979,38.785129981951805
5.75,3.498730859621158,38.785129741904534
5.76,3.4987308389369307,38.785129502248616
5.7700000000000005,3.4987308184942263,38.78512926298411
5.78,3.498730798289974,38.785129024111036
5.79,3.4987307783211024,38.78512878562946
5.8,3.498730758584541,38.785128547539415
5.8100000000000005,3.4987307390772187,38.78512830984094
5.82,3.4987307197960646,38.78512807253409
5.83,3.4987307007380077,38.785127835618894
5.84,3.4987306818999766,38.785127599095404
5.8500000000000005,3.4987306632789013,38.78512736296366
5.86,3.49873064487171,38.7851271272237
5.87,3.498730626675332,38.78512689187558
5.88,3.4987306086866967,38.78512665691933
5.89,3.4987305909027326,38.78512642235499
5.9,3.4987305733203695,38.78512618818262
5.91,3.4987305559365356,38.785125954402254
5.92,3.49873053874816,38.78512572101393
5.93,3.4987305217521723,38.78512548801769
5.94,3.498730504945501,38.78512525541359
5.95,3.4987304883250756,38.78512502320166
5.96,3.498730471887825,38.785124791381946
5.97,3.498730455630678,38.78512455995449
5.98,3.4987304395505645,38.785124328919345
5.99,3.498730423644412,38.78512409827654
6.0,3.498730407909151,38.785123868026126
6.01,3.49873039234171,38.78512363816814
6.0200000000000005,3.498730376939018,38.78512340870263
6.03,3.4987303616980037,38.785123179629636
6.04,3.498730346615597,38.7851229509492
6.05,3.498730331688726,38.78512272266137
6.0600000000000005,3.4987303169143207,38.78512249476619
6.07,3.4987303022893093,38.785122267263695
6.08,3.4987302878106212,38.78512204015393
6.09,3.4987302734751857,38.78512181343694
6.1000000000000005,3.4987302592799314,38.78512158711277
6.11,3.4987302452217874,38.78512136118145
6.12,3.498730231297683,38.785121135643045
6.13,3.4987302175045474,38.785120910497575
6.140000000000001,3.498730203839309,38.7851206857451
6.15,3.498730190298897,38.78512046138566
6.16,3.498730176880963,38.78512023741911
6.17,3.498730163605893,38.785120013839574
6.18,3.498730150483005,38.78511979064398
6.19,3.4987301375107016,38.785119567832
6.2,3.498730124687387,38.7851193454033
6.21,3.4987301120114638,38.78511912335755
6.22,3.4987300994813353,38.78511890169444
6.23,3.498730087095405,38.78511868041361
6.24,3.4987300748520758,38.785118459514756
6.25,3.4987300627497513,38.78511823899753
6.26,3.4987300507868344,38.785118018861624
6.2700000000000005,3.498730038961729,38.78511779910669
6.28,3.498730027272838,38.785117579732415
6.29,3.498730015718564,38.78511736073846
6.3,3.498730004297311,38.7851171421245
6.3100000000000005,3.4987299930074824,38.7851169238902
6.32,3.498729981847481,38.78511670603524
6.33,3.4987299708157105,38.78511648855929
6.34,3.4987299599105732,38.785116271462016
6.3500000000000005,3.4987299491304737,38.78511605474309
6.36,3.498729938473814,38.785115838402184
6.37,3.4987299279389985,38.78511562243897
6.38,3.4987299175244297,38.78511540685313
6.390000000000001,3.498729907228511,38.785115191644316
6.4,3.4987298970496457,38.7851149768122
6.41,3.4987298869862373,38.78511476235647
6.42,3.4987298770366886,38.78511454827679
6.43,3.498729867199403,38.785114334572825
6.44,3.498729857472784,38.78511412124425
6.45,3.4987298478552344,38.78511390829073
6.46,3.498729838345158,38.785113695711956
6.47,3.4987298289409576,38.78511348350757
6.48,3.498729819641037,38.785113271677275
6.49,3.4987298104437987,38.785113060220716
6.5,3.498729801347647,38.785112849137576
6.51,3.498729792350984,38.78511263842753
6.5200000000000005,3.4987297834522133,38.78511242809023
6.53,3.4987297746497386,38.78511221812537
6.54,3.498729765941963,38.785112008532614
6.55,3.4987297573272893,38.78511179931162
6.5600000000000005,3.4987297488041214,38.78511159046208
6.57,3.4987297403708624,38.785111381983654
6.58,3.498729732025915,38.78511117387601
6.59,3.498729723767683,38.78511096613883
6.6000000000000005,3.49872971559457,38.78511075877177
