t,V,n,s,Ca_i,Ca_ret
0.36,-75.89674325553153,0.0982165034956995,0.10001690696051423,0.48183579212141514,0.7360008032541334
0.37,-75.8940071535642,0.09816741883824252,0.10001737692457857,0.4808184490915756,0.736961925813029
0.38,-75.89127737741433,0.09811835872243395,0.1000178469057678,0.47980334616457615,0.7379210041962618
0.39,-75.88855386533925,0.09806932313595615,0.1000183169040431,0.4787904777396357,0.7388780429766455
0.4,-75.88583656999984,0.098020312066644,0.10001878691937381,0.47777983867604085,0.7398330464595536
0.41000000000000003,-75.88312543668776,0.09797132550225274,0.1000192569517251,0.47677142359540814,0.740786019089343
0.42,-75.88042040822826,0.09792236343051018,0.10001972700106072,0.47576522703880114,0.7417369653578348
0.43,-75.87772142835603,0.09787342583915279,0.10002019706734494,0.4747612435749139,0.7426858897412991
0.44,-75.87502844171517,0.09782451271592561,0.10002066715054252,0.4737594678000706,0.7436327967004551
0.45,-75.87234139385926,0.09777562404858237,0.10002113725061874,0.472759894338226,0.7445776906804712
0.46,-75.86966023125123,0.09772675982488532,0.1000216073675394,0.4717625178409653,0.7455205761109645
0.47000000000000003,-75.8669849012635,0.09767792003260539,0.10002207750127082,0.47076733298750384,0.7464614574060013
0.48,-75.86431535217791,0.09762910465952213,0.10002254765177979,0.46977433448468753,0.7474003389640971
0.49,-75.8616515331857,0.09758031369342367,0.10002301781903365,0.4687835170669926,0.7483372251682163
0.5,-75.85899339438755,0.09753154712210675,0.10002348800300025,0.46779487549652565,0.7492721203857723
0.51,-75.85634088679357,0.0974828049333768,0.10002395820364791,0.46680840456302364,0.7502050289686275
0.52,-75.85369396232332,0.09743408711504777,0.10002442842094553,0.4658240990838539,0.7511359552530936
0.53,-75.85105257380575,0.0973853936549423,0.10002489865486244,0.4648419539040142,0.752064903559931
0.54,-75.84841667497925,0.09733672454089158,0.10002536890536855,0.46386196389613277,0.7529918781943494
0.55,-75.84578621850105,0.09728807976072444,0.10002583917243316,0.4628841239105629,0.7539168834701038
0.56,-75.84316114310656,0.09723945930219596,0.10002630945601786,0.46190842845346636,0.7548399238649293
0.5700000000000001,-75.84054139816845,0.09719086315312385,0.10002677975609015,0.4609348723025146,0.7557610037232552
0.58,-75.83792693680479,0.09714229130135016,0.10002725007261962,0.45996345033410707,0.7566801273396305
0.59,-75.83531771280497,0.09709374373472424,0.10002772040557621,0.4589941574463045,0.7575972989959361
0.6,-75.83271368062971,0.09704522044110274,0.10002819075493026,0.4580269885588292,0.758512522961383
0.61,-75.8301147954111,0.09699672140834958,0.10002866112065248,0.45706193861306477,0.759425803492514
0.62,-75.82752101295257,0.09694824662433604,0.10002913150271397,0.4560990025720563,0.7603371448332028
0.63,-75.82493228972884,0.09689979607694062,0.10002960190108619,0.45513817542051044,0.7612465512146541
0.64,-75.822348582886,0.09685136975404915,0.100030072315741,0.454179452164795,0.7621540268554038
0.65,-75.81976985024149,0.09680296764355475,0.10003054274665063,0.45322282783293943,0.763059575961319
0.66,-75.81719605028405,0.09675458973335783,0.1000310131937877,0.4522682974746345,0.7639632027255976
0.67,-75.81462714217382,0.09670623601136612,0.10003148365712518,0.4513158561612324,0.7648649113287689
0.68,-75.81206308574224,0.0966579064654946,0.10003195413663644,0.45036549898574685,0.7657647059386932
0.6900000000000001,-75.80950384149206,0.09660960108366558,0.10003242463229525,0.44941722106285287,0.7666625907105618
0.7000000000000001,-75.80694937059742,0.09656131985380864,0.10003289514407572,0.448471017528887,0.7675585697868973
0.71,-75.80439963270891,0.09651306276384844,0.10003336567195115,0.4475268834862461,0.7684526473246573
0.72,-75.8018545754799,0.0964648298016463,0.10003383621588818,0.446584813738066,0.7693448276245729
0.73,-75.79931415638737,0.09641662095512187,0.10003430677585894,0.4456448033409912,0.7702351148616857
0.74,-75.79677833556916,0.09636843621221315,0.10003477735183698,0.4447068474237268,0.7711235131738007
0.75,-75.79424707362699,0.09632027556086431,0.10003524794379617,0.4437709411313835,0.7720100266886155
0.76,-75.79172033162644,0.09627213898902565,0.10003571855171063,0.44283707962547786,0.7728946595237213
0.77,-75.78919807109696,0.09622402648465361,0.10003618917555472,0.44190525808393216,0.773777415786602
0.78,-75.78668025403188,0.09617593803571076,0.1000366598153031,0.4409754717010744,0.7746582995746348
0.79,-75.78416684288835,0.09612787363016582,0.10003713047093067,0.44004771568763834,0.7755373149750903
0.8,-75.78165780058748,0.09607983325599363,0.10003760114241259,0.4391219852707635,0.7764144660651316
0.81,-75.77915309051414,0.0960318169011752,0.10003807182972431,0.43819827569399517,0.7772897569118156
0.8200000000000001,-75.77665267651717,0.09598382455369762,0.10003854253284153,0.43727658221728427,0.7781631915720916
0.8300000000000001,-75.7741565229092,0.0959358562015542,0.10003901325174021,0.4363569001169876,0.7790347740928025
0.84,-75.77166459446677,0.09588791183274431,0.10003948398639659,0.4354392246858676,0.7799045085106844
0.85,-75.76917685643026,0.09583999143527351,0.10003995473678715,0.43452355123309255,0.7807723988523662
0.86,-75.76669327450396,0.09579209499715347,0.10004042550288865,0.4336098750842364,0.7816384491343701
0.87,-75.7642138138984,0.09574422250640123,0.10004089628467763,0.4326981915628756,0.7825026633694069
0.88,-75.76173843595878,0.09569637395103657,0.10004136708212862,0.43178849592579605,0.7833650455885416
0.89,-75.75926710591351,0.09564854931908807,0.10004183789521819,0.4308807835118997,0.7842255997902531
0.9,-75.75679979000375,0.09560074859859094,0.10004230872392346,0.429975049687044,0.7850843299593047
0.91,-75.75433645486132,0.09555297177758644,0.10004277956822183,0.42907128983208365,0.7859412400708342
0.92,-75.75187706750853,0.09550521884412189,0.10004325042809084,0.4281694993428709,0.7867963340903547
0.93,-75.74942159535834,0.09545748978625071,0.10004372130350832,0.4272696736302552,0.7876496159737539
0.9400000000000001,-75.74697000621428,0.09540978459203242,0.10004419219445229,0.42637180812008346,0.7885010896672947
0.9500000000000001,-75.74452226827047,0.09536210324953259,0.10004466310090104,0.4254758982532,0.7893507591076148
0.96,-75.74207835011157,0.09531444574682289,0.10004513402283303,0.42458193948544637,0.7901986282217266
0.97,-75.73963822071289,0.09526681207198105,0.100045604960227,0.42368992728766164,0.7910447009270178
0.98,-75.73720184944027,0.0952192022130909,0.10004607591306187,0.4227998571456821,0.7918889811312508
0.99,-75.73476920605015,0.09517161615824232,0.10004654688131683,0.42191172456034154,0.792731472732563
1.0,-75.73234026068957,0.09512405389553132,0.10004701786497125,0.4210255250474711,0.7935721796194664
1.01,-75.72991498389612,0.09507651541305992,0.10004748886400477,0.4201412541378992,0.7944111056708483
1.02,-75.72749334659801,0.0950290006989363,0.10004795987839724,0.41925890737745175,0.7952482547559708
1.03,-75.72507534661068,0.09498150974129972,0.10004843090814342,0.41837848086300444,0.7960836305346629
1.04,-75.72266088838067,0.09493404252820684,0.10004890195318628,0.4174999688095883,0.7969172373641568
1.05,-75.72024997978977,0.09488659904781789,0.1000493730135262,0.4166233675319212,0.7977490788150129
1.06,-75.7178425918421,0.09483917928826394,0.10004984408914312,0.41574867260574716,0.7985791587292019
1.07,-75.71543869592229,0.09479178323768207,0.1000503151800172,0.41487587962160394,0.799407480939145
1.08,-75.71303826379162,0.09474441088421552,0.10005078628612878,0.41400498418474446,0.8002340492677438
1.09,-75.71064126758414,0.09469706221601351,0.10005125740745846,0.4131359819150587,0.8010588675284088
1.1,-75.70824767980278,0.09464973722123135,0.10005172854398703,0.412268868446995,0.8018819395250892
1.11,-75.7058574733155,0.09460243588803041,0.1000521996956955,0.4114036394294821,0.8027032690523018
1.12,-75.70347062135141,0.0945551582045781,0.10005267086256509,0.4105402905258504,0.8035228598951605
1.1300000000000001,-75.7010870974969,0.0945079041590479,0.10005314204457723,0.40967881741375384,0.8043407158294049
1.1400000000000001,-75.6987068756917,0.0944606737396193,0.10005361324171355,0.40881921578509156,0.8051568406214303
1.1500000000000001,-75.69632993022515,0.09441346693447787,0.10005408445395589,0.40796148134592924,0.8059712380283164
1.16,-75.69395623573219,0.09436628373181519,0.10005455568128628,0.4071056098164212,0.8067839117978565
1.17,-75.69158576718957,0.09431912411982887,0.10005502692368698,0.40625159693073143,0.807594865668587
1.18,-75.6892184999119,0.09427198808672257,0.1000554981811404,0.4053994384369559,0.8084041033698164
1.19,-75.68685440850267,0.0942248756207048,0.1000559694536286,0.40454913007502247,0.8092116286303489
1.2,-75.68449346504104,0.09417778670998694,0.10005644074113225,0.4037006675384948,0.8100174451935633
1.21,-75.68213564476349,0.0941307213427895,0.10005691204363378,0.40285404659427815,0.8108215567701494
1.22,-75.67978092345473,0.0940836795073393,0.10005738336111591,0.4020092630276547,0.811623967059807
1.23,-75.6774292771639,0.09403666119186906,0.10005785469356157,0.4011663126363059,0.8124246797536043
1.24,-75.67508068219922,0.09398966638461749,0.10005832604095376,0.400325191230204,0.8132236985340195
1.25,-75.67273511512276,0.09394269507382923,0.10005879740327571,0.3994858946315041,0.8140210270749808
1.26,-75.67039255274513,0.09389574724775483,0.10005926878051076,0.3986484186744359,0.8148166690419082
1.27,-75.66805297212012,0.09384882289465081,0.10005974017264238,0.3978127592051956,0.8156106280917542
1.28,-75.66571635053954,0.0938019220027796,0.10006021157965422,0.3969789120818375,0.8164029078730446
1.29,-75.66338266552783,0.09375504456040953,0.10006068300153005,0.396146873174166,0.8171935120259198
1.3,-75.66105189483682,0.09370819055581488,0.10006115443825378,0.39531663836362757,0.8179824441821757
1.31,-75.65872401644042,0.09366135997727579,0.10006162588980944,0.394488203543202,0.8187697079653043
1.32,-75.65639900852933,0.09361455281307836,0.1000620973561812,0.39366156461729496,0.8195553069905355
1.33,-75.65407684950578,0.09356776905151455,0.10006256883735336,0.39283671750162924,0.8203392448648769
1.34,-75.65175751797823,0.09352100868088224,0.10006304033331034,0.3920136581231369,0.8211215251871561
1.35,-75.64944099275601,0.09347427168948517,0.10006351184403668,0.3911923824198508,0.8219021515480606
1.36,-75.6471272528442,0.09342755806563299,0.10006398336951705,0.39037288634079687,0.8226811275301794
1.37,-75.64481627743812,0.09338086779764122,0.10006445490973621,0.38955516584588545,0.8234584567080441
1.3800000000000001,-75.64250804591825,0.09333420087383124,0.10006492646467907,0.3887392169058034,0.8242341426481689
1.3900000000000001,-75.64020253784479,0.0932875572825303,0.10006539803433062,0.38792503550190577,0.8250081889090928
1.4000000000000001,-75.63789973295243,0.09324093701207153,0.10006586961867596,0.3871126176261077,0.8257805990414199
1.41,-75.63559961114512,0.09319434005079393,0.10006634121770029,0.3863019592807764,0.8265513765878606
1.42,-75.63330215249067,0.09314776638704228,0.10006681283138895,0.3854930564786224,0.8273205250832723
1.43,-75.63100733799594,0.09310121600916715,0.10006728445972773,0.3846859052539494,0.8280880480529623
1.44,-75.62871514927626,0.09305468890552487,0.10006775610270278,0.38388050165781146,0.8288539490134538
1.45,-75.62642556716455,0.09300818506447775,0.10006822776029989,0.38307684173774154,0.8296182314756121
1.46,-75.6241385726506,0.09296170447439389,0.10006869943250486,0.3822749215513885,0.8303808989425824
1.47,-75.62185414688194,0.09291524712364727,0.10006917111930368,0.3814747371664995,0.8311419549098168
1.48,-75.61957227115916,0.09286881300061764,0.10006964282068236,0.38067628466081954,0.8319014028651143
1.49,-75.61729292693103,0.09282240209369061,0.10007011453662706,0.37987956012199076,0.83265924628866
1.5,-75.61501609578985,0.09277601439125756,0.10007058626712398,0.37908455964745214,0.8334154886530656
1.51,-75.61274175946666,0.09272964988171567,0.10007105801215944,0.378291279344339,0.8341701334234088
1.52,-75.61046989982644,0.09268330855346793,0.10007152977171985,0.3774997153293822,0.8349231840572736
1.53,-75.60820049886337,0.09263699039492312,0.10007200154579166,0.376709863728808,0.8356746440047891
1.54,-75.60593353869609,0.09259069539449581,0.10007247333436141,0.37592172067823726,0.8364245167086705
1.55,-75.60366900156292,0.09254442354060634,0.10007294513741576,0.3751352823225852,0.837172805604258
1.56,-75.60140686981707,0.09249817482168081,0.10007341695494137,0.37435054481596064,0.8379195141195572
1.57,-75.59914712592195,0.09245194922615113,0.10007388878692505,0.3735675043215656,0.8386646456752784
1.58,-75.59688975244633,0.09240574674245493,0.1000743606333536,0.37278615701159473,0.8394082036848771
1.59,-75.59463473205963,0.09235956735903561,0.10007483249421396,0.372006499067135,0.8401501915545928
1.6,-75.59238204752714,0.09231341106434235,0.10007530436949308,0.371228526678065,0.84089061268349
1.61,-75.59013168170526,0.09226727784683006,0.10007577625917798,0.37045223604295435,0.8416294704634968
1.62,-75.58788361753675,0.09222116769495939,0.10007624816325572,0.36967762336896337,0.8423667682794458
1.6300000000000001,-75.58563783804594,0.09217508059719672,0.10007672008171348,0.36890468487174266,0.8431025095091133
1.6400000000000001,-75.58339432633399,0.09212901654201416,0.10007719201453842,0.36813341677533223,0.8438366975232588
1.6500000000000001,-75.58115306557413,0.09208297551788958,0.10007766396171777,0.36736381531206136,0.8445693356856661
1.6600000000000001,-75.57891403915089,0.09203695751330665,0.10007813592323893,0.3665958767252507,0.8453004273521978
1.67,-75.57667723614918,0.09199096251675912,0.10007860789909245,0.3658295973760354,0.8460299758333222
1.68,-75.57444264393027,0.09194499051674505,0.10007907988926802,0.36506497359886836,0.8467579844448143
1.69,-75.57221024734837,0.09189904150176628,0.10007955189375384,0.3643020016862627,0.8474844565131137
1.7,-75.56998003140009,0.09185311546033037,0.10008002391253822,0.36354067794035105,0.8482093953572395
1.71,-75.56775198122224,0.09180721238095067,0.10008049594560955,0.36278099867283353,0.8489328042888129
1.72,-75.5655260820895,0.09176133225214632,0.10008096799295635,0.3620229602049257,0.8496546866120801
1.73,-75.5633023194122,0.0917154750624422,0.10008144005456718,0.3612665588673065,0.8503750456239351
1.74,-75.56108067873396,0.09166964080036892,0.10008191213043066,0.36051179100006653,0.8510938846139422
1.75,-75.55886114572957,0.0916238294544629,0.10008238422053559,0.35975865295265563,0.8518112068643593
1.76,-75.55664370620255,0.09157804101326629,0.10008285632487074,0.35900714108383114,0.8525270156501602
1.77,-75.55442834608306,0.09153227546532697,0.10008332844342503,0.358257251761606,0.8532413142390577
1.78,-75.55221505142546,0.09148653279919859,0.10008380057618745,0.35750898136319637,0.8539541058915264
1.79,-75.55000380840617,0.09144081300344055,0.10008427272314703,0.35676232627497007,0.8546653938608251
1.8,-75.54779460332132,0.09139511606661795,0.10008474488429295,0.35601728289239415,0.8553751813930202
1.81,-75.5455874225845,0.09134944197730165,0.10008521705961439,0.3552738476199832,0.8560834717270078
1.82,-75.54338225272456,0.09130379072406825,0.10008568924910063,0.3545320168712473,0.8567902680945371
1.83,-75.5411790803832,0.09125816229550004,0.10008616145274105,0.3537917870686399,0.8574955737202329
1.84,-75.53897789231284,0.0912125566801851,0.10008663367052506,0.35305315464350584,0.8581993918216182
1.85,-75.53677867537428,0.09116697386671718,0.10008710590244219,0.3523161160360294,0.8589017256091377
1.86,-75.53458141653442,0.09112141384369576,0.10008757814848197,0.3515806676951823,0.8596025782861795
1.87,-75.53238610286405,0.09107587659972603,0.10008805040863407,0.35084680607867175,0.8603019530490988
1.8800000000000001,-75.53019272153553,0.09103036212341892,0.10008852268288818,0.3501145276528882,0.8609998530872405
1.8900000000000001,-75.52800125982051,0.09098487040339102,0.10008899497123407,0.3493838288928537,0.8616962815829615
1.9000000000000001,-75.52581170530436,0.09093940142826475,0.10008946727366168,0.3486547062858767,0.8623912417106671
1.9100000000000001,-75.52362404716152,0.09089395518666873,0.10008993959016169,0.34792715635336563,0.8630847366310102
1.92,-75.52143827359691,0.09084853166723694,0.10009041192072435,0.34720117560703,0.8637767695025643
1.93,-75.5192543726233,0.09080313085860892,0.10009088426533985,0.3464767605621693,0.8644673434782939
1.94,-75.51707233236507,0.0907577527494299,0.10009135662399846,0.34575390774286036,0.8651564617041813
1.95,-75.51489214105675,0.09071239732835083,0.10009182899669049,0.34503261368191607,0.865844127319247
1.96,-75.51271378704119,0.09066706458402836,0.10009230138340634,0.34431287492084395,0.8665303434555698
1.97,-75.51053725876803,0.0906217545051248,0.10009277378413647,0.3435946880098051,0.8672151132383065
1.98,-75.508362544792,0.09057646708030816,0.10009324619887143,0.3428780495075724,0.8678984397857116
1.99,-75.50618963377136,0.09053120229825215,0.1000937186276018,0.34216295598148966,0.8685803262091577
2.0,-75.50401851446607,0.09048596014763614,0.10009419107031824,0.34144940400742996,0.8692607756131555
2.0100000000000002,-75.50184917573635,0.09044074061714519,0.10009466352701146,0.34073739016975446,0.8699397910953732
2.02,-75.49968160654095,0.09039554369547002,0.10009513599767228,0.3400269110612711,0.870617375746657
2.0300000000000002,-75.49751579593543,0.09035036937130703,0.10009560848229151,0.33931796328319297,0.8712935326510506
2.04,-75.49535173307065,0.09030521763335829,0.10009608098086008,0.33861054344509744,0.8719682648858155
2.05,-75.49318940719105,0.09026008847033154,0.10009655349336895,0.3379046481648845,0.8726415755214508
2.06,-75.49102880763297,0.09021498187094015,0.10009702601980915,0.3372002740687355,0.8733134676217132
2.07,-75.4888699238231,0.0901698978239032,0.10009749856017176,0.3364974177910718,0.873983944243637
2.08,-75.48671274527676,0.09012483631794538,0.10009797111444792,0.3357960759745135,0.8746530084375537
2.09,-75.48455726159627,0.09007979734179705,0.10009844368262884,0.33509624526983817,0.8753206632471122
2.1,-75.48240346246928,0.09003478088419421,0.10009891626470575,0.33439792233593923,0.8759869117092991
2.11,-75.48025133766723,0.08998978693387853,0.10009938886066998,0.333701103839785,0.876651756854458
2.12,-75.47810087704356,0.0899448154795973,0.10009986147051286,0.33300578645637696,0.8773152017063098
2.13,-75.47595207053217,0.08989986651010344,0.10010033409422582,0.33231196686870884,0.8779772492819727
2.14,-75.47380490847884,0.08985494001415563,0.10010080673180054,0.3316196417736157,0.8786379025902578
2.15,-75.47165938198513,0.08981003598051836,0.10010127938322914,0.3309288078878427,0.8792971646299005
2.16,-75.4695154814758,0.08976515439796152,0.10010175204850336,0.33023946192269965,0.8799550383969874
2.17,-75.46737319741376,0.08972029525526068,0.10010222472761493,0.32955160059669336,0.8806115268812662
2.18,-75.46523252034855,0.08967545854119693,0.10010269742055568,0.3288652206363693,0.8812666330659076
2.19,-75.4630934409149,0.08963064424455709,0.10010317012731745,0.3281803187762776,0.8819203599275227
2.2,-75.46095594983159,0.08958585235413352,0.10010364284789217,0.327496891758938,0.8825727104361814
2.21,-75.45882003790007,0.08954108285872428,0.1001041155822718,0.32681493633480485,0.8832236875554302
2.22,-75.45668569600329,0.08949633574713295,0.10010458833044836,0.326134449262233,0.8838732942423105
2.23,-75.45455291510437,0.08945161100816881,0.10010506109241393,0.3254554273074428,0.8845215334473764
2.24,-75.45242168624533,0.08940690863064668,0.10010553386816065,0.3247778672444851,0.8851684081147125
2.25,-75.45029200054584,0.08936222860338705,0.1001060066576807,0.3241017658552071,0.8858139211819526
2.2600000000000002,-75.44816384920192,0.08931757091521596,0.10010647946096628,0.32342711992921713,0.8864580755802968
2.27,-75.4460372234847,0.08927293555496506,0.1001069522780097,0.32275392626385035,0.88710087423453
2.2800000000000002,-75.44391211473913,0.08922832251147161,0.10010742510880326,0.32208218166413366,0.8877423200630402
2.29,-75.44178851438274,0.0891837317735785,0.10010789795333937,0.3214118829427513,0.8883824159778361
2.3000000000000003,-75.43966641390429,0.08913916333013411,0.10010837081161042,0.32074302692000983,0.8890211648845648
2.31,-75.43754580486258,0.0890946171699925,0.1001088436836089,0.32007561042380384,0.8896585696825308
2.32,-75.43542667888515,0.08905009328201327,0.10010931656932733,0.3194096302895808,0.8902946332647129
2.33,-75.43330902766701,0.08900559165506164,0.10010978946875825,0.3187450833603066,0.890929358517783
2.34,-75.43119284296935,0.08896111227800835,0.10011026238189429,0.3180819664864307,0.8915627483221238
2.35,-75.4290781166183,0.08891665513972975,0.10011073530872809,0.3174202765258516,0.8921948055518467
2.36,-75.42696484050363,0.08887222022910779,0.10011120824925235,0.31676001034388196,0.8928255330748102
2.37,-75.4248530065775,0.08882780753502993,0.10011168120345981,0.3161011648132139,0.8934549337526374
2.38,-75.4227426073405,0.08878341704638938,0.1001121541713435,0.31544373682272314,0.8940830104380304
2.39,-75.42063363549106,0.08873904875208492,0.1001126271528966,0.3147877232710988,0.8947097659767265
2.4,-75.418526083325,0.08869470264102079,0.10011310014811203,0.3141331210559407,0.8953352032108405
2.41,-75.41641994320614,0.08865037870210676,0.10011357315698281,0.3134799270822825,0.8959593249762653
2.42,-75.41431520756534,0.08860607692425819,0.10011404617950197,0.31282813826256517,0.8965821341026868
2.43,-75.41221186889966,0.08856179729639596,0.1001145192156626,0.31217775151660715,0.8972036334136012
2.44,-75.41010991977127,0.08851753980744652,0.10011499226545782,0.31152876377157523,0.8978238257263303
2.45,-75.40800935280654,0.08847330444634187,0.10011546532888081,0.3108811719619547,0.898442713852039
2.46,-75.40591016069502,0.08842909120201956,0.1001159384059248,0.31023497302952024,0.8990603005957506
2.47,-75.40381233618841,0.08838490006342263,0.100116411496583,0.30959016392330596,0.8996765887563644
2.48,-75.40171587209969,0.08834073101949974,0.10011688460084874,0.3089467415995763,0.9002915811266712
2.49,-75.39962076130203,0.08829658405920504,0.10011735771871536,0.30830470302179636,0.9009052804933702
2.5,-75.39752699672788,0.08825245917149821,0.10011783085017623,0.30766404516060236,0.9015176896370851
2.5100000000000002,-75.39543457136791,0.08820835634534448,0.10011830399522476,0.3070247649937722,0.9021288113323809
2.52,-75.39334347827013,0.08816427556971458,0.10011877715385442,0.3063868595061961,0.9027386483477798
2.5300000000000002,-75.39125371053879,0.0881202168335848,0.10011925032605871,0.3057503256898467,0.9033472034457783
2.54,-75.38916526133347,0.08807618012593692,0.10011972351183117,0.3051151605437502,0.9039544793828629
2.5500000000000003,-75.38707812386811,0.08803216543575824,0.10012019671116536,0.3044813610739561,0.9045604789095268
2.56,-75.38499229140994,0.08798817275204161,0.10012066992405488,0.30384892429350846,0.9051652047702865
2.57,-75.3829077572786,0.08794420206378536,0.1001211431504934,0.3032178472224157,0.9057686597036981
2.58,-75.38082451484506,0.08790025335999334,0.10012161639047461,0.3025881268876216,0.9063708464423736
2.59,-75.37874255753073,0.0878563266296749,0.10012208964399219,0.30195976032297567,0.9069717677129974
2.6,-75.37666187880639,0.08781242186184486,0.10012256291103991,0.3013327445692035,0.9075714262363425
2.61,-75.37458247222942,0.08776853904552366,0.10012303619161157,0.3007070766745735,0.9081698247270723
2.62,-75.37250433225469,0.08772467816973736,0.1001235094857015,0.30008275370967924,0.90876696588918
2.63,-75.37042745297167,0.08768083922351752,0.1001239827933038,0.29945977274438834,0.9093628524231185
2.64,-75.36835182818243,0.08763702219590097,0.10012445611441241,0.2988381308492534,0.9099574870253715
2.65,-75.36627745174009,0.08759322707593012,0.10012492944902135,0.2982178251016766,0.9105508723865565
2.66,-75.36420431754807,0.08754945385265282,0.10012540279712465,0.2975988525858817,0.9111430111914403
2.67,-75.36213241955912,0.08750570251512244,0.10012587615871638,0.29698121039288766,0.9117339061189547
2.68,-75.36006175177451,0.08746197305239775,0.10012634953379063,0.2963648956204805,0.9123235598422125
2.69,-75.35799230824318,0.08741826545354311,0.10012682292234155,0.29574990537318685,0.9129119750285225
2.7,-75.35592408306087,0.0873745797076283,0.10012729632436332,0.29513623676224615,0.9134991543394064
2.71,-75.35385707036922,0.08733091580372854,0.1001277697398501,0.29452388690558373,0.9140851004306134
2.72,-75.35179126435497,0.08728727373092458,0.10012824316879618,0.29391285292778324,0.9146698159521365
2.73,-75.34972665924906,0.08724365347830261,0.10012871661119578,0.29330313196005997,0.9152533035482279
2.74,-75.3476632493258,0.08720005503495427,0.10012919006704322,0.29269472114023276,0.9158355658574151
2.75,-75.34560102890197,0.0871564783899767,0.10012966353633283,0.2920876176126977,0.9164166055125162
2.7600000000000002,-75.34353999233599,0.08711292353247246,0.10013013701905896,0.2914818185284001,0.9169964251406563
2.77,-75.34148013402707,0.08706939045154957,0.10013061051521598,0.2908773210448077,0.917575027363282
2.7800000000000002,-75.33942144841429,0.08702587913632152,0.10013108402479833,0.29027412232588323,0.9181524147961786
2.79,-75.33736392997581,0.08698238957590726,0.10013155754780043,0.2896722195420573,0.9187285900494846
2.8000000000000003,-75.33530757322798,0.08693892175943113,0.10013203108421677,0.2890716098702009,0.919303555727708
2.81,-75.33325237272446,0.08689547567602297,0.10013250463404186,0.2884722904935986,0.9198773144297422
