t,Cdc13_Cdc2,mass,Cdc13_P_Cdc2,Rum1_Cdc13_Cdc2,Rum1,Cdc25P,Wee1,Mik1,AAE_total,AAE,APC
0.11,0.9779803028398222,1.0006355618839613,0.001529715208324892,0.005918096210440399,0.000723647511564054,0.040295112420865836,0.04607178596967932,0.033347657476384615,2.0052080210929346,1.9695719130520515,0.25642635444357414
0.12,0.9751393285530771,1.0006933602632166,0.0016871656515337547,0.006074139081626647,0.0007266063415127363,0.043987148697609876,0.04680475923800221,0.03320500995831827,2.005644428748564,1.9678501123032806,0.2769292719172457
0.13,0.9721391654276446,1.000751161981003,0.0018429785231692734,0.00620505605763147,0.0007295624127089866,0.04763981406783503,0.04752860527844589,0.03306288606468398,2.0060731422021387,1.966230282423042,0.2973736588582236
0.14,0.9689771358268371,1.000808967037513,0.0019970704480260027,0.006315696568048629,0.0007325439664692214,0.051253450695415266,0.04824376024145479,0.03292128450868434,2.0064937674346237,1.9647028532481596,0.31778082530860674
0.15,0.9656513881884771,1.0008667754329394,0.0021493590662763117,0.0064099953256076155,0.0007355950832076679,0.0548283375818569,0.048950656240741394,0.03278020400239928,2.0069059051231424,1.9632592676215495,0.33816925631928313
0.16,0.9621606863930218,1.000924587167475,0.0022997631585842896,0.006491207785893503,0.0007387073085759429,0.05836469820239824,0.04964972092687199,0.032639643256816224,2.0073091525612177,1.9618918278161346,0.3585552033399429
0.17,0.958504389239865,1.0009824022413132,0.002448202744614441,0.0065619505213506115,0.0007419148135901288,0.06186270680084608,0.050341377224897066,0.03249960098186029,2.0077031050595737,1.9605935717179372,0.37895309652866976
0.18,0.9546822897844924,1.0010402206546465,0.0025945991842351883,0.00662437821431185,0.0007452281614806031,0.06532249417283695,0.05102604306661034,0.03236007588642393,2.008087357282741,1.9593581708239387,0.3993758412652083
0.19,0.9506945649653757,1.0010980424076676,0.002738875260749969,0.006680247823949037,0.000748660446481118,0.06874415259875766,0.051704131236322115,0.03222106667839818,2.0084615042567417,1.9581798459143038,0.4198350280785568
0.2,0.9465417100663878,1.0011558675005696,0.002880955267477652,0.006730996215391116,0.0007522226621334532,0.07212774014762983,0.05237604923008434,0.03208257206470038,2.008825142254698,1.957053297951084,0.4403410783088853
0.21,0.9422244881026387,1.0012136959335454,0.003020765066278361,0.006777801184726791,0.0007559241643374802,0.07547328478115602,0.05304219923290082,0.031944590751314,2.0091778694930165,1.9559736459918258,0.46090335513759184
0.22,0.9377438979300908,1.0012715277067883,0.0031582321984527186,0.006821623316998851,0.0007597727512451961,0.07878078706047512,0.053702977947600525,0.03180712144329679,2.009519286789906,1.9549363874566505,0.4815302031938729
0.23,0.9331011371988215,1.0013293628204905,0.0032932859330998105,0.006863252412959999,0.0007637763560483562,0.08205022390815027,0.05435877666041013,0.03167016284482955,2.0098489981030556,1.9539373466270784,0.5022290019857595
0.24,0.9282975833274208,1.0013872012748455,0.003425857346938527,0.006903335322733151,0.0007679446278298738,0.08528155120975747,0.05500998122515625,0.031533713659242756,2.0101666109793683,1.952972640597783,0.523006164515048
0.25,0.9233347758252392,1.0014450430700461,0.003555879410312356,0.0069424024684227505,0.0007722870346933439,0.08847470616623684,0.055656972047799874,0.031397772589042125,2.010471736977483,1.9520386504080105,0.543867106548722
0.26,0.9182143956653521,1.0015028882062853,0.0036832870700960695,0.006980897393679999,0.0007768060690704689,0.09162960965636392,0.05630012410175189,0.03126233833593993,2.0107639920645752,1.9511319936674454,0.5648161924484503
0.27,0.9129382556508038,1.001560736683756,0.00380801733315269,0.007019195460186748,0.000781496081842714,0.09474616837320013,0.05693980696454904,0.031127409600886932,2.011042996955132,1.950249500863803,0.5858566502053646
0.28,0.9075083299246451,1.0016185885026512,0.00393000939807085,0.0070575854713151925,0.0007863747041675095,0.09782427647769396,0.05757638476379744,0.030992985084089132,2.0113083774944918,1.9493881986590222,0.6069904242046092
0.29,0.9019267120540337,1.0016764436631644,0.0040492045613941255,0.007096326009190361,0.0007914407448686143,0.10086381763590736,0.05821021720990693,0.030859063481889045,2.0115597639956424,1.9485452793319882,0.6282180331634519
0.3,0.8961956361225434,1.0017343021654876,0.0041655469561008695,0.007135615937649965,0.0007967092283609018,0.10386466752803254,0.058841656028133064,0.03072564349929233,2.0117967952178004,1.9477181170536924,0.6495382924710449
0.31,0.8903174810357544,1.0017921640098146,0.004278982853482541,0.007175636548783693,0.0008021810572740702,0.10682669380223547,0.059471050094394164,0.03059272383166611,2.0120191134706156,1.9469042136754815,0.6709480055580934
0.32,0.8842947799151601,1.0018500291963384,0.004389461330156595,0.007216536490253343,0.0008078617152425024,0.1097497589320685,0.060098742178294105,0.03046030317640054,2.0122263682630868,1.946101211336287,0.6924415433784789
0.33,0.8781302338923626,1.0019078977252518,0.004496934378934007,0.007258443518104815,0.0008137552818267288,0.11263372138946996,0.06072506958258418,0.03032838023047815,2.012418216038477,1.9453068776046456,0.7140102244048925
0.34,0.8718267375513663,1.001965769596748,0.004601357169965561,0.007301465689318718,0.000819867027223105,0.11547843717418813,0.0613503640595605,0.03019695369031442,2.01259432064734,1.944519097350085,0.7356414665963656
0.35000000000000003,0.865387405515199,1.00202364481102,0.004702688275682579,0.00734569291290333,0.0008262059296816193,0.11828376153116353,0.06197495185851413,0.030066022251802774,2.0127543536691763,1.9437358611800422,0.7573176960971124
0.36,0.8588156010793624,1.002081523368261,0.00480089009084613,0.007391210949199413,0.000832772745225091,0.12104955055073731,0.06259915348484463,0.029935584610333382,2.01289799511799,1.9429552607090197,0.7790146669012258
0.37,0.8521149969338637,1.0021394052686639,0.00489592931179032,0.007438094566204303,0.0008395690608924126,0.12377566293196712,0.06322328351427388,0.02980563946082329,2.013024934101245,1.9421754822180521,0.8006991022445811
0.38,0.8452896686456782,1.002197290512422,0.004987777609472776,0.007486390862663656,0.0008466155965427442,0.12646196197036455,0.06384765030648483,0.02967618549774591,2.013134869661714,1.9413948014461417,0.8223250410430523
0.39,0.8383441398297398,1.0022551790997283,0.0050764125429175674,0.0075361794525257205,0.0008538930452970688,0.1291083179354298,0.06447255555959548,0.029547221415159017,2.0132275119093035,1.9406115798136687,0.8438283956950509
0.4,0.8312836262804572,1.002313071030776,0.00516181887509845,0.0075874848201314005,0.0008614304977069241,0.1317146106552414,0.06509829377883727,0.029418745906733417,2.01330258330136,1.939824261285679,0.8651181895487164
0.41000000000000003,0.8241141761791329,1.002370966305758,0.0052439905677531245,0.007640373924659223,0.0008692079304540459,0.1342807332352781,0.06572515136692608,0.02929075766578154,2.0133598206519694,1.9390313710131644,0.8860621111725165
0.42,0.8168431321292136,1.002428864924868,0.005322933814495114,0.007694862919115098,0.000877249178395759,0.1368065964704566,0.06635340545614317,0.02916325538528548,2.0133989776044676,1.9382315153181604,0.9064623174885752
0.43,0.8094796540297261,1.0024867668882986,0.005398671999225547,0.00775099789095257,0.0008855398956551961,0.139292135568329,0.0669833219818689,0.029036237757925406,2.0134198285568976,1.9374233845589015,0.9260131485269141
0.44,0.8020357712991303,1.0025446721962434,0.0054712538615080825,0.007808800316678842,0.0008940797041918057,0.14173731964377692,0.06761515282302974,0.02890970347610762,2.013422174338699,1.9366057595261894,0.9442292311867287
0.45,0.7945279958020149,1.002602580848895,0.005540766982475745,0.007868285292684438,0.0009028595237479321,0.14414216655823078,0.06824913117594894,0.028783651231992613,2.013405851231747,1.9357775241138144,0.9603388446133072
0.46,0.7869796125989093,1.0026604928464473,0.005607357379281261,0.00792945463867308,0.0009118611015636282,0.1465067656617136,0.06888546429247538,0.02865807971752302,2.0133707449351115,1.9349376871824449,0.9732237163981903
0.47000000000000003,0.7794219903706922,1.002718408189093,0.005671244012753406,0.007992289606309879,0.0009210540930875629,0.14883130877476858,0.0695243233822484,0.028532987624451434,2.0133168097078786,1.93408541419389,0.9818004903985518
0.48,0.7718898053518948,1.0027763268770256,0.005732689235473314,0.008056737149989748,0.0009304024896163963,0.15111611597169441,0.07016583486717841,0.028408373644368188,2.013244084404663,1.933220054149273,0.9861855731209002
0.49,0.764409529552962,1.002834248910438,0.005791913958020115,0.008122704337443066,0.0009398779593245757,0.1533616258584258,0.07081008277338612,0.028284236468728977,2.0131526866229166,1.9323411283591287,0.9879711530057365
0.5,0.7569942320661333,1.002892174289524,0.0058490513219072995,0.008190073848573183,0.0009494667154506541,0.15556834742551043,0.07145712360299118,0.028160574788882394,2.0130427830156084,1.9314482767542593,0.9886787197613405
0.51,0.7496483322917099,1.002950103014477,0.005904174128392727,0.008258728160741798,0.0009591642246215593,0.15773681377503132,0.07210700101711971,0.02803738729609741,2.0129145605983747,1.9305412053287099,0.9890318348634892
0.52,0.7423727983022129,1.0030080350854889,0.005957330099849632,0.008328562639116669,0.0009689694305976722,0.1598675588789009,0.07275975339093205,0.027914672681590688,2.0127682121851715,1.9296196583736702,0.9892774562764576
0.53,0.7351674999438877,1.003065970502754,0.006008558530170543,0.008399488302452228,0.0009788823714124266,0.16196110953468087,0.07341541656503735,0.02779242963655382,2.0126039311845623,1.9286834073891923,0.9894890378031479
0.54,0.7280319852467033,1.0031239092664654,0.006057895915061255,0.008471430668554464,0.000988903448276948,0.16401798317128669,0.0740740247227672,0.02767065685218046,2.0124219100127565,1.9277322465699336,0.9896872341814408
0.55,0.7209657082192441,1.003181851376817,0.006105377628291545,0.008544327731421804,0.0009990332259920108,0.16603868743853442,0.07473561067594135,0.027549353019693478,2.0122223396290186,1.926765990474595,0.9898777856837695
0.56,0.7139680897005851,1.003239796834002,0.00615103858362226,0.008618127688790542,0.0010092723748355318,0.16802372307558724,0.07540020615736323,0.027428516823144795,2.012005410444013,1.9257844714277077,0.990062360401311
0.5700000000000001,0.7070385385498636,1.0032977456382157,0.006194913181484393,0.008692787654853427,0.0010196216437166675,0.16997358151212164,0.0760678417171164,0.027308146945953887,2.0117713112985314,1.9247875392470128,0.9902415383273356
0.58,0.7001764718825727,1.0033556977896485,0.006237034562260212,0.008768272776476528,0.0010300818288881417,0.17188873404256144,0.0767385461075395,0.027188242101934875,2.01152022508761,1.9237750626862185,0.9904156228075585
0.59,0.6933812873569146,1.0034136532884947,0.006277436315294986,0.008844553342531095,0.001040653832078618,0.17376965612527598,0.07741234776036446,0.027068800968917124,2.0112523381454297,1.9227469220352877,0.9905848560025096
0.6,0.6866524010194286,1.003471612134944,0.00631615047660055,0.008921605368959563,0.0010513385721265698,0.17561679929286372,0.07808927314484038,0.026949822268846024,2.0109678290516273,1.9217030146495957,0.9907494461082338
0.61,0.6799892014016188,1.0035295743291934,0.00635321004895336,0.008999408404189715,0.0010621370019057966,0.17743062702250634,0.07876934893739519,0.026831304665992553,2.0106668827529104,1.920643246327126,0.9909095494177881
0.62,0.6733910895127604,1.0035875398714365,0.006388646908893136,0.0090779460184491,0.00107305013262036,0.179211585274963,0.0794526002816321,0.02671324685146505,2.0103496788117945,1.919567536996339,0.9910653371236413
0.63,0.6668574668798196,1.0036455087618672,0.0064224924907255645,0.00915720481259951,0.0010840790359080128,0.1809601123215774,0.08013905138335183,0.026595647515564074,2.0100163952314807,1.9184758179034689,0.9912169956109143
0.64,0.6603877514320529,1.0037034810006744,0.006454776986209033,0.009237174213329544,0.001095224760160053,0.1826766278026613,0.08082872492808758,0.026478505381963086,2.009667203880481,1.9173680322726099,0.991364669243108
0.65,0.6539813396002271,1.0037614565880542,0.006485531367211558,0.009317845246378902,0.0011064884226535548,0.18436156101859127,0.0815216436447246,0.02636181912347329,2.0093022819326745,1.916244130390161,0.9915085022289178
0.66,0.6476376323581075,1.003819435524202,0.006514786051526174,0.009399210767899069,0.0011178712025442547,0.1860153326055592,0.08221782936560655,0.02624558741775136,2.008921804304402,1.9151040716551608,0.9916486614672356
0.67,0.6413560448671988,1.0038774178093108,0.006542570409734386,0.009481265428931872,0.0011293742762712503,0.18763834777341476,0.0829173026457908,0.02612980896856525,2.008525940826481,1.9139478249636153,0.9917852764561691
0.68,0.6351359888452288,1.003935403443574,0.006568913670512124,0.009564005204643324,0.0011409987914949718,0.18923100890374678,0.08362008340522577,0.02601448246553946,2.0081148614820963,1.9127753673121974,0.9919184535601805
0.6900000000000001,0.6289768991955168,1.0039933924271789,0.006593843652914479,0.009647427181938862,0.0011527459360403895,0.1907936982609334,0.08432619011339346,0.02589960664287996,2.0076887289321426,1.9115866836375783,0.9920483175252164
0.7000000000000001,0.6228781699226577,1.0040513847603278,0.00661738997002852,0.009731528991275702,0.0011646170078227689,0.19232682226740735,0.08503564203479523,0.025785180136931925,2.0072477170918357,1.9103817634822122,0.9921750049747659
0.71,0.6168392358650808,1.0041093804432109,0.006639579961290822,0.009816309306114773,0.0011766132701760902,0.19383075564645078,0.08574845648435377,0.025671201667886532,2.0067919875105105,1.909160603987323,0.9922986168869938
0.72,0.6108595223909983,1.0041673794760222,0.006660441161112346,0.009901767544708137,0.0011887359780928817,0.1953058753332162,0.08646465039551221,0.025557669925888926,2.0063217038656327,1.907923208757617,0.9924192515611374
0.73,0.6049384686306424,1.0042253818589524,0.006680000231683765,0.009987903611770403,0.0012009864114030748,0.1967525460305242,0.08718423975191719,0.025444583624239014,2.0058370254998366,1.9066695865834749,0.9925370156573775
0.74,0.5990755040467755,1.0042833875921975,0.006698284078134149,0.010074717859596856,0.0012133659078694813,0.19817113551554988,0.08790724024643914,0.025331941445706423,2.005338114077916,1.9053997515764443,0.9926520078298341
0.75,0.5932700681701929,1.004341396675951,0.0067153189137910945,0.01016221106470926,0.0012258758129420268,0.19956200199102822,0.08863366676665001,0.025219742087277706,2.0048251280159257,1.9041137225575182,0.9927643291321964
0.76,0.5875216055542306,1.0043994091104063,0.0067311304991701185,0.010250384386261496,0.001238517465956418,0.20092549738799395,0.08936353351362157,0.02510798424857189,2.004298223908918,1.902811522987049,0.9928740571617469
0.77,0.5818295604109303,1.0044574248957576,0.006745744409022133,0.010339239262304144,0.0012512922574938045,0.20226197110144237,0.09009685418731521,0.024996666619183632,2.0037575581116696,1.9014931807235007,0.9929812590064443
0.78,0.5761933894127542,1.0045154440321977,0.006759185445762672,0.010428777388546428,0.0012642015663684781,0.2035717620159317,0.09083364165862716,0.024885787907965532,2.0032032831772986,1.9001587273635059,0.9930860435432525
0.79,0.5706125678488227,1.0045734665199135,0.006771477360108925,0.01051900062350997,0.0012772467480010893,0.20485519476312003,0.09157390783199816,0.024775346858580183,2.0026355460984804,1.8988081974640862,0.9931884701899689
0.8,0.5650865247736486,1.00463149235911,0.006782645867988603,0.010609911099136619,0.001290429333222519,0.20611262094695607,0.09231766532050416,0.024665342096690083,2.0020545066611586,1.8974416313312181,0.9932886405163545
0.81,0.5596147367121098,1.004689521549976,0.006792714281491035,0.01070151108930715,0.0013037507243090394,0.20734435968069737,0.09306492506584291,0.024555772349115015,2.001460310955232,1.8960590707843357,0.9933866006254297
0.8200000000000001,0.554196681026376,1.004747554092703,0.006801705726655853,0.010793802969840708,0.0013172123566693057,0.20855072775242353,0.09381569758081473,0.024446636335958446,2.0008531046557145,1.8946605604771518,0.9934824217839245
0.8300000000000001,0.548831824020574,1.0048055899874877,0.006809643647662828,0.010886789275338971,0.0013308157358386447,0.20973204661729422,0.09456999314564313,0.024337932740507454,2.000233036299216,1.8932461491584336,0.9935761714041371
0.84,0.5435196461505603,1.0048636292345228,0.006816550690070215,0.01098047260537451,0.0013445623629007044,0.21088862719317114,0.09532782133263056,0.02422966027051543,1.9996002502699453,1.8918158873683348,0.9936679258391568
0.85,0.5382596330896622,1.0049216718340015,0.006822449023810012,0.011074855693843018,0.0013584537500984256,0.21202077449174553,0.09608919098074066,0.02412181763234019,1.9989548891857842,1.8903698292685207,0.9937577269552558
0.86,0.5330512708578805,1.0049797177861175,0.006827360766625848,0.011169941290447124,0.0013724914193184376,0.21312879293129683,0.0968541108235272,0.02401440353062475,1.9982970955361585,1.8889080295997864,0.9938456309202875
0.87,0.5278940514688282,1.0050377670910646,0.006831307555658164,0.011265732224229302,0.001386676923945695,0.21421298097150768,0.09762258891501381,0.02390741667111516,1.9976270099040296,1.887430546126217,0.9939317037167131
0.88,0.5227874721482462,1.0050958197490365,0.006834310613295133,0.011362231384782411,0.00140101183998749,0.21527363202782882,0.09839463273587495,0.02380085576058259,1.9969447712197146,1.8859374389462864,0.994015996850653
0.89,0.5177310314538974,1.0051538757602265,0.006836391058616013,0.01145944167301902,0.0014154977485424298,0.21631103827327225,0.0991702496253437,0.02369471950607161,1.9962505179984995,1.8844287686874792,0.9940985633880367
0.9,0.5127242348653491,1.0052119351248288,0.0068375694652205,0.011557366062723314,0.0014301362599444918,0.21732548526339604,0.09994944616980524,0.023589006616003362,1.9955443865759592,1.8829045989728737,0.9941794516074892
0.91,0.5077665955853661,1.0052699978430368,0.006837865820074623,0.011656007569498705,0.0014449290133343477,0.2183172516203454,0.1007322281653491,0.023483715800487148,1.9948265109112027,1.8813649960446126,0.9942587079923838
0.92,0.5028576225927693,1.0053280639150441,0.006837300430395079,0.011755369187133755,0.0014598776322618044,0.2192866197457681,0.10151860183888455,0.023378845768704755,1.9940970262615847,1.8798100247330145,0.9943363799457384
0.93,0.49799683205056033,1.0053861333410448,0.006835893050905603,0.01185545396083325,0.001474983772200446,0.22023386545761608,0.10230857266916348,0.02327439523136689,1.9933560656567548,1.8782397525236953,0.9944125114044836
0.9400000000000001,0.49318374739472093,1.0054442061212323,0.006833662916886135,0.01195626491765829,0.0014902491315737353,0.22115925874884523,0.10310214547848798,0.02317036290103382,1.9926037599723165,1.8766542482542552,0.9944871459630988
0.9500000000000001,0.4884178975449331,1.0055022822558006,0.00683062879388845,0.012057805208490396,0.0015056754212355607,0.22206306357673028,0.10389932439705123,0.02306674749107076,1.9918402382616545,1.8750535843967993,0.9945603206106235
0.96,0.4836988139578389,1.005560361744943,0.006826809303305377,0.012160077922563219,0.0015212643622156186,0.22294554260981247,0.10470011340856773,0.022963547715794227,1.9910656289137194,1.8734378327236574,0.9946320753795714
0.97,0.47902603089725954,1.0056184445888536,0.0068222228826714726,0.01226308612149114,0.0015370176838367209,0.2238069565864755,0.1055045162757139,0.022860762290383408,1.990280059522103,1.8718070650324092,0.9947024516604437
0.98,0.4743990922988699,1.0056765307877265,0.006816887187346747,0.01236683299447564,0.0015529371629533202,0.22464755660928745,0.10631253566794689,0.022758389931762622,1.9894836545905559,1.870161357914853,0.9947714827472542
0.99,0.4698175397214638,1.005734620341755,0.006810820144455132,0.012471321586661126,0.0015690245642173584,0.2254675977084697,0.10712417469114503,0.022656429357162784,1.9886765395576356,1.8685007843876433,0.9948392069658024
1.0,0.4652809221416505,1.0057927132511328,0.0068040390939030915,0.012576555019510787,0.0015852816833037344,0.22626732779326988,0.10793943564482456,0.022554879285226412,1.987858837526482,1.8668254206953367,0.9949056590248323
1.01,0.4607887929758541,1.0058508095160543,0.006796561053317994,0.012682536420779579,0.0016017103369046772,0.22704699107772267,0.10875832040748397,0.022453738435722532,1.9870306702656422,1.8651353441535965,0.9949708719582386
1.02,0.4563407073769858,1.0059089091367128,0.006788402982874675,0.012789268839158208,0.0016183123702738905,0.22780683163628804,0.10958083083992246,0.02235300552958044,1.98619215916525,1.863430630567349,0.9950348761249818
1.03,0.4519362263009403,1.0059670121133024,0.006779581373200934,0.01289675538496644,0.0016350896364948362,0.22854708780364597,0.11040696814834422,0.022252679288673846,1.985343423771787,1.8617113584666787,0.9950977022728558
1.04,0.4475749143370915,1.006025118446017,0.006770112492707598,0.0130049991349945,0.0016520440220137297,0.22926799566702427,0.11123673328272363,0.022152758436300754,1.9844845826194268,1.8599776061610045,0.9951593810064395
1.05,0.44325634026300126,1.00608322813505,0.006760012332232203,0.013114003151329,0.001669177444013797,0.22996978831807907,0.1120701268516461,0.022053241697167377,1.9836157530314693,1.8582294522965828,0.9952199434838586
1.06,0.438980076624335,1.0061413411805957,0.006749296590407898,0.013223770506590684,0.0016864918244030402,0.23065269538043706,0.11290714906700415,0.021954127796635355,1.9827370511703069,1.856466976838399,0.9952794168660313
1.07,0.4347457002247821,1.0061994575828477,0.006737980696525767,0.013334304260247565,0.0017039891126660355,0.23131694364289562,0.11374779981737927,0.021855415461692753,1.9818485919874278,1.8546902598403412,0.9953378272374375
1.08,0.43055279211043046,1.0062575773420002,0.006726079814485043,0.013445607464007435,0.001721671279095351,0.23196275710555833,0.11459207867287051,0.021757103420998194,1.980950489231689,1.852899381416072,0.9953951975871923
1.09,0.4264009371425148,1.0063157004582468,0.00671360880560663,0.01355768316538218,0.0017395403171259938,0.23259035618313106,0.11543998479467393,0.021659190403757245,1.9800428554682992,1.851094423063488,0.9954515523604724
1.1,0.4222897241703205,1.0063738269317817,0.006700582287324419,0.013670534396762,0.0017575982424307816,0.233199958755565,0.11629151705394516,0.021561675140845334,1.979125802138188,1.84927546621731,0.9955069171655719
1.11,0.4182187456218158,1.0064319567627986,0.006687014674921335,0.013784164162019169,0.001775847095228149,0.2337917806956468,0.11714667409100664,0.021464556364915774,1.978199439695055,1.847442591902408,0.9955613258807027
1.12,0.414187598533126,1.0064900899514917,0.0066729200206477515,0.013898575482348909,0.0017942889344271188,0.23436603360905703,0.11800545406103091,0.021367832809271882,1.9772638771747986,1.845595882773521,0.9956148007970081
1.1300000000000001,0.4101958836153853,1.0065482264980545,0.006658312156989534,0.01401377135552368,0.0018129258437237894,0.23492292682674373,0.11886785485849852,0.02127150320882323,1.9763192225856443,1.8437354213591206,0.9956673643921528
1.1400000000000001,0.40624320485329674,1.0066063664026814,0.006643204748055998,0.014129754741589763,0.0018317599373829014,0.235462668037486,0.11973387418949508,0.021175566300232446,1.97536558307536,1.841861289677035,0.9957190194806886
1.1500000000000001,0.40232917071677965,1.006664509665566,0.006627611123037992,0.014246528609639889,0.0018507933463146468,0.23598546112793,0.12060350932640759,0.021080020821176694,1.97440306442587,1.83997357080896,0.9957697813067536
1.16,0.39845339290055426,1.0067226562869025,0.006611544424725261,0.014364095892398607,0.0018700282334517197,0.23649150808061192,0.12147675732249637,0.02098486551099427,1.9734317715075165,1.8380723475756193,0.9958196860130767
1.17,0.3946154869008097,1.0067808062668848,0.006595017550965274,0.014482459505767483,0.0018894667863740121,0.23698100823831736,0.12235361492917375,0.02089009911043505,1.972451808098417,1.8361577030237957,0.9958687708410859
1.18,0.3908150719725233,1.0068389596057072,0.0065780431693833975,0.014601622363218473,0.0019091112068861645,0.23745415846869414,0.12323407861539874,0.02079572036175144,1.9714632769281109,1.8342297203789053,0.9959170397093712
1.19,0.3870517710515256,1.0068971163035634,0.006560633710959295,0.014721587353829578,0.0019289637259111033,0.23791115310415567,0.12411814455986332,0.020701728008637888,1.9704662796600312,1.8322884830176935,0.9959645131125724
1.2,0.3833252107122682,1.0069552763606473,0.006542801386521563,0.0148423573471105,0.0019490266033590933,0.23835218412116504,0.1250058086736753,0.020608120796356835,1.9694609169373374,1.830334074405702,0.9960112062218279
1.21,0.3796350212253171,1.007013439777153,0.00652455817305491,0.014963935197165637,0.001969302121162435,0.238777440989851,0.12589706658097735,0.020514897471631217,1.9684472883455366,1.8283665781649505,0.9960571321897526
1.22,0.37598083635836427,1.007071606553275,0.006505915839173639,0.015086323731396515,0.001989792593556419,0.2391871109656613,0.12679191365445747,0.020422056782808305,1.967425492485653,1.826386077914407,0.9961023129072916
1.23,0.3723622935565891,1.007129776689207,0.006486885923930109,0.015209525761403527,0.0020105003581530074,0.23958137884381414,0.12769034498579895,0.020329597479728553,1.9663956269130407,1.8243926574119915,0.9961467639920466
1.24,0.36877903366953785,1.0071879501851428,0.006467479766546856,0.015333544074153136,0.002031427781003205,0.23996042730369813,0.12859235542633127,0.02023751831389272,1.9653577882258775,1.8223864003662182,0.9961905014876334
1.25,0.36523070106131245,1.007246127041277,0.006447708493906227,0.015458381436541421,0.002052577254684753,0.24032443675889192,0.12949793956985492,0.020145818038393257,1.9643120720284368,1.8203673905305102,0.9962335414000761
1.26,0.36171694349895006,1.0073043072578032,0.006427583032551254,0.015584040592965176,0.0020739511988617267,0.2406735854971253,0.13040709176891413,0.020054495407978615,1.963258572967156,1.8183357116263819,0.9962758986357303
1.27,0.3582374124961955,1.007362490834916,0.006407114073385969,0.015710524268363512,0.0020955520602549582,0.24100804928148603,0.131319806087335,0.019963549178863994,1.9621973846225869,1.8162914475280212,0.9963175891345013
1.28,0.35479176260625767,1.0074206777728092,0.0063863121461405605,0.015837835159517942,0.0021173823159567583,0.24132800217585368,0.13223607639939663,0.019872978109135193,1.9611285997374044,1.814234681905714,0.9963586263559402
1.29,0.35137965186020403,1.007478868071677,0.0063651875726820776,0.015965975941235524,0.0021394444704866174,0.24163361603072914,0.13315589632786878,0.01978278095849427,1.9600523100735046,1.8121654984430182,0.9963990232798888
1.3,0.3480007420074083,1.0075370617317136,0.006343750441179753,0.016094949270077753,0.0021617410537963315,0.24192506020015184,0.1340792592098181,0.019692956488118307,1.958968606332963,1.8100839809542333,0.996438793427961
1.31,0.3446546975090371,1.007595258753113,0.006322010713789037,0.016224757765906164,0.0021842746329279465,0.24220250270618454,0.13500615823875076,0.019603503461254456,1.9578775784881455,1.8079902129220518,0.996477950467129
1.32,0.3413411864815659,1.0076534591360695,0.006299978125878469,0.016355404030239704,0.002207047799855604,0.24246610915493588,0.1359365863317355,0.01951442064266069,1.9567793154725435,1.8058842779200468,0.9965165071387061
1.33,0.3380598805523833,1.0077116628807772,0.006277662201439435,0.016486890643367405,0.0022300631734367697,0.24271604290189133,0.13687053614971212,0.019425706798691517,1.9556739052280678,1.8037662595488162,0.9965544755284622
