t,SL,TRPNCaL,TRPNCaH,xXBpostr,xXBprer,XBpostr,XBprer,N_NoXB,P_NoXB,P,intf
0.8200000000000001,2.2,0.9603617522645665,0.9870673390616098,0.00700005278424084,3.3013327130857095e-08,5.009678100459765e-05,0.004570642768240351,0.8384873070853296,0.16151269291466225,0.8785356067321289,-0.2976294133632475
0.8300000000000001,2.2,0.9608847781455306,0.9875904103882146,0.007000052770064073,3.300021820250904e-08,5.12708358335638e-05,0.004625469140733986,0.8364585054682786,0.16354149453171327,0.8785508998660069,-0.3012594157923574
0.84,2.2,0.9613792609593121,0.9880856873194265,0.007000052755888076,3.2987118619580666e-08,5.245885318289745e-05,0.0046802798200864335,0.8344352093491946,0.16556479065079735,0.8785660124525465,-0.3048894337799235
0.85,2.2,0.9618467573243217,0.9885546458731973,0.007000052741712853,3.297402836970998e-08,5.366082819488232e-05,0.004735074800263342,0.8324174038100594,0.16758259618993243,0.8785809449922884,-0.30851946750980747
0.86,2.2,0.9622887398675001,0.9889986844422857,0.007000052727538411,3.2960947440555626e-08,5.487675601055366e-05,0.0047898540752639674,0.8304050739719051,0.1695949260280867,0.8785956979847301,-0.3121495171658069
0.87,2.2,0.9627066022147831,0.9894191282581226,0.007000052713364757,3.294787581979678e-08,5.610663176970695e-05,0.004844617639121104,0.828398204994903,0.17160179500508885,0.8786102719282859,-0.3157795829316554
0.88,2.2,0.9631016604351759,0.9898172308691776,0.007000052699191895,3.2934813495133255e-08,5.7350450610906754e-05,0.004899365485900951,0.8263967820778667,0.17360321792212519,0.8786246673203749,-0.3194096649910225
0.89,2.2,0.9634751580474658,0.9901941785992538,0.007000052685019833,3.292176045428536e-08,5.860820767149527e-05,0.004954097609703053,0.8244007904584161,0.17559920954157568,0.8786388846573653,-0.3230397635275139
0.9,2.2,0.9638282725993285,0.9905510963352274,0.007000052670848576,3.2908716684994296e-08,5.987989808760082e-05,0.005008814004660263,0.8224102154133167,0.17758978458667507,0.8786529244344792,-0.3266698787246709
0.91,2.2,0.9641621173058191,0.9908890491293915,0.007000052656678132,3.2895682175021826e-08,6.116551699414655e-05,0.005063514664938625,0.8204250422581951,0.17957495774179663,0.8786667871458349,-0.33030001076597104
0.92,2.2,0.9644777433202025,0.9912090443288588,0.007000052642508504,3.288265691215019e-08,6.246505952485898e-05,0.0051181995847372815,0.8184452563473602,0.18155474365263158,0.8786804732844659,-0.33393015983482766
0.93,2.2,0.9647761433156372,0.9915120348057727,0.0070000526283397,3.2869640884182145e-08,6.377852081227652e-05,0.005172868758288391,0.8164708430738165,0.1835291569261753,0.878693983342297,-0.33756032611459
0.9400000000000001,2.2,0.9650582571381927,0.9917989239463628,0.007000052614171726,3.285663407894083e-08,6.510589598775798e-05,0.0052275221798570816,0.8145017878694982,0.18549821213049347,0.878707317810074,-0.34119050978854326
0.9500000000000001,2.2,0.9653249753931049,0.992070568876164,0.007000052600004587,3.2843636484269636e-08,6.644718018149098e-05,0.0052821598437413735,0.8125380762052969,0.18746192379469478,0.878720477177337,-0.34482071103990836
0.96,2.2,0.9655771381831266,0.9923277795561981,0.007000052585838291,3.283064808803241e-08,6.780236852250055e-05,0.005336781744272045,0.8105796935905836,0.18942030640940813,0.8787334619325051,-0.3484509300518422
0.97,2.2,0.9658155391710607,0.9925713224008776,0.0070000525716728415,3.2817668878113296e-08,6.917145613865757e-05,0.005391387875812565,0.8086266255733171,0.1913733744266746,0.8787462725628327,-0.3520811670074375
0.98,2.2,0.9660409287077242,0.9928019231010902,0.007000052557508245,3.28046988424167e-08,7.055443815668718e-05,0.005445978232759012,0.8066788577400338,0.19332114225995795,0.8787589095543916,-0.3557114220897228
0.99,2.2,0.9662540182915078,0.9930202705832495,0.007000052543344509,3.279173796886731e-08,7.195130970217711e-05,0.005500552809540012,0.8047363757159406,0.1952636242840511,0.8787713733920317,-0.3593416954816624
1.0,2.2,0.9664554792791965,0.993227016038939,0.007000052529181638,3.2778786245409985e-08,7.336206589958618e-05,0.005555111600616613,0.802799165164596,0.1972008348353957,0.8787836645594298,-0.36297198736615655
1.01,2.2,0.9666459458183904,0.9934227755662418,0.0070000525150196394,3.276584366000973e-08,7.478670187225259e-05,0.0056096546004822095,0.800867211787906,0.19913278821208574,0.8787957835390716,-0.36660229792604104
1.02,2.2,0.966826016986517,0.993608132128362,0.007000052500858518,3.275291020065168e-08,7.622521274240228e-05,0.005664181803662461,0.7989405013260648,0.2010594986739269,0.878807730812245,-0.3702326273440876
1.03,2.2,0.9669962611020394,0.9937836393806395,0.007000052486698279,3.2739985855341294e-08,7.767759363115726e-05,0.0057186932047152235,0.7970190195576314,0.20298098044236018,0.8788195068590031,-0.37386297580300365
1.04,2.2,0.967157214784859,0.9939498209693003,0.00700005247253893,3.272707061210408e-08,7.914383965854388e-05,0.005773188798230435,0.7951027522992923,0.2048972477006994,0.8788311121581972,-0.37749334348543234
1.05,2.2,0.967309384745241,0.9941071721774661,0.007000052458380476,3.2714164458985664e-08,8.062394594350108e-05,0.005827668578830035,0.7931916854057935,0.2068083145941981,0.8788425471874722,-0.38112373057395266
1.06,2.2,0.9674532495242264,0.9942561615256027,0.007000052444222922,3.270126738405175e-08,8.211790760388869e-05,0.0058821325411678735,0.7912858047698755,0.2087141952301162,0.8788538124232609,-0.38475413725107915
1.07,2.2,0.9675892627637059,0.9943972336882868,0.007000052430066276,3.268837937538776e-08,8.362571975649566e-05,0.00593658067992964,0.7893850963222693,0.2106149036777224,0.8788649083407656,-0.38838456369926205
1.08,2.2,0.9677178535116543,0.9945308098494992,0.007000052415910542,3.2675500421098896e-08,8.514737751704814e-05,0.005991012989832762,0.7874895460315678,0.21251045396842383,0.8788758354139674,-0.3920150101008874
1.09,2.2,0.9678394267472886,0.9946572882439847,0.0070000524017557264,3.2662630509310324e-08,8.66828760002178e-05,0.0060454294656263185,0.7855991399041081,0.21440086009588363,0.8788865941156322,-0.39564547663827687
1.1,2.2,0.9679543650188926,0.9947770456548595,0.007000052387601835,3.264976962816692e-08,8.82322103196299e-05,0.006099830102090948,0.7837138639839039,0.2162861360160879,0.8788971849173064,-0.3992759634936877
1.11,2.2,0.9680630303500009,0.9948904391548337,0.007000052373448874,3.263691776583354e-08,8.979537558787145e-05,0.006154214894038771,0.7818337043525903,0.2181662956474014,0.8789076082893098,-0.40290647084931275
1.12,2.2,0.9681657656844299,0.9949978074397495,0.007000052359296849,3.262407491049515e-08,9.137236691649939e-05,0.0062085838363133,0.7799586471293515,0.2200413528706402,0.8789178647007325,-0.40653699888728073
1.1300000000000001,2.2,0.9682628945906927,0.9950994706279415,0.007000052345145765,3.2611241050356334e-08,9.296317941604854e-05,0.0062629369237893456,0.7780886784707794,0.22191132152921222,0.8789279546194465,-0.4101675477896557
1.1400000000000001,2.2,0.9683547227034589,0.9951957315872971,0.007000052330995629,3.2598416173641515e-08,9.456780819603976e-05,0.006317274151372928,0.7762237845708054,0.22377621542918621,0.8789378785121018,-0.4137981177384375
1.1500000000000001,2.2,0.968441538937743,0.9952868770578732,0.0070000523168464454,3.25856002685948e-08,9.618624836498792e-05,0.006371595514001194,0.7743639516606198,0.22563604833937187,0.8789476368441252,-0.4174287089155614
1.16,2.2,0.9685236174101542,0.9953731793901016,0.007000052302698222,3.257279332347963e-08,9.781849503040999e-05,0.006425901006642332,0.7725091660086136,0.22749083399137807,0.878957230079714,-0.4210593215028982
1.17,2.2,0.9686012167236654,0.9954548959768494,0.007000052288550962,3.2559995326579214e-08,9.946454329883305e-05,0.006480190624295479,0.7706594139202428,0.22934058607974883,0.8789666586818465,-0.4246899556822547
1.18,2.2,0.9686745811467622,0.995532270338612,0.007000052274404673,3.254720626619628e-08,0.00010112438827580215,0.006534464361990631,0.7688146817379499,0.23118531826204172,0.8789759231122811,-0.4283206116353727
1.19,2.2,0.968743941445394,0.9956055329041547,0.007000052260259361,3.2534426130653114e-08,0.00010279802506588829,0.006588722214788559,0.7669749558410756,0.23302504415891612,0.8789850238315565,-0.4319512895439298
1.2,2.2,0.9688095165502975,0.9956749025281172,0.007000052246115029,3.2521654908291634e-08,0.00010448544877269644,0.006642964177780723,0.7651402226457934,0.2348597773541983,0.8789939612989874,-0.4355819895895391
1.21,2.2,0.9688715131900922,0.995740586209867,0.0070000522319716854,3.250889258747321e-08,0.00010618665449887335,0.00669719024608918,0.7633104686049912,0.23668953139500049,0.8790027359726716,-0.43921271195374917
1.22,2.2,0.9689301265444172,0.9958027797119309,0.007000052217829335,3.249613915657862e-08,0.00010790163734611548,0.006751400414866502,0.76148568020818,0.2385143197918117,0.8790113483094918,-0.44284345681804405
1.23,2.2,0.9689855409031404,0.9958616681822062,0.007000052203687983,3.248339460400807e-08,0.00010963039241517682,0.006805594679295681,0.759665843981404,0.24033415601858768,0.8790197987651164,-0.4464742243638433
1.24,2.2,0.9690379308159153,0.9959174272139846,0.007000052189547635,3.247065891818112e-08,0.00011137291480587671,0.006859773034590051,0.7578509464871629,0.24214905351282887,0.8790280877939982,-0.450105014772502
1.25,2.2,0.9690874617527697,0.9959702234684914,0.007000052175408298,3.245793208753667e-08,0.00011312919961710775,0.006913935475993197,0.756040974324322,0.24395902567566966,0.8790362158493755,-0.45373582822531056
1.26,2.2,0.9691342897186128,0.9960202143627062,0.007000052161269976,3.244521410053295e-08,0.00011489924194684346,0.006968081998778868,0.7542359141279998,0.2457640858719919,0.8790441833832788,-0.4573666649034949
1.27,2.2,0.9691785620721199,0.9960675488310483,0.0070000521471326755,3.243250494564743e-08,0.00011668303689214611,0.007022212598250888,0.7524357525694827,0.247564247430509,0.8790519908465305,-0.4609975249882165
1.28,2.2,0.9692204180377765,0.9961123678119803,0.007000052132996402,3.241980461137685e-08,0.00011848057954917451,0.0070763272697430745,0.7506404763561342,0.24935952364385755,0.879059638688747,-0.46462840866057203
1.29,2.2,0.9692599898062148,0.9961548052578414,0.007000052118861161,3.2407113086237205e-08,0.00012029186501319161,0.007130426008619149,0.7488500722313156,0.25114992776867623,0.8790671273583376,-0.4682593161015937
1.3,2.2,0.9692974021182778,0.9961949877920879,0.007000052104726958,3.239443035876367e-08,0.00012211688837857233,0.007184508810272653,0.7470645269742766,0.2529354730257152,0.8790744573025103,-0.4718902474922491
1.31,2.2,0.9693327727577126,0.9962330351752843,0.007000052090593799,3.238175641751058e-08,0.00012395564473881112,0.007238575670126857,0.7452838274000653,0.25471617259992646,0.8790816289672737,-0.47552120301344125
