t,TRPN,z,Q_1,Q_2,Q_3
0.43,0.06727777152018635,0.01440728004247361,0.0,0.0,0.0
0.44,0.06727078172578264,0.014407043086905404,0.0,0.0,0.0
0.45,0.06726380708346756,0.014406806650152867,0.0,0.0,0.0
0.46,0.06725684755953076,0.01440657073381098,0.0,0.0,0.0
0.47000000000000003,0.06724990312033459,0.014406335339466806,0.0,0.0,0.0
0.48,0.06724297373231417,0.014406100468699501,0.0,0.0,0.0
0.49,0.0672360593619773,0.0144058661230803,0.0,0.0,0.0
0.5,0.06722915997590453,0.014405632304172519,0.0,0.0,0.0
0.51,0.06722227554074914,0.014405399013531566,0.0,0.0,0.0
0.52,0.06721540602323713,0.014405166252704929,0.0,0.0,0.0
0.53,0.06720855139243982,0.014404934022968689,0.0,0.0,0.0
0.54,0.06720171162870547,0.014404702324291852,0.0,0.0,0.0
0.55,0.0671948867019168,0.014404471157856934,0.0,0.0,0.0
0.56,0.06718807657988728,0.014404240525086369,0.0,0.0,0.0
0.5700000000000001,0.06718128123043035,0.01440401042740259,0.0,0.0,0.0
0.58,0.0671745006213595,0.014403780866228032,0.0,0.0,0.0
0.59,0.06716773472048819,0.014403551842985127,0.0,0.0,0.0
0.6,0.06716098349562989,0.014403323359096307,0.0,0.0,0.0
0.61,0.06715424691459808,0.014403095415984007,0.0,0.0,0.0
0.62,0.06714752494520619,0.014402868015070661,0.0,0.0,0.0
0.63,0.06714081755526773,0.014402641157778702,0.0,0.0,0.0
0.64,0.06713412471259614,0.014402414845530563,0.0,0.0,0.0
0.65,0.06712744638500488,0.014402189079748677,0.0,0.0,0.0
0.66,0.06712078254030744,0.014401963861855478,0.0,0.0,0.0
0.67,0.06711413314631727,0.014401739193273401,0.0,0.0,0.0
0.68,0.06710749817084785,0.014401515075424877,0.0,0.0,0.0
0.6900000000000001,0.06710087758171263,0.01440129150973234,0.0,0.0,0.0
0.7000000000000001,0.06709427134672509,0.014401068497618222,0.0,0.0,0.0
0.71,0.0670876794336987,0.01440084604050496,0.0,0.0,0.0
0.72,0.06708110181044691,0.014400624139814987,0.0,0.0,0.0
0.73,0.0670745384447832,0.014400402796970732,0.0,0.0,0.0
0.74,0.06706798930452103,0.014400182013394634,0.0,0.0,0.0
0.75,0.06706145435747386,0.014399961790509121,0.0,0.0,0.0
0.76,0.06705493357145519,0.014399742129736631,0.0,0.0,0.0
0.77,0.06704842691427844,0.014399523032499596,0.0,0.0,0.0
0.78,0.06704193435375712,0.014399304500220448,0.0,0.0,0.0
0.79,0.06703545585770465,0.014399086534321622,0.0,0.0,0.0
0.8,0.06702899139393455,0.014398869136225552,0.0,0.0,0.0
0.81,0.06702254093026024,0.014398652307354669,0.0,0.0,0.0
0.8200000000000001,0.06701610443449521,0.014398436049131408,0.0,0.0,0.0
0.8300000000000001,0.06700968187445293,0.014398220362978203,0.0,0.0,0.0
0.84,0.06700327321794686,0.014398005250317486,0.0,0.0,0.0
0.85,0.06699687843279047,0.014397790712571691,0.0,0.0,0.0
0.86,0.06699049748679721,0.014397576751163252,0.0,0.0,0.0
0.87,0.06698413034778056,0.0143973633675146,0.0,0.0,0.0
0.88,0.06697777698355399,0.014397150563048172,0.0,0.0,0.0
0.89,0.06697143736193097,0.0143969383391864,0.0,0.0,0.0
0.9,0.0669651114536489,0.014396726696701974,0.0,0.0,0.0
0.91,0.06695879925058743,0.014396515634403527,0.0,0.0,0.0
0.92,0.06695250072863422,0.01439630515307037,0.0,0.0,0.0
0.93,0.06694621587492097,0.014396095253158898,0.0,0.0,0.0
0.9400000000000001,0.06693994460588516,0.014395885937811154,0.0,0.0,0.0
0.9500000000000001,0.06693368695174182,0.01439567720588854,0.0,0.0,0.0
0.96,0.06692744286980334,0.014395469058977798,0.0,0.0,0.0
0.97,0.06692121232181902,0.014395261498505053,0.0,0.0,0.0
0.98,0.06691499569113553,0.014395054544225835,0.0,0.0,0.0
0.99,0.06690879811334849,0.01439484842353833,0.0,0.0,0.0
1.0,0.06690261525501316,0.014394642632838281,0.0,0.0,0.0
1.01,0.06690063871270668,0.014394437228804256,0.0,0.0,0.0
1.02,0.0668986663303439,0.014394232016906691,0.0,0.0,0.0
1.03,0.06689669809930264,0.014394026996990716,0.0,0.0,0.0
1.04,0.0668947340108491,0.014393822168895046,0.0,0.0,0.0
1.05,0.06689277405626289,0.01439361753245802,0.0,0.0,0.0
1.06,0.06689081822684283,0.014393413087517432,0.0,0.0,0.0
1.07,0.06688886651390712,0.014393208833910527,0.0,0.0,0.0
1.08,0.06688691890879289,0.014393004771474038,0.0,0.0,0.0
1.09,0.0668849754028549,0.014392800900044272,0.0,0.0,0.0
1.1,0.06688303598746796,0.01439259721945694,0.0,0.0,0.0
1.11,0.06688110065402618,0.014392393729547218,0.0,0.0,0.0
1.12,0.06687916939394284,0.014392190430149743,0.0,0.0,0.0
1.1300000000000001,0.06687724219864918,0.014391987321098674,0.0,0.0,0.0
1.1400000000000001,0.06687531905958703,0.014391784402227992,0.0,0.0,0.0
1.1500000000000001,0.06687339996821957,0.014391581673371047,0.0,0.0,0.0
1.16,0.06687148491602923,0.014391379134360663,0.0,0.0,0.0
1.17,0.06686957389451657,0.014391176785029169,0.0,0.0,0.0
1.18,0.06686766689520013,0.014390974625208419,0.0,0.0,0.0
1.19,0.06686576390961504,0.014390772654729926,0.0,0.0,0.0
1.2,0.0668638649293147,0.014390570873424697,0.0,0.0,0.0
1.21,0.06686196994587076,0.014390369281123241,0.0,0.0,0.0
1.22,0.06686007895087277,0.014390167877655595,0.0,0.0,0.0
1.23,0.06685819193592912,0.01438996666285124,0.0,0.0,0.0
1.24,0.0668563088926613,0.014389765636539641,0.0,0.0,0.0
1.25,0.06685442981271299,0.014389564798549394,0.0,0.0,0.0
1.26,0.06685255468774386,0.014389364148708799,0.0,0.0,0.0
1.27,0.06685068350943145,0.014389163686845697,0.0,0.0,0.0
1.28,0.06684881626947105,0.014388963412787472,0.0,0.0,0.0
1.29,0.0668469529595562,0.014388763326362825,0.0,0.0,0.0
1.3,0.06684509357139963,0.01438856342739987,0.0,0.0,0.0
1.31,0.06684323809674719,0.014388363715724875,0.0,0.0,0.0
1.32,0.06684138652736235,0.014388164191163661,0.0,0.0,0.0
1.33,0.06683953885502605,0.014387964853541628,0.0,0.0,0.0
1.34,0.06683769507153677,0.014387765702683736,0.0,0.0,0.0
1.35,0.0668358551687104,0.014387566738414523,0.0,0.0,0.0
1.36,0.0668340191383803,0.014387367960558105,0.0,0.0,0.0
1.37,0.06683218697239712,0.014387169368938177,0.0,0.0,0.0
1.3800000000000001,0.06683035866262892,0.014386970963378019,0.0,0.0,0.0
1.3900000000000001,0.06682853420096102,0.014386772743700496,0.0,0.0,0.0
1.4000000000000001,0.06682671357929602,0.014386574709728074,0.0,0.0,0.0
1.41,0.06682489678955371,0.014386376861282807,0.0,0.0,0.0
1.42,0.06682308382367108,0.014386179198186346,0.0,0.0,0.0
1.43,0.06682127467360227,0.014385981720259951,0.0,0.0,0.0
1.44,0.0668194693313185,0.014385784427324489,0.0,0.0,0.0
1.45,0.06681766778880809,0.014385587319200428,0.0,0.0,0.0
1.46,0.06681587003807633,0.01438539039570786,0.0,0.0,0.0
1.47,0.06681407607114558,0.014385193656666486,0.0,0.0,0.0
1.48,0.06681228588005504,0.014384997101895636,0.0,0.0,0.0
1.49,0.06681049945686093,0.014384800731214255,0.0,0.0,0.0
1.5,0.06680871679363629,0.014384604544440925,0.0,0.0,0.0
1.51,0.06680693788247095,0.014384408541393855,0.0,0.0,0.0
1.52,0.06680516271547166,0.014384212721890888,0.0,0.0,0.0
1.53,0.06680339128476177,0.01438401708574951,0.0,0.0,0.0
1.54,0.06680162358248147,0.01438382163278685,0.0,0.0,0.0
1.55,0.06679985960078758,0.01438362636281968,0.0,0.0,0.0
1.56,0.06679809933185356,0.014383431275664422,0.0,0.0,0.0
1.57,0.06679634276786946,0.014383236371137153,0.0,0.0,0.0
1.58,0.06679458990104192,0.014383041649053609,0.0,0.0,0.0
1.59,0.06679284072359411,0.014382847109229182,0.0,0.0,0.0
1.6,0.06679109522776563,0.014382652751478934,0.0,0.0,0.0
1.61,0.0667893534058126,0.014382458575617589,0.0,0.0,0.0
1.62,0.06678761525000751,0.01438226458145955,0.0,0.0,0.0
1.6300000000000001,0.0667858807526392,0.014382070768818886,0.0,0.0,0.0
1.6400000000000001,0.06678414990601289,0.014381877137509356,0.0,0.0,0.0
1.6500000000000001,0.06678242270245005,0.014381683687344392,0.0,0.0,0.0
1.6600000000000001,0.06678069913428843,0.014381490418137117,0.0,0.0,0.0
1.67,0.06677897919388198,0.014381297329700345,0.0,0.0,0.0
1.68,0.06677726287360085,0.014381104421846579,0.0,0.0,0.0
1.69,0.0667755501658313,0.014380911694388022,0.0,0.0,0.0
1.7,0.06677384106297568,0.014380719147136577,0.0,0.0,0.0
1.71,0.06677213555745246,0.014380526779903854,0.0,0.0,0.0
1.72,0.06677043364169608,0.014380334592501166,0.0,0.0,0.0
1.73,0.06676873530815697,0.01438014258473954,0.0,0.0,0.0
1.74,0.0667670405493015,0.014379950756429722,0.0,0.0,0.0
1.75,0.066765349357612,0.01437975910738217,0.0,0.0,0.0
1.76,0.06676366172558659,0.01437956763740707,0.0,0.0,0.0
1.77,0.06676197764573927,0.01437937634631433,0.0,0.0,0.0
1.78,0.06676029711059982,0.014379185233913594,0.0,0.0,0.0
1.79,0.06675862011271376,0.014378994300014231,0.0,0.0,0.0
1.8,0.06675694664463405,0.014378803544425584,0.0,0.0,0.0
1.81,0.06675527669890093,0.014378612966957515,0.0,0.0,0.0
1.82,0.0667536102680996,0.014378422567418822,0.0,0.0,0.0
1.83,0.06675194734483464,0.01437823234561795,0.0,0.0,0.0
1.84,0.06675028792172609,0.014378042301363095,0.0,0.0,0.0
1.85,0.0667486319914094,0.01437785243446221,0.0,0.0,0.0
1.86,0.06674697954653538,0.01437766274472301,0.0,0.0,0.0
1.87,0.06674533057977017,0.014377473231952983,0.0,0.0,0.0
1.8800000000000001,0.06674368508379519,0.014377283895959376,0.0,0.0,0.0
1.8900000000000001,0.06674204305130714,0.014377094736549214,0.0,0.0,0.0
1.9000000000000001,0.06674040447501789,0.014376905753529299,0.0,0.0,0.0
1.9100000000000001,0.06673876934765452,0.014376716946706213,0.0,0.0,0.0
1.92,0.06673713766195918,0.01437652831588632,0.0,0.0,0.0
1.93,0.06673550941068919,0.014376339860875775,0.0,0.0,0.0
1.94,0.06673388458661685,0.01437615158148052,0.0,0.0,0.0
1.95,0.06673226318252949,0.014375963477506297,0.0,0.0,0.0
1.96,0.06673064519122943,0.01437577554875864,0.0,0.0,0.0
1.97,0.06672903060553388,0.014375587795042893,0.0,0.0,0.0
1.98,0.066727419418275,0.0143754002161642,0.0,0.0,0.0
1.99,0.06672581162229971,0.014375212811927517,0.0,0.0,0.0
2.0,0.06672420721046983,0.014375025582137614,0.0,0.0,0.0
2.0100000000000002,0.06672260617566189,0.014374838526599076,0.0,0.0,0.0
2.02,0.06672100851076718,0.014374651645116312,0.0,0.0,0.0
2.0300000000000002,0.06671941420869164,0.01437446493749355,0.0,0.0,0.0
2.04,0.06671782326235592,0.01437427840353485,0.0,0.0,0.0
2.05,0.06671623566469523,0.014374092043044103,0.0,0.0,0.0
2.06,0.06671465140865937,0.014373905855825035,0.0,0.0,0.0
2.07,0.06671307048721264,0.014373719841681211,0.0,0.0,0.0
2.08,0.06671149289333389,0.014373534000416037,0.0,0.0,0.0
2.09,0.06670991862001636,0.014373348331832769,0.0,0.0,0.0
2.1,0.06670834766026772,0.014373162835734511,0.0,0.0,0.0
2.11,0.06670678000711001,0.014372977511924219,0.0,0.0,0.0
2.12,0.06670521565357962,0.014372792360204709,0.0,0.0,0.0
2.13,0.06670365459272717,0.014372607380378655,0.0,0.0,0.0
2.14,0.0667020968176176,0.014372422572248598,0.0,0.0,0.0
2.15,0.06670054232133002,0.01437223793561695,0.0,0.0,0.0
2.16,0.0666989910969577,0.01437205347028599,0.0,0.0,0.0
2.17,0.06669744313760807,0.014371869176057872,0.0,0.0,0.0
2.18,0.06669589843640264,0.014371685052734635,0.0,0.0,0.0
2.19,0.06669435698647695,0.014371501100118197,0.0,0.0,0.0
2.2,0.06669281878098056,0.014371317318010363,0.0,0.0,0.0
2.21,0.06669128381307701,0.014371133706212829,0.0,0.0,0.0
2.22,0.06668975207594377,0.014370950264527185,0.0,0.0,0.0
2.23,0.06668822356277217,0.01437076699275492,0.0,0.0,0.0
2.24,0.06668669826676742,0.01437058389069742,0.0,0.0,0.0
2.25,0.06668517618114853,0.014370400958155982,0.0,0.0,0.0
2.2600000000000002,0.06668365729914827,0.014370218194931806,0.0,0.0,0.0
2.27,0.06668214161401315,0.014370035600826007,0.0,0.0,0.0
2.2800000000000002,0.06668062911900337,0.01436985317563962,0.0,0.0,0.0
2.29,0.06667911980739277,0.014369670919173589,0.0,0.0,0.0
2.3000000000000003,0.06667761367246881,0.014369488831228794,0.0,0.0,0.0
2.31,0.06667611070753447,0.014369306911605786,0.0,0.0,0.0
2.32,0.06667461090603956,0.014369125160088059,0.0,0.0,0.0
2.33,0.0666731142614058,0.014368943576464349,0.0,0.0,0.0
2.34,0.0666716207669907,0.014368762160533219,0.0,0.0,0.0
2.35,0.06667013041616561,0.014368580912093113,0.0,0.0,0.0
2.36,0.06666864320231584,0.01436839983094236,0.0,0.0,0.0
2.37,0.06666715911884047,0.014368218916879167,0.0,0.0,0.0
2.38,0.06666567815915243,0.01436803816970163,0.0,0.0,0.0
2.39,0.0666642003166784,0.014367857589207738,0.0,0.0,0.0
2.4,0.06666272558485878,0.01436767717519537,0.0,0.0,0.0
2.41,0.06666125395714771,0.014367496927462298,0.0,0.0,0.0
2.42,0.06665978542701298,0.0143673168458062,0.0,0.0,0.0
2.43,0.06665831998793602,0.014367136930024647,0.0,0.0,0.0
2.44,0.06665685763341185,0.01436695717991512,0.0,0.0,0.0
2.45,0.06665539835694909,0.014366777595275007,0.0,0.0,0.0
2.46,0.06665394215206986,0.014366598175901602,0.0,0.0,0.0
2.47,0.0666524890123098,0.014366418921592116,0.0,0.0,0.0
2.48,0.06665103893121802,0.014366239832143671,0.0,0.0,0.0
2.49,0.06664959190235703,0.014366060907353312,0.0,0.0,0.0
2.5,0.0666481479193028,0.014365882147018005,0.0,0.0,0.0
2.5100000000000002,0.06664670697564462,0.014365703550934639,0.0,0.0,0.0
2.52,0.06664526906498512,0.014365525118900031,0.0,0.0,0.0
2.5300000000000002,0.06664383418094025,0.014365346850710925,0.0,0.0,0.0
2.54,0.0666424023171392,0.014365168746164003,0.0,0.0,0.0
2.5500000000000003,0.06664097346722439,0.01436499080505588,0.0,0.0,0.0
2.56,0.06663954762485146,0.01436481302718311,0.0,0.0,0.0
2.57,0.0666381247836892,0.014364635412342189,0.0,0.0,0.0
2.58,0.06663670493741954,0.014364457960329556,0.0,0.0,0.0
2.59,0.0666352880797375,0.0143642806709416,0.0,0.0,0.0
2.6,0.06663387420435113,0.014364103543974657,0.0,0.0,0.0
2.61,0.06663246330498157,0.014363926579225018,0.0,0.0,0.0
2.62,0.06663105537536293,0.01436374977648893,0.0,0.0,0.0
2.63,0.06662965040924225,0.0143635731355626,0.0,0.0,0.0
2.64,0.06662824840037955,0.014363396656242193,0.0,0.0,0.0
2.65,0.0666268493425477,0.014363220338323842,0.0,0.0,0.0
2.66,0.06662545322953245,0.014363044181603644,0.0,0.0,0.0
2.67,0.06662406005513238,0.01436286818587767,0.0,0.0,0.0
2.68,0.06662266981315887,0.014362692350941963,0.0,0.0,0.0
2.69,0.06662128249743603,0.01436251667659254,0.0,0.0,0.0
2.7,0.0666198981018007,0.014362341162625396,0.0,0.0,0.0
2.71,0.06661851662010246,0.014362165808836517,0.0,0.0,0.0
2.72,0.06661713804620348,0.01436199061502186,0.0,0.0,0.0
2.73,0.0666157623739786,0.014361815580977379,0.0,0.0,0.0
2.74,0.06661438959731522,0.014361640706499016,0.0,0.0,0.0
2.75,0.06661301971011334,0.014361465991382705,0.0,0.0,0.0
2.7600000000000002,0.06661165270628543,0.014361291435424377,0.0,0.0,0.0
2.77,0.06661028857975648,0.014361117038419963,0.0,0.0,0.0
2.7800000000000002,0.06660892732446394,0.014360942800165392,0.0,0.0,0.0
2.79,0.06660756893435767,0.014360768720456605,0.0,0.0,0.0
2.8000000000000003,0.0666062134033999,0.014360594799089542,0.0,0.0,0.0
2.81,0.06660486072556525,0.01436042103586016,0.0,0.0,0.0
2.82,0.06660351089484065,0.014360247430564426,0.0,0.0,0.0
2.83,0.06660216390525815,0.014360073982993281,0.0,0.0,0.0
2.84,0.06660081975093614,0.014359900692926326,0.0,0.0,0.0
2.85,0.06659947842591578,0.014359727560156898,0.0,0.0,0.0
2.86,0.06659813992424363,0.014359554584479411,0.0,0.0,0.0
2.87,0.0665968042399787,0.014359381765688252,0.0,0.0,0.0
2.88,0.06659547136719249,0.014359209103577788,0.0,0.0,0.0
2.89,0.06659414129996889,0.014359036597942373,0.0,0.0,0.0
2.9,0.0665928140324042,0.014358864248576337,0.0,0.0,0.0
2.91,0.06659148955860707,0.014358692055274002,0.0,0.0,0.0
2.92,0.06659016787269846,0.014358520017829673,0.0,0.0,0.0
2.93,0.06658884896881169,0.014358348136037655,0.0,0.0,0.0
2.94,0.06658753284109231,0.014358176409692235,0.0,0.0,0.0
2.95,0.06658621948369811,0.014358004838587705,0.0,0.0,0.0
2.96,0.06658490889079913,0.014357833422518347,0.0,0.0,0.0
2.97,0.06658360105657754,0.014357662161278447,0.0,0.0,0.0
2.98,0.06658229597522772,0.014357491054662292,0.0,0.0,0.0
2.99,0.06658099364095614,0.01435732010246417,0.0,0.0,0.0
3.0,0.06657969404798136,0.014357149304478381,0.0,0.0,0.0
3.0100000000000002,0.06657839719053406,0.014356978660499233,0.0,0.0,0.0
3.02,0.06657710306285687,0.014356808170321037,0.0,0.0,0.0
3.0300000000000002,0.06657581165920451,0.014356637833738127,0.0,0.0,0.0
3.04,0.06657452297384361,0.014356467650544848,0.0,0.0,0.0
3.0500000000000003,0.06657323700105279,0.014356297620535564,0.0,0.0,0.0
3.06,0.06657195373512256,0.014356127743504655,0.0,0.0,0.0
3.0700000000000003,0.06657067317035535,0.014355958019246527,0.0,0.0,0.0
3.08,0.06656939530106541,0.01435578844755561,0.0,0.0,0.0
3.09,0.06656812012157884,0.01435561902822636,0.0,0.0,0.0
3.1,0.06656684762623355,0.014355449761053261,0.0,0.0,0.0
3.11,0.06656557780937918,0.01435528064583083,0.0,0.0,0.0
3.12,0.06656431066537716,0.014355111682353613,0.0,0.0,0.0
3.13,0.06656304618860058,0.014354942870416198,0.0,0.0,0.0
3.14,0.06656178437343425,0.014354774209813206,0.0,0.0,0.0
3.15,0.06656052521427461,0.014354605700339298,0.0,0.0,0.0
3.16,0.06655926870552974,0.014354437341789183,0.0,0.0,0.0
3.17,0.06655801484161927,0.014354269133957607,0.0,0.0,0.0
3.18,0.06655676361697443,0.014354101076639364,0.0,0.0,0.0
3.19,0.066555515026038,0.014353933169629303,0.0,0.0,0.0
3.2,0.0665542690632642,0.014353765412722317,0.0,0.0,0.0
3.21,0.06655302572311876,0.01435359780571336,0.0,0.0,0.0
3.22,0.06655178500007887,0.014353430348397431,0.0,0.0,0.0
3.23,0.0665505468886331,0.014353263040569598,0.0,0.0,0.0
3.24,0.06654931138328142,0.014353095882024982,0.0,0.0,0.0
3.25,0.06654807847853515,0.014352928872558771,0.0,0.0,0.0
3.2600000000000002,0.06654684816891696,0.014352762011966214,0.0,0.0,0.0
3.27,0.06654562044896076,0.014352595300042627,0.0,0.0,0.0
3.2800000000000002,0.06654439531321178,0.0143524287365834,0.0,0.0,0.0
3.29,0.06654317275622645,0.014352262321383988,0.0,0.0,0.0
3.3000000000000003,0.06654195277257245,0.014352096054239923,0.0,0.0,0.0
3.31,0.06654073535682857,0.014351929934946816,0.0,0.0,0.0
3.3200000000000003,0.0665395205035848,0.014351763963300346,0.0,0.0,0.0
3.33,0.06653830820744225,0.014351598139096283,0.0,0.0,0.0
3.34,0.06653709846301564,0.014351432462130055,0.0,0.0,0.0
3.35,0.06653589126499913,0.014351266932185998,0.0,0.0,0.0
3.36,0.06653468660806452,0.01435110154905399,0.0,0.0,0.0
3.37,0.06653348448686476,0.014350936312528886,0.0,0.0,0.0
3.38,0.06653228489606398,0.014350771222405597,0.0,0.0,0.0
3.39,0.06653108783033751,0.014350606278479082,0.0,0.0,0.0
3.4,0.06652989328437181,0.014350441480544363,0.0,0.0,0.0
3.41,0.06652870125286449,0.014350276828396513,0.0,0.0,0.0
3.42,0.06652751173052424,0.014350112321830673,0.0,0.0,0.0
3.43,0.06652632471207084,0.014349947960642036,0.0,0.0,0.0
3.44,0.06652514019223514,0.014349783744625868,0.0,0.0,0.0
3.45,0.06652395816575894,0.01434961967357749,0.0,0.0,0.0
3.46,0.06652277862739511,0.014349455747292298,0.0,0.0,0.0
3.47,0.06652160157190744,0.01434929196556575,0.0,0.0,0.0
3.48,0.06652042699407068,0.01434912832819338,0.0,0.0,0.0
3.49,0.06651925488867048,0.014348964834970791,0.0,0.0,0.0
3.5,0.06651808525050341,0.014348801485693657,0.0,0.0,0.0
3.5100000000000002,0.06651691807437686,0.014348638280157732,0.0,0.0,0.0
3.52,0.06651575335510908,0.014348475218158846,0.0,0.0,0.0
3.5300000000000002,0.0665145910875291,0.014348312299492905,0.0,0.0,0.0
3.54,0.06651343126647677,0.0143481495239559,0.0,0.0,0.0
3.5500000000000003,0.06651227388680268,0.014347986891343902,0.0,0.0,0.0
3.56,0.06651111894336813,0.014347824401453066,0.0,0.0,0.0
3.5700000000000003,0.06650996643104513,0.014347662054079632,0.0,0.0,0.0
3.58,0.06650881634471639,0.014347499849019932,0.0,0.0,0.0
3.59,0.06650766867927523,0.014347337786070382,0.0,0.0,0.0
3.6,0.0665065234296256,0.014347175865027493,0.0,0.0,0.0
3.61,0.06650538059068206,0.014347014085687868,0.0,0.0,0.0
3.62,0.06650424015736975,0.014346852447848203,0.0,0.0,0.0
3.63,0.06650310212462429,0.014346690951305292,0.0,0.0,0.0
3.64,0.06650196648739189,0.014346529595856026,0.0,0.0,0.0
3.65,0.06650083324062919,0.0143463683812974,0.0,0.0,0.0
3.66,0.06649970237930335,0.014346207307426504,0.0,0.0,0.0
3.67,0.06649857389839188,0.014346046374040536,0.0,0.0,0.0
3.68,0.06649744779288279,0.0143458855809368,0.0,0.0,0.0
3.69,0.0664963240577744,0.014345724927912702,0.0,0.0,0.0
3.7,0.06649520268807543,0.01434556441476576,0.0,0.0,0.0
3.71,0.06649408367880492,0.014345404041293605,0.0,0.0,0.0
3.72,0.0664929670249922,0.014345243807293974,0.0,0.0,0.0
3.73,0.06649185272167686,0.014345083712564722,0.0,0.0,0.0
3.74,0.06649074076390878,0.01434492375690382,0.0,0.0,0.0
3.75,0.06648963114674802,0.014344763940109353,0.0,0.0,0.0
3.7600000000000002,0.06648852386526488,0.01434460426197953,0.0,0.0,0.0
3.77,0.06648741891453978,0.014344444722312678,0.0,0.0,0.0
3.7800000000000002,0.06648631628966332,0.014344285320907245,0.0,0.0,0.0
3.79,0.06648521598573619,0.014344126057561808,0.0,0.0,0.0
3.8000000000000003,0.06648411799786919,0.014343966932075068,0.0,0.0,0.0
3.81,0.06648302232118315,0.01434380794424585,0.0,0.0,0.0
3.8200000000000003,0.06648192895080897,0.014343649093873114,0.0,0.0,0.0
3.83,0.06648083788188755,0.014343490380755951,0.0,0.0,0.0
3.84,0.06647974910956975,0.014343331804693582,0.0,0.0,0.0
3.85,0.06647866262901642,0.014343173365485367,0.0,0.0,0.0
3.86,0.06647757843542693,0.014343015062926585,0.0,0.0,0.0
3.87,0.06647649652405126,0.014342856896806668,0.0,0.0,0.0
3.88,0.06647541689008954,0.014342698866923976,0.0,0.0,0.0
3.89,0.06647433952874944,0.014342540973077356,0.0,0.0,0.0
3.9,0.06647326443524866,0.01434238321506576,0.0,0.0,0.0
3.91,0.06647219160481493,0.014342225592688254,0.0,0.0,0.0
3.92,0.06647112103268601,0.01434206810574402,0.0,0.0,0.0
3.93,0.06647005271410958,0.014341910754032353,0.0,0.0,0.0
3.94,0.06646898664434331,0.014341753537352663,0.0,0.0,0.0
3.95,0.06646792281865477,0.014341596455504476,0.0,0.0,0.0
3.96,0.06646686123232146,0.014341439508287444,0.0,0.0,0.0
3.97,0.06646580188063073,0.014341282695501332,0.0,0.0,0.0
3.98,0.0664647447588798,0.014341126016946029,0.0,0.0,0.0
3.99,0.06646368986237573,0.014340969472421548,0.0,0.0,0.0
4.0,0.06646263718643537,0.014340813061728025,0.0,0.0,0.0
4.01,0.06646158672638537,0.01434065678466572,0.0,0.0,0.0
