t,M,AM,Mp,AMp
1.26,0.5987616280751596,0.01693770860462657,0.3041303123637225,0.08017035095649154
1.27,0.5969972360165895,0.017244921167154034,0.3047592142247507,0.08099862859150601
1.28,0.5952456520123489,0.01755454601735122,0.3053736800895291,0.081826121880771
1.29,0.5935067345805527,0.017866565667735375,0.30597390821474907,0.08265279153696306
1.3,0.5917803439978608,0.01818096253384121,0.30656009426898656,0.08347859919931173
1.31,0.5900663422186243,0.018497718967382892,0.30713243145540553,0.08430350735858759
1.32,0.5883645929283329,0.01881681722489539,0.3076911104296349,0.0851274794171372
1.33,0.5866749615209671,0.019138239472976878,0.3082363193337037,0.08595047967235266
1.34,0.5849973150606719,0.019461967801095128,0.30876824385389334,0.08677247328434
1.35,0.583331522261035,0.019787984225960377,0.309287067251741,0.08759342626126389
1.36,0.5816774534647199,0.02011627069575619,0.30979297039450704,0.08841330544501717
1.37,0.5800349806234508,0.02044680909422836,0.3102861317851059,0.08923207849721523
1.3800000000000001,0.5784039772783534,0.020779581244631803,0.3107667275915,0.0900497138855152
1.3900000000000001,0.5767843185406475,0.02111456891353548,0.31123493167555716,0.09086618087026016
1.4000000000000001,0.5751758810670147,0.021451753817421516,0.3116909156300562,0.09168144948550797
1.41,0.573578542941458,0.021791117677655365,0.31213484895864857,0.09249549042223836
1.42,0.5719921837922725,0.02213264215397629,0.3125668988963886,0.09330827515736295
1.43,0.5704166847684612,0.02247630885067638,0.31298723044514615,0.09411977593571653
1.44,0.5688519284895142,0.02282209933658881,0.31339600644974835,0.09492996572414894
1.45,0.5672977990275531,0.02316999514838747,0.31379338762464254,0.09573881819941722
1.46,0.5657541818898074,0.023519977793756523,0.3141795325800579,0.09654630773637844
1.47,0.5642209640014214,0.023872028754429998,0.31455459784766576,0.09735240939648307
1.48,0.5626980336885906,0.02422612948910137,0.31491873790573927,0.09815709891656905
1.49,0.5611852806620297,0.024582261436203134,0.31527210520381094,0.09896035269795657
1.5,0.5596825960007706,0.024940406016556352,0.3156148501868301,0.09976214779584325
1.51,0.5581898721362916,0.025300544635890237,0.31594712131881825,0.10056246190900021
1.52,0.5567070028369762,0.02566265868723169,0.31626906510602376,0.10136127336976866
1.53,0.5552338831854595,0.02602672955698311,0.3165808261309522,0.10215856112660546
1.54,0.5537704093288923,0.0263927387475218,0.3168825474334753,0.10295430449011084
1.55,0.5523164787463261,0.026760667734581054,0.3171743701015712,0.103748483417522
1.56,0.5508719902697821,0.027130497951018857,0.3174564332385399,0.10454107854065942
1.57,0.5494368439753298,0.027502210837305446,0.3177288741289036,0.10533207105846139
1.58,0.5480109411679144,0.02787578784396085,0.31799182826102157,0.10612144272710348
1.59,0.5465941843664601,0.028251210433891196,0.3182454293492888,0.10690917585036021
1.6,0.5451864772892481,0.02862846008462362,0.3184898093559196,0.10769525327020903
1.61,0.5437877248395682,0.029007518290439925,0.3187250985123152,0.10847965835767695
1.62,0.5423978330916466,0.029388366564408904,0.3189514253400155,0.10926237500392931
1.6300000000000001,0.5410167092768462,0.029770986440317344,0.31916891667123565,0.11004338761160104
1.6400000000000001,0.5396442617701441,0.03015535947449973,0.31937769766898616,0.11082268108637029
1.6500000000000001,0.538280400076881,0.030541467247566626,0.31957789184677815,0.11160024082877441
1.6600000000000001,0.5369250348175261,0.03092929136711783,0.3197696210913619,0.11237605272399452
1.67,0.53557807755282,0.03131881354712841,0.3199530059289044,0.11315010297114746
1.68,0.5342394409374274,0.03171001552963028,0.32012816529016347,0.11392237824277922
1.69,0.5329090387736176,0.03210287905442514,0.3202952164281279,0.11469286574382968
1.7,0.5315867859173182,0.03249738589971344,0.32045427506081103,0.11546155312215765
1.71,0.5302725982653392,0.03289351788377855,0.32060545539025165,0.11622842846063093
1.72,0.5289663927428315,0.03329125686658928,0.32074887012116177,0.11699348026941778
1.73,0.527668087290979,0.033690584751320654,0.32088463047922083,0.11775669747847979
1.74,0.5263776008549247,0.03409148348579294,0.32101284622901655,0.11851806943026613
1.75,0.5250948533719302,0.034493935063828966,0.321133625691632,0.1192775858726092
1.76,0.5238197657597696,0.03489792152652969,0.32124707576187944,0.12003523695182156
1.77,0.5225522599053574,0.035303424963468076,0.3213533019251806,0.12079101320599438
1.78,0.5212922586536087,0.035710427513801185,0.3214524082740932,0.12154490555849724
1.79,0.520039685796107,0.03611891136750185,0.3215444975251382,0.12229690531125327
1.8,0.5187944659250149,0.03652885882986931,0.32162967124099745,0.12304700400411872
1.81,0.5175565245320964,0.03694025227101834,0.32170802967916234,0.12379519351772328
1.82,0.5163257880992977,0.037353074079358645,0.32177967165345034,0.12454146616789356
1.83,0.515102184001123,0.03776730670344176,0.32184469468235194,0.12528581461308372
1.84,0.5138856404938265,0.03818293265308556,0.321903195005069,0.12602823184801934
1.85,0.5126760867048036,0.038599934500434585,0.3219552675972564,0.12676871119750585
1.86,0.5114734526221763,0.039018294880956116,0.32200100618646704,0.127507246310401
1.87,0.510277669084576,0.039437996494372046,0.3220405032673004,0.12824383115375196
1.8800000000000001,0.5090886677711235,0.03985902210552655,0.32207385011625383,0.12897846000709648
1.8900000000000001,0.507906381191604,0.0402813545451895,0.3221011368062783,0.12971112745692856
1.9000000000000001,0.5067307426768402,0.04070497671079572,0.3221224522210362,0.13044182839132823
1.9100000000000001,0.5055616863692607,0.04112987156711994,0.3221378840688638,0.13117055799475594
1.92,0.5043991472136659,0.04155602214688761,0.32214751889643595,0.13189731174301095
1.93,0.5032430608478188,0.04198341159730748,0.3221514422549878,0.13262208529988626
1.94,0.5020933636454352,0.04241202315680683,0.32214973863445395,0.13334487456330435
1.95,0.5009499928307579,0.04284184009899526,0.3221424912885946,0.13406567578165252
1.96,0.49981288638423915,0.04327284577236056,0.3221297823782436,0.13478448546515712
1.97,0.4986819830333677,0.043705023600980254,0.3221116929848921,0.1355013003807603
1.98,0.49755722224367405,0.04413835708517771,0.3220883031240059,0.13621611754714277
1.99,0.4964385442098999,0.044572829802128434,0.32205969175809285,0.13692893422987915
2.0,0.4953258898473328,0.0450084254064168,0.3220259368095235,0.13763974793672729
2.0100000000000002,0.4942192007833051,0.045445127630542974,0.32198711517310213,0.13834855641305013
2.02,0.49311841934885875,0.04588292028538017,0.3219433027283902,0.13905535763737123
2.0300000000000002,0.4920234885705736,0.046321787260582385,0.321894574351781,0.1397601498170634
2.04,0.49093435216256176,0.0467617125249421,0.3218410039283263,0.1404629313841702
2.05,0.4898509545186257,0.04720268012669869,0.32178266436331465,0.14116370099136136
2.06,0.4887732406374964,0.04764467422186316,0.32171962769549517,0.14186245744514564
2.07,0.4877011561248154,0.04808767907045501,0.32165196509373956,0.1425591997109904
2.08,0.48663464730970696,0.04853167898481806,0.32157974667965755,0.14325392702581777
2.09,0.48557366116303485,0.048976658360923644,0.32150304165143123,0.14394663882461056
2.1,0.48451814528913645,0.04942260167895274,0.32142191829604716,0.144637334735864
2.11,0.48346804791823245,0.04986949350361466,0.3213364440005055,0.14532601457764774
2.12,0.4824233178989761,0.05031731848442691,0.32124668526281885,0.14601267835377854
2.13,0.4813839046911421,0.050766061355955426,0.3211527077028009,0.1466973262501019
2.14,0.4803497583584557,0.051215706938015915,0.3210545760726443,0.14737995863088438
2.15,0.47932082956156147,0.051666240135835595,0.3209523542672884,0.1480605760353149
2.16,0.4782970695511316,0.052117645940176066,0.32084610533457614,0.1487391791741165
2.17,0.4772784301611151,0.0525699094274166,0.32073589148520115,0.1494157689262675
2.18,0.4762648638021252,0.05302301575959847,0.32062177410244397,0.1500903463358327
2.19,0.47525632341864166,0.05347695019957654,0.32050381380686804,0.15076291257491403
2.2,0.47425276240483105,0.05393169814344436,0.32038207058386386,0.15143346886786108
2.21,0.47325413483298784,0.054387245022627824,0.3202566034364113,0.15210201670797335
2.22,0.4722603952971997,0.05484357636643433,0.32012747062221186,0.1527685577141544
2.23,0.47127149892913967,0.055300677792850784,0.3199947296294098,0.15343309364860003
2.24,0.47028740139155384,0.055758535008660744,0.319858437186189,0.15409562641359675
2.25,0.46930805887188304,0.05621713380952476,0.3197186492701691,0.15475615804842344
2.2600000000000002,0.4683334280760157,0.05667646008002529,0.3195754211176039,0.15541469072635544
2.27,0.4673634662221709,0.057136499793676084,0.3194288072323845,0.15607122675176888
2.2800000000000002,0.46639813103490907,0.057597239012897636,0.31927886139484946,0.15672576855734416
2.29,0.46543738073927,0.0580586638889586,0.31912563667040544,0.1573783187013663
2.3000000000000003,0.4644811740550346,0.05852076066188454,0.31896918541795966,0.1580288798651215
2.31,0.46352947019111074,0.0589835156603342,0.318809559298168,0.1586774548503874
2.32,0.4625822288053067,0.05944691531491961,0.31864680933414813,0.15932404654562593
2.33,0.4616394099686957,0.059910946169760615,0.31848098596523633,0.1599686578963077
2.34,0.4607009742814139,0.06037559483530425,0.318312138871204,0.16061129201207813
2.35,0.4597668828079398,0.06084084801119464,0.31814031707010426,0.16125195211076165
2.36,0.4588370970684985,0.06130669248738416,0.3179655689310464,0.16189064151307123
2.37,0.4579115790334932,0.06177311514408603,0.31778794218238404,0.162527363640037
2.38,0.4569902911180126,0.062240102951713165,0.3176074839197894,0.16316212201048516
2.39,0.45607319617641123,0.0627076429708047,0.317424240614218,0.1637949202385664
2.4,0.4551602574969615,0.06317572235194072,0.31723825811976825,0.16442576203132986
2.41,0.4542514387965725,0.06364432833564695,0.31704958168143926,0.1650546511863416
2.42,0.4533467042155757,0.0641134482522896,0.3168582559427906,0.1656815915893444
2.43,0.4524460183125728,0.06458306952196215,0.31666432495350855,0.16630658721195682
2.44,0.4515493460593448,0.06505317965436469,0.3164678321768818,0.16692964210940903
2.45,0.4506566528358182,0.065523766248677,0.3162688204971918,0.16755076041831332
2.46,0.44976790442508746,0.06599481699342634,0.31606733222702005,0.16816994635446647
2.47,0.44888306699538455,0.06646631967070227,0.3158634091342677,0.16878720419964585
2.48,0.44800210707680627,0.06693826216212542,0.31565709247709384,0.1694025382839748
2.49,0.4471249916128085,0.06741063243000625,0.31544842292594655,0.17001595303123904
2.5,0.44625168792974484,0.06788341852572824,0.3152374406093599,0.17062745293516743
2.5100000000000002,0.4453821637298747,0.06835660859035307,0.3150241851243094,0.1712370425554632
2.52,0.44451638708637553,0.06883019085457454,0.3148086955435441,0.17184472651550617
2.5300000000000002,0.44365432643837627,0.06930415363868005,0.3145910104228863,0.17245050950005772
2.54,0.44279595058601073,0.0697784853525202,0.3143711678085041,0.1730543962529653
2.5500000000000003,0.441941228685486,0.07025317449548805,0.3141492052441619,0.17365639157486434
2.56,0.4410901302441649,0.07072820965650911,0.31392515977845215,0.17425650032087425
2.57,0.44024262511565776,0.07120357951404307,0.3136990679720132,0.1748547273982863
2.58,0.4393986834949225,0.07167927283609882,0.3134709659047382,0.17545107776424076
2.59,0.4385582759133682,0.07215527848026335,0.31324088918297893,0.17604555642338987
2.6,0.43772137323396015,0.07263158539374638,0.3130088729467486,0.17663816842554517
2.61,0.43688794664632397,0.07310818261344129,0.31277495187693,0.1772289188633051
2.62,0.4360579676963614,0.07358505925114155,0.3125391601500209,0.17781781290247647
2.63,0.4352314083523184,0.07406220446307754,0.31230153133747307,0.17840485584713134
2.64,0.43440824081812307,0.07453960752828918,0.3120620986892058,0.1789900529643823
2.65,0.43358843760480326,0.07501725781589028,0.3118208950248156,0.1795734095544912
2.66,0.4327719715350953,0.07549514478111495,0.3115779527263428,0.18015493095744733
2.67,0.4319588157393737,0.07597325796511603,0.3113333037442327,0.18073462255127792
2.68,0.43114894365160783,0.07645158699476759,0.3110869796032581,0.18131248975036685
2.69,0.43034232900534236,0.07693012158247176,0.3108390114084063,0.1818885380037799
2.7,0.42953894582970076,0.07740885152597103,0.3105894298507333,0.18246277279359527
2.71,0.4287387684454101,0.07788776670816618,0.3103382652131869,0.18303519963323714
2.72,0.4279417714608445,0.07836685709694101,0.31008554737640315,0.1836058240658117
2.73,0.4271479297680864,0.078846112744994,0.309831305824477,0.18417465166244293
2.74,0.4263572185390034,0.07932552378967818,0.3095755696507111,0.1847416880206077
2.75,0.4255696132213391,0.07980508045284913,0.30931836756334447,0.18530693876246765
2.7600000000000002,0.4247850895348162,0.08028477304072257,0.30905972789126473,0.18587040953319686
2.77,0.4240036234857533,0.08076459193594462,0.30879967856159535,0.1864321060167071
2.7800000000000002,0.423225191416304,0.08124452757508865,0.3085382470246879,0.18699203398391986
2.79,0.42244976988148736,0.08172457049872707,0.30827546044073,0.18755019917905594
2.8000000000000003,0.4216773356909306,0.08220471133211507,0.308011345616129,0.1881066073608258
2.81,0.42090786591305956,0.08268494078171014,0.30774592899694425,0.18866126430828645
2.82,0.4201413378718139,0.08316524963485616,0.30747923667367877,0.18921417581965155
2.83,0.41937772914339233,0.08364562875946795,0.3072112943860249,0.18976534771111522
2.84,0.41861701755302844,0.08412606910371688,0.3069421275275663,0.19031478581568884
2.85,0.41785918117179505,0.08460656169571817,0.3066717611504371,0.19086249598205013
2.86,0.4171041983134365,0.0850870976432196,0.30640021996994093,0.1914084840734034
2.87,0.41635204753122784,0.08556766813329274,0.30612752836912943,0.1919527559663504
2.88,0.4156027076148602,0.08604826443202616,0.3058537104033437,0.19249531754977037
2.89,0.41485615758734995,0.08652887788422199,0.3055787898047191,0.19303617472370935
2.9,0.41411237670197343,0.08700949991309512,0.30530278998665517,0.19357533339827668
2.91,0.41337134443922274,0.08749012201997632,0.30502573404825223,0.19411279949254917
2.92,0.4126330405100408,0.08797073578140685,0.3047476447692143,0.19464857893933846
2.93,0.41189744487728486,0.08845133283863595,0.30446854457706707,0.19518267770701248
2.94,0.41116453770343686,0.08893190491792224,0.30418845562639435,0.19571510175224696
2.95,0.410434299364549,0.08941244382319521,0.3039073997774763,0.1962458570347799
2.96,0.40970671045152157,0.0898929414340181,0.30362539859417065,0.1967749495202901
2.97,0.4089817517674119,0.09037338970522028,0.30334247334782144,0.1973023851795468
2.98,0.40825940432477315,0.0908537806665297,0.30305864502112534,0.19782816998757222
2.99,0.4075396493430196,0.09133410642220666,0.3027739343119573,0.19835230992281683
3.0,0.40682246824582047,0.09181435915067804,0.30248836163715603,0.19887481096634585
3.0100000000000002,0.40610784265851907,0.09229453110417321,0.3022019471362704,0.19939567910103767
3.02,0.4053957544055788,0.09277461460836092,0.3019147106752683,0.19991492031079236
3.0300000000000002,0.40468618550805324,0.09325460206198824,0.3016266718502081,0.2004325405797508
3.04,0.4039791181810817,0.09373448593652094,0.301337849990875,0.2009485458915228
3.0500000000000003,0.4032745348314071,0.09421425877578633,0.30104826416438196,0.20146294222842495
3.06,0.4025724180549187,0.09469391319561807,0.3007579331787376,0.20197573557072596
3.0700000000000003,0.4018727506374981,0.0951734418817967,0.3004668755813608,0.20248693189934475
3.08,0.40117551556992287,0.09565283758069536,0.3001751096361035,0.20299653721327868
3.09,0.4004806960136044,0.09613209311550307,0.2998826533754541,0.20350455749543878
3.1,0.39978827530771865,0.0966112013809394,0.2995895245894491,0.20401099872189324
3.11,0.3990982369702719,0.09709015534113584,0.29929574082385785,0.20451586686473477
3.12,0.39841056469592095,0.09756894802921848,0.29900131938333374,0.20501916789152722
3.13,0.3977252423538192,0.09804757254688992,0.29870627733452587,0.20552090776476536
3.14,0.3970422539854892,0.09852602206401112,0.2984106315091521,0.20602109244134792
3.15,0.3963615838027205,0.09900428981818238,0.29811439850703497,0.20651972787206246
3.16,0.39568321618549246,0.09948236911432455,0.29781759469910024,0.2070168200010831
3.17,0.39500713567992163,0.09996025332425974,0.2975202362303396,0.20751237476547943
3.18,0.39433332699623325,0.10043793588629231,0.2972223390227374,0.2080063980947374
3.19,0.3936617750067563,0.10091541030478961,0.29692391877816376,0.20849889591029072
3.2,0.3929924647439414,0.1013926701497632,0.2966249909812322,0.20898987412506356
3.21,0.39232538139840145,0.10186970905645022,0.29632557090212547,0.2094793386430232
3.22,0.39166051031693727,0.1023465207252231,0.2960256735994756,0.2099672953583644
3.23,0.3909978370003589,0.10282309892350894,0.2957253139237483,0.21045375015238427
3.24,0.39033734710203644,0.10329943748141088,0.29542450651891633,0.21093870889763677
3.25,0.3896790264259161,0.1037755302922688,0.29512326582541987,0.21142217745639558
3.2600000000000002,0.3890228609246064,0.10425137131277432,0.2948216060829783,0.21190416167964132
3.27,0.38836883669754124,0.10472695456257568,0.2945195413332371,0.21238466740664633
3.2800000000000002,0.3877169399891621,0.10520227412388546,0.2942170854223866,0.21286370046456615
3.29,0.38706715718711915,0.10567732414108987,0.2939142520037544,0.21334126666803702
3.3000000000000003,0.38641947482048916,0.10615209882036103,0.2936110545403706,0.21381737181877958
3.31,0.38577387955801234,0.10662659242927137,0.293307506307509,0.21429202170520764
3.3200000000000003,0.38513035820634495,0.10710079929641103,0.2930036203952018,0.21476522210204263
3.33,0.3844888977083291,0.10757471381100768,0.29269940971073155,0.21523697876993203
3.34,0.38384948514127837,0.10804833042254977,0.2923948869810994,0.2157072974550728
3.35,0.3832121077152785,0.10852164364041245,0.29209006475547095,0.21617618388883844
3.36,0.382576752771504,0.10899464803348681,0.2917849554076001,0.2166436437874095
3.37,0.38194340777097213,0.10946733823144236,0.2914795711525352,0.21710968284505067
3.38,0.3813120603520039,0.10993970890918278,0.29117392396018316,0.2175743067786305
3.39,0.38068269823131734,0.11041175481121834,0.29086802570378284,0.21803752125368178
3.4,0.38005530926501097,0.11088347073764156,0.2905618880684226,0.21849933192892523
3.41,0.37942988143295475,0.11135485154580584,0.29025552257423054,0.21895974444700922
3.42,0.37880640283730954,0.11182589214992605,0.28994894057849646,0.21941876443426822
