t,dPsi,H_x,NADH_x,Pi_x,QH2,Cred,O2,ADP_mx,ATP_mx,ATP_x,Mg_x,ADP_x,ATP_i,ATP_mi,ADP_i,ADP_mi,AMP_i,Pi_i,K_x
0.1,164.6297295333294,7.265912196408765e-08,0.0012654738917398094,8.847467686104744e-05,0.0010069820267907862,0.00026531587458452656,2.6e-05,0.004002244905825011,0.0007307446767252531,0.000798458183959776,0.00026701041744972754,0.009201541816040236,0.0,0.0,0.0,0.0,0.0,0.00012473099014087454,0.13728159998315154
0.11,164.85668737608876,7.275999165677519e-08,0.0012753783844757002,8.764529739463858e-05,0.000999722377490724,0.00026267967882144316,2.6e-05,0.003994468985880992,0.000738972641439863,0.000807497487821687,0.0002665583726791357,0.009192502512178327,0.0,0.0,0.0,0.0,0.0,0.00012472359605114546,0.1372826578369084
0.12,165.03831356371168,7.282578875719195e-08,0.00128496957856263,8.713246340915462e-05,0.0009928733094557356,0.0002604582591025148,2.6e-05,0.0039868293258074694,0.0007470564545209234,0.0008163970220573745,0.0002661142196715975,0.009183602977942639,0.0,0.0,0.0,0.0,0.0,0.00012471899429556681,0.1372891999436242
0.13,165.19075978388392,7.28691198794971e-08,0.00129424176767116,8.681825558456287e-05,0.0009864216195287264,0.0002585397448338541,2.6e-05,0.003979276351235607,0.0007550485875401673,0.0008252076576624849,0.00026567506122421666,0.009174792342337531,0.0,0.0,0.0,0.0,0.0,0.0001247161517950337,0.13729912482924653
0.14,165.32412634517232,7.289813657003071e-08,0.0013032003186005776,8.663101033468269e-05,0.0009803479742252947,0.00025685012063423175,2.6e-05,0.0039717815616791205,0.0007629792068804304,0.0008339585592348,0.0002652392314404401,0.009166041440765216,0.0,0.0,0.0,0.0,0.0,0.00012471443518572,0.13731109516508092
0.15,165.44473563654165,7.291808949514736e-08,0.0013118566772275493,8.652680265656581e-05,0.000974630173388954,0.0002553393841481365,2.6e-05,0.003964328805655696,0.0007708654083292768,0.0008426661362491799,0.0002648057860150185,0.009157333863750837,0.0,0.0,0.0,0.0,0.0,0.0001247134535977612,0.1373242628914739
0.16,165.5565163722164,7.293232571287816e-08,0.001320225442816837,8.647874619255823e-05,0.0009692450637605556,0.00025397313051085966,2.6e-05,0.0039569093628164425,0.0007787164222127638,0.0008513391225327747,0.0002643742149707857,0.00914866087746724,0.0,0.0,0.0,0.0,0.0,0.00012471296656781284,0.13733809687163556
0.17,165.66193130897508,7.294297707891962e-08,0.001328322492354168,8.647015622551965e-05,0.0009641697475835249,0.0002527269328182263,2.6e-05,0.003949518848594817,0.0007865368895860761,0.0008599817707215969,0.00026394426181910037,0.009140018229278419,0.0,0.0,0.0,0.0,0.0,0.00012471282434721432,0.13735226558965963
0.18,165.76252692609287,7.29513924287203e-08,0.0013361639245167793,8.64905837326939e-05,0.0009593822304943655,0.0002515829331652158,2.6e-05,0.003942155443265883,0.0007943287366303202,0.0008685956932477495,0.00026351582010378894,0.009131404306752267,0.0,0.0,0.0,0.0,0.0,0.0001247129329950914,0.13736656470730912
0.19,165.85928352307727,7.295842173191646e-08,0.0013437654425633055,8.653335381863454e-05,0.0009548617646032799,0.00025052763449442635,2.6e-05,0.003934818810685345,0.0008020923190873227,0.000877180993584137,0.00026308887022732393,0.009122819006415879,0.0,0.0,0.0,0.0,0.0,0.0001247132325335754,0.13738086990295587
0.2,165.95284093341013,7.296459723989494e-08,0.0013511420199230487,8.659411963141035e-05,0.000950588998290482,0.0002495504991393956,2.6e-05,0.003927509440289763,0.0008098271187892684,0.0008857369072667937,0.0002626634409209603,0.00911426309273322,0.0,0.0,0.0,0.0,0.0,0.00012471368411119826,0.13739510705543728
0.21,166.04361870377528,7.297025056016204e-08,0.0013583076993856995,8.666992310595732e-05,0.0009465460589304298,0.00024864305964060826,2.6e-05,0.0039202282613174134,0.0008175321519000801,0.0008942622539036257,0.0002622395867824976,0.009105737746096389,0.0,0.0,0.0,0.0,0.0,0.00012471426144383373,0.13740923328450128
0.22,166.1319083016546,7.297558843106105e-08,0.0013652756296209146,8.675865871217721e-05,0.0009427163947794061,0.00024779828720161,2.6e-05,0.003912976412686932,0.0008252062125582577,0.0009027556443969984,0.00026181737475480094,0.009097244355603017,0.0,0.0,0.0,0.0,0.0,0.0001247149460382257,0.13742322476869218
0.23,166.2179197925301,7.29807382747042e-08,0.0013720580069895994,8.685875469826695e-05,0.0009390847791293092,0.0002470102359456361,2.6e-05,0.0039057551045898983,0.0008328480193698745,0.0009112156311784158,0.00026139687604021796,0.009088784368821597,0.0,0.0,0.0,0.0,0.0,0.00012471572427307596,0.13743706946493336
0.24,166.30180946589235,7.298577471577968e-08,0.0013786660871015902,8.69689954372844e-05,0.0009356372563219559,0.0002462738214448078,2.6e-05,0.0038985655441534255,0.0008404562941003814,0.0009196407847143575,0.00026097816174618376,0.009080359215285655,0.0,0.0,0.0,0.0,0.0,0.00012471658577725011,0.13745076291702105
0.25,166.38370275450205,7.299074256392362e-08,0.0013851102600456766,8.70883757983679e-05,0.0009323610112708812,0.0002455845931160361,2.6e-05,0.0038914088842493034,0.0008480298158715091,0.0009280297451168305,0.0002605612998791783,0.009071970254883183,0.0,0.0,0.0,0.0,0.0,0.0001247175220910017,0.13746430470160606
0.26,166.46370669722802,7.299566962095001e-08,0.0013914001359821735,8.72160224028315e-05,0.0009292442392297278,0.0002449385966942633,2.6e-05,0.0038842862014462857,0.0008555674445052526,0.0009363812441580105,0.0002601463540484524,0.009063618755842003,0.0,0.0,0.0,0.0,0.0,0.0001247185259391578,0.1374776964928106
0.27,166.5419136186149,7.300057083159104e-08,0.0013975445778477268,8.735117084077166e-05,0.00092627609594868,0.0002443323223342357,2.6e-05,0.003877198488840764,0.0008630681281199194,0.0009446941122866232,0.00025973338303930747,0.00905530588771339,0.0,0.0,0.0,0.0,0.0,0.00012471959101806679,0.13749094144917876
0.28,166.61840634184833,7.300545394618924e-08,0.0014035517647818956,8.749313316257539e-05,0.000923446607093991,0.0002437626225488233,2.6e-05,0.003870146650125739,0.0008705309094156413,0.0009529672837501676,0.0002593224404586107,0.009047032716249846,0.0,0.0,0.0,0.0,0.0,0.00012472071169290444,0.1375040433867797
0.29,166.69326102186963,7.301032269549242e-08,0.0014094292527211877,8.76412796231403e-05,0.0009207465851979121,0.0002432266566098707,2.6e-05,0.0038631315001579317,0.0008779549250805973,0.0009611997953326274,0.0002589135747614616,0.009038800204667387,0.0,0.0,0.0,0.0,0.0,0.00012472188282811132,0.13751700633740832
0.3,166.76654863467638,7.301517846041284e-08,0.0014151840256296463,8.779502906399086e-05,0.0009181675608138898,0.00024272185261236973,2.6e-05,0.0038561537678823243,0.0008853394027006096,0.0009693907826163461,0.0002585068294170568,0.009030609217383667,0.0,0.0,0.0,0.0,0.0,0.0001247230996977248,0.13752983433250868
0.31,166.83833561030517,7.302002106046625e-08,0.00142082253939691,8.79538441774565e-05,0.0009157017248659309,0.00024224587787349678,2.6e-05,0.0038492141006340177,0.0008926836562123604,0.0009775394748999533,0.0002581022431536125,0.009022460525100058,0.0,0.0,0.0,0.0,0.0,0.00012472435794169567,0.13754253131794145
0.32,166.90868458462592,7.302484958668296e-08,0.001426350769435594,8.811722612328817e-05,0.0009133418663235277,0.00024179660787584814,2.6e-05,0.0038423130690086577,0.0008999870807522812,0.000985645189467382,0.00025769985023905176,0.009014354810532631,0.0,0.0,0.0,0.0,0.0,0.00012472565351670658,0.13755510106313454
0.33,166.97765484309215,7.302966284568314e-08,0.0014317742528529884,8.828471086374472e-05,0.000911081317547869,0.0002413721022795259,2.6e-05,0.003835451171960658,0.0009072491472642695,0.0009937073257289383,0.00025729968077506306,0.009006292674271076,0.0,0.0,0.0,0.0,0.0,0.00012472698266343028,0.13756754712459085
0.34,167.04530258394607,7.303445956423804e-08,0.0014370981259047841,8.84558666048654e-05,0.0009089139062618256,0.00024097058563351612,2.6e-05,0.0038286288419243347,0.0009144693970838088,0.001001725359360655,0.0002569017609918474,0.008998274640639358,0.0,0.0,0.0,0.0,0.0,0.0001247283418842968,0.13757987284161985
0.35000000000000003,167.11168119463952,7.303923850623678e-08,0.0014423271758542485,8.863029047207681e-05,0.000906833889485388,0.00024059042278064486,2.6e-05,0.0038218464523318767,0.0009216474339843966,0.001009698833750623,0.00025650611368371716,0.008990301166249388,0.0,0.0,0.0,0.0,0.0,0.00012472972791588977,0.13759208135412238
0.36,167.17684105258283,7.304399838480263e-08,0.0014474658040211194,8.880761088820614e-05,0.0009048360006794966,0.000240230136239656,2.6e-05,0.0038151043123130406,0.0009287829297850715,0.0010176273660269049,0.0002561127579018781,0.008982372633973107,0.0,0.0,0.0,0.0,0.0,0.00012473113774874185,0.13760417559051477
0.37,167.24083019019466,7.304873811700503e-08,0.001452518159966189,8.898747948483979e-05,0.0009029152800599115,0.00023988833916339445,2.6e-05,0.0038084026872156644,0.0009358756026475538,0.0010255106236187034,0.00025572171013677186,0.008974489376381308,0.0,0.0,0.0,0.0,0.0,0.0001247325685603133,0.137616158320553
0.38,167.30369370700708,7.305345658450283e-08,0.0014574880208025503,8.91695782831663e-05,0.0009010672273248251,0.00023956379653816364,2.6e-05,0.0038017417802681127,0.0009429252364687051,0.0010333483452221552,0.00025533298326317264,0.008966651654777858,0.0,0.0,0.0,0.0,0.0,0.00012473401777454094,0.1376280321088133
0.39,167.36547476006285,7.305815294951947e-08,0.0014623789865311656,8.935360772848017e-05,0.0008992875555403338,0.00023925532953693245,2.6e-05,0.0037951217633071066,0.0009499316483782662,0.0010411403057445194,0.0002549465883146175,0.008958859694255493,0.0,0.0,0.0,0.0,0.0,0.00012473548296297065,0.13763979939753668
0.4,167.4262138925066,7.306282639457492e-08,0.0014671943451799554,8.953929465517789e-05,0.0008975723612098309,0.0002389618832870902,2.6e-05,0.003788542755651274,0.0009568947110850993,0.001048886340408196,0.00025456253326361724,0.008951113659591817,0.0,0.0,0.0,0.0,0.0,0.00012473696191093986,0.13765146245438506
0.41000000000000003,167.48594977301633,7.30674762817684e-08,0.0014719372130422923,8.972638330996884e-05,0.0008959179482574886,0.000238682461134989,2.6e-05,0.0037820048467756425,0.0009638143288899819,0.0010565863189194568,0.000254180824334366,0.008943413681080556,0.0,0.0,0.0,0.0,0.0,0.00012473845254385606,0.13766302343943518
0.42,167.54471895322914,7.307210202633486e-08,0.0014766104787058004,8.991463845568655e-05,0.000894320898905385,0.00023841615242499678,2.6e-05,0.0037755080877556178,0.0009706904467411056,0.0010642401552562507,0.0002538014655032671,0.008935759844743763,0.0,0.0,0.0,0.0,0.0,0.00012473995295312888,0.13767448438502874
0.43,167.60255602644872,7.307670315105445e-08,0.0014812168368520669,9.010384334529677e-05,0.00089277803106401,0.00023816211648021102,2.6e-05,0.0037690524965872047,0.0009775230446033734,0.0010718478015903361,0.0002534244588094121,0.008928152198409676,0.0,0.0,0.0,0.0,0.0,0.00012474146137942662,0.13768584721034877
0.44,167.6594941090953,7.308127919337835e-08,0.0014857588513838421,9.029379437081283e-05,0.0008912863215963445,0.0002379195555928975,2.6e-05,0.003762638070293505,0.000984312124650944,0.0010794092344752549,0.0002530498050555413,0.008920590765524757,0.0,0.0,0.0,0.0,0.0,0.00012474297617007707,0.13769711376776425
0.45,167.71556406286214,7.308582982327351e-08,0.001490238847540171,9.04843098594228e-05,0.0008898430382025993,0.0002376877614249629,2.6e-05,0.003756264764792905,0.0009910577325650699,0.00108692447780405,0.0002526775026420154,0.008913075522195961,0.0,0.0,0.0,0.0,0.0,0.00012474449584935055,0.13770828576741245
0.46,167.77079525655068,7.309035475503317e-08,0.0014946590205463645,9.067522046798804e-05,0.0008884456062550483,0.00023746607188331148,2.6e-05,0.003749932514617634,0.000997759936665395,0.001094393580305573,0.00025230754871696125,0.008905606419694439,0.0,0.0,0.0,0.0,0.0,0.00012474601904111478,0.1377193648483951
0.47000000000000003,167.82521563176957,7.309485375373669e-08,0.0014990214462489598,9.086636782295946e-05,0.000887091595631523,0.00023725386878123696,2.6e-05,0.003743641234583002,0.0010044188261387936,0.0011018166136268325,0.0002519399392781946,0.008898183386373179,0.0,0.0,0.0,0.0,0.0,0.00012474754445760016,0.13773035258325736
0.48,167.87885176400786,7.309932659839794e-08,0.0015033280931322495,9.105760544727504e-05,0.0008857787052885884,0.0002370505672436149,2.6e-05,0.003737390822105802,0.0010110345086055115,0.0011091936698013824,0.0002515746692886772,0.00889080633019863,0.0,0.0,0.0,0.0,0.0,0.0001247490709076599,0.13774125049359906
0.49,167.93172922262897,7.310377313718802e-08,0.0015075807337747928,9.124880776707284e-05,0.0008845048760512224,0.0002368556423493931,2.6e-05,0.0037311811459311544,0.0010176071221103058,0.001116524873404232,0.0002512117319585304,0.00888347512659578,0.0,0.0,0.0,0.0,0.0,0.00012475059737133517,0.13775205997954784
0.5,167.98387259164767,7.310819318958517e-08,0.0015117811399457967,9.14398500638133e-05,0.0008832680454902907,0.00023666856824179088,2.6e-05,0.003725012074421905,0.0010241368050882156,0.0011238103501872015,0.00025085112048986967,0.00887618964981281,0.0,0.0,0.0,0.0,0.0,0.00012475212283491298,0.13776278245790674
0.51,168.035304623183,7.311258665038801e-08,0.001515930956892641,9.163061832607074e-05,0.0008820663063183845,0.00023648886261014198,2.6e-05,0.0037188834561451612,0.0010306237169014816,0.001131050249668134,0.00025049282695334743,0.008868949750331877,0.0,0.0,0.0,0.0,0.0,0.0001247536463703057,0.13777341927304076
0.52,168.08604451135557,7.311695358484395e-08,0.0015200316787841556,9.182100515865423e-05,0.0008808979371251147,0.00023631610861772018,2.6e-05,0.003712795112784272,0.0010370680452040386,0.001138244755023367,0.00025013684201167954,0.008861755244976644,0.0,0.0,0.0,0.0,0.0,0.00012475516709778122,0.13778397168013534
0.53,168.13611271160164,7.312129395294801e-08,0.0015240847453939484,9.201091637738676e-05,0.0008797612816783029,0.00023614990414665244,2.6e-05,0.0037067468610014337,0.0010434699831269058,0.0011453940508444082,0.00024978315587164985,0.008854605949155605,0.0,0.0,0.0,0.0,0.0,0.00012475668424853517,0.1377944409087692
0.54,168.1855324507358,7.312560756915325e-08,0.0015280914744777723,9.220027925991573e-05,0.0008786548308209173,0.0002359898869573022,2.6e-05,0.0037007385062096418,0.0010498297360333054,0.0011524983334594175,0.0002494317577570431,0.008847501666540596,0.0,0.0,0.0,0.0,0.0,0.00012475819723837376,0.13780482811029493
0.55,168.23432030786424,7.312989455620146e-08,0.0015320531296267755,9.238900989112824e-05,0.0008775771424116281,0.00023583569980463706,2.6e-05,0.003694769836732508,0.001056147526948768,0.0011595578247811436,0.0002490826363187144,0.00884044217521887,0.0,0.0,0.0,0.0,0.0,0.0001247597053778963,0.13781513441260593
0.56,168.28249399621635,7.313415494262614e-08,0.0015359709076667755,9.25770384046053e-05,0.0008765268559634482,0.00023568701622381818,2.6e-05,0.003688840636962787,0.0010624235832294682,0.0011665727493213335,0.0002487357798077353,0.008833427250678679,0.0,0.0,0.0,0.0,0.0,0.00012476120809692986,0.1378253609091871
0.5700000000000001,168.33007033004986,7.313838877159733e-08,0.001539845937174038,9.276430107078258e-05,0.0008755026943158773,0.0002355435302793338,2.6e-05,0.003682950682079192,0.0010686581419897122,0.0011735433423452914,0.0002483911759310869,0.008826456657654722,0.0,0.0,0.0,0.0,0.0,0.00012476270487467536,0.13783550865544172
0.58,168.37706528653095,7.314259609893568e-08,0.0015436792787648407,9.295074082965294e-05,0.0008745034635009957,0.00023540495849302498,2.6e-05,0.0036770997393194096,0.0010748514487635855,0.0011804698487022844,0.00024804881191699594,0.008819530151297729,0.0,0.0,0.0,0.0,0.0,0.00012476419524459783,0.13784557866872693
0.59,168.42349455893824,7.314677698559607e-08,0.0015474719725274099,9.313630238870689e-05,0.0008735279945530621,0.00023527102330335862,2.6e-05,0.003671287572752323,0.0010810037524497849,0.0011873525166839847,0.00024770867479788274,0.008812647483316028,0.0,0.0,0.0,0.0,0.0,0.00012476567875492262,0.1378555719550198
0.6,168.46937274539437,7.315093151143164e-08,0.0015512249812218177,9.332093755472043e-05,0.0008725752133711596,0.00023514147389794206,2.6e-05,0.0036655139391169995,0.0010871153097162802,0.0011941916045617928,0.00024737075116671115,0.00880580839543822,0.0,0.0,0.0,0.0,0.0,0.0001247671550103185,0.13786548947607216
0.61,168.5147135455196,7.315505977003226e-08,0.0015549391927138485,9.350460533556433e-05,0.0008716441372167816,0.00023501608208770686,2.6e-05,0.0036597785841421516,0.0010931863889142909,0.0012009873825824286,0.0002470350269435486,0.008799012617417584,0.0,0.0,0.0,0.0,0.0,0.00012476862367539644,0.13787533215241163
0.62,168.5595306714606,7.315916184852357e-08,0.001558615489156023,9.368726586257664e-05,0.000870733791340431,0.00023489462161651648,2.6e-05,0.0036540812572243672,0.0010992172544985813,0.0012077401174786634,0.0002467014882770416,0.00879225988252135,0.0,0.0,0.0,0.0,0.0,0.00012477008442252652,0.13788510089846331
0.63,168.6038365553958,7.316323785719886e-08,0.0015622546573683073,9.38688879952179e-05,0.0008698433172545829,0.000234776896963064,2.6e-05,0.003648421694625653,0.0011052081848580853,0.0012144500913243976,0.0002463701205162523,0.008785549908675616,0.0,0.0,0.0,0.0,0.0,0.0001247715369956885,0.13789479657616852
0.64,168.64764353608922,7.316728790604398e-08,0.0015658574850244483,9.404944028544244e-05,0.0008689718565373759,0.00023466271135113296,2.6e-05,0.0036427996363164387,0.0011111594544639988,0.0012211175823819496,0.0002460409092195529,0.008778882417618065,0.0,0.0,0.0,0.0,0.0,0.00012477298113625546,0.1379044200449206
0.65,168.69096325995474,7.317131211487419e-08,0.0015694247053639808,9.422889651624628e-05,0.0008681186175977675,0.00023455188538321143,2.6e-05,0.0036372148165657375,0.001117071343835184,0.00122774287580198,0.00024571383959906914,0.008772257124198034,0.0,0.0,0.0,0.0,0.0,0.00012477441662805207,0.13791397213287193
0.66,168.73380690303216,7.31753106086729e-08,0.001572957020471995,9.440723308802561e-05,0.0008672828475431533,0.0002344442496065452,2.6e-05,0.003631666967825788,0.0011229441354252507,0.0012343262590624106,0.0002453888967489516,0.008765673740937603,0.0,0.0,0.0,0.0,0.0,0.00012477584327612586,0.13792345364882547
0.67,168.77618525281326,7.317928351674352e-08,0.0015764551084619404,9.45844283767524e-05,0.0008664638235156203,0.00023433964190816228,2.6e-05,0.0036261558219593663,0.0011287781123231484,0.0012408680206291301,0.00024506606571747535,0.008759131979370883,0.0,0.0,0.0,0.0,0.0,0.0001247772609015505,0.13793286538603552
0.68,168.8181086397964,7.318323097021692e-08,0.0015799196086671503,9.476046448706041e-05,0.0008656608706095832,0.00023423791238957864,2.6e-05,0.0036206811081965266,0.0011345735604195864,0.001247368452339329,0.00024474533138387736,0.008752631547660686,0.0,0.0,0.0,0.0,0.0,0.00012477866935580408,0.13794220811418847
0.6900000000000001,168.85958712275487,7.318715309829205e-08,0.001583351140924945,9.493532510664053e-05,0.0008648733385659222,0.00023413891720641192,2.6e-05,0.0036152425563471275,0.0011403307650051072,0.0012538278456337927,0.00024442667864775557,0.008746172154366221,0.0,0.0,0.0,0.0,0.0,0.00012478006850331303,0.13795148258928017
0.7000000000000001,168.900630071044,7.319105004404265e-08,0.0015867502786038202,9.510899818677248e-05,0.0008641006343162755,0.00023404252710239876,2.6e-05,0.0036098398914264675,0.0011460500164556522,0.0012602464978187908,0.0002441100921178706,0.008739753502181223,0.0,0.0,0.0,0.0,0.0,0.00012478145824300867,0.13796068954059987
0.71,168.94124661222264,7.319492195608572e-08,0.0015901175942661654,9.528147029828572e-05,0.0008633421667190403,0.00023394861255834922,2.6e-05,0.0036044728422369226,0.001151731601142404,0.001266624702448159,0.00024379555662066348,0.008733375297551856,0.0,0.0,0.0,0.0,0.0,0.00012478283846251628,0.13796982969212074
0.72,168.981445362412,7.319876898504766e-08,0.0015934536152354592,9.545273275995026e-05,0.0008625974004331572,0.00023385705846855348,2.6e-05,0.003599141133460612,0.0011573758098152313,0.0012729627579755863,0.0002434830567241468,0.008727037242024428,0.0,0.0,0.0,0.0,0.0,0.00012478420908812435,0.13797890374185953
0.73,169.02123467925185,7.320259128045503e-08,0.001596758847423427,9.56227788325884e-05,0.0008618658270321558,0.00023376775625978333,2.6e-05,0.003593844490046068,0.0011629829329557837,0.0012792609627349514,0.00024317257699813864,0.008720739037265062,0.0,0.0,0.0,0.0,0.0,0.00012478557006198525,0.13798791237301505
0.74,169.06062328126922,7.320638896842136e-08,0.0016000337985552983,9.579160258549067e-05,0.0008611469369093694,0.00023368059629794835,2.6e-05,0.0035885826421013377,0.0011685532556079984,0.0012855196086757309,0.00024286410229065408,0.008714480391324284,0.0,0.0,0.0,0.0,0.0,0.00012478692133326393,0.13799685626510103
0.75,169.09961883382874,7.321016220255959e-08,0.0016032789250746624,9.595920149599724e-05,0.000860440283505596,0.00023359548524764964,2.6e-05,0.00358335531371101,0.0011740870691928167,0.001291738995677513,0.0002425576170961634,0.0087082610043225,0.0,0.0,0.0,0.0,0.0,0.0001247882628784403,0.13800573606849673
0.76,169.13822888471736,7.321391113759197e-08,0.001606494685822613,9.612557211582376e-05,0.0008597454184964194,0.00023351232806428576,2.6e-05,0.003578162233687901,0.0011795846601286293,0.001297919418811295,0.0002422531061834604,0.00870208058118872,0.0,0.0,0.0,0.0,0.0,0.00012478959466648455,0.138014552430213
0.77,169.1764606542405,7.321763593273243e-08,0.0016096815235590739,9.62907119566729e-05,0.0008590619140791436,0.00023343103429165278,2.6e-05,0.0035730031320018504,0.0011850463136158563,0.0013040611723298364,0.00024195055438228346,0.00869593882767018,0.0,0.0,0.0,0.0,0.0,0.0001247909166741457,0.13802330598502036
0.78,169.2143210667338,7.322133674283979e-08,0.0016128398465952336,9.64546222076083e-05,0.000858389385073518,0.00023335152453258894,2.6e-05,0.0035678777365083254,0.001190472317114535,0.0013101645527886009,0.00024164994637712988,0.008689835447211414,0.0,0.0,0.0,0.0,0.0,0.00012479222890821411,0.13803199734662644
0.79,169.25181717315886,7.322501371399025e-08,0.0016159700741808873,9.661730239904191e-05,0.0008577274334325947,0.0002332737176260612,2.6e-05,0.0035627857794150466,0.0011958629535065149,0.0013162298507621679,0.00024135126707842914,0.008683770149237846,0.0,0.0,0.0,0.0,0.0,0.00012479353136206022,0.13804062713014853
0.8,169.28895539003398,7.322866700459088e-08,0.0016190725883242925,9.677875520622803e-05,0.0008570757076937928,0.00023319754228210598,2.6e-05,0.0035577269914271663,0.0012012185072579297,0.00132225735999439,0.00024105450131489448,0.008677742640005624,0.0,0.0,0.0,0.0,0.0,0.00012479482405455824,0.13804919592783912
0.81,169.32574203617844,7.323229677096955e-08,0.0016221477659636688,9.693898329410403e-05,0.0008564338632353544,0.00023312292865711927,2.6e-05,0.003552701105939425,0.001206539259996905,0.001328247371346785,0.00024075963406366068,0.00867175262865323,0.0,0.0,0.0,0.0,0.0,0.00012479610700456565,0.13805770432536757
0.8200000000000001,169.36218333787096,7.323590317029579e-08,0.001625195982821501,9.709798874214994e-05,0.0008558015576236449,0.00023304980588593566,2.6e-05,0.003547707860215688,0.0012118254892478269,0.001334200172258891,0.00024046665053647557,0.008665799827741122,0.0,0.0,0.0,0.0,0.0,0.0001247973802262562,0.13806615290373636
0.8300000000000001,169.3982850757958,7.323948636067734e-08,0.0016282175813713683,9.725577679053836e-05,0.000855178489852241,0.00023297811494337988,2.6e-05,0.0035427469891377568,0.0012170774750914508,0.0013401160522053899,0.00024017553577078304,0.008659883947794624,0.0,0.0,0.0,0.0,0.0,0.00012479864375946698,0.13807454222317508
0.84,169.43405298728845,7.324304649841659e-08,0.0016312129022008157,9.741235243632056e-05,0.0008545643618298836,0.00023290779660680935,2.6e-05,0.0035378182309829124,0.0012222954940176967,0.0013459952972228793,0.00023988627499938112,0.008654004702777135,0.0,0.0,0.0,0.0,0.0,0.00012479989764212546,0.13808287283900306
0.85,169.46949288501958,7.324658373401904e-08,0.0016341822871685598,9.756772045325586e-05,0.0008539588743733173,0.00023283879103674844,2.6e-05,0.00353292132752249,0.0012274798188330641,0.0013518381891774113,0.00023959885364443597,0.008648161810822601,0.0,0.0,0.0,0.0,0.0,0.0001248011419104117,0.13809114530335373
0.86,169.50461000569706,7.325009822603935e-08,0.0016371260466401917,9.772188787648026e-05,0.0008533617678252023,0.000232771048010421,2.6e-05,0.0035280560194136845,0.0012326307235273355,0.0013576450120186413,0.00023931325705897036,0.008642354987981372,0.0,0.0,0.0,0.0,0.0,0.00012480237661888083,0.13809936014822624
