t,V,xm,xh,xj,Ca_dyad,c1,c2,xi1ca,xi1ba,xi2ca,xi2ba,xr,Ca_i,xs1,xs2,xtos,ytos,xtof,ytof,Na_i,Ca_submem,Ca_NSR,Ca_JSR,xir,tropi,trops
0.1,-85.68432575144246,0.0013616088647095492,0.990633498862673,0.9938819761913823,1.7151934479590223,1.838330678737874e-05,0.9793245825997124,0.0012077285015691603,3.364677777010046e-05,0.004168036153981253,0.015245798382800803,0.007077276082915097,0.25670452613269623,0.04823504493794535,0.1054498747821012,0.003649680030222141,0.17443260883322034,0.0036556953369345727,0.9933354812536307,11.44170626076298,0.22693965357103044,104.45475215263552,97.5124071404951,0.006684130690320537,22.168389936655284,19.86297423281578
0.11,-85.53725310679783,0.0013952442832078707,0.9906216248712704,0.9938804573775196,1.7148372023156375,1.8419864352189985e-05,0.9793243049457151,0.001207803439477376,3.3653214467028254e-05,0.00416750132121954,0.015246492427137553,0.007077975475132238,0.2566997801565166,0.04823185402667526,0.10544801151219255,0.003650092605816162,0.1744355223571334,0.0036582494539851855,0.993335791626162,11.441705635358142,0.2269410780478964,104.45522669824351,97.5131013640125,0.006684588990633522,22.168060040477705,19.862801756379255
0.12,-85.39043285785455,0.001429630634705745,0.9906086957133691,0.9938787833585352,1.7144494449060346,1.8460025013036753e-05,0.9793239414047401,0.0012078997148317887,3.366027642195629e-05,0.004166959312297591,0.015247253870458772,0.007078750773487013,0.256695034630689,0.048228674576434025,0.10544615365351186,0.003650546599604657,0.17443843864549588,0.003661049590297436,0.993336081909243,11.441705006290444,0.22694278383200997,104.45570121304839,97.51379556556165,0.006685042476002458,22.167730162420476,19.862629352214785
0.13,-85.24386139977744,0.0014647875453974897,0.9905947222856744,0.9938769526214365,1.7140324627508083,1.850381298923117e-05,0.9793234921575179,0.0012080173253003006,3.366796462601225e-05,0.004166410048397306,0.01524808258028607,0.007079603004278431,0.2566902895666483,0.048225506575915955,0.10544430119781326,0.003651042304189712,0.1744413577335212,0.0036640962101827388,0.9933363518507842,11.441704373567463,0.22694476993602408,104.45617569709951,97.51448974514172,0.006685491297436092,22.167400302484634,19.862457024856386
0.14,-85.09753516686125,0.0015007273682720401,0.9905797150619708,0.993874963598376,1.71358863418346,1.855125377264293e-05,0.979322957383596,0.0012081562688628473,3.367628010384727e-05,0.00416585345164332,0.0152489784228159,0.007080533221112762,0.25668554497592744,0.048222350013924824,0.10544245413686737,0.003651580018320233,0.17444427965727857,0.0036673897976884974,0.9933366011924945,11.441703737196791,0.2269470353763792,104.45665015044541,97.51518390275177,0.006685935617238774,22.167070460671404,19.862284778877626
0.15,-84.95145061970337,0.001537465219538266,0.9905636841268033,0.9938728146626215,1.7131204337402546,1.8602374197761548e-05,0.9793223372613421,0.0012083165438275252,3.368522391667029e-05,0.004165289445235405,0.015249941262677709,0.007081542507674556,0.256680800870181,0.048219204879358525,0.10544061246244729,0.003652160047638236,0.17444720445378623,0.0036709308580098227,0.9933368296692121,11.44170309718608,0.22694957917178396,104.45712457313368,97.51587803839097,0.006686375609648806,22.166740636982194,19.862112618901236
0.16,-84.80560438401108,0.0015750341957639238,0.9905466387714696,0.9938705041921626,1.7126303317832159,1.865720140981689e-05,0.9793216319607151,0.0012084981488977916,3.369479712046866e-05,0.004164717956628896,0.015250970968290345,0.007082631935209787,0.256676057260721,0.04821607116165063,0.10543877616665585,0.003652782692594722,0.17445013215955482,0.003674719897821542,0.9933370370193321,11.44170245354271,0.22695240038239844,104.45759896520912,97.51657215205844,0.0066868114538307264,22.166410831418556,19.86194054941481
0.17,-84.65999310276169,0.0016134319045892148,0.9905285878630784,0.9938680304927406,1.7121209053747333,1.8715764201341933e-05,0.9793208416501599,0.0012087010831524053,3.370500081574964e-05,0.004164138914813266,0.015252067406004393,0.00708380261247358,0.2566713141590164,0.0482129488503237,0.10543694524158478,0.00365344826219595,0.17445306281227746,0.003678757449693077,0.993337222972683,11.44170180627413,0.2269554980696769,104.45807332671515,97.51726624375333,0.006687243342582058,22.166081043982274,19.861768574969133
0.18,-84.51461361417554,0.0016526794384172808,0.9905095394366084,0.9938653919030976,1.711594674362499,1.8778091165953295e-05,0.9793199664873029,0.001208925346036585,3.3715836079553895e-05,0.004163552254203044,0.015253230447831287,0.007085055618614187,0.2566665715760313,0.04820983793555315,0.1054351196797537,0.0036541570555383503,0.17445599644856014,0.003683044038585917,0.9933373872668034,11.441701155387431,0.2269588713481671,104.45854765769181,97.51796031347477,0.006687671469218541,22.165751274675223,19.86159669991563
0.19,-84.3694625681885,0.0016927985530422384,0.9904895017096093,0.9938625866027326,1.7110543913398644,1.884421397008168e-05,0.9793190066379213,0.0012091709372592694,3.372730409038076e-05,0.004162957906709508,0.015254459956283807,0.007086392129116949,0.2566618295235264,0.048206738406978006,0.10543329947321253,0.0036549093968764714,0.17445893310820196,0.003687580242345188,0.9933375296162601,11.441700500890187,0.22696251927906713,104.45902195818032,97.51865436122189,0.006688096049307914,22.16542152349958,19.861424928922453
0.2,-84.22453685686256,0.0017338056158134672,0.9904684819370191,0.9938596128288064,1.7105027098423546,1.891416368244579e-05,0.9793179622537533,0.0012094378569393685,3.373940598763342e-05,0.004162355811258561,0.015255755801646929,0.007087813273804199,0.25665708801257847,0.048203650255064436,0.10543148461456675,0.003655705595957041,0.174461872829364,0.0036923666237642615,0.9933376497472721,11.441699842789493,0.22696644099209998,104.45949622821738,97.51934838699387,0.006688517296228591,22.1650917904576,19.861253266387262
0.21,-84.07983337273649,0.0017757119393940703,0.9904464870577644,0.9938564687567317,1.7099423616036749,1.898797281000123e-05,0.9793168334845535,0.0012097261055194132,3.375214294889745e-05,0.004161745908717714,0.015257117852446746,0.007089320215292111,0.25665234705439444,0.048200573470349166,0.1054296750964104,0.00365654596985604,0.17446481565123495,0.003697403768090532,0.9933377473785983,11.441699181092506,0.2269706356182198,104.4599704678383,97.52004239078985,0.006688935434164627,22.164762075551735,19.861081716760143
0.22,-83.93534904316137,0.0018185485032901456,0.9904235235828608,0.9938531525143408,1.7093761303385193,1.9065675093623478e-05,0.9793156204757165,0.001210035683812802,3.376551618087021e-05,0.004161128143119531,0.015258545976844588,0.00709091413937921,0.25664760666019154,0.04819750804356596,0.10542787091141559,0.0036574308401118097,0.17446776161369595,0.0037026922789503967,0.993337822223929,11.441698515806346,0.22697510230053633,104.46044467707617,97.520736372609,0.006689350696687558,22.164432378784635,19.86091028449616
0.23,-83.79108087906081,0.001862326422083311,0.9903995975125479,0.9938496622162801,1.708806798912732,1.914730487976129e-05,0.9793143233657554,0.0012103665929786916,3.377952689741311e-05,0.004160502462666417,0.015260040044938016,0.007092596233808475,0.25664286684100235,0.04819445396579702,0.1054260720524558,0.0036583605269996915,0.17447071075660828,0.0037082327672376568,0.9933378739970002,11.441697846938,0.22697984020867795,104.46091885596125,97.52143033245045,0.006689763322177938,22.164102700159095,19.860738973977895
0.24,-83.64702593897383,0.0019070655177206009,0.9903747144296451,0.9938459959459544,1.7082371729200694,1.923289744893087e-05,0.9793129422879413,0.0012107188345106567,3.3794176331134544e-05,0.004159868819090408,0.015261599927351332,0.007094367700179031,0.25663812760779303,0.04819141122836204,0.10542427851252284,0.003659335352769915,0.1744736631202143,0.0037140258569220504,0.9933379024087118,11.441697174494369,0.22698484852901024,104.46139300452155,97.52212427031343,0.006690173555547348,22.16377303967806,19.860567789562328
0.25,-83.50318118692863,0.0019527891690226335,0.9903488797994962,0.9938421516690039,1.7076702083807447,1.932249058137228e-05,0.9793114773764978,0.0012110924103024764,3.3809465789661515e-05,0.0041592271654467905,0.015263225489257067,0.007096229808875658,0.25663338897197535,0.04818837982240612,0.10542249028439693,0.0036603556564885125,0.17447661874698317,0.003720072213154114,0.9933379071538748,11.441696498482619,0.22699012642621955,104.46186712278389,97.52281818619704,0.006690581659298174,22.163443397344775,19.86039673578423
0.26,-83.35954376726997,0.001999519442451023,0.9903220984237574,0.9938381274079022,1.7071087520200938,1.9416121385875203e-05,0.9793099287536831,0.001211487322541591,3.3825396543320846e-05,0.004158577460999199,0.015264916602392925,0.007098183789309676,0.2566286509443855,0.048185359739722794,0.10542070736130509,0.003661421764406803,0.17447957767792557,0.0037263724857879315,0.9933378879376721,11.441695818909517,0.22699567312006913,104.4623412107712,97.52351208010047,0.006690987891266943,22.163113773162515,19.860225816950543
0.27,-83.21611071400423,0.0020472711669016932,0.9902943749535534,0.9938339210454978,1.7065558215662384,1.9513829987195736e-05,0.9793082965422617,0.0012119035739051693,3.3841969951352326e-05,0.004157919667018176,0.015266673132150207,0.007100230952639366,0.2566239135363735,0.048182350971912875,0.10541892973623343,0.0036625340225571587,0.17448253995668908,0.0037329273739158944,0.9933378444462159,11.441695135782126,0.2270014878060151,104.46281526850484,97.52420595202287,0.006691392529703677,22.1627841671349,19.86005503757335
0.28,-83.07287946633977,0.0020960490116449884,0.9902657131280548,0.9938295307018673,1.7060140702313806,1.961565234260574e-05,0.979306580844367,0.0012123411670559808,3.385918722034976e-05,0.00415725375330134,0.015268494961235191,0.007102372459234766,0.25661917675781265,0.04817935351183627,0.10541715740314861,0.0036636927355817184,0.1744855056218271,0.003739737501156375,0.9933377764021569,11.441694449106564,0.2270075697949664,104.46328929600105,97.52489980196349,0.006691795823447221,22.16245457926525,19.85988440157835
0.29,-82.92984693289843,0.0021459068418241294,0.9902361171761943,0.9938249540538564,1.705486748294998,1.9721633233709605e-05,0.979304781778995,0.001212800105584597,3.38770498412655e-05,0.004156579686958771,0.015270381946994042,0.007104609739348989,0.2566144406206937,0.04817636735099558,0.10541539035479427,0.0036648982773015426,0.17448847472078155,0.003746803641224572,0.9933376834640969,11.441693758890233,0.22701391826135153,104.46376329327708,97.52559362992143,0.006692198081729879,22.162125009557748,19.859713913733938
0.3,-82.78701045361643,0.002196848196014772,0.9902055903693123,0.993820189033004,1.704976710629894,1.9831812993269613e-05,0.9793028994428408,0.0012132803930680986,3.389555914139958e-05,0.004155897444412963,0.015272333965316773,0.00710694406194132,0.25660970513542447,0.048173392482236614,0.10541362858496217,0.0036661509771867885,0.17449144729554195,0.003754126487033356,0.9933375653297339,11.441693065139535,0.2270205325030425,104.4642372603446,97.5262874358959,0.00669259958177331,22.16179545801626,19.859543578180013
0.31,-82.64436723885827,0.0022488984441230045,0.9901741358816754,0.9938152334212567,1.7044869897498933,1.9946235199568197e-05,0.9793009339328116,0.0012137820336253326,3.391471654433786e-05,0.004155207004624871,0.015274350885174733,0.007109376784966847,0.25660497031297785,0.04817042889817867,0.10541187208717286,0.003667451186239475,0.17449442339097,0.0037617067845820886,0.9933374216759857,11.44169236786118,0.22702741179039457,104.46471119721343,97.52698121988604,0.006693000622177629,22.161465924645018,19.859373399281942
0.32,-82.50191456702096,0.002302078896050506,0.9901417565152947,0.9938100849981955,1.704020587106275,2.0064943862582998e-05,0.9792988853380948,0.0012143050317057246,3.3934523475603126e-05,0.004154508351449165,0.015276432577742053,0.0071119092648423395,0.25660023616412453,0.04816747659176369,0.10541012085514222,0.0036687992532351207,0.1744974030517922,0.003769545284147202,0.9933372521806213,11.441691667061743,0.22703455541946865,104.46518510389024,97.52767498189107,0.006693401503245862,22.161136409448353,19.859203381325433
0.33,-82.35964975739765,0.002356413322802835,0.9901084547470496,0.993804741522123,1.7035804977598612,2.0187983803451724e-05,0.9792967537412054,0.001214849392111892,3.3954981374786937e-05,0.004153801473333307,0.015278578915173806,0.0071145428683882265,0.256595502699534,0.04816453555617738,0.10540837488271708,0.0036701955278250513,0.1745003863229952,0.003777642746656162,0.9933370565194116,11.441690962747707,0.22704196270463914,104.46565898037876,97.52836872191017,0.006693802529185688,22.160806912430733,19.859033528556836
0.34,-82.21757008200079,0.002411924681953612,0.990074232812519,0.9937992006561636,1.7031698080110649,2.0315402137169526e-05,0.9792945392202778,0.001215415120182817,3.397609174342142e-05,0.004153086363258065,0.01528078976646659,0.00711727901810087,0.256590769930123,0.04816160578463475,0.10540663416367778,0.0036716403720672775,0.17450337325131424,0.003785999968928631,0.9933368343553969,11.441690254925673,0.22704963295676533,104.4661328266797,97.52906243994248,0.006694204018271042,22.16047743359692,19.85886384532158
0.35000000000000003,-82.0756729485232,0.002468636944230266,0.990039092566716,0.9937934601264988,1.7027914848886034,2.0447245096677087e-05,0.9792922418438691,0.0012160022214256448,3.399785604327724e-05,0.004152363019165663,0.015283065006268241,0.007120119096100787,0.2565860378663197,0.04815868727082963,0.10540489869215389,0.00367313413596677,0.17450636388207702,0.003794617729780005,0.9933365853616386,11.441689543601932,0.22705756552917028,104.46660664279071,97.52975613598723,0.006694606280987961,22.160147972951634,19.85869433577145
0.36,-81.93395566620036,0.0025265742114109293,0.99000303566287,0.9937875175184706,1.702448641846701,2.058356217750679e-05,0.9792898616770236,0.0012166107020170872,3.4020275827667296e-05,0.004151631443863016,0.015285404503619829,0.0071230645683303655,0.2565813065190019,0.048155780008366025,0.10540316846209559,0.0036746771889293777,0.1745093582632773,0.0038034968598890796,0.9933363091918338,11.441688828783013,0.22706575975939897,104.4670804287062,97.53044981004358,0.00669500964784222,22.159818530499994,19.858525004238093
0.37,-81.79241560939802,0.0025857616501657314,0.989966063438344,0.9937813704198368,1.7021443500665956,2.0724403239887072e-05,0.9792873987766828,0.001217240568470688,3.40433526495209e-05,0.004150891645354543,0.01528780812988973,0.0071261168976717165,0.2565765758988374,0.048152883991159356,0.10540144346764593,0.0036762698977044774,0.1745123564427235,0.0038126381928659386,0.9933360055008749,11.441688110475303,0.22707421501032174,104.46755418441732,97.53114346211068,0.006695414449715617,22.159489106247193,19.85835585497032
0.38,-81.65105021120873,0.00264622416175291,0.9899281769424599,0.9937750164190273,1.701881641465972,2.086981853671376e-05,0.9792848531922003,0.0012178918276198871,3.4067088062404866e-05,0.004150143636552068,0.015290275758520575,0.007129277545304423,0.25657184601630495,0.0481499992134082,0.10539972370312257,0.0036779126268093936,0.1745153584680871,0.003822042565700829,0.9933356739445027,11.441687388685047,0.22708293066784568,104.46802790991218,97.53183709218774,0.006695821017806863,22.159159700198494,19.858186892142438
0.39,-81.50985687541657,0.0027079871796325317,0.9898893769836379,0.9937684530237669,1.7016636114329204,2.1019860395726602e-05,0.9792822249668541,0.0012185644868634164,3.409148367322922e-05,0.004149387435852313,0.01529280726076316,0.007132548020196383,0.2565671168820504,0.04814712566939846,0.10539800916282535,0.003679605750893826,0.17451836438851895,0.0038317108469670355,0.9933353141676357,11.441686663418572,0.2270919061201462,104.46850160517532,97.53253070027392,0.0066962296949220354,22.158830312359463,19.85801811999608
0.4,-81.36883306999141,0.0027710774021628836,0.9898496640970602,0.9937616777492212,1.7014933059265422,2.1174581409732378e-05,0.9792795141361065,0.0012192585539079874,3.4116541085256255e-05,0.00414862306661822,0.015295402510262906,0.007135929825847876,0.2565623885065044,0.04814426335370772,0.10539629984124028,0.0036813496414128824,0.17452137425290967,0.003841643906308791,0.993334925816921,11.44168593468205,0.22710114077964463,104.46897527018824,97.53322428636844,0.00669664082298341,22.158500942735692,19.857849542687934
0.41000000000000003,-81.22797623276833,0.0028355213254285068,0.9898090385221129,0.993754688014441,1.7013738393200892,2.133403670865059e-05,0.9792767207271414,0.0012199740371834455,3.414226196538591e-05,0.004147850559473067,0.015298061378252155,0.007139424522933183,0.25655766090027843,0.04814141226103965,0.10539459573284661,0.0036831446816966845,0.17452438811190987,0.003851842651408432,0.9933345085260985,11.441685202481741,0.2271106340634616,104.46944890492784,97.5339178504704,0.006697054757348649,22.158171591333108,19.857681164447726
0.42,-81.0872838468375,0.0029013463080076064,0.989767500197773,0.9937474812175978,1.7013083017381987,2.149828236620605e-05,0.9792738447578462,0.001220710945609252,3.416864799552394e-05,0.004147069951574349,0.015300783737335679,0.007143033683891321,0.2565529340738526,0.04813857238638056,0.10539289683227952,0.003684991255738869,0.1745274060164542,0.0038623080015704873,0.9933340619266644,11.441684466823796,0.22712038541067825,104.46992250936694,97.53461139257902,0.006697471856293156,22.157842258157775,19.857512989453735
0.43,-80.94675339371825,0.0029685796039297463,0.9897250490849971,0.9937400547598003,1.7012997828488794,2.1667374364293537e-05,0.9792708862466869,0.0012214692880683506,3.4195700855570763e-05,0.004146281279642453,0.015303569460105927,0.007146758879445256,0.2565482080377093,0.04813574372470067,0.10539120313416689,0.00368688974725844,0.17453042801742824,0.0038730408747926896,0.9933335856504809,11.441683727714373,0.22713039425923057,104.47039608347865,97.53530491269348,0.006697892477646917,22.157512943215746,19.857345021885106
0.44,-80.80638240842195,0.003037250239828214,0.9896816844160888,0.993732405927985,1.701351380540521,2.1841372412686877e-05,0.9792678451887254,0.0012222490749163666,3.422342230273593e-05,0.004145484598067506,0.01530641841960993,0.007150601747376526,0.25654348280224754,0.04813292627155537,0.10538951463339889,0.0036888405507040575,0.174533454167644,0.003884042239969849,0.993333079314973,11.44168298515952,0.22714066008872905,104.47086962722517,97.5359984108129,0.00669831699450304,22.157183646513573,19.857177265890158
0.45,-80.66616837892235,0.0031073856747960045,0.989637406064334,0.9937245321093781,1.7014661854308417,2.2020332945756322e-05,0.9792647215995804,0.0012230503152157507,3.4251814026295854e-05,0.004144679945721411,0.015309330488494284,0.007154563866555473,0.25653875837793977,0.048130120021985565,0.10538783132463507,0.003690844051097722,0.1745364845182211,0.0038953130212692377,0.9933325425502483,11.441682239165383,0.22715118234214912,104.47134314057828,97.53669188693647,0.006698745766533413,22.15685436805737,19.857009725644343
0.46,-80.52610889519987,0.0031790167708300224,0.9895922125259454,0.9937164304664841,1.7016473005535775,2.2204319745711363e-05,0.9792615154485219,0.0012238730209549733,3.428087786684392e-05,0.0041438673965200415,0.015312305540258371,0.007158646947788161,0.25653403477510034,0.04812732497216042,0.10538615320303944,0.0036929006545499384,0.174539519124072,0.003906854242480489,0.9933319749579593,11.441681489737903,0.2271619605430121,104.4718166234883,97.53738534106333,0.00669917918256528,22.156525107854208,19.8568424052647
0.47000000000000003,-80.38620146805704,0.0032521717481792957,0.989546103364529,0.9937080983370705,1.7018978196913366,2.23933908631428e-05,0.9792582267409997,0.001224717201837304,3.431061554706033e-05,0.004143046997017753,0.015315343447741436,0.007162852598990067,0.2565293120041662,0.04812454111737189,0.10538448026338393,0.003695010750727844,0.17454255803715105,0.003918666849763512,0.9933313761619552,11.44168073688318,0.22717299415219278,104.47229007592225,97.53807877319265,0.006699617608789671,22.156195865910416,19.856675308913566
0.48,-80.2464437194003,0.0033268827429687375,0.9894990766653107,0.9936995328037261,1.7022208458630874,2.2587612667052032e-05,0.9792548554295928,0.0012255828709252742,3.4341028959496946e-05,0.004142218833836526,0.015318444084673847,0.00716718257730546,0.2565245900754046,0.04812176845415312,0.10538281250099354,0.003697174753111301,0.17454560131370667,0.003930751901039544,0.9933307457538224,11.441679980607105,0.22718428271953806,104.47276349782284,97.53877218332357,0.006700061443154622,22.155866642233374,19.856508440690742
0.49,-80.10683320430876,0.0034031795064571437,0.9894511313999972,0.9936907311038327,1.7026194770615173,2.2787046484080024e-05,0.9792514014989784,0.0012264700392393005,3.437211989390663e-05,0.004141382969261776,0.015321607324254943,0.007171638549434216,0.2565198689991848,0.04811900697828926,0.10538114991086019,0.0036993930607527267,0.1745486490073843,0.0039431103866071505,0.9933300833447105,11.44167922091569,0.22719582574122887,104.47323688914759,97.53946557145524,0.006700511064507734,22.155537436829835,19.8563418047335
0.5,-79.96736754954148,0.003481094498191125,0.9894022656109546,0.9936816902993999,1.7030968136401916,2.2991759308233718e-05,0.9792478648974768,0.0012273787201310476,3.440389025415158e-05,0.0041405394932182435,0.015324833040213095,0.007176222283388687,0.2565151487857693,0.048116256686374155,0.10537949248833425,0.0037016660888379706,0.1745517011747493,0.003955743371800183,0.9933293885237807,11.441678457814827,0.2272076227717774,104.47371024983741,97.54015893758681,0.006700966872110127,22.155208249707236,19.856175405140032
0.51,-79.82804437678219,0.003560659973317851,0.9893524774045421,0.9936724074656405,1.703655956040421,2.320181771046606e-05,0.9792442455761451,0.0012283089267752679,3.4436341935691e-05,0.004139688493544493,0.015328121106242622,0.007180935539646014,0.25651042944542835,0.04811351757494384,0.10537784022874058,0.003703994251355169,0.17455475787214975,0.003968651916429115,0.9933286608818358,11.441677691310417,0.22721967336150106,104.47418357983452,97.54085228171739,0.006701429263783749,22.15487908087297,19.856009246011222
0.52,-79.68886131609334,0.0036419084606491344,0.989301764773545,0.993662879659422,1.7043000057142994,2.341728886292051e-05,0.9792405434822412,0.0012292606725866299,3.446947684641183e-05,0.004138830060951605,0.01533147139610849,0.007185780089516838,0.2565057109884189,0.04811078964062725,0.10537619312744563,0.003706377964023448,0.1745578191562449,0.003981837088479066,0.9933279000073434,11.441676921408343,0.2272319770673493,104.47465687907932,97.54154560384612,0.0067018986397539525,22.154549930334504,19.85584333144313
0.53,-79.5498160252264,0.0037248732435689906,0.9892501254130819,0.9936531038439941,1.7050320596954447,2.36382427108998e-05,0.9792367585441629,0.0012302339722627385,3.4503296946932475e-05,0.004137964300738464,0.015334883783620587,0.00719075775391687,0.25650099342496774,0.04810807288036891,0.10537455117995123,0.003708817650362632,0.17456088508513704,0.003995299990221671,0.9933271054777925,11.441676148114475,0.22724453347015897,104.47513014750403,97.54223890397213,0.006702375407945199,22.154220798099594,19.855677665521032
0.54,-79.4109061946675,0.0038095890136948924,0.9891975565399258,0.9936430769253627,1.705855221174694,2.3864751256097103e-05,0.9792328906780207,0.0012312288412272378,3.4537804242099564e-05,0.0041370913273312505,0.015338358142965441,0.007195870390609487,0.256496276765244,0.04810536729147809,0.10537291438192481,0.0037113137398443346,0.17456395571797906,0.004009041753316463,0.9933262768628607,11.4416753714346,0.2272573421761152,104.47560338503493,97.54293218209453,0.0067028599857711256,22.153891684176298,19.855512252308717
0.55,-79.27212952775827,0.003896090872786405,0.9891440552402004,0.993632795762665,1.7067725912655038,2.4096887853083287e-05,0.9792289397906662,0.001232245295539815,3.4573000762015026e-05,0.004136211262338843,0.015341894348328547,0.007201119881369224,0.25649156101940407,0.04810267287140928,0.10537128272909561,0.0037138666657116045,0.17456703111462424,0.004023063525837748,0.993325413726884,11.4416745913745,0.2272704028025302,104.47607659159436,97.54362543821243,0.006703352794189643,22.153562588572804,19.855347095865483
0.56,-79.13348371242724,0.003984413484546128,0.989089618868394,0.9936222572228804,1.707787266659527,2.433472528475559e-05,0.9792249057916526,0.0012332833511624372,3.460888852106751e-05,0.004135324225576795,0.015345492273600343,0.007206508096906986,0.2564868461976388,0.048099989617442114,0.10536965621711046,0.0037164768593609845,0.17457011133462316,0.004037366445274138,0.9933245156363426,11.441673807940031,0.22728371495528524,104.47654976710648,97.54431867232492,0.006703854249528943,22.153233511297156,19.855182200263634
