t,Pyr,AcCoA,Cit,KG,OAA,NAD,ATP,delta_psi
0.17,3.542855831110775,6.831549856664998e-06,0.58214604687037,0.00010257790806279267,1.9053531751282142,0.0013812531819582,0.0006208298638062126,20.184500794031926
0.18,3.9144781674593503,7.1805274231755266e-06,0.5892143989025264,0.00010430925546802806,1.83191901268225,0.0012633420596136072,0.0005861980720988408,20.131945713802192
0.19,4.285990886946122,7.5371986563786456e-06,0.5963848391604902,0.00010598227460514298,1.7610171203713243,0.0011642730073965469,0.0005557855307782349,20.085695226594524
0.2,4.65740647170645,7.903421873091213e-06,0.6036432737111634,0.00010759976418282602,1.692568932031648,0.0010798174811636739,0.0005287668534947951,20.044528385467135
0.21,5.028735277167477,8.280825029249097e-06,0.6109783912729853,0.0001091644725509759,1.626496253736559,0.001006934950034571,0.0005045404395615508,20.007553845170666
0.22,5.399985999296586,8.670884428206483e-06,0.6183809719455546,0.00011067909939212954,1.5627218839679728,0.000943379845756667,0.00048265047115355925,19.974094846905025
0.23,5.771166019675951,9.07498142970601e-06,0.6258434001121609,0.00011214628514474414,1.5011700168951918,0.0008874563318569212,0.0004627428939900937,19.94362463241656
0.24,6.14228166611405,9.494447948201213e-06,0.6333593091717472,0.00011356860348118188,1.4417665087001148,0.0008378576405056596,0.0004445370331332632,19.91572480109545
0.25,6.513338415942014,9.930563701711155e-06,0.6409233150768203,0.00011494855210576287,1.3844390527662158,0.0007935657147167187,0.00042780668119395414,19.890057335528663
0.26,6.8843410266958145,1.0384679381193126e-05,0.6485308421329418,0.00011628856619309776,1.3291172624378178,0.0007537565700292273,0.00041236649665446186,19.866345276121848
0.27,7.255293695913809,1.0858089554768683e-05,0.6561779331029542,0.00011759095629840679,1.2757327740917592,0.0007177885010602365,0.00039806342677973925,19.844358852564906
0.28,7.626200114757131,1.135217976463795e-05,0.6638611736960055,0.00011885798742645013,1.2242192378375636,0.0006851252243602606,0.0003847686941089585,19.82390481846166
0.29,7.997063568987503,1.1868363325386868e-05,0.6715775771723892,0.00012009180435240068,1.1745123216885127,0.0006553283734250656,0.0003723736009775177,19.804819726993642
0.3,8.367886997762344,1.2408124639613436e-05,0.6793245148967925,0.00012129448799732889,1.1265496767804615,0.0006280337170428098,0.00036078500037008934,19.786963284758002
0.31,8.738673035322256,1.2973074573610385e-05,0.6870996677095651,0.00012246800728769728,1.0802709725959587,0.0006029389211578103,0.000349923519657998,19.770215793442397
0.32,9.109424045067733,1.356483867826459e-05,0.6949009855702034,0.00012361425283703757,1.035617870229606,0.0005797862239023551,0.0003397197882288732,19.754472479299658
0.33,9.480142176134947,1.4185220183352164e-05,0.7027266280124036,0.0001247350384707429,0.9925338968588517,0.0005583576341021978,0.0003301134995668088,19.739642148784785
0.34,9.850829378594435,1.483609939446883e-05,0.7105749463550249,0.00012583208138337352,0.9509644587582692,0.0005384667613849691,0.00032105192914348886,19.725644992320767
0.35000000000000003,10.221487428660915,1.5519528207093365e-05,0.7184444566181521,0.0001269070168143684,0.910856793968109,0.000519953811946859,0.0003124885444940063,19.712410538025846
0.36,10.592117948181402,1.623772049315648e-05,0.7263338189440328,0.00012796140875609834,0.8721599090430152,0.0005026774035258677,0.000304382082633793,19.699875963591655
0.37,10.962722428023625,1.699300004455844e-05,0.734241813981376,0.00012899674883761606,0.8348245419558624,0.000486519459320158,0.00029669593455734897,19.687985940962257
0.38,11.333302236062329,1.7787970941609215e-05,0.7421673340589404,0.0001300144404701279,0.7988031016244292,0.000471373307756828,0.00028939743926781764,19.676690664014938
0.39,11.703858634457758,1.8625379035877336e-05,0.7501093661596135,0.00013101582157948945,0.7640496227425927,0.0004571464267415226,0.0002824573065028219,19.6659455925341
0.4,12.074392789633798,1.950827958280025e-05,0.7580669818344989,0.000132002163043979,0.730519716291444,0.0004437575245558811,0.0002758492186556254,19.655710640261802
0.41000000000000003,12.444905780503657,2.0439949042250913e-05,0.7660393292399541,0.00013297466974595718,0.6981705213286047,0.00043113413217128906,0.00026954942347577447,19.64594960443272
0.42,12.81539860888982,2.1423983771848372e-05,0.7740256229822828,0.00013393448130364738,0.6669606547404333,0.00041921228664617573,0.0002635364479385369,19.636629725508744
0.43,13.18587220646238,2.2464340413233677e-05,0.7820251374864129,0.00013488267856948393,0.6368501623809685,0.00040793477998203885,0.00025779080523859627,19.627721254470735
0.44,13.556327441600475,2.3565342622730523e-05,0.7900372004958807,0.00013582028097710715,0.6078004741392259,0.00039725075376911693,0.00025229478833030985,19.61919713686898
0.45,13.926765123488192,2.4731732841834137e-05,0.7980611892763,0.00013674825612790484,0.5797743626584207,0.00038711416694514654,0.0002470322401949188,19.611032674179626
0.46,14.297186009453535,2.5968769109271197e-05,0.8060965236521678,0.00013766752312090172,0.5527358882075551,0.00037748361788318723,0.00024198829612766392,19.603205126314176
0.47000000000000003,14.667590809913216,2.7282309914194653e-05,0.8141426616416877,0.0001385789481916864,0.5266503579992271,0.0003683221846062991,0.00023714952944218064,19.595693936629196
0.48,15.037980191202498,2.8678737625630283e-05,0.8221990967577781,0.00013948333820910325,0.501484289274124,0.000359596635774422,0.0002325035485781028,19.588480125287358
0.49,15.408354777006092,3.0165163694203422e-05,0.8302653567266324,0.000140381465694922,0.4772053696020111,0.0003512755508101593,0.00022803881464359703,19.581546013710778
0.5,15.778715158702502,3.174965247995258e-05,0.8383409935214288,0.00014127401116624974,0.4537824226896485,0.00034333462440199635,0.0002237450975673181,19.574875886183122
0.51,16.14906188152768,3.3441451420021285e-05,0.8464255969421284,0.00014216174005216188,0.4311853515461479,0.0003357420216476538,0.00021961211007516567,19.5684540178567
0.52,16.519395473192727,3.5250163079283865e-05,0.8545187683135379,0.0001430452464161509,0.40938511978665604,0.0003284802320967233,0.0002156313517415845,19.562267310062733
0.53,16.889716424708613,3.7187198738761086e-05,0.8626201371695242,0.0001439251398289931,0.3883537034534732,0.000321526644041759,0.00021179445094187126,19.556302926354753
0.54,17.26002520172032,3.926593734340982e-05,0.8707293505427403,0.00014480198027333935,0.3680640632025994,0.0003148622209357566,0.00020809343723511052,19.550548601394045
0.55,17.630322244297865,4.150000486009234e-05,0.8788460757345603,0.00014567630703714453,0.34849010690716015,0.00030846875875956446,0.00020452142346606036,19.544993773176518
0.56,18.00060796961646,4.390589444649697e-05,0.8869699946217211,0.00014654861333327342,0.3296066598941153,0.0003023300711169666,0.00020107178171818366,19.53962825092934
0.5700000000000001,18.370882773463467,4.650608512671035e-05,0.8951007993624265,0.00014741937615596305,0.3113894367733963,0.00029643193835465434,0.00019773776877725387,19.534441611005988
0.58,18.741147030330794,4.931596048704874e-05,0.9032382065158787,0.00014828902339701527,0.29381499395106664,0.0002907590927897104,0.00019451435346577102,19.529426191859653
0.59,19.111401097615367,5.236217452910454e-05,0.9113819331712316,0.00014915796736065514,0.27686072569516024,0.00028530033304596396,0.0001913954865842825,19.524572599985458
0.6,19.48164531319359,5.5695121990894594e-05,0.9195316888793869,0.00015002660263669471,0.26050483913543365,0.00028004247655506373,0.00018837636609509537,19.519873474205845
0.61,19.85188000036394,5.9307175855026165e-05,0.9276872511974952,0.00015089525135710718,0.24472625244631221,0.0002749753785377863,0.00018545248748991517,19.515321936011308
0.62,20.22210546542851,6.32187135793326e-05,0.9358483831608719,0.0001517642942352894,0.22950464959869785,0.00027008857233935704,0.00018261871662271197,19.510909867056498
0.63,20.59232200153083,6.763565755817763e-05,0.9440146719944764,0.00015263398972468751,0.21482061229585847,0.0002653723993462449,0.00017987172013364373,19.506632419696096
0.64,20.962529887398006,7.243616515188834e-05,0.9521860434110433,0.00015350464981198466,0.20065508431429016,0.00026081832382873505,0.00017720704795724473,19.502482519091185
0.65,21.332729389438196,7.776280467364861e-05,0.9603621680428033,0.00015437653108486325,0.18698993783215317,0.00025641799734479583,0.0001746211681033857,19.4984547810363
0.66,21.702920762264522,8.369365422530778e-05,0.9685427897640717,0.00015524987568718804,0.17380760756460328,0.00025216375275204545,0.00017211060912821968,19.494543844760862
0.67,22.07310424896002,9.033349818514244e-05,0.9767276343237191,0.00015612490483964616,0.16109118566963682,0.0002480484233792704,0.00016967211141234763,19.490744678366593
0.68,22.443280081912825,9.781198411220403e-05,0.9849164105393351,0.0001570018204132885,0.14882438734415895,0.00024406529828455614,0.00016730259606815288,19.487052527390492
0.6900000000000001,22.813448483736757,0.00010629222389172331,0.9931088009992184,0.00015788080537496363,0.13699152206197918,0.0002402080954752442,0.00016499915967680824,19.4834629072289
0.7000000000000001,23.18360966753292,0.00011598276825378246,1.0013044498844483,0.0001587620229779443,0.12557749831896328,0.0002364709268032982,0.00016275906037188588,19.47997158168611
0.71,23.553763837407537,0.00012715372130862594,1.0095029464639722,0.00015964561655379883,0.11456781881820526,0.00023284826537018876,0.00016057970503086867,19.4765745433265
0.72,23.923911189013147,0.00014015837419969877,1.0177038030603396,0.00016053170898276692,0.10394857795262877,0.00022933492082409534,0.0001584586405883363,19.47326800019718
0.73,24.29405191001476,0.00015549165530105382,1.0259063962638486,0.0001614204002625783,0.09370649684726302,0.00022592601377094865,0.00015639354451975763,19.470048361264467
0.74,24.66418618040377,0.0001738021559591428,1.0341099546915675,0.00016231176510034826,0.08382891632144059,0.00022261694337127224,0.00015438221287224446,19.466912218073674
0.75,25.034314172908065,0.0001960524793056956,1.0423133983624984,0.00016320584681510245,0.07430393351170103,0.00021940340569107024,0.0001524225632824384,19.46385634917037
0.76,25.404436053335022,0.00022361257448734784,1.0505152451748714,0.0001641026477922902,0.06512046087106507,0.00021628130356724605,0.00015051260731245445,19.460877678126682
0.77,25.77455198082044,0.000258601056532596,1.0587132694822676,0.00016500211402674725,0.05626853849627282,0.0002132468033189591,0.00014865046106778102,19.45797328904946
0.78,26.144662107975282,0.0003044092927987355,1.0669039780707057,0.00016590410281871413,0.04773980810266716,0.00021029627484765888,0.00014683433077005448,19.45514040529542
0.79,26.51476658098903,0.0003668458324222689,1.0750814659280314,0.0001668083253943554,0.03952858385806457,0.00020742632058953872,0.00014506250514345872,19.4523763763389
0.8,26.88486553936216,0.00045656986770110637,1.0832349835593142,0.00016771422244641246,0.03163415212243985,0.00020463369823198158,0.00014333333954532119,19.449678655053553
0.81,27.254959115271653,0.0005954066292668229,1.091342623241022,0.00016862067894082397,0.024066814853926526,0.00020191543296716401,0.0001416452510438549,19.447044787096058
0.8200000000000001,27.62504743131456,0.0008346835241522403,1.0993529874509342,0.00016952526694407678,0.01686556921780262,0.0001992687824526725,0.00013999667197355314,19.444472339566325
0.8300000000000001,27.995130593892476,0.0013187344072721993,1.1071216977749339,0.00017042186816715899,0.01015969207376645,0.00019669146514246283,0.00013838595553672186,19.441958749292063
0.84,28.365208670025304,0.0025378588368279217,1.1141584811301022,0.00017129191412463453,0.004414968140860527,0.00019418242217823206,0.00013681102962653625,19.43950076984221
0.85,28.735281608475123,0.005918659312111996,1.1190369859313265,0.00017207595816941143,0.0010013972772058431,0.00019174380757004005,0.0001352682534915017,19.437092648453294
0.86,29.105349167394998,0.011916810898987499,1.121302143679606,0.00017268012827981126,0.00027320183462596436,0.00018937654394306344,0.00013375237575729922,19.43472609658409
0.87,29.475411180558282,0.018524198680795526,1.1229625101530725,0.00017311924383516696,0.00016320878091167574,0.00018707301163162603,0.0001322628044803473,19.43240025176583
0.88,29.84546766186375,0.02519616917109884,1.1245628341101908,0.00017346405172509157,0.00011804314721940512,0.0001848275920805198,0.0001308019553902155,19.4301189939859
0.89,30.215518685253283,0.031889095564983226,1.126146725543859,0.00017375884342969776,9.267715499863691e-05,0.0001826368465628996,0.0001293709907166277,19.42788420222252
0.9,30.585564346854177,0.03859274145082595,1.1277243610702896,0.00017402720355596326,7.636307653815331e-05,0.0001804981687101007,0.00012797003290694403,19.425696105452456
0.91,30.955604751949828,0.04530318403492326,1.1292995839763218,0.0001742815809085634,6.495174383239711e-05,0.00017840939970977963,0.00012659867605849175,19.42355409324479
0.92,31.32564000871188,0.052018607748329504,1.1308741218099585,0.00017452854838045042,5.652547037825526e-05,0.0001763686447065989,0.00012525626154621868,19.421457152880265
0.93,31.695670225118533,0.05873801543010758,1.1324488808629105,0.0001747716407181271,5.004516813604652e-05,0.0001743741805500327,0.00012394202259884983,19.41940409860486
0.9400000000000001,32.065695507457804,0.06546080786119943,1.1340243693753969,0.00017501274111143353,4.490278750628938e-05,0.00017242440062177354,0.0001226551515452833,19.417393678478703
0.9500000000000001,32.43571595961474,0.07218659510822176,1.1356008876034644,0.00017525285403146193,4.0718681455782874e-05,0.00017051779937464592,0.00012139483813606009,19.415424634966953
0.96,32.80573168255393,0.07891511631938515,1.1371786088838047,0.0001754925050463285,3.7253683915849914e-05,0.00016865294048615126,0.00012016028296104557,19.413495726675606
0.97,33.17574277438599,0.08564617123325859,1.1387576483302633,0.00017573200609443998,3.433517816373096e-05,0.0001668284628968435,0.00011895071297018081,19.411605752584116
0.98,33.5457493303759,0.09237960694268936,1.1403380761341049,0.00017597152989112908,3.184168344851487e-05,0.00016504306375210537,0.00011776537959187617,19.409753549469755
0.99,33.9157514428763,0.09911530485231006,1.1419199307205248,0.00017621116709034512,2.9688563172341895e-05,0.00016329549857456427,0.00011660356147071593,19.407937996160182
1.0,34.285749201520716,0.10585316252325501,1.1435032367702374,0.00017645096836226815,2.7808521187335367e-05,0.00016158457482626915,0.00011546456369610416,19.406158012422686
1.01,34.65574269323652,0.11259309366640578,1.145088005230912,0.00017669096293350023,2.6150997530383872e-05,0.0001599091526300534,0.00011434771922604222,19.404412561208954
1.02,35.02573200242579,0.11933502984010833,1.146674231460864,0.0001769311662557831,2.4683383947825845e-05,0.00015826813510423188,0.0001132523843071707,19.40270064158222
1.03,35.39571721114211,0.12607890085679213,1.148261914669744,0.00017717158618329413,2.337118706189319e-05,0.0001566604737675823,0.00011217794125099974,19.401021292987743
1.04,35.76569839899863,0.13282464954601664,1.1498510432365192,0.00017741222562745723,2.2192566035791725e-05,0.00015508516096350783,0.00011112379545837952,19.39937359072485
1.05,36.135675642520305,0.13957222206247238,1.1514416049792484,0.00017765308449502242,2.1128296698460022e-05,0.0001535412366384923,0.00011008937865422037,19.397756650922343
1.06,36.50564901740864,0.1463215656859343,1.1530335873271924,0.00017789416242010926,2.016003329081136e-05,0.0001520277524987984,0.0001090741293781078,19.39616960029039
1.07,36.875618595990034,0.15307263737558627,1.1546269710553967,0.00017813545739307592,1.9278057435400315e-05,0.0001505438376948669,0.0001080775283044545,19.39461163083375
1.08,37.24558444989986,0.1598253924508224,1.1562217391917593,0.00017837696751322782,1.847068337895692e-05,0.00014908862347212068,0.00010709905855663664,19.393081938453136
1.09,37.615546648320816,0.16657978992812386,1.157817873259571,0.00017861869002698327,1.7729090005150135e-05,0.0001476612840517101,0.00010613822751991657,19.391579756708413
1.1,37.98550525748375,0.17333578944304767,1.1594153567916503,0.00017886062195350888,1.704394444798738e-05,0.00014626103275012904,0.00010519456466178186,19.390104353411452
1.11,38.35546034174496,0.18009335558915218,1.161014170027624,0.00017910276038214063,1.6410000092293093e-05,0.00014488710946089752,0.00010426761437746711,19.38865501955858
1.12,38.72541196515967,0.1868524529035915,1.1626142935325987,0.00017934510231146697,1.5821857951008597e-05,0.00014353875870609453,0.00010335692370563975,19.387231050248133
1.1300000000000001,39.095360190286485,0.19361304652901357,1.1642157085983214,0.0001795876448091503,1.5274014587858533e-05,0.0001422152667998491,0.00010246206311096792,19.38583177692632
1.1400000000000001,39.465305075660865,0.2003751062033854,1.1658183955015635,0.00017983038482396468,1.4763823234071396e-05,0.00014091599359883112,0.00010158264444206757,19.384456595267668
1.1500000000000001,39.835246682708046,0.20713859817175997,1.1674223354331288,0.00018007331940745735,1.428636493301588e-05,0.00013964023307165522,0.00010071824316630283,19.383104844533463
1.16,40.20518506493055,0.21390349577124537,1.1690275095246603,0.00018031644557199702,1.3840233366078067e-05,0.0001383874100613311,9.986851004083068e-05,19.381775980951936
1.17,40.5751202820394,0.22066976669325775,1.1706338990433975,0.0001805597603620537,1.3421199764111602e-05,0.0001371568496076382,9.903303791325505e-05,19.38046937074477
1.18,40.94505238357781,0.22743738457204002,1.1722414883106764,0.00018080326102452897,1.302629409618259e-05,0.00013594801639372914,9.821150030371829e-05,19.379184505440207
1.19,41.31498142697903,0.23420631899896358,1.1738502587139088,0.00018104694460534146,1.2652148630932606e-05,0.0001347602708402428,9.740351057076998e-05,19.37792078313516
1.2,41.68490745883716,0.24097655106803678,1.1754601897132138,0.00018129080838139247,1.2301661204318514e-05,0.000133593148801259,9.660878203077486e-05,19.376677757168988
1.21,42.05483053332069,0.24774805277795714,1.1770712631743976,0.00018153484947619212,1.1972334786218899e-05,0.00013244605781483738,9.582695507308384e-05,19.375454867618515
1.22,42.424750696592255,0.25452079497125796,1.178683469170946,0.00018177906551809493,1.1656790738238215e-05,0.0001313185153768986,9.505773489969471e-05,19.374251655319547
1.23,42.794667997681195,0.2612947501850118,1.1802967935591144,0.000182023453913933,1.1350656858267056e-05,0.00013021000266217152,9.4300804963597e-05,19.37306762728251
1.24,43.16458248352939,0.2680699032351913,1.1819112117493074,0.00018226801189942003,1.1060625506963561e-05,0.00012912003673401935,9.355586838756862e-05,19.371902321040317
1.25,43.53449419891701,0.27484624405849845,1.1835266959316633,0.00018251273671987786,1.0797397845723813e-05,0.00012804816652156942,9.282264651300853e-05,19.370755302427856
1.26,43.90440318748709,0.28162373698844834,1.185143244895504,0.00018275762609471305,1.0545743558849422e-05,0.00012699397250119768,9.210088041044435e-05,19.369626168013358
1.27,44.27430949335865,0.28840235699281286,1.186760846376508,0.00018300267756496763,1.030121632097319e-05,0.00012595701734708557,9.139030048025249e-05,19.368514497764732
1.28,44.64421315743916,0.2951820872891847,1.1883794826559324,0.0001832478888385207,1.0066040634624212e-05,0.00012493686692102306,9.069064090199302e-05,19.36741987762437
1.29,45.01411422188183,0.30196290758513605,1.1899991384442756,0.00018349325756027897,9.839544197426417e-06,0.00012393310269726238,9.000164341056913e-05,19.366341905192538
1.3,45.384012726505176,0.30874480356300327,1.1916197945146627,0.0001837387814952157,9.625880698584535e-06,0.00012294533430234756,8.932306629245373e-05,19.36528020379555
1.31,45.75390871099116,0.3155277550255445,1.1932414376421312,0.00018398445842385,9.423261455711713e-06,0.00012197318991296042,8.865467785457494e-05,19.364234412283963
1.32,46.123802213746785,0.3223117410164,1.1948640564763107,0.00018423028619647485,9.228513473356311e-06,0.00012101632858439859,8.79962637313214e-05,19.363204196394044
1.33,46.49369327277548,0.329096743536193,1.1964876370518613,0.00018447626265306565,9.041203545069409e-06,0.0001200743845662849,8.734759717886559e-05,19.362189202768402
1.34,46.86358192447982,0.33588274519975453,1.1981121661729623,0.00018472238567178906,8.860697850552818e-06,0.00011914698252921259,8.670844842552132e-05,19.36118907352627
1.35,47.233468204133594,0.3426697299590032,1.1997376302998448,0.00018496865322125173,8.68716277011193e-06,0.00011823379717042175,8.607861411626404e-05,19.360203491674042
1.36,47.60335214728361,0.34945768092152973,1.2013640164842696,0.00018521506325868645,8.520052506715608e-06,0.00011733449583746618,8.545788552402338e-05,19.35923213187933
1.37,47.97323378739931,0.35624658346680016,1.2029913113205677,0.00018546161382771627,8.360056159593004e-06,0.00011644876605768314,8.48460673673824e-05,19.3582746897556
1.3800000000000001,48.34311315859123,0.36303642027035804,1.2046195035498992,0.00018570830300093598,8.205474389083951e-06,0.00011557631830585076,8.424297623235007e-05,19.357330879048686
1.3900000000000001,48.71299029332604,0.36982717655365066,1.2062485807927674,0.00018595512889751648,8.056337922689727e-06,0.00011471686774115618,8.36484319320132e-05,19.356400418695767
1.4000000000000001,49.082865223907234,0.3766188384060877,1.2078785299316706,0.00018620208960293567,7.913413529826515e-06,0.00011387010481404936,8.306224431385522e-05,19.355483012429374
1.41,49.45273798174444,0.3834113916939566,1.2095093388542821,0.00018644918328252193,7.776822052737887e-06,0.00011303575348645478,8.24842403091459e-05,19.354578390309744
1.42,49.82260859770497,0.3902048178947596,1.2111410002885201,0.00018669640829450433,7.64222418726581e-06,0.00011221354853200394,8.191424862360475e-05,19.353686285432186
1.43,50.19247710193281,0.3969991019433292,1.212773504139409,0.00018694376292591766,7.508244158257154e-06,0.00011140322456134885,8.135210203057057e-05,19.352806437139236
1.44,50.56234352390314,0.40379422870971854,1.2144068409534936,0.00018719124551399853,7.373123927953982e-06,0.00011060452393550052,8.079763781706532e-05,19.351938591838973
1.45,50.93220789245879,0.410590217071599,1.2160409678302173,0.00018743885395255096,7.2684643123878726e-06,0.00010981716364653812,8.025070107221435e-05,19.35108250706679
1.46,51.30207024097162,0.41738700942554136,1.2176759145781135,0.00018768658640274814,7.151751656190221e-06,0.0001090409428660773,7.971112892541124e-05,19.350237929355355
1.47,51.67193059613729,0.4241846094143718,1.2193116553454861,0.00018793444151783041,7.038762697702947e-06,0.00010827565137169979,7.917880159228244e-05,19.349404671713902
1.48,52.041788986252335,0.4309830041049919,1.2209481795191222,0.00018818241762766615,6.929285613342386e-06,0.00010752100590475236,7.865354219531465e-05,19.34858245850419
1.49,52.41164543345156,0.4377821834316702,1.2225854787656107,0.0001884305134294619,6.8231814465054356e-06,0.00010677681272522987,7.813522652148977e-05,19.347771095835764
1.5,52.781499956741165,0.44458213875529357,1.2242235459312345,0.00018867872780455353,6.7203230194815175e-06,0.00010604288981068944,7.76237389347373e-05,19.346970403328196
1.51,53.15135258147927,0.45138285855564797,1.2258623714700467,0.00018892705926070255,6.620538362742788e-06,0.00010531898733070342,7.71189209651887e-05,19.34618013381769
1.52,53.52120333424226,0.45818433078724774,1.2275019453562979,0.00018917550623452699,6.523672286414126e-06,0.0001046048836785528,7.662063094570602e-05,19.3454000662315
1.53,53.89105224016197,0.46498654420030083,1.2291422580327638,0.00018942406725192145,6.429630469769079e-06,0.00010390042234400716,7.61287675448808e-05,19.344630042374774
1.54,54.260899330131245,0.4717894847883253,1.2307832978491366,0.00018967274049475,6.338226743355021e-06,0.00010320533360766429,7.564315887873434e-05,19.343869794070933
1.55,54.63074462280202,0.47859314434152217,1.2324250576333584,0.00018992152486440556,6.24944179101041e-06,0.0001025195273278003,7.516374754332794e-05,19.343119231787483
1.56,55.00058814670946,0.4853975099777965,1.2340675265936332,0.00019017041868283182,6.163125269381034e-06,0.00010184277631881824,7.469038832179173e-05,19.34237812892975
1.57,55.370429920740996,0.4922025732870957,1.2357106975530532,0.00019041942083027297,6.079160925763054e-06,0.00010117490150526576,7.422296767766922e-05,19.3416463084511
1.58,55.74026996923656,0.49900832335178025,1.2373545612735672,0.0001906685298730816,5.997434163538727e-06,0.00010051571572773909,7.376136622218222e-05,19.34092358409161
1.59,56.110108311802776,0.5058147515476676,1.2389991102216922,0.0001909177446474215,5.917902132420814e-06,9.986507703426309e-05,7.330549089461146e-05,19.340209810461594
1.6,56.47994497026804,0.5126218481543311,1.2406443360781652,0.00019116706386326313,5.840475928810632e-06,9.922281579460832e-05,7.285523268288104e-05,19.339504817428214
1.61,56.84977996736822,0.5194296030060299,1.2422902302010006,0.00019141648617897753,5.765049372252125e-06,9.85887518736656e-05,7.241047650485065e-05,19.338808425441158
1.62,57.21961332135568,0.5262380081274364,1.2439367855671855,0.0001916660105061895,5.69156678574362e-06,9.796275389880152e-05,7.197113727326684e-05,19.33812050167675
1.6300000000000001,57.589445053178444,0.5330470542273937,1.2455839941774802,0.0001919156356044534,5.619946169020427e-06,9.734466154348009e-05,7.153711186629236e-05,19.337440885194578
1.6400000000000001,57.959275184335844,0.5398567317456182,1.2472318478329756,0.00019216536020222027,5.550100137901699e-06,9.673430855920252e-05,7.110829347346334e-05,19.336769409303475
1.6500000000000001,58.32910373187206,0.546667033298761,1.2488803399442,0.00019241518327930838,5.481988612087026e-06,9.61315750639754e-05,7.068460397751197e-05,19.336105952018855
1.6600000000000001,58.69893071587198,0.5534779500174323,1.250529462823641,0.00019266510364396918,5.415538815999585e-06,9.553630968998423e-05,7.026594579748291e-05,19.335450361033026
1.67,59.068756156650956,0.560289472919637,1.2521792087005812,0.0001929151200914535,5.350675496559192e-06,9.494835868355841e-05,6.985221987754882e-05,19.33480248174056
1.68,59.438580069865374,0.5671015952838598,1.2538295714960743,0.00019316523168079228,5.287367326931753e-06,9.436761731014073e-05,6.944335758498099e-05,19.334162206953405
1.69,59.808402475626984,0.5739143082288296,1.2554805435122158,0.00019341543721865487,5.225541705962509e-06,9.379393386577907e-05,6.90392611219678e-05,19.333529384024512
1.7,60.178223392298946,0.5807276037209066,1.2571321176864876,0.00019366573561075404,5.165142231279587e-06,9.322717508042929e-05,6.863984413701194e-05,19.332903878147953
1.71,60.548042833498364,0.5875414759913582,1.2587842886975447,0.00019391612603339502,5.106147602405814e-06,9.266724988243888e-05,6.824504669698899e-05,19.3322855956998
1.72,60.917860818983954,0.5943559163376142,1.260437048972255,0.0001941666073128701,5.048490364479231e-06,9.211401194750851e-05,6.785477429886007e-05,19.331674389167603
1.73,61.287677366598174,0.601170916975563,1.2620903916386452,0.0001944171783845279,4.9921182242701096e-06,9.156733286332977e-05,6.746894362487405e-05,19.331070128474416
