t,y1,y2,y3,y5,y6,y4
1.1400000000000001,0.0,0.979473128246392,0.044231073471804994,0.012614128872566027,0.0008842263607886931,0.31108996239543163
1.1500000000000001,0.0,0.9875805098426312,0.04564481856026759,0.012934495735755476,0.0009284134435068725,0.3155118874814162
1.16,0.0,0.9956797881096129,0.04709043933057029,0.013260350465451246,0.0009743819128162439,0.31994990932380274
1.17,0.0,1.0037709711466176,0.04856836232912604,0.013591750153421452,0.0010221866029663657,0.3244037873232384
1.18,0.0,1.011854067044831,0.05007901623090396,0.013928752367951831,0.0010718835179774752,0.3288732835459207
1.19,0.0,1.019929083887353,0.05162283184235234,0.014271415158779659,0.0011235298456169847,0.33335816269109714
1.2,0.0,1.027996029749197,0.05320024207725997,0.014619796996016222,0.0011771840239369012,0.3378581923884491
1.21,0.0,1.0360549126973053,0.054811681981266236,0.014973956827738489,0.0012329057133220979,0.34237314290243764
1.22,0.0,1.0441057407905614,0.0564575887519532,0.015333954126804035,0.0012907557771194463,0.34690278689050436
1.23,0.0,1.0521485220797944,0.05813840172722387,0.015699848860306127,0.0013507963238639591,0.35144689954787217
1.24,0.0,1.0601832646077867,0.05985456238816028,0.016071701494349423,0.001413090721381251,0.35600525857583415
1.25,0.0,1.068209976409283,0.06160651436188146,0.016449572998825636,0.0014777036108900028,0.36057764415004223
1.26,0.0,1.0762286655109972,0.06339470342440151,0.016833524852189245,0.0015447009211044247,0.3651638388887961
1.27,0.0,1.084239339931622,0.06521957750348761,0.017223619046233173,0.0016141498823367191,0.369763627821332
1.28,0.0,1.092242007681834,0.06708158664378265,0.0176199180796618,0.0016861190498969163,0.37437679841119065
1.29,0.0,1.1002366767642953,0.06898118277874586,0.0180224848943133,0.001760678375089409,0.37900314086155507
1.3,0.0,1.1082233551736738,0.07091882010729152,0.01843138299090106,0.0018378991272222835,0.38364244753796567
1.31,0.0,1.1162020508966488,0.07289495500387373,0.01884667640624745,0.0019178539305674935,0.3882945130720219
1.32,0.0,1.124172771911917,0.07491004597859152,0.01926842970536723,0.002000616788996941,0.3929591343920736
1.33,0.0,1.132135526190201,0.07696455367807381,0.019696707985657504,0.0020862631005710524,0.3976361106943896
1.34,0.0,1.1400903216942568,0.07905894088636445,0.020131576881087687,0.002174869672127361,0.4023252434143265
1.35,0.0,1.1480371663788829,0.08119367252580724,0.02057310256638944,0.0022665147338690834,0.40702633619749723
1.36,0.0,1.1559760681909272,0.08336921565793098,0.021021351761246636,0.002361277953953699,0.41173919487093974
1.37,0.0,1.1639070350692913,0.08558603925183515,0.02147639169452228,0.0024592404817319214,0.4164636275847127
1.3800000000000001,0.0,1.1718300749449366,0.08784461408846975,0.021938290091843546,0.0025604849742407267,0.42119944485387845
1.3900000000000001,0.0,1.1797451957409035,0.09014541333641185,0.022407115278606643,0.0026650955399492825,0.4259464591082624
1.4000000000000001,0.0,1.1876524053723134,0.0924889122605023,0.02288293613393381,0.002773157789360666,0.43070448487784696
1.41,0.0,1.1955517117463772,0.09487558821281908,0.023365822093159624,0.00288475885082182,0.43547333877120525
1.42,0.0,1.203443122762403,0.09730592062999104,0.023855843151407093,0.0029999873855522537,0.44025283944928806
1.43,0.0,1.2113266463118038,0.0997803910305111,0.02435306986716368,0.003118933602672713,0.44504280759921017
1.44,0.0,1.2192022902781063,0.10229948301205004,0.024857573365857394,0.003241689274233877,0.4498430659080369
1.45,0.0,1.2270700625369577,0.10486368222480202,0.02536942534077759,0.003368347751857545,0.45465343904663147
1.46,0.0,1.2349299709561263,0.10747347568293827,0.02588869798066857,0.0034990040279081263,0.45947375393132456
1.47,0.0,1.2427820233955176,0.11012935252374657,0.026415464057703942,0.0036337546992677374,0.46430383937793185
1.48,0.0,1.250626227707185,0.11283180411499642,0.02694979694325472,0.0037726979749608883,0.4691435260293473
1.49,0.0,1.2584625917353331,0.11558132380465143,0.027491770584035048,0.00391593370784112,0.473992646433258
1.5,0.0,1.266291123316328,0.11837840691254002,0.02804145950505315,0.004063563409999324,0.4788510350182996
1.51,0.0,1.2741118302787027,0.12122355072202609,0.028598938812562244,0.004215690268172069,0.48371852807021143
1.52,0.0,1.2819247204431667,0.12411725447167975,0.029164284197011493,0.004372419159149919,0.48859496370799127
1.53,0.0,1.2897298016226133,0.127060019346948,0.02973757193599692,0.004533856665185753,0.493480181860051
1.54,0.0,1.2975270816221265,0.13005234829702528,0.03031887888019338,0.004700111095957653,0.4983740242918851
1.55,0.0,1.305316568238982,0.13309474543172967,0.030908282398394854,0.004871292526280494,0.5032763347575123
1.56,0.0,1.3130982692626663,0.13618771704389288,0.031505860480818715,0.005047512772864931,0.5081869586718771
1.57,0.0,1.320872192474881,0.13933177126362004,0.0321116917092055,0.005228885422377757,0.5131057431864402
1.58,0.0,1.3286383456495496,0.14252741797514423,0.032725855252485565,0.005415525849655649,0.5180325371873816
1.59,0.0,1.3363967365528255,0.14577516879636704,0.033348430868549016,0.0056075512335683406,0.5229671912753313
1.6,0.0,1.3441473729431008,0.14907553705826043,0.033979498906003575,0.005805080572876141,0.5279095577451024
1.61,0.0,1.3518902625710114,0.15242903763859444,0.03461914029333029,0.006008234696137436,0.5328594905693844
1.62,0.0,1.3596254131794474,0.15583618700115756,0.03526743654581632,0.00621713628000947,0.5378168453768515
1.6300000000000001,0.0,1.3673528325035602,0.1592975033145652,0.035924469779372865,0.006431909870799872,0.5427814794281064
1.6400000000000001,0.0,1.37507252827077,0.16281350634071223,0.03659032270442512,0.006652681896609376,0.5477532515978865
1.6500000000000001,0.0,1.3827845082007744,0.1663847174111096,0.03726507862740494,0.00687958068306413,0.5527320223548812
1.6600000000000001,0.0,1.3904887800055545,0.17001165940322022,0.037948821452243583,0.0071127364690479955,0.5577176537415481
1.67,0.0,1.3981853513893845,0.17369485663057171,0.03864163567429281,0.007352281422740371,0.5627100093704122
1.68,0.0,1.4058742300488338,0.17743483423315135,0.03934360633036427,0.0075983496594247855,0.5677089545158811
1.69,0.0,1.4135554236727812,0.18123211897951197,0.0400548190727356,0.007851077254295073,0.572714355936222
1.7,0.0,1.421228939942421,0.1850872390669881,0.0407753601551775,0.008110602258811772,0.5777260818870421
1.71,0.0,1.42889478653127,0.18900072399382523,0.0415053164252957,0.008377064716803674,0.5827440021210253
1.72,0.0,1.4365529711051765,0.1929731045252296,0.04224477532512038,0.008650606680236572,0.5877679878697145
1.73,0.0,1.4442035013223264,0.19700491265941772,0.04299382489169554,0.008931372224982023,0.5927979118252953
1.74,0.0,1.4518463848332503,0.20109668127107042,0.043752553728511126,0.00921950745888862,0.5978336481611799
1.75,0.0,1.4594816292808308,0.2052489439784896,0.04452105099715425,0.009515160535191075,0.602875072525684
1.76,0.0,1.4671092423003131,0.2094622357485533,0.045299406475644906,0.009818481683523889,0.607922061946966
1.77,0.0,1.4747292315193106,0.2137370925359182,0.046087710529483884,0.010129623217891208,0.6129744948541218
1.78,0.0,1.482341604557814,0.2180740512359327,0.046886054111054856,0.010448739552122114,0.6180322510605479
1.79,0.0,1.4899463690281975,0.22247364964107413,0.04769452875934496,0.010775987215410019,0.6230952117468813
1.8,0.0,1.4975435325352275,0.22693642635243932,0.04851322659550776,0.011111524866263616,0.6281632594487603
1.81,0.0,1.5051331026760661,0.2314629200836157,0.049342240262220075,0.011455513284984174,0.6332362781097726
1.82,0.0,1.5127150870402835,0.23605367036852493,0.05018166299290932,0.011808115415760115,0.638314152983783
1.83,0.0,1.5202894932098647,0.2407092174958022,0.05103158860943364,0.01216949638142684,0.6433967706202386
1.84,0.0,1.527856328759217,0.2454301022986394,0.05189211150639225,0.0125398234931186,0.6484840188649806
1.85,0.0,1.535415601255177,0.25021686610015975,0.052763326649822744,0.01291926626541693,0.6535757868443711
1.86,0.0,1.5429673182570185,0.2550700506587925,0.05364532957589834,0.013307996431499082,0.6586719649494188
1.87,0.0,1.5505114873164596,0.2599901977171511,0.05453821635256272,0.013706187938780407,0.6637724448551483
1.8800000000000001,0.0,1.5580481159776685,0.26497784901888227,0.055442083584908375,0.014114016967579059,0.6688771194983728
1.8900000000000001,0.0,1.5655772117772737,0.2700335463972494,0.056357028427260356,0.014531661953309717,0.6739858830490918
1.9000000000000001,0.0,1.573098782244372,0.275157832023067,0.057283148610155286,0.01495930361651676,0.6790986308677238
1.9100000000000001,0.0,1.5806128349005348,0.2803512480569361,0.058220542411637516,0.015397124963601412,0.6842152595152886
1.92,0.0,1.5881193772598161,0.2856143365883936,0.05916930865537448,0.015845311301663917,0.6893356667380863
1.93,0.0,1.59561841682876,0.2909476395518062,0.06012954670649378,0.01630405025186355,0.6944597514541178
1.94,0.0,1.6031099611064052,0.2963516977984218,0.061101356384419984,0.016773531707929584,0.6995874138016097
1.95,0.0,1.6105940175842954,0.30182705185044517,0.06208483804118314,0.017253947904092924,0.7047185550638326
1.96,0.0,1.6180705937464874,0.307374242067371,0.06308009258191986,0.017745493444824147,0.7098530776371849
1.97,0.0,1.6255396970695586,0.31299380823105677,0.06408722142820467,0.018248365296799584,0.7149908850420651
1.98,0.0,1.6330013350226131,0.3186862894531591,0.0651063265131017,0.018762762801862495,0.7201318819100617
1.99,0.0,1.64045551506729,0.32445222407964636,0.06613751027593846,0.01928888768982441,0.725275973971384
2.0,0.0,1.647902244657771,0.33029214959238923,0.06718087565680116,0.019826944091106607,0.7304230680425395
2.0100000000000002,0.0,1.6553415312407875,0.3362066025078274,0.06823652609075198,0.020377138549221775,0.7355730720142551
2.02,0.0,1.662773382255627,0.34219611810960365,0.06930456548471767,0.02093968001703944,0.7407258948472475
2.0300000000000002,0.0,1.6701978051341406,0.348261229613497,0.07038509813506169,0.021514779797295675,0.7458814465945776
2.04,0.0,1.6776148073007513,0.35440246927497077,0.07147822884825213,0.022102651674458892,0.7510396383335204
2.05,0.0,1.6850243961724618,0.36062036790426416,0.07258406289509202,0.02270351188996441,0.7562003821718066
2.06,0.0,1.692426579158862,0.36691545463292247,0.07370270599126061,0.023317579142328154,0.7613635912422446
2.07,0.0,1.6998213636621342,0.37328825677635746,0.07483426428792034,0.023945074596841292,0.7665291796929721
2.08,0.0,1.7072087570770638,0.3797392996925749,0.0759788443619508,0.024586221895015477,0.7716970626779975
2.09,0.0,1.7145887667910429,0.38626910663706215,0.0771365532058082,0.02524124716377796,0.7768671563480241
2.1,0.0,1.7219614001840808,0.39287819861384377,0.07830749821701216,0.02591037902441743,0.7820393778415649
2.11,0.0,1.7293266646288115,0.39956709470471335,0.0794917872208945,0.02659384859401346,0.7872136452156128
2.12,0.0,1.7366845674905032,0.40633631202971926,0.08068952846751054,0.027291889492117742,0.7923898774225766
2.13,0.0,1.7440351161270589,0.4131863646103075,0.08190083055186785,0.028004737863669228,0.7975679944252658
2.14,0.0,1.751378317889028,0.4201177637321375,0.08312580243870149,0.02873263237899533,0.8027479171227458
2.15,0.0,1.758714180119613,0.42713101780161167,0.0843645534518125,0.029475814241137044,0.8079295673397764
2.16,0.0,1.7660427101546763,0.4342266321933995,0.0856171932626726,0.030234527193002916,0.8131128678171933
2.17,0.0,1.7733639153227483,0.4414051090950623,0.08688383187872008,0.031009017524258598,0.8182977422024543
2.18,0.0,1.7806778029450345,0.44866694734878854,0.08816457963134865,0.031799534077953,0.8234841150403572
2.19,0.0,1.7879843803354218,0.45601264229630756,0.08945954716353911,0.03260632825490236,0.8286719117624518
2.2,0.0,1.7952836548004905,0.46344268577222525,0.09076884541597806,0.03342965396857209,0.8338610586400159
2.21,0.0,1.8025756336395145,0.47095756577033077,0.09209258561545104,0.03426976770517066,0.8390514828156154
2.22,0.0,1.8098603241444744,0.47855776625351104,0.09343087926176126,0.03512692853580801,0.8442431122993933
2.23,0.0,1.8171377336000605,0.4862437670354125,0.09478383811374443,0.036001398104098345,0.8494358759474626
2.24,0.0,1.8244078692836834,0.4940160436084018,0.09615157417538166,0.036893440630034566,0.8546297034527657
2.25,0.0,1.831670738465479,0.5018750669688059,0.09753419968160211,0.03780332291353999,0.8598245253360532
2.2600000000000002,0.0,1.8389263484083171,0.5098213034394428,0.0989318270837772,0.038731314337698414,0.8650202729369936
2.27,0.0,1.8461747063678084,0.5178552144894315,0.10034456903490452,0.039677686871661434,0.8702168784054015
2.2800000000000002,0.0,1.8534158195923114,0.5259772565169438,0.1017725383656677,0.0406427150530152,0.8754142746897077
2.29,0.0,1.8606496953229397,0.5341878805453364,0.10321584803865261,0.04162667592043862,0.8806123955184907
2.3000000000000003,0.0,1.8678763407935703,0.5424875322494831,0.1046746111876987,0.04262984914200226,0.8858111754101425
2.31,0.0,1.8750957632308485,0.5508766516910876,0.10614894108294605,0.04365251697344111,0.8910105496584033
2.32,0.0,1.8823079698541978,0.5593556731078803,0.10763895111009945,0.04469496424941953,0.8962104543227849
2.33,0.0,1.8895129678758256,0.5679250247138851,0.10914475475292151,0.04575747838258989,0.9014108262202779
2.34,0.0,1.89671076450073,0.576585128496812,0.11066646557537525,0.04684034936223502,0.9066116029171685
2.35,0.0,1.9039013669267086,0.5853364000125783,0.1122041972034173,0.04794386975249505,0.9118127227209707
2.36,0.0,1.9110847823443642,0.5941792481769491,0.11375806330643969,0.04906833469017736,0.9170141246724655
2.37,0.0,1.918261017937113,0.6031140750624435,0.1153281775519596,0.050214041822618176,0.9222157485311647
2.38,0.0,1.9254300808811908,0.6121412756838105,0.11691465358770976,0.05138129130770206,0.9274175347679154
2.39,0.0,1.932591978345662,0.6212612377680855,0.11851760506412275,0.05257038590533417,0.9326194245679444
2.4,0.0,1.9397467174924237,0.6304743415423076,0.12013714558978299,0.053781630918143225,0.937821359817112
2.41,0.0,1.9468943054762164,0.6397809595110983,0.12177338871012704,0.055015334184976436,0.9430232830942619
2.42,0.0,1.954034749444628,0.6491814562313473,0.12342644788583274,0.05627180607406869,0.9482251376636883
2.43,0.0,1.9611680565381038,0.6586761880840444,0.12509643647081345,0.05755135947569304,0.9534268674677064
2.44,0.0,1.9682942338899505,0.6682655030432438,0.126783467689815,0.058854309794290856,0.9586284171193202
2.45,0.0,1.975413288626347,0.6779497404440313,0.12848765461392628,0.060180974934548964,0.963829731894605
2.46,0.0,1.9825252278663479,0.6877292307789807,0.13020911010712338,0.06153167519347639,0.9690307577186558
2.47,0.0,1.9896300587218938,0.6976042954200183,0.13194794683777952,0.06290673336582715,0.9742314411665829
2.48,0.0,1.9967277882978154,0.7075752463758399,0.1337042772547735,0.06430647473446649,0.9794317294566004
2.49,0.0,2.0038184236918437,0.7176423860565817,0.13547821355399411,0.06573122703008598,0.9846315704411125
2.5,0.0,2.0109019719946137,0.7278060070263679,0.1372698676528803,0.06718132041799135,0.9898309125998235
2.5100000000000002,0.0,2.017978440289675,0.7380663917530416,0.13907935116453224,0.06865708748426098,0.9950297050329444
2.52,0.0,2.0250478356534964,0.7484238123550656,0.1409067753713916,0.07015886322127306,1.000227897454488
