t,E,ED,E_,ENa,ECl,ED_,ENa_,ECl_,ENaD,ENaD_,ENaCl,ENaCl_
0.45,0.004288888396289578,1.3382728369564495e-05,0.023802596721416495,0.05104595951901039,0.008289833448214285,0.019464134521541086,0.05747588469825004,0.019145677151647326,0.00015996567093335903,0.1401305770003807,0.4600462865547521,0.2160968028908817
0.46,0.004289656089090924,1.3383124521862172e-05,0.023806857130431607,0.05105509654720805,0.008291317294752317,0.01944579247787018,0.05748617225358482,0.019149104021796856,0.00015997040619793906,0.13999852482110792,0.4601286330569658,0.21613548186882317
0.47000000000000003,0.004290422554848583,1.3384055537186824e-05,0.023811110730007974,0.051064218971167995,0.008292798769575987,0.01942747882569465,0.05749644336627453,0.01915252541475948,0.0001599815347572169,0.13986667704429465,0.46021084793995487,0.21617409902598828
0.48,0.004291187803830913,1.3385400772647788e-05,0.023815357576428834,0.05107332691320031,0.008294277892540206,0.01940919352100771,0.05750669817215654,0.019155941375801944,0.0001599976145493112,0.13973503335311735,0.4602929323059938,0.21621265487308153
0.49,0.0042919518471202164,1.3387049526424637e-05,0.023819597730513713,0.0510824205053037,0.00829575468507252,0.01939093651986873,0.0575169368180241,0.019159351953839894,0.00016001732233934137,0.13960359343122858,0.4603748873446095,0.21625114996199965
0.5,0.00429271469296703,1.3388913862683272e-05,0.02382383123878642,0.051091499845579105,0.008297229163113564,0.01937270777842515,0.05752715941628959,0.019162757186299898,0.00016003960701773434,0.13947235696291518,0.4604567139400499,0.21628958471540374
0.51,0.004293476349399999,1.3390932661903471e-05,0.023828058146253515,0.051100565029523946,0.008298701342177785,0.01935450725286829,0.05753736607567373,0.019166157109386156,0.00016006373801414324,0.13934132363277982,0.46053841295306575,0.21632795954206918
0.52,0.004294236820180388,1.3393069323118267e-05,0.023832278473529315,0.05110961610194241,0.00830017122953762,0.019336334899610525,0.057547556845928396,0.01916955173967808,0.00016008927783189327,0.1392104931270165,0.460619984787388,0.21636627462904703
0.53,0.0042949961114965894,1.3395273122540065e-05,0.02383649225515739,0.051118653136463146,0.008301638837152769,0.01931819067493561,0.05755773181048502,0.01917294110496223,0.00016011562016228446,0.13907986513089343,0.46070143010662656,0.21640453029002543
0.54,0.0042957542249688315,1.3397516799482066e-05,0.023840699500140526,0.051127676152368226,0.008303104168154883,0.019300074535405134,0.05756789099108354,0.019176325212480097,0.00016014243915441783,0.13894943933167905,0.4607827490845694,0.2164427266067419
0.55,0.004296511163752338,1.3399797906367932e-05,0.023844900226008152,0.05113668518720911,0.00830456722864236,0.019281986437495218,0.05757803443005397,0.01917970407633166,0.00016016970555205644,0.13881921541602635,0.46086394205963815,0.21648086373834863
0.56,0.00429726693047807,1.3402105743664255e-05,0.02384909444737754,0.05114568027229754,0.00830602802370034,0.01926392633771326,0.05758816216269407,0.019183077708274456,0.00016019729146213895,0.1386891930708136,0.4609450093140258,0.21651894181755785
0.5700000000000001,0.004298021525480581,1.3404434649464865e-05,0.023853282166114546,0.051154661411617106,0.008307486553975776,0.019245894193088645,0.057598274193510136,0.01918644610980936,0.00016022512920706977,0.13855937198667706,0.4610259508836493,0.2165569608613124
0.58,0.0042987749518100145,1.3406773004674112e-05,0.023857463399164065,0.051163628641468,0.008308942825363945,0.019227889960033485,0.057608370563420545,0.019189809294566155,0.00016025307990213096,0.138429751849809,0.4611067670956563,0.21659492102345687
0.59,0.004299527211648476,1.3409111094415224e-05,0.023861638158650965,0.0511725819878204,0.008310396842082497,0.0192099135951572,0.05761845130170454,0.019193167272297616,0.00016028102742400013,0.13830033234782213,0.4611874581841025,0.2166328224140752
0.6,0.004300278306375551,1.3411457403119831e-05,0.02386580645217612,0.05118152146709723,0.008311848606798155,0.019191965055813377,0.05762851642671043,0.01919652004911714,0.00016030907318833078,0.13817111317368677,0.46126802429698976,0.2166706651021519
0.61,0.004301028238116267,1.3413803510344573e-05,0.02386996829154263,0.05119044710458963,0.008313298123618263,0.019174044298664365,0.057638565966939996,0.01919986763451864,0.0001603371165443511,0.13804209401539674,0.46134846566225307,0.21670844919484775
0.62,0.004301777008939456,1.341614226994747e-05,0.023874123688236822,0.05119935892492021,0.008314745396541564,0.019156151280424624,0.057648599950129636,0.01920321003774122,0.00016036507207319871,0.137913274561321,0.46142878250180214,0.2167461747964456
0.63,0.004302524620550789,1.3418480011664542e-05,0.023878272651734606,0.05120825694838913,0.008316190428864856,0.019138285958567897,0.05765861839916166,0.019206547266406908,0.00016039301543511404,0.13778465450529487,0.46150897499859167,0.21678384199297826
0.64,0.004303271074816338,1.3420816449041541e-05,0.023882415192395152,0.05121714119720592,0.008317633224194983,0.019120448290178997,0.05766862133905056,0.01920987932884816,0.00016042094320606806,0.1376562335383538,0.4615890433527831,0.2168214508784948
0.65,0.004304016373706488,1.3423146992599596e-05,0.023886551321152104,0.05122601169482188,0.008319073786340428,0.01910263823208981,0.057678608796197545,0.019213206233859467,0.00016044880052736227,0.13752801134971204,0.46166898777572896,0.216859001552258
0.66,0.004304760519036928,1.3425478513563838e-05,0.02389068104807446,0.0512348684628487,0.00832051211881077,0.01908485574309454,0.05768858079491536,0.019216527989539798,0.00016047666953173398,0.13739998764271158,0.46174880846220046,0.21689649410567846
0.67,0.004305503512681631,1.3427812017483734e-05,0.023894804383560883,0.05124371152359059,0.00832194822522817,0.01906710078076445,0.05769853736031339,0.019219844604253324,0.00016050456223865944,0.13727216211188986,0.46182850561321154,0.21693392863316194
0.68,0.004306245356583345,1.3430141588751933e-05,0.023898921338398983,0.05125254090016893,0.008323382109347622,0.0190493733012278,0.05770847851844095,0.01922315608667714,0.00016053240793803664,0.13714453444139554,0.4619080794371427,0.21697130523264832
0.6900000000000001,0.004306986052634767,1.3432466348614193e-05,0.023903031923093305,0.05126135661511043,0.008324813774827454,0.01903167326166299,0.057718404294663316,0.019226462445260602,0.00016056019612598987,0.1370171043229377,0.46198753013701344,0.21700862399950557
0.7000000000000001,0.0043077256027285946,1.3434785418316267e-05,0.023907136148148402,0.05127015869094176,0.008326243225325991,0.019014000619248416,0.05772831471434576,0.019229763688453083,0.00016058791629864334,0.13688987144822545,0.4620668579158434,0.21704588502910163
0.71,0.004308464008757526,1.3437097919103912e-05,0.023911234024068823,0.05127894715018962,0.008327670464501554,0.018996355331162482,0.05773820980285355,0.01923305982470394,0.0001606155579521213,0.13676283550896784,0.4621460629766521,0.2170830884168045
0.72,0.004309201272614257,1.3439402972222881e-05,0.023915325561359117,0.05128772201538071,0.008329095496012472,0.01897873735458359,0.057748089585551984,0.01923635086246254,0.00016064311058254803,0.13663599619687397,0.4622251455224592,0.21712023425798205
0.73,0.004309937394444318,1.344170961032707e-05,0.02391941076084773,0.051296483288244585,0.008330518320139865,0.018961146651809778,0.05775795406444355,0.01923963680239539,0.0001606706821585282,0.1365093532405114,0.46230410556885587,0.21715732256016376
0.74,0.004310672376609967,1.3444014290921382e-05,0.02392348963563972,0.05130523099689727,0.008331938941449698,0.018943583178643524,0.057767803271172376,0.019242917655043542,0.0001606982303361104,0.13638290632168326,0.46238294336923397,0.21719435344232463
0.75,0.004311406221243849,1.3446314774056343e-05,0.023927562197568506,0.051313965166721674,0.008333357364064112,0.018926046891560112,0.05777763723431231,0.019246193429925222,0.00016072572834085734,0.13625665512703664,0.4624616591523538,0.21723132701189596
0.76,0.004312138930117703,1.3448610867168692e-05,0.02393162845646874,0.05132268581880463,0.008334773591407616,0.018908537748092386,0.05778745597761116,0.01924946413495097,0.0001607531738710324,0.13613059935083247,0.46254025310825886,0.2172682433581645
0.77,0.004312870505003265,1.345090237769517e-05,0.023935688422175076,0.05133139297423301,0.008336187626904723,0.018891055705773197,0.057797259524816735,0.019252729778031323,0.0001607805646248989,0.1360047386873316,0.4626187254269925,0.21730510257041688
0.78,0.004313600947672271,1.345318911307252e-05,0.02393974210452215,0.05134008665409366,0.008337599473979947,0.018873600722135387,0.05780704789967685,0.01925599036707682,0.00016080789830072022,0.1358790728307949,0.4626970762985983,0.21734190473793977
0.79,0.004314330259886549,1.3455470932108767e-05,0.023943789513288977,0.05134876687935556,0.008339009136038647,0.01885617275480629,0.05781682112580488,0.019259245909953236,0.00016083517321080815,0.13575360147616347,0.46277530591205707,0.21737864994951442
0.8,0.004315058442573309,1.3457752019559945e-05,0.023947830653568685,0.05135743366106005,0.00834041661487337,0.01883877176936979,0.05782657921549402,0.019262496410756884,0.0001608624393761613,0.13562832437566114,0.46285341436686844,0.21741533825135947
0.81,0.004315785498003933,1.3460029593114888e-05,0.023951865538001136,0.0513660870262372,0.008341821914874146,0.018821397718595506,0.05783632219926898,0.019265741879654907,0.00016088966353940894,0.13550324118925627,0.4629314019066443,0.2174519697582419
0.8200000000000001,0.004316511427904652,1.3462303696083576e-05,0.023955894176165487,0.05137472699543255,0.008343225039377549,0.01880405056045012,0.057846050100260324,0.019268982324352313,0.00016091684621824168,0.13537835161433306,0.4630092687165489,0.21748854455712763
0.8300000000000001,0.004317236234001694,1.3464574371775997e-05,0.023959916577640884,0.051383353589191674,0.008344625991720154,0.018786730252900306,0.057855762941598624,0.01927221775255411,0.00016094398793035006,0.13525365534827574,0.4630870149817469,0.2175250627349826
0.84,0.004317959918021289,1.346684166350213e-05,0.02396393275200648,0.051391966828060104,0.008346024775238532,0.01876943675391275,0.05786546074641447,0.019275448171965304,0.00016097108919342466,0.13512915208846857,0.4631646408874028,0.21756152437877277
0.85,0.0043186824816896655,1.3469105614571958e-05,0.02396794270884143,0.0514005667325834,0.00834742139326926,0.018752170021454122,0.05787514353783843,0.019278673590290903,0.00016099815052515607,0.13500484153229575,0.4632421466186809,0.21759792957546403
0.86,0.004319403926748517,1.3471366234918225e-05,0.023971946457812032,0.05140915332349104,0.008348815849178792,0.018734930015174178,0.05788481133921168,0.019281894015306028,0.00016102517204427154,0.1348807233892587,0.46331953236240364,0.21763427841281419
0.87,0.004320124254978307,1.3473623450791748e-05,0.023975944008803127,0.05141772662197364,0.008350208146408505,0.0187177166989424,0.05789446417440338,0.019285109454961598,0.00016105215286923535,0.1347567973992384,0.46339679830954994,0.21767057098056614
0.88,0.004320843468068688,1.3475877384451847e-05,0.023979935371187703,0.0514262866481417,0.00835159828822429,0.018700530026744377,0.057904102066045966,0.019288319916796765,0.00016107909446143169,0.13463306323095758,0.46347394464136277,0.21770680736381293
0.89,0.004321561567750022,1.347812807028841e-05,0.023983920554568196,0.05143483342258992,0.008352986277970705,0.018683369956996602,0.05791372503732631,0.019291525408535275,0.00016110599723192788,0.13450952058503882,0.46355097154344965,0.21774298764973207
0.9,0.004322278555752671,1.3480375542691325e-05,0.02398789956854706,0.051443366965913014,0.008354372118992311,0.018666236448115544,0.05792333311143126,0.01929472593790088,0.0001611328615917912,0.1343861691621046,0.4636278792014181,0.21777911192550117
0.91,0.0043229944338069965,1.348261983605048e-05,0.023991872422726733,0.05145188729870567,0.008355755814633669,0.018649129458517693,0.05793292631154768,0.019297921512617323,0.00016115968795208895,0.13426300866277757,0.46370466780087577,0.21781518027829774
0.92,0.00432370920364336,1.3484860984755762e-05,0.023995839126709658,0.05146039444156262,0.008357137368239337,0.01863204894661953,0.057942504660862426,0.019301112140408347,0.00016118647672388846,0.13414003878768022,0.4637813375274301,0.21785119279529935
0.93,0.0043244228667732015,1.3487098278587074e-05,0.02399979968889169,0.05146888841247188,0.008358516782730658,0.018614994885772552,0.057952068179649624,0.019304297828027235,0.00016121321941782628,0.13401725934495864,0.46385788854319787,0.21788714955273253
0.9400000000000001,0.004325135424812786,1.3489331363871035e-05,0.02400375411824644,0.05147736923066967,0.00835989406123162,0.018597967242176827,0.057961616889578134,0.019307478582691957,0.00016123991180639344,0.13389467009127276,0.463934321021544,0.21792305063206746
0.9500000000000001,0.004325846879731071,1.3491561086507996e-05,0.024007702425691356,0.05148583691959156,0.00836126920754803,0.018580965957971957,0.05797115081700924,0.01931065441318392,0.000161266564000759,0.13377227061006094,0.46401063517367747,0.21795889613241673
0.96,0.0043265572332530575,1.3493787462657818e-05,0.024011644620799338,0.05149429149976844,0.008362642225014087,0.018563990991940074,0.05798066998505848,0.019313825327203115,0.00016129317619408408,0.13365006060457818,0.46408683118463073,0.21799468614068973
0.97,0.004327266487103748,1.349601050848036e-05,0.02401558071314329,0.05150273299173119,0.008364013116963989,0.018547042302863304,0.05799017441684141,0.01931699133244952,0.00016131974857952987,0.13352803977807953,0.46416290923943615,0.21803042074379594
0.98,0.004327974643008145,1.3498230240135483e-05,0.024019510712296112,0.05151116141601072,0.008365381886731933,0.018530119849523786,0.05799966413547356,0.01932015243662313,0.00016134628135025753,0.13340620783381996,0.46423886952312615,0.2180661000286448
0.99,0.00432868170269125,1.3500446673783052e-05,0.02402343462783071,0.05151957679313789,0.00836674853765212,0.01851322359070364,0.0580091391640705,0.019323308647423924,0.00016137277469942818,0.13328456447505455,0.46431471222073323,0.2181017240821457
1.0,0.004329387667878067,1.3502659825582927e-05,0.024027352469319994,0.051527979143643605,0.008368113073058745,0.018496353485185007,0.05801859952574776,0.019326459972551894,0.00016139922882020302,0.13316310940503823,0.4643904375172897,0.21813729299120813
1.01,0.004330092540293595,1.3504869711694967e-05,0.024031264246336857,0.05153636848805875,0.008369475496286008,0.01847950949175001,0.0580280452436209,0.01932960641970702,0.0001614256439057432,0.13304184232702607,0.4644660455978281,0.2181728068427415
1.02,0.00433079632166284,1.3507076348279036e-05,0.024035169968454208,0.05154474484691422,0.008370835810668107,0.018462691569180782,0.05803747634080546,0.01933274799658929,0.00016145202014920988,0.13292076294427307,0.4645415366473808,0.21820826572365531
1.03,0.004331499013710802,1.3509279751494995e-05,0.024039069645244947,0.05155310824074089,0.00837219401953924,0.018445899676259456,0.058046892840416975,0.019335884710898695,0.00016147835774376422,0.13279987096003426,0.46461691085098017,0.21824366972085893
1.04,0.0043322006181624835,1.3511479937502704e-05,0.024042963286281985,0.051561458690069666,0.008373550126233606,0.018429133771768157,0.05805629476557101,0.019339016570335217,0.00016150465688256736,0.1326791660775646,0.46469216839365873,0.21827901892126184
1.05,0.004332901136742888,1.3513676922462024e-05,0.024046850901138218,0.05156979621543142,0.008374904134085403,0.01841239381448902,0.0580656821393831,0.01934214358259884,0.00016153091775878044,0.13255864800011918,0.46476730946044886,0.21831431341177343
1.06,0.004333600571177015,1.351587072253282e-05,0.024050732499386548,0.051578120837357036,0.008376256046428828,0.01839567976320417,0.0580750549849688,0.019345265755389557,0.0001615571405655647,0.13243831643095294,0.464842334236383,0.21834955327930322
1.07,0.00433429892318987,1.351806135387495e-05,0.024054608090599887,0.05158643257637742,0.008377605866598081,0.018378991576695744,0.05808441332544365,0.019348383096407348,0.00016158332549608118,0.13231817107332094,0.46491724290649356,0.21838473861076058
1.08,0.004334996194506453,1.3520248832648274e-05,0.02405847768435113,0.05159473145302346,0.00837895359792736,0.01836232921374587,0.058093757183923206,0.019351495613352202,0.00016160947274349114,0.1321982116304782,0.46499203565581293,0.218419869493055
1.09,0.004335692386093534,1.3522432818317855e-05,0.02406234128601177,0.05160301747880076,0.008380299242285245,0.018345692652801063,0.058103086573378544,0.019354603310544737,0.00016163557823733094,0.132078437947252,0.4650667125880355,0.21845494597495504
1.1,0.004336387498186832,1.3524612626442705e-05,0.02406619889690253,0.051611290656513265,0.008381642800127246,0.018329081891267186,0.05811240149700001,0.019357706189047353,0.00016166163379637813,0.131958850004966,0.4651412737284337,0.21848996806845597
1.11,0.004337081534235027,1.352678908405013e-05,0.024070050536147292,0.05161955102720883,0.00838298427811932,0.0183124968432237,0.05812170200096436,0.0193608042642423,0.00016168764930621013,0.1318394471850417,0.46521571944694434,0.2185249359471721
1.12,0.004337774495933103,1.3528962193177907e-05,0.024073896213152625,0.051627798611061024,0.008384323679537642,0.018295937468231282,0.05813098810798549,0.019363897543695767,0.00016171362479118476,0.1317202291963392,0.46529004992537953,0.21855984969650274
1.1300000000000001,0.0043384663849760415,1.3531131955863811e-05,0.024077735937325092,0.05163603342824342,0.008385661007658385,0.018279403725850598,0.058140259840777336,0.01936698603497395,0.00016173956027565984,0.13160119574771853,0.4653642653455513,0.21859470940184736
1.1400000000000001,0.0043391572030588264,1.353329837414562e-05,0.024081569718071252,0.05164425549892956,0.008386996265757719,0.018262895575642327,0.0581495172220538,0.019370069745643037,0.00016176545578399322,0.1314823465480398,0.46543836588927195,0.21862951514860526
1.1500000000000001,0.004339846951876439,1.3535461450061108e-05,0.024085397564797672,0.05165246484329303,0.008388329457111817,0.01824641297716714,0.058158760274528785,0.019373148683269222,0.00016179131134054273,0.13136368130616308,0.4655123517383535,0.2186642670221759
1.16,0.004340535633123863,1.3537621185648053e-05,0.024089219486910916,0.05166066148150738,0.008389660584996851,0.018229955889985713,0.05816798902091622,0.019376222855418693,0.00016181712696966614,0.13124519973094845,0.46558622307460806,0.21869896510795864
1.17,0.00434122324849608,1.353977758294423e-05,0.024093035493817545,0.05166884543374618,0.008390989652688995,0.018213524273658712,0.058177203483930004,0.019379292269657646,0.00016184290269572133,0.13112690153125597,0.4656599800798478,0.21873360949135284
1.18,0.004341909799688073,1.3541930643987415e-05,0.024096845594924123,0.051677016720183,0.008392316663464417,0.01819711808774682,0.05818640368628406,0.019382356933552274,0.00016186863854306607,0.13100878641594568,0.4657336229358849,0.21876820025775795
1.19,0.004342595288394826,1.3544080370815385e-05,0.024100649799637212,0.051685175360991396,0.008393641620599294,0.0181807372918107,0.05819558965069229,0.019385416854668765,0.00016189433453605824,0.13089085409387774,0.4658071518245313,0.2188027374925733
