t,G3P
1.21,18.542977798740683
1.22,18.49929119288633
1.23,18.455631015560545
1.24,18.411997357582557
1.25,18.368390310121534
1.26,18.32480996469829
1.27,18.281256413186977
1.28,18.237729747816797
1.29,18.194230061173673
1.3,18.150757446201965
1.31,18.10731199620615
1.32,18.06389380485254
1.33,18.020502966170955
1.34,17.977139574556436
1.35,17.933803724770932
1.36,17.89049551207315
1.37,17.847215034889413
1.3800000000000001,17.803962390756016
1.3900000000000001,17.7607376765444
1.4000000000000001,17.717540989538765
1.41,17.67437242743866
1.42,17.631232088361593
1.43,17.588120070845644
1.44,17.545036473852047
1.45,17.501981396767803
1.46,17.458954939408287
1.47,17.415957202019825
1.48,17.372988285282332
1.49,17.33004829031188
1.5,17.287137318663323
1.51,17.244255472332885
1.52,17.201402853760765
1.53,17.15857956583375
1.54,17.1157857118878
1.55,17.073021395710654
1.56,17.03028672154444
1.57,16.987581794088264
1.58,16.94490671850083
1.59,16.90226160040302
1.6,16.85964654588051
1.61,16.817061661486367
1.62,16.7745070542742
1.6300000000000001,16.731982832489475
1.6400000000000001,16.68948910454013
1.6500000000000001,16.647025979036197
1.6600000000000001,16.604593565077778
1.67,16.562191972257853
1.68,16.51982131066513
1.69,16.477481690886876
1.7,16.435173224011763
1.71,16.392896021632676
1.72,16.350650195849592
1.73,16.30843585927237
1.74,16.26625312502362
1.75,16.224102106741526
1.76,16.181982918582673
1.77,16.139895675224903
1.78,16.097840491870134
1.79,16.055817484247203
1.8,16.0138267686147
1.81,15.971868461763796
1.82,15.929942681021098
1.83,15.88804954425147
1.84,15.846189169860866
1.85,15.804361676799177
1.86,15.762567184563055
1.87,15.720805813198764
1.8800000000000001,15.679077683219232
1.8900000000000001,15.637382913507558
1.9000000000000001,15.595721624418447
1.9100000000000001,15.554093937732238
1.92,15.512499975763571
1.93,15.470939861363508
1.94,15.429413717921655
1.95,15.38792166936828
1.96,15.346463840176439
1.97,15.30504035536409
1.98,15.263651340496224
1.99,15.222296921686972
2.0,15.18097722560174
2.0100000000000002,15.139692379459321
2.02,15.098442511034023
2.0300000000000002,15.057227748657775
2.04,15.016048221222272
2.05,14.974904058181076
2.06,14.93379538955174
2.07,14.89272234591794
2.08,14.851685058431583
2.09,14.810683658814938
2.1,14.769718279362746
2.11,14.728789052944355
2.12,14.687896113005827
2.13,14.647039593572071
2.14,14.606219629248132
2.15,14.56543635519942
2.16,14.524689907185659
2.17,14.483980421563182
2.18,14.443308035277452
2.19,14.402672885865195
2.2,14.362075111456493
2.21,14.32151485077691
2.22,14.2809922431496
2.23,14.240507428497425
2.24,14.20006054734506
2.25,14.15965174082112
2.2600000000000002,14.119281150660258
2.27,14.078948919205295
2.2800000000000002,14.038655189409315
2.29,13.998400104837797
2.3000000000000003,13.958183809670711
2.31,13.918006448704649
2.32,13.87786816735492
2.33,13.837769111657682
2.34,13.797709428272043
2.35,13.757689264482176
2.36,13.717708768199438
2.37,13.677768087964477
2.38,13.637867372949353
2.39,13.59800677295964
2.4,13.558186438427498
2.41,13.518406520150048
2.42,13.478667169668828
2.43,13.438968539282444
2.44,13.399310781929865
2.45,13.359694051192442
2.46,13.32011850129595
2.47,13.280584287112584
2.48,13.241091564163007
2.49,13.201640488618356
2.5,13.162231217302274
2.5100000000000002,13.122863907692928
2.52,13.08353871792504
2.5300000000000002,13.044255806791899
2.54,13.005015333747396
2.5500000000000003,12.965817458908035
2.56,12.926662343054968
2.57,12.88755014763601
2.58,12.848481034767662
2.59,12.809455167237147
2.6,12.770472708504409
2.61,12.731533822704161
2.62,12.692638674647894
2.63,12.653787429825902
2.64,12.614980254409307
2.65,12.576217315252087
2.66,12.537498779863881
2.67,12.498824815479075
2.68,12.46019559037236
2.69,12.421611273928606
2.7,12.383072036212427
2.71,12.344578047969888
2.72,12.306129480630197
2.73,12.267726506307422
2.74,12.229369297802178
2.75,12.191058028603345
2.7600000000000002,12.152792872889755
2.77,12.114574005531908
2.7800000000000002,12.07640160209366
2.79,12.038275838833945
2.8000000000000003,12.000196892708454
2.81,11.962164941371357
2.82,11.924180163176993
2.83,11.88624273718158
2.84,11.848352843144918
2.85,11.810510661532074
2.86,11.772716373515117
2.87,11.734970160974784
2.88,11.697272206502214
2.89,11.659622693400626
2.9,11.622021805687037
2.91,11.584469728093959
2.92,11.546966646014845
2.93,11.50951274352671
2.94,11.472108206132646
2.95,11.43475322097406
2.96,11.397447975888204
2.97,11.360192659409185
2.98,11.322987460768989
2.99,11.285832569898494
3.0,11.2487281774285
3.0100000000000002,11.21167447469073
3.02,11.17467165371887
3.0300000000000002,11.137719907249569
3.04,11.10081942872347
3.0500000000000003,11.063970412286222
3.06,11.027173052789507
3.0700000000000003,10.990427545792047
3.08,10.953734087560631
3.09,10.917092875071136
3.1,10.880504106009534
3.11,10.843967978772929
3.12,10.807484692470554
3.13,10.771054446924813
3.14,10.734677442672277
3.15,10.698353880964723
3.16,10.662083963770138
3.17,10.625867893773748
3.18,10.589705874313452
3.19,10.553598106788588
3.2,10.51754479405618
3.21,10.481546140869987
3.22,10.445602352644013
3.23,10.409713635451606
3.24,10.373880196024556
3.25,10.338102241752196
3.2600000000000002,10.302379980680488
3.27,10.266713621511133
3.2800000000000002,10.231103373600652
3.29,10.195549446959504
3.3000000000000003,10.160052052251155
3.31,10.124611400791206
3.3200000000000003,10.089227704546461
3.33,10.053901176134046
3.34,10.018632028820491
3.35,9.983420476520834
3.36,9.94826673379772
3.37,9.913171015860485
3.38,9.87813353855261
3.39,9.843154517037487
3.4,9.808234167259071
3.41,9.773372706568887
3.42,9.73857035292717
3.43,9.703827324900912
3.44,9.669143841661944
3.45,9.634520122984965
3.46,9.599956389245623
3.47,9.565452861418557
3.48,9.531009761075465
3.49,9.49662731038316
3.5,9.462305732101624
3.5100000000000002,9.428045249582066
3.52,9.393846086764988
3.5300000000000002,9.35970846817823
3.54,9.325632618935039
3.5500000000000003,9.291618764732121
3.56,9.257667131847702
3.5700000000000003,9.223777947139581
3.58,9.189951438041355
3.59,9.156187829810854
3.6,9.12248734790679
3.61,9.088850220473583
3.62,9.05527667614745
3.63,9.021766944052047
3.64,8.98832125379408
3.65,8.954939835458948
3.66,8.921622919606365
3.67,8.888370737265998
3.68,8.855183519933084
3.69,8.822061499564068
3.7,8.78900490857223
3.71,8.756013979823315
3.72,8.723088946631158
3.73,8.690230042753319
3.74,8.65743750238671
3.75,8.624711560163226
3.7600000000000002,8.592052451145364
3.77,8.55946041082187
3.7800000000000002,8.526935675103354
3.79,8.494478478172121
3.8000000000000003,8.462089053478078
3.81,8.429767637007052
3.8200000000000003,8.397514465044743
3.83,8.365329774162582
3.84,8.333213801209132
3.85,8.30116678330153
3.86,8.26918895781691
3.87,8.237280562383814
3.88,8.20544183487364
3.89,8.173673013392039
3.9,8.141974336270362
3.91,8.11034604205707
3.92,8.078788369509173
3.93,8.047301557583632
3.94,8.01588584542881
3.95,7.984541471694116
3.96,7.953268674189205
3.97,7.922067692018957
3.98,7.890938764437291
3.99,7.859882130794479
4.0,7.828898030526658
4.01,7.797986703145307
4.0200000000000005,7.76714838822675
4.03,7.736383325401659
4.04,7.7056917543445325
4.05,7.6750739147632
4.0600000000000005,7.644530046388312
4.07,7.6140603889628515
4.08,7.583665182231602
4.09,7.55334466593066
4.1,7.523099079776927
4.11,7.492928662572499
4.12,7.46283365036214
4.13,7.43281428143562
4.14,7.402870794180424
4.15,7.37300342680724
4.16,7.343212417335559
4.17,7.313498003579244
4.18,7.28386042313212
4.19,7.254299913353563
4.2,7.224816711354084
4.21,7.195411053980909
4.22,7.166083177803566
4.23,7.1368333190994715
4.24,7.10766171383952
4.25,7.078568597673658
4.26,7.049554205916474
4.2700000000000005,7.020618773046682
4.28,6.991762530215414
4.29,6.962985710138686
4.3,6.934288545550786
4.3100000000000005,6.905671268677513
4.32,6.877134111217988
4.33,6.84867730432644
4.34,6.820301078594023
4.3500000000000005,6.792005664030611
4.36,6.7637912900466075
4.37,6.735658185434741
4.38,6.707606578351868
4.39,6.67963669630078
4.4,6.651748766112001
4.41,6.623943013925599
4.42,6.596219665172976
4.43,6.568578944320582
4.44,6.541021071876432
4.45,6.513546269075154
4.46,6.486154757176426
4.47,6.458846756532767
4.48,6.431622486567284
4.49,6.404482165751439
4.5,6.377426011582789
4.51,6.350454240562751
4.5200000000000005,6.32356706817435
4.53,6.296764708859988
4.54,6.270047375999177
4.55,6.2434152818863105
4.5600000000000005,6.216868637708411
4.57,6.190407653522895
4.58,6.16403253823531
4.59,6.137743493891971
4.6000000000000005,6.111540737150417
4.61,6.085424463060243
4.62,6.059394874715831
4.63,6.033452173820997
4.64,6.007596560666107
4.65,5.981828234104924
4.66,5.956147391531241
4.67,5.930554228855244
4.68,5.905048940479652
4.69,5.879631719275601
4.7,5.854302756558302
4.71,5.829062242062428
4.72,5.803910363917287
4.73,5.778847308621729
4.74,5.753873261018836
4.75,5.728988404269742
4.76,5.704192918168766
4.7700000000000005,5.679486980358464
4.78,5.654870767923675
4.79,5.630344456058783
4.8,5.605908218034251
4.8100000000000005,5.581562225162711
4.82,5.557306646764624
4.83,5.53314165013351
4.84,5.509067400500759
4.8500000000000005,5.485084061000003
4.86,5.461191792631068
4.87,5.437390754223488
4.88,5.413681102399595
4.89,5.3900629915371825
4.9,5.366536573731737
4.91,5.343101998758245
4.92,5.319759414079672
4.93,5.296508965861729
4.94,5.273350797487538
4.95,5.250285049517164
4.96,5.22731186004658
4.97,5.204431364670339
4.98,5.181643696443884
4.99,5.158948985845553
5.0,5.136347360738213
5.01,5.11383894633059
5.0200000000000005,5.091423865138253
5.03,5.069102236944267
5.04,5.046874178759501
5.05,5.024739804782619
5.0600000000000005,5.002699226359717
5.07,4.980752551943655
5.08,4.958899887053013
5.09,4.937141334711145
5.1000000000000005,4.915476997996417
5.11,4.89390697504293
5.12,4.8724313604912535
5.13,4.851050245985936
5.14,4.82976372014184
5.15,4.8085718685103975
5.16,4.787474773545802
5.17,4.7664725145711
5.18,4.745565167744225
5.19,4.724752806023943
5.2,4.7040354991357285
5.21,4.683413313537549
5.22,4.662886312385581
5.23,4.642454555499849
5.24,4.62211809932979
5.25,4.601876996919721
5.26,4.5817312987197685
5.2700000000000005,4.561681053679604
5.28,4.541726305478044
5.29,4.52186709422605
5.3,4.5021034565745515
5.3100000000000005,4.482435425686901
5.32,4.462863031211459
5.33,4.443386299254292
5.34,4.424005252352006
5.3500000000000005,4.4047199094447
5.36,4.385530285849049
5.37,4.366436393231496
5.38,4.347438239581592
5.39,4.328535829185446
5.4,4.309729162599294
5.41,4.291018236623215
5.42,4.272403044274943
5.43,4.253883576154173
5.44,4.235459819924673
5.45,4.21713175797999
5.46,4.198899368925813
5.47,4.180762627567495
5.48,4.1627215048915245
5.49,4.1447759680473135
5.5,4.126925980329282
5.51,4.109171501159265
5.5200000000000005,4.09151248606923
5.53,4.073948886684308
5.54,4.056480650706119
5.55,4.03910772189643
5.5600000000000005,4.021830040061114
5.57,4.004647541034421
5.58,3.9875601566635575
5.59,3.9705678148339434
5.6000000000000005,3.953670441490053
5.61,3.936867958224437
5.62,3.920160281701398
5.63,3.9035473246336796
5.64,3.887028995775798
5.65,3.87060519991788
5.66,3.8542758378800035
5.67,3.838040806507032
5.68,3.8218999986639592
5.69,3.8058533032317468
5.7,3.7899006051036777
5.71,3.774041785182188
5.72,3.758276720376223
5.73,3.7426052835990786
5.74,3.727027343766756
5.75,3.7115427657968056
5.76,3.6961514108125266
5.7700000000000005,3.6808531379288825
5.78,3.6656478012415965
5.79,3.650535250480186
5.8,3.6355153314717645
5.8100000000000005,3.6205878861488636
5.82,3.605752752557931
5.83,3.5910097648684802
5.84,3.576358753382917
5.8500000000000005,3.561799544547023
5.86,3.5473319609611162
5.87,3.532955821391856
5.88,3.518670940784736
5.89,3.5044771302772264
5.9,3.490374197212588
5.91,3.476361945154354
5.92,3.4624401739014665
5.93,3.4486086798382054
5.94,3.434867256755034
5.95,3.4212156938415546
5.96,3.407653776531424
5.97,3.3941812866404
5.98,3.380798002389304
5.99,3.3675036984277615
6.0,3.3542981458586985
6.01,3.341181112263619
6.0200000000000005,3.3281523617286495
6.03,3.3152116548713533
6.04,3.30235874886831
6.05,3.2895933974834684
6.0600000000000005,3.2769153510972715
6.07,3.264324356736548
6.08,3.25182015810517
6.09,3.2394024956154888
6.1000000000000005,3.2270711065171804
6.11,3.2148257249443644
6.12,3.202666081707278
6.13,3.1905919044640143
6.140000000000001,3.1786029177592163
6.15,3.166698843060717
6.16,3.1548793987969486
6.17,3.1431443003951536
6.18,3.131493260320371
6.19,3.119925988115212
6.2,3.108442190440425
6.21,3.097041571116233
6.22,3.0857238311644717
6.23,3.0744886688515027
6.24,3.063335779731922
6.25,3.052264856693039
6.26,3.0412755899961565
6.2700000000000005,3.0303676664879156
6.28,3.019540770435503
6.29,3.008794584112111
6.3,2.998128787309737
6.3100000000000005,2.9875430573853015
6.32,2.9770370693074724
6.33,2.9666104957041783
6.34,2.956263006910833
6.3500000000000005,2.945994271019252
6.36,2.935803953927278
6.37,2.925691719389095
6.38,2.915657229066252
6.390000000000001,2.9057001425793842
6.4,2.895820117560634
6.41,2.886016809706769
6.42,2.8762898728330066
6.43,2.8666389587939882
6.44,2.85706371555775
6.45,2.8475637902211393
6.46,2.83813882876343
6.47,2.828788475460854
6.48,2.8195123729381986
6.49,2.8103101622209343
6.5,2.8011814827878623
6.51,2.7921259726242873
6.5200000000000005,2.7831432682757127
6.53,2.774233004902065
6.54,2.7653948163324307
6.55,2.7566283351203262
6.5600000000000005,2.7479331925994863
6.57,2.739309018940183
6.58,2.7307554432060557
6.59,2.7222720934114766
6.6000000000000005,2.7138585961608137
6.61,2.705514574975383
6.62,2.6972396537682215
6.63,2.6890334557711624
6.640000000000001,2.6808956032944073
6.65,2.6728257177740824
6.66,2.664823419819874
6.67,2.6568883292627627
6.68,2.649020065202842
6.69,2.641218246057222
6.7,2.6334824896080327
6.71,2.6258124130505003
6.72,2.618207633041126
6.73,2.6106677657462534
6.74,2.603192426906493
6.75,2.5957812318675697
6.76,2.5884337956238435
6.7700000000000005,2.5811497328744992
6.78,2.5739286580723606
6.79,2.5667701854727882
6.8,2.559673929182681
6.8100000000000005,2.552639503209565
6.82,2.545666521510773
6.83,2.5387545980427193
6.84,2.5319033468102656
6.8500000000000005,2.5251123819161774
6.86,2.5183813176106793
6.87,2.5117097676522304
6.88,2.5050973448844682
6.890000000000001,2.4985436634805414
6.9,2.4920483378889746
6.91,2.4856109828298893
6.92,2.4792312133355274
6.93,2.4729086447905386
6.94,2.4666428929720445
6.95,2.4604335740894783
6.96,2.454280304824191
6.97,2.4481827023688374
6.98,2.4421403844665304
6.99,2.4361529694497737
7.0,2.430220076221145
7.01,2.4243413238388802
7.0200000000000005,2.4185163323023
7.03,2.412744722420981
7.04,2.4070261157469774
7.05,2.4013601346094204
7.0600000000000005,2.3957464021487835
7.07,2.3901845423508243
7.08,2.384674180080198
7.09,2.379214941113744
7.1000000000000005,2.3738064521734454
7.11,2.3684483409590635
7.12,2.3631402361804383
7.13,2.357881767588793
7.140000000000001,2.352672565587553
7.15,2.3475122615808504
7.16,2.342400488360616
7.17,2.3373368798450276
7.18,2.3323210711056492
7.19,2.327352698394133
7.2,2.322431399168487
7.21,2.3175568121189025
7.22,2.312728577193147
7.23,2.3079463356215233
7.24,2.3032097299413876
7.25,2.2985184040212325
7.26,2.2938720030843363
7.2700000000000005,2.289270173629715
7.28,2.284712563265323
7.29,2.280198821236623
7.3,2.275728598232385
7.3100000000000005,2.271301546382164
7.32,2.2669173192753496
7.33,2.2625755719797076
7.34,2.258275961059426
7.3500000000000005,2.254018144592654
7.36,2.2498017821885403
7.37,2.2456265350037654
7.38,2.241492065758576
7.390000000000001,2.2373980387523136
7.4,2.2333441198765662
7.41,2.2293299765998906
7.42,2.2253552780234447
7.43,2.221419694891636
7.44,2.217522899595674
7.45,2.213664566185899
7.46,2.2098443703835935
7.47,2.2060619895922935
7.48,2.2023171029085837
7.49,2.1986093911323903
7.5,2.1949385367767587
7.51,2.191304224077124
7.5200000000000005,2.1877061390000754
7.53,2.184143969251609
7.54,2.1806174044198907
7.55,2.1771261359295777
7.5600000000000005,2.173669856816594
7.57,2.1702482618897223
7.58,2.1668610477374286
7.59,2.163507912733396
7.6000000000000005,2.16018855704155
7.61,2.1569026826205895
7.62,2.1536499932280075
7.63,2.150430194423617
7.640000000000001,2.1472429935725716
7.65,2.1440880998478855
7.66,2.1409652242324513
7.67,2.1378740795205537
7.68,2.134814380318888
7.69,2.1317858430470666
7.7,2.1287881859376356
7.71,2.1258211290355784
7.72,2.122884394197325
7.73,2.119977705089256
7.74,2.117100787185706
7.75,2.114253368081858
7.76,2.1114351781752196
7.7700000000000005,2.1086459488623395
7.78,2.1058854132905456
7.79,2.1031533064517545
7.8,2.100449365180849
7.8100000000000005,2.0977733281536475
7.82,2.095124935884462
7.83,2.092503930723246
7.84,2.0899100568523346
7.8500000000000005,2.0873430602827714
7.86,2.084802688850231
7.87,2.082288692210524
7.88,2.0798008218347004
7.890000000000001,2.0773388310037344
7.9,2.0749024748028093
7.91,2.0724915101151833
7.92,2.070105695892292
7.930000000000001,2.067744793290728
7.94,2.0654085648010074
7.95,2.063096774694714
7.96,2.0608091890349822
7.97,2.0585455756697892
7.98,2.05630570422489
7.99,2.054089346096394
8.0,2.051896274442979
8.01,2.0497262641777523
8.02,2.047579091959746
8.03,2.0454545361850585
8.040000000000001,2.0433523769776345
8.05,2.0412723961796897
8.06,2.039214377341768
8.07,2.0371781057124516
8.08,2.035163368227701
8.09,2.0331699543586117
8.1,2.0311976557054248
8.11,2.029246264714087
8.120000000000001,2.027315575531057
8.13,2.02540538399653
8.14,2.0235154876356516
8.15,2.0216456856494793
8.16,2.019795778905694
8.17,2.017965569929061
8.18,2.0161548628916406
8.19,2.0143634636027485
8.2,2.0125911794986626
8.21,2.0108378196320844
8.22,2.009103194661344
8.23,2.0073871168393596
8.24,2.0056894000023413
8.25,2.0040098595663793
8.26,2.0023483133125164
8.27,2.000704580534213
8.28,1.9990784816527478
8.290000000000001,1.9974698386561036
8.3,1.9958784750889484
8.31,1.9943042160424418
8.32,1.9927468881438704
8.33,1.9912063195461052
8.34,1.9896823399168886
8.35,1.988174780427945
8.36,1.9866834737439172
8.370000000000001,1.9852082540111298
8.38,1.9837489568461795
8.39,1.9823054193243472
8.4,1.9808774799678417
8.41,1.9794649787338638
8.42,1.9780677570441976
8.43,1.9766856585435135
8.44,1.9753185279869103
8.45,1.973966211281422
8.46,1.9726285557457304
8.47,1.9713054100996548
8.48,1.9699966244535307
8.49,1.968702050297487
8.5,1.9674215404906135
8.51,1.9661549492500223
8.52,1.9649021321398048
8.53,1.9636629460598796
8.540000000000001,1.9624372492347355
8.55,1.961224901202068
8.56,1.9600257628013087
8.57,1.9588396961620487
8.58,1.9576665646923552
8.59,1.9565062331588994
8.6,1.9553585683065438
8.61,1.954223437714854
8.620000000000001,1.95310071008122
8.63,1.9519902553556714
8.64,1.950891944730705
8.65,1.9498056506310688
8.66,1.9487312467034978
8.67,1.9476686078064
8.68,1.946617609999497
8.69,1.9455781305334148
8.700000000000001,1.9445500478392304
8.71,1.9435332415179662
8.72,1.9425275923300402
8.73,1.9415329821846676
8.74,1.940549294129213
8.75,1.9395764123384984
8.76,1.938614222464351
8.77,1.93766261087414
8.78,1.9367214656302452
8.790000000000001,1.9357906754978305
8.8,1.934870130338615
8.81,1.933959721101155
8.82,1.9330593398111267
8.83,1.9321688795616114
8.84,1.9312882345033768
8.85,1.9304172998351616
8.86,1.929555971793958
8.870000000000001,1.9287041476452949
8.88,1.9278617256735218
8.89,1.9270286051720906
8.9,1.9262046864338411
8.91,1.9253898707412822
8.92,1.9245840603568756
8.93,1.9237871587164757
8.94,1.9229990705772309
8.950000000000001,1.9222197012491788
8.96,1.9214489569745394
8.97,1.9206867449391347
8.98,1.9199329732630606
8.99,1.9191875509913572
9.0,1.9184503880846813
9.01,1.9177213954099763
9.02,1.917000484731144
9.03,1.9162875686997156
9.040000000000001,1.9155825608455226
9.05,1.9148853755673685
9.06,1.9141959281236995
9.07,1.9135141346232756
9.08,1.9128399120158424
9.09,1.912173178082801
9.1,1.9115138514278809
9.11,1.9108618514678095
9.120000000000001,1.9102170986680784
9.13,1.909579515319027
9.14,1.908949023670774
9.15,1.9083255466360942
9.16,1.9077090079206078
9.17,1.907099332014297
9.18,1.9064964441830223
9.19,1.9059002704600387
9.200000000000001,1.905310737637512
9.21,1.9047277732580357
9.22,1.9041513056061459
9.23,1.9035812636998386
9.24,1.903017577282086
9.25,1.9024601768123521
9.26,1.9019089934581093
9.27,1.9013639590863551
9.28,1.9008250062551275
9.290000000000001,1.9002920682050222
9.3,1.8997650788507083
9.31,1.8992439728651729
9.32,1.8987286865574806
9.33,1.8982191563786452
9.34,1.89771531921124
9.35,1.8972171126030277
9.36,1.8967244747597543
9.370000000000001,1.896237344537941
9.38,1.8957556614376787
9.39,1.8952793655954197
9.4,1.894808397776772
9.41,1.894342699369292
9.42,1.8938822123752774
9.43,1.8934268794045608
9.44,1.8929766436673021
9.450000000000001,1.8925314489667826
9.46,1.8920912396921972
9.47,1.891655960859274
9.48,1.8912255584033912
9.49,1.890799978612711
9.5,1.8903791682765188
9.51,1.8899630747460212
9.52,1.889551645927597
9.53,1.8891448302760463
9.540000000000001,1.8887425767878416
9.55,1.8883448349943788
9.56,1.887951554955226
9.57,1.8875626872513742
9.58,1.8871781829784893
9.59,1.88679799374016
9.6,1.8864220716411504
9.61,1.886050369280648
9.620000000000001,1.8856828397455165
9.63,1.8853194367399082
9.64,1.8849601151491455
9.65,1.8846048298356037
9.66,1.8842535360398833
9.67,1.8839061894817615
9.68,1.8835627463543998
9.69,1.8832231633185499
9.700000000000001,1.8828873974967595
9.71,1.88255540646758
9.72,1.8822271482597719
9.73,1.8819025813465113
9.74,1.8815816646395975
9.75,1.8812643574836572
9.76,1.880950619650353
9.77,1.880640411332589
9.78,1.8803336931387167
9.790000000000001,1.8800304262188994
9.8,1.8797305726227325
9.81,1.879434094410578
9.82,1.8791409539961899
9.83,1.8788511141985393
9.84,1.8785645382367293
9.85,1.8782811897249074
9.86,1.8780010326671817
9.870000000000001,1.8777240314525327
9.88,1.8774501508497283
9.89,1.8771793560022376
9.9,1.8769116124231446
9.91,1.876646885990062
9.92,1.8763851429400458
9.93,1.8761263498645082
9.94,1.8758704737041325
9.950000000000001,1.8756174819021088
9.96,1.8753673426706592
9.97,1.8751200241783001
9.98,1.8748754949033573
9.99,1.8746337236657216
