t,AU6,AU1
1.17,1.0012928433773287,1.0000140864895437
1.18,1.0012928425050456,1.0000140494448826
1.19,1.0012928417025204,1.0000140137490945
1.2,1.0012928409590303,1.0000139793306404
1.21,1.001292840263853,1.0000139461179816
1.22,1.0012928396062655,1.0000139140395787
1.23,1.0012928389755456,1.0000138830238936
1.24,1.0012928383609703,1.0000138529993867
1.25,1.001292837751817,1.0000138238945193
1.26,1.0012928371373635,1.0000137956377528
1.27,1.001292836506887,1.0000137681575478
1.28,1.0012928358496644,1.000013741382366
1.29,1.0012928351549737,1.000013715240668
1.3,1.0012928344120922,1.0000136896609153
1.31,1.0012928336485898,1.0000136647485809
1.32,1.0012928329009008,1.00001364065011
1.33,1.0012928321675683,1.0000136173367966
1.34,1.0012928314471234,1.000013594779879
1.35,1.001292830738098,1.0000135729505952
1.36,1.001292830039023,1.000013551820183
1.37,1.0012928293484296,1.0000135313598801
1.3800000000000001,1.0012928286648493,1.000013511540925
1.3900000000000001,1.0012928279868132,1.0000134923345552
1.4000000000000001,1.0012928273128525,1.0000134737120088
1.41,1.0012928266414987,1.0000134556445235
1.42,1.0012928259712828,1.0000134381033376
1.43,1.0012928253007365,1.000013421059689
1.44,1.0012928246283905,1.0000134044848152
1.45,1.0012928239527765,1.0000133883499545
1.46,1.0012928232724259,1.0000133726263447
1.47,1.0012928225897944,1.000013357301737
1.48,1.001292821930882,1.0000133424629396
1.49,1.0012928213029118,1.000013328117758
1.5,1.0012928207085348,1.0000133142547645
1.51,1.0012928201504026,1.0000133008625323
1.52,1.0012928196311663,1.0000132879296335
1.53,1.0012928191534778,1.0000132754446416
1.54,1.001292818719988,1.0000132633961292
1.55,1.001292818333349,1.0000132517726688
1.56,1.0012928179962117,1.0000132405628332
1.57,1.0012928177112275,1.0000132297551956
1.58,1.001292817481048,1.0000132193383282
1.59,1.0012928173083246,1.000013209300804
1.6,1.0012928171957087,1.000013199631196
1.61,1.0012928171458517,1.000013190318077
1.62,1.001292817161405,1.000013181350019
1.6300000000000001,1.00129281724502,1.0000131727155959
1.6400000000000001,1.001292816400853,1.000013157333775
1.6500000000000001,1.0012928167501824,1.0000131506130765
1.6600000000000001,1.0012928171095443,1.0000131440284865
1.67,1.0012928174789388,1.0000131375800043
1.68,1.001292817858366,1.0000131312676304
1.69,1.0012928182478256,1.0000131250913646
1.7,1.0012928186473176,1.000013119051207
1.71,1.0012928190568422,1.0000131131471572
1.72,1.0012928194763995,1.0000131073792158
1.73,1.001292819905989,1.0000131017473826
1.74,1.0012928203456113,1.0000130962516571
1.75,1.001292820795266,1.0000130908920402
1.76,1.0012928212549532,1.000013085668531
1.77,1.001292821724673,1.0000130805811303
1.78,1.0012928222044253,1.0000130756298373
1.79,1.0012928226942102,1.0000130708146526
1.8,1.0012928231875446,1.0000130661355264
1.81,1.0012928236392507,1.0000130615921126
1.82,1.001292824040644,1.0000130571843444
1.83,1.0012928243917247,1.0000130529122218
1.84,1.001292824692493,1.000013048775745
1.85,1.0012928249429487,1.000013044774914
1.86,1.0012928251430917,1.0000130409097288
1.87,1.001292825292922,1.0000130371801894
1.8800000000000001,1.00129282539244,1.0000130335862956
1.8900000000000001,1.0012928254430171,1.0000130301268082
1.9000000000000001,1.0012928254720725,1.0000130267769547
1.9100000000000001,1.0012928254903202,1.0000130235270552
1.92,1.00129282549776,1.00001302037711
1.93,1.0012928254943918,1.0000130173271191
1.94,1.0012928254802156,1.0000130143770822
1.95,1.0012928254552316,1.0000130115269998
1.96,1.0012928254194398,1.0000130087768715
1.97,1.00129282537284,1.0000130061266974
1.98,1.0012928253154643,1.0000130035764216
1.99,1.0012928252562348,1.0000130011105282
2.0,1.0012928252021438,1.000012998716856
2.0100000000000002,1.0012928251531914,1.0000129963954052
2.02,1.0012928251093773,1.0000129941461762
2.0300000000000002,1.0012928250707018,1.0000129919691685
2.04,1.0012928250371647,1.0000129898643824
2.05,1.001292825008766,1.0000129878318178
2.06,1.001292824985506,1.0000129858714748
2.07,1.0012928249673843,1.0000129839833534
2.08,1.0012928249533817,1.0000129821602937
2.09,1.0012928249418087,1.0000129803904316
2.1,1.0012928249326398,1.000012978673588
2.11,1.001292824925875,1.0000129770097634
2.12,1.0012928249215143,1.0000129753989573
2.13,1.0012928249195578,1.0000129738411696
2.14,1.0012928249200055,1.0000129723364009
2.15,1.0012928249228572,1.0000129708846506
2.16,1.0012928249281132,1.0000129694859192
2.17,1.0012928249351667,1.0000129681371246
2.18,1.0012928249420254,1.000012966828143
2.19,1.0012928249485331,1.0000129655581818
2.2,1.00129282495469,1.0000129643272406
2.21,1.001292824960496,1.00001296313532
2.22,1.001292824965951,1.0000129619824196
2.23,1.001292824971055,1.0000129608685395
2.24,1.0012928249758084,1.0000129597936798
2.25,1.0012928249802107,1.0000129587578404
2.2600000000000002,1.001292824984253,1.0000129577599106
2.27,1.001292824987871,1.0000129567921519
2.2800000000000002,1.0012928249910524,1.0000129558530766
2.29,1.0012928249937971,1.0000129549426848
2.3000000000000003,1.0012928249961055,1.0000129540609766
2.31,1.0012928249979773,1.0000129532079516
2.32,1.0012928249994124,1.00001295238361
2.33,1.001292825000411,1.000012951587952
2.34,1.001292825000973,1.0000129508209774
2.35,1.001292825001109,1.000012950082372
2.36,1.001292825001032,1.0000129493658563
2.37,1.001292825000825,1.0000129486689764
2.38,1.001292825000488,1.0000129479917326
2.39,1.001292825000021,1.0000129473341246
2.4,1.0012928249994242,1.0000129466961527
2.41,1.0012928249986974,1.0000129460778169
2.42,1.0012928249978406,1.000012945479117
2.43,1.0012928249968538,1.0000129449000528
2.44,1.001292824995737,1.0000129443406247
2.45,1.0012928249944901,1.0000129438008325
2.46,1.0012928249931135,1.0000129432806764
2.47,1.0012928249916067,1.000012942780156
2.48,1.00129282498997,1.0000129422992718
2.49,1.0012928249882034,1.0000129418380237
2.5,1.001292824986307,1.0000129413964112
2.5100000000000002,1.0012928249842803,1.000012940974435
2.52,1.0012928249821236,1.000012940572094
2.5300000000000002,1.0012928249799626,1.000012940184561
2.54,1.001292824977917,1.0000129398072306
2.5500000000000003,1.0012928249759865,1.0000129394401025
2.56,1.0012928249741715,1.0000129390831767
2.57,1.0012928249724715,1.0000129387364534
2.58,1.001292824970887,1.0000129383999325
2.59,1.0012928249694177,1.000012938073614
2.6,1.0012928249680637,1.0000129377574978
2.61,1.0012928249668251,1.000012937451584
2.62,1.0012928249657016,1.0000129371558726
2.63,1.0012928249646935,1.0000129368703636
2.64,1.0012928249638007,1.000012936595057
2.65,1.001292824963023,1.0000129363299528
2.66,1.0012928249623607,1.000012936075051
2.67,1.0012928249618138,1.0000129358303513
2.68,1.0012928249613822,1.0000129355958542
2.69,1.0012928249610658,1.0000129353715597
2.7,1.0012928249608635,1.000012935156025
2.71,1.0012928249607729,1.0000129349458442
2.72,1.0012928249607935,1.0000129347408737
2.73,1.0012928249609256,1.0000129345411133
2.74,1.0012928249611694,1.0000129343465631
2.75,1.0012928249615245,1.0000129341572233
2.7600000000000002,1.001292824961991,1.0000129339730937
2.77,1.001292824962569,1.000012933794174
2.7800000000000002,1.0012928249632584,1.0000129336204648
2.79,1.0012928249640594,1.0000129334519658
2.8000000000000003,1.0012928249649715,1.000012933288677
2.81,1.0012928249659954,1.0000129331305982
2.82,1.0012928249671307,1.0000129329777299
2.83,1.0012928249683772,1.0000129328300715
2.84,1.0012928249697355,1.0000129326876235
2.85,1.001292824971205,1.0000129325503857
2.86,1.001292824972786,1.0000129324183582
2.87,1.0012928249744615,1.000012932291259
2.88,1.0012928249761355,1.0000129321674538
2.89,1.0012928249777917,1.000012932046679
2.9,1.0012928249794304,1.000012931928935
2.91,1.0012928249810518,1.0000129318142215
2.92,1.0012928249826554,1.0000129317025386
2.93,1.0012928249842417,1.0000129315938862
2.94,1.0012928249858104,1.0000129314882642
2.95,1.0012928249873616,1.000012931385673
2.96,1.001292824988895,1.0000129312861123
2.97,1.0012928249904112,1.0000129311895822
2.98,1.0012928249919097,1.0000129310960826
2.99,1.0012928249933908,1.0000129310056136
3.0,1.0012928249948545,1.0000129309181751
3.0100000000000002,1.0012928249963005,1.0000129308337673
3.02,1.0012928249977289,1.00001293075239
3.0300000000000002,1.0012928249991397,1.0000129306740433
3.04,1.0012928250005309,1.0000129305986847
3.0500000000000003,1.001292825001857,1.0000129305254877
3.06,1.0012928250031004,1.0000129304541339
3.0700000000000003,1.0012928250042612,1.000012930384623
3.08,1.0012928250053394,1.0000129303169554
3.09,1.001292825006335,1.0000129302511307
3.1,1.0012928250072481,1.0000129301871492
3.11,1.0012928250080786,1.0000129301250107
3.12,1.0012928250088267,1.0000129300647154
3.13,1.001292825009492,1.000012930006263
3.14,1.0012928250100748,1.0000129299496539
3.15,1.001292825010575,1.0000129298948879
3.16,1.0012928250109927,1.0000129298419647
3.17,1.0012928250113278,1.0000129297908849
3.18,1.0012928250115802,1.000012929741648
3.19,1.00129282501175,1.0000129296942541
3.2,1.0012928250118374,1.0000129296487035
3.21,1.0012928250118942,1.000012929604136
3.22,1.0012928250138111,1.0000129295294518
3.23,1.0012928250156885,1.0000129294558966
3.24,1.001292825017527,1.0000129293834708
3.25,1.001292825019326,1.0000129293121742
3.2600000000000002,1.001292825021086,1.000012929242007
3.27,1.0012928250228068,1.000012929172969
3.2800000000000002,1.0012928250244884,1.0000129291050603
3.29,1.0012928250261308,1.0000129290382809
3.3000000000000003,1.001292825027734,1.0000129289726307
3.31,1.001292825029298,1.0000129289081099
3.3200000000000003,1.0012928250308228,1.0000129288447182
3.33,1.0012928250323083,1.000012928782456
3.34,1.0012928250337547,1.0000129287213229
3.35,1.001292825035162,1.0000129286613193
3.36,1.00129282503653,1.0000129286024448
3.37,1.0012928250378588,1.0000129285446997
3.38,1.0012928250391484,1.0000129284880837
3.39,1.0012928250403987,1.0000129284325971
3.4,1.00129282504161,1.0000129283782397
3.41,1.0012928250427822,1.0000129283250117
3.42,1.0012928250439148,1.0000129282729129
3.43,1.0012928250450086,1.0000129282219434
3.44,1.0012928250460629,1.0000129281721033
3.45,1.0012928250470783,1.0000129281233925
3.46,1.0012928250480542,1.0000129280758108
3.47,1.0012928250489912,1.0000129280293584
3.48,1.0012928250498887,1.0000129279840353
3.49,1.0012928250507473,1.0000129279398415
3.5,1.0012928250515665,1.000012927896777
3.5100000000000002,1.0012928250523465,1.0000129278548417
3.52,1.0012928250530875,1.000012927814036
3.5300000000000002,1.0012928250537891,1.0000129277743592
3.54,1.0012928250544517,1.0000129277358119
3.5500000000000003,1.001292825055075,1.0000129276983938
3.56,1.001292825055659,1.0000129276621048
3.5700000000000003,1.0012928250562039,1.0000129276269454
3.58,1.0012928250567097,1.000012927592915
3.59,1.0012928250571762,1.000012927560014
3.6,1.0012928250576034,1.0000129275282423
3.61,1.0012928250579916,1.0000129274976
3.62,1.0012928250583406,1.000012927468087
3.63,1.0012928250586504,1.000012927439703
3.64,1.0012928250589208,1.0000129274124485
3.65,1.0012928250591522,1.0000129273863232
3.66,1.0012928250593442,1.0000129273613272
3.67,1.0012928250594972,1.0000129273374605
3.68,1.001292825059611,1.000012927314723
3.69,1.0012928250596855,1.0000129272931149
3.7,1.0012928250597208,1.000012927272636
3.71,1.001292825059717,1.0000129272532863
3.72,1.001292825059674,1.000012927235066
3.73,1.0012928250595918,1.000012927217975
3.74,1.0012928250594704,1.0000129272020133
3.75,1.0012928250593098,1.0000129271871807
3.7600000000000002,1.00129282505911,1.0000129271734777
3.77,1.0012928250588709,1.0000129271609037
3.7800000000000002,1.0012928250585926,1.000012927149459
3.79,1.0012928250582753,1.0000129271391436
3.8000000000000003,1.0012928250579187,1.0000129271299576
3.81,1.0012928250575228,1.000012927121901
3.8200000000000003,1.0012928250570878,1.0000129271149734
3.83,1.0012928250566138,1.000012927109175
3.84,1.0012928250561004,1.0000129271045062
3.85,1.0012928250555477,1.0000129271009666
3.86,1.001292825054956,1.000012927098556
3.87,1.0012928250543252,1.000012927097275
3.88,1.0012928250536548,1.0000129270971232
3.89,1.0012928250529456,1.0000129270981006
3.9,1.001292825052197,1.0000129271002074
3.91,1.0012928250514093,1.0000129271034435
3.92,1.0012928250505824,1.0000129271078086
3.93,1.0012928250497162,1.0000129271133034
3.94,1.001292825048811,1.0000129271199272
3.95,1.0012928250478663,1.0000129271276803
3.96,1.0012928250468827,1.0000129271365628
3.97,1.0012928250458597,1.0000129271465745
3.98,1.0012928250447974,1.0000129271577156
3.99,1.001292825043696,1.0000129271699858
4.0,1.0012928250425557,1.0000129271833853
4.01,1.001292825041376,1.0000129271979141
4.0200000000000005,1.0012928250401572,1.0000129272135723
4.03,1.001292825038899,1.0000129272303597
4.04,1.0012928250376016,1.0000129272482765
4.05,1.0012928250362652,1.0000129272673224
4.0600000000000005,1.0012928250348896,1.0000129272874976
4.07,1.0012928250334747,1.000012927308802
4.08,1.0012928250320206,1.000012927331236
4.09,1.0012928250305273,1.000012927354799
4.1,1.001292825028995,1.0000129273794913
4.11,1.0012928250274231,1.0000129274053131
4.12,1.0012928250260071,1.0000129274276703
4.13,1.0012928250259747,1.0000129274175815
4.14,1.0012928250259383,1.0000129274077936
4.15,1.0012928250258977,1.0000129273983065
4.16,1.001292825025853,1.00001292738912
4.17,1.0012928250258044,1.0000129273802347
4.18,1.0012928250257516,1.00001292737165
4.19,1.0012928250256947,1.0000129273633664
4.2,1.0012928250256337,1.0000129273553835
4.21,1.0012928250255686,1.0000129273477014
4.22,1.0012928250254995,1.0000129273403204
4.23,1.0012928250254263,1.00001292733324
4.24,1.001292825025349,1.0000129273264606
4.25,1.0012928250252675,1.000012927319982
4.26,1.001292825025182,1.0000129273138043
4.2700000000000005,1.0012928250250925,1.0000129273079272
4.28,1.0012928250249988,1.0000129273023513
4.29,1.0012928250249011,1.0000129272970761
4.3,1.0012928250247994,1.000012927292102
4.3100000000000005,1.0012928250246935,1.0000129272874283
4.32,1.0012928250245834,1.0000129272830558
4.33,1.0012928250244693,1.000012927278984
4.34,1.0012928250243511,1.000012927275213
4.3500000000000005,1.001292825024229,1.000012927271743
4.36,1.0012928250241027,1.0000129272685738
4.37,1.001292825023972,1.0000129272657055
4.38,1.0012928250238378,1.000012927263138
4.39,1.001292825023699,1.0000129272608713
4.4,1.0012928250235564,1.0000129272589056
4.41,1.0012928250234097,1.0000129272572407
4.42,1.001292825023259,1.0000129272558764
4.43,1.001292825023104,1.0000129272548133
4.44,1.001292825022945,1.000012927254051
4.45,1.0012928250227817,1.0000129272535894
4.46,1.0012928250226145,1.0000129272534288
4.47,1.0012928250224433,1.000012927253569
4.48,1.001292825022268,1.0000129272540101
4.49,1.0012928250220885,1.000012927254752
4.5,1.001292825021905,1.0000129272557947
4.51,1.0012928250217175,1.0000129272571383
4.5200000000000005,1.0012928250215256,1.0000129272587828
4.53,1.00129282502133,1.000012927260728
4.54,1.00129282502113,1.0000129272629743
4.55,1.001292825020926,1.0000129272655214
4.5600000000000005,1.001292825020718,1.0000129272683693
4.57,1.001292825020506,1.000012927271518
4.58,1.0012928250202897,1.0000129272749676
4.59,1.0012928250200694,1.0000129272787182
4.6000000000000005,1.001292825019845,1.0000129272827694
4.61,1.0012928250196165,1.0000129272871214
4.62,1.001292825019384,1.0000129272917746
4.63,1.0012928250191473,1.0000129272967284
4.64,1.0012928250189066,1.000012927301983
4.65,1.001292825018662,1.0000129273075387
4.66,1.001292825018413,1.000012927313395
4.67,1.00129282501816,1.0000129273195524
4.68,1.001292825017903,1.0000129273260105
4.69,1.0012928250176418,1.0000129273327696
4.7,1.0012928250173765,1.0000129273398295
4.71,1.0012928250171071,1.0000129273471903
4.72,1.0012928250168338,1.0000129273548517
4.73,1.0012928250165563,1.0000129273628142
4.74,1.0012928250162747,1.0000129273710774
4.75,1.0012928250159892,1.0000129273796416
4.76,1.0012928250156994,1.0000129273885066
4.7700000000000005,1.0012928250154056,1.0000129273976723
4.78,1.0012928250151076,1.0000129274071392
4.79,1.0012928250148057,1.0000129274169067
4.8,1.0012928250144995,1.0000129274269751
4.8100000000000005,1.0012928250141893,1.0000129274373444
4.82,1.001292825013875,1.0000129274480145
4.83,1.0012928250135567,1.0000129274589853
4.84,1.0012928250132342,1.0000129274702572
4.8500000000000005,1.0012928250129078,1.00001292748183
4.86,1.0012928250125772,1.0000129274937035
4.87,1.0012928250122426,1.0000129275058778
4.88,1.0012928250119038,1.0000129275183531
4.89,1.001292825011561,1.0000129275311291
4.9,1.001292825011214,1.000012927544206
4.91,1.001292825010863,1.000012927557584
4.92,1.0012928250105078,1.0000129275712626
4.93,1.0012928250101487,1.000012927585242
4.94,1.0012928250097854,1.0000129275995224
4.95,1.001292825009418,1.0000129276141037
4.96,1.0012928250090465,1.0000129276289857
4.97,1.001292825008671,1.0000129276441687
4.98,1.0012928250082913,1.0000129276596526
4.99,1.0012928250079076,1.000012927675437
5.0,1.00129282500752,1.0000129276915226
5.01,1.001292825007128,1.0000129277079088
5.0200000000000005,1.0012928250067321,1.0000129277245962
5.03,1.001292824999845,1.0000129277049972
5.04,1.0012928249998465,1.0000129277095129
5.05,1.001292824999848,1.0000129277140288
5.0600000000000005,1.0012928249998494,1.0000129277185446
5.07,1.001292824999851,1.0000129277230605
5.08,1.0012928249998523,1.0000129277275762
5.09,1.0012928249998538,1.0000129277320922
5.1000000000000005,1.0012928249998552,1.0000129277366079
5.11,1.0012928249998567,1.0000129277411238
5.12,1.001292824999858,1.0000129277456395
5.13,1.0012928249998596,1.0000129277501553
5.14,1.001292824999861,1.0000129277546712
5.15,1.0012928249998625,1.000012927759187
5.16,1.0012928249998638,1.0000129277637029
5.17,1.0012928249998654,1.0000129277682186
5.18,1.0012928249998667,1.0000129277727345
5.19,1.0012928249998683,1.0000129277772503
5.2,1.0012928249998698,1.000012927781766
5.21,1.0012928249998712,1.000012927786282
5.22,1.0012928249998727,1.0000129277907976
5.23,1.001292824999874,1.0000129277953136
5.24,1.0012928249998756,1.0000129277998293
5.25,1.001292824999877,1.0000129278043453
5.26,1.0012928249998785,1.000012927808861
5.2700000000000005,1.0012928249998798,1.0000129278133767
5.28,1.0012928249998814,1.0000129278178926
5.29,1.0012928249998827,1.0000129278224084
5.3,1.0012928249998843,1.0000129278269243
5.3100000000000005,1.0012928249998856,1.00001292783144
5.32,1.0012928249998871,1.000012927835956
5.33,1.0012928249998885,1.0000129278404717
5.34,1.00129282499989,1.0000129278449874
5.3500000000000005,1.0012928249998916,1.0000129278495034
5.36,1.001292824999893,1.000012927854019
5.37,1.0012928249998945,1.000012927858535
5.38,1.0012928249998958,1.0000129278630507
5.39,1.0012928249998974,1.0000129278675667
5.4,1.0012928249998987,1.0000129278720824
5.41,1.0012928249999002,1.0000129278765981
5.42,1.0012928249999016,1.000012927881114
5.43,1.0012928249999031,1.0000129278856298
5.44,1.0012928249999045,1.0000129278901457
5.45,1.001292824999906,1.0000129278946615
5.46,1.0012928249999073,1.0000129278991774
5.47,1.001292824999909,1.0000129279036931
5.48,1.0012928249999102,1.0000129279082088
5.49,1.0012928249999118,1.0000129279127248
5.5,1.0012928249999133,1.0000129279172405
5.51,1.0012928249999147,1.0000129279217564
5.5200000000000005,1.0012928249999162,1.0000129279262722
5.53,1.0012928249999176,1.000012927930788
5.54,1.0012928249999191,1.0000129279353038
5.55,1.0012928249999204,1.0000129279398196
5.5600000000000005,1.001292824999922,1.0000129279443355
5.57,1.0012928249999233,1.0000129279488512
5.58,1.001292824999925,1.0000129279533672
5.59,1.0012928249999262,1.0000129279578829
5.6000000000000005,1.0012928249999278,1.0000129279623988
5.61,1.001292824999929,1.0000129279669145
5.62,1.0012928249999307,1.0000129279714303
5.63,1.001292824999932,1.0000129279759462
5.64,1.0012928249999336,1.000012927980462
5.65,1.001292824999935,1.0000129279849779
5.66,1.0012928249999364,1.0000129279894936
5.67,1.001292824999938,1.0000129279940095
5.68,1.0012928249999393,1.0000129279985253
5.69,1.0012928249999409,1.000012928003041
5.7,1.0012928249999422,1.000012928007557
5.71,1.0012928249999438,1.0000129280120726
5.72,1.001292824999945,1.0000129280165886
5.73,1.0012928249999467,1.0000129280211043
5.74,1.001292824999948,1.0000129280256203
5.75,1.0012928249999495,1.000012928030136
5.76,1.0012928249999509,1.0000129280346517
5.7700000000000005,1.0012928249999524,1.0000129280391676
5.78,1.0012928249999538,1.0000129280436834
5.79,1.0012928249999553,1.0000129280481993
5.8,1.0012928249999569,1.000012928052715
5.8100000000000005,1.0012928249999582,1.000012928057231
5.82,1.0012928249999598,1.0000129280617467
5.83,1.001292824999961,1.0000129280662624
5.84,1.0012928249999626,1.0000129280707784
5.8500000000000005,1.001292824999964,1.000012928075294
5.86,1.0012928249999655,1.00001292807981
5.87,1.0012928249999669,1.0000129280843257
5.88,1.0012928249999684,1.0000129280888417
5.89,1.0012928249999697,1.0000129280933574
5.9,1.0012928249999713,1.0000129280978731
5.91,1.0012928249999726,1.000012928102389
5.92,1.0012928249999742,1.0000129281069048
5.93,1.0012928249999757,1.0000129281114207
5.94,1.0012928249999766,1.0000129281145704
5.95,1.0012928249999766,1.0000129281147145
5.96,1.0012928249999766,1.0000129281148589
5.97,1.0012928249999768,1.0000129281150032
5.98,1.0012928249999768,1.0000129281151475
5.99,1.0012928249999768,1.0000129281152916
6.0,1.0012928249999768,1.000012928115436
6.01,1.0012928249999768,1.0000129281155803
6.0200000000000005,1.0012928249999768,1.0000129281157246
6.03,1.0012928249999768,1.0000129281158687
6.04,1.0012928249999768,1.000012928116013
6.05,1.0012928249999768,1.0000129281161574
6.0600000000000005,1.001292824999977,1.0000129281163015
6.07,1.001292824999977,1.0000129281164458
6.08,1.001292824999977,1.0000129281165901
6.09,1.001292824999977,1.0000129281167345
6.1000000000000005,1.001292824999977,1.0000129281168786
6.11,1.001292824999977,1.000012928117023
6.12,1.001292824999977,1.0000129281171672
6.13,1.001292824999977,1.0000129281173116
6.140000000000001,1.001292824999977,1.0000129281174557
6.15,1.0012928249999773,1.0000129281176
6.16,1.0012928249999773,1.0000129281177443
6.17,1.0012928249999773,1.0000129281178884
6.18,1.0012928249999773,1.0000129281180328
6.19,1.0012928249999773,1.000012928118177
6.2,1.0012928249999773,1.0000129281183214
6.21,1.0012928249999773,1.0000129281184655
6.22,1.0012928249999773,1.0000129281186099
6.23,1.0012928249999773,1.0000129281187542
6.24,1.0012928249999775,1.0000129281188985
6.25,1.0012928249999775,1.0000129281190426
6.26,1.0012928249999775,1.000012928119187
6.2700000000000005,1.0012928249999775,1.0000129281193313
6.28,1.0012928249999775,1.0000129281194754
6.29,1.0012928249999775,1.0000129281196197
6.3,1.0012928249999775,1.000012928119764
