t,V,Kc,Ki,Nai,y,x,Cai,s,m,h,d,f,f2,Ca_up,Ca_rel,p
0.1,-86.80602982259974,3.9973328968363364,140.00030678510473,7.999677499536509,0.2775963340402394,0.007940731750962363,2.8661473240477017e-05,0.9998331373412898,0.0036843977472213172,0.9790016834486401,1.0817804443264284e-07,0.9999997223416105,0.9880806925841037,1.9821369356819445,1.046384103479241,0.9999997430051323
0.11,-86.69940662272695,3.997115425450245,140.00033309525165,7.999649934565044,0.28478773566304794,0.00778954223903555,2.8741337885475297e-05,0.9998200770575322,0.0037376749692312203,0.9785678366682912,1.1107613164355322e-07,0.9999997144303769,0.9872794894406499,1.980410279024739,1.0508746872854258,0.999999735371699
0.12,-86.58736573318069,3.996913496469691,140.0003578423757,7.999624238980994,0.29185475891820967,0.00764781168967489,2.8827754759101223e-05,0.9998073425139791,0.00379447310018162,0.9780807248979592,1.1421250581660381e-07,0.9999997058198612,0.9865144455198455,1.978696492901595,1.0553325552147768,0.999999727507488
0.13,-86.47137599875782,3.9967272998472514,140.0003809932118,7.999600369067931,0.2987978561379449,0.007515203435206484,2.8918972058588732e-05,0.9997948883725271,0.0038541627490268765,0.977551807693576,1.1755795923659943e-07,0.9999996965930463,0.9857834846321671,1.9769955133616186,1.0597578601922428,0.9999997193024905
0.14,-86.35250238068203,3.9965568461797547,140.00040253433897,7.999578282358789,0.3056181214035974,0.007391369205923924,2.901381643928189e-05,0.9997826753356317,0.003916288586526767,0.976988168148186,1.210920497856677e-07,0.9999996868075495,0.9850847037807978,1.9753072700001695,1.064150770194569,0.999999710695139
0.15,-86.23151756689369,3.9964020200305987,140.00042246637707,7.99955793773293,0.31231708523878793,0.007275958059581413,2.911147122326732e-05,0.9997706689121921,0.003980521771625855,0.9763944301011137,1.2480075291808994e-07,0.9999996765024286,0.984416342294741,1.9736316881961053,1.0685114629874934,0.9999997016529064
0.16,-86.10898190843267,3.996262617650928,140.00044079987924,7.999539295354719,0.318896570720485,0.0071686223840178405,2.921135908552004e-05,0.9997588384833532,0.004046626222765874,0.9757736698391508,1.2867479925099608e-07,0.9999996657029595,0.983776760869237,1.9719686905127447,1.0728401228299271,0.9999996921601545
0.17,-85.98530160637226,3.996138374241593,140.0004575523619,7.999522316591847,0.32535859022427555,0.007069021984820706,2.9313065447965083e-05,0.9997471565779494,0.004114433978808171,0.9751279700490494,1.3270847041407127e-07,0.9999996544241111,0.983164425767282,1.970318197679972,1.0771369381591032,0.9999996822102918
0.18,-85.86077154461238,3.996028983843618,140.00047274613596,7.999506963920506,0.331705270658113,0.006976826834462864,2.941629074788388e-05,0.999735598302887,0.004183826818488517,0.9744587299005031,1.3689870173733065e-07,0.9999996426731129,0.9825778967286791,1.9686801292787235,1.081402099972775,0.9999996718007875
0.19,-85.73560467474726,3.995934112840117,140.00048640683315,7.999493200841714,0.3379388032563343,0.006891718678961517,2.9520820260698305e-05,0.9997241409125427,0.00425472401669021,0.9737668390728986,1.412444835514743e-07,0.9999996304511877,0.9820158177516393,1.967054404203423,1.0856358007281006,0.9999996609304342
0.2,-85.6099536804787,3.9958534098248193,140.00049856232732,7.9994809918147425,0.3440614072039134,0.006813392019156327,2.9626500422684276e-05,0.9997127634614799,0.004327072865036199,0.9730528182141678,1.457464145515268e-07,0.9999996177548149,0.9814769093859683,1.9654409410148515,1.0898382334942722,0.9999996495976372
0.21,-85.48392698108367,3.99578651279985,140.00050924194608,7.999470302197626,0.3500753034341744,0.006741554632630893,2.973322231770431e-05,0.9997014465250121,0.004400841805725777,0.9723169153854664,1.5040634944984183e-07,0.9999996045767323,0.9809599623424793,1.963839658197863,1.0940095913302281,0.9999996377994108
0.22,-85.35760054689618,3.9957330544016183,140.0005184758969,7.999461098193985,0.3559826959134215,0.006675927766160943,2.9840910148778117e-05,0.9996901719703959,0.004476015386572616,0.9715591676732255,1.5522716814594904e-07,0.999999590906607,0.980463832076918,1.962250474350897,1.0981500668217299,0.9999996255308604
0.23,-85.23102611562902,3.995692665442107,140.00052629487672,7.999453346808386,0.36178575928458634,0.006616246059847093,2.9949512934036958e-05,0.9996789227725073,0.00455259065419555,0.9707794454548029,1.6021261184023148e-07,0.9999995767314983,0.9799874341871017,1.960673308322229,1.1022598517428652,0.9999996127850016
0.24,-85.10423702043862,3.9956649773395685,140.0005327298018,7.999447015807617,0.36748663070677745,0.006562257298650151,3.0058998602115484e-05,0.9996676828638097,0.004630574393562267,0.9699774854935017,1.6536714597695594e-07,0.9999995620361956,0.979529740429931,1.9591080793077535,1.1063391368095492,0.9999995995527597
0.25,-84.97725265795262,3.995649623922283,140.00053781160636,7.999442073686029,0.3730874040434863,0.006513722079967967,3.016934939628622e-05,0.9996564370063236,0.004709981556634301,0.9691529173935551,1.7069588971339405e-07,0.9999995468035223,0.9790897751410539,1.9575547069268953,1.1103881114850536,0.9999995858230125
0.26,-84.85008191794941,3.995646242753195,140.00054157109304,7.999438489633472,0.37859012581398155,0.00647041342996104,3.028055847076885e-05,0.999645170680536,0.0047908327838223205,0.9683052819614296,1.7620450412515672e-07,0.9999995310144126,0.9786666119971438,1.9560131112813655,1.1144069638257434,0.9999995715826369
0.27,-84.72272571532143,3.9956544760380224,140.00054403882888,7.999436233505323,0.3839967926577519,0.006432116380121127,3.0392627446245425e-05,0.9996338699876115,0.00487315587708451,0.9674340429681253,1.8189928224791696e-07,0.9999995146480711,0.9782593710640004,1.954483213000123,1.1183958803585696,0.999999556816568
0.28,-84.59517881054497,3.9956739712135487,140.00054524507632,7.999435275795598,0.3893093500094403,0.006398627506372787,3.0505564596637668e-05,0.9996225215662592,0.0049569809595156515,0.9665385973427244,1.877869542874498e-07,0.9999994976819929,0.9778672161114403,1.9529649332718144,1.122355045989806,0.9999995415078968
0.29,-84.46743106358417,3.9957043812785895,140.00054521975204,7.9994355876120435,0.39452969168057034,0.006369754460335871,3.06193835893621e-05,0.9996111125200956,0.005042343531407747,0.9656182814580985,1.9387478566784627e-07,0.9999994800920093,0.9774893521644515,1.951458193868657,1.126284643933087,0.9999995256379365
0.3,-84.3394683787496,3.9957453649875423,140.0005439924011,7.9994371406525495,0.3996596599198895,0.006345315501223327,3.073410254503645e-05,0.9995996303516576,0.005129282962015619,0.9646723755313913,2.001705650569815e-07,0.9999994618522484,0.9771250232079175,1.949962917165254,1.1301848556492657,0.9999995091862715
0.31,-84.21127329209287,3.9957965868879306,140.000541592188,7.999439907183373,0.40470104599257745,0.006325139042528154,3.084974346426228e-05,0.9995880629053836,0.005217841647414884,0.9637001055130157,2.0668262153022264e-07,0.9999994429350597,0.9767735101126889,1.948479026151647,1.1340558607992834,0.9999994921307611
0.32,-84.08282571645348,3.9958577174351873,140.00053804787967,7.999443860017254,0.4096555904510207,0.006309063223864144,3.0966331537146465e-05,0.9995763983099066,0.005308064868625106,0.9627006456237355,2.1341978250943951e-07,0.9999994233110095,0.976434128576609,1.9470064444484791,1.1378978371919863,0.9999994744475322
0.33,-83.95410332672927,3.9959284329493765,140.0005333878457,7.999448972493333,0.4145249839436081,0.006296935489143621,3.108389478197674e-05,0.9995646249279557,0.005400002107835261,0.9616731191125603,2.2039144329025834e-07,0.9999994029487942,0.9761062272569081,1.945545096316673,1.1417109607442752,0.9999994561109606
0.34,-83.82508177651071,3.996008415500247,140.0005276400666,7.999455218458088,0.4193108682272388,0.0062886121844123715,3.120246384792156e-05,0.9995527313102318,0.0054937056190662555,0.9606165975805063,2.2760759969897792e-07,0.9999993818150953,0.9757891860340477,1.9440949066649098,1.1454954054453206,0.9999994370936257
0.35000000000000003,-83.69573513609322,3.9960973528910118,140.000520832131,7.999462572245321,0.4240148368532418,0.00628395815165018,3.1322071616847045e-05,0.9995407061454327,0.005589231021780419,0.9595301017636528,2.3507884550701924e-07,0.9999993598745323,0.9754824141717167,1.942655801060097,1.1492513433144325,0.9999994173662752
0.36,-83.56603575720575,3.996194938397769,140.0005129912603,7.99947100865962,0.4286384366034961,0.006282846370493945,3.144275334786975e-05,0.9995285382241259,0.005686636182371465,0.9584125986574787,2.428164257529167e-07,0.9999993370894693,0.9751853488897471,1.9412277057295761,1.1529789443759744,0.9999993968977351
0.37,-83.43595437767104,3.9963008706250562,140.0005041443207,7.9994805029595,0.43318316843107757,0.006285157641819375,3.156454663390277e-05,0.9995162163992651,0.00578598372670749,0.9572629991386097,2.508322908648851e-07,0.9999993134198659,0.974897453944663,1.939810547567643,1.1566783766222561,0.9999993756547844
0.38,-83.30546038369089,3.9964148534109207,140.00049431782904,7.999491030838119,0.4376504884075132,0.0062907801834265024,3.168749115805133e-05,0.9995037295390388,0.0058873393932235,0.9560801577003557,2.591391225135074e-07,0.9999992888231537,0.9746182178673429,1.9384042541436952,1.1603498059762414,0.9999993536021151
0.39,-83.17452148233725,3.9965365955164867,140.00048353798408,7.999502568410512,0.4420418089565925,0.006299609438883876,3.181162910130233e-05,0.999491066499786,0.005990772786346257,0.9548628657920635,2.6775043384937704e-07,0.9999992632539234,0.9743471530982147,1.9370087537043994,1.163993396257752,0.999999330702083
0.4,-83.04310398230386,3.99666581054688,140.00047183067093,7.999515092194921,0.4463584996832413,0.006311547702260031,3.1937004878713274e-05,0.9994782160794897,0.0060963573167233795,0.9536098518514482,2.766805740181424e-07,0.9999992366638466,0.9740837943079341,1.9356239751825781,1.1676093091427024,0.9999993069146528
0.41000000000000003,-82.9111726696189,3.9968022167243986,140.00045922148277,7.999528579098559,0.4506018883693856,0.006326503897295966,3.2063665331419036e-05,0.9994651669842982,0.006204170224804861,0.9523197764132925,2.8594480612272517e-07,0.999999209001408,0.9738276973424104,1.9342498482025345,1.171197704122583,0.9999992821971871
0.42,-82.7786907752465,3.996945536700217,140.00044573573854,7.999543006402849,0.4547732618382442,0.006344393343261794,3.219165980436854e-05,0.9994519077900782,0.006314293846657924,0.9509912284911771,2.9555940319581135e-07,0.9999991802116068,0.9735784380765454,1.9328863030874555,1.1747587384575182,0.9999992565042531
0.43,-82.6456199286623,3.9970954973526536,140.00043139850152,7.999558351748019,0.45887386692881765,0.006365137495194378,3.232104025927396e-05,0.999438426904183,0.006426815048085339,0.9496227211545927,3.055417084222789e-07,0.9999991502357066,0.9733356111951894,1.9315332708659223,1.1782925671334779,0.9999992297874332
0.44,-82.51192001514427,3.997251829563899,140.00041623460146,7.999574593119958,0.462904911287326,0.006388663782122257,3.2451861487412174e-05,0.9994247125284881,0.006541825991284985,0.9482126858394111,3.1591025089291813e-07,0.9999991190108454,0.9730988292799343,1.9301906832799396,1.1817993428077014,0.9999992019950524
0.45,-82.37754932658936,3.9974142680857283,140.0004002686449,7.99959170883233,0.4668675644216465,0.006414905239426795,3.258418098561119e-05,0.9994107526204785,0.006659424215431641,0.9467594715908301,3.266847562163004e-07,0.9999990864699813,0.9728677212444017,1.928858472790287,1.1852792157795116,0.9999991730721172
0.46,-82.24246393291077,3.997582551169702,140.00038352505663,7.999609677521156,0.47076295786888867,0.00644380072660043,3.27180597945023e-05,0.9993965348507721,0.00677971253498641,0.9452613283909354,3.3788643748208733e-07,0.9999990525408291,0.9726419325307487,1.9275365725929334,1.1887323338741016,0.9999991429595484
0.47000000000000003,-82.10661827657785,3.9977564205588747,140.0003660280728,7.999628478119247,0.474592186996258,0.006475294165566796,3.2853561781044995e-05,0.9993820465722225,0.006902800008418538,0.9437164174246773,3.4953783246522746e-07,0.9999990171464902,0.9724211224258344,1.9262249166144192,1.1921588424813465,0.9999991115946498
0.48,-81.96996428125657,3.9979356210603285,140.0003478017919,7.99964808985665,0.47835631017740593,0.006509335120531515,3.29907548867357e-05,0.9993672747569348,0.007028803655689828,0.9421227841495815,3.6166329434609243e-07,0.9999989802036651,0.9722049651227358,1.9249234395434456,1.1955588843543434,0.9999990789097651
0.49,-81.83245178353562,3.998119900473775,140.00032887017485,7.9996684922366015,0.4820563508752095,0.006545878050642678,3.312971056415001e-05,0.9993522059785248,0.007157847038540615,0.9404783684104547,3.742887982790576e-07,0.9999989416233535,0.9719931472431277,1.9236320768205142,1.1989325996689628,0.999999044832822
0.5,-81.69402808047487,3.998309009293153,140.00030925707932,7.999689665028671,0.4856932972396275,0.00658488256279879,3.3270504484266344e-05,0.9993368263435153,0.007290061677042037,0.9387809861207159,3.874423065911399e-07,0.9999989013095325,0.9717853678412726,1.922350764666234,1.2022801258574312,0.9999990092863256
0.51,-81.55463772498291,3.998502700469911,140.00028898628395,7.99971158825694,0.489268102531759,0.006626313358676494,3.341321687285842e-05,0.9993211214425051,0.007425587718263019,0.9370283197858478,4.011539529630598e-07,0.9999988591584927,0.9715813376941134,1.921079440096079,1.2056015975183996,0.9999989721868594
0.52,-81.4142225844496,3.998700729234179,140.00026808150326,7.999734242182294,0.4927816865994716,0.006670139812919101,3.355793244842543e-05,0.9993050763254873,0.007564574268636576,0.9352179187271676,4.154560324072823e-07,0.9999988150588899,0.9713807777414435,1.919818040918296,1.2088971464200962,0.9999989334451801
0.53,-81.27272118445293,3.998902852724414,140.0002465664325,7.9997576072977274,0.4962349344790773,0.006716336486738564,3.370474153918637e-05,0.9992886753814844,0.007707181628114633,0.9333471676726538,4.3038370963294656e-07,0.999998768889189,0.971183419372838,1.9185665057861279,1.212166901208708,0.9999988929644045
0.54,-81.13006906006359,3.9991088299217488,140.0002244647467,7.999781664308306,0.49962869893871786,0.006764882411222936,3.385373945868611e-05,0.9992719023765025,0.007853579672208696,0.9314133042289997,4.45974553159443e-07,0.9999987205193371,0.9709890025713916,1.9173247741679318,1.2154109875596042,0.9999988506410987
0.55,-80.98619775798853,3.999318421127923,140.0002018001651,7.999806394127911,0.5029637982251505,0.0068157618262353475,3.400502824096437e-05,0.9992547402600888,0.008003951884204679,0.9294133709068898,4.62269664526332e-07,0.9999986698065788,0.970797276235641,1.916092786428381,1.2186295277285022,0.9999988063623246
0.56,-80.84103532937306,3.9995313879782812,140.0001785964409,7.999831777859662,0.506241018690058,0.0068689634580830425,3.415871578255562e-05,0.9992371712356967,0.00815849335398219,0.9273442371180644,4.793131104576803e-07,0.9999986165976462,0.970607996558038,1.9148704837883663,1.2218226407600414,0.9999987600072102
0.5700000000000001,-80.69450537156894,3.9997474929083823,140.00015487742556,7.999857796790398,0.5094611130952043,0.00692448109062948,3.4314917501883954e-05,0.999219176572221,0.00831741423857064,0.925202555058067,4.971530285326221e-07,0.9999985607246855,0.9704209269260448,1.9136578083996465,1.2249904420714324,0.9999987114440764
0.58,-80.54652690815524,3.999966498944302,140.0001306670893,7.9998844323776215,0.5126248012706015,0.006982313429368763,3.447375654315342e-05,0.9992007365650172,0.008480940207743383,0.9229847533186508,5.158417372030858e-07,0.9999985020048666,0.9702358370548843,1.9124547033545454,1.2281330433909625,0.9999986605301443
0.59,-80.39701427958131,4.000188169495662,140.0001059895416,7.9999116662362635,0.5157327708074707,0.0070424639532005355,3.4635363966973384e-05,0.9991818304977047,0.008649313053585923,0.9206870303397986,5.354358241303587e-07,0.9999984402400304,0.9700525020867815,1.9112611126951364,1.2312505526995028,0.9999986071112617
0.6,-80.24587598634098,4.000412267719096,140.00008086910697,7.999939480133035,0.5187856752183814,0.007104941535173078,3.479988078426557e-05,0.9991624364154175,0.008822795256202064,0.9183052997948222,5.559975710726722e-07,0.9999983752114503,0.9698707022988572,1.9100769815004108,1.2343430737432608,0.9999985510183165
0.61,-80.09301486202037,4.000638556436405,140.00005533032947,7.999967855971937,0.5217841352556905,0.007169760105149478,3.4967457669869693e-05,0.9991425311382505,0.009001669481193152,0.9158351978065558,5.775948290527191e-07,0.9999983066803795,0.9696902221175873,1.9089022558739341,1.2374107060926773,0.9999984920677681
0.62,-79.93832706752475,4.0008667975556085,140.00002939804065,7.999996775787431,0.5247287375846473,0.007236939113337802,3.5138256796986305e-05,0.9991220900574118,0.009186243447054451,0.913272033385186,6.003024956106399e-07,0.9999982343826651,0.9695108495775545,1.9077368830185661,1.240453544721463,0.9999984300582908
0.63,-79.78170180489073,4.00109675178992,140.00000309738965,8.000026221732673,0.527620034832908,0.007306503544074015,3.531245220943981e-05,0.9991010870564538,0.009376848920932511,0.9106107787734408,6.24202292459326e-07,0.9999981580291982,0.9693323754996506,1.9065808112653864,1.2434716798451344,0.9999983647700917
0.64,-79.62302057559717,4.001328178188194,139.999976453897,8.00005617607107,0.5304585448427455,0.007378484190696082,3.5490231166114985e-05,0.9990794943507264,0.009573844937561292,0.9078460336622494,6.493838135539044e-07,0.9999980773020202,0.9691545927678463,1.9054339901307722,1.2464651965982858,0.9999982959623525
0.65,-79.46215629442298,4.0015608335929125,139.99994949351694,8.000086621167835,0.5332447498215103,0.007452917983736466,3.567179573578738e-05,0.9990572823028168,0.009777619786449695,0.9049719838425063,6.759456204354458e-07,0.9999979918502279,0.9689772955702859,1.9042963703806322,1.2494341746698117,0.9999982233701629
0.66,-79.29897282262111,4.00179447228962,139.99992224267643,8.000117539479893,0.5359790960340718,0.007529848119933548,3.5857363585130074e-05,0.9990344193128042,0.009988592971425339,0.9019823797354615,7.039957181672069e-07,0.9999979012881193,0.9688002786658454,1.9031679040703133,1.2523786880782037,0.9999981467030872
0.67,-79.13332331511755,4.002028845141549,139.99989472837564,8.00014891355269,0.5386619921978223,0.007609324685924212,3.604717148146077e-05,0.9990108715133642,0.010207237994595093,0.8988704426585798,7.336573961247635e-07,0.9999978051773871,0.9686233365331424,1.902048544645376,1.2552988045836966,0.9999980656388985
0.68,-78.96504967476629,4.00226369920557,139.99986697823206,8.000180726011859,0.5412938086429405,0.0076914048910313206,3.6241475858164404e-05,0.9989866026212669,0.01043406866175601,0.8956288529143611,7.650664383607567e-07,0.9999977030324783,0.9684462625485541,1.9009382469998621,1.258194585373748,0.9999979798218462
0.6900000000000001,-78.79398115933111,4.002498776994315,139.99983902056698,8.000212959562377,0.5438748752197777,0.0077761536909170155,3.6440555076542974e-05,0.998961573630727,0.010669630962760468,0.8922496948767132,7.983698549562082e-07,0.9999975943192707,0.9682688479702771,1.8998369675887044,1.2610660844388386,0.9999978888573738
0.7000000000000001,-78.61993295473896,4.002733815702815,139.99981088449434,8.000245596983605,0.5464054801260845,0.007863644273946986,3.6644712545538025e-05,0.9989357425447394,0.010914544554610748,0.8887243765048465,8.337362469703957e-07,0.999997478433162,0.9680908809967922,1.8987446645135917,1.2639133480677753,0.9999977923064816
0.71,-78.44270485501535,4.002968546503667,139.99978260000313,8.000278621127935,0.5488858680406246,0.007953958629720287,3.6854278921419486e-05,0.9989090640868397,0.011169484691786602,0.8850435760793052,8.713528604055542e-07,0.9999973546982693,0.9679121457676437,1.897661297627155,1.2667364142663313,0.9999976896806455
0.72,-78.26207919098835,4.003202693517955,139.9997541980771,8.000312014924248,0.5513162377466384,0.008047188356336929,3.706961627222435e-05,0.9988814892919479,0.011435196950924459,0.8811971401114256,9.114311622641728e-07,0.9999972223479482,0.9677324211325,1.896586828669091,1.269535311973922,0.9999975804331813
0.73,-78.0778187394888,4.003435972796323,139.99972571081423,8.000345761384835,0.5536967393768619,0.008143435529646834,3.729112190427356e-05,0.9988529650755229,0.011712508603845562,0.8771739913467563,9.542087514328474e-07,0.9999970805164753,0.9675514793617415,1.895521221414705,1.2723100602205324,0.9999974639503647
0.74,-77.88966468993817,4.003668091326509,139.99969717154227,8.000379843611539,0.5560274719012689,0.0082428135162808,3.751923221047463e-05,0.9988234338224985,0.012002337899086717,0.8729620371573991,9.999542059922775e-07,0.9999969282226264,0.9673690848884994,1.8944644418140468,1.2750606673329157,0.999997339542843
0.75,-77.69733356626347,4.0038987456361745,139.99966861498288,8.000414244816346,0.5583084790553341,0.008345448242830669,3.775442840785601e-05,0.9987928327659842,0.012305710598371107,0.8685480368679276,1.0489726188175156e-06,0.9999967643503304,0.9671849926061625,1.8934164582012327,1.2777871297401675,0.9999972064318293
0.76,-77.50051403438246,4.004127620375325,139.9996400774177,8.000448948345877,0.5605397452668601,0.008451479475026424,3.799724272586203e-05,0.9987610933492038,0.012623772949979309,0.8639174637629804,1.1016128694107173e-06,0.9999965876190691,0.9669989461097614,1.8923772415043552,1.2804894307670198,0.9999970637342268
0.77,-77.29886392706574,4.004354386964643,139.99961159684642,8.000483937701002,0.5627211918443192,0.00856106202315125,3.824826412778995e-05,0.9987281406276555,0.012957807717077205,0.8590543735400893,1.1582727991321718e-06,0.9999963965639153,0.9668106760398496,1.8913467654442504,1.2831675394932132,0.9999969104489784
0.78,-77.09200497597998,4.004578701417724,139.99958321324226,8.00051919659406,0.5648526702556548,0.008674367835894248,3.850814882444892e-05,0.9986938922295591,0.013309260982336708,0.853941178966237,1.219410981491723e-06,0.9999961894867614,0.9666198974525314,1.8903250068667923,1.2858214088245548,0.9999967454304574
0.79,-76.87951822354324,4.004800202454897,139.9995549687727,8.000554708999928,0.5669339564325943,0.008791587792120236,3.8777629413054985e-05,0.9986582574576129,0.013679772469355344,0.8485584557079852,1.285558152918499e-06,0.9999959644150392,0.9664263075251738,1.8893119460275165,1.2884509738346503,0.999996567364732
0.8,-76.66093809290909,4.005018509161278,139.99952690807413,8.000590459234184,0.5689647431409681,0.008912934029381234,3.9057526011521174e-05,0.9986211361293997,0.014071204245839273,0.8428847064255361,1.357329235678588e-06,0.9999957190591007,0.9662295826023923,1.888307566964483,1.2910561496073867,0.9999963747394309
0.81,-76.43574532555445,4.005233218268883,139.99949907856995,8.000626432052357,0.5709446312142953,0.009038642665087715,3.9348760270310943e-05,0.9985824172060372,0.014485668311615005,0.8368960759409325,1.4354402585614261e-06,0.9999954507432984,0.9660293748473452,1.8873118579230084,1.2936368287486077,0.9999961658050237
0.8200000000000001,-76.20335863683468,4.0054439010297544,139.99947153083636,8.000662612775766,0.5728731192130646,0.009168976991113735,3.965237255186509e-05,0.9985419771717683,0.014925577681215807,0.8305660158203272,1.5207333582762873e-06,0.9999951563059996,0.9658253083723739,1.8863248118489329,1.2961928784744516,0.9999959385267841
0.8300000000000001,-75.9631250310338,4.005650099740274,139.99944431900818,8.000698987451743,0.5747495922364236,0.009304230998153853,3.996954228070871e-05,0.9984996782320565,0.01539375519050526,0.8238648997092937,1.6142127700188872e-06,0.9999948319618849,0.9656169750586299,1.8853464269227278,1.2987241374200749,0.9999956905282974
0.84,-75.71430548102742,4.00585132292811,139.99941750134232,8.000735543136253,0.5765733039027486,0.009444734721672546,4.030161490014338e-05,0.9984553655690577,0.015893412531699187,0.8167595168839681,1.7170529608441836e-06,0.99999447325253,0.9654039280510806,1.8843767073904545,1.3012304107468133,0.9999954190047412
0.85,-75.45606295451975,4.006047041322298,139.99939114068553,8.00077226812427,0.5783433625003896,0.009590858551767908,4.065012746774489e-05,0.998408865082706,0.01642832333148281,0.8092126245924031,1.8306757203703126e-06,0.9999940747838783,0.9651856766560405,1.8834156642019566,1.3037114662725187,0.9999951206450103
0.86,-75.18744133229558,4.006236681084776,139.99936530526628,8.000809152386774,0.5800587065089793,0.009743020663265654,4.10168522562026e-05,0.9983599795165952,0.017002905494673638,0.8011821887987856,1.9567954302724556e-06,0.9999936300037265,0.9649616777458099,1.8824633161275244,1.3061670277590665,0.999994791494858
0.87,-74.90734309289908,4.006419617129292,139.9993400694699,8.000846188095009,0.5817180791334128,0.009901694689951763,4.14038420870049e-05,0.9983084843636394,0.017622375749670693,0.7926206416671143,2.097498872082302e-06,0.9999931309023575,0.9647313266734049,1.8815196908940022,1.3085967679907968,0.9999944268023447
0.88,-74.61450289177786,4.00659516550348,139.99931551472335,8.000883370267083,0.5833199988363911,0.010067418583083751,4.1813485332037086e-05,0.9982541230954877,0.018292929195634734,0.7834740179367732,2.255345886676792e-06,0.9999925676122973,0.964493947012582,1.8805848264786842,1.3110003008288733,0.9999940208274194
0.89,-74.30744785985685,4.006762572361061,139.9992917307763,8.000920697781721,0.5848627155826114,0.010240807658649913,4.224858887890704e-05,0.9981966000745968,0.019022021965185647,0.7736806999385681,2.4335273086917333e-06,0.9999919277765272,0.964248775596462,1.8796587730027037,1.3133771695293779,0.9999935665454653
0.9,-73.98445118214408,4.006921001916778,139.99926881709555,8.000958174659429,0.586344160988026,0.01042256931727606,4.2712474206258645e-05,0.9981355724199483,0.01981865035409731,0.7631700373475202,2.636038350658293e-06,0.9999911958182305,0.9639949455925498,1.8787415948430066,1.3157268335807295,0.9999930552855102
0.91,-73.64347128022744,4.007069521520281,139.99924688459106,8.000995811828204,0.5877618843906577,0.01061352173985385,4.3209104124913294e-05,0.9980706395248117,0.02069387748693076,0.7518606245786876,2.8679704843250425e-06,0.9999903518225024,0.9637314652432009,1.8778333732770096,1.3180486520648669,0.9999924762338935
0.92,-73.28207011344975,4.007207082840307,139.9992260577878,8.001033629621569,0.5891129695770653,0.010814618029420095,4.374325329016466e-05,0.9980013293007984,0.02166134779364043,0.7396581146972072,3.1358915522007732e-06,0.9999893699343811,0.9634571907216973,1.87693420984181,1.3203418622872083,0.9999918157384463
