t,Per_m,PT_n,CC_n,Per_c,Tim_c,PT_c,Tim_m,Clk_m,Clk_c,CC_c
0.32,0.4556052519921184,0.9917487978353394,0.36003788120001096,0.6543177331708151,0.8757324656952167,0.6227927015140339,0.632281080133121,0.3279488081715936,0.16051341052017865,0.15574681330621673
0.33,0.4541885502492643,0.9909239038189276,0.35844320330379875,0.6537363345295105,0.8757583843376575,0.6170012423858487,0.6301359348630443,0.33449221241123794,0.15929361491198268,0.15283148585467887
0.34,0.4527703552348209,0.9900718269190785,0.3568345442305384,0.6530738540692952,0.8756989138448928,0.611320763277189,0.6279893508359985,0.3410131563948163,0.158088770748852,0.14998867281972894
0.35000000000000003,0.45135068422791425,0.9891930529691711,0.3552124317133359,0.65233377135672,0.8755575010624241,0.6057473605949951,0.6258413485063107,0.34751222146553956,0.15689962328607146,0.14721671543628828
0.36,0.44992955387435424,0.9882880537063848,0.35357738430482805,0.6515194274373686,0.8753374555028308,0.6002772808073255,0.6236919477702304,0.35398995573350217,0.15572687262194196,0.14451399605619814
0.37,0.4485069802294268,0.9873572871826855,0.35192991150535813,0.6506340307010146,0.8750419551088554,0.5949069145112491,0.6215411680078478,0.36044687805047415,0.1545711754403703,0.14187893641551866
0.38,0.4470829788005615,0.9864011981727903,0.35027051389140174,0.649680662756573,0.8746740520237029,0.5896327905022536,0.6193890281248721,0.3668834821245505,0.1534331467635937,0.13930999588351686
0.39,0.4456575645678331,0.9854202185219191,0.34859968320648654,0.6486622807818387,0.8742366749792075,0.5844515729288022,0.6172355465740795,0.3733002341125702,0.15231336069766918,0.13680567135993868
0.4,0.44423075202992346,0.98441476757757,0.34691790249263904,0.6475817237585682,0.8737326354237395,0.5793600549907134,0.6150807414002569,0.3796975767269476,0.15121235224747168,0.13436449543164794
0.41000000000000003,0.44280255524143286,0.9833852525867806,0.34522564620894997,0.6464417174449195,0.8731646324302349,0.5743551537825802,0.6129246302771088,0.3860759314734491,0.1501306187984642,0.1319850350652421
0.42,0.44137298782746354,0.9823320689829809,0.34352338031897567,0.6452448762051385,0.8725352545531884,0.5694339080597408,0.6107672305228877,0.3924356970265784,0.1490686208133952,0.12966589153546312
0.43,0.4399420630322036,0.9812556008459403,0.3418115624236847,0.6439937094707309,0.8718469861882094,0.5645934716665457,0.6086085591479227,0.3987772529622659,0.14802678366716687,0.12740569857406264
0.44,0.43850979374871113,0.9801562212604203,0.34009064187066956,0.6426906257052503,0.8711022115001773,0.5598311093256362,0.6064486328844568,0.40510096083627795,0.14700549888187503,0.12520312144487022
0.45,0.4370761925297921,0.9790342925618857,0.33836105984314335,0.6413379340037597,0.8703032160383893,0.5551441947122978,0.6042874681985932,0.4114071632169384,0.14600512482159708,0.12305685682553869
0.46,0.43564127163777566,0.9778901668155716,0.33662324949020095,0.6399378505458129,0.8694521930987463,0.5505302038354141,0.6021250813390651,0.41769618687100607,0.1450259884930844,0.12096563104075322
0.47000000000000003,0.434205043063393,0.9767241861024565,0.33487763602594434,0.6384925012522944,0.8685512463676944,0.5459867121182697,0.5999614883566992,0.4239683429622514,0.14406838649413134,0.11892819954200289
0.48,0.43276751853395834,0.975536682731662,0.3331246368191121,0.6370039231727541,0.867602391318202,0.5415113927410995,0.5977967051136874,0.43022392646727736,0.14313258568677079,0.11694334676804602
0.49,0.43132870957421676,0.9743279798072425,0.33136466153095884,0.6354740721753552,0.8666075627959636,0.5371020087490845,0.5956307473429852,0.43646321973876107,0.1422188252485174,0.11500988407165164
0.5,0.4298886275259237,0.9730983915166361,0.3295981122154506,0.6339048257025148,0.8655686177588393,0.5327564100437775,0.5934636306684264,0.44268649284297346,0.14132731764570972,0.113126649156689
0.51,0.42844728354550465,0.9718482232527118,0.32782538339776623,0.6322979829631596,0.8644873354914363,0.528472532962472,0.5912953706039145,0.44889400256889883,0.14045824905157128,0.11129250624513624
0.52,0.42700468860230395,0.9705777717396148,0.3260468621533222,0.630655265195994,0.8633654178893774,0.5242483997877686,0.5891259825531715,0.4550859914870267,0.13961177977982783,0.10950634622184086
0.53,0.425560853566186,0.969287325814978,0.32426292827324116,0.6289783264499378,0.8622045000942615,0.5200821077008794,0.5869554818947176,0.46126269287849003,0.13878804700223127,0.10776708371836652
0.54,0.42411578920865084,0.9679771665768131,0.32247395434615383,0.6272687541848455,0.8610061511100356,0.515971827952528,0.5847838839843548,0.46742432998251277,0.1379871652554531,0.10607365715946654
0.55,0.42266950618913124,0.9666475673983239,0.320680305833199,0.6255280682282542,0.8597718727882884,0.5119158067592687,0.5826112041433984,0.47357111489183606,0.13720922658168136,0.10442502914680434
0.56,0.4212220150754229,0.9652987942138326,0.3188823411694371,0.6237577236618889,0.8585031026926153,0.5079123621893508,0.5804374576795703,0.47970324914544205,0.13645430153075463,0.10282018582283899
0.5700000000000001,0.4197733264048838,0.9639311061288103,0.3170804118967134,0.621959118400489,0.8572012215949503,0.5039598762589274,0.5782626599469055,0.4858209263405602,0.13572244119113294,0.10125813501881994
0.58,0.4183234506867598,0.9625447555612671,0.31527486275108996,0.6201335939937893,0.855867554282055,0.5000567939469382,0.5760868263493194,0.4919243318355302,0.13501367773417403,0.0997379061568513
0.59,0.4168723983790684,0.9611399881473212,0.31346603172984605,0.6182824334612753,0.8545033674239487,0.49620162530828077,0.5739099723197891,0.49801364157509015,0.13432802426310886,0.09825855081135497
0.6,0.4154201799267296,0.9597170431806512,0.3116542502068526,0.6164068662307511,0.8531098744673774,0.4923929402385036,0.5717321133581997,0.504089023413698,0.13366547628218128,0.09681914158302231
0.61,0.4139668058003947,0.9582761540580419,0.30983984304849915,0.6145080731580007,0.8516882406094759,0.4886293631546125,0.5695532650698609,0.510150638467371,0.13302601318428245,0.09541877095350149
0.62,0.4125122864990835,0.9568175484068645,0.3080231287005851,0.6125871873404757,0.8502395836117044,0.4849095720307155,0.5673734431693553,0.5161986410048993,0.13240959877416522,0.09405655113420339
0.63,0.41105663252437213,0.9553414479212033,0.30620441924517333,0.610645291495731,0.8487649712100085,0.48123230105472836,0.5651926634571475,0.5222331774410892,0.1318161809211201,0.09273161464668427
0.64,0.4095998544280105,0.9538480689151344,0.30438402052888985,0.6086834240976993,0.8472654271974623,0.477596334105669,0.5630109418665112,0.52825438785874,0.13124569336376188,0.09144311297270709
0.65,0.40814196283292065,0.9523376226160263,0.30256223226532397,0.6067025823381156,0.8457419343630058,0.47400050155862583,0.5608282944849651,0.5342624066139179,0.13069805673464382,0.09019021590407351
0.66,0.40668296843415613,0.9508103152568801,0.3007393481179399,0.6047037226654965,0.8441954350305814,0.4704436796344705,0.5586447375565264,0.5402573622690305,0.13017317897435646,0.08897211140966282
0.67,0.4052228819833142,0.949266347985184,0.2989156557669295,0.6026877592153439,0.8426268295068673,0.4669247919835438,0.556460287468155,0.5462393770305469,0.12967095516397462,0.08778800589760312
0.68,0.4037617143241612,0.9477059173174833,0.29709143702580965,0.6006555686299466,0.8410369808629561,0.46344280452285497,0.5542749607851668,0.5522085677953084,0.12919126905974151,0.08663712321412725
0.6900000000000001,0.4022994764138128,0.9461292154400183,0.29526696794398777,0.5986079930758482,0.8394267179293962,0.45999672217628435,0.5520887742728342,0.5581650467430987,0.12873399414759729,0.08551870399877633
0.7000000000000001,0.40083617931892324,0.9445364302325363,0.29344251888288597,0.5965458400703566,0.8377968351274055,0.4565855889921925,0.5499017448941163,0.5641089211549236,0.12829899382215243,0.08443200565567185
0.71,0.3993718342012462,0.9429277451455155,0.29161835457488233,0.5944698807508578,0.8361480907543509,0.45320848993120694,0.547713889797306,0.5700402929311374,0.127886121070254,0.08337630258574594
0.72,0.3979064523604776,0.941303339780486,0.28979473425696933,0.5923808559337573,0.8344812129968513,0.4498645443569635,0.5455252263582271,0.5759592598150793,0.12749522045383316,0.08235088500935929
0.73,0.39644004523417337,0.9396633899453171,0.28797191174880116,0.5902794763489604,0.8327969001658891,0.44655290572939915,0.5433357721815498,0.5818659153368194,0.12712612837760742,0.081355058845287
0.74,0.39497262440315645,0.9380080677778208,0.28615013553809404,0.5881664236272717,0.8310958216789006,0.4432727604954027,0.5411455451073303,0.5877603489193549,0.12677867358112863,0.08038814545468242
0.75,0.3935042015975408,0.936337541822398,0.28432964885324186,0.586042350988837,0.8293786187434056,0.4400233273340377,0.538954563218295,0.5936426460241877,0.12645267742316543,0.0794494813893915
0.76,0.3920347887020152,0.9346519771323146,0.28251068974354276,0.5839078840745333,0.8276459051836861,0.4368038562264106,0.5367628448463215,0.5995128882604431,0.12614795428434095,0.07853841814670705
0.77,0.39056439776076524,0.9329515354566107,0.2806934911810375,0.581763622353385,0.8258982688420443,0.4336136268528154,0.5345704085783194,0.6053711534472237,0.12586431233493403,0.07765432190217009
0.78,0.38909304098065345,0.9312363752963522,0.2788782811328827,0.5796101395258622,0.82413627198014,0.43045194813187615,0.5323772732607669,0.6112175156667927,0.12560155376696291,0.07679657332401445
0.79,0.38762073073689035,0.9295066520171275,0.27706528264381314,0.5774479844265964,0.82236045217656,0.427318157207843,0.5301834580065508,0.6170520453718913,0.1253594752296222,0.07596456731764945
0.8,0.3861474796273612,0.9277625184308288,0.2752547139580267,0.5752776873472664,0.8205713285949606,0.42421161270649654,0.5279889822485923,0.6228748108509001,0.12513786957941725,0.07515771161705921
0.81,0.38467330043571757,0.9260041244905794,0.2734467885657453,0.5730997561304587,0.8187693981164238,0.4211316988098979,0.525793865705771,0.6286858771397381,0.12493652513042493,0.07437542754190968
0.8200000000000001,0.38319820613180355,0.9242316173451582,0.2716417152799042,0.570914676416957,0.8169551355872046,0.4180778249394486,0.5235981283847502,0.6344853059750882,0.12475522591039273,0.07361714987017766
0.8300000000000001,0.3817222098862159,0.9224451415280194,0.26983969832394056,0.5687229134511871,0.815128995610285,0.41504942379196,0.5214017905953992,0.6402731561403171,0.12459375229007984,0.07288232637669964
0.84,0.38024532508066156,0.9206448390890714,0.268040937408547,0.5665249133383955,0.8132914137942805,0.4120459499710022,0.519204872962236,0.6460494836996225,0.12445188145512798,0.07217041750079188
0.85,0.37876756532887357,0.9188308498001124,0.2662456278033461,0.5643211053571624,0.8114428090493039,0.4090668775302421,0.5170073964461273,0.6518143425402667,0.12432938809635757,0.07148089581710329
0.86,0.3772889444592907,0.9170033110778387,0.2644539604224076,0.5621119003264271,0.809583581968457,0.4061117015964448,0.5148093823289032,0.657567783790329,0.12422604424307097,0.07081324623375473
0.87,0.3758094765276109,0.9151623581214617,0.26266612189719635,0.5598976920073578,0.8077141162201575,0.4031799368589061,0.5126108522269689,0.6633098561116059,0.12414161974047137,0.07016696562793609
0.88,0.3743291758230031,0.9133081240006354,0.2608822946509863,0.5576788578281344,0.8058347792686843,0.40027111676107635,0.5104118280987765,0.6690406058042392,0.12407588257292082,0.06954156260489135
0.89,0.3728480568808324,0.9114407397810375,0.2591026569654609,0.5554557600765044,0.803945923558965,0.3973847922004612,0.5082123322587332,0.6747600770104353,0.12402859926238877,0.06893655718862149
0.9,0.3713661344875551,0.909560334595963,0.2573273830537095,0.5532287464377473,0.8020478870516912,0.3945205309184677,0.5060123873834206,0.6804683117774987,0.12399953513465047,0.068351480611676
0.91,0.36988342367983296,0.9076670356771124,0.25555664313766063,0.5509981500410177,0.8001409932704999,0.3916779174088501,0.5038120165121381,0.6861653500158599,0.1239884544837154,0.06778587517930654
0.92,0.36839993975370394,0.9057609684466057,0.25379060351480187,0.5487642902754695,0.798225552113094,0.38885655201848823,0.5016112430573617,0.6918512296282894,0.12399512087040776,0.06723929401659395
0.93,0.3669156982712619,0.9038422565927035,0.25202942662849254,0.546527473378052,0.7963018604355422,0.38605605028486534,0.49941009081275595,0.6975259865848393,0.12401929737634781,0.0667113008421528
0.9400000000000001,0.36543071507670866,0.9019110222338564,0.25027327115005543,0.5442879937491536,0.7943702033571047,0.3832760414618937,0.4972085839703667,0.7031896550941789,0.12406074705943528,0.06620146955683803
0.9500000000000001,0.36394500629317544,0.8999673858914925,0.24852229203393553,0.5420461336801815,0.7924308539926072,0.38051616881453926,0.4950067471190267,0.7088422675627523,0.12411923295018461,0.06570938422374198
0.96,0.36245858832972094,0.8980114665589863,0.24677664058572518,0.5398021638740438,0.7904840739697493,0.37777608902930837,0.4928046052527256,0.7144838546589999,0.12419451826812032,0.06523463884700516
0.97,0.36097147788942585,0.89604338177805,0.2450364645307658,0.5375563440233055,0.7885301140034018,0.3750554715598096,0.4906021837800661,0.7201144453846778,0.12428636664849661,0.06477683713239482
0.98,0.35948369197724006,0.8940632476981062,0.24330190807146884,0.5353089233390167,0.7865692144221926,0.3723539980441624,0.48839950853355024,0.7257340671592553,0.12439454234874887,0.06433559230505459
0.99,0.35799524790896325,0.892071179133133,0.24157311193611183,0.5330601411417809,0.7846016057577371,0.3696713616683866,0.4861966057800404,0.7313427459304652,0.12451881046651,0.06391052695234757
1.0,0.35650616331465806,0.8900672896131742,0.23985021346566907,0.5308102269631046,0.7826275088431229,0.36700726699355485,0.48399350222552884,0.7369405061253552,0.12465893701211589,0.06350127275888527
1.01,0.35501645614701327,0.8880516914349187,0.23813334666559263,0.5285594010234343,0.7806471352893016,0.36436142943395056,0.4817902250249925,0.7425273707332556,0.12481468908216045,0.06310747034236648
1.02,0.35352614468864735,0.8860244957094884,0.23642264226477525,0.5263078745927716,0.7786606878439315,0.3617335748487476,0.47958680179117297,0.7481033613532313,0.12498583499408028,0.06272876906896559
1.03,0.3520352475647014,0.8839858124647703,0.23471822777648452,0.5240558508413289,0.7766683612366062,0.3591234385941,0.4773832606085597,0.753668498306883,0.1251721446041431,0.06236482680411257
1.04,0.35054378374743783,0.8819357506572718,0.23302022755432603,0.5218035248707055,0.77467034221058,0.3565307654764422,0.4751796300395444,0.7592228006399054,0.12537338930991873,0.06201530976904621
1.05,0.349051772561047,0.8798744181825555,0.23132876284716847,0.519551083733453,0.7726668095429567,0.35395530971877415,0.4729759391307956,0.7647662861221322,0.12558934204465028,0.06167989239947748
1.06,0.34755923369152963,0.8778019219370804,0.22964395185536315,0.5172987069203009,0.7706579345291065,0.3513968344129916,0.47077221742463077,0.770298971311168,0.1258197774459018,0.061358257144864876
1.07,0.34606618719462723,0.8757183678551661,0.2279659097848894,0.515046566623002,0.7686438812443294,0.34885511121913465,0.4685684949684884,0.7758208715856075,0.12606447193514125,0.061050094297101905
1.08,0.3445726535046785,0.8736238609547884,0.226294748901012,0.5127948280795063,0.7666248068872737,0.3463299199744536,0.46636480232532396,0.7813320011896714,0.12632320383021678,0.06075510181085997
1.09,0.3430786534518345,0.8715185054949459,0.22463057858686206,0.5105436509418736,0.7646008631389866,0.343821047179364,0.4641611705922079,0.7868323734185042,0.12659575389559066,0.060472985009244445
1.1,0.3415842082610107,0.8694024048765886,0.22297350538755825,0.5082931882985033,0.7625721951925633,0.3413282870600972,0.4619576314010543,0.7923220004811915,0.12688190488016432,0.060203456555667764
1.11,0.34008933956137494,0.8672756616852166,0.22132363306083697,0.5060435869946017,0.7605389420720177,0.3388514412056384,0.4597542169296844,0.797800893542302,0.1271814416114678,0.059946236279881986
1.12,0.33859406939695624,0.8651383777449977,0.21968106262733558,0.503794988059564,0.7585012370573205,0.3363903180874762,0.45755095991400346,0.8032690627782259,0.12749415113332782,0.05970105099288662
1.1300000000000001,0.3370984202358097,0.8629906541489564,0.21804589241866276,0.501547526916883,0.7564592078934691,0.3339447328184662,0.455347893658781,0.8087265174037259,0.12781982274735912,0.059467634327393895
1.1400000000000001,0.3356024149797308,0.8608325913033303,0.21641821812362508,0.499301333748583,0.7544129771535404,0.33151450674606037,0.45314505204894856,0.8141732657233766,0.12815824813720822,0.05924572658587388
1.1500000000000001,0.33410607697497713,0.8586642890043531,0.21479813283172325,0.4970565342077505,0.752362662948556,0.32909946667163786,0.45094246956182577,0.8196093152385052,0.12850922168008838,0.05903507460149514
1.16,0.33260943001997983,0.856485846387608,0.21318572708167685,0.49481324878495575,0.75030837829644,0.32669944551876384,0.4487401812766903,0.8250346725416969,0.128872540030629,0.058835431565435845
1.17,0.33111249837578294,0.854297361978238,0.21158108890389746,0.4925715932479742,0.7482502315602151,0.324314281847288,0.4465382228868089,0.8304493433814927,0.12924800228367261,0.058646556887005485
1.18,0.3296153067761196,0.8520989337190412,0.20998430386287933,0.49033167885155865,0.7461883266571799,0.32194381961547447,0.4443366307111743,0.8358533326911708,0.12963541001218262,0.05846821605078819
1.19,0.3281178804375426,0.8498906589930706,0.20839545509870006,0.4880936124933691,0.7441227632144976,0.319587908000685,0.44213544170631863,0.8412466446094642,0.1300345672753712,0.05830018047564392
1.2,0.32662024506830445,0.847672634683241,0.2068146233737509,0.485857497203267,0.7420536370563131,0.31724640085284944,0.43993469347668585,0.8466292825447784,0.130445280823906,0.058142227355588286
1.21,0.32512242687801723,0.8454449572128264,0.20524188711555966,0.4836234324629372,0.7399810405221707,0.31491915633523554,0.4377344242858881,0.8520012492173752,0.13086736020480302,0.057994139513114086
1.22,0.32362445259074624,0.8432077224934674,0.20367732244375691,0.48139151369807187,0.7379050619626323,0.31260603747758625,0.43553467307188526,0.857362546593829,0.13130061737713689,0.05785570530491803
1.23,0.32212634945437074,0.8409610259788179,0.20212100321344742,0.4791618327191198,0.7358257861781952,0.3103069116838948,0.43333547945788004,0.8627131759451314,0.13174486688853485,0.05772671847212864
1.24,0.3206281452512739,0.838704962683872,0.2005730010521968,0.47693447785602877,0.7337432945539337,0.3080216505777611,0.4311368837647271,0.8680531378649996,0.13219992587075632,0.05760697801125898
1.25,0.3191298683090848,0.8364396272034269,0.1990333853961783,0.4747095340863745,0.7316576651875882,0.3057501298552148,0.4289389270233962,0.8733824322873415,0.13266561403181965,0.057496288047585706
1.26,0.31763154750559797,0.8341651137799099,0.19750222353942123,0.47248708357764424,0.7295689734294173,0.3034922286758976,0.4267416509810724,0.8787010585545455,0.13314175392094485,0.05739445767893226
1.27,0.3161332122833441,0.831881516288889,0.19597958065950424,0.47026720554111806,0.7274772917376805,0.30124782982192577,0.4245450981177993,0.8840090154012663,0.13362817074185263,0.057301300873892354
1.28,0.31463489266321665,0.8295889282324256,0.19446551984479143,0.46804997615224564,0.7253826896002491,0.29901681978274425,0.42234931166208994,0.8893063009463636,0.13412469221044165,0.057216636366955856
1.29,0.3131366192532834,0.8272874427732295,0.19296010213238698,0.4658354688134843,0.7232852337967072,0.2967990884582757,0.4201543356012733,0.8945929127268665,0.1346311486381738,0.05714028752950346
1.3,0.31163842325982954,0.8249771527496359,0.191463386540111,0.46362375425739577,0.7211849885016636,0.294594529040309,0.41796021469427724,0.8998688477123222,0.135147372911184,0.057072082254947434
1.31,0.3101403364973558,0.8226581506929787,0.18997543009879064,0.46141490067515506,0.7190820154134703,0.29240303786652466,0.4157669944832756,0.9051341023229947,0.13567320048930218,0.05701185284723466
1.32,0.30864239138884336,0.8203305288735231,0.1884962878943326,0.4592089741237319,0.7169763741610493,0.29022451397114674,0.41357472129476397,0.9103886724885883,0.13620846961053196,0.056959435918598436
1.33,0.3071446209887608,0.8179943792771647,0.1870260130841946,0.4570060382650965,0.7148681220442704,0.2880588593639133,0.4113834422653312,0.9156325536104063,0.13675302100744857,0.05691467227455618
1.34,0.30564705899262246,0.8156497936218725,0.18556465692768556,0.45480615449238077,0.7127573141604805,0.28590597888766217,0.40919320535282566,0.9208657405797152,0.13730669790838398,0.05687740681067277
1.35,0.3041497397460353,0.8132968633749267,0.1841122688160011,0.45260938206593704,0.7106440035409596,0.2837657800654622,0.4070040593469636,0.9260882277977135,0.1378693460471582,0.056847488412325495
1.36,0.3026526982555653,0.8109356797639231,0.18266889629945243,0.45041577819128265,0.7085282412294424,0.28163817301141414,0.40481605388191283,0.9313000091872525,0.13844081363152871,0.056824769855889926
1.37,0.3011559701954406,0.8085663337982651,0.18123458512023125,0.44822539817867174,0.7064100764418344,0.2795230702491872,0.4026292394443076,0.9365010782138153,0.13902095137222378,0.056809107698121225
1.3800000000000001,0.2996595919069184,0.8061889163097236,0.17980937925554405,0.4460382957506924,0.7042895568731447,0.27742038636318894,0.40044366737321213,0.941691427923311,0.1396096126208165,0.056800362142854714
1.3900000000000001,0.29816360042716933,0.803803517912441,0.1783933209149994,0.4438545227270154,0.7021667283851215,0.2753300383543212,0.3982593898924665,0.946871050908957,0.1402066530561719,0.05679839701129736
1.4000000000000001,0.2966680334933279,0.8014102290293013,0.1769864505750062,0.4416741292231445,0.700041635205012,0.27325194541440384,0.39607646011578446,0.9520399393366249,0.14081193074572532,0.05680307962969043
1.41,0.29517292955181584,0.799009139903277,0.17558880700433926,0.43949716373341213,0.6979143200092499,0.2711860288315987,0.3938949320576361,0.9571980849569824,0.14142530612388823,0.056814280737499404
1.42,0.29367832776842684,0.7966003406059563,0.1742004272877442,0.43732367319262333,0.6957848239859422,0.2691322119200522,0.3917148606449623,0.9623454791151743,0.14204664195619196,0.056831874400667684
1.43,0.2921842680273138,0.7941839210616799,0.17282134686106093,0.4351537031664886,0.6936531870257768,0.2670904198052011,0.38953630171655723,0.9674821127770228,0.14267580340196206,0.0568557379084849
1.44,0.29069079093746986,0.7917599710599061,0.17145159953724162,0.43298729794634094,0.6915194478175588,0.2650605793165482,0.38735931203077617,0.9726079765430184,0.14331265800619153,0.05688575168556479
1.45,0.2891979378607039,0.7893285802351817,0.17009121750773273,0.430824500379061,0.6893836436798358,0.26304261917754695,0.38518394929712646,0.977723060628467,0.14395707549308778,0.056921799242651956
1.46,0.28770575091153927,0.7868898380877329,0.16874023137421085,0.42866535203083894,0.6872458107253425,0.261036469821164,0.3830102721766584,0.982827354886393,0.1446089278128063,0.05696376708227763
1.47,0.28621427296602747,0.7844438339901914,0.16739867016963708,0.42650989323806027,0.6851059839129682,0.2590420633321594,0.38083834029226044,0.9879208488160387,0.14526808910444025,0.057011544621932364
