t,HCO3_i
5.7,341.9999999999998
5.71,342.5999999999998
5.72,343.1999999999997
5.73,343.79999999999984
5.74,344.39999999999975
5.75,344.9999999999998
5.76,345.5999999999998
5.7700000000000005,346.1999999999998
5.78,346.79999999999984
5.79,347.39999999999975
5.8,347.9999999999998
5.8100000000000005,348.5999999999998
5.82,349.1999999999998
5.83,349.79999999999984
5.84,350.39999999999975
5.8500000000000005,350.9999999999999
5.86,351.5999999999998
5.87,352.1999999999998
5.88,352.7999999999997
5.89,353.39999999999986
5.9,353.9999999999998
5.91,354.5999999999998
5.92,355.1999999999998
5.93,355.79999999999984
5.94,356.39999999999986
5.95,356.9999999999998
5.96,357.5999999999998
5.97,358.1999999999997
5.98,358.79999999999984
5.99,359.39999999999986
6.0,359.9999999999998
6.01,360.5999999999998
6.0200000000000005,361.1999999999998
6.03,361.79999999999984
6.04,362.39999999999975
6.05,362.9999999999998
6.0600000000000005,363.5999999999998
6.07,364.1999999999998
6.08,364.79999999999984
6.09,365.39999999999975
6.1000000000000005,365.9999999999999
6.11,366.5999999999998
6.12,367.1999999999998
6.13,367.7999999999997
6.140000000000001,368.39999999999986
6.15,368.9999999999998
6.16,369.5999999999998
6.17,370.1999999999998
6.18,370.79999999999984
6.19,371.39999999999986
6.2,371.9999999999998
6.21,372.5999999999998
6.22,373.1999999999997
6.23,373.79999999999984
6.24,374.39999999999986
6.25,374.9999999999998
6.26,375.5999999999998
6.2700000000000005,376.1999999999997
6.28,376.79999999999984
6.29,377.39999999999975
6.3,377.9999999999999
6.3100000000000005,378.5999999999998
6.32,379.1999999999998
6.33,379.79999999999984
6.34,380.39999999999975
6.3500000000000005,380.9999999999999
6.36,381.5999999999997
6.37,382.1999999999998
6.38,382.7999999999997
6.390000000000001,383.39999999999986
6.4,383.9999999999998
6.41,384.5999999999998
6.42,385.1999999999998
6.43,385.7999999999997
6.44,386.39999999999986
6.45,386.99999999999966
6.46,387.5999999999998
6.47,388.1999999999997
6.48,388.79999999999984
6.49,389.39999999999975
6.5,389.9999999999998
6.51,390.5999999999997
6.5200000000000005,391.1999999999997
6.53,391.79999999999984
6.54,392.39999999999964
6.55,392.9999999999998
6.5600000000000005,393.5999999999998
6.57,394.1999999999998
6.58,394.7999999999997
6.59,395.39999999999975
6.6000000000000005,395.9999999999999
6.61,396.5999999999997
6.62,397.1999999999998
6.63,397.7999999999997
6.640000000000001,398.39999999999975
6.65,398.9999999999998
6.66,399.5999999999997
6.67,400.1999999999997
6.68,400.7999999999997
6.69,401.39999999999986
6.7,401.99999999999966
6.71,402.5999999999998
6.72,403.1999999999997
6.73,403.7999999999997
6.74,404.39999999999975
6.75,404.9999999999998
6.76,405.5999999999997
6.7700000000000005,406.1999999999997
6.78,406.79999999999984
6.79,407.39999999999975
6.8,407.9999999999998
6.8100000000000005,408.5999999999998
6.82,409.1999999999997
6.83,409.7999999999997
6.84,410.39999999999975
6.8500000000000005,410.9999999999998
6.86,411.5999999999997
6.87,412.1999999999998
6.88,412.7999999999997
6.890000000000001,413.39999999999975
6.9,413.9999999999998
6.91,414.5999999999998
6.92,415.1999999999997
6.93,415.7999999999997
6.94,416.39999999999975
6.95,416.9999999999998
6.96,417.5999999999998
6.97,418.1999999999997
6.98,418.7999999999997
6.99,419.39999999999975
7.0,419.9999999999998
7.01,420.5999999999998
7.0200000000000005,421.1999999999997
7.03,421.79999999999984
7.04,422.39999999999975
7.05,422.9999999999998
7.0600000000000005,423.5999999999998
7.07,424.1999999999997
7.08,424.7999999999997
7.09,425.39999999999975
7.1000000000000005,425.9999999999998
7.11,426.5999999999997
7.12,427.1999999999998
7.13,427.7999999999997
7.140000000000001,428.39999999999975
7.15,428.9999999999998
7.16,429.5999999999998
7.17,430.1999999999997
7.18,430.7999999999997
7.19,431.39999999999975
7.2,431.9999999999998
7.21,432.5999999999998
7.22,433.1999999999997
7.23,433.7999999999997
7.24,434.39999999999975
7.25,434.9999999999998
7.26,435.5999999999998
7.2700000000000005,436.1999999999997
7.28,436.79999999999984
7.29,437.39999999999964
7.3,437.9999999999998
7.3100000000000005,438.5999999999998
7.32,439.1999999999998
7.33,439.7999999999997
7.34,440.39999999999975
7.3500000000000005,440.9999999999998
7.36,441.5999999999997
7.37,442.1999999999998
7.38,442.7999999999996
7.390000000000001,443.39999999999975
7.4,443.9999999999998
7.41,444.5999999999998
7.42,445.1999999999997
7.43,445.7999999999997
7.44,446.39999999999986
7.45,446.99999999999966
7.46,447.5999999999998
7.47,448.1999999999996
7.48,448.7999999999997
7.49,449.39999999999975
7.5,449.9999999999998
7.51,450.5999999999997
7.5200000000000005,451.1999999999997
7.53,451.79999999999984
7.54,452.39999999999964
7.55,452.9999999999998
7.5600000000000005,453.5999999999998
7.57,454.1999999999997
7.58,454.7999999999997
7.59,455.39999999999975
7.6000000000000005,455.9999999999999
7.61,456.5999999999997
7.62,457.19999999999976
7.63,457.79999999999967
7.640000000000001,458.3999999999997
7.65,458.9999999999997
7.66,459.59999999999974
7.67,460.19999999999976
7.68,460.79999999999967
7.69,461.3999999999998
7.7,461.99999999999966
7.71,462.59999999999974
7.72,463.19999999999965
7.73,463.7999999999998
7.74,464.3999999999997
7.75,464.9999999999997
7.76,465.5999999999997
7.7700000000000005,466.1999999999997
7.78,466.7999999999998
7.79,467.39999999999964
7.8,467.9999999999997
7.8100000000000005,468.59999999999974
7.82,469.19999999999976
7.83,469.7999999999997
7.84,470.3999999999997
7.8500000000000005,470.99999999999983
7.86,471.5999999999997
7.87,472.19999999999976
7.88,472.7999999999996
7.890000000000001,473.39999999999975
7.9,473.9999999999997
7.91,474.59999999999974
7.92,475.1999999999997
7.930000000000001,475.7999999999997
7.94,476.3999999999998
7.95,476.99999999999966
7.96,477.59999999999974
7.97,478.19999999999965
7.98,478.7999999999997
7.99,479.39999999999975
8.0,479.99999999999966
8.01,480.5999999999997
8.02,481.1999999999997
8.03,481.79999999999967
8.040000000000001,482.39999999999975
8.05,482.9999999999998
8.06,483.59999999999974
8.07,484.1999999999997
8.08,484.7999999999997
8.09,485.39999999999964
8.1,485.99999999999966
8.11,486.5999999999997
8.120000000000001,487.19999999999976
8.13,487.7999999999997
8.14,488.39999999999975
8.15,488.99999999999966
8.16,489.5999999999997
8.17,490.1999999999997
8.18,490.7999999999997
8.19,491.39999999999964
8.2,491.99999999999966
8.21,492.59999999999974
8.22,493.1999999999997
8.23,493.7999999999997
8.24,494.39999999999975
8.25,494.99999999999966
8.26,495.5999999999997
8.27,496.19999999999965
8.28,496.79999999999967
8.290000000000001,497.39999999999975
8.3,497.9999999999998
8.31,498.5999999999997
8.32,499.1999999999997
8.33,499.7999999999997
8.34,500.3999999999997
8.35,500.99999999999966
8.36,501.5999999999996
8.370000000000001,502.1999999999997
8.38,502.7999999999997
8.39,503.39999999999975
8.4,503.9999999999997
8.41,504.5999999999997
8.42,505.1999999999997
8.43,505.79999999999967
8.44,506.3999999999997
8.45,506.9999999999996
8.46,507.59999999999974
8.47,508.1999999999997
8.48,508.7999999999997
8.49,509.3999999999997
8.5,509.9999999999997
8.51,510.5999999999996
8.52,511.19999999999965
8.53,511.79999999999967
8.540000000000001,512.3999999999997
8.55,512.9999999999998
8.56,513.5999999999997
8.57,514.1999999999997
8.58,514.7999999999997
8.59,515.3999999999996
8.6,515.9999999999995
8.61,516.5999999999997
8.620000000000001,517.1999999999997
8.63,517.7999999999997
8.64,518.3999999999996
8.65,518.9999999999998
8.66,519.5999999999997
8.67,520.1999999999996
8.68,520.7999999999997
8.69,521.3999999999996
8.700000000000001,521.9999999999998
8.71,522.5999999999997
8.72,523.1999999999997
8.73,523.7999999999997
8.74,524.3999999999996
8.75,524.9999999999998
8.76,525.5999999999997
8.77,526.1999999999996
8.78,526.7999999999996
8.790000000000001,527.3999999999996
8.8,527.9999999999998
8.81,528.5999999999997
8.82,529.1999999999996
8.83,529.7999999999997
8.84,530.3999999999996
8.85,530.9999999999997
8.86,531.5999999999997
8.870000000000001,532.1999999999998
8.88,532.7999999999997
8.89,533.3999999999996
8.9,533.9999999999998
8.91,534.5999999999997
8.92,535.1999999999996
8.93,535.7999999999996
8.94,536.3999999999996
8.950000000000001,536.9999999999998
8.96,537.5999999999997
8.97,538.1999999999997
8.98,538.7999999999997
8.99,539.3999999999996
9.0,539.9999999999997
9.01,540.5999999999997
9.02,541.1999999999996
9.03,541.7999999999996
9.040000000000001,542.3999999999996
9.05,542.9999999999998
9.06,543.5999999999997
9.07,544.1999999999997
9.08,544.7999999999997
9.09,545.3999999999996
9.1,545.9999999999997
9.11,546.5999999999996
9.120000000000001,547.1999999999998
9.13,547.7999999999997
9.14,548.3999999999996
9.15,548.9999999999997
9.16,549.5999999999997
9.17,550.1999999999996
9.18,550.7999999999996
9.19,551.3999999999996
9.200000000000001,551.9999999999998
9.21,552.5999999999997
9.22,553.1999999999997
9.23,553.7999999999997
9.24,554.3999999999996
9.25,554.9999999999997
9.26,555.5999999999997
9.27,556.1999999999996
9.28,556.7999999999996
9.290000000000001,557.3999999999996
9.3,557.9999999999997
9.31,558.5999999999997
9.32,559.1999999999997
9.33,559.7999999999996
9.34,560.3999999999996
9.35,560.9999999999997
9.36,561.5999999999997
9.370000000000001,562.1999999999997
9.38,562.7999999999997
9.39,563.3999999999996
9.4,563.9999999999997
9.41,564.5999999999997
9.42,565.1999999999996
9.43,565.7999999999996
9.44,566.3999999999996
9.450000000000001,566.9999999999997
9.46,567.5999999999997
9.47,568.1999999999997
9.48,568.7999999999997
9.49,569.3999999999996
9.5,569.9999999999997
9.51,570.5999999999997
9.52,571.1999999999996
9.53,571.7999999999995
9.540000000000001,572.3999999999997
9.55,572.9999999999997
9.56,573.5999999999997
9.57,574.1999999999996
9.58,574.7999999999997
9.59,575.3999999999996
9.6,575.9999999999995
9.61,576.5999999999997
9.620000000000001,577.1999999999997
9.63,577.7999999999997
9.64,578.3999999999996
9.65,578.9999999999997
9.66,579.5999999999997
9.67,580.1999999999996
9.68,580.7999999999995
9.69,581.3999999999996
9.700000000000001,581.9999999999997
9.71,582.5999999999997
9.72,583.1999999999996
9.73,583.7999999999997
9.74,584.3999999999996
9.75,584.9999999999995
9.76,585.5999999999997
9.77,586.1999999999996
9.78,586.7999999999995
9.790000000000001,587.3999999999996
9.8,587.9999999999997
9.81,588.5999999999997
9.82,589.1999999999996
9.83,589.7999999999997
9.84,590.3999999999996
9.85,590.9999999999995
9.86,591.5999999999997
9.870000000000001,592.1999999999996
9.88,592.7999999999997
9.89,593.3999999999996
9.9,593.9999999999995
9.91,594.5999999999997
9.92,595.1999999999996
9.93,595.7999999999996
9.94,596.3999999999996
9.950000000000001,596.9999999999998
9.96,597.5999999999997
9.97,598.1999999999996
9.98,598.7999999999997
9.99,599.3999999999996
