t,Vm,h
0.47000000000000003,0.09408218440433158,0.8794386367839342
0.48,0.09616367156511287,0.879448683145598
0.49,0.09825174561379806,0.8794587286700999
0.5,0.10034660909748774,0.8794687733575095
0.51,0.10244846557133827,0.8794788172078969
0.52,0.1045575194761503,0.8794888602213314
0.53,0.106673976191444,0.8794989023978832
0.54,0.10879804208853412,0.8795089437376218
0.55,0.11092992446286902,0.8795189842406169
0.56,0.11306983148542832,0.8795290239069382
0.5700000000000001,0.11521797257507863,0.8795390627366556
0.58,0.11737455830449653,0.8795491007298387
0.59,0.11953980044398213,0.8795591378865573
0.6,0.121713912009679,0.8795691742068809
0.61,0.12389710729901904,0.8795792096908792
0.62,0.12608960169928432,0.8795892443386222
0.63,0.12829161198662664,0.8795992781501794
0.64,0.13050337576981297,0.8795937076204725
0.65,0.1327250486709516,0.8795350699945738
0.66,0.13495685978980637,0.8794764362777197
0.67,0.13719902925420863,0.8794178064696498
0.68,0.1394517786201509,0.8793591805701035
0.6900000000000001,0.14171533090913166,0.8793005585788203
0.7000000000000001,0.14398991065823297,0.8792419404955395
0.71,0.14627574398393928,0.8791833263200007
0.72,0.14857305847779442,0.8791247160519434
0.73,0.15088208327938737,0.879066109691107
0.74,0.15320304911383095,0.8790075072372311
0.75,0.1555361883231691,0.8789489086900552
0.76,0.1578817348977841,0.8788903140493189
0.77,0.16023992449690785,0.8788317233147618
0.78,0.16261099445677266,0.8787731364861234
0.79,0.16499518387104362,0.8787145535631435
0.8,0.1673927336033477,0.8786559745455617
0.81,0.16980388631625043,0.8785973994331173
0.8200000000000001,0.17222888650217266,0.8785388282255504
0.8300000000000001,0.17466798051430718,0.8784802609226005
0.84,0.1771214162689214,0.8784216975240073
0.85,0.17958944273584426,0.8783631380295106
0.86,0.18207231124147133,0.87830458243885
0.87,0.18457027497710016,0.8782460307517653
0.88,0.18708358897802296,0.8781874829679963
0.89,0.18961251014142566,0.8781289390872828
0.9,0.1921572972442865,0.8780703991093646
0.91,0.19471821053219715,0.8780118630339815
0.92,0.197295511212295,0.8779533308608733
0.93,0.19988946289420426,0.87789480258978
0.9400000000000001,0.20250033098730907,0.8778362782204413
0.9500000000000001,0.20512838267138492,0.8777777577525973
0.96,0.20777388689943646,0.8777192411859877
0.97,0.21043711440053567,0.8776607285203524
0.98,0.2131183373975245,0.8776022197554316
0.99,0.21581782860568857,0.877543714890965
1.0,0.218535856461267,0.8774852139268097
1.01,0.21926576617644383,0.8774267168624728
1.02,0.22000066425410494,0.8773682236978091
1.03,0.22074061747144277,0.8773097344325597
1.04,0.22148567118965803,0.8772512490664647
1.05,0.22223587122832972,0.8771927675992641
1.06,0.22299126386712353,0.8771342900306981
1.07,0.22375189585163274,0.8770758163605068
1.08,0.22451781439781118,0.8770173465884301
1.09,0.22528906720179123,0.8769588807142084
1.1,0.2260657024477804,0.8769004187375816
1.11,0.22684776880124383,0.87684196065829
1.12,0.2276353154187319,0.8767835064760738
1.1300000000000001,0.22842839195271067,0.8767250561906733
1.1400000000000001,0.22922704855391715,0.8766666098018284
1.1500000000000001,0.2300313358676443,0.8766081673092797
1.16,0.2308413050513078,0.8765497287127673
1.17,0.2316570077751048,0.8764912940120314
1.18,0.2324784962257168,0.8764328632068125
1.19,0.23330582311053616,0.8763744362968506
1.2,0.23413904165918542,0.8763160132818862
1.21,0.2349782056309679,0.8762575941616598
1.22,0.23582336931921438,0.8761991789359115
1.23,0.23667458755505286,0.8761407676043818
1.24,0.23753191571175702,0.876082360166811
1.25,0.2383954097076648,0.8760239566229396
1.26,0.23926512601115824,0.8759655569725081
1.27,0.2401411216460117,0.8759071612152568
1.28,0.24102345419504453,0.8758487693509263
1.29,0.2419121818044238,0.8757903813792568
1.3,0.24280736318602494,0.8757319972999892
1.31,0.24370905761973424,0.8756736171128636
1.32,0.2446173249627354,0.875615240817621
1.33,0.24553222565158064,0.8755568684140015
1.34,0.24645382070629593,0.8754984999017459
1.35,0.2473821717240598,0.8754401352805947
1.36,0.24831734084859558,0.8753817745502886
1.37,0.24925939085279764,0.8753234177105683
1.3800000000000001,0.250208385113838,0.8752650647611742
1.3900000000000001,0.25116438761145693,0.875206715701847
1.4000000000000001,0.252127462932067,0.8751483705323275
1.41,0.25309767627285795,0.8750900292523562
1.42,0.25407509344590073,0.8750316918616741
1.43,0.25505978088225195,0.8749733583600217
1.44,0.25605180563605856,0.8749150287471397
1.45,0.2570512353886619,0.874856703022769
1.46,0.2580581384527024,0.8747983811866502
1.47,0.2590725837762238,0.8747400632385243
1.48,0.2600946409467775,0.874681749178132
1.49,0.2611243801955272,0.8746234390052141
1.5,0.26216187239465555,0.8745651327195115
1.51,0.2632071886514099,0.8745068303207651
1.52,0.2642604007854596,0.8744485318087157
1.53,0.26532158147005536,0.8743902371831043
1.54,0.2663908040255591,0.8743319464436716
1.55,0.26746814242287487,0.8742736595901588
1.56,0.26855367128687957,0.8742153766223066
1.57,0.2696474658998537,0.8741570975398562
1.58,0.2707496022049124,0.8740988223425483
1.59,0.271860156809436,0.8740405510301241
1.6,0.27297920698850103,0.8739822836023247
1.61,0.274106830688311,0.8739240200588908
1.62,0.27524310652962725,0.8738657603995638
1.6300000000000001,0.27638811381119954,0.8738075046240846
1.6400000000000001,0.2775419325131973,0.8737492527321943
1.6500000000000001,0.27870464330064004,0.873691004723634
1.6600000000000001,0.2798763271575019,0.8736327605981449
1.67,0.28105706494205457,0.873574520355468
1.68,0.2822469388736804,0.8735162839953445
1.69,0.2834460318543802,0.8734580515175157
1.7,0.2846544274231633,0.8733998229217226
1.71,0.28587220975627814,0.8733415982077065
1.72,0.2870994636674425,0.8732833773752087
1.73,0.2883362746080742,0.8732251604239702
1.74,0.28958272866752155,0.8731669473537326
1.75,0.2908389125732938,0.8731087381642368
1.76,0.2921049136912917,0.8730505328552244
1.77,0.2933808200259913,0.8729923314264366
1.78,0.2946667196446741,0.8729341338776146
1.79,0.29596270103726646,0.8728759402085
1.8,0.2972688537361176,0.872817750418834
1.81,0.2985852678634916,0.872759564508358
1.82,0.29991203412926426,0.8727013824768134
1.83,0.3012492438286202,0.8726432043239416
1.84,0.30259698883974984,0.872585030049484
1.85,0.3039553616215465,0.8725268596531821
1.86,0.3053244552113032,0.8724686931347774
1.87,0.3067043632224098,0.8724105304940113
1.8800000000000001,0.3080951798420501,0.8723523717306253
1.8900000000000001,0.3094969997226415,0.872294216844361
1.9000000000000001,0.3109099161862412,0.8722360658349599
1.9100000000000001,0.3123340237322458,0.8721779187021635
1.92,0.31376941792492685,0.8721197754457135
1.93,0.31521619481794944,0.8720616360653514
1.94,0.31667445095437213,0.8720035005608187
1.95,0.318144283366647,0.8719453689318571
1.96,0.3196257895766197,0.8718872411782083
1.97,0.3211190675955292,0.8718291172996139
1.98,0.3226242159240083,0.8717709972958155
1.99,0.3241413329800523,0.871712881166555
2.0,0.32567051510263967,0.8716547689115739
2.0100000000000002,0.32721186049259443,0.871596660530614
2.02,0.3287654679301542,0.8715385560234171
2.0300000000000002,0.3303314365061542,0.8714804553897249
2.04,0.33190986562202646,0.8714223586292791
2.05,0.3335008549898005,0.8713642657418216
2.06,0.33510450452384083,0.8713061767270941
2.07,0.3367209121336574,0.8712480915848385
2.08,0.3383501764536428,0.8711900103147967
2.09,0.3399923969640533,0.8711319329167105
2.1,0.34164767329333234,0.8710738593903218
2.11,0.3433161052181097,0.8710157897353724
2.12,0.34499779266320196,0.8709577239516044
2.13,0.3466928357016124,0.8708996620387596
2.14,0.348401332142248,0.8708416039965798
2.15,0.3501233782115565,0.8707835498248073
2.16,0.3518590721564509,0.8707254995231839
2.17,0.353608512117026,0.8706674530914515
2.18,0.3553717961230183,0.8706094105293524
2.19,0.35714902209380556,0.8705513718366283
2.2,0.3589402878384072,0.8704933370130215
2.21,0.36074569022485314,0.870435306058274
2.22,0.36256532202809344,0.8703772789721278
2.23,0.36439927750650125,0.870319255754325
2.24,0.366247650749953,0.8702612364046078
2.25,0.36811053487108086,0.8702032209227184
2.2600000000000002,0.3699880221077194,0.8701452093083989
2.27,0.37188020370100433,0.8700872015613914
2.2800000000000002,0.373787170036903,0.8700291976814382
2.29,0.3757090103298178,0.8699711976682812
2.3000000000000003,0.37764581258936586,0.8699132015216631
2.31,0.37959766362640096,0.8698552092413259
2.32,0.38156464892820346,0.8697972208270117
2.33,0.38354685276948725,0.8697392362784631
2.34,0.3855443578121099,0.869681255595422
2.35,0.3875572451260056,0.869623278777631
2.36,0.3895855943654604,0.8695653058248325
2.37,0.39162948307426476,0.8695073367367686
2.38,0.3936889873516735,0.8694493715131817
2.39,0.3957641807837046,0.8693914101538143
2.4,0.3978551349755109,0.8693334526584087
2.41,0.39996191996581154,0.8692754990267073
2.42,0.4020846037464645,0.8692175492584526
2.43,0.40422325215766297,0.869159603353387
2.44,0.4063779287831304,0.869101661311253
2.45,0.40854869418690554,0.869043723131793
2.46,0.41073560531568365,0.8689857888147496
2.47,0.41293871704899027,0.8689278583598653
2.48,0.41515808131927484,0.8688699317668825
2.49,0.41739374696118375,0.8688120090355439
2.5,0.4196457595808261,0.8687540901655919
2.5100000000000002,0.42191416156465095,0.8686961751567693
2.52,0.4241989925124134,0.8686382640088186
2.5300000000000002,0.42650028820275526,0.8685803567214824
2.54,0.4288180807349661,0.8685224532945033
2.5500000000000003,0.43115239847428916,0.868464553727624
2.56,0.4335032659335627,0.8684066580205871
2.57,0.43587070362053026,0.8683487661731355
2.58,0.4382547273442072,0.8682908781850116
2.59,0.44065534871756934,0.8682329940559583
2.6,0.4430725750514925,0.8681751137857184
2.61,0.44550640908246175,0.8681172373740346
2.62,0.4479568488430929,0.8680593648206495
2.63,0.4504238875319162,0.8680014961253061
2.64,0.4529075128360928,0.867943631287747
2.65,0.4554077070224255,0.8678857703077153
2.66,0.4579244473102028,0.8678279131849537
2.67,0.4604577054121474,0.8677700599192049
2.68,0.46300744739136285,0.8677122105102121
2.69,0.4655736335182786,0.8676543649577179
2.7,0.46815621791784806,0.8675965232614653
2.71,0.470755148159616,0.8675386854211973
2.72,0.47337036578520514,0.8674808514366568
2.73,0.4760018058765765,0.8674230213075868
2.74,0.4786493968887792,0.8673651950337301
2.75,0.48131306049712386,0.8673073726148299
2.7600000000000002,0.4839927113985559,0.8672495540506292
2.77,0.4866882569232978,0.8671917393408708
2.7800000000000002,0.4893995972709492,0.867133928485298
2.79,0.4921266252513108,0.8670761214836539
2.8000000000000003,0.4948692260927788,0.8670183183356812
2.81,0.49762727728691475,0.8669605190411235
2.82,0.5004006484330165,0.8669027235997235
2.83,0.5031892010826884,0.8668449320112245
2.84,0.5059927886624372,0.8667871442753697
2.85,0.5088112566099136,0.8667293603919022
2.86,0.5116444416874754,0.8666715803605651
2.87,0.5144921719977487,0.8666138041811019
2.88,0.5173542668691298,0.8665560318532555
2.89,0.5202305367038517,0.8664982633767692
2.9,0.5231207828260497,0.8664404987513863
2.91,0.5260247973298279,0.8663827379768501
2.92,0.5289423635281992,0.8663249810529038
2.93,0.5318732574137064,0.8662672279792908
2.94,0.534817244215157,0.8662094787557544
2.95,0.537774079445819,0.8661517333820378
2.96,0.5407435089450844,0.8660939918578845
2.97,0.5437252687482558,0.8660362541830379
2.98,0.5467190849563308,0.8659785203572413
2.99,0.5497246736057887,0.8659207903802381
3.0,0.5527417417062155,0.8658630642517717
3.0100000000000002,0.5557699895373933,0.8658053419715857
3.02,0.5588091055213872,0.8657476235394234
3.0300000000000002,0.561858768020615,0.8656899089550283
3.04,0.5649186454550793,0.8656321982181439
3.0500000000000003,0.5679883962343941,0.8655744913285137
3.06,0.5710676687625863,0.8655167882858812
3.0700000000000003,0.574156103869396,0.86545908908999
3.08,0.5772533324673242,0.8654013937405838
3.09,0.5803589748529773,0.8653437022374059
3.1,0.5834726415210987,0.8652860145801999
3.11,0.5865939331425317,0.8652283307687096
3.12,0.5897224405421828,0.8651706508026786
3.13,0.5928577463301774,0.8651129746818506
3.14,0.5959994277300156,0.865055302405969
3.15,0.5991470502134286,0.8649976339747776
3.16,0.6023001700438714,0.8649399693880202
3.17,0.6054583345285155,0.8648823086454405
3.18,0.6086210820764992,0.864824651746782
3.19,0.6117879424417769,0.8647669986917887
3.2,0.6149584416637344,0.8647093494802044
3.21,0.6181320973605469,0.8646517041117726
3.22,0.6213084179632089,0.8645940625862374
3.23,0.6244869043499556,0.8645364249033424
3.24,0.6276670499925736,0.8644787910628315
3.25,0.6308483411027114,0.8644211610644487
3.2600000000000002,0.6340302589361813,0.8643635349079376
3.27,0.637212282974804,0.8643059125930422
3.2800000000000002,0.6403938836654359,0.8642482941195064
3.29,0.6435745256980632,0.8641906794870743
3.3000000000000003,0.6467536684307176,0.8641330686954896
3.31,0.6499307661316344,0.8640754617444961
3.3200000000000003,0.6531052696261512,0.8640178586338382
3.33,0.6562766264481391,0.8639602593632596
3.34,0.6594442852406717,0.8639026639325045
3.35,0.6626076874655947,0.8638450723413167
3.36,0.6657662719617884,0.8637874845894403
3.37,0.6689194752274388,0.8637299006766194
3.38,0.6720667317167701,0.8636723206025981
3.39,0.6752074758480956,0.8636147443671204
3.4,0.6783411443977109,0.8635571719699305
3.41,0.6814671718048471,0.8634996034107725
3.42,0.6845849928411056,0.8634420386893904
3.43,0.6876940432474413,0.8633844778055286
3.44,0.6907937602968021,0.8633269207589311
3.45,0.6938835833817681,0.8632693675493421
3.46,0.6969629535866126,0.8632118181765059
3.47,0.7000313141203485,0.8631542726401668
3.48,0.7030881126870713,0.8630967309400687
3.49,0.7061328012156103,0.8630391930759561
3.5,0.7091648364946181,0.8629816590475733
3.5100000000000002,0.7121836808328152,0.8629241288546645
3.52,0.7151888027224607,0.8628666024969741
3.5300000000000002,0.7181796731140792,0.8628090799742464
3.54,0.7211557682091425,0.8627515612862257
3.5500000000000003,0.724116573420734,0.8626940464326563
3.56,0.727061581670115,0.8626365354132828
3.5700000000000003,0.7299902939364128,0.8625790282278494
3.58,0.7329022198124578,0.8625215248761006
3.59,0.7357968779653354,0.8624640253577808
3.6,0.7386737932820815,0.8624065296726343
3.61,0.7415325003421266,0.8623490378204058
3.62,0.7443725447744012,0.8622915498008398
3.63,0.7471934826008856,0.8622340656136805
3.64,0.7499948806737373,0.8621765852586728
3.65,0.7527763171090974,0.862119108735561
3.66,0.7555373815143979,0.8620616360440896
3.67,0.7582776728724335,0.8620041671840033
3.68,0.7609968028076961,0.8619467021550465
3.69,0.7636943957635073,0.8618892409569641
3.7,0.766370088779485,0.8618317835895005
3.71,0.7690235317945165,0.8617743300524005
3.72,0.7716543879397205,0.8617168803454084
3.73,0.7742623334906916,0.8616594344682693
3.74,0.7768470561794449,0.8616019924207275
3.75,0.7794082581489079,0.8615445542025281
3.7600000000000002,0.7819456555122917,0.8614871198134155
3.77,0.7844589782396734,0.8614296892531346
3.7800000000000002,0.7869479703002541,0.86137226252143
3.79,0.7894123897891803,0.8613148396180466
3.8000000000000003,0.7918520086887646,0.8612574205427291
3.81,0.7942666119386481,0.8612000052952224
3.8200000000000003,0.7966559992642519,0.8611425938752714
3.83,0.7990199845994207,0.8610851862826208
3.84,0.80135839599307,0.8610277825170153
3.85,0.8036710755863619,0.8609703825782
3.86,0.8059578795710606,0.8609129864659198
3.87,0.8082186779822838,0.8608555941799196
3.88,0.8104533544333035,0.8607982057199443
3.89,0.8126618064617589,0.8607408210857387
3.9,0.8148439452099449,0.8606834402770478
3.91,0.8169996952651288,0.8606260632936167
3.92,0.8191289944892808,0.8605686901351903
3.93,0.8212317938290614,0.8605113208015137
3.94,0.8233080574460022,0.8604539552923317
3.95,0.8253577625644788,0.8603965936073896
3.96,0.8273808986502483,0.8603392357464325
3.97,0.8293774674597939,0.8602818817092052
3.98,0.8313474827774847,0.860224531495453
3.99,0.8332909701326954,0.8601671851049209
4.0,0.8352079665022002,0.8601098425373539
4.01,0.8370985210349313,0.8600525037924975
4.0200000000000005,0.8389626942450183,0.8599951688700966
4.03,0.8408005568705671,0.8599378377698965
4.04,0.842612190091702,0.8598805104916424
4.05,0.8443976851937041,0.8598231870350794
4.0600000000000005,0.8461571432153071,0.8597658673999529
4.07,0.8478906746283335,0.8597085515860079
4.08,0.8495984005899695,0.8596512395929897
4.09,0.8512804511819692,0.8595939314206439
4.1,0.8529369646050747,0.8595366270687155
4.11,0.8545680873552788,0.8594793265369498
4.12,0.8561739738576216,0.8594220298250923
4.13,0.8577547860896889,0.8593647369328883
4.14,0.8593106933368828,0.8593074478600831
4.15,0.8608418736295876,0.8592501626064221
4.16,0.8623485113028042,0.8591928811716507
4.17,0.8638307967348297,0.8591356035555143
4.18,0.865288926386711,0.8590783297577584
4.19,0.8667231024439149,0.8590210597781285
4.2,0.8681335324525226,0.8589637936163699
4.21,0.8695204293111686,0.858906531272228
4.22,0.8708840120404663,0.8588492727454486
4.23,0.8722245040394534,0.8587920180357772
4.24,0.8735421325712395,0.858734767142959
4.25,0.8748371288968354,0.8586775200667399
4.26,0.8761097279480496,0.8586202768068654
4.2700000000000005,0.8773601680003846,0.8585630373630809
4.28,0.8785886908975504,0.8585058017351322
4.29,0.8797955431722243,0.8584485699227649
4.3,0.880980972712276,0.8583913419257244
4.3100000000000005,0.8821452295409845,0.8583341177437566
4.32,0.883288565663638,0.8582768973766072
4.33,0.884411234758896,0.8582196808240217
4.34,0.8855134918701489,0.8581624680857458
4.3500000000000005,0.8865955930968791,0.8581052591615255
4.36,0.8876577959676663,0.8580480540511062
4.37,0.8887003628834956,0.8579908527542338
4.38,0.889723555151005,0.8579336552706542
4.39,0.8907276341079962,0.857876461600113
4.4,0.8917128614177248,0.8578192717423561
4.41,0.8926794988250629,0.8577620856971293
4.42,0.8936278079126625,0.8577049034641785
4.43,0.894558050655999,0.8576477250432494
4.44,0.8954704898556582,0.8575905504340879
4.45,0.8963653866990762,0.8575333796364402
4.46,0.8972430015298293,0.8574762126500518
4.47,0.8981035936641673,0.8574190494746687
4.48,0.8989474211747306,0.8573618901100372
4.49,0.8997747407077133,0.8573047345559027
4.5,0.900585810098525,0.8572475828120116
4.51,0.9013808860753248,0.8571904348781099
4.5200000000000005,0.9021602225965254,0.8571332907539433
4.53,0.9029240719206686,0.857076150439258
4.54,0.9036726844415414,0.8570190139338001
4.55,0.9044063085232922,0.8569618812373155
4.5600000000000005,0.9051251906679494,0.8569047523495504
4.57,0.9058295778919945,0.856847627270251
4.58,0.9065197140635203,0.8567905059991632
4.59,0.9071958404027562,0.8567333885360331
4.6000000000000005,0.9078581957994994,0.856676274880607
4.61,0.9085070166902067,0.856619165032631
4.62,0.909142536935087,0.8565620589918514
4.63,0.9097649886110318,0.8565049567580142
4.64,0.9103746031832727,0.8564478583308658
4.65,0.9109716081788172,0.8563907637101522
4.66,0.9115562284190799,0.8563336728956198
4.67,0.9121286860160439,0.8562765858870148
4.68,0.9126892002869985,0.8562195026840836
4.69,0.9132379882472426,0.8561624232865724
4.7,0.9137752635266914,0.8561053476942275
4.71,0.9143012401179936,0.8560482759067953
4.72,0.9148161270925605,0.8559912079240221
4.73,0.9153201307493248,0.8559341437456542
4.74,0.9158134545420206,0.8558770833714381
4.75,0.9162962990113502,0.8558200268011202
4.76,0.9167688618633109,0.8557629740344468
4.7700000000000005,0.9172313394379134,0.8557059250711644
4.78,0.9176839247490409,0.8556488799110195
4.79,0.9181268076802707,0.8555918385537584
4.8,0.9185601753062885,0.8555348009991277
4.8100000000000005,0.9189842119011836,0.855477767246874
4.82,0.9193990989541709,0.8554207372967437
4.83,0.9198050151927428,0.8553637111484833
4.84,0.9202021365756131,0.8553066888018395
4.8500000000000005,0.9205906362061208,0.8552496702565586
4.86,0.9209706845957716,0.8551926555123874
4.87,0.9213424496411946,0.8551356445690724
4.88,0.9217060966667988,0.8550786374263604
4.89,0.9220617884878028,0.8550216340839979
4.9,0.9224096854804429,0.8549646345417314
4.91,0.9227499456593575,0.8549076387993079
4.92,0.9230827235521424,0.8548506468564737
4.93,0.9234081694358123,0.8547936587129759
4.94,0.9237264324907632,0.8547366743685609
4.95,0.9240376593986515,0.8546796938229756
4.96,0.924341994343678,0.8546227170759668
4.97,0.9246395790557248,0.8545657441272811
4.98,0.924930552856573,0.8545087749766654
4.99,0.9252150527066865,0.8544518096238665
5.0,0.9254932124864205,0.8543948480686311
5.01,0.925765163464877,0.8543378903107063
5.0200000000000005,0.9260310349469681,0.8542809363498387
5.03,0.9262909538868177,0.8542239861857752
5.04,0.9265450449240313,0.8541670398182628
5.05,0.9267934304214763,0.8541100972470484
5.0600000000000005,0.9270362305045728,0.8540531584718789
5.07,0.9272735630796723,0.8539962234925011
5.08,0.9275055434757089,0.8539392923086623
5.09,0.927732284927384,0.853882364920109
5.1000000000000005,0.927953898625984,0.8538254413265886
5.11,0.9281704936480084,0.8537685215278478
5.12,0.9283821769912576,0.8537116055236339
5.13,0.9285890536117605,0.8536546933136937
5.14,0.9287912264615453,0.8535977848977744
5.15,0.9289887964661351,0.853540880275623
5.16,0.9291818622572696,0.8534839794469866
5.17,0.9293705206852532,0.8534270824116125
5.18,0.9295548667253084,0.8533701891692475
5.19,0.92973499346787,0.8533132997196389
5.2,0.9299109921511033,0.8532564140625339
5.21,0.9300829521937115,0.8531995321976796
5.22,0.9302509612280289,0.8531426541248233
5.23,0.9304151050734669,0.853085779843712
5.24,0.930575467798038,0.8530289093540933
5.25,0.9307321317426965,0.8529720426557139
5.26,0.9308851776169857,0.8529151797483215
5.2700000000000005,0.9310346844858567,0.8528583206316632
5.28,0.9311807298017186,0.8528014653054864
5.29,0.9313233894364887,0.8527446137695383
5.3,0.9314627377136414,0.8526877660235662
5.3100000000000005,0.9315988472213346,0.8526309220673176
5.32,0.931731788957109,0.8525740819005397
5.33,0.9318616326379338,0.85251724552298
5.34,0.9319884465412501,0.8524604129343858
5.3500000000000005,0.9321122975359907,0.8524035841345046
5.36,0.9322332511136517,0.8523467591230837
5.37,0.9323513714193684,0.8522899378998706
5.38,0.9324667212829871,0.8522331204646129
5.39,0.9325793622501398,0.8521763068170579
5.4,0.9326893546133174,0.8521194969569531
5.41,0.9327967574429435,0.8520626908840461
5.42,0.9329016286112343,0.8520058885980845
5.43,0.9330040238596566,0.8519490900988156
5.44,0.9331039977329285,0.8518922953859871
5.45,0.9332016041604075,0.8518355044593466
5.46,0.9332968959342997,0.8517787173186417
5.47,0.9333899247371968,0.85172193396362
5.48,0.9334807411696153,0.8516651543940291
5.49,0.9335693947775334,0.8516083786096167
5.5,0.9336559340799296,0.8515516066101304
5.51,0.9337404065963205,0.8514948383953179
5.5200000000000005,0.9338228588742987,0.8514380739649269
5.53,0.9339033365170708,0.8513813133187051
5.54,0.9339818841723847,0.8513245564564004
5.55,0.9340585443648766,0.8512678033777602
5.5600000000000005,0.9341333589851399,0.8512110540825326
5.57,0.9342063694908529,0.8511543085704651
5.58,0.9342776164532186,0.8510975668413058
5.59,0.9343471395805232,0.8510408288948023
5.6000000000000005,0.9344149777416925,0.8509840947307025
5.61,0.9344811689898491,0.8509273643487542
5.62,0.9345457505858702,0.8508706377487052
5.63,0.934608759021944,0.8508139149303036
5.64,0.9346702300451272,0.8507571958932971
5.65,0.9347301986809025,0.8507004806374338
5.66,0.9347886991660023,0.8506437691624614
5.67,0.934845763775684,0.8505870614681281
5.68,0.9349014246009516,0.8505303575541817
5.69,0.9349557133766058,0.8504736574203702
5.7,0.9350086611549426,0.8504169610664417
5.71,0.9350602983254057,0.8503602684921441
5.72,0.9351106546342375,0.8503035796972254
5.73,0.9351597592041312,0.8502468946814338
5.74,0.9352076405538823,0.8501902134445172
5.75,0.9352543266180405,0.8501335359862239
5.76,0.9352998447665615,0.8500768623063018
5.7700000000000005,0.9353442218244582,0.8500201924044991
5.78,0.935387483928274,0.8499635262805638
5.79,0.9354296554412417,0.8499068639342443
5.8,0.9354707608770079,0.8498502053652887
5.8100000000000005,0.935510824444595,0.8497935505734451
5.82,0.9355498698291349,0.8497368995584617
5.83,0.9355879202077122,0.8496802523200867
5.84,0.9356249982652062,0.8496236088580684
5.8500000000000005,0.9356611262101342,0.849566969172155
5.86,0.9356963257904946,0.8495103332620948
5.87,0.9357306183096088,0.8494537011276362
5.88,0.9357640246419648,0.8493970727685273
5.89,0.9357965652490596,0.8493404481845165
5.9,0.9358282599726493,0.8492838273753521
5.91,0.935859127239509,0.8492272103407825
5.92,0.9358891857568351,0.8491705970805561
5.93,0.9359184539472367,0.8491139875944212
5.94,0.9359469498335288,0.8490573818821263
5.95,0.9359746910513362,0.8490007799434197
5.96,0.936001694861698,0.84894418177805
5.97,0.9360279781636717,0.8488875873857655
5.98,0.936053557506937,0.8488309967663147
5.99,0.9360784491044005,0.8487744099194462
6.0,0.9361026688448,0.8487178268449083
6.01,0.9361262323053076,0.8486612475424496
6.0200000000000005,0.9361491544910032,0.8486046720118188
6.03,0.9361714493425822,0.8485481002527643
6.04,0.9361931311103936,0.8484915322650346
6.05,0.936214213790341,0.8484349680483785
6.0600000000000005,0.9362347110744097,0.8483784076025443
6.07,0.9362546363605689,0.848321850927281
6.08,0.9362740027626749,0.848265298022337
6.09,0.9362928231203738,0.8482087488874609
6.1000000000000005,0.9363111100090042,0.8481522035224015
6.11,0.9363288757495006,0.8480956619269076
6.12,0.9363461324182957,0.8480391241007276
6.13,0.9363628918572232,0.8479825900436103
6.140000000000001,0.9363791653721985,0.8479260597553047
6.15,0.9363949635243359,0.8478695332355592
6.16,0.936410297149637,0.8478130104841228
6.17,0.9364251768665673,0.8477564915007443
6.18,0.9364396130627454,0.8476999762851724
6.19,0.9364536159026258,0.8476434648371559
6.2,0.9364671953351814,0.8475869571564437
6.21,0.936480361101587,0.8475304532427846
