t,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.48,0.8000001041136463,1.435012560812087e-17,1.0159612791625714e-07,2.031922823492684,1.8286888120260244e-25,1.258509326210939e-18,2.517018943543935e-09,5.034038534938332,3.770644086479133e-17
0.49,0.8000001041136463,1.4350125608119708e-17,1.0159612791622797e-07,2.031922823492101,1.828688812025354e-25,1.2585093262110118e-18,2.5170189435440805e-09,5.034038534938623,3.770644086477799e-17
0.5,0.8000001041136463,1.4350125608118543e-17,1.0159612791619881e-07,2.031922823491518,1.8286888120246836e-25,1.2585093262110848e-18,2.5170189435442265e-09,5.034038534938915,3.7706440864764646e-17
0.51,0.8000001041136463,1.435012560811738e-17,1.0159612791616966e-07,2.031922823490935,1.8286888120240132e-25,1.2585093262111576e-18,2.517018943544372e-09,5.0340385349392065,3.77064408647513e-17
0.52,0.8000001041136463,1.4350125608116217e-17,1.015961279161405e-07,2.0319228234903517,1.8286888120233428e-25,1.2585093262112306e-18,2.517018943544518e-09,5.034038534939498,3.770644086473796e-17
0.53,0.8000001041136463,1.4350125608115052e-17,1.0159612791611135e-07,2.0319228234897686,1.8286888120226721e-25,1.2585093262113034e-18,2.5170189435446636e-09,5.03403853493979,3.770644086472462e-17
0.54,0.8000001041136463,1.435012560811389e-17,1.0159612791608219e-07,2.031922823489185,1.8286888120220017e-25,1.2585093262113763e-18,2.5170189435448096e-09,5.034038534940081,3.7706440864711274e-17
0.55,0.8000001041136463,1.4350125608112726e-17,1.0159612791605302e-07,2.031922823488602,1.8286888120213313e-25,1.2585093262114491e-18,2.517018943544955e-09,5.034038534940373,3.770644086469793e-17
0.56,0.8000001041136463,1.4350125608111564e-17,1.0159612791602386e-07,2.031922823488019,1.828688812020661e-25,1.258509326211522e-18,2.517018943545101e-09,5.034038534940664,3.770644086468459e-17
0.5700000000000001,0.8000001041136463,1.43501256081104e-17,1.015961279159947e-07,2.031922823487436,1.8286888120199905e-25,1.258509326211595e-18,2.5170189435452468e-09,5.034038534940956,3.7706440864671246e-17
0.58,0.8000001041136463,1.4350125608109237e-17,1.0159612791596555e-07,2.0319228234868527,1.8286888120193201e-25,1.2585093262116677e-18,2.5170189435453928e-09,5.0340385349412475,3.7706440864657903e-17
0.59,0.8000001041136463,1.4350125608108073e-17,1.015961279159364e-07,2.031922823486269,1.8286888120186495e-25,1.2585093262117407e-18,2.5170189435455384e-09,5.034038534941539,3.770644086464456e-17
0.6,0.8000001041136463,1.4350125608106908e-17,1.0159612791590724e-07,2.031922823485686,1.828688812017979e-25,1.2585093262118135e-18,2.5170189435456844e-09,5.034038534941831,3.770644086463122e-17
0.61,0.8000001041136463,1.4350125608105746e-17,1.0159612791587807e-07,2.031922823485103,1.8286888120173087e-25,1.2585093262118865e-18,2.51701894354583e-09,5.034038534942122,3.7706440864617875e-17
0.62,0.8000001041136463,1.435012560810458e-17,1.0159612791584891e-07,2.03192282348452,1.8286888120166383e-25,1.2585093262119593e-18,2.517018943545976e-09,5.034038534942414,3.770644086460453e-17
0.63,0.8000001041136463,1.435012560810342e-17,1.0159612791581975e-07,2.031922823483937,1.828688812015968e-25,1.2585093262120323e-18,2.5170189435461215e-09,5.034038534942706,3.770644086459119e-17
0.64,0.8000001041136463,1.4350125608102255e-17,1.015961279157906e-07,2.0319228234833537,1.8286888120152975e-25,1.2585093262121051e-18,2.5170189435462675e-09,5.034038534942997,3.7706440864577846e-17
0.65,0.8000001041136463,1.4350125608101093e-17,1.0159612791576144e-07,2.03192282348277,1.828688812014627e-25,1.2585093262121781e-18,2.517018943546413e-09,5.034038534943289,3.7706440864564503e-17
0.66,0.8000001041136463,1.4350125608099928e-17,1.0159612791573229e-07,2.031922823482187,1.8286888120139565e-25,1.258509326212251e-18,2.517018943546559e-09,5.03403853494358,3.770644086455116e-17
0.67,0.8000001041136463,1.4350125608098763e-17,1.0159612791570312e-07,2.031922823481604,1.828688812013286e-25,1.2585093262123239e-18,2.5170189435467047e-09,5.034038534943872,3.770644086453782e-17
0.68,0.8000001041136463,1.4350125608097602e-17,1.0159612791567396e-07,2.031922823481021,1.8286888120126157e-25,1.2585093262123967e-18,2.5170189435468507e-09,5.034038534944163,3.7706440864524475e-17
0.6900000000000001,0.8000001041136463,1.4350125608096437e-17,1.015961279156448e-07,2.031922823480438,1.8286888120119453e-25,1.2585093262124697e-18,2.5170189435469963e-09,5.034038534944455,3.770644086451113e-17
0.7000000000000001,0.8000001041136463,1.4350125608095275e-17,1.0159612791561565e-07,2.0319228234798548,1.828688812011275e-25,1.2585093262125425e-18,2.5170189435471423e-09,5.034038534944747,3.770644086449779e-17
0.71,0.8000001041136463,1.435012560809411e-17,1.0159612791558649e-07,2.0319228234792712,1.8286888120106043e-25,1.2585093262126155e-18,2.517018943547288e-09,5.034038534945038,3.7706440864484446e-17
0.72,0.8000001041136463,1.435012560809295e-17,1.0159612791555733e-07,2.031922823478688,1.8286888120099339e-25,1.2585093262126883e-18,2.517018943547434e-09,5.03403853494533,3.7706440864471103e-17
0.73,0.8000001041136463,1.4350125608091784e-17,1.0159612791552818e-07,2.031922823478105,1.8286888120092635e-25,1.2585093262127613e-18,2.5170189435475794e-09,5.034038534945621,3.770644086445776e-17
0.74,0.8000001041136463,1.4350125608090622e-17,1.0159612791549901e-07,2.031922823477522,1.828688812008593e-25,1.258509326212834e-18,2.5170189435477254e-09,5.034038534945913,3.770644086444442e-17
0.75,0.8000001041136463,1.4350125608089457e-17,1.0159612791546985e-07,2.031922823476939,1.8286888120079227e-25,1.258509326212907e-18,2.517018943547871e-09,5.0340385349462045,3.7706440864431075e-17
0.76,0.8000001041136463,1.4350125608088292e-17,1.015961279154407e-07,2.0319228234763558,1.8286888120072523e-25,1.2585093262129799e-18,2.517018943548017e-09,5.034038534946496,3.770644086441773e-17
0.77,0.8000001041136463,1.435012560808713e-17,1.0159612791541154e-07,2.0319228234757722,1.8286888120065819e-25,1.2585093262130529e-18,2.5170189435481626e-09,5.034038534946788,3.770644086440439e-17
0.78,0.8000001041136463,1.4350125608085966e-17,1.0159612791538238e-07,2.031922823475189,1.8286888120059112e-25,1.2585093262131257e-18,2.5170189435483086e-09,5.034038534947079,3.7706440864391046e-17
0.79,0.8000001041136463,1.4350125608084804e-17,1.0159612791535322e-07,2.031922823474606,1.8286888120052408e-25,1.2585093262131985e-18,2.517018943548454e-09,5.034038534947371,3.7706440864377703e-17
0.8,0.8000001041136463,1.435012560808364e-17,1.0159612791532405e-07,2.031922823474023,1.8286888120045704e-25,1.2585093262132715e-18,2.5170189435486e-09,5.034038534947663,3.770644086436436e-17
0.81,0.8000001041136463,1.4350125608082478e-17,1.015961279152949e-07,2.03192282347344,1.8286888120039e-25,1.2585093262133445e-18,2.5170189435487458e-09,5.034038534947954,3.770644086435102e-17
0.8200000000000001,0.8000001041136463,1.4350125608081316e-17,1.0159612791526574e-07,2.031922823472857,1.8286888120032296e-25,1.2585093262134173e-18,2.5170189435488917e-09,5.0340385349482455,3.7706440864337675e-17
0.8300000000000001,0.8000001041136463,1.435012560808015e-17,1.0159612791523659e-07,2.0319228234722737,1.8286888120025592e-25,1.2585093262134902e-18,2.5170189435490373e-09,5.034038534948537,3.770644086432433e-17
0.84,0.8000001041136463,1.435012560807899e-17,1.0159612791520743e-07,2.03192282347169,1.8286888120018888e-25,1.258509326213563e-18,2.5170189435491833e-09,5.034038534948829,3.770644086431099e-17
0.85,0.8000001041136463,1.4350125608077825e-17,1.0159612791517827e-07,2.031922823471107,1.8286888120012184e-25,1.258509326213636e-18,2.517018943549329e-09,5.03403853494912,3.7706440864297646e-17
0.86,0.8000001041136463,1.4350125608076663e-17,1.0159612791514912e-07,2.031922823470524,1.828688812000548e-25,1.2585093262137088e-18,2.517018943549475e-09,5.034038534949412,3.7706440864284304e-17
0.87,0.8000001041136463,1.4350125608075498e-17,1.0159612791511995e-07,2.031922823469941,1.8286888119998774e-25,1.2585093262137818e-18,2.5170189435496205e-09,5.034038534949703,3.770644086427096e-17
0.88,0.8000001041136463,1.4350125608074333e-17,1.0159612791509079e-07,2.031922823469358,1.828688811999207e-25,1.2585093262138546e-18,2.5170189435497665e-09,5.034038534949995,3.770644086425762e-17
0.89,0.8000001041136463,1.4350125608073172e-17,1.0159612791506163e-07,2.0319228234687747,1.8286888119985366e-25,1.2585093262139276e-18,2.517018943549912e-09,5.0340385349502865,3.7706440864244275e-17
0.9,0.8000001041136463,1.4350125608072007e-17,1.0159612791503248e-07,2.031922823468191,1.8286888119978662e-25,1.2585093262140004e-18,2.517018943550058e-09,5.034038534950578,3.770644086423093e-17
0.91,0.8000001041136463,1.4350125608070845e-17,1.0159612791500332e-07,2.031922823467608,1.8286888119971958e-25,1.2585093262140734e-18,2.5170189435502037e-09,5.03403853495087,3.770644086421759e-17
0.92,0.8000001041136463,1.435012560806968e-17,1.0159612791497416e-07,2.031922823467025,1.8286888119965254e-25,1.2585093262141462e-18,2.5170189435503497e-09,5.034038534951161,3.7706440864204246e-17
0.93,0.8000001041136463,1.435012560806852e-17,1.0159612791494501e-07,2.031922823466442,1.828688811995855e-25,1.2585093262142192e-18,2.5170189435504952e-09,5.034038534951453,3.7706440864190904e-17
0.9400000000000001,0.8000001041136463,1.4350125608067354e-17,1.0159612791491584e-07,2.031922823465859,1.8286888119951846e-25,1.258509326214292e-18,2.5170189435506412e-09,5.034038534951745,3.770644086417756e-17
0.9500000000000001,0.8000001041136463,1.4350125608066192e-17,1.0159612791488668e-07,2.0319228234652758,1.8286888119945142e-25,1.258509326214365e-18,2.517018943550787e-09,5.034038534952036,3.770644086416422e-17
0.96,0.8000001041136463,1.4350125608065027e-17,1.0159612791485753e-07,2.031922823464692,1.8286888119938438e-25,1.2585093262144378e-18,2.517018943550933e-09,5.034038534952328,3.7706440864150875e-17
0.97,0.8000001041136463,1.4350125608063862e-17,1.0159612791482837e-07,2.031922823464109,1.8286888119931734e-25,1.2585093262145108e-18,2.5170189435510784e-09,5.034038534952619,3.770644086413753e-17
0.98,0.8000001041136463,1.43501256080627e-17,1.0159612791479921e-07,2.031922823463526,1.8286888119925028e-25,1.2585093262145836e-18,2.5170189435512244e-09,5.034038534952911,3.770644086412419e-17
0.99,0.8000001041136463,1.4350125608061536e-17,1.0159612791477006e-07,2.031922823462943,1.8286888119918324e-25,1.2585093262146566e-18,2.51701894355137e-09,5.034038534953202,3.7706440864110847e-17
1.0,0.8000001041136463,1.4350125608060374e-17,1.015961279147409e-07,2.03192282346236,1.828688811991162e-25,1.2585093262147294e-18,2.517018943551516e-09,5.034038534953494,3.7706440864097504e-17
1.01,0.8000001041136463,1.435012560805921e-17,1.0159612791471174e-07,2.0319228234617763,1.8286888119904916e-25,1.2585093262148024e-18,2.5170189435516616e-09,5.034038534953786,3.770644086408416e-17
1.02,0.8000001041136463,1.4350125608058048e-17,1.0159612791468257e-07,2.0319228234611932,1.8286888119898212e-25,1.2585093262148752e-18,2.5170189435518076e-09,5.034038534954077,3.770644086407082e-17
1.03,0.8000001041136463,1.4350125608056883e-17,1.0159612791465342e-07,2.03192282346061,1.8286888119891508e-25,1.2585093262149482e-18,2.517018943551953e-09,5.034038534954369,3.7706440864057475e-17
1.04,0.8000001041136463,1.435012560805572e-17,1.0159612791462426e-07,2.031922823460027,1.8286888119884804e-25,1.258509326215021e-18,2.517018943552099e-09,5.03403853495466,3.770644086404413e-17
1.05,0.8000001041136463,1.4350125608054556e-17,1.015961279145951e-07,2.031922823459444,1.82868881198781e-25,1.258509326215094e-18,2.5170189435522447e-09,5.034038534954952,3.770644086403079e-17
1.06,0.8000001041136463,1.435012560805339e-17,1.0159612791456595e-07,2.031922823458861,1.8286888119871396e-25,1.2585093262151668e-18,2.5170189435523907e-09,5.0340385349552434,3.7706440864017447e-17
1.07,0.8000001041136463,1.435012560805223e-17,1.0159612791453679e-07,2.0319228234582773,1.8286888119864692e-25,1.2585093262152398e-18,2.5170189435525363e-09,5.034038534955535,3.7706440864004104e-17
1.08,0.8000001041136463,1.4350125608051065e-17,1.0159612791450763e-07,2.0319228234576943,1.8286888119857988e-25,1.2585093262153126e-18,2.5170189435526823e-09,5.034038534955827,3.770644086399076e-17
1.09,0.8000001041136463,1.4350125608049903e-17,1.0159612791447846e-07,2.031922823457111,1.8286888119851284e-25,1.2585093262153856e-18,2.517018943552828e-09,5.034038534956118,3.770644086397742e-17
1.1,0.8000001041136463,1.435012560804874e-17,1.0159612791444931e-07,2.031922823456528,1.8286888119844578e-25,1.2585093262154584e-18,2.517018943552974e-09,5.03403853495641,3.7706440863964075e-17
1.11,0.8000001041136463,1.4350125608047577e-17,1.0159612791442015e-07,2.031922823455945,1.8286888119837874e-25,1.2585093262155313e-18,2.5170189435531195e-09,5.034038534956702,3.770644086395073e-17
1.12,0.8000001041136463,1.4350125608046412e-17,1.01596127914391e-07,2.031922823455362,1.828688811983117e-25,1.2585093262156041e-18,2.5170189435532655e-09,5.034038534956993,3.770644086393739e-17
1.1300000000000001,0.8000001041136463,1.4350125608045247e-17,1.0159612791436184e-07,2.0319228234547784,1.8286888119824466e-25,1.2585093262156771e-18,2.517018943553411e-09,5.0340385349572845,3.7706440863924047e-17
1.1400000000000001,0.8000001041136463,1.4350125608044085e-17,1.0159612791433268e-07,2.0319228234541953,1.8286888119817762e-25,1.25850932621575e-18,2.517018943553557e-09,5.034038534957576,3.7706440863910704e-17
1.1500000000000001,0.8000001041136463,1.435012560804292e-17,1.0159612791430353e-07,2.031922823453612,1.8286888119811058e-25,1.258509326215823e-18,2.5170189435537026e-09,5.034038534957868,3.770644086389736e-17
1.16,0.8000001041136463,1.435012560804176e-17,1.0159612791427436e-07,2.031922823453029,1.8286888119804354e-25,1.2585093262158957e-18,2.5170189435538486e-09,5.034038534958159,3.770644086388402e-17
1.17,0.8000001041136463,1.4350125608040594e-17,1.015961279142452e-07,2.031922823452446,1.828688811979765e-25,1.2585093262159687e-18,2.5170189435539942e-09,5.034038534958451,3.7706440863870675e-17
1.18,0.8000001041136463,1.4350125608039432e-17,1.0159612791421604e-07,2.031922823451863,1.8286888119790946e-25,1.2585093262160415e-18,2.5170189435541402e-09,5.034038534958743,3.770644086385733e-17
1.19,0.8000001041136463,1.4350125608038268e-17,1.0159612791418689e-07,2.0319228234512794,1.8286888119784242e-25,1.2585093262161145e-18,2.517018943554286e-09,5.034038534959034,3.770644086384399e-17
1.2,0.8000001041136463,1.4350125608037106e-17,1.0159612791415773e-07,2.0319228234506963,1.8286888119777538e-25,1.2585093262161873e-18,2.5170189435544318e-09,5.0340385349593255,3.7706440863830647e-17
1.21,0.8000001041136463,1.435012560803594e-17,1.0159612791412857e-07,2.031922823450113,1.8286888119770834e-25,1.2585093262162603e-18,2.5170189435545774e-09,5.034038534959617,3.7706440863817304e-17
1.22,0.8000001041136463,1.4350125608034776e-17,1.0159612791409942e-07,2.03192282344953,1.8286888119764128e-25,1.2585093262163331e-18,2.5170189435547234e-09,5.034038534959909,3.770644086380396e-17
1.23,0.8000001041136463,1.4350125608033615e-17,1.0159612791407025e-07,2.031922823448947,1.8286888119757424e-25,1.2585093262164061e-18,2.517018943554869e-09,5.0340385349602,3.770644086379062e-17
1.24,0.8000001041136463,1.435012560803245e-17,1.0159612791404109e-07,2.0319228234483635,1.828688811975072e-25,1.258509326216479e-18,2.517018943555015e-09,5.034038534960492,3.7706440863777276e-17
1.25,0.8000001041136463,1.4350125608031288e-17,1.0159612791401193e-07,2.0319228234477804,1.8286888119744016e-25,1.2585093262165519e-18,2.5170189435551605e-09,5.034038534960784,3.770644086376393e-17
1.26,0.8000001041136463,1.4350125608030123e-17,1.0159612791398278e-07,2.0319228234471973,1.8286888119737312e-25,1.2585093262166247e-18,2.5170189435553065e-09,5.034038534961075,3.770644086375059e-17
1.27,0.8000001041136463,1.435012560802896e-17,1.0159612791395362e-07,2.0319228234466142,1.8286888119730608e-25,1.2585093262166977e-18,2.517018943555452e-09,5.0340385349613666,3.770644086373725e-17
1.28,0.8000001041136463,1.4350125608027797e-17,1.0159612791392447e-07,2.031922823446031,1.8286888119723904e-25,1.2585093262167705e-18,2.517018943555598e-09,5.034038534961659,3.7706440863723904e-17
1.29,0.8000001041136463,1.4350125608026632e-17,1.0159612791389531e-07,2.031922823445448,1.82868881197172e-25,1.2585093262168435e-18,2.5170189435557437e-09,5.03403853496195,3.770644086371056e-17
1.3,0.8000001041136463,1.435012560802547e-17,1.0159612791386615e-07,2.0319228234448645,1.8286888119710496e-25,1.2585093262169163e-18,2.5170189435558897e-09,5.034038534962241,3.770644086369722e-17
1.31,0.8000001041136463,1.4350125608024305e-17,1.0159612791383698e-07,2.0319228234442814,1.8286888119703792e-25,1.2585093262169893e-18,2.5170189435560353e-09,5.034038534962533,3.7706440863683876e-17
1.32,0.8000001041136463,1.4350125608023144e-17,1.0159612791380783e-07,2.0319228234436983,1.8286888119697088e-25,1.258509326217062e-18,2.5170189435561813e-09,5.034038534962825,3.770644086367053e-17
1.33,0.8000001041136463,1.435012560802198e-17,1.0159612791377867e-07,2.0319228234431153,1.8286888119690384e-25,1.258509326217135e-18,2.517018943556327e-09,5.034038534963116,3.770644086365719e-17
1.34,0.8000001041136463,1.4350125608020817e-17,1.0159612791374951e-07,2.031922823442532,1.8286888119683677e-25,1.2585093262172079e-18,2.517018943556473e-09,5.034038534963408,3.770644086364385e-17
1.35,0.8000001041136463,1.4350125608019652e-17,1.0159612791372036e-07,2.031922823441949,1.8286888119676973e-25,1.2585093262172809e-18,2.517018943556619e-09,5.0340385349637,3.7706440863630504e-17
1.36,0.8000001041136463,1.435012560801849e-17,1.015961279136912e-07,2.0319228234413655,1.828688811967027e-25,1.2585093262173537e-18,2.5170189435567644e-09,5.034038534963991,3.770644086361717e-17
1.37,0.8000001041136463,1.4350125608017326e-17,1.0159612791366204e-07,2.0319228234407825,1.8286888119663565e-25,1.2585093262174267e-18,2.5170189435569104e-09,5.034038534964282,3.7706440863603825e-17
1.3800000000000001,0.8000001041136463,1.435012560801616e-17,1.0159612791363287e-07,2.0319228234401994,1.8286888119656861e-25,1.2585093262174995e-18,2.517018943557056e-09,5.034038534964574,3.770644086359048e-17
