t,V,m,h,n
0.3,0.1389371191568904,0.0517112071994294,0.5999571766391673,0.324546610123699
0.31,0.14256957938451334,0.05172574892163426,0.5999584395984415,0.3245301155991776
0.32,0.14615759791735145,0.05173876349493709,0.5999598484931369,0.3245135509069192
0.33,0.14970243558507879,0.051750325508023824,0.5999614013419042,0.32449691740220243
0.34,0.15320529863345617,0.051760506201555784,0.599963096216314,0.32448021640354163
0.35000000000000003,0.15666734053278222,0.051769373575784296,0.599964931239191,0.3244634491938348
0.36,0.16008966393091426,0.05177699251052231,0.5999669045827716,0.3244466170216333
0.37,0.16347332370988685,0.05178342498035288,0.5999690144654923,0.3244297211033516
0.38,0.16681932792257503,0.05178873009495848,0.5999712591513171,0.3244127626237336
0.39,0.1701286406707223,0.05179296429597065,0.5999736369467803,0.32439574273788735
0.4,0.17340218379001252,0.05179618146073755,0.5999761461993992,0.3243786625723798
0.41000000000000003,0.17664083817774212,0.05179843297847442,0.5999787852964923,0.3243615232260517
0.42,0.1798454464848849,0.051799767930631055,0.5999815526624585,0.32434432577189104
0.43,0.1830168133456606,0.0518002330891037,0.5999844467587707,0.3243270712570398
0.44,0.18615570856992236,0.0517998731301958,0.599987466080741,0.3243097607050214
0.45,0.18926286908744017,0.05179873075806483,0.5999906091556402,0.3242923951170353
0.46,0.19233900019621705,0.051796846778511825,0.5999938745415644,0.32427497547273965
0.47000000000000003,0.19538477313359498,0.051794259913812445,0.5999972608301908,0.32425750272835857
0.48,0.19840083069163955,0.051791007185062535,0.60000076664101,0.3242399778206507
0.49,0.20138778873013896,0.051787124005105135,0.6000043906199044,0.3242224016678893
0.5,0.20434623675291944,0.051782644206694095,0.6000081314387072,0.3242047751701679
0.51,0.20727673568027,0.05177759988301694,0.6000119877976287,0.32418709920773403
0.52,0.2101798229926839,0.05177202172626651,0.6000159584200939,0.3241693746445419
0.53,0.21305601380586534,0.05176593909130526,0.6000200420517698,0.32415160232892404
0.54,0.21590580131444867,0.051759380017787016,0.600024237460227,0.3241337830938259
0.55,0.21872965483296775,0.05175237109695747,0.6000285434369845,0.3241159177554015
0.56,0.2215280244060934,0.051744937766311484,0.6000329587929987,0.32409800711611875
0.5700000000000001,0.22430134154133302,0.05173710435170611,0.6000374823580222,0.3240800519652024
0.58,0.22705001953187845,0.05172889408373647,0.600042112980359,0.3240620530788052
0.59,0.22977445169040026,0.05172032898300996,0.6000468495286386,0.3240440112187881
0.6,0.23247501551025426,0.05171143011952098,0.600051690887833,0.3240259271354638
0.61,0.23515207311773897,0.05170221763794037,0.6000566359588756,0.32400780156785997
0.62,0.2378059714220927,0.0516927107645491,0.6000616836585667,0.3239896352437872
0.63,0.24043704112915348,0.05168292774435503,0.6000668329205584,0.32397142887916214
0.64,0.24304559947547344,0.051672886008053184,0.6000720826927858,0.3239531831797775
0.65,0.2456319512597178,0.051662602233795055,0.6000774319365249,0.3239348988419525
0.66,0.24819638870674202,0.05165209233731813,0.6000828796265585,0.3239165765524199
0.67,0.250739190424838,0.051641371407700296,0.6000884247521862,0.32389821698763327
0.68,0.25326062426862267,0.05163045387998818,0.6000940663145639,0.32387982081559896
0.6900000000000001,0.25576094734446325,0.05161935353444607,0.6000998033267307,0.32386138869586045
0.7000000000000001,0.25824040635046075,0.051608083516055024,0.6001056348133205,0.3238429212796982
0.71,0.260699237964235,0.05159665635859355,0.6001115598102017,0.32382441921037836
0.72,0.26313766919484266,0.051585084005141744,0.6001175773641749,0.3238058831233637
0.73,0.26555591771214543,0.051573377825129364,0.6001236865327224,0.3237873136464874
0.74,0.26795419205791887,0.051561548627061075,0.6001298863838248,0.3237687114000806
0.75,0.2703326920893763,0.051549606684754556,0.6001361759955692,0.3237500769972446
0.76,0.27269161194459207,0.05153756191976313,0.600142554453345,0.3237314110457819
0.77,0.2750311377194064,0.051525423756466765,0.6001490208520956,0.3237127141466483
0.78,0.2773514478892234,0.05151320114715247,0.6001555742959449,0.32369398689421197
0.79,0.2796527139751781,0.05150090261228511,0.6001622138975885,0.3236752298766737
0.8,0.2819351011785724,0.05148853627886413,0.6001689387777095,0.32365644367647045
0.81,0.2841987691538047,0.05147610992741114,0.6001757480642578,0.3236376288707732
0.8200000000000001,0.2864438712973199,0.05146363094719639,0.600182640893169,0.32361878603099364
0.8300000000000001,0.2886705553672951,0.05145110637386714,0.6001896164077907,0.323599915723181
0.84,0.29087896373861627,0.051438542904552256,0.6001966737586606,0.32358101850817594
0.85,0.29306923397596096,0.05142594693214747,0.6002038121029865,0.32356209494197063
0.86,0.2952414988331036,0.05141332454504564,0.6002110306046637,0.32354314557569747
0.87,0.2973958863606947,0.05140068153343332,0.6002183284341915,0.32352417095568875
0.88,0.2995325201893883,0.05138802340618435,0.6002257047684226,0.3235051716236505
0.89,0.30165151981550303,0.05137535540791041,0.600233158790313,0.3234861481168362
0.9,0.3037530011442875,0.05136268255150522,0.6002406896884365,0.323467100968383
0.91,0.3058370761959007,0.05135000960043483,0.6002482966572631,0.3234480307071211
0.92,0.307903853417111,0.05133734108742549,0.6002559788968844,0.32342893785776416
0.93,0.3099534378717478,0.05132468132589462,0.6002637356128495,0.3234098229410243
0.9400000000000001,0.31198593143794495,0.05131203442145575,0.6002715660159896,0.3233906864737339
0.9500000000000001,0.3140014329511168,0.051299404280553455,0.600279469322297,0.3233715289689301
0.96,0.3160000383056163,0.05128679461689523,0.6002874447528438,0.32335235093591275
0.97,0.3179818406002563,0.051274208960068096,0.6002954915336558,0.3233331528803326
0.98,0.31994693028897464,0.05126165066459904,0.6003036088955823,0.3233139353042823
0.99,0.32189539554984303,0.05124912293186838,0.6003117960739689,0.32329469870652333
1.0,0.32382732210135684,0.05123662879950794,0.6003200523088298,0.3232754435823684
1.01,0.32574279334937023,0.05122417115025976,0.6003283768447213,0.32325617042377064
1.02,0.32764189051640347,0.05121175271980351,0.60033676893063,0.323236879719401
1.03,0.329524692736089,0.05119937610253585,0.6003452278198934,0.3232175719547053
1.04,0.331391277469498,0.05118704377619333,0.6003537527698288,0.3231982476121607
1.05,0.33324172036915506,0.05117475809415029,0.6003623430418616,0.3231789071711891
1.06,0.33507609525059423,0.05116252128401467,0.6003709979015552,0.32315955110813743
1.07,0.336894474270766,0.05115033545833409,0.6003797166184549,0.323140179896387
1.08,0.338696928001367,0.051138202619154784,0.600388498466026,0.3231207940063973
1.09,0.34048352558967887,0.051126124667515295,0.600397342721513,0.3231013939058044
1.1,0.3422543348554249,0.05111410340931412,0.6004062486658565,0.3230819800594794
1.11,0.3440094222089174,0.05110214055106823,0.6004152155837698,0.3230625529294771
1.12,0.3457488527784714,0.051090237707486844,0.6004242427636284,0.32304311297511357
1.1300000000000001,0.34747269046476614,0.05107839640490666,0.6004333294974243,0.3230236606529992
1.1400000000000001,0.3491809980491765,0.051066618087865175,0.6004424750806715,0.3230041964171047
1.1500000000000001,0.3508738374008168,0.05105490413141364,0.6004516788122238,0.32298472071888795
1.16,0.35255126927876346,0.05104325582988533,0.6004609399944546,0.32296523400717225
1.17,0.3542133534601264,0.05103167440461328,0.6004702579331436,0.3229457367282245
1.18,0.35586014879392325,0.051020161007331755,0.6004796319374319,0.3229262293257885
1.19,0.357491713255504,0.0510087167236033,0.6004890613197752,0.3229067122411181
1.2,0.3591081041206783,0.05099734258316211,0.6004985453957908,0.32288718591308374
1.21,0.36070937786111285,0.0509860395541438,0.6005080834843524,0.32286765077810897
1.22,0.36229559019555685,0.05097480854631962,0.6005176749075454,0.3228481072702021
1.23,0.3638667961456466,0.050963650414592596,0.6005273189906193,0.32282855582099057
1.24,0.3654230500689841,0.050952565961176075,0.6005370150619592,0.3228089968597417
1.25,0.3669644057641567,0.05094155594184256,0.6005467624529944,0.32278943081342726
1.26,0.36849091645852805,0.05093062106552333,0.6005565604982096,0.3227698581067167
1.27,0.37000263480146617,0.05091976199420981,0.600566408535152,0.322750279161974
1.28,0.37149961291605216,0.05090897934616255,0.6005763059043859,0.32273069439928964
1.29,0.37298190242267554,0.050898273697520785,0.6005862519494727,0.32271110423649624
1.3,0.3744495545316357,0.0508876455879629,0.6005962460168907,0.32269150908922484
1.31,0.3759026200083558,0.05087709551883037,0.6006062874560615,0.3226719093708882
1.32,0.37734114926206236,0.05086662395866571,0.6006163756192804,0.3226523054927297
1.33,0.3787651922619429,0.05085623133841788,0.6006265098617829,0.3226326978637793
1.34,0.38017479861538384,0.05084591805628604,0.6006366895416788,0.3226130868908998
1.35,0.38157001760604914,0.05083568448013364,0.6006469140199183,0.32259347297881147
1.36,0.38295089827457474,0.05082553095234114,0.6006571826602214,0.3225738565301425
1.37,0.38431748930366616,0.050815457783466106,0.6006674948291775,0.32255423794536076
1.3800000000000001,0.3856698390776653,0.05080546525588692,0.6006778498961937,0.32253461762281177
1.3900000000000001,0.38700799570401984,0.050795553625266464,0.6006882472334748,0.32251499595873273
1.4000000000000001,0.3883320070282288,0.050785723121642506,0.6006986862160106,0.3224953733472633
1.41,0.3896419206487873,0.05077597395051804,0.6007091662215621,0.32247575018045604
1.42,0.39093778396984885,0.05076630629604531,0.6007196866306126,0.3224561268483114
1.43,0.3922196443127168,0.05075672032747567,0.6007302468262634,0.32243650373885047
1.44,0.3934875487406446,0.05074721618969464,0.6007408461943994,0.32241688123800294
1.45,0.3947415441432047,0.05073779400816609,0.6007514841236101,0.32239725972966216
1.46,0.3959816772621015,0.05072845389062586,0.6007621600051664,0.3223776395957029
1.47,0.3972079947079751,0.050719195928275326,0.6007728732330045,0.3223580212159931
1.48,0.3984205429772058,0.05071002019697492,0.6007836232037123,0.32233840496840543
1.49,0.39961936839819034,0.05070092675405262,0.6007944093165651,0.3223187912287925
1.5,0.4008045169801824,0.05069191562905443,0.6008052309736378,0.3222991803709111
1.51,0.4019760347699965,0.0506829868460711,0.6008160875795344,0.32227957276661084
1.52,0.4031339677419206,0.05067414041704218,0.600826978541468,0.3222599687857798
1.53,0.40427836179617355,0.05066537634180891,0.6008379032692593,0.32224036879634677
1.54,0.40540926277237493,0.050656694609100446,0.6008488611753238,0.3222207731642914
1.55,0.4065267164630152,0.05064809519752009,0.6008598516746594,0.32220118225365385
1.56,0.4076307685274372,0.0506395780703844,0.6008708741849091,0.3221815964264927
1.57,0.40872146428522643,0.0506311431631113,0.600881928126515,0.32216201604277894
1.58,0.4097988491879752,0.05062279041252311,0.6008930129223582,0.3221424414606473
1.59,0.41086296865795663,0.05061451974703261,0.6009041279978787,0.32212287303631426
1.6,0.4119138680782518,0.05060633108618702,0.6009152727810806,0.32210331112407564
1.61,0.4129515928017046,0.05059822434137521,0.6009264467025222,0.3220837560763144
1.62,0.41397618815987663,0.050590199416535,0.6009376491953072,0.3220642082435081
1.6300000000000001,0.41498769940904845,0.05058225620491631,0.6009488796951195,0.32204466797420617
1.6400000000000001,0.4159861716100641,0.050574394581699475,0.6009601376403024,0.32202513561497503
1.6500000000000001,0.4169716499144155,0.05056661442206502,0.6009714224716584,0.3220056115105399
1.6600000000000001,0.4179441794652889,0.05055891559514038,0.6009827336325134,0.32198609600373995
1.67,0.4189038053932093,0.0505512979638732,0.600994070568718,0.32196658943552964
1.68,0.41985057282225097,0.05054376138556667,0.6010054327286394,0.3219470921449852
1.69,0.42078452687624684,0.05053630571241481,0.6010168195631541,0.3219276044693105
1.7,0.4217057129342349,0.05052893081922761,0.6010282305252173,0.32190812674423325
1.71,0.4226141751180229,0.050521636455291424,0.6010396650720538,0.3218886593020456
1.72,0.42350995901719884,0.05051442250935286,0.6010511226612539,0.3218692024750878
1.73,0.4243931096012797,0.05050728880313494,0.6010626027538422,0.32184975659299647
1.74,0.4252636718545471,0.05050023515549024,0.6010741048133134,0.3218303219835738
1.75,0.4261216907760474,0.05049326138240098,0.6010856283056328,0.3218108989727877
1.76,0.4269672113795915,0.05048636729697891,0.6010971726992362,0.3217914878847721
1.77,0.427800278633113,0.050479552705822765,0.6011087374650572,0.3217720890418099
1.78,0.42862093737585666,0.050472817404043815,0.6011203220765649,0.3217527027643112
1.79,0.4294292325744512,0.0504661611906478,0.6011319260096476,0.3217333293708824
1.8,0.430225209210566,0.05045958386178662,0.6011435487426641,0.3217139691782955
1.81,0.43100891227246646,0.050453085210251096,0.6011551897564471,0.3216946225014862
1.82,0.43178038675501385,0.05044666502547096,0.6011668485343039,0.3216752896535538
1.83,0.43253967765966533,0.050440323093514844,0.6011785245620153,0.3216559709457611
1.84,0.43328682999447404,0.0504340591970903,0.6011902173278365,0.3216366666875344
1.85,0.4340218887740891,0.05042787311554378,0.6012019263224969,0.3216173771864636
1.86,0.4347448989524433,0.05042176462523085,0.6012136510391044,0.3215981027484117
1.87,0.4354559053643919,0.05041573349983718,0.6012253909730624,0.32157884367760936
1.8800000000000001,0.4361549529590284,0.05040977950909534,0.6012371456224013,0.32155960027627595
1.8900000000000001,0.4368420866896078,0.05040390241939017,0.6012489144876224,0.3215403728447983
1.9000000000000001,0.4375173515081557,0.05039810199378848,0.6012606970716896,0.32152116168173955
1.9100000000000001,0.4381807923654683,0.050392377992039036,0.6012724928800304,0.32150196708383905
1.92,0.4388324542111126,0.05038673017057252,0.6012843014205346,0.32148278934601243
1.93,0.4394723819934261,0.05038115828250159,0.6012961222035554,0.3214636287613517
1.94,0.4401006206595168,0.050375662077620835,0.6013079547419091,0.32144448562112504
1.95,0.4407172151740169,0.05037024131389279,0.6013197985505482,0.321425360215099
1.96,0.4413222105274993,0.05036489576260286,0.6013316531464143,0.3214062528316828
1.97,0.4419156516836726,0.05035962517601768,0.6013435180493595,0.3213871637570218
1.98,0.44249758360613195,0.05035442930376945,0.6013553927816787,0.3213680932754569
1.99,0.4430680512591427,0.05034930789333561,0.6013672768680971,0.3213490416695378
2.0,0.44362709960764013,0.05034426069003879,0.6013791698357698,0.32133000922002314
2.0100000000000002,0.4441747736172292,0.050339287437046874,0.6013910712142817,0.3213109962058804
2.02,0.44471111825418497,0.05033438787537293,0.6014029805356478,0.32129200290428594
2.0300000000000002,0.4452361784854524,0.05032956174387524,0.6014148973343126,0.3212730295906251
2.04,0.4457499992463525,0.05032480878861293,0.6014268211467731,0.32125407653886506
2.05,0.4462526254375595,0.05032012876372166,0.6014387515115427,0.32123514402159004
2.06,0.4467441019977838,0.050315521410357215,0.6014506879700019,0.32121623230916124
2.07,0.4472244738641227,0.050310986468182,0.6014626300659345,0.32119734167017533
2.08,0.44769378597147047,0.05030652367553591,0.6014745773455207,0.32117847237147107
2.09,0.4481520832525187,0.0503021327694363,0.6014865293573366,0.32115962467812903
2.1,0.448599410637756,0.05029781348557801,0.6014984856523552,0.3211407988534722
2.11,0.4490358130554679,0.05029356555833338,0.6015104457839452,0.3211219951590654
2.12,0.4494613354317374,0.05028938872075219,0.6015224093078718,0.32110321385471563
2.13,0.44987602166280805,0.05028528276360451,0.6015343757778452,0.32108445520284706
2.14,0.4502799172542305,0.05028124738374867,0.6015463447569523,0.321065719457265
2.15,0.4506730671381439,0.05027728230953925,0.6015583158082021,0.32104700687244864
2.16,0.45105551617362044,0.050273387272079764,0.6015702884966929,0.32102831770142115
2.17,0.4514273092143577,0.05026956200133348,0.6015822623899056,0.3210096521954611
2.18,0.4517884911086789,0.050265806226123325,0.6015942370577037,0.3209910106041028
2.19,0.45213910669953294,0.05026211967413194,0.601606212072333,0.32097239317513593
2.2,0.4524792008244941,0.050258502071901655,0.6016181870084222,0.32095380015460595
2.21,0.45280881831576236,0.050254953144834524,0.6016301614429822,0.32093523178681377
2.22,0.4531280040001632,0.050251472617192275,0.6016421349554067,0.32091668831431597
2.23,0.45343680201106307,0.05024806025390525,0.6016541071241639,0.3208981699811335
2.24,0.45373525582607754,0.05024471585828119,0.6016660775269772,0.32087967703257614
2.25,0.4540234114092149,0.05024143908108457,0.601678045755933,0.3208612097005886
2.2600000000000002,0.45430131344204017,0.05023822964953592,0.6016900113993601,0.3208427682213269
2.27,0.4545690065937653,0.05023508729013947,0.6017019740479361,0.32082435282923516
2.2800000000000002,0.4548265355212498,0.05023201172868318,0.601713933294688,0.3208059637570457
2.29,0.45507394486900005,0.0502290026902387,0.6017258887349917,0.3207876012357789
2.3000000000000003,0.4553112792691699,0.05022605989916141,0.6017378399665719,0.32076926549474316
2.31,0.4555385833415605,0.05022318307909039,0.6017497865895026,0.3207509567615352
2.32,0.4557559016936199,0.050220371952948435,0.6017617282062065,0.3207326752620398
2.33,0.45596327892044364,0.050217626242942064,0.6017736644214556,0.3207144212204298
2.34,0.4561607580484188,0.050214945748770584,0.6017855948346621,0.32069619486649975
2.35,0.4563483837333106,0.05021233018691769,0.6017975190557187,0.32067799642059636
2.36,0.4565262009164679,0.05020977925817907,0.6018094366983427,0.32065982609995086
2.37,0.45669425396610125,0.0502072926908144,0.6018213473758233,0.3206416841227248
2.38,0.45685258722647587,0.050204870212949594,0.6018332507037406,0.3206235707054225
2.39,0.4570012450179121,0.050202511552576816,0.6018451462999668,0.3206054860628912
2.4,0.4571402716367853,0.050200216437554464,0.6018570337846654,0.3205874304083206
2.41,0.4572697113555254,0.050197984595607176,0.6018689127802915,0.3205694039532434
2.42,0.4573896084226177,0.050195815754325836,0.6018807829115923,0.3205514069075349
2.43,0.4575000054968492,0.05019370969398465,0.6018926437978275,0.32053343948668
2.44,0.45760094761341846,0.05019166611375355,0.6019044950724735,0.32051550189336603
2.45,0.4576924788900364,0.05018968474281031,0.6019163363668587,0.32049759433277014
2.46,0.4577746433534957,0.05018776531245813,0.601928167314271,0.32047971700872296
2.47,0.4578474849985563,0.050185907554139285,0.6019399875502495,0.3204618701234355
2.48,0.4579110477879453,0.0501841111994351,0.6019517967125845,0.320444053877499
2.49,0.4579653756523568,0.05018237598006596,0.6019635944413179,0.3204262684698851
2.5,0.4580105124904522,0.050180701627891344,0.6019753803787429,0.3204085140979454
2.5100000000000002,0.4580465018788523,0.0501790878756785,0.6019871541680492,0.320390790958623
2.52,0.4580733865209449,0.050177534458563634,0.6019989154507468,0.3203730992507528
2.5300000000000002,0.4580912109685488,0.05017604110683726,0.6020106638793844,0.32035543916369946
2.54,0.458100018877402,0.05017460755321938,0.6020223991047244,0.32033781088881513
2.5500000000000003,0.4580998538634674,0.05017323353058959,0.6020341207797448,0.32032021461586463
2.56,0.45809075950293293,0.05017191877198707,0.6020458285596384,0.3203026505330253
2.57,0.45807277933221147,0.050170663010610565,0.6020575221018134,0.3202851188268872
2.58,0.4580459568479407,0.050169465979818445,0.6020692010658933,0.32026761968245293
2.59,0.4580103355069834,0.050168327413128634,0.6020808651137167,0.3202501532831377
2.6,0.4579659580878652,0.05016724704626036,0.602092513905946,0.3202327198137638
2.61,0.45791286746947113,0.05016622461464438,0.6021041471062027,0.3202153194569091
2.62,0.4578511074623868,0.050165259850764886,0.6021157643854841,0.3201979523890083
2.63,0.45778072125373886,0.05016435248913191,0.6021273654139019,0.32018061878764575
2.64,0.4577017519835449,0.05016350226443851,0.6021389498637444,0.32016331882885296
2.65,0.4576142427447133,0.050162708911560785,0.6021505174094762,0.3201460526871084
2.66,0.4575182365830434,0.05016197216555786,0.602162067727738,0.3201288205353374
2.67,0.4574137764972254,0.05016129176167191,0.6021736004973469,0.32011162254491254
2.68,0.4573009054388405,0.05016066743532814,0.6021851153992962,0.32009445888565324
2.69,0.45717966559142,0.05016009893281357,0.6021966121120154,0.32007732972999203
2.7,0.45705009942880526,0.0501595859956003,0.6022080903183282,0.32006023524685867
2.71,0.4569122502927663,0.050159128351789685,0.6022195497092521,0.3200431755983421
2.72,0.4567661608302754,0.05015872573925985,0.6022309899737213,0.32002615094872106
2.73,0.4566118736391543,0.050158377896102196,0.6022424108028336,0.3200091614607331
2.74,0.4564494312673268,0.05015808456063248,0.6022538118898442,0.31999220729557887
2.75,0.4562788762120714,0.05015784547140185,0.6022651929301615,0.31997528861292657
2.7600000000000002,0.45610025091927375,0.05015766036720797,0.6022765536213421,0.319958405570916
2.77,0.4559135977826795,0.05015752898710605,0.6022878936630858,0.31994155832616306
2.7800000000000002,0.4557189578700311,0.05015745109101411,0.6022992127476671,0.3199247470420827
2.79,0.4555163742379232,0.050157426406090166,0.6023105105848368,0.3199079718672288
2.8000000000000003,0.45530588903766933,0.05015745467354733,0.6023217868800821,0.3198912329542042
2.81,0.45508754434583115,0.050157535635217965,0.6023330413408668,0.31987453045423314
2.82,0.45486138217362426,0.05015766903340051,0.602344273676702,0.3198578645170995
2.83,0.45462744446578773,0.05015785461087674,0.6023554835991383,0.31984123529115355
2.84,0.4543857730994541,0.05015809211092908,0.6023666708217583,0.3198246429233186
2.85,0.454136409883019,0.0501583812773578,0.6023778350601691,0.31980808755909806
2.86,0.453879396555011,0.0501587218544983,0.6023889760319935,0.3197915693425821
2.87,0.4536147747829614,0.050159113587238416,0.6024000934568633,0.31977508841645463
2.88,0.4533425861286199,0.050159556220431764,0.6024111870560258,0.3197586449223164
2.89,0.45306287183362387,0.05016004949508968,0.6024222565498971,0.31974223900269677
2.9,0.4527756735291468,0.05016059316115173,0.6024333016661861,0.3197258707943766
2.91,0.4524810325632743,0.050161186965454574,0.6024443221322046,0.3197095404347097
2.92,0.4521789902050761,0.050161830655431124,0.6024553176772065,0.31969324805969984
2.93,0.45186958764337687,0.050162523979126,0.6024662880323796,0.31967699380400844
2.94,0.4515528659855263,0.05016326668521105,0.6024772329308362,0.3196607778009626
2.95,0.45122886625617015,0.0501640585230008,0.6024881521076043,0.3196446001825625
2.96,0.4508976293960207,0.050164899242467954,0.6024990452996187,0.31962846107948956
2.97,0.4505591962606269,0.05016578859425887,0.6025099122457125,0.31961236062111376
2.98,0.45021360761914564,0.050166726329709053,0.602520752686607,0.3195962989355017
2.99,0.4498609043964983,0.05016771219478253,0.6025315663660656,0.31958027614834517
3.0,0.4495011279296865,0.050168745923657714,0.6025423530321135,0.3195642923818272
3.0100000000000002,0.44913431818668115,0.050169827283177454,0.602553112428534,0.3195483477625208
3.02,0.4487605156616249,0.05017095602552031,0.602563844303911,0.3195324424129887
3.0300000000000002,0.4483797607641847,0.05017213190343008,0.6025745484087107,0.3195165764544936
3.04,0.4479920938186587,0.05017335467022291,0.6025852244952754,0.3195007500070035
3.0500000000000003,0.44759755506308313,0.050174624079794325,0.602595872317815,0.3194849631891989
3.06,0.44719618464833877,0.05017593988662641,0.6026064916324005,0.3194692161184783
3.0700000000000003,0.4467880226372577,0.05017730184579481,0.6026170821969566,0.319453508910965
3.08,0.44637310900373,0.050178709712975895,0.602627643771254,0.31943784168151307
3.09,0.44595148363181053,0.05018016324445382,0.6026381761169022,0.3194222145437138
3.1,0.4455231867763248,0.050181662190344575,0.6026486789995451,0.3194066276078859
3.11,0.4450882587807183,0.05018320629873698,0.6026591521875114,0.3193910809823108
3.12,0.44464673871509136,0.05018479533570452,0.6026695954453102,0.3193755747791831
3.13,0.4441986661973526,0.05018642905853233,0.602680008542321,0.3193601091066592
3.14,0.44374408076098126,0.05018810722500372,0.6026903912497725,0.3193446840716205
3.15,0.4432830218545435,0.05018982959340119,0.6027007433407379,0.3193292997796784
3.16,0.44281552884120823,0.05019159592250754,0.6027110645901284,0.31931395633517856
3.17,0.4423416409982633,0.050193405971606944,0.6027213547746889,0.3192986538412052
3.18,0.44186139751663145,0.050195259500486,0.6027316136729922,0.31928339239958603
3.19,0.44137483750038636,0.050197156269434835,0.6027418410654337,0.3192681721108962
3.2,0.44088199996626865,0.05019909603924815,0.6027520367342258,0.31925299307446314
3.21,0.4403829241028649,0.05020107857095577,0.6027622004640928,0.31923785538769167
3.22,0.4398776488994071,0.050203103626209944,0.6027723320412657,0.31922275914703807
3.23,0.4393662129355234,0.05020517096750507,0.6027824312529125,0.3192077044485637
3.24,0.4388486549160939,0.05020728035762087,0.602792497888575,0.3191926913865387
3.25,0.43832501346030844,0.05020943155984284,0.602802531739596,0.3191777200539971
3.2600000000000002,0.4377953271013498,0.05021162433796308,0.602812532599115,0.3191627905427409
3.27,0.43725963428607745,0.05021385845628123,0.6028225002620627,0.31914790294334405
3.2800000000000002,0.43671797337471124,0.05021613367960538,0.6028324345251568,0.3191330573451566
3.29,0.43617038264051483,0.050218449773252946,0.6028423351868961,0.3191182538363087
3.3000000000000003,0.4356169002694792,0.050220806503051586,0.6028522020475565,0.3191034925037144
3.31,0.4350575643600065,0.050223203635340094,0.6028620349091857,0.31908877343307607
3.3200000000000003,0.4344924128777755,0.05022564094003868,0.6028718335744065,0.31907409670987724
3.33,0.4339214837412116,0.05022811818477477,0.6028815978486931,0.3190594624174936
3.34,0.43334481480031256,0.05023063513631228,0.6028913275398115,0.3190448706376573
3.35,0.43276244379420853,0.05023319156343747,0.6029010224566943,0.3190303214513904
3.36,0.43217440837231,0.0502357872354898,0.6029106824100071,0.3190158149385355
3.37,0.431580746093969,0.05023842192236439,0.6029203072121424,0.31900135117776013
3.38,0.4309814944281399,0.05024109539451444,0.6029298966772144,0.3189869302465614
3.39,0.4303766907530406,0.05024380742295368,0.6029394506210536,0.31897255222127024
3.4,0.4297663723558139,0.05024655777925882,0.6029489688612008,0.3189582171770564
3.41,0.42915057643218807,0.05024934623557198,0.6029584512169018,0.3189439251879326
3.42,0.42852934008613836,0.05025217256460313,0.6029678975091025,0.31892967632675906
3.43,0.42790270034176575,0.05025503653645432,0.6029773075583521,0.31891547066684395
3.44,0.4272706941137185,0.05025793792622818,0.6029866811898006,0.31890130827812907
3.45,0.42663335822580634,0.05026087650910001,0.6029960182299505,0.3188871892296698
