t,V,K_o,K_i,Na_i,Ca_i,x,m,h,Ca_ds,d,f,f2,f2ds,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
0.16,-86.31914668381032,5.32075421365797,140.1397226693774,6.825652284431458,6.813895152792429e-05,2.181714214032541e-05,0.003934130279972656,0.9760985568161157,0.0012477568816942142,3.0269233993655033e-12,0.999997723433932,0.9949689429646592,0.36227342745392005,0.9491790705441233,2.412624915486182e-05,0.48015179606391734,0.44178188324779255,0.01069997172257156,0.9513166678258533,0.002379625958688214,0.0016413019557943288
0.17,-86.30868348436742,5.320129734370996,140.1406870687175,6.824727311833577,6.874836544210166e-05,1.2493893399208637e-05,0.003939666748986449,0.9760989430949777,0.0011290171160022796,3.0374827018600126e-12,0.9999977188111205,0.9950190028117685,0.37956947961213267,0.9506013032955473,2.4150252616055394e-05,0.4802993454372487,0.441597387192444,0.01087676552828033,0.9485147113475146,0.002392290781624519,0.0016547150731519768
0.18,-86.29688216944766,5.319511705212125,140.1416497527319,6.823807960064087,6.94108257280407e-05,7.156159707436332e-06,0.0039459225374995485,0.9760654384339755,0.0010215769340237253,3.0494432904543437e-12,0.9999977135467613,0.9950685645550131,0.39824397468937184,0.9519826645222524,2.4177862055813952e-05,0.4804533315758429,0.44137471175708004,0.011037184170483274,0.9457290696878937,0.0024080553682036014,0.001669596647925637
0.19,-86.28415368888435,5.318900224758989,140.14261060378243,6.822894559868225,7.010919352836064e-05,4.099386132873312e-06,0.003952680441972944,0.976014032107348,0.0009243610359154612,3.0624011594140717e-12,0.9999977078275577,0.9951176331506051,0.4180627646908106,0.9533242567879097,2.4208034482384534e-05,0.480607266363168,0.4411205409482,0.011182979654349473,0.9429770501685847,0.002426140734004865,0.0016855010021051982
0.2,-86.270833228526,5.318295340278527,140.1435695457058,6.821987313920385,7.082959240450622e-05,2.348993197604305e-06,0.003959765949745405,0.9759526211557551,0.00083639651553709,3.076024173820449e-12,0.9999977018067524,0.9951662135054068,0.4388115830819896,0.9546271901281757,2.423991324557612e-05,0.48075611309075666,0.440840536537913,0.011315810946289927,0.9402752179958562,0.002445895858267697,0.001702065527232075
0.21,-86.25719047757497,5.31769705810129,140.1445265356081,6.82108632317835,7.156089402009561e-05,1.346106798232009e-06,0.003967036295863776,0.9758854906067644,0.0007568028263742969,3.0900422054062e-12,0.9999976956086096,0.9952143104775747,0.4602925255951421,0.9558925717919888,2.4272804006399876e-05,0.48089603266762326,0.44053945460891264,0.011437196814893203,0.9376390846257936,0.0024667835979193488,0.001718998291730008
0.22,-86.24343945209108,5.3171053520500635,140.14548155719163,6.820191607995182,7.229426431579672e-05,7.718283951344501e-07,0.003974377923442648,0.9758151808445901,0.0006847834642517378,3.1042381459717575e-12,0.9999976893326566,0.9952619288768063,0.482321757898531,0.957121498251836,2.4306151548443026e-05,0.4810241697526956,0.4402212592654986,0.011548489206858848,0.9350828077026384,0.0024883667783053595,0.0017360668711297613
0.23,-86.22974814054949,5.316520170822113,140.1464346148947,6.819303126418061,7.302274252724102e-05,4.429552500202375e-07,0.003981701151581119,0.9757433500677859,0.0006196176716522617,3.1184388008950267e-12,0.9999976830578698,0.9953090734649561,0.5047278810417778,0.9583150490929503,2.4339516395874106e-05,0.4811384569939224,0.4398892405405654,0.0116508659069211,0.9326189771798813,0.0025102934184044893,0.0017530877887715652
0.24,-86.21624730934931,5.315941443834923,140.14738572924438,6.818420788434023,7.374085674516e-05,2.5459363438468537e-07,0.00398893563479593,0.9756711535522691,0.0005606531961249473,3.1325067640247448e-12,0.9999976768464794,0.9953557489565547,0.527351067541687,0.9594742826178186,2.4372553725592084e-05,0.4812374496333019,0.4395461256009135,0.0117453211622059,0.9302584062735705,0.0025322829623706743,0.0017699170014864884
0.25,-86.20303810163949,5.315369085905883,140.14833493313466,6.817544467240894,7.44443167726963e-05,1.465450800321242e-07,0.003996026446621676,0.9755994368294771,0.0005072998335113367,3.146333177609919e-12,0.9999976707473119,0.9954019600191878,0.5500426871738323,0.9606002326670844,2.4404994493519564e-05,0.4813201857583487,0.4391941792276756,0.011832683588646382,0.9280099832552706,0.0025541136589200247,0.0017864418083175702
0.26,-86.19019815598956,5.314803000804571,140.14928226899565,6.81667400772661,7.512976164227891e-05,8.472178763727039e-08,0.0040029309945216205,0.9755288348374518,0.00045902369108537987,3.159832475698467e-12,0.9999976647984754,0.9954477112739987,0.5726652092363661,0.9616939066663662,2.4436630207504452e-05,0.4813860761350013,0.4388352885668527,0.011913631048986665,0.9258806019380461,0.0025756118029707014,0.0018025743723893066
0.27,-86.17778712873269,5.314243084257267,140.15022778639818,6.8158092335564495,7.579453729708588e-05,4.9450377562196474e-08,0.004009616092797847,0.975459834851894,0.0004153416479713982,3.172936558812432e-12,0.9999976590298135,0.9954930072961515,0.5950923298558022,0.9627562842685583,2.4467299115588975e-05,0.48143480757345003,0.43847104203006965,0.011988707635018827,0.9238751317558992,0.00259664170381332,0.001818245880571304
0.28,-86.16585093144404,5.3136892261254935,140.15117154031464,6.814949952255608,7.64365314771231e-05,2.9331071066492595e-08,0.004016055825682676,0.9753928152309653,0.00037581653039687996,3.1855911903350988e-12,0.9999976534648036,0.9955378526152868,0.6172091951919116,0.9637883167181,2.4496875399826566e-05,0.4814662703926024,0.43810279236946387,0.012058348435486237,0.9219964422653814,0.0026170976001328567,0.001833402079500702
0.29,-86.1544247571837,5.313141311969491,140.1521135898696,6.814095958854008,7.705405419558945e-05,1.803015840902061e-08,0.004022229947442851,0.9753280706398166,0.00034005293891477777,3.1977529083724e-12,0.999997648121937,0.995582251715958,0.6389126309744638,0.9647909266973902,2.4525261305977524e-05,0.48148050679863236,0.4377317041089467,0.012122895950766916,0.9202454839476217,0.002636897441832425,0.0018480001117469284
0.3,-86.14353598917437,5.312599224533977,140.15305399715118,6.813247039341631,7.764573930939222e-05,1.1614483740609704e-08,0.004028122415082717,0.9752658355407157,0.0003076927962546898,3.209386409196257e-12,0.9999976430159927,0.9956262090381268,0.6601113171967569,0.9657650084100359,2.455237971931133e-05,0.48147766252281576,0.43735879960858626,0.012182635938141327,0.9186214155053017,0.0026559768280442868,0.0018620054833433763
0.31,-86.1332054763471,5.312062844606228,140.1539928265221,6.812402972748524,7.821049157057832e-05,7.774075909844897e-09,0.004033720656157117,0.9752062960385591,0.00027841200332472295,3.220463065649291e-12,0.999997638158707,0.9956697289775865,0.68072582929749,0.9667114279842638,2.4578170391871464e-05,0.4814579641477753,0.4369849826798477,0.012237802673140724,0.9171217890199932,0.00267428558322333,0.0018753907833976983
0.32,-86.12344844449125,5.311532051649017,140.15493014410924,6.811563532697478,7.874745807876388e-05,5.504510329005028e-09,0.0040390151838805965,0.9751495970351369,0.0002519175758739756,3.230960400878772e-12,0.9999976335591068,0.9957128158863652,0.7006885558731113,0.967631024001609,2.460258780860394e-05,0.4814217053800749,0.4366110545125434,0.0122885978001598,0.9157427402291047,0.0026917854699001703,0.0018881347684659602
0.33,-86.11427542763637,5.311006724601338,140.1558660171572,6.810728489420302,7.92560176521112e-05,4.249059742355696e-09,0.004043999069775047,0.9750958513256907,0.0002279444582581659,3.2408610545884817e-12,0.9999976292239571,0.9957554740731833,0.7199434492657728,0.968524608036373,2.4625598511750555e-05,0.4813692310382074,0.4362377300444257,0.012335221460431313,0.9144792206767087,0.0027084476856285584,0.0019002214695548753
0.34,-86.10569258018246,5.310486742543966,140.15680051348744,6.809897611546239,7.973575551109506e-05,3.5587553883526224e-09,0.004048667873638518,0.9750451445223628,0.0002062527134924114,3.2501528422590506e-12,0.9999976251578878,0.9957977078038986,0.7384456539727419,0.9693929652751643,2.4647180093161853e-05,0.4813009301105325,0.4358656455610008,0.012377868652816775,0.9133252610027344,0.002724251370418753,0.001911639951895908
0.35000000000000003,-86.09770195678645,5.309971985212247,140.15773370107692,6.8090706674993635,8.018646847793332e-05,3.135853165911644e-09,0.0040530192519316,0.974997536555412,0.0001866251934653954,3.2588275364983517e-12,0.9999976213635865,0.9958395213019271,0.7561609766245202,0.9702368552021805,2.466732058907339e-05,0.48121723289933155,0.43549536278437895,0.012416733063117141,0.9122742035194732,0.0027391828441031153,0.0019223840379298434
0.36,-86.09030155477629,5.309462333463678,140.1586656476703,6.80824742683406,8.060814979350023e-05,2.8751949641535266e-09,0.0040570533921349865,0.9749530626067576,0.00016886546334970494,3.2668826443431875e-12,0.9999976178416287,0.9958809187486566,0.7730652408607276,0.9710570122933181,2.4686018454210528e-05,0.48111861047707205,0.43512736927942747,0.012452018362308024,0.9113189287124206,0.0027532352181920184,0.0019324523777114275
0.37,-86.08348550261682,5.308957669801161,140.15959642034517,6.807427661710292,8.100096891853338e-05,2.7356508928374783e-09,0.004060773404920079,0.9749117342141208,0.00015279579870314074,3.274323079463465e-12,0.9999976145906969,0.9959219042838677,0.7891435613363451,0.9718541467046584,2.4703282098741377e-05,0.48100557236892805,0.43476207995582006,0.012483946401051875,0.91045207497244,0.0027664079719697636,0.0019418483157863566
0.38,-86.07724396061823,5.308457878865251,140.16052608509992,6.806611148373157,8.136556276942042e-05,2.6661027249215268e-09,0.004064178518072204,0.9748735403603112,0.0001382553699890353,3.2811348754512878e-12,0.9999976116077969,0.9959624820061512,0.8043895250889628,0.9726289449605325,2.4719129631302083e-05,0.4808786647045215,0.43439983767266094,0.012512714297519288,0.9096662336129623,0.0027787065679072374,0.0019505795581429503
0.39,-86.07156418309687,5.307962847874221,140.16145470648092,6.805797668206334,8.170202574345894e-05,2.621769255277883e-09,0.0040672857087556274,0.9748384481026091,0.00012509863435361367,3.2873700075890816e-12,0.9999976088874936,0.9960026559733166,0.8188043187471918,0.9733820706763716,2.4733588183863375e-05,0.4807384647172379,0.4340409173286676,0.012538609500590889,0.9089541112338592,0.0027901421571017017,0.00195865855166486
0.4,-86.0664292137273,5.307472467017455,140.16238234724602,6.804987009232574,8.201155390560867e-05,2.596921850084698e-09,0.004070094430830902,0.9748064034596111,0.00011319394872443484,3.2930074241900816e-12,0.9999976064234123,0.9960424302027187,0.8323958614088999,0.9741141652235555,2.4746693851278248e-05,0.4805855831904536,0.43368552007808087,0.012561818112932503,0.9083087110819695,0.00280073150657425,0.001966101648513492
0.41000000000000003,-86.06181994657491,5.306986629832511,140.1633090680338,6.804178966863227,8.22949020762576e-05,2.5837150902696494e-09,0.004072617270140335,0.9747773326184197,0.00010242210121099206,3.2980764524657135e-12,0.9999976042072741,0.996081808672029,0.8451778723554906,0.9748258486263892,2.4758490301883555e-05,0.48042065166971276,0.43333378911960463,0.01258258522933391,0.9077233324156179,0.0028104960811823443,0.001972928491447499
0.42,-86.05771464690987,5.306505233518435,140.16423492709785,6.803373344934013,8.255310890007671e-05,2.5770978089227524e-09,0.004074865624407781,0.9747511447416564,9.267534445326518e-05,3.3025982138723636e-12,0.9999976022296181,0.9961207953189438,0.8571691074813557,0.9755177199348857,2.4769027608217998e-05,0.48024432023660685,0.432985805855868,0.01260114066888853,0.9071917270029061,0.0028194618119325174,0.0019791620839758766
0.43,-86.05408960206842,5.306028179150144,140.1651599801007,6.80256995633282,8.278731063626617e-05,2.5741428809680408e-09,0.004076852036894546,0.9747277337339267,8.385611070890895e-05,3.306596523491496e-12,0.9999976004798878,0.9961593940422072,0.8683924163215034,0.9761903582814278,2.477836152471112e-05,0.48005725031126545,0.4326415985100138,0.012617704176594292,0.9067081209356912,0.00282765841356246,0.0019848279552881634
0.44,-86.05091963318412,5.305555371871215,140.16608427993782,6.801768623539419,8.299871800211796e-05,2.5731905674863732e-09,0.004078589929160485,0.9747069807537099,7.587613383447524e-05,3.3100972371864164e-12,0.9999975989467027,0.9961976087017518,0.878874023365516,0.9768443234617039,2.4786552077789866e-05,0.4798601075403439,0.4323011483708642,0.012632483382183642,0.9062672347664465,0.002835118731087191,0.0019899536061436128
0.45,-86.04817859150174,5.305086721014498,140.1670078766153,6.800969178984878,8.31885931751133e-05,2.573290689622285e-09,0.004080093324570243,0.9746887570009831,6.865555067393256e-05,3.313127633196638e-12,0.9999975976180984,0.9962354431190589,0.8886427806629746,0.9774801566547878,2.4793662308502697e-05,0.4796535546703303,0.43196439683534554,0.012645672525646617,0.9058642864474709,0.002841878024778207,0.001994567919309844
0.46,-86.04583979412706,5.304622140143977,140.16793081719203,6.800171465199433,8.335822705305414e-05,2.5739120894026485e-09,0.004081376602091354,0.9746729263368937,6.212212086267876e-05,3.315715900705953e-12,0.9999975964817477,0.9962729010775891,0.8977295249335848,0.9780983811379683,2.479975713508451e-05,0.4794382453868337,0.431631252078219,0.012657450815573708,0.9054949786929466,0.0028479733037221184,0.0019987006400629726
0.47000000000000003,-86.04387647681027,5.3041615470579995,140.1688531457508,6.799375334856724,8.350891637685842e-05,2.574739277859669e-09,0.004082454240441591,0.9746593480987573,5.62104417908318e-05,3.317890600265575e-12,0.9999975955251873,0.9963099863231853,0.9061664277043894,0.9786995030381865,2.4804902175488305e-05,0.4792148179951601,0.43130159628125325,0.012667981372953222,0.9051554752395149,0.0028534426113933087,0.002002381830879707
0.48,-86.04226216858393,5.303704863728999,140.1697749034243,6.798580650641635,8.364194478164308e-05,2.5755937823878546e-09,0.004083340605227996,0.9746478795108119,5.08613163810668e-05,3.3196802122865304e-12,0.9999975947360068,0.9963467025644205,0.9139864910973323,0.9792840119985293,2.480916277104186e-05,0.4789838904188706,0.430975291990346,0.012677410726401607,0.9048423670775597,0.002858324413506292,0.002005641417683015
0.49,-86.04097096485049,5.3032520161968755,140.17069612846018,6.79778728499724,8.375857035039606e-05,2.5763963738991057e-09,0.0040840497916824784,0.974638377701897,4.6021219429343326e-05,3.3211127972103538e-12,0.9999975941019966,0.9963830534729432,0.921223132597512,0.9798523817956794,2.481260321543674e-05,0.4787460565668912,0.430652187367813,0.012685870594511631,0.9045526370265157,0.002862657095281619,0.0020085088503363126
0.5,-86.03997777116057,5.302802934442002,140.17161685630066,6.796995119827826,8.386001314761567e-05,2.5771071299275674e-09,0.004084595484175902,0.9746307016605941,4.16417240883681e-05,3.322215691406079e-12,0.9999975936112749,0.9964190426838697,0.9279097493713986,0.9804050710146779,2.481528607035945e-05,0.47850188312888986,0.4303321212407994,0.012693478447722681,0.9042836256325464,0.0028664784771160615,0.00201101279710581
0.51,-86.03925850852936,5.302357552232119,140.17253711968533,6.796204046127272,8.394744423515276e-05,2.5777028109022653e-09,0.004084990837669882,0.9746247138124661,3.7679002762554626e-05,3.3230152498729153e-12,0.9999975932523941,0.9964546737961507,0.9340793673663801,0.980942523677234,2.481727162228188e-05,0.47825190721536065,0.4300149275194275,0.012700337601375192,0.9040329947350177,0.0028698254130489756,0.002013180884989401
0.52,-86.03879027692633,5.301915806943091,140.17345694877616,6.795413963534984,8.402197767759958e-05,2.5781709443656037e-09,0.004085248382429336,0.9746202812848176,3.409338689270218e-05,3.323536636792398e-12,0.9999975930144288,0.9964899503729324,0.9397643645251943,0.9814651698374476,2.481861743590028e-05,0.47799663477990995,0.42970043899264815,0.012706538180925684,0.9037986897845744,0.002872733466109685,0.0020150394907574795
0.53,-86.03855145600457,5.3014776393613685,140.1743763712989,6.794624779844269,8.408466633081438e-05,2.5785112082939634e-09,0.004085379963975595,0.9746172768843948,3.084898346806082e-05,3.3238036895442058e-12,0.9999975928870353,0.9965248759419056,0.944996259200209,0.9819734261392796,2.481937803340962e-05,0.4777365398789922,0.4293884903066283,0.012712158977725272,0.903578904279192,0.002875236666041506,0.0020166136065946174
0.54,-86.03852174912458,5.301042993481161,140.17529541269,6.793836410501021,8.413649994645095e-05,2.57873197783625e-09,0.004085396714838213,0.9746155798275857,2.7913320966179062e-05,3.3238388490148374e-12,0.9999975928604805,0.996559453995657,0.9498055330810149,0.9824676963519865,2.4819604719274076e-05,0.4774720646265395,0.4290789202019358,0.012717269141698335,0.9033720490029502,0.0028773673358734315,0.0020179267720986703
0.55,-86.03868218433237,5.300611816302041,140.176214096244,6.793048778105954,8.417840463298434e-05,2.5788430414830906e-09,0.004085309050680318,0.9746150761718909,2.5257023226106977e-05,3.323663141380195e-12,0.999997592925648,0.9965936879920199,0.9542214893980794,0.9829483718819584,2.4819345545676156e-05,0.47720361979730985,0.42877157305882235,0.012721929181620335,0.9031767263489239,0.0028791559899072937,0.00201900105739604
0.56,-86.03901511150109,5.300184057632236,140.17713244325734,6.792261811928376,8.421124233254917e-05,2.578851399493234e-09,0.004085126669082632,0.9746156590190441,2.2853506989605032e-05,3.3232961669492486e-12,0.999997593074041,0.9966275813544228,0.9582721424917608,0.9834158322622406,2.4818645321051084e-05,0.47693158570358357,0.4284663001375015,0.01272619145107868,0.9029917068185386,0.0028806312757577663,0.002019857052371213
0.5700000000000001,-86.03950419341696,5.299759669893211,140.17805047317242,6.791475447418124,8.423581152097283e-05,2.5787635780075177e-09,0.004084858552173471,0.9746172285763941,2.06787156595701e-05,3.322756098404974e-12,0.9999975932977813,0.996661137472232,0.961984150417991,0.9838704456111146,2.4817545609731413e-05,0.4766563132457638,0.42816296055865,0.012730101241486378,0.9028159060762593,0.002881819951989563,0.002020513865519617
0.58,-86.04013436922615,5.299338607927676,140.17896820372,6.790689625726571,8.425284941346728e-05,2.5785876796313164e-09,0.004084512984806633,0.9746196921518602,1.87108817900473e-05,3.3220597116112145e-12,0.9999975935895983,0.9966943597010886,0.9653827781590024,0.9843125690641874,2.4816084778515697e-05,0.47637812517399647,0.42786142190711685,0.012733698100490822,0.9026483646506129,0.002882746896162256,0.002020989157379685
0.59,-86.04089178828889,5.2989208288156116,140.179885651056,6.78990429325094,8.426303500582077e-05,2.5783325371250815e-09,0.004084097589459145,0.9746229640321121,1.6930310771326684e-05,3.321222451611038e-12,0.999997593942799,0.9967272513632437,0.9684918808037777,0.9847425491842228,2.4814298141867666e-05,0.47609731763298124,0.4275615604139979,0.0127370166939798,0.9024882317414277,0.002883435146776895,0.002021299209155395
0.6,-86.0417637369861,5.2985062917019095,140.18080282989013,6.789119401207905,8.426699223091952e-05,2.578006068855521e-09,0.00408361936532364,0.9746269652097661,1.531918294982322e-05,3.3202585081440586e-12,0.9999975943512346,0.9967598157478914,0.9713339032388615,0.9851607223496716,2.4812218151497933e-05,0.4758141618785426,0.4272632608807053,0.012740087324250747,0.902334752035785,0.0028839059737163306,0.0020214589996898785
0.61,-86.04273857313106,5.298094957635727,140.1817197536054,6.788334905234297,8.426529304942353e-05,2.57761490150755e-09,0.004083084723497058,0.9746316230292366,1.3861374148929192e-05,3.319180884110119e-12,0.99999759480927,0.9967920561114979,0.9739298960207324,0.9855674151218202,2.4809874559996744e-05,0.47552890597642394,0.42696641651614303,0.012742936461710246,0.9021872538973132,0.002884178962828519,0.0020214822750415267
0.62,-86.04380566265016,5.297686789420519,140.1826364343703,6.787550765013065,8.425846063554724e-05,2.5771650646479055e-09,0.004082499521137005,0.9746368708393159,1.2542295094225265e-05,3.3180014626294754e-12,0.9999975953117548,0.9968239756781265,0.9762995465086058,0.9859629445906335,2.4807294564552022e-05,0.47524177640264864,0.4266709287133447,0.012745587320023313,0.9020451386298594,0.0028842721043764222,0.0020213816176528044
0.63,-86.0449553106766,5.297281751472061,140.18355288324508,6.786766943919754,8.42469727306199e-05,2.576662475430781e-09,0.004081869098842544,0.9746426476608179,1.1348744641301223e-05,3.3167310810993475e-12,0.9999975958539927,0.9968555776397611,0.9784612194228707,0.9863476187050676,2.4804502970085762e-05,0.474952979604886,0.42637670673866007,0.01274806035301223,0.9019078710355772,0.002884201883856144,0.002021168523007433
0.64,-86.04617868619793,5.296879809687439,140.18446911027982,6.785983408697554,8.423126510655399e-05,2.5761125529453946e-09,0.004081198321547529,0.9746488978234608,1.0268777462114059e-05,3.3153796122760563e-12,0.9999975964317038,0.9968868651566245,0.9804320033046827,0.986721736585405,2.480152238530029e-05,0.47466270358016377,0.4260836673004615,0.01275037365348705,0.9017749719215714,0.0028839833789474725,0.002020853482783814
0.65,-86.04746775697548,5.296480931323311,140.18538512460543,6.785200129153963,8.421173481257752e-05,2.575520464774918e-09,0.004080491614499043,0.9746555705807963,9.291582753807175e-06,3.3139560376203474e-12,0.999997597040995,0.9969178413574954,0.9822277644408998,0.9870855888221167,2.479837337693009e-05,0.4743711193713845,0.4257917341179439,0.012752543269846286,0.9016460112536032,0.0028836303584648887,0.002020446059129869
0.66,-86.0488152211574,5.296085084886097,140.18630093451617,6.7844170778880315,8.418874331960751e-05,2.5748908667423604e-09,0.004079753000316922,0.9746626197351085,8.40737850828873e-06,3.312468520706254e-12,0.9999975976783271,0.99694850934002,0.9838632068685077,0.9874394577551018,2.4795074647690995e-05,0.4740783824992655,0.42550083742014294,0.012754583452586565,0.9015206028836265,0.0028831553815963683,0.0020199549619721894
0.67,-86.05021444771512,5.295692240033193,140.1872165475434,6.783634230044494,8.416261926719221e-05,2.5742278171477492e-09,0.004078986131108748,0.9746700032761958,7.607316172518271e-06,3.3109244703078716e-12,0.9999975983404853,0.9969788721710225,0.9853519335777424,0.9877836177380991,2.4791643193644782e-05,0.47378463426421014,0.4252109134842515,0.012756506854777909,0.901398399885725,0.0028825698917866694,0.0020193881161958056
