t,C,X,Z,M,Y
0.52,0.060325502279066974,0.007159596473084829,0.13105893967894436,0.013120438271848233,0.20732653759507583
0.53,0.06128646122282769,0.007129075483832166,0.12928758843544327,0.013413213248310013,0.20998705052180536
0.54,0.06224723735871605,0.007099618909105341,0.1275481474214816,0.013709694673191743,0.21261441903540435
0.55,0.06320782996741545,0.007071227650475931,0.1258401836704434,0.01400985892387651,0.21520909097782245
0.56,0.06416823817584061,0.0070439025788041,0.1241632696769285,0.014313685289595618,0.2177715085288298
0.5700000000000001,0.06512846095277662,0.007017644472371317,0.12251698333528228,0.0146211574545249,0.22030210826998572
0.58,0.06608849711882608,0.00699245405047832,0.12090090787832344,0.014932262666462411,0.2228013212484339
0.59,0.06704834535615666,0.006968331979834634,0.11931463181675263,0.015246991149853452,0.22526957304000297
0.6,0.0680080042136425,0.006945278882792479,0.11775774887911761,0.015565335946242305,0.22770728381169072
0.61,0.0689674721101673,0.006923295345753706,0.1162298579523448,0.015887292918650764,0.2301148683835419
0.62,0.06992674734145574,0.0069023819263084474,0.1147305630228059,0.016212860397049892,0.2324927362899932
0.63,0.07088582809065003,0.006882539184187432,0.11325947311763154,0.016542038236014505,0.23484129184097324
0.64,0.07184471242595307,0.00686376765490714,0.11181620224734613,0.016874828616932264,0.23716093418155915
0.65,0.0728033983056948,0.00684606785771508,0.1104003693485975,0.017211235809235,0.23945205735156885
0.66,0.07376188358237402,0.006829440299803883,0.10901159822748908,0.01755126604715226,0.2417150503445172
0.67,0.07472016601470606,0.0068138855138387645,0.10764951750275274,0.0178949264108464,0.24395029716677818
0.68,0.0756782432694123,0.006799404054101039,0.10631376055031726,0.018242224951394936,0.24615817689523609
0.6900000000000001,0.07663611291768878,0.0067859964715041255,0.10500396544885612,0.01859317145202012,0.24833906373388623
0.7000000000000001,0.07759377244181452,0.006773663330916545,0.1037197749250102,0.018947776922823765,0.2504933270708247
0.71,0.07855121923927376,0.006762405215733192,0.10246083629924578,0.01930605342833127,0.25262133153456534
0.72,0.07950845063057665,0.0067522227391855014,0.10122680143163673,0.019668013568847398,0.2547234370504649
0.73,0.08046546385531934,0.006743116534005325,0.10001732667000285,0.020033671029002977,0.25679999889459315
0.74,0.08142225607636128,0.0067350872569408105,0.09883207279727724,0.020403040376138243,0.258851367748473
0.75,0.08237882438244357,0.006728135590492056,0.0976707049796187,0.020776136992925805,0.2608778897530296
0.76,0.08333516579489832,0.006722262258361678,0.0965328927140961,0.021152976617256458,0.2628799065630163
0.77,0.08429127726747512,0.00671746801938619,0.09541830977837144,0.02153357551842308,0.2648577553993012
0.78,0.08524715568643834,0.006713753662618576,0.09432663418081373,0.021917950639299476,0.266811769100706
0.79,0.08620279787373815,0.006711120012445073,0.09325754811042883,0.02230611944186704,0.2687422761760589
0.8,0.08715820058995505,0.00670956793225444,0.09221073788719497,0.02269809979535533,0.27064960085582396
0.81,0.08811336053874252,0.006709098331806096,0.09118589391238409,0.023093909754763397,0.2725340631437584
0.8200000000000001,0.08906827436432059,0.006709712158233174,0.09018271062159924,0.023493567824429847,0.2743959788656708
0.8300000000000001,0.09002293865441703,0.006711410400126098,0.08920088643652126,0.02389709283392448,0.27623565971957637
0.84,0.09097734994191016,0.006714194088540305,0.08824012371752332,0.024304503902101933,0.27805341332493383
0.85,0.09193150470841731,0.0067180643001811405,0.08730012871570106,0.024715820277666542,0.27984954327251954
0.86,0.0928853993840343,0.006723022155934908,0.0863806115273325,0.025131061416851248,0.28162434917171375
0.87,0.09383903034822456,0.00672906882075241,0.0854812860481863,0.025550246986381246,0.2833781266979612
0.88,0.09479239393143503,0.006736205504377009,0.08460186992789705,0.02597339681809584,0.2851111676401712
0.89,0.09574548641715128,0.006744433463785252,0.08374208452448,0.02640053084057636,0.28682375994797654
0.9,0.09669830404412277,0.006753754006144381,0.0829016548591792,0.026831668999250248,0.2885161877786468
0.91,0.09765084300515907,0.006764168483647424,0.08208030957377538,0.02726683136312366,0.29018873154139363
0.92,0.09860309944897809,0.006775678295783249,0.08127778088652375,0.02770603806131552,0.29184166794314165
0.93,0.0995550694813868,0.006788284889800817,0.0804938045488379,0.02814930925716942,0.2934752700335149
0.9400000000000001,0.100506749168606,0.006801989763751176,0.07972811980043445,0.028596665027744047,0.2950898072514657
0.9500000000000001,0.10145813453492486,0.006816794462659825,0.07898046933000971,0.02904812548993789,0.2966855454660348
0.96,0.10240922156381015,0.006832700578893002,0.07825059923319974,0.029503710774460373,0.2982627470200053
0.97,0.10336000619901822,0.006849709752532582,0.07753825897094427,0.02996344099850935,0.299821670773136
0.98,0.10431048434515865,0.006867823671091469,0.07684320132875262,0.030427336261238083,0.3013625721444436
0.99,0.10526065186817696,0.0068870440691361605,0.07616518237644902,0.030895416641585054,0.3028857031539848
1.0,0.10621050459660944,0.0069073727290386595,0.0755039614275252,0.03136770216307351,0.3043913124650605
1.01,0.10716003833085787,0.00692881149324358,0.07485930099068822,0.03184421242481335,0.3058796454347057
1.02,0.10810924883278288,0.006951362248356572,0.07423096674193158,0.03232496704821385,0.30735094414241965
1.03,0.10905813182727535,0.006975026926419337,0.07361872748475429,0.03280998562565893,0.30880544743147414
1.04,0.11000668300442587,0.006999807507064792,0.07302235511016475,0.033299287643368425,0.31024339095045544
1.05,0.11095489801988932,0.007025706017109211,0.0724416245589272,0.03379289247815799,0.31166500719243617
1.06,0.11190277249519039,0.007052724530082651,0.07187631378426536,0.03429081939566058,0.3130705255336686
1.07,0.11285030201861904,0.007080865166542602,0.07132620371412549,0.034793087528375975,0.31446017227275125
1.08,0.11379748215289782,0.007110130103213607,0.07079107820445357,0.03529971562761699,0.3158341706793125
1.09,0.11474430842663524,0.007140521561046217,0.07027072401526271,0.035810722355098336,0.3171927410185777
1.1,0.11569077633533699,0.007172041805727032,0.0697649307738625,0.0363261262556029,0.31853610058953036
1.11,0.11663688134323405,0.007204693149266919,0.06927349093733488,0.03684594570192367,0.3198644637638783
1.12,0.11758261888353888,0.007238477949559481,0.06879619975755799,0.037370198891658164,0.321178042022328
1.1300000000000001,0.1185279843586607,0.0072733986099013746,0.06833285524666252,0.037898903844861345,0.3224770439904083
1.1400000000000001,0.1194729731407702,0.007309457578936903,0.06788325814211371,0.03843207839184927,0.3237616754746932
1.1500000000000001,0.120417580576884,0.007346657355962154,0.06744721186281279,0.03896974003686773,0.3250321395085173
1.16,0.12136180198336068,0.007385000483708108,0.06702452248739915,0.03951190611168282,0.3262886363742454
1.17,0.12230563264641475,0.007424489548256557,0.06661499872047948,0.04005859376397399,0.3275313636383009
1.18,0.12324906782338008,0.007465127179853601,0.06621845185765744,0.04060981992491676,0.3287605161874648
1.19,0.12419210274288088,0.007506916052440574,0.06583469575316561,0.041165601306441466,0.32997628626243264
1.2,0.12513473260497346,0.00754985888316099,0.0654635467879049,0.04172595439902191,0.33117886349094494
1.21,0.12607695258152213,0.007593958432203015,0.06510482383717305,0.042290895464586184,0.33236843492125073
1.22,0.1270187578199642,0.0076392175072862376,0.0647583482294685,0.04286044045972903,0.3335451850649812
1.23,0.12796014343931314,0.007685638957564007,0.06442394372681233,0.04343460511832414,0.3347092959173478
1.24,0.12890110453040568,0.007733225673337207,0.06410143649381261,0.0440134049468799,0.3358609469892105
1.25,0.12984163615686944,0.007781980586768035,0.06379065506508944,0.044596855205020686,0.3370003153408775
1.26,0.13078173335524024,0.007831906671448594,0.06349143031534865,0.045184970903365804,0.33812757561311796
1.27,0.1317213911350596,0.007883006941957697,0.06320359542983885,0.04577776680175533,0.33924290005777485
1.28,0.13266060447909878,0.007935284453523019,0.06292698587457672,0.04637525740541637,0.3403464585686257
1.29,0.13359936834569308,0.00798874230336863,0.06266143935804858,0.04697745692660709,0.3414384187212229
1.3,0.1345376776663409,0.008043383628294412,0.06240679581300882,0.04758437932378311,0.3425189457915754
1.31,0.13547552734577897,0.00809921160423262,0.06216289736822328,0.04819603830024703,0.343588202785423
1.32,0.1364129122626053,0.008156229446244884,0.06192958831822237,0.048812447293854096,0.3446463504696096
1.33,0.13734982726934844,0.008214440408082503,0.061706715095667504,0.04943361947579461,0.34569354740070907
1.34,0.13828626719252196,0.008273847781739374,0.0614941262440774,0.05005956774963284,0.3467299499532754
1.35,0.13922222683276445,0.008334454897113062,0.06129167239038097,0.050690304749124684,0.34775571234827946
1.36,0.1401577009665853,0.008396265123533387,0.061099206209172564,0.05132584281231786,0.3487709866902732
1.37,0.14109268434458602,0.008459281867223315,0.060916582406076523,0.05196619400782752,0.34977592298446425
1.3800000000000001,0.14202717169143944,0.008523508570803211,0.060743657692002004,0.052611370135145434,0.3507706691633728
1.3900000000000001,0.1429611577063649,0.008588948713378067,0.06058029075503186,0.0532613827176569,0.35175537111597927
1.4000000000000001,0.1438946370631652,0.008655605810127738,0.06042634223493226,0.053916243002174305,0.35273017271412016
1.41,0.14482760441025339,0.008723483411894665,0.06028167469800006,0.05457596195866525,0.35369521583853136
1.42,0.14576005437081616,0.008792585104925369,0.060146152611158084,0.05524055027818053,0.3546506404056854
1.43,0.1466919815453886,0.008862914513180564,0.06001964229846597,0.05591001833817015,0.35559658441310443
1.44,0.1476233805084483,0.008934475294304633,0.059902011942148295,0.05658437624886429,0.3565331839379091
1.45,0.14855424580851986,0.009007271139330213,0.059793131557907095,0.057263633852158505,0.3574605731623854
1.46,0.14948457196897363,0.00908130577312878,0.05969287296535451,0.05794780071114265,0.35837888440468174
1.47,0.15041435348801221,0.009156582954007092,0.05960110976471901,0.05863688611068992,0.35928824814291793
1.48,0.151343584838647,0.009233106473302022,0.05951771731388306,0.05933089905822902,0.36018879303894924
1.49,0.1522722604686652,0.009310880154973717,0.059442572705752164,0.060029848284699205,0.361080645961785
1.5,0.15320037480058746,0.00938990785519715,0.05937555474595528,0.060733742245688394,0.3619639320106626
1.51,0.1541279222316152,0.009470193461952027,0.05931654393087671,0.061442589122754236,0.3628387745377761
1.52,0.15505489713356918,0.009551740894611041,0.05926542242601924,0.06215639682492814,0.36370529517065936
1.53,0.1559812938528177,0.009634554103526505,0.059222074044698834,0.06287517299040232,0.3645636138342249
1.54,0.15690710671102065,0.009718637070532199,0.05918638421987344,0.0635989249769332,0.36541384878000926
1.55,0.15783233001495595,0.00980399381954628,0.05915823989699847,0.06432765972607792,0.3662561166982903
1.56,0.15875695804212678,0.009890628400272033,0.05913752963837887,0.06506138396404612,0.36709053260827723
1.57,0.15968098504248318,0.009978544889813142,0.05912414358721329,0.06580010417866572,0.36791720989553267
1.58,0.16060440524103042,0.010067747395283362,0.059117973424150955,0.06654382658407473,0.36873626035725376
1.59,0.161527212837787,0.010158240053480525,0.05911891234721167,0.06729255712229056,0.369547794223041
1.6,0.1624494020077365,0.010250027030562527,0.05912685505200863,0.06804630146491683,0.3703519201753509
1.61,0.16337096690077296,0.010343112521725342,0.05914169771227413,0.06880506501498791,0.37114874536963444
1.62,0.16429190164163995,0.010437500750883004,0.05916333796068807,0.06956885290895062,0.37193837545415964
1.6300000000000001,0.16521220032986328,0.010533195970349614,0.05919167487000936,0.0703376700187837,0.3727209145895195
1.6400000000000001,0.16613185703967726,0.010630202460523331,0.05922660893451014,0.07111152095425471,0.37349646546782433
1.6500000000000001,0.1670508658199447,0.010728524529572363,0.059268042051712856,0.07189041006531442,0.3742651293315794
1.6600000000000001,0.16796922069498293,0.010828166514023121,0.059315877493014,0.07267434143047871,0.3750270060042148
1.67,0.1688869156723164,0.010929132786190008,0.059370019787867524,0.07346331873783252,0.3757821940112379
1.68,0.16980394473031882,0.01103142774177363,0.05943037485980893,0.07425734547794464,0.37653079043737137
1.69,0.17072030182057069,0.011135055801984659,0.059496849978586765,0.07505642490861551,0.3772728909764769
1.7,0.17163598086960452,0.011240021415071995,0.059569353720177735,0.07586056002915846,0.3780085899732163
1.71,0.17255097577885745,0.01134632905609059,0.059647795949455185,0.07666975358252158,0.3787379804409664
1.72,0.1734652804246201,0.01145398322667386,0.059732087803127394,0.07748400805750587,0.3794611540794536
1.73,0.17437888865798165,0.011562988454810725,0.059822141672945715,0.07830332569108003,0.3801782012921074
1.74,0.17529179430477126,0.011673349294627242,0.05991787118918239,0.07912770847079184,0.3808892112031342
1.75,0.17620399116549576,0.011785070326172846,0.060019191204378264,0.07995715813727595,0.38159427167430987
1.76,0.17711547301527347,0.011898156155211196,0.06012601777736021,0.08079167618685824,0.3822934693214925
1.77,0.17802623360376466,0.01201261141301563,0.060238268157528356,0.08163126387425677,0.3829868895308538
1.78,0.17893626665574625,0.012128440756660329,0.06035586075577373,0.08247592220110475,0.38367461648911183
1.79,0.17984556587510908,0.01224564887191071,0.06047871504360511,0.08332565182915469,0.3843567332889322
1.8,0.18075412493786966,0.012364240467801386,0.060606751683534583,0.08418045323532203,0.38503332179219635
1.81,0.18166193749388243,0.012484220277811011,0.060739892476645886,0.08504032667521433,0.38570446268468717
1.82,0.18256899716758412,0.012605593060311407,0.060878060330715494,0.08590527216798437,0.38637023550925753
1.83,0.18347529755794012,0.012728363598419709,0.061021179245311793,0.08677528949876583,0.3870307186812234
1.84,0.1843808322383882,0.012852536699856181,0.061169174297133914,0.087650378221174,0.387685989503509
1.85,0.1852855947567804,0.012978117196807736,0.061321971625590325,0.08853053765987175,0.38833612418154206
1.86,0.18618957863532226,0.013105109945797134,0.061479498418617155,0.0894157669132003,0.3889811978379005
1.87,0.18709277737051005,0.013233519827557872,0.06164168289873623,0.0903060648558753,0.38962128452671013
1.8800000000000001,0.18799518443306545,0.01336335174691476,0.06180845430935286,0.0912014301417479,0.3902564572477929
1.8900000000000001,0.18889679326786804,0.01349461063267019,0.06197974290129338,0.09210186120663082,0.39088678796056653
1.9000000000000001,0.18979759729439144,0.013627301437655502,0.06215547990294887,0.09300735625655021,0.3915123476150699
1.9100000000000001,0.1906975899089732,0.013761429139366973,0.0623355974302583,0.09391791320290326,0.3921332062458316
1.92,0.19159676448040874,0.013896998738503585,0.06252002861643886,0.09483352979087276,0.3927494328361986
1.93,0.1924951143512178,0.01403401525929953,0.06270870755529974,0.09575420356362786,0.3933610953773917
1.94,0.19339263283798022,0.014172483749569559,0.06290156927534532,0.0966799318534769,0.39396826089540005
1.95,0.194289313231278,0.0143124092806368,0.06309854972697695,0.09761071178440259,0.39457099546419555
1.96,0.1951851487956364,0.014453796947266548,0.0632995857699055,0.09854654027463708,0.3951693642187276
1.97,0.19608013276946323,0.014596651867605982,0.06350461516077503,0.09948741403927651,0.39576343136769954
1.98,0.19697425836498697,0.014740979183129884,0.06371357654099727,0.10043332959293558,0.3963532602061253
1.99,0.19786751876819328,0.014886784058592294,0.06392640942479719,0.10138428325244163,0.3969389131276678
2.0,0.19875990713876035,0.015034071681984154,0.06414305418746939,0.10234027113956864,0.3975204516367582
2.0100000000000002,0.19965141660999255,0.01518284726449689,0.0643634520538456,0.10330128918381097,0.3980979363604958
2.02,0.20054204028902828,0.015333116039894292,0.06458754506898576,0.10426733311093407,0.3986714270791081
2.0300000000000002,0.20143177125770867,0.015484883262453942,0.06481527602585076,0.10523839839728763,0.3992409828013225
2.04,0.20232060257059348,0.015638154211099722,0.06504658857932874,0.10621448037175546,0.39980666164518786
2.05,0.20320852725556615,0.01579293418792108,0.06528142719136085,0.10719557418365253,0.400368520895228
2.06,0.2040955383139048,0.015949228517853565,0.06551973711104708,0.10818167479823078,0.40092661702307786
2.07,0.20498162872021744,0.01610704254865572,0.06576146436370403,0.10917277699915577,0.4014810056987745
2.08,0.2058667914223771,0.016266381650891212,0.06600655574010875,0.11016887539100353,0.40203174180185614
2.09,0.20675101934145482,0.016427251217915977,0.06625495878592823,0.11116996440177669,0.4025788794322674
2.1,0.20763430537165267,0.016589656665870596,0.06650662179133512,0.1121760382854412,0.40312247192107264
2.11,0.20851664238023485,0.0167536034336777,0.06676149378080902,0.1131870911244822,0.403662571840976
2.12,0.20939802320745837,0.016919096983044644,0.06701952450312391,0.11420311683248056,0.40419923101664834
2.13,0.21027844066650228,0.01708614279847114,0.06728066442152135,0.1152241091567085,0.4047325005348622
2.14,0.21115788754360407,0.017254746386275166,0.06754486468409436,0.11625006166745057,0.4052624307752583
2.15,0.2120363565984978,0.0174249132721821,0.06781207706517965,0.11728096772792385,0.4057890714713385
2.16,0.21291384056316662,0.017596649006926795,0.06808225406899229,0.11831682057208076,0.40631247160231465
2.17,0.21379033214222926,0.0177699591640888,0.06835534887616232,0.11935761327774562,0.40683267944873996
2.18,0.21466582401293338,0.017944849339798903,0.06863131532822168,0.12040333876490687,0.40734974260857715
2.19,0.2155403088250849,0.018121325152747083,0.0689101079182756,0.12145398979802134,0.407863708006819
2.2,0.21641377920097715,0.018299392244194586,0.06919168178183722,0.1225095589883238,0.40837462190494067
2.21,0.2172862277353185,0.018479056277989896,0.06947599268782526,0.12357003879614054,0.40888252991018254
2.22,0.21815764699516005,0.01866032294058881,0.06976299702972465,0.12463542153320836,0.40938747698466404
2.23,0.21902802951982164,0.018843197941078416,0.07005265181691038,0.12570569936499745,0.40988950745432884
2.24,0.21989736782081795,0.01902768701120517,0.0703449146661343,0.1267808643130398,0.41038866501772064
2.25,0.22076565438178283,0.01921379590540688,0.07063974379317496,0.12786090825726137,0.41088499275459006
2.2600000000000002,0.22163288165858297,0.019401530399171082,0.07093709797896837,0.1289458229250416,0.4113785331610731
2.27,0.22249904207955032,0.019590896286330886,0.07123693651957655,0.13003559987183627,0.41186932820169797
2.2800000000000002,0.22336412804452757,0.019781899386887174,0.071539219337394,0.13113023054508505,0.4123574191935124
2.29,0.22422813192517485,0.019974545543642183,0.0718439069211817,0.13222970625953862,0.4128428468684357
2.3000000000000003,0.22509104606492852,0.02016884062191571,0.07215096031339087,0.13333401819695695,0.41332565138637445
2.31,0.22595286277892437,0.02036479050957093,0.07246034110232913,0.13444315740823082,0.413805872343296
2.32,0.22681357435392085,0.020562401117043327,0.07277201141447462,0.13555711481550067,0.41428354877914975
2.33,0.2276731730482208,0.020761678377372528,0.07308593390693773,0.13667588121427204,0.4147587191856345
2.34,0.22853165109159293,0.020962628246237163,0.07340207176007052,0.13779944727552748,0.4152314215138138
2.35,0.22938900068519283,0.02116525670199279,0.07372038867022397,0.13892780354783574,0.41570169318157724
2.36,0.23024521400148257,0.0213695697457127,0.07404084884265283,0.14006094045945713,0.41616957108094943
2.37,0.23110028318415055,0.021575573401231864,0.07436341698456826,0.14119884832044632,0.4166350915852458
2.38,0.23195420034802977,0.021783273715193716,0.07468805829833813,0.14234151732475095,0.41709829055607506
2.39,0.23280695757904457,0.021992676756796944,0.07501473847053687,0.14348893755054867,0.41755920335466007
2.4,0.2336585469348701,0.02220378860992954,0.07534342355317311,0.14464109891638477,0.41801786496531423
2.41,0.23450896044391473,0.022416615383191247,0.07567408009863362,0.14579799124110024,0.4184743098550063
2.42,0.23535819010517503,0.022631163210602087,0.07600667516268558,0.14695960424968804,0.4189285719701693
2.43,0.2362062278884351,0.022847438248635547,0.07634117625547542,0.14812592755779955,0.41938068478760426
2.44,0.2370530657341856,0.02306544667623383,0.07667755133491297,0.14929695067353646,0.41983068132129525
2.45,0.2378986955535427,0.02328519469482459,0.07701576880017989,0.15047266299923032,0.4202785941290959
2.46,0.238743109228166,0.02350668852833886,0.0773557974853618,0.15165305383320823,0.42072445531928815
2.47,0.2395862986101764,0.023729934423230428,0.07769760665320469,0.15283811237154676,0.42116829655701193
2.48,0.2404282555220731,0.023954938648496415,0.07804116598899516,0.15402782770981166,0.421610149070567
2.49,0.24126897175665019,0.024181707495699336,0.07838644559456494,0.15522218884478567,0.42205004365758614
2.5,0.2421084390769128,0.02441024727899031,0.07873341598241913,0.1564211846761827,0.4224880106910797
2.5100000000000002,0.24294664921599257,0.024640564335133786,0.07908204806998871,0.15762480400834955,0.4229240801253526
2.52,0.2437835938770627,0.024872665023533424,0.07943231317400688,0.15883303555195405,0.4233582815017919
2.5300000000000002,0.24461926473356405,0.025106555723226627,0.07978418296857699,0.16004586791718645,0.4237906439923942
2.54,0.2454536534293668,0.025342242830500388,0.08013762945081383,0.16126328960867958,0.4242211964354211
2.5500000000000003,0.24628675157763683,0.02557973276911669,0.0804926250580665,0.16248528905564832,0.42464996721350534
2.56,0.24711855076126596,0.025819031985303127,0.08084914260223958,0.1637118545994407,0.42507698432186025
2.57,0.24794904253281275,0.02606014694751387,0.0812071552615261,0.16494297449440298,0.4255022753768191
2.58,0.24877821841441844,0.02630308414642068,0.08156663657501242,0.1661786369093703,0.4259258676213881
2.59,0.2496060698977229,0.026547850094903788,0.08192756043739018,0.16741882992914053,0.42634778793068984
2.6,0.2504325884437803,0.026794451328042798,0.08228990109377526,0.16866354155593175,0.42676806281729546
2.61,0.25125776548297396,0.027042894403107354,0.0826536331346336,0.16991275971082184,0.42718671843644634
2.62,0.2520815924149313,0.02729318589954787,0.08301873149081404,0.1711664722351723,0.4276037805911656
2.63,0.252904060608438,0.027545332418986004,0.08338517142868797,0.17242466689203392,0.42801927473725804
2.64,0.2537251614013524,0.027799340585205196,0.08375292854539616,0.1736873313675367,0.4284332259882005
2.65,0.2545448861005184,0.028055217044140955,0.0841219787642023,0.17495445327226178,0.42884565911992073
2.66,0.25536322598173894,0.028312968463448128,0.0844922983242684,0.1762260201419212,0.4292565985813675
2.67,0.2561801722905198,0.028572601526564538,0.0848638636965918,0.17750201942922325,0.42966606858172646
2.68,0.2569957162407862,0.02883412294122546,0.08523665169421621,0.17878243851881964,0.4300740929759765
2.69,0.25780984901491477,0.02909753943859692,0.08561063945650324,0.18006726472724077,0.43048069528117355
2.7,0.2586225617638968,0.02936285777147569,0.08598580442096931,0.1813564853013228,0.43088589870564326
2.71,0.25943384560725435,0.029630084714242264,0.08636212431878744,0.1826500874194194,0.4312897261536077
2.72,0.26024369163295696,0.02989922706281275,0.08673957717037978,0.18394805819259558,0.43169220022972027
2.73,0.26105209089733705,0.030170291634589213,0.08711814128110022,0.18525038466580154,0.4320933432435056
2.74,0.2618590344250066,0.030443285268408893,0.08749779523700761,0.18655705381902893,0.43249317721370756
2.75,0.26266451320877193,0.0307182148244919,0.087878517900729,0.18786805256844682,0.4328917238725423
2.7600000000000002,0.26346851820954986,0.030995087184387766,0.08826028840741358,0.18918336776751998,0.4332890046698594
2.77,0.2642710403562824,0.0312739092509205,0.08864308616077675,0.19050298620810724,0.43368504077720843
2.7800000000000002,0.26507207054585213,0.03155468794813249,0.08902689082923466,0.19182689462154195,0.43407985309181274
2.79,0.2658715996429968,0.03183743022122687,0.08941168234212901,0.19315507967969267,0.4344734622404496
2.8000000000000003,0.2666696184808231,0.032122143033952895,0.089797440846869,0.1944875279962355,0.43486588862383324
2.81,0.2674661178608193,0.03240883336812809,0.09018414669893661,0.19582422612771475,0.4352571524269411
