t,deltaPsi,NADH_x,Q_x,Cox_x,ATP_x,ATP_mx,ADP_x,ADP_mx,pH_x,K_x,Mg_x,PI_x,ATP_i,ATP_mi,ADP_i,ADP_mi,AMP_i,PI_i,Mg_i,ATP_c,ADP_c,AMP_c,ATP_mc,ADP_mc,PI_c,Mg_c,PCr_c
0.1,158.29374634365578,0.001030033121384299,9.423140271253136e-05,0.0023717690609832693,0.004945294158793503,0.004798503647084391,0.005054705841206508,0.003514359046728605,6.974596525292906,0.1525633746029123,0.0007911373061870205,0.0025291449942575366,0.008151463242262695,0.007230500734560906,3.989735954830653e-05,1.4040592359784819e-05,8.457488831424449e-08,0.00849030706790728,0.00018842467307931458,0.008151461220024732,3.989937333070548e-05,8.45833438810818e-08,0.007967013217320325,2.989318208434556e-05,0.008502442438448438,0.0010366516005953373,0.02355824799986272
0.11,158.25226508380192,0.0010207147790891608,9.468166886707141e-05,0.002363646204208426,0.005103485297757275,0.004948730877039479,0.0048965147022427356,0.0033814109004671727,6.974269285657831,0.15310624407050458,0.0007738582224933652,0.002729696568279339,0.008151594569170957,0.007230560469535264,3.9766584079835284e-05,1.3993944226804082e-05,8.40234485262521e-08,0.008473489050793098,0.00018841158623793616,0.00815146131612984,3.989927784611016e-05,8.458272336755723e-08,0.007967013306629757,2.989311126589914e-05,0.008485132888595322,0.0010366515821043525,0.0235582733694829
0.12,158.331979712416,0.0010118368410469256,9.66279613763454e-05,0.00235647514940706,0.005264842623092176,0.005101575233647205,0.004735157376907834,0.0032463693801135546,6.973925293575644,0.15361418124682888,0.0007560553862392573,0.0029117995550785947,0.008151731793163197,0.007230622885003265,3.962993435548706e-05,1.394520305146917e-05,8.344918062931758e-08,0.008457315933095844,0.00018839791194527104,0.00815146160443469,3.9898990983749606e-05,8.458128087549696e-08,0.007967013577185038,2.989289682962344e-05,0.008468508865580059,0.001036651525985346,0.023558349642246408
0.13,158.50702857918841,0.0010035141809179738,9.975132849446514e-05,0.0023503744009029277,0.0054280984063108315,0.005255781823432009,0.004571901593689179,0.003110360876393341,6.973553675008947,0.15409081054367016,0.0007378573001746663,0.0030778338061652755,0.008151871366880321,0.007230686366369238,3.9490942711804286e-05,1.3895629649429682e-05,8.28671072020597e-08,0.008441738244236996,0.00018838400398133866,0.008151462090435572,3.989850726474519e-05,8.457899900030193e-08,0.007967014034207475,2.9892534639662248e-05,0.008452515330183085,0.001036651431152874,0.023558478277229327
0.14,158.75733261757733,0.0009958909962232466,0.00010384357659157698,0.0023452771790380294,0.005592060773968285,0.005410173118570587,0.004407939226031727,0.0029744371585382363,6.973153644675087,0.15453961388154025,0.0007193897228911928,0.003229969127110319,0.00815201057541215,0.007230749678157613,3.935231269329542e-05,1.3846188779935886e-05,8.2288593874179e-08,0.008426713502993944,0.00018837013306245836,0.00815146277515984,3.98978256616388e-05,8.457587783714329e-08,0.007967014678694128,2.989202390703027e-05,0.00843710488791186,0.0010366512973988505,0.02355865955000911
0.15,159.06737570412523,0.0009891080041707547,0.00010876236233249281,0.002341051578165994,0.005755685634826615,0.005563717976099496,0.004244314365173397,0.0028395146818486713,6.972728689374611,0.15496373402375224,0.0007007673420518493,0.003370108042765554,0.008152147430137114,0.007230811915660701,3.921602471683388e-05,1.3797586909108099e-05,8.172184536888715e-08,0.008412205165567281,0.00018835649743019812,0.008151463656286271,3.9896948482613446e-05,8.457193043299256e-08,0.007967015508475827,2.989136635137096e-05,0.008422236785789718,0.0010366511251728128,0.023558892849434597
0.16,159.4251720629617,0.0009832892223751186,0.00011440644219638124,0.0023375580864726684,0.005918091994537117,0.005715546028871079,0.0040819080054628944,0.0027063625815037786,6.9722837079810995,0.15536592170720195,0.0006820913896251577,0.003499885897809095,0.008152280532602075,0.007230872442891725,3.908347157571357e-05,1.3750320661957845e-05,8.117252152679327e-08,0.008398181686827912,0.00018834323644632427,0.008151464729090226,3.989588043006364e-05,8.456717902564242e-08,0.007967016519110092,2.989056549339033e-05,0.008407875920273937,0.0010366509153965269,0.02355917692798843
0.17,159.82143264502994,0.0009785371952272903,0.00012070083364642825,0.0023346725343549144,0.006078552290657402,0.005864938055644979,0.00392144770934261,0.002575611983976163,6.971823689746768,0.15574854741980682,0.0006634499603788742,0.0036206948648632737,0.00815240894434305,0.00723093083327589,3.8955588037803024e-05,1.3704723137053393e-05,8.064431846320112e-08,0.00838461571527324,0.000188330443587065,0.008151465987199744,3.989462784750466e-05,8.456165206890786e-08,0.00796701770459576,2.9889626088703364e-05,0.00839399194665029,0.001036650669315548,0.02355951010203252
0.18,160.24891409031872,0.0009749323880592776,0.0001275877417809171,0.0023322919430478054,0.006236473127923564,0.006011307224257641,0.0037635268720764468,0.0024477733305344512,6.971353183463865,0.15611363988472682,0.0006449194452079236,0.00373371586128706,0.008152532075323569,0.007230986818827034,3.8832961914293136e-05,1.3661003594095096e-05,8.013946145757248e-08,0.008371483418900927,0.00018831817757887934,0.008151467423176809,3.989319814054423e-05,8.455538196285455e-08,0.00796701905792244,2.98885536924608e-05,0.008380558516004784,0.0010366503883851121,0.02355989040574507
0.19,160.70192863767699,0.0009725343372464754,0.00013502088335425386,0.0023303334504986262,0.006391375197705492,0.006154179643793796,0.003608624802294519,0.002323254224571178,6.970876138747359,0.15646292996036884,0.0006265661316350411,0.003839949252737068,0.008152649595270307,0.007231040249763203,3.871592233581654e-05,1.3619278989760394e-05,7.965909318829458e-08,0.00835876393859955,0.00018830647124704481,0.008151469028940091,3.989159935581138e-05,8.454840341435488e-08,0.0079670205714702,2.988735434269459e-05,0.008367552651829374,0.0010366500741871175,0.02356031570303944
0.2,161.17596926898437,0.0009713837334365444,0.00014296171510768624,0.002328731346453566,0.00654287401820089,0.006293175846114929,0.003457125981799119,0.0022023763529876545,6.970395881640138,0.15679789413261966,0.0006084478008974302,0.0039402435262473,0.008152761363525426,0.007231091062545569,3.8604609595776735e-05,1.3579598934636475e-05,7.920357811199502e-08,0.008346438916634278,0.00018829533851980317,0.008151470796093302,3.9889839853848444e-05,8.454075216437047e-08,0.007967022237320081,2.9886034314315652e-05,0.008354954209794067,0.0010366497283656178,0.023560783774494887
0.21,161.66742710475577,0.0009715046887909104,0.00015137703754622517,0.002327433501544356,0.006690663727075291,0.006427995287538592,0.003309336272924717,0.002085389659413818,6.969915187500129,0.15711979321955633,0.0005906150530476034,0.004035319309097159,0.008152867376643594,0.0072311392560389645,3.849902732847533e-05,1.3541964310447762e-05,7.877272724367171e-08,0.00833449211423982,0.00018828477965059714,0.00815147271615386,3.988792808135029e-05,8.453246410637983e-08,0.007967024047470265,2.9884599947805374e-05,0.008342745441036943,0.001036649352581944,0.02356129237786746
0.22,162.17337726610128,0.0009729070250010654,0.0001602373899989926,0.0023263983760578887,0.006834503404360381,0.006558403370500586,0.0031654965956396277,0.0019724842207238724,6.969436354533782,0.15742970579589358,0.0005731124087755536,0.004125789819331693,0.008152967727852836,0.007231184873039647,3.839908287564584e-05,1.3506341693481023e-05,7.836597083493162e-08,0.00832290908673668,0.00018827478526688078,0.008151474780720385,3.988587240428758e-05,8.452357464346536e-08,0.007967025993994563,2.988305752368273e-05,0.008330910621600615,0.0010366489484817693,0.023561839292416654
0.23,162.69141877254614,0.0009755883280136422,0.00016951596795429887,0.002325592621378399,0.006974206100613581,0.0066842211182509305,0.0030257938993864283,0.0018637997308197903,6.968961283840607,0.15772855613730052,0.0005559791509292912,0.004212177545231088,0.008153062577676996,0.007231227986914013,3.830461654080076e-05,1.3472673788758417e-05,7.79824815183844e-08,0.00831167691454859,0.00018826533929723878,0.008151476981587493,3.988368099357188e-05,8.451411824948421e-08,0.007967028069150976,2.9881413176487867e-05,0.008319435747144043,0.001036648517672552,0.023562422349264714
0.24,163.2195490201496,0.0009795358187777252,0.00017918785702914972,0.002324989194639269,0.007109629740011436,0.006805316707495661,0.002890370259988573,0.0017594333015338445,6.968491549407791,0.15801713815395102,0.0005392499909705076,0.004294928368814162,0.008153152131576254,0.007231268691423491,3.82154238560012e-05,1.3440887375407003e-05,7.762126706026861e-08,0.008300783970313391,0.0001882564212011114,0.008151479310826,3.988136174514959e-05,8.450412816486843e-08,0.007967030265457588,2.9879672834653925e-05,0.008308308269586926,0.001036648061707774,0.023563039452608115
0.25,163.75606937836463,0.0009847279285327092,0.0001892294954877219,0.0023245659677791344,0.0072406699822616565,0.006921598881037794,0.002759330017738352,0.00165944558231298,6.968028456218199,0.15829613489184666,0.000522955536649238,0.004374422939657524,0.008153236623556933,0.007231307093270028,3.813127190502947e-05,1.3410899127774325e-05,7.728123735270674e-08,0.008290219725614868,0.0001882480076022066,0.008151481760833901,3.987892222920676e-05,8.449363620623588e-08,0.007967032575740822,2.9877842182270386e-05,0.008297516879574906,0.001036647582076923,0.023563688593193743
0.26,164.29950955005233,0.000991135705484066,0.00019961822325687445,0.002324304605770393,0.007367254111647966,0.00703301138892942,0.0026327458883520427,0.0015638659330078509,6.96757309290759,0.1585661358701057,0.0005071226780627408,0.0044509866974202904,0.008153316304115298,0.007231343306614906,3.8051911331197794e-05,1.3382619895585552e-05,7.69612528190895e-08,0.008279974574976803,0.00018824007348951737,0.008151484324369893,3.98763696567785e-05,8.448267264287919e-08,0.007967034993167194,2.987592663393934e-05,0.008287051309165395,0.0010366470801988833,0.02356436785717473
0.27,164.84857392998637,0.0009987238603617432,0.00021033198749190163,0.0023241898384335413,0.00748933678071476,0.007139529096311207,0.00251066321928525,0.0014726961404638247,6.967126366259948,0.15882764976949004,0.0004917747632249809,0.004524897146340975,0.008153391431589822,0.007231377449148182,3.7977084951090446e-05,1.3355957773197786e-05,7.666015840104696e-08,0.008270039702313256,0.00018823259307862897,0.008151486994566592,3.987371086657085e-05,8.447126615361742e-08,0.00796703751125586,2.987393132482651e-05,0.008276902182924808,0.001036646557419329,0.023565075429595107
0.28,165.40209689098054,0.0010074517552037465,0.0002213490942359695,0.002324208800797839,0.007606896108169648,0.007241154503175468,0.0023931038918303615,0.00138591372826367,6.966689033543899,0.15908111632910055,0.00047693176856087417,0.00459639065621332,0.008153462265979157,0.007231409639280725,3.7906533912712035e-05,1.333082029231255e-05,7.637680744609842e-08,0.008260406953885701,0.00018822554042697076,0.008151489764937308,3.987095231819948e-05,8.445944380710181e-08,0.007967040123885097,2.9871861105545267e-05,0.008267060876461837,0.001036646015009372,0.023565809596174343
0.29,165.95900794295676,0.0010172742070053064,0.00023264795176932977,0.0023243505161862194,0.007719930484945234,0.007337914684834275,0.0022800695150547758,0.0013034749129072203,6.96626173237058,0.1593269165808195,0.0004626104022585169,0.004665668250418196,0.00815352906377944,0.007231439993800868,3.78400028388478e-05,1.3307116251880909e-05,7.611008102585284e-08,0.008251068725546932,0.00018821888994725966,0.008151492629375659,3.9868100092584095e-05,8.444723107083629e-08,0.007967042825291943,2.9869720542418823e-05,0.008257519391544637,0.0010366454541656512,0.023566568743193548
0.3,166.5183062633497,0.001028142125466221,0.0002442068578003559,0.0023246055257487544,0.007828456127633183,0.007429859079976209,0.002171543872366826,0.0012253167621263377,6.965845000533391,0.15956538106643242,0.0004488241578974651,0.004732900258474212,0.008153592075429686,0.0072314686267135764,3.7777242372701046e-05,1.3284756624400066e-05,7.585889692875294e-08,0.00824201786837488,0.00018821261666203146,0.00815149558214792,3.986515989954744e-05,8.443465184688313e-08,0.00796704561006506,2.9867513923167325e-05,0.008248270251819964,0.0010366448760117854,0.023567351355469942
0.31,167.0790425936602,0.0010400030553071068,0.0002560038479615143,0.0023249656055319918,0.007932505126724056,0.0075170574423923395,0.0020674948732759533,0.0011513592315596753,6.965439288564825,0.15979679660288415,0.00043558332604799803,0.004798230164996599,0.008153651542808506,0.007231495648109881,3.7718011672486925e-05,1.3263655439039992e-05,7.56222183212134e-08,0.00823324760875588,0.00018820669645108737,0.008151498617880828,3.986213708996075e-05,8.442172852678418e-08,0.007967048473133212,2.9865245266008725e-05,0.008239306414620373,0.0010366442816007917,0.023568156013124373
0.32,167.6403075201722,0.0010528016755691966,0.0002680165911679208,0.0023254235260748344,0.008032123741142708,0.007599597871765512,0.001967876258857302,0.0010815071001146904,6.965044971196241,0.16002141227464473,0.0004228950281198098,0.004861778016282712,0.008153707697500623,0.007231521163377774,3.7662080139150964e-05,1.3243730397574023e-05,7.539905954270211e-08,0.008224751477594501,0.00018820110622466075,0.008151501731547254,3.985903667000775e-05,8.44084820544117e-08,0.007967051409751803,2.986291833035419e-05,0.008230621192778296,0.001036643671917854,0.023568981387786746
0.33,168.2012156650593,0.0010664802244844947,0.0002802222725912034,0.0023259728357092257,0.00812737093725137,0.007677585170096886,0.001872629062748638,0.0010156515660203064,6.964662358668919,0.16023944483701696,0.000410763263882821,0.004923643427872016,0.008153760760045247,0.007231545272865395,3.760922816644475e-05,1.3224903137471409e-05,7.51884876229408e-08,0.008216523246320833,0.00018819582399714246,0.008151504918450804,3.985586331652054e-05,8.439493199183787e-08,0.007967054415488329,2.986053662831504e-05,0.00822220818416206,0.0010366430478833681,0.023569826238524043
0.34,168.76091303464474,0.0010809789747943757,0.00029259758049460607,0.002326607688932609,0.008218316898805127,0.007751138918613561,0.0017816831011948794,0.0009536721181578665,6.964291702237719,0.16045108347222348,0.00039918896322858503,0.004983908444651299,0.008153810940379933,0.007231568072083694,3.755924669949056e-05,1.3207099073605794e-05,7.49896198943112e-08,0.008208556871446717,0.00018819082884270912,0.008151508174210207,3.985262139252487e-05,8.438109658446758e-08,0.007967057486207667,2.9858103436374935e-05,0.008214061209769613,0.001036642410355968,0.023570689407706274
0.35000000000000003,169.31855491647056,0.0010962365188726525,0.00030511860114020874,0.0023273227290617248,0.0083050421235999,0.007820391703172622,0.001694957876400108,0.0008954382001363173,6.963933201381518,0.16065649363706166,0.00038817009669107487,0.005042639576247094,0.008153858435365697,0.007231589650587645,3.751193970129182e-05,1.3190248272057141e-05,7.480163232954349e-08,0.008200846449101646,0.00018818610114030614,0.008151511494742072,3.984931496441007e-05,8.436699283738311e-08,0.007967060618055822,2.9855621808261898e-05,0.008206174263737114,0.0010366417601359286,0.02357156981644865
0.36,169.87332155220793,0.001112190209790346,0.0003177608985100622,0.0023281129806150837,0.008387636284316694,0.007885487469970066,0.001612363715683312,0.0008408107512398421,6.963587003060587,0.160855820479002,0.0003777017787901057,0.0050998899438773025,0.008153903430475277,0.007231610092741225,3.7467122471667206e-05,1.3174284852518576e-05,7.462375237365946e-08,0.008193386175481251,0.0001881816224062647,0.00815151487624569,3.9845947817053286e-05,8.435263657691421e-08,0.007967063807445572,2.9853094586312527e-05,0.008198541468773047,0.001036641097968127,0.02357246646059378
0.37,170.42441177247926,0.0011287765561713628,0.0003304995661074191,0.002328973752442017,0.008466197161064965,0.007946579520428805,0.001533802838935042,0.0007896439989010806,6.963253205887278,0.16104919232617446,0.00036777648067013043,0.0051557012806397245,0.008153946099500674,0.007231629477588157,3.7424621939637404e-05,1.3159147089291766e-05,7.445525901010168e-08,0.00818617031131093,0.00018817737532255947,0.008151518315185019,3.984252347177211e-05,8.433804252715865e-08,0.007967067051039499,2.9850524414945924e-05,0.008191157035954836,0.0010366404245455655,0.023573378405949034
0.38,170.97103982527267,0.0011459315725167597,0.00034330928680026374,0.0023299005572452957,0.00854082938400242,0.008003828547676471,0.0014591706159975883,0.0007417872341257518,6.962931866510734,0.16123672421331559,0.00035838421819779306,0.005210106058060624,0.008153986604056883,0.0072316478786301165,3.738427715821094e-05,1.3144777584659959e-05,7.429548422140643e-08,0.008179193153081417,0.00018817334378523322,0.008151521808257883,3.983904521699362e-05,8.432322444074528e-08,0.007967070345720905,2.9847913763682955e-05,0.008184015230986573,0.0010366397405154246,0.023574304780123467
0.39,171.51244303665777,0.0011635910895046876,0.000356164414229571,0.0023308890634926483,0.008611643761505864,0.008057400939652036,0.0013883562384941453,0.0006970862428239113,6.962622999423166,0.16141851977818134,0.00034951281752406777,0.005263128656988926,0.008154025094742218,0.0072316653643515515,3.7345938149550296e-05,1.3131122858740258e-05,7.414380754848304e-08,0.00817244901431661,0.00018816951278971728,0.00815152535238608,3.983551611809826e-05,8.430819513889851e-08,0.007967073688584491,2.9845264934541563e-05,0.008177110352732832,0.0010366390464809797,0.02357524476992878
0.4,172.04788419408095,0.0011816911173334473,0.00036903911010217216,0.0023319350504340582,0.008678756429114368,0.008107466967357225,0.0013212435708856419,0.0006553849637120974,6.962326576228024,0.16159467341620662,0.0003411480689306937,0.0053147867095582725,0.00815406171082013,0.007231681998080363,3.730946622221492e-05,1.3118133458584148e-05,7.399965697332847e-08,0.008165932209223962,0.00018816586846106046,0.00815152894470084,3.9831939031902365e-05,8.429296657336145e-08,0.007967077076922645,2.984258007290739e-05,0.008170436713397362,0.0010366383430044607,0.023576197617530437
0.41000000000000003,172.57665402630565,0.0012001682700652505,0.0003819075123158256,0.0023330343881746212,0.008742288631292672,0.008154200046383094,0.0012577113687073371,0.000616526074665904,6.9620425195131626,0.1617652712274029,0.00033327387895101866,0.005365091552982052,0.008154096579837842,0.007231697837811709,3.7274734351113273e-05,1.3105764095553894e-05,7.38625103620219e-08,0.008159637039720865,0.00018816239809274577,0.008151532582555295,3.982831659424748e-05,8.427754977379352e-08,0.007967080508237183,2.9839861158215606e-05,0.008163988623897903,0.0010366376306046123,0.023577162623724144
0.42,173.09809459944466,0.0012189603080586663,0.00039474409616050847,0.002334182990905567,0.008802364725128851,0.008197772697122309,0.001197635274871157,0.0005803538897339257,6.961770710353507,0.16193039476073967,0.0003258734131437793,0.0054140508635071695,0.008154129825168221,0.0072317129396364515,3.724161966828721e-05,1.3093970967664232e-05,7.373186280871867e-08,0.008153557781157447,0.00018815908939589327,0.008151536263480459,3.982465126383386e-05,8.426195502407845e-08,0.007967083980197796,2.9837110036899533e-05,0.008157760374570854,0.0010366369097653148,0.023578139136430032
0.43,173.61154933538705,0.0012380060867997825,0.00040752358520838346,0.002335376789781952,0.008859111983499198,0.008238358193438527,0.0011408880165008084,0.000546714056757605,6.961511000097353,0.16209012321583482,0.000318927749803885,0.005461669486573633,0.008154161552009969,0.007231727351386842,3.721001740320412e-05,1.3082716722890951e-05,7.360728614364636e-08,0.008147688663618126,0.00018815593189027704,0.008151539985156721,3.982094535059628e-05,8.424619200130507e-08,0.007967087490615239,2.9834328443604697e-05,0.008151746212510995,0.0010366361809411651,0.023579126542886016
0.44,174.11640704960533,0.001257246385589081,0.0004202212048022431,0.0023366117712428605,0.008912658673774389,0.008276125897132237,0.0010873413262256167,0.0005154562194983119,6.961263220502346,0.162244532775269,0.00031241788336946563,0.005507949760731423,0.008154191861686567,0.007231741119130564,3.7179826645084555e-05,1.3071965386885848e-05,7.348836766704097e-08,0.008142023940842041,0.00018815291548255996,0.008151543745434815,3.981720099483313e-05,8.423026966791844e-08,0.007967091037461014,2.9831517985617838e-05,0.008145940412657201,0.0010366354445533767,0.023580124275453692
0.45,174.61210546206428,0.0012766233608992137,0.00043281270105640713,0.002337883888752113,0.008963135534399468,0.008311242858451792,0.0010368644656005347,0.0004864332454080209,6.961027151904879,0.16239369927089828,0.00030632389614020154,0.0055528927705483675,0.008154220846124226,0.007231754284657363,3.715095584113604e-05,1.3061684325772384e-05,7.337473395335216e-08,0.008136557777633805,0.00018815003101687523,0.008151547542288614,3.9813420214222475e-05,8.421419647839463e-08,0.007967094618822874,2.982868017811299e-05,0.008140337158920067,0.0010366347009990215,0.023581131798984967
0.46,175.09811433168207,0.0012960816417052843,0.0004452747969314431,0.002339189132152109,0.009010673172059327,0.008343871389482586,0.0009893268279406744,0.0004595029916953341,6.960802549937949,0.16253769867059623,0.0003006256188220937,0.005596498948692143,0.008154248589234362,0.0072317668861143995,3.712332142036844e-05,1.3051843750326108e-05,7.326604458492222e-08,0.008131284341516134,0.00018814727013528458,0.00815155137383154,3.98096048874673e-05,8.419798030821577e-08,0.007967098232920296,2.9825816431892734e-05,0.008134930636161565,0.0010366339506478193,0.023582148615221506
0.47000000000000003,175.5739466576805,0.001315568081692968,0.00045758512306685845,0.002340523503075147,0.009055402107611018,0.008374168580391254,0.0009445978923889834,0.00043452866435458664,6.960589146398637,0.16267660810288914,0.000295302755254173,0.005638768737225907,0.008154275167557257,0.007231778958296805,3.709684715258567e-05,1.3042416488935518e-05,7.316198947324791e-08,0.008126197778010371,0.00018814462521427004,0.00815155523828797,3.9805756782770743e-05,8.418162857360614e-08,0.007967101878077512,2.982292807476412e-05,0.008129715003687556,0.0010366331938477323,0.023583174255209505
0.48,176.0391591060274,0.0013350321454784504,0.0004697224431000093,0.00234188302460047,0.009097452053216219,0.008402285609529913,0.0009025479467837825,0.0004113792906249456,6.960386648145843,0.1628105065924974,0.0002903350998451538,0.005679703138604871,0.008154300650903152,0.007231790532939211,3.707146351003585e-05,1.3033377759923117e-05,7.306228612567187e-08,0.008121292221023127,0.00018814208930087667,0.00815155913399069,3.980187756038474e-05,8.416514824146466e-08,0.00796710555272106,2.982001635345652e-05,0.008124684404183498,0.0010366324309254917,0.0235842082786309
0.49,176.493354184687,0.0013544259515417406,0.0004816667244192497,0.0023432637486054462,0.009136951398077103,0.008428367301107405,0.0008630486019228972,0.0003899300043550478,6.960194741458507,0.16293947551375992,0.0002857026945375606,0.005719304139139715,0.008154325102934918,0.007231801638981403,3.704710708719127e-05,1.302470496414093e-05,7.296667720671836e-08,0.008116561801740238,0.00018813965605446716,0.008151563059366979,3.979796878645004e-05,8.414854588721959e-08,0.007967109255366709,2.9817082444014275e-05,0.008119832971755867,0.0010366316621892844,0.023585250270122312
0.5,176.93617533823166,0.0013737048193744174,0.0004933993956732423,0.0023446617727617535,0.009174026649259544,0.008452551876255427,0.0008259733507404578,0.00037006212782175345,6.960013093550116,0.1630635994156915,0.00028138599592283307,0.00575757508468379,0.008154348581797194,0.007231812302852012,3.702371997424918e-05,1.3016377463250594e-05,7.28749278724914e-08,0.008112000655595718,0.0001881373196847479,0.008151567012948656,3.979403192300796e-05,8.413182765170067e-08,0.007967112984628882,2.9814127444302066e-05,0.008115154838092055,0.0010366308879268225,0.023586299841950605
