t,V,K_i,Na_i,Ca_i,x,m,h,d,f,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
0.33,-93.63564607199497,136.55860632316185,7.542321776511037,1.685154442791841e-05,0.2685388147319976,0.0014547907920779742,0.9952713898047297,1.9698938736810998e-08,0.999999382650769,0.45601256781416993,1.6439724000830756e-08,0.5997526151981328,0.5909985736801775,0.0009046289925462185,0.9194036547329545,0.000978912143711331,0.0004387325520416072
0.34,-93.6790975990669,136.5588998029395,7.542313917155784,1.568677109603087e-05,0.254540673045514,0.0014461269088418451,0.9953286670090989,1.948309478857619e-08,0.9999998685586811,0.4985876189357099,1.6278912356772545e-08,0.5978271940434304,0.5913584756163197,0.0008050870798497583,0.9107676376712543,0.0008370242129299189,0.00040351591966000355
0.35000000000000003,-93.70875165412968,136.55924026878068,7.54216320058078,1.4883015652410999e-05,0.24126798717672632,0.001440243252614865,0.9953667805427564,1.933715830924015e-08,0.9999999405876457,0.537909952250282,1.6170190730575648e-08,0.5965357597922639,0.5916264261734909,0.0007449376491019905,0.9021697329450822,0.0007379796201871163,0.00037927167617697496
0.36,-93.72897770799558,136.5596131553254,7.541913685368355,1.4326454656905069e-05,0.22868686981128591,0.0014362436795145328,0.9953925065583201,1.9238239489268488e-08,0.9999999537139215,0.5741982623909637,1.6096426068361972e-08,0.5956737289303128,0.5918311074646307,0.0007130087665191153,0.893629907874917,0.0006688313627210718,0.0003625045820978369
0.37,-93.74271575539052,136.5600084595539,7.541595710194548,1.3940359189775788e-05,0.2167636983945216,0.0014335332521205162,0.9954099044223917,1.9171325623912092e-08,0.9999999557035355,0.6076678210137081,1.6046439544391865e-08,0.5951033342628196,0.5919920818683433,0.0007013687082428411,0.8851621316621718,0.0006205548514112904,0.0003508791459655124
0.38,-93.75196996528439,136.5604192683209,7.541230285118663,1.3672360500449815e-05,0.2054656411338668,0.0014317102490387131,0.9954216296353232,1.9126364644749703e-08,0.999999956173469,0.6385256319840409,1.601275309288514e-08,0.5947315331801513,0.5921227003508082,0.0007043762114866861,0.8767761461714481,0.0005868542549809188,0.0003428091037985799
0.39,-93.75811695687317,136.56084078697185,7.5408320044252735,1.34864709388288e-05,0.19476095602886154,0.0014305005387169152,0.9954294585976159,1.9096539229923134e-08,0.9999999562656234,0.6669679185741446,1.5990300883261386e-08,0.5944953230010511,0.5922320745798433,0.0007179972859747078,0.8684786903093729,0.0005633374337540433,0.00033720769802337723
0.4,-93.76210864488456,136.56126967667646,7.540411042543982,1.335780694622483e-05,0.18461915627232162,0.0014297154667233683,0.9954346010072703,1.9077175508566674e-08,0.9999999565658614,0.6931789469356682,1.5975614801000045e-08,0.5943518434028379,0.5923264318524648,0.0007393219133798635,0.8602743592291672,0.0005469368089657,0.0003333248460795742
0.41000000000000003,-93.76460463317234,136.56170360973468,7.5399744988135815,1.3269126410831736e-05,0.17501108608568278,0.0014292247161413352,0.9954378841731546,1.906505562059036e-08,0.9999999564835276,0.7173307121144583,1.5966306967391443e-08,0.5942718763893885,0.5924100226709998,0.0007662344503028644,0.8521661968428504,0.0005355117636861364,0.0003306416279710939
0.42,-93.76606374325542,136.562140958475,7.5395273406224526,1.3208438360123768e-05,0.16590894572132184,0.0014289378400692374,0.9954398815966451,1.9057950062226284e-08,0.9999999565791008,0.7395830831420557,1.5960723657527226e-08,0.5942354113457925,0.5924857495411591,0.0007971839182117971,0.8441561207153964,0.0005275672998066143,0.00032879743600603366
0.43,-93.76680575980154,136.56258058170525,7.539073052347474,1.316738361552075e-05,0.1572862821171832,0.0014287918919335765,0.9954409895655938,1.905430950489577e-08,0.9999999566110718,0.7600842376546258,1.595771624599519e-08,0.5942286823304246,0.5925555935424549,0.0008310249138947911,0.8362452246696367,0.0005220583955748859,0.00032754109708563406
0.44,-93.76705349729541,136.56302167867906,7.538614079859469,1.3140134176346431e-05,0.14911795815851267,0.001428743059217093,0.9954414836936265,1.9053056526481895e-08,0.999999956579817,0.7789712561572704,1.5956485622785315e-08,0.5942422032249465,0.5926209013390944,0.0008669081909014085,0.8284339947519334,0.0005182553842667866,0.0003266976214983826
0.45,-93.76696231092622,136.5634636859774,7.538152144700415,1.3122620169738491e-05,0.14138011050304702,0.001428760810387899,0.9954415560620853,1.9053441265195805e-08,0.999999956609781,0.7963707812273052,1.5956475371787956e-08,0.5942694105139448,0.5926825851308226,0.000904202211753451,0.8207224692417849,0.0005156485683564559,0.0003261448387215077
0.46,-93.7666408924465,136.56390620510965,7.537688464841907,1.3111986945231343e-05,0.13405010047334798,0.0014288237976555125,0.9954413403467658,1.905493814902313e-08,0.9999999566020306,0.8123997031734765,1.5957296915647225e-08,0.5943057334080031,0.5927412608835559,0.0009424360476364002,0.8131103577806881,0.0005138809463019057,0.0003257971765387121
0.47000000000000003,-93.76616485257662,136.56434895399835,7.5372239027879235,1.3106239365685367e-05,0.12710646090631503,0.0014289171686286174,0.9954409298813864,1.9057183023783552e-08,0.9999999565841333,0.8271658440975552,1.5958679419351366e-08,0.5943479880103062,0.5927973391934346,0.0009812592403407193,0.8055971271407983,0.0005127030514290116,0.00032559479660703653
0.48,-93.76558684858736,136.564791732116,7.5367590719566895,1.3103978481752096e-05,0.12052884216315811,0.0014290305837324198,0.9954403896150409,1.9059921732249876e-08,0.9999999565885205,0.8407686172336849,1.596043457067781e-08,0.5943939479372599,0.5928510897405967,0.0010204117783895786,0.7981820666847405,0.0005119405503356182,0.0003254958052232034
0.49,-93.76494341881917,136.56523439613596,7.536294411040383,1.3104223667028419e-05,0.11429795849602759,0.0014291568678143224,0.9954397645910548,1.9062978054851537e-08,0.9999999565943725,0.8532996523940882,1.5962431502738565e-08,0.5944420490019041,0.5929026856907054,0.0010597012342126483,0.790864337341391,0.0005114715796752868,0.00032547084925995095
0.5,-93.76426001546426,136.56567684242282,7.535830237471394,1.3106283518420246e-05,0.1083955352718161,0.001429291020488701,0.9954390861727156,1.906622869828394e-08,0.9999999565781527,0.8648433894534315,1.5964579069854287e-08,0.594491180816173,0.5929522350733372,0.0010989855585970434,0.7836430090460093,0.0005112104772098748,0.0003254992341225822
0.51,-93.76355412158749,136.56611899533098,7.535366783206079,1.3109666981165102e-05,0.10280425776832126,0.0014294296129013853,0.9954383762766837,1.9069590958205932e-08,0.9999999565608697,0.8754776324043828,1.5966813888269046e-08,0.5945405499229995,0.592999801329079,0.001138160579144854,0.7765170880422588,0.0005110969265504315,0.00032556633314127325
0.52,-93.7628380839557,136.5665607994515,7.5349042182920485,1.3114033442333824e-05,0.09750772200706892,0.0014295702073918982,0.9954376498104804,1.907300140766351e-08,0.9999999565470363,0.8852740621318614,1.596909289887873e-08,0.5945895907984688,0.5930454165928344,0.001177150684192652,0.7694855363736023,0.0005110888273990668,0.0003256618804883466
0.53,-93.76211887921579,136.56700221375505,7.534442669111713,1.3119123659500634e-05,0.09249038782009229,0.0014297114890531697,0.9954369171364725,1.907644031048266e-08,0.9999999565514688,0.8942987125054891,1.597138598019851e-08,0.5946378968952398,0.5930890919258703,0.00121590202687242,0.7625472873204433,0.0005111567971039414,0.00032577867163897614
0.54,-93.76140439883699,136.56744320691683,7.533982231742541,1.3124804536247836e-05,0.08773753367259322,0.0014298517799203323,0.9954361847348211,1.907983984938715e-08,0.9999999565417926,0.9026124151616312,1.59736749027802e-08,0.5946851698478721,0.5931308247393774,0.001254375164498181,0.755701257183038,0.0005112801110534709,0.0003259115685217886
0.55,-93.76069584241505,136.56788375493028,7.533522980787512,1.3130911302996077e-05,0.08323521403015213,0.0014299909759402265,0.9954354575050656,1.90832227004488e-08,0.9999999565276623,0.9102712062176113,1.5975945026090497e-08,0.5947311879035077,0.5931706034680589,0.0012925427706271218,0.7489463532213815,0.0005114441289480304,0.0003260569278452852
0.56,-93.75999676382946,136.56832383869948,7.533064975175689,1.3137384694161043e-05,0.07897021870721205,0.0014301282862401268,0.99543473837321,1.908655864873463e-08,0.9999999565207427,0.9173267031650724,1.5978188388933504e-08,0.5947757838130411,0.5932084106600665,0.0013303866068018636,0.7422814798761319,0.0005116384929262683,0.0003262121183293432
0.5700000000000001,-93.75930822689202,136.56876344290694,7.532608262581017,1.3144141290652406e-05,0.07493003412735692,0.001430263560251811,0.9954340291875833,1.908984265773439e-08,0.9999999565157112,0.9238264535277322,1.5980399756345887e-08,0.5948188295831383,0.5932442251307859,0.0013678946729614374,0.7357055434999676,0.0005118558856634863,0.0003263752660860276
0.58,-93.75863075629483,136.56920255490635,7.532152882499379,1.3151141601995071e-05,0.07110280663773826,0.0014303966711914984,0.995433331058608,1.9093078523513914e-08,0.9999999565063274,0.9298142562422274,1.5982575880318588e-08,0.5948602246503011,0.5932780235858902,0.0014050596344217518,0.7292174556244403,0.0005120910851554751,0.00032654499833541836
0.59,-93.75796499103284,136.5696411639758,7.531698868447031,1.3158350965073073e-05,0.06747730779534725,0.0014305274944637469,0.9954326445450459,1.9096257904738903e-08,0.9999999564963039,0.9353304566319818,1.598471537763262e-08,0.5948998881837596,0.5933097816510152,0.0014418778461240452,0.7228161353559264,0.0005123403421825116,0.00032672030657863966
0.6,-93.75731090607455,136.5700792609014,7.531246249399297,1.3165742370236285e-05,0.06404290145098404,0.0014306560348547276,0.9954319698599898,1.909938171893786e-08,0.9999999564893958,0.9404122181057946,1.5986817830175824e-08,0.5949377539658395,0.5933394745216902,0.0014783474894768849,0.7165005109358493,0.0005126009646740644,0.00032690044346926096
0.61,-93.75666829417942,136.57051683760503,7.530795050856227,1.317329707949884e-05,0.06078951246382685,0.0014307823315911378,0.9954313069301274,1.910245200353782e-08,0.9999999564831237,0.9450937735546194,1.5988883569009024e-08,0.5949737665393826,0.5933670774688484,0.0015144684723087947,0.710269520743141,0.0005128710088229363,0.0003270848452779881
0.62,-93.75603692004255,136.5709538868749,7.530345295651177,1.3180999410224353e-05,0.057707597235166025,0.0014309064303355031,0.9954306555269083,1.910546915552712e-08,0.9999999564753993,0.9494066554101833,1.5990913354537567e-08,0.595007878341892,0.5933925661732365,0.0015502422723062176,0.7041221141046979,0.0005131490529346851,0.00032727307949441967
0.63,-93.75541635766542,136.57139040218453,7.529897004541576,1.3188837014480527e-05,0.05478811552313592,0.0014310284151334144,0.9954300153487049,1.9108436050480207e-08,0.9999999564679077,0.9533799103589099,1.5992908202939985e-08,0.5950400476135443,0.5934159169529523,0.0015856711697184182,0.6980572519603139,0.0005134340334076354,0.0003274648046174266
0.64,-93.75480656591701,136.57182637753047,7.529450196606457,1.3196800174930275e-05,0.05202250377495533,0.0014311482885615036,0.995429385966819,1.9111347839100983e-08,0.9999999564590065,0.9570402966477142,1.5994869495965445e-08,0.5950702369879225,0.5934371069327656,0.0016207581072989594,0.6920739071027038,0.0005137251342522932,0.00032765974080694395
0.65,-93.75420632625439,136.57226180744246,7.529004889503804,1.3204879018757203e-05,0.0494026501253416,0.001431266301089197,0.9954287670768366,1.9114221141972025e-08,0.9999999564522098,0.9604124630458827,1.5996798124058705e-08,0.595098412667249,0.5934561140828721,0.0016555063457909314,0.6861710644619643,0.0005140217236102581,0.00032785765814739555
0.66,-93.75361565302171,136.5726966867749,7.5285610996697825,1.3213067175982969e-05,0.04692087039477362,0.001431382442521467,0.9954281581770462,1.9117049796327405e-08,0.9999999564473406,0.9635191168365731,1.59986957833175e-08,0.5951245437222703,0.5934729172756418,0.0016899192986334322,0.6803477211357355,0.0005143233013583797,0.00032805836034824863
0.67,-93.75303517269649,136.57313101070832,7.528118842429627,1.3221360269305429e-05,0.04456988575087296,0.0014314965738358477,0.9954275586573132,1.911981610715882e-08,0.9999999564409304,0.9663811740629029,1.600056455629679e-08,0.5951486017456256,0.5934874962929358,0.0017240004886007836,0.674602886299375,0.0005146294747884844,0.0003282616787433444
0.68,-93.75246317677014,136.5735647748796,7.5276781321388535,1.32297499791659e-05,0.042342801354001244,0.001431609050165389,0.9954269682237847,1.912254529919989e-08,0.9999999564329883,0.9690179005402709,1.6002405060056562e-08,0.5951705603895763,0.5934998318678316,0.0017577535837085588,0.6689355810923933,0.0005149399248230067,0.00032846746554199627
0.6900000000000001,-93.75189835979123,136.57399797517758,7.527238982308441,1.3238229001881754e-05,0.04023308603493842,0.0014317201392163225,0.9954263866137739,1.912525701562197e-08,0.9999999564257649,0.9714470436292901,1.6004217875511285e-08,0.595190394899274,0.5935099057156493,0.0017911825305083728,0.6633448386034644,0.0005152543712841645,0.00032867558422370474
0.7000000000000001,-93.75134213448709,136.57443060759056,7.526801405649431,1.3246796856077229e-05,0.0382345529744348,0.0014318295357091005,0.9954258131936566,1.9127919234062565e-08,0.9999999564196685,0.9736849527120327,1.6006005488412577e-08,0.5952080819817082,0.5935177004940736,0.0018242911126708362,0.6578297038750395,0.0005155725647091257,0.0003288859073396525
0.71,-93.75079379396419,136.57486266847405,7.52636541413763,1.3255447633351553e-05,0.03634134155956259,0.0014319373862103626,0.9954252475666268,1.9130538529562708e-08,0.9999999564138997,0.9757466890532864,1.6007769078075562e-08,0.5952235997206451,0.5935231997864459,0.0018570829242944705,0.6523892337303329,0.0005158942818435029,0.0003290983171534763
0.72,-93.75025257361614,136.57529415442116,7.5259310190339805,1.3264175925198978e-05,0.03454790015892926,0.0014320438460339794,0.9954246893863313,1.9133124481293934e-08,0.9999999564075328,0.9776461276146033,1.6009509570597463e-08,0.5952369274662674,0.5935263880971408,0.001889561500785043,0.6470224965589861,0.0005162193198863155,0.0003293127016522319
0.73,-93.74971768331967,136.57572506225318,7.525498230905748,1.3272976920845015e-05,0.03284896987211391,0.001432149073254585,0.9954241383787522,1.9135688706640178e-08,0.9999999564006545,0.9793960500264786,1.6011227616657555e-08,0.5952480457740784,0.5935272508389727,0.0019217303885683483,0.6417285721013757,0.0005165474941706676,0.00032952895351018085
0.74,-93.74918969832538,136.57615538892642,7.5250670596578555,1.3281848866198455e-05,0.031239569188651874,0.0014322529419019021,0.9954235941302703,1.9138215610927216e-08,0.9999999563943969,0.9810082299833134,1.6012924770533228e-08,0.5952569362911116,0.5935257743198286,0.0019535931062173344,0.6365065513153013,0.0005168786309131769,0.00032974696924062386
0.75,-93.74866831965495,136.57658513165174,7.524637514577284,1.3290786915892887e-05,0.029714979193009278,0.0014323555177376238,0.9954230562772222,1.914070345225842e-08,0.9999999563886387,0.982493513985952,1.6014602296366075e-08,0.5952635817058778,0.5935219457115,0.001985152966220171,0.6313555362936742,0.000517212564190105,0.0003299666510066295
0.76,-93.7481522725106,136.57701428789593,7.524209604345722,1.3299784729541531e-05,0.028270729819533172,0.0014324570598209796,0.9954225246406555,1.914317479672475e-08,0.9999999563827933,0.9838618938338864,1.601626038600295e-08,0.5952679657015267,0.5935157530504522,0.002016413393565569,0.6262746400549657,0.0005175491345554198,0.00033018790311387466
0.77,-93.7476417147039,136.57744285523538,7.523783337047289,1.3308840736851294e-05,0.026902586707196113,0.001432557525677977,0.9954219989146446,1.9145624815685595e-08,0.9999999563767057,0.9851225740642814,1.6017899999493242e-08,0.5952700729222635,0.5935071852028311,0.002047377685140661,0.62126298644285,0.0005178881885120042,0.0003304106312358264
0.78,-93.74713695280133,136.5778708314243,7.523358720194926,1.3317952867234382e-05,0.02560653868241713,0.0014326568525999872,0.9954214787598672,1.9148041750271454e-08,0.9999999563705354,0.9862840344451279,1.6019522400512978e-08,0.5952698889592576,0.5934962318347042,0.002078048809688465,0.6163197099520855,0.0005182295789295925,0.00033063474484341883
0.79,-93.74663778651208,136.57829821442934,7.522935760743451,1.3327116459575949e-05,0.024378785953517487,0.0014327550858688966,0.9954209639051692,1.9150423453420037e-08,0.9999999563647164,0.9873540873744808,1.602112856292478e-08,0.595267400313515,0.5934828834152432,0.0021084296344096513,0.6114439554932635,0.000518573163997726,0.000330860156223375
0.8,-93.74614271401994,136.57872500247336,7.52251446510058,1.3336323817918693e-05,0.0232157291647611,0.0014328525292024847,0.9954204542844567,1.9152799441009625e-08,0.9999999563590969,0.9883399291139475,1.6022718261916414e-08,0.5952625943442311,0.5934671312296833,0.0021385232894579193,0.6066348781596488,0.0005189188046178986,0.00033108677845500426
0.81,-93.7456528526781,136.57915119380144,7.522094839125577,1.334557856173836e-05,0.022113958704906105,0.0014329489443426135,0.9954199495400505,1.915514517053784e-08,0.9999999563534153,0.989248189204665,1.6024292878551045e-08,0.5952554592496594,0.5934489673163864,0.0021683326580515735,0.6018916432499447,0.0005192663639288157,0.00033131452475617876
0.8200000000000001,-93.74516754165819,136.5795767869285,7.521676888176123,1.3354872636529847e-05,0.021070244700789952,0.001433044472752607,0.995419449521249,1.915746879250145e-08,0.9999999563476759,0.9900849750875954,1.602585280954063e-08,0.5952459840939859,0.5934283844586983,0.002197860514115963,0.5972134260978221,0.0005196157101172349,0.00033154331449084396
