t,RP_LH,LH,RP_FSH,FSH
0.48,2847.4694142728654,98.77181902845247,890.862229877335,120.05437978519373
0.49,2853.8413758192905,99.6540306802754,893.3355924987321,122.84524456655733
0.5,2859.151351200426,100.49325832717074,895.2531024260898,125.62725254769018
0.51,2863.434517007583,101.2903287345321,896.6261823422253,128.39669709629314
0.52,2866.7253561222487,102.04608109927231,897.4666033774919,131.15002992721094
0.53,2869.057655267046,102.76136389831805,897.786470229337,133.88385424867556
0.54,2870.4645036587663,103.43703221115814,897.598205443206,136.59491892814873
0.55,2870.978292588009,104.07394525207927,896.9145329047169,139.28011328985417
0.56,2870.630715933193,104.67296425939094,895.7484605965612,141.93646267507947
0.5700000000000001,2869.4527716427347,105.2349506547336,894.1132625592348,144.56112472773955
0.58,2867.474763869982,105.76076429611922,892.0224602979519,147.15138598087313
0.59,2864.7263061303993,106.2512620883791,889.4898033782375,149.70465929045685
0.6,2861.2363249424952,106.7072965835687,886.5292496224793,152.2184813509778
0.61,2857.033064395722,107.12971489839319,883.1549445759053,154.69051092925807
0.62,2852.1440911786185,107.51935765448071,879.3812006301232,157.11852719202255
0.63,2846.5963003610873,107.8770580977001,875.2224755990188,159.50042848200584
0.64,2840.4159215843374,108.20364128270958,870.6933510095664,161.83423123874312
0.65,2833.628525869509,108.4999233716767,865.808510071551,164.11806912885302
0.66,2826.259033085027,108.76671109300304,860.5827150011252,166.35019265974412
0.67,2818.3317194885276,109.00480111522893,855.0307849458026,168.52896825058636
0.68,2809.8702253885212,109.21497953892597,849.1675732248568,170.65287789769377
0.6900000000000001,2800.8975646118843,109.39802165417272,843.0079443701075,172.72051895076035
0.7000000000000001,2791.436132203514,109.55469140291507,836.5667516206446,174.7306035654501
0.71,2781.507714540294,109.68574126121727,829.858814183638,176.68195849286397
0.72,2771.1334979358035,109.79191185515207,822.898894565928,178.57352467914467
0.73,2760.3340787350608,109.87393182037736,815.7016766293609,180.4043567273982
0.74,2749.1294727948152,109.93251756828218,808.2817430923294,182.1736225226921
0.75,2737.5391256324788,109.96837319079465,800.6535543485721,183.88060250207283
0.76,2725.581922507581,109.98219033488762,792.8314266945629,185.52468909054951
0.77,2713.276198672847,109.97464812939795,784.8295120896362,187.10538570916356
0.78,2700.639749741695,109.9464131249021,776.661777348431,188.62230595007986
0.79,2687.68984185088,109.8981392119764,768.3419840800705,190.07517254856873
0.8,2674.4432228123687,109.83046775667806,759.8836718899223,191.46381548933547
0.81,2660.9161318748247,109.74402742121461,751.3001363824683,192.78817151697314
0.8200000000000001,2647.1243108404683,109.63943436721915,742.6044163621028,194.0482812946974
0.8300000000000001,2633.0830142416626,109.51729214357213,733.809271916379,195.2442888431575
0.84,2618.807020041514,109.37819187090871,724.9271738473292,196.3764382817524
0.85,2604.3106401227083,109.222712225058,715.9702843361725,197.44507260688792
0.86,2589.607730642923,109.0514195696463,706.9504460913114,198.45063061138381
0.87,2574.711702522726,108.86486804615964,697.8791684431957,199.39364444336715
0.88,2559.63553176183,108.66359964669348,688.7676139603328,200.27473715574186
0.89,2544.391769510324,108.44814438498817,679.6265918505828,201.09461884569225
0.9,2528.992552591034,108.21902034597456,670.4665416467994,201.8540847451936
0.91,2513.449613007656,107.97673389182259,661.2975324097074,202.5540104215225
0.92,2497.77428839484,107.72177974224408,652.1292486533338,203.19534941460117
0.93,2481.97753138799,107.45464114685277,642.9709887628559,203.77912886116803
0.9400000000000001,2466.0699197995013,107.17579000602042,633.831654936394,204.30644635445375
0.9500000000000001,2450.0616656135576,106.8856870557346,624.7197546631064,204.7784651518803
0.96,2433.9626249829903,106.58478199707986,615.6433924390362,205.19641081874934
0.97,2417.782306939643,106.27351367614449,606.6102728079745,205.56156646375055
0.98,2401.529883089431,105.95231023109714,597.6276950600933,205.8752689325588
0.99,2385.2141960408158,105.62158926835433,588.7025578615036,206.13890408898376
1.0,2368.843768762408,105.28175802056802,579.8413567652293,206.35390269182528
1.01,2352.4268127554465,104.93321352531675,571.0501901979314,206.5217356591683
1.02,2335.97123702001,104.57634278989407,562.3347598843625,206.64390972391317
1.03,2319.484655922355,104.21152296587738,553.7003782827074,206.72196285131972
1.04,2302.9743979529007,103.83912151804923,545.1519704954499,206.75745977756853
1.05,2286.4475134539853,103.45949639932694,536.6940822286098,206.7519874875256
1.06,2269.910782121923,103.07299622792213,528.3308892508605,206.70715062788213
1.07,2253.370721636789,102.67996045389394,520.0661997134533,206.62456717569455
1.08,2236.833593955698,102.28071953398917,511.903469383556,206.5058642601403
1.09,2220.305414070595,101.8755951036852,503.8458040170301,206.35267353644306
1.1,2203.791955895719,101.46490014505899,495.8959753096272,206.16662753041678
1.11,2187.2987603657803,101.04893916039268,488.0564269193355,205.9493550719991
1.12,2170.83114169815,100.62800833934908,480.32928771662887,205.70247772353844
1.1300000000000001,2154.3941942251295,100.20239572844696,472.7163830729663,205.427605836923
1.1400000000000001,2137.9927994140703,99.77238139795102,465.21924481365505,205.12633469711307
1.1500000000000001,2121.6316313222915,99.33823759952723,457.8391263988342,204.80024177948496
1.16,2105.3151641007953,98.90022893993672,450.57701180327416,204.4508823472475
1.17,2089.047676665608,98.45861252800256,443.433631400883,204.07978772041506
1.18,2072.833260225257,98.01363815035825,436.4094716785102,203.68846067187516
1.19,2056.6758230716246,97.56554841903026,429.50478967522406,203.27837381227243
1.2,2040.5790958464854,97.11457892392531,422.7196267139968,202.85096743277617
1.21,2024.5466386265225,96.66095840305802,416.053819246544,202.40764530996196
1.22,2008.5818443363958,96.20490886655364,409.5070128978588,201.94977513170994
1.23,1992.6879455449498,95.74664576871528,403.07867488675817,201.4786844111163
1.24,1976.868019074194,95.28637814667204,396.7681063329535,200.9956594847506
1.25,1961.124990114689,94.82430875139913,390.57445446188694,200.5019452164163
1.26,1945.4616387551102,94.36063421678892,384.49672577133583,199.99874118773974
1.27,1929.8806028731456,93.89554517267419,378.5337959289087,199.48720332601698
1.28,1914.384383878821,93.4292264009844,372.6844230932486,198.96844120701923
1.29,1898.975351118412,92.96185696880433,366.94725882160515,198.44351745869398
1.3,1883.6557450723546,92.49361033994589,361.32085666557685,197.91344906916896
1.31,1868.427683264731,92.02465453803175,355.80368657614895,197.37920435219584
1.32,1853.293162855882,91.55515224566477,350.39414087846427,196.84170521146794
1.33,1838.2540652976122,91.0852609432797,345.0905460158654,196.30182612519263
1.34,1823.3121604568746,90.61513303718199,339.8911723879458,195.76039392997836
1.35,1808.4691093594024,90.14491596015395,334.7942396319572,195.21818972792138
1.36,1793.7264691908315,89.67475231779123,329.797929849121,194.6759473858688
1.37,1779.0856956051116,89.20477997831632,324.9003904798968,194.1343560204127
1.3800000000000001,1764.5481468402227,88.73513220115343,320.09974447356103,193.59405983578753
1.3900000000000001,1750.115087165557,88.26593775068757,315.3940974953338,193.05565885056768
1.4000000000000001,1735.7876892828044,87.79732098698531,310.78154058659686,192.51971104993993
1.41,1721.5670386891832,87.32940200004224,306.2601615994831,191.98673196197896
1.42,1707.4541356092527,86.86229668810066,301.8280453992311,191.45719713497897
1.43,1693.44989863643,86.3961168762695,297.48328211009743,190.9315427085585
1.44,1679.5551676183409,85.93097041701581,293.22397168535485,190.4101667194265
1.45,1665.7707057794787,85.46696127240149,289.0482247836637,189.89343116098658
1.46,1652.0972034904644,85.00418963580822,284.9541717200577,189.38166249543912
1.47,1638.5352799560328,84.54275200314665,280.93996114087275,188.87515387158655
1.48,1625.0854861919383,84.08274127554901,277.0037650868583,188.37416637660894
1.49,1611.7483074556797,83.62424684652224,273.14378164176605,187.87893036452152
1.5,1598.5241657309627,83.16735469196713,269.358237632496,187.38964696928556
1.51,1585.4134219973582,82.71214745627755,265.64539013924445,186.90648978861086
1.52,1572.4163783614124,82.25870453382682,262.00352747708035,186.42960651707548
1.53,1559.5332805268552,81.80710215760074,258.4309720238573,185.95912029423448
1.54,1546.7643195898115,81.35741347115864,254.92607985035366,185.4951312530424
1.55,1534.1096344901055,80.90970861785355,251.48724330670368,185.03771799544555
1.56,1521.5693135932333,80.46405480497505,248.1128902173257,184.58693878873592
1.57,1509.14339705788,80.02051639174479,244.8014858922748,184.1428331977512
1.58,1496.8318783154475,79.57915495256941,241.55153183671294,183.70542337319364
1.59,1484.6347062571065,79.14002935857705,238.36156722709947,183.27471548874283
1.6,1472.5517866802934,78.70319583837363,235.2301679187933,182.85070077716938
1.61,1460.5829843018644,78.26870805564202,232.15594713517422,182.43335699979184
1.62,1448.7281242316817,77.8366171708648,229.13755469563844,182.02264945401618
1.6300000000000001,1436.9869935651395,77.4069719064593,226.1736765354424,181.61853209096034
1.6400000000000001,1425.3593431632369,76.97981861730196,223.26303482734443,181.22094877539624
1.6500000000000001,1413.8448888180585,76.55520134321401,220.40438658379807,180.8298340008391
1.6600000000000001,1402.4433131410417,76.13316188275654,217.59652393378155,180.445114254963
1.67,1391.1542665629852,75.71373984022568,214.83827268444185,180.06670846407965
1.68,1379.97736906929,75.29697269514283,212.1284921458593,179.69452926270912
1.69,1368.912211290228,74.88289585216452,209.46607401000904,179.32848353092237
1.7,1357.95835589937,74.47154270025062,206.8499416386163,178.96847327704583
1.71,1347.1153389156375,74.06294466863191,204.2790493438816,178.61439638802833
1.72,1336.3826707234455,73.65713127415687,201.7523813397625,178.26614705243443
1.73,1325.759837544915,73.25413018281868,199.26895111840625,177.9236167349844
1.74,1315.2463022371196,72.85396724988651,196.8278004056735,177.58669430338455
1.75,1304.8415057245302,72.45666658021905,194.4279984240776,177.2552669620864
1.76,1294.5448677978727,72.06225056833749,192.06864097663484,176.92922040043106
1.77,1284.3557883235221,71.67073995165623,189.7488496018989,176.60843943946014
1.78,1274.2736481837378,71.2821538548947,187.46777077068717,176.29280835084347
1.79,1264.2978101872975,70.89650983359196,185.2245750557141,175.98221114081636
1.8,1254.4276201290406,70.51382392230269,183.01845631516656,175.67653202968322
1.81,1244.6624074368196,70.134110668993,180.84863099649854,175.3756554439777
1.82,1235.0014865576659,69.75738319462354,178.7143371483103,175.07946684725997
1.83,1225.4441576668214,69.38365322986932,176.61483373696052,174.78785280802134
1.84,1215.9897066985127,69.01293113006778,174.54940037166762,174.50070030347257
1.85,1206.63740709646,68.64522594589504,172.51733604192054,174.2178979607808
1.86,1197.3865205289103,68.28054546038665,170.51795846088515,173.93933613831982
1.87,1188.236296896272,67.91889620116932,168.55060399496864,173.66490632236605
1.8800000000000001,1179.1859756152087,67.56028349699932,166.6146265763029,173.39450178447888
1.8900000000000001,1170.2347865450704,67.20471152182687,164.70939690484528,173.1280178893779
1.9000000000000001,1161.3819500644277,66.85218330756493,162.83430233670708,172.8653516978329
1.9100000000000001,1152.6266778442423,66.50270078274927,160.98874621028762,172.60640212925523
1.92,1143.9681739807604,66.15626482475429,159.17214688233338,172.35107039917213
1.93,1135.4056351940349,65.81287527870693,157.3839375967085,172.09925973411595
1.94,1126.9382511160184,65.47253098036545,155.62356630541197,171.8508751523069
1.95,1118.5652055736205,65.13522981071111,153.89049444724708,171.60582403063884
1.96,1110.2856773935814,64.80096874678286,152.184196350829,171.36401591708272
1.97,1102.0988378023544,64.46974372801465,150.50416153028857,171.12536213086688
1.98,1094.0038567775246,64.1415499943935,148.8498892526944,170.88977635225106
1.99,1085.9998985157351,63.81638184087107,147.2208923472504,170.6571743512292
2.0,1078.0861237343229,63.49423275362299,145.61669541921017,170.42747382712184
2.0100000000000002,1070.2616899657655,63.17509542202888,144.03683451226524,170.20059454346372
2.02,1062.5257523385758,62.85896178170021,142.48085610908547,169.9764585353924
2.0300000000000002,1054.8774633306323,62.54582300291527,140.94831760255485,169.75498993395937
2.04,1047.3159740351366,62.23566957196407,139.4387866896086,169.536114612784
2.05,1039.8404336353199,61.928491256464206,137.9518415100991,169.3197604068956
2.06,1032.4499907289703,61.624277187133096,136.48706959146037,169.10585701266504
2.07,1025.1437927643522,61.32301582372813,135.0440682964713,168.89433602582446
2.08,1017.9209873020282,61.02469503491862,133.62244370453953,168.68513089783337
2.09,1010.7807214662461,60.729302064156535,132.22181116233287,168.4781769120185
2.1,1003.7221431182046,60.43682360645268,130.84179439817953,168.27341103151238
2.11,996.7444005683349,60.147245790225924,129.482025733606,168.07077193930752
2.12,989.846643159508,59.860554216465275,128.14214565942268,167.8701999493291
2.13,983.0280215057511,59.57673397589132,126.82180256210374,167.6716370157611
2.14,976.2876876939146,59.295769662855925,125.52065257619006,167.47502670085197
2.15,969.6247957728013,59.017645410712255,124.23835922294072,167.28031408768965
2.16,963.0385016997649,58.74234488820089,122.97459345385242,167.08744578634594
2.17,956.5279639493467,58.46985134412272,121.72903320744281,166.89636981899244
2.18,950.0923434062626,58.200147600113915,120.50136345377223,166.70703565490803
2.19,943.7308038908498,57.93321609013324,119.29127576937228,166.51939412955005
2.2,937.4425122349405,57.6690388672643,118.0984683057475,166.33339741226828
2.21,931.2266384469475,57.40759761659754,116.92264564973625,166.1489989812874
2.22,925.0823560735163,57.14887368442459,115.7635185206731,165.96615356191197
2.23,919.0088422521628,56.892848083143704,114.62080371984086,165.7848171186388
2.24,913.0052779584444,56.6395015116836,113.49422392327585,165.60494681141822
2.25,907.0708482216662,56.388814374401704,112.38350751792659,165.42650094277514
2.2600000000000002,901.2047421816483,56.140766786197574,111.28838854461044,165.24943895053946
2.27,895.4061533937919,55.89533859960335,110.20860643234954,165.07372134921226
2.2800000000000002,889.6742798985645,55.65250941169994,109.14390594443235,164.89930970984483
2.29,884.0083243574139,55.41225857673811,108.0940370558063,164.72616663311388
2.3000000000000003,878.407494257409,55.174565225760276,107.0587547624034,164.5542557085451
2.31,872.871002005828,54.93940827633573,106.03781898983141,164.38354149416392
2.32,867.3980650426921,54.70676644381419,105.0309944904909,164.21398949063382
2.33,861.9879060105781,54.47661825890006,104.03805068845288,164.04556609892592
2.34,856.6397528318433,54.24894207632541,103.05876159333867,163.87823860540882
2.35,851.3528388270704,54.02371608766699,102.09290568557259,163.71197515265516
2.36,846.1264028247958,53.80091833384757,101.14026580754674,163.5467447102039
2.37,840.9596892562266,53.58052671643197,100.20062905576262,163.3825170533807
2.38,835.8519482379002,53.36251900765398,99.2737866894106,163.21926274257376
2.39,830.8024356650191,53.14687286200947,98.35953402541715,163.05695309907816
2.4,825.8104133006501,52.933565827942715,97.45767033929904,162.89556017766375
2.41,820.8751488371547,52.72257535632772,96.56799878566405,162.73505675096845
2.42,815.99591597571,52.513878811474925,95.69032630087179,162.5754162861514
2.43,811.1719944917502,52.30745348079653,94.82446351991744,162.41661292348596
2.44,806.4026702974256,52.103276584511924,93.97022468667687,162.25862145837974
2.45,801.6872354962463,51.90132528450041,93.12742757426382,162.1014173239314
2.46,797.0249884349311,51.701576693040835,92.29589340810837,161.9449765728967
2.47,792.4152337574383,51.50400788244445,91.47544678307835,161.78927585692568
2.48,787.8572824472932,51.30859589328299,90.66591558871227,161.6342924110901
2.49,783.3504518667538,51.11531774237663,89.86713093789895,161.48000403819407
2.5,778.8940657930683,50.92415043061864,89.07892709738147,161.32638909325914
2.5100000000000002,774.4874544552638,50.735070951568,88.30114141193195,161.17342646626778
2.52,770.129954562124,50.548056298822445,87.5336142381923,161.02109556794014
2.5300000000000002,765.820909327187,50.3630834731248,86.77618888092513,160.86937631598505
2.54,761.5596684912656,50.18012948933637,86.02871153049661,160.71824912156595
2.5500000000000003,757.345588344159,49.99917138406121,85.2910311944898,160.56769487447272
2.56,753.1780317399208,49.820186222234746,84.5629996381103,160.41769493047437
2.57,749.056368109476,49.643151103415214,83.84447132704976,160.26823109928048
2.58,744.9799734666747,49.46804316794238,83.13530336940241,160.11928563240122
2.59,740.9482306835234,49.29483960657643,82.43535554200743,159.97084123244224
2.6,736.9605289864368,49.12351766443694,81.74448999267894,159.82288103209578
2.61,733.0162643361168,48.954054646549665,81.0625713773487,159.6753885876032
2.62,729.1148384416568,48.78642791195908,80.3894665459672,159.52834776107298
2.63,725.2556605624851,48.62061489307553,79.7250452996901,159.3817427564815
2.64,721.4381465833721,48.45659310215401,79.06917962670715,159.2355582194931
2.65,717.6617183249958,48.2943401244545,78.4217435024945,159.0897791564674
2.66,713.9258045245898,48.133833634074236,77.78261320130628,158.9443909785676
2.67,710.229840739152,47.97505140071302,77.15166724876418,158.79937946182662
2.68,706.5732689885103,47.81797128779287,76.52878630651084,158.65473069945463
2.69,702.9555374300651,47.66257125154878,75.91385302329705,158.51043108528577
2.7,699.376100882857,47.508829352836,75.30675216540148,158.36646733686206
2.71,695.8344209900968,47.35672376506727,74.70737061809548,158.22282649717127
2.72,692.3299657578839,47.20623277301375,74.11559714364462,158.07949593455112
2.73,688.8622094335587,47.05733477339691,73.53132236033818,157.93646331029765
2.74,685.4306326284628,46.91000828002728,72.95443878182611,157.7937165651777
2.75,682.0347226454699,46.76423193453801,72.38484088391812,157.65124392538115
2.7600000000000002,678.6739730871283,46.61998450301319,71.82242494267196,157.50903388733505
2.77,675.3478839112938,46.47724488196785,71.26708897661395,157.3670752372034
2.7800000000000002,672.055961167457,46.33599209617449,70.71873266717859,157.2253570256041
2.79,668.7977173075111,46.19620530791054,70.17725745828727,157.08386855826197
2.8000000000000003,665.5726711217917,46.05786381975054,69.64256651396515,156.94259938681765
2.81,662.3803475687222,45.920947074222475,69.11456463435972,156.80153930453363
2.82,659.2202778031484,45.78543465883655,68.59315820110004,156.66067836183814
2.83,656.0919990289996,45.65130630566472,68.078255137564,156.52000684695466
2.84,652.9950544914868,45.51854189371792,67.56976491573741,156.379515268767
2.85,649.9289936103273,45.38712145562466,67.06759857029594,156.23919435741297
2.86,646.8933718537518,45.257025177812196,66.57166863249321,156.09903506266872
2.87,643.8877506435596,45.1282334021192,66.08188905317758,155.95902856318546
2.88,640.9116973187865,45.00072662726037,65.59817520799584,155.819166247196
2.89,637.964785107729,44.87448551088422,65.12044388815907,155.6794397016711
2.9,635.0465929829212,44.749490868431586,64.64861324738028,155.53984070586287
2.91,632.1567058649616,44.625723681832575,64.18260281698625,155.4003612434108
2.92,629.2947143994895,44.503165096835886,63.72233341820028,155.26099350080125
2.93,626.4602149473659,44.38179642478229,63.26772718007387,155.12172984853714
2.94,623.6528095270195,44.26159914372109,62.81870751527885,154.98256283534772
2.95,620.872105769952,44.14255489966365,62.37519908994124,154.84348518776918
2.96,618.1177169077394,44.02464550937963,61.93712778358202,154.7044898185269
2.97,615.3892616747708,43.907852959837506,61.50442066895883,154.5655698148203
2.98,612.6863642832184,43.79215940972023,61.07700601005813,154.426718428434
2.99,610.0086543330169,43.67754718903201,60.65481322947897,154.28792907197987
3.0,607.3557668652171,43.56399880344603,60.23777289410984,154.14919532544872
3.0100000000000002,604.7273422200577,43.451496932460095,59.82581666571673,154.010510933884
3.02,602.1230260210691,43.34002443080574,59.4188773101303,153.871869794867
3.0300000000000002,599.5424691028434,43.22956432839566,59.01688867342422,153.73326595433144
3.04,596.9853275087078,43.120099832550686,58.61978566354215,153.59469360896807
3.0500000000000003,594.451262390616,43.01161432723739,58.227504205476805,153.4561471087476
3.06,591.9399399723774,42.904091373653216,57.839981244393634,153.31762094571187
3.0700000000000003,589.4510314924183,42.797514710372226,57.457154729954475,153.17910974913514
3.08,586.9842131707506,42.69186825428481,57.078963596473805,153.04060828588302
3.09,584.5391661495986,42.58713610090938,56.705347728670674,152.9021114642618
3.1,582.115576430533,42.483302523965584,56.33624795546037,152.76361432498817
3.11,579.713134825201,42.3803519755261,55.97160603951792,152.6251120359499
3.12,577.3315369115702,42.27826908636354,55.61136465823778,152.48659989185776
3.13,574.9704829869319,42.17703866642553,55.25546737523007,152.34807331788465
3.14,572.6296779975379,42.07664570395627,54.90385863090661,152.2095278622102
3.15,570.308831490959,41.97707536548908,54.556483733840594,152.0709591910367
3.16,568.0076575722821,41.878312996000915,54.21328884343969,151.93236308825897
3.17,565.7258748538759,41.78034411901403,53.87422094396449,151.79373545840133
3.18,563.4632063894068,41.683154435666914,53.539227836388534,151.6550723199365
3.19,561.2193796232394,41.58672982440704,53.20825812914541,151.51636980101608
3.2,558.9941263527395,41.49105634121882,52.88126122271868,151.37762413962523
3.21,556.7871826668281,41.39612021903565,52.55818728483069,151.23883168547178
3.22,554.5982888905351,41.30190786701399,52.238987245640295,151.09998889366938
3.23,552.4271895285616,41.208405869815145,51.92361278648844,150.96109232141683
3.24,550.2736332374145,41.11560098810497,51.61201632620085,150.8221386289937
3.25,548.1373727503866,41.023480157135076,51.304150998088815,150.6831245800239
3.2600000000000002,546.0181648357733,40.93203048640855,50.99997064836972,150.54404703574738
3.27,543.915770238071,40.84123925869021,50.699429823216995,150.4049029528041
3.2800000000000002,541.8299536476977,40.75109393030338,50.402483753914275,150.2656893849577
3.29,539.7604836225722,40.661582129247456,50.10908833950742,150.12640348104406
3.3000000000000003,537.7071325489073,40.57269165484984,49.81920014405966,149.9870424805351
3.31,535.6696765904935,40.484410476955674,49.532776384021815,149.84760371252005
3.3200000000000003,533.6478956470092,40.39672673559915,49.24977491184612,149.7080845973553
3.33,531.6415732906979,40.30962873950315,48.97015420697476,149.56848264290338
3.34,529.6504967177066,40.22310496519616,48.69387336870593,149.42879544153823
3.35,527.6744567122144,40.13714405674785,48.4208921046774,149.28902067052468
3.36,525.7132475931783,40.051734824733224,48.15117071585453,149.14915609224906
3.37,523.7666671639339,39.96686624512412,47.88467009232315,149.00919955000285
3.38,521.8345166486499,39.88252745756939,47.62135170089258,148.8691489662593
3.39,519.9166006647313,39.79870776542685,47.36117757375718,148.72900234409894
3.4,518.0127271599416,39.71539663399879,47.10411029833097,148.58875776467883
3.41,516.1227073676639,39.632583689561905,46.85011301179476,148.44841338447534
3.42,514.2463557686925,39.55025871874019,46.59914939097167,148.30796743535134
3.43,512.3834900516063,39.468411667838815,46.351183641270474,148.16741822491477
3.44,510.53393105091027,39.38703264091305,46.10618049007784,148.02676413280895
3.45,508.697502693351,39.306111898233695,45.86410517674152,147.8860036094173
3.46,506.87403196646915,39.225639855900596,45.62492344233459,147.74513517686515
3.47,505.06334886416704,39.14560708419436,45.38860152207412,147.60415742665361
3.48,503.2652863455362,39.06600430655593,45.15510613993709,147.46306901766417
3.49,501.4796803181829,38.98682239987047,44.924404502411946,147.3218686769665
3.5,499.706369548828,38.90805239093299,44.69646428220293,147.18055519813768
3.5100000000000002,497.94519563149964,38.82968545579236,44.4712536158758,147.03912743896754
3.52,496.1960029502649,38.75171291883061,44.24874109616778,146.89758432107647
3.5300000000000002,494.4586386410643,38.67412625181353,44.02889576249453,146.75592483026622
3.54,492.7329525614065,38.596917073273026,43.81168709878609,146.61414801440122
3.5500000000000003,491.0187972123887,38.5200771452926,43.59708502070483,146.47225298152065
3.56,489.31602771417613,38.443598373176805,43.38505986849086,146.33023890057999
3.5700000000000003,487.62450176145927,38.36747280396972,43.175582401212175,146.18810499968197
3.58,485.94407960599307,38.29169262644417,42.968623795180605,146.045850565081
3.59,484.27462399244547,38.21625016851239,42.76415563106392,145.90347494080046
3.6,482.6160001086293,38.1411378953634,42.56214988599047,145.76097752741396
3.61,480.9680755550952,38.066348408626446,42.36257893063229,145.6183577804963
3.62,479.33072033537735,37.991874446738755,42.16541552610524,145.47561521116086
3.63,477.70380678103146,37.91770888158036,41.97063281101558,145.3327493847678
3.64,476.0872095107204,37.8438447169523,41.77820429717377,145.1897599190555
3.65,474.48080540745224,37.77027508810588,41.588103865172485,145.0466464840947
3.66,472.88447360080994,37.69699326158482,41.40030576027223,144.90340880259353
3.67,471.298095388238,37.62399263142647,41.2147845819641,144.76004664721316
3.68,469.7215542100069,37.551266718473336,41.031515279760185,144.6165598402659
3.69,468.1547356350144,37.47880917035096,40.850473149596745,144.47294825418982
3.7,466.59752731348476,37.406613759426044,40.671633828296336,144.32921180973838
3.71,465.04981892003633,37.33467438014442,40.49497328458752,144.18535047478616
3.72,463.51150213977,37.26298504894898,40.32046781566317,144.04136426480648
3.73,461.98247064907747,37.19153990385959,40.14809404599677,143.8972532418684
3.74,460.46262004167033,37.120333200673876,39.977828915842295,143.75301751294546
3.75,458.95184781304715,37.04935931272162,39.80964967770151,143.6086572303143
3.7600000000000002,457.45005335085665,36.97861273097615,39.643533896524794,143.4641725908974
3.77,455.95713786315883,36.90808806027567,39.479459438704794,143.31956383457208
3.7800000000000002,454.473004357379,36.83778001867599,39.31740446782131,143.17483124438542
