t,V,n,R,a,C1,C2,C_G1,C3,C_G2,C4,C_G3
0.12,-64.21444416159682,0.013979818104886292,0.0015537718555858175,0.99999878611718,0.9892399187647114,0.010389862212539232,0.000327834188294732,4.091904739462359e-05,1.3910473712545625e-06,7.165192295414885e-08,3.0406730321848165e-09
0.13,-64.14774328136292,0.015146449698943085,0.0016633096380350885,0.9999988667547289,0.9884062341854105,0.011186979845721087,0.0003576308850678657,4.747952758094014e-05,1.5822309771683532e-06,8.958339033731547e-08,3.678424032041726e-09
0.14,-64.08082991701681,0.016313427543267728,0.0017701277393895752,0.9999989361361662,0.9875812867330248,0.011974949124793867,0.0003874207561032143,5.4449700556983084e-05,1.7791675259358112e-06,1.1005667573663838e-07,4.377853196613658e-09
0.15,-64.01369904906676,0.017480772528639898,0.0018742931564785525,0.9999989947408807,0.9867648158036404,0.012754043320005652,0.0004172044417127149,6.181679035696262e-05,1.981215703518612e-06,1.3318268919743257e-07,5.138239666513925e-09
0.16,-63.946345547479524,0.01864850593425361,0.0019758715613915844,0.9999990500223411,0.9859565654080342,0.013524530479390642,0.00044698250632159577,6.956863456957334e-05,2.187810259764833e-06,1.5906615161189874e-07,5.958832921023743e-09
0.17,-63.87876416961204,0.01981664942931487,0.0020749271287493934,0.9999990838034417,0.985156284754426,0.01428667280404694,0.0004767554389413104,7.769372662164846e-05,2.3984613891248162e-06,1.87805417444463e-07,6.838863568557201e-09
0.18,-63.81094956143613,0.020985225064629354,0.002171522509257686,0.999999133497603,0.9843637283203995,0.015040726590570333,0.0005065236626013612,8.618120062593846e-05,2.6127455216117414e-06,2.1949302391106562e-07,7.777570260500644e-09
0.19,-63.74289625869848,0.022154255263728984,0.002265718811455326,0.9999991711832867,0.9835786558775763,0.015786942220348654,0.0005362875407637336,9.502081724219835e-05,2.830298669314618e-06,2.542160897556052e-07,8.774211724771888e-09
0.2,-63.67459868558802,0.023323762825624695,0.0023575756260454032,0.9999992052959954,0.9828008323750064,0.016525564301643498,0.000566047385776559,0.00010420293756692055,3.0508079712781913e-06,2.920569385095351e-07,9.828084144381521e-09
0.21,-63.60605115098885,0.024493770935806774,0.0024471510482658603,0.9999992317751375,0.9820300278181223,0.017256831809820804,0.0005958034648439517,0.00011371850350149318,3.274005669827079e-06,3.3309359057597253e-07,1.0938530426905396e-08
0.22,-63.53724779368122,0.025664303348694305,0.0025345011123151574,0.9999992576458465,0.9812660191098828,0.017980976042656003,0.0006255559907206429,0.00012355924211320354,3.499678521948017e-06,3.773988164427763e-07,1.2104969960050628e-08
0.23,-63.468182743626606,0.026835383846661627,0.0026196818052013735,0.9999992831583219,0.9805085832715306,0.018698228167235213,0.0006553051773974927,0.00013371689277956304,3.72761201566559e-06,4.250455098919674e-07,1.3326826367447953e-08
0.24,-63.39884993620984,0.02800703685963504,0.0027027468794633383,0.9999993047829414,0.9797575047199883,0.019408811120554446,0.0006850511849551728,0.0001441840343870362,3.957645544493747e-06,4.7610137544342524e-07,1.4603611300398992e-08
0.25,-63.32924314930707,0.029179287336172723,0.002783748507359992,0.9999993253360704,0.9790125729652518,0.02011294217560141,0.0007147941438959268,0.00015495381943477055,4.189648051307714e-06,5.306313922838238e-07,1.5934908091780136e-08
0.26,-63.25935613469904,0.03035216030972925,0.002862738645078039,0.9999993447024451,0.9782735781871967,0.020810837861114855,0.0007445341821466587,0.0001660194749774566,4.423491034070312e-06,5.887003610325024e-07,1.7320311219299423e-08
0.27,-63.18918242855071,0.031525681523175426,0.0029397671145016406,0.9999993609638477,0.9775403174337,0.021502707068208345,0.0007742713880034436,0.00017737500124051218,4.65908555741977e-06,6.503694960855394e-07,1.8759511782366717e-08
0.28,-63.118715433615236,0.03269987715068159,0.0030148826574638334,0.9999993770057153,0.9768125910727853,0.022188754996432105,0.0008040058369094106,0.00018901477066698242,4.896355525093129e-06,7.156991643308155e-07,2.025225556179051e-08
0.29,-63.0479484685045,0.03387477364199964,0.0030881332281131263,0.9999993944685969,0.9760902019814096,0.022869184055357074,0.0008337375908491332,0.0002009334378869878,5.135238268551388e-06,7.847485835689471e-07,2.1798325070753524e-08
0.3,-62.976874635162275,0.03505039814451795,0.0031595651820651833,0.9999994063775983,0.9753729578711345,0.02354419127916161,0.0008634666959856284,0.00021312619895195762,5.375686805051745e-06,8.57576380220555e-07,2.339758791022886e-08
0.31,-62.9054868351987,0.03622677846108871,0.0032292230151427523,0.9999994117936352,0.9746606723643337,0.024213967128630994,0.0008931931669568569,0.00022558891510794836,5.61768565448256e-06,9.342384972316827e-07,2.504999726036662e-08
0.32,-62.8337778710918,0.03740394270106209,0.003297150959836157,0.9999994223376387,0.9739531595378345,0.024878701558155185,0.0009229170294465348,0.00023831749740312687,5.861208288709766e-06,1.0147929916944079e-06,2.6755528753101685e-08
0.33,-62.761740332955384,0.03858191966141907,0.003363391506583171,0.9999994381519591,0.9732502388866522,0.025538578493711817,0.0009526382836323504,0.00025130846878416193,6.106253622234179e-06,1.0992962159907138e-06,2.8514243880516674e-08
0.34,-62.689366695802704,0.039760738496039,0.003427986752513379,0.9999994563647289,0.9725517307877529,0.026193780874673504,0.0009823569359835276,0.0002645584549941543,6.3528142907436716e-06,1.1878063331884755e-06,3.032623253424174e-08
0.35000000000000003,-62.61664923570964,0.04094042898929767,0.0034909775115950143,0.9999994720384782,0.9718574593900785,0.026844487433936248,0.0010120729792917626,0.0002780645164612806,6.600896433776136e-06,1.2803814204097801e-06,3.219165078441083e-08
0.36,-62.543580071907535,0.0421210214192428,0.003552403749147863,0.9999994767784345,0.9711672512114449,0.027490874261539008,0.0010417864022840835,0.00029182398678801044,6.85051019737991e-06,1.377080365702392e-06,3.411070260763075e-08
0.37,-62.47015109415523,0.04330254677262731,0.0036123043313831893,0.9999994830066334,0.9704809357285349,0.02813311412536734,0.001071497185603239,0.00030583456160417283,7.101673754775422e-06,1.4779632989007708e-06,3.608365325161462e-08
0.38,-62.39635405865913,0.044485036466283344,0.003670717226794403,0.999999489023599,0.9697983450728827,0.028771376844288748,0.0011012053038965768,0.00032009423057960645,7.354411192516674e-06,1.5830905051360372e-06,3.8110816411589684e-08
0.39,-62.32218045571088,0.045668522722094713,0.003727679411822724,0.999999494988446,0.9691193138012666,0.029405829486910087,0.0011309107268721026,0.0003346013060250482,7.608751542759811e-06,1.6925245588368008e-06,4.019256730218514e-08
0.4,-62.24762161820259,0.04685303826316298,0.0037832268825567627,0.9999995032282873,0.9684436793138314,0.0300366359561175,0.001160613417061098,0.0003493544223219027,7.864730917163553e-06,1.806328356833005e-06,4.2329333374095064e-08
0.41000000000000003,-62.172668627340514,0.04803861656800129,0.003837394811108587,0.9999995115439726,0.967771280912821,0.030663957983847877,0.0011903133346296399,0.0003643524801560229,8.122387727497955e-06,1.924567332177085e-06,4.4521598331274385e-08
0.42,-62.09731235780793,0.0492252917519263,0.0038902174171845955,0.9999995173224142,0.9671019604393118,0.03128795445078388,0.0012200104341678628,0.00037959469130967137,8.381765905621875e-06,2.0473082317881004e-06,4.676990155009691e-08
0.43,-62.02154344987139,0.050413098635212615,0.003941728098913842,0.9999995224458055,0.9664355617103336,0.031908781990161686,0.0012497046669751161,0.0003950805369045511,8.642912614367441e-06,2.1746199447982276e-06,4.90748372051141e-08
0.44,-61.94535229577703,0.051602072779973376,0.003991959460116349,0.9999995303069422,0.9657719303645667,0.03252659515212927,0.0012793959819666198,0.0004108097569956138,8.905877337424044e-06,2.3065738554178394e-06,5.143705471661572e-08
0.45,-61.86872905997456,0.05279225043742293,0.004040943217481172,0.9999995389055227,0.9651109142775397,0.033141545955011266,0.0013090843232255911,0.0004267823848579474,9.170714290738689e-06,2.4432431310631205e-06,5.385725962011525e-08
0.46,-61.79166361914203,0.053983668697800365,0.004088710419528695,0.9999995424253272,0.964452362569001,0.033753784944931225,0.0013387696338216435,0.00044299867842776145,9.43747857406714e-06,2.5847043104380246e-06,5.633621339353529e-08
0.47000000000000003,-61.71414562259895,0.05517636534004511,0.0041352912212439434,0.9999995415625805,0.9637961266164318,0.034363460114229596,0.0013684518522486878,0.00045945918984445207,9.706229849630694e-06,2.731035721506595e-06,5.8874733832519025e-08
0.48,-61.63616438534297,0.05637037909604712,0.0041807151770078006,0.9999995442444656,0.9631420586602236,0.03497071837182868,0.0013981309158594883,0.00047616468767647463,9.97702886582181e-06,2.8823197369912474e-06,6.147369841504384e-08
0.49,-61.557709030904086,0.057565749298507135,0.004225010906271998,0.9999995510317492,0.9624900134535802,0.035575703816112525,0.0014278067576909948,0.0004931162369553087,1.0249940574806146e-05,3.0386400415340584e-06,6.413403764186547e-08
0.5,-61.47876825497874,0.0587625164591203,0.004268206562563084,0.9999995578901497,0.9618398458611299,0.036178560228682356,0.0014574793097636414,0.0005103151025960313,1.0525030882552761e-05,3.20008574809503e-06,6.685675056973679e-08
0.51,-61.39933057863403,0.059960721651319576,0.00431032936346969,0.9999995664306548,0.9611914133032897,0.03677942854471681,0.0014871485002827807,0.0005277628389881296,1.0802369437307292e-05,3.366747143383982e-06,6.964288627678851e-08
0.52,-61.31938412302802,0.0611604070549742,0.004351405981730699,0.9999995736982054,0.9605445736937639,0.037378448979385664,0.0015168142556048032,0.0005454612224463679,1.1082027601668977e-05,3.538719339633908e-06,7.249356231245853e-08
0.53,-61.238916675192634,0.06236161579781508,0.00439146243335199,0.9999995748928172,0.959899186032018,0.0379757604177549,0.0015464764997045577,0.0005634122698752951,1.136407901052184e-05,3.716101219827149e-06,7.540995912906119e-08
0.54,-61.15791574531111,0.06356439181753856,0.004430523977745804,0.9999995696243137,0.9592551109256761,0.03857149987607651,0.0015761351537266345,0.000581618255956364,1.1648600091019454e-05,3.898994504085536e-06,7.839331505463309e-08
0.55,-61.076368354152244,0.0647687803663386,0.004468615429057059,0.9999995722006843,0.9586122088740446,0.039165804253112925,0.001605790137024974,0.000600081675134492,1.1935668994487491e-05,4.0875068961531925e-06,8.144494683286528e-08
0.56,-60.994261312058036,0.06597482735144845,0.004505760769945869,0.9999995854694351,0.9579703424369994,0.03975880812521801,0.0016354413660347534,0.0006188052817745254,1.2225366672775217e-05,4.281748073950554e-06,8.456622195344665e-08
0.5700000000000001,-60.91158087034184,0.06718258014698905,0.00454198359409825,0.9999995946380477,0.9573293737090102,0.040350646300484065,0.001665088754974782,0.0006377920571157196,1.2517776133362038e-05,4.481834524404952e-06,8.77585961388627e-08
0.58,-60.828313009747184,0.06839208692836289,0.0045773067580942624,0.9999995958345433,0.9566891663231984,0.040941451798905244,0.0016947322156120434,0.0006570452289359126,1.2812982784045656e-05,4.687885617645454e-06,9.102358085551977e-08
0.59,-60.74444323591669,0.06960339713927094,0.004611752602636833,0.9999995919577465,0.9560495841311083,0.04153135717404064,0.0017243716571372597,0.000676568267453901,1.311107449282916e-05,4.900026285767233e-06,9.436276729675439e-08
0.6,-60.65995656607167,0.07081656152200301,0.004645342966168726,0.9999995932578177,0.9554104911196808,0.04212049459583885,0.0017540069861492185,0.0006963648853589596,1.3412141600632744e-05,5.118387194064558e-06,9.777782796583509e-08
0.61,-60.57483769251725,0.07203163174556085,0.004678099019433919,0.999999598969944,0.9547717524248247,0.04270899484031572,0.0017836381068707422,0.0007164390366690309,1.3716276730429867e-05,5.343102649297658e-06,1.0127049724152247e-07
0.62,-60.48907062433134,0.07324866120973914,0.004710041579186092,0.9999996018039181,0.9541332323005893,0.043296989296443086,0.001813264920276254,0.0007367949362246852,1.4023575601218847e-05,5.574315014034199e-06,1.0484261566392021e-07
0.63,-60.40263910812034,0.07446770410609188,0.004741190762483137,0.9999996030450042,0.9534947964152095,0.043884607705964494,0.0018428873252986553,0.0007574370289651801,1.4334135894823957e-05,5.81216960045253e-06,1.0849607712619341e-07
0.64,-60.31552616389804,0.07568881644272887,0.004771566331638938,0.9999996049788143,0.9528563094632437,0.044471980499891164,0.0018725052173046894,0.0007783700357136285,1.4648058714101333e-05,6.056820201432666e-06,1.1223288892836909e-07
0.65,-60.227714391130995,0.07691205537299908,0.004801187480649799,0.9999996087802253,0.9522176366846424,0.045059237317758606,0.001902118489165474,0.0007995989185034751,1.4965447548550213e-05,6.308425480016647e-06,1.1605513144449452e-07
0.66,-60.13918581968846,0.07813747951685567,0.004830072923463166,0.999999613462392,0.9515786431893467,0.04564650765969313,0.0019317270306437877,0.0008211289022047891,1.5286408842873245e-05,6.567150684426326e-06,1.1996497835490302e-07
0.67,-60.04992175650617,0.07936514929241258,0.0048582409873954,0.9999996156084731,0.9509391932517144,0.04623392156873569,0.0019613307277796923,0.0008429654960023842,1.561105257196474e-05,6.833169419674936e-06,1.23964717373721e-07
0.68,-59.95990312809873,0.08059512617911813,0.004885709415160983,0.9999996146550937,0.9502991518424792,0.046821608153950554,0.0019909294643401473,0.0008651144422206351,1.593949091408635e-05,7.106659720411605e-06,1.2805670357116824e-07
0.6900000000000001,-59.86910988201676,0.08182747398818603,0.004912495669403505,0.999999616326409,0.9496583821212393,0.04740969799030833,0.002020523119257242,0.0008875818171634931,1.6271840693104874e-05,7.387810804569964e-06,1.3224344187913742e-07
0.7000000000000001,-59.77752163697406,0.08306225749113534,0.004938616622015441,0.9999996212141548,0.9490167480778554,0.04799832059968459,0.002050111569411029,0.0009103739160967346,1.6608220667855195e-05,7.676815790204067e-06,1.3652749704739988e-07
0.71,-59.68511704853715,0.0842995437444513,0.004964088829202953,0.9999996255273472,0.9483741120707271,0.048587606786179884,0.0020796946867830705,0.0009334973725808752,1.6948754248912768e-05,7.973878731084396e-06,1.40911582457307e-07
0.72,-59.59187411470398,0.0855394014552309,0.004988928406681074,0.9999996250182205,0.9477303359809797,0.049177687544700276,0.0021092723398726657,0.0009569590990655917,1.7293568170583886e-05,8.27921124643591e-06,1.4539851704732628e-07
0.73,-59.497770145727,0.0867819010384951,0.005013151032823762,0.999999621107404,0.9470852811369036,0.04976869412825099,0.002138844393593967,0.000980766294799175,1.764279263293712e-05,8.593032831328473e-06,1.4999122968677976e-07
0.74,-59.40278136696938,0.08802711542815186,0.0050367720866092815,0.9999996240180026,0.9464388069150097,0.050360759359713764,0.0021684107074631666,0.0010049265286206919,1.7996563065786052e-05,8.915575177245124e-06,1.5469281564736837e-07
0.75,-59.30688355725915,0.08927511878200681,0.005059806440414855,0.9999996358601092,0.9457907729277686,0.05095401558747739,0.002197971138441612,0.0010294476026737383,1.8355017277490138e-05,9.247075262824454e-06,1.5950644567288977e-07
0.76,-59.210051064875685,0.09052598845155602,0.005082268741153016,0.999999638572644,0.9451410358164261,0.05154859766459937,0.002227525536201908,0.0010543377699151837,1.871829989138426e-05,9.58778590821487e-06,1.6443550781045993e-07
0.77,-59.11225781729064,0.0917798029736304,0.005104173140108085,0.9999996296527321,0.9444894524625963,0.052144639974443296,0.0022570737481932544,0.0010796055074397792,1.9086557773587276e-05,9.93796499101783e-06,1.694834609833694e-07
0.78,-59.013476526871706,0.09303664363877516,0.005125533489498288,0.9999996154398482,0.9438358775299833,0.0527422786994525,0.002286615615856481,0.0011052596975336681,1.945994362122007e-05,1.029788388691179e-05,1.7465394992206487e-07
0.79,-58.913678782130155,0.0942965943092855,0.0051463633174159435,0.9999996175424951,0.9431801637572964,0.05334165154955191,0.002316150975111131,0.001131309607285303,1.9838615547455352e-05,1.0667826493283985e-05,1.799507918642919e-07
0.8,-58.81283513240657,0.09555974123282643,0.005166675799669729,0.9999996306314476,0.9425221622694346,0.053942897470831336,0.002345679656192047,0.0011577648701399574,2.022273673479182e-05,1.1048088335250983e-05,1.8537796767372156e-07
0.81,-58.71091498221599,0.0968261732602344,0.005186483788026103,0.9999996493581913,0.94186172223142,0.054546156966250765,0.002375201483496447,0.0011846355098192594,2.0612475890610534e-05,1.1438977680103113e-05,1.9093963520327575e-07
0.8200000000000001,-58.60788642710606,0.0980959821540509,0.005205799822481475,0.9999996604130247,0.941198690460041,0.05515157244196295,0.00240471627539003,0.001211931980287934,2.1008007878925647e-05,1.1840817128406719e-05,1.966401479016448e-07
0.8300000000000001,-58.503716451353085,0.09936926221221203,0.005224636110561478,0.9999996465724672,0.9405329119183227,0.0557592877629621,0.002434223844494443,0.0012396651181190565,2.140951294140776e-05,1.2253941668648759e-05,2.0248403170932607e-07
0.84,-58.39837051496946,0.10064611102414243,0.005243004575532118,0.9999996377471441,0.9398642286890913,0.05636944917443029,0.0024637239958671987,0.0012678462432300058,2.1817178524151162e-05,1.2678702912534012e-05,2.0847604554972046e-07
0.85,-58.291812770125425,0.10192662908138288,0.005260916829766917,0.9999996433559971,0.9391924805157678,0.05698220481700761,0.002493216528119963,0.0012964871050737976,2.223119825220189e-05,1.3115466810293681e-05,2.1462114599656115e-07
0.86,-58.18400576538513,0.10321092031946828,0.005278384207531362,0.9999996448616655,0.9385175040789958,0.05759770537631935,0.002522701232002653,0.0013255999535879126,2.265177318822929e-05,1.3564616627647202e-05,2.2092452851118916e-07
0.87,-58.074910440644324,0.10449909210319712,0.00529541776117937,0.9999996470581146,0.9378391330181389,0.05821610405865665,0.0025521778904244222,0.0013551975417669365,2.3079111932365897e-05,1.4026553066059277e-05,2.2739163465513011e-07
0.88,-57.96448613948028,0.10579125521450206,0.005312028260741911,0.9999996471571647,0.9371571979510068,0.05883755657528256,0.00258164627849804,0.0013852931218683185,2.3513430519552483e-05,1.4501694090313303e-05,2.3402814651783683e-07
0.89,-57.852690325082314,0.10708752434346092,0.0053282262162587385,0.9999996482303828,0.9364715258391768,0.05946222170548095,0.00261110616229662,0.0014159005141030276,2.3954953655369254e-05,1.4990477797572763e-05,2.408400306190108e-07
0.9,-57.73947857558071,0.10838801809257582,0.005344021874746284,0.9999996491601868,0.9357819399963505,0.060090261287988465,0.0026405572988523014,0.001447034106886059,2.4403914687827884e-05,1.5493362409499382e-05,2.4783353600734783e-07
0.91,-57.624804513266724,0.1096928590975217,0.0053594252255134665,0.9999996499387749,0.935088259932787,0.060721840358793314,0.002669999435847986,0.0014787088738718562,2.486055591501653e-05,1.6010826985826977e-05,2.5501520541401095e-07
0.92,-57.50861949538642,0.1110021745503951,0.005374446017434359,0.9999996510019005,0.9343903007066973,0.061357127723899986,0.0026994323103035596,0.0015109404467685502,2.5325129834902075e-05,1.6543374436811086e-05,2.623919185152703e-07
0.93,-57.390872789926895,0.1123160958983023,0.005389093746578287,0.9999996522642247,0.9336878733065388,0.06199629562077787,0.00272885564933684,0.0015437450733535958,2.579789841666056e-05,1.709152977670115e-05,2.6997086681124903e-07
0.9400000000000001,-57.27151113828548,0.1136347595822524,0.005403377679991678,0.9999996531451145,0.9329807837368634,0.06263952052537745,0.002758269168308891,0.001577139720331754,2.62791348680886e-05,1.7655844377542038e-05,2.7775961500871195e-07
0.9500000000000001,-57.150478707231464,0.11495830708331482,0.0054173068539455325,0.9999996540243292,0.9322688329734392,0.06328698318717747,0.0027876725706631965,0.0016111420827222673,2.676912379496277e-05,1.823689640050883e-05,2.8576610949272967e-07
0.96,-57.02771712573948,0.11628688488058671,0.005430890074053416,0.9999996552396058,0.931551817009521,0.06393886859090422,0.0028170655480591234,0.0016457705762203967,2.726816106997825e-05,1.8835290452350033e-05,2.9399867202964384e-07
0.97,-56.90316469673876,0.11762064571674231,0.005444135941079379,0.9999996558184625,0.9308295253416095,0.06459536728329493,0.0028464477771576045,0.0016810445171523327,2.7776556906795015e-05,1.945166504754876e-05,3.0246611083397456e-07
0.98,-56.77675719385707,0.11895974730809038,0.005457052823475327,0.9999996556738218,0.9301017425175793,0.06525667401535255,0.0028758189228930827,0.0017169839397162777,2.8294632732506326e-05,2.008668504267321e-05,3.1117760823060617e-07
0.99,-56.648426438369825,0.1203043546042757,0.0054696489014655165,0.9999996572387135,0.9293682454430557,0.06592299010021889,0.002905178632747772,0.0017536099182245744,2.8822726664362027e-05,2.0741055032579625e-05,3.201429194803949e-07
1.0,-56.518101343652695,0.12165463812425648,0.005481932133889877,0.9999996597224377,0.9286288053672354,0.06659452167444718,0.0029345265409572298,0.0017909443299529114,2.9361189480764872e-05,2.1415509496931777e-05,3.2937222685325924e-07
1.01,-56.38570654768834,0.12301077608620745,0.005493910295001431,0.9999996580251174,0.9278831853633897,0.06727148189917158,0.002963862263104499,0.0018290101606159423,2.991038978640879e-05,2.2110825546088413e-05,3.388763292157372e-07
1.02,-56.251163051209666,0.12437295340294381,0.005505590955497453,0.9999996544023804,0.9271311415224104,0.06795408991650648,0.002993185398683205,0.0018678313604532882,3.0470711577501645e-05,2.2827816924487123e-05,3.486665532117346e-07
1.03,-56.114387106834315,0.12574136337059183,0.005516981506443883,0.9999996637207167,0.92637242097463,0.06864257257386461,0.003022495526809544,0.0019074330877920402,3.104255834457839e-05,2.3567344215671886e-05,3.5875490605199894e-07
1.04,-55.97529037059949,0.1271162074399267,0.005528089157233042,0.9999996820426099,0.925606762155409,0.06933716419333548,0.0030517922067685222,0.00194784167554477,3.162635250239627e-05,2.4330313441513822e-05,3.6915405379228506e-07
1.05,-55.83377943250511,0.1284976958496379,0.005538920935408901,0.9999996640069024,0.9248338940996058,0.07003810718031658,0.003081074976366533,0.001989084724136012,3.222253691719601e-05,2.5117680043122773e-05,3.798773818169912e-07
1.06,-55.68975550024015,0.12988604811755264,0.005549483694672708,0.9999996620135934,0.9240535358670023,0.07074565252696265,0.0031103433511574926,0.0020311911694913,3.283157591921654e-05,2.593045170976565e-05,3.9093902814550443e-07
1.07,-55.54311398054998,0.13128149358309626,0.005559784111646543,0.9999996626011498,0.923265395938216,0.07146006032849113,0.003139596822428324,0.002074191367499183,3.3453956878817115e-05,2.676969202086613e-05,4.0235395355098476e-07
1.08,-55.39374391299035,0.1326842722515041,0.005569828700686726,0.9999996633567125,0.9224691712230368,0.07218160065050834,0.0031688348553911864,0.002118117213095699,3.409019211188499e-05,2.7636525469656056e-05,4.141380091019574e-07
1.09,-55.241527699093446,0.13409463507364838,0.005579623818455255,0.9999996639248973,0.9216645467385796,0.07291055380571734,0.0031980568884001953,0.0021630021833810758,3.4740819592434525e-05,2.8532139495559168e-05,4.2630796933002617e-07
1.1,-55.0863406252937,0.1355128445672061,0.005589175668783625,0.9999996645103945,0.9208511948984364,0.07364721096817035,0.003227262331337892,0.0022088814301569667,3.5406404486122716e-05,2.9457788507392788e-05,4.3888159461580564e-07
1.11,-54.928049426114455,0.1369391769852113,0.005598490287833914,0.999999665077463,0.9200287731173942,0.07439187624105677,0.003256450560274467,0.002255792094395312,3.608754425369661e-05,3.0414806796437208e-05,4.518778218192372e-07
1.12,-54.76651220515467,0.13837392222781922,0.0056075735626910615,0.9999996656180147,0.9191969238685431,0.07514486661306323,0.0032856209177071325,0.002303773292864516,3.678486842008613e-05,3.1404608429767695e-05,4.653167627033719e-07
1.1300000000000001,-54.60157769288678,0.13981738472622293,0.005616431240227008,0.9999996661432226,0.9183552736725352,0.07590651283235932,0.0033147727103306434,0.002352866248986427,3.749904069559628e-05,3.242869308874859e-05,4.792197933935922e-07
1.1400000000000001,-54.43308463720992,0.14126988426276713,0.005625068925649782,0.9999996666594451,0.9175034321824138,0.07667716019596811,0.0033439052069871985,0.0024031144134571297,3.823076092979574e-05,3.3488651200848354e-05,4.936096320260718e-07
1.1500000000000001,-54.26086048472802,0.14273175767730714,0.005633492083397975,0.9999996671583666,0.9166409902710427,0.07745717019949806,0.0033730176344023105,0.0024545637161235874,3.898076917479163e-05,3.4586174796998135e-05,5.08510503270301e-07
1.16,-54.08472069387301,0.14420335967783146,0.0056417060414402235,0.9999996676427648,0.9157675191161029,0.07824692132811654,0.0034021091752170535,0.0025072626846913185,3.974984755980067e-05,3.572306277799093e-05,5.239482164923552e-07
1.17,-53.90446709122974,0.145685064851659,0.0056497159948345485,0.9999996681138814,0.9148825679401879,0.07904681100233923,0.0034311789629201572,0.002561262745527088,4.053882511585624e-05,3.690123409207838e-05,5.399503681799758e-07
1.18,-53.71988671258269,0.14717726902265074,0.005657527010080249,0.9999996685733576,0.9139856624855053,0.07985725689512532,0.003460226078563075,0.0026166184229462785,4.134858090418535e-05,3.8122736558101815e-05,5.565464730573764e-07
1.19,-53.530750521300675,0.1486803907589181,0.005665144028153041,0.9999996690202693,0.9130763033246041,0.08067869839221055,0.003489249547179031,0.002673387558392583,4.21800474279174e-05,3.9389756522386374e-05,5.737681048610955e-07
1.2,-53.33681176040529,0.15019487326684444,0.005672571867357566,0.9999996694526452,0.9121539637361574,0.08151159842171012,0.003518248333148956,0.002731631592417708,4.3034215042311095e-05,4.070463136064203e-05,5.916490845068774e-07
1.21,-53.13780407311611,0.1517211865137534,0.005679815226272201,0.9999996698728671,0.9112180873246362,0.082356445503428,0.0035472213350248795,0.00279141588145314,4.391213687943659e-05,4.206986357025029e-05,6.10225692829574e-07
1.22,-52.93343939904759,0.15325982956510614,0.005686878686732156,0.9999996702850308,0.9102680853997235,0.0832137560055603,0.003576167379891464,0.0028528100459926653,4.48149342122548e-05,4.348813630026457e-05,6.295369026469399e-07
