t,r_B,xc,xb,xy,x_no,x_pge,x_opg,xr,x_kl
0.33,0.9855059870379002,0.0042469037258835995,0.0007096911432255472,0.007299769372552879,4.784576227082043,0.2869131376281376,33.41098923191865,0.0008412749264591811,15.768823653572518
0.34,0.985191828078305,0.00433375280969212,0.0007089541249235723,0.0072997528836198705,4.787611019768488,0.28709157774927796,34.59439638524048,0.0008443793386403929,15.730797296782056
0.35000000000000003,0.9848713430888364,0.004419701048616716,0.0007082149534112832,0.007299735824314029,4.790710030770032,0.2872739478817989,35.784978836746525,0.0008475204575775641,15.692453298963201
0.36,0.9845446923985303,0.004504748933718502,0.000707473885300379,0.007299718198297768,4.793871882552419,0.28746016460853824,36.9825856870504,0.000850697097738028,15.653815976526603
0.37,0.9842120346734724,0.004588897355428648,0.0007067311605996893,0.0072997000094435415,4.797095211686978,0.28765014535093114,38.187072098973644,0.0008539081240996891,15.614906645384384
0.38,0.9838735268915962,0.004672147580131783,0.0007059870040708428,0.00729968126181632,4.800378668760747,0.2878438083724709,39.39829897291551,0.0008571524492557754,15.575744223542019
0.39,0.983529324320215,0.004754501227986314,0.0007052416264508704,0.007299661959657413,4.8037209184526395,0.28804107278063706,40.61613264124544,0.000860429030730067,15.536345712242472
0.4,0.9831795804956367,0.004835960251637598,0.0007044952255831638,0.0072996421073692344,4.807120639574123,0.2882418585281146,41.840444576603936,0.0008637368684404599,15.496726625747819
0.41000000000000003,0.9828244472058382,0.004916526916432009,0.0007037479874098194,0.007299621709501597,4.810576525027224,0.2884460864133838,43.071111122610326,0.0008670750023954245,15.456901282073881
0.42,0.9824640744728119,0.0049962037804915805,0.0007030000869799419,0.0072996007707378605,4.8140872818167875,0.28865367808125436,44.30801322230637,0.0008704425103655562,15.416883106352651
0.43,0.9820986105413677,0.005074993677979138,0.0007022516891768293,0.007299579295884272,4.817651631015948,0.28886455602177735,45.551036193621755,0.0008738385060361667,15.37668466401793
0.44,0.9817282018657285,0.005152899701197613,0.000701502949560804,0.00729955728985803,4.8212683077513185,0.2890786435694041,46.800069487711276,0.0008772621369725582,15.336317879010258
0.45,0.9813529931007386,0.005229925185004272,0.000700754015008671,0.00729953475767767,4.824936061158276,0.2892958649010511,48.055006481355825,0.0008807125829338282,15.295794041411957
0.46,0.9809731270963197,0.005306073692710974,0.0007000050242570134,0.007299511704454625,4.828653654318865,0.28951614503284906,49.31574429134676,0.0008841890543800812,15.2551238755159
0.47000000000000003,0.9805887448889872,0.00538134900060723,0.0006992561085653486,0.007299488135383442,4.832419864222,0.2897394098181228,50.58218356821596,0.0008876907907719409,15.214317654828243
0.48,0.9801999856977454,0.005455755084578043,0.0006985073922100085,0.007299464055733971,4.83623348170046,0.2899655859439343,51.85422832090536,0.0008912170591727922,15.173385230833087
0.49,0.9798069869223655,0.0055292961078761286,0.0006977589929268374,0.007299439470844312,4.840093311369933,0.2901946009273964,53.13178575767599,0.0008947671529779245,15.132336081960045
0.5,0.9794098841432237,0.005601976409697895,0.0006970110223020444,0.007299414386114459,4.843998171539918,0.29042638311132496,54.41476613806779,0.0008983403907453304,15.091179309500523
0.51,0.9790088111118452,0.0056738004891813834,0.0006962635864417625,0.007299388806996264,4.847946894184449,0.29066086166228117,55.70308256005786,0.0009019361144552766,15.04992375470075
0.52,0.9786038997673442,0.005744773002040443,0.0006955167858850091,0.007299362738993466,4.851938324815465,0.2908979665627905,56.996650925742465,0.0009055536893342872,15.008577873508662
0.53,0.9781952802181982,0.005814898740319033,0.0006947707165201998,0.007299336187648308,4.855971322463429,0.2911376286110856,58.29538966899019,0.0009091925015971876,14.967149905507336
0.54,0.9777830807694582,0.005884182634300113,0.0006940254692252002,0.0072993091585454245,4.860044759505102,0.2913797794108855,59.59921979400791,0.0009128519588812269,14.925647749719554
0.55,0.977367427902016,0.005952629731003773,0.0006932811308252822,0.007299281657297742,4.864157521669608,0.29162435137185205,60.90806458640237,0.0009165314878658292,14.884079081156822
0.56,0.9769484463022889,0.006020245197488068,0.0006925377837184335,0.007299253689550818,4.868308507849022,0.29187127769841603,62.221849669337644,0.0009202305348129855,14.8424513097877
0.5700000000000001,0.9765262588457847,0.00608703430129449,0.0006917955066787424,0.00729922526097069,4.872496630088541,0.2921204923895792,63.540502743126275,0.0009239485634640386,14.80077161655867
0.58,0.9761009866235916,0.006153002412443763,0.0006910543746179651,0.007299196377246605,4.876720813441681,0.29237193022911107,64.86395362112974,0.0009276850553643796,14.759046962229714
0.59,0.9756727489323908,0.006218154986905224,0.0006903144591936387,0.007299167044081426,4.880979995905973,0.2926255267831131,66.19213401253076,0.000931439508146532,14.717284102160106
0.6,0.975241663298489,0.006282497567590926,0.0006895758286639337,0.007299137267193324,4.8852731283017246,0.2928812183921878,67.5249775419164,0.0009352114356965654,14.675489578633604
0.61,0.9748078454719598,0.006346035769808055,0.0006888385483854032,0.007299107052307618,4.889599174199397,0.29313894216724845,68.86241956070486,0.0009390003666773124,14.633669755599147
0.62,0.9743714094550521,0.006408775284781174,0.0006881026805828339,0.0072990764051599965,4.893957109769158,0.2933986359812113,70.2043971978688,0.0009428058449359178,14.591830781025688
0.63,0.9739324674861197,0.006470721859507692,0.0006873682850635272,0.007299045331484847,4.898345923755417,0.29366023846666744,71.5508490992264,0.0009466274274583716,14.54997865419301
0.64,0.9734911300706882,0.00653188130180623,0.0006866354189356272,0.007299013837019404,4.9027646173349595,0.29392368900739424,72.90171549677794,0.0009504646849224146,14.508119187902851
0.65,0.9730475059957321,0.006592259476402332,0.0006859041366833347,0.007298981927502265,4.907212204026377,0.2941889277322572,74.25693816035592,0.000954317201323118,14.466258011556732
0.66,0.9726017023129518,0.0066518622843151085,0.0006851744908801665,0.007298949608661497,4.91168770960231,0.2944558955117717,75.61646013309753,0.000958184571902564,14.424400617263641
0.67,0.9721538243924779,0.0067106956805964,0.0006844465314670193,0.0072989168862263015,4.9161901719263295,0.29472453394798587,76.98022596178866,0.000962066404944893,14.382552321828891
0.68,0.9717039759009279,0.006768765650429883,0.0006837203065532931,0.0072988837659134585,4.920718640920937,0.2949947853718167,78.34818139213492,0.000965962319410204,14.340718298930852
0.6900000000000001,0.9712522588251158,0.006826078210701984,0.0006829958623088019,0.007298850253428954,4.925272178438974,0.295266592835693,79.72027338997042,0.000969871945091426,14.298903578119564
0.7000000000000001,0.9707987735031386,0.006882639416231093,0.0006822732427176465,0.007298816354472051,4.9298498581253565,0.29553990010516035,81.09645022042959,0.0009737949232048391,14.257113042922196
0.71,0.9703436186053982,0.006938455336198044,0.0006815524902974042,0.007298782074722759,4.934450765370137,0.29581465165659815,82.47666115155924,0.0009777309041257975,14.215351448219012
0.72,0.9698868911748036,0.0069935320665969304,0.0006808336456830519,0.007298747419849018,4.939073997194963,0.29609079266884786,83.86085660994594,0.0009816795485459754,14.173623412198667
0.73,0.9694286866318562,0.007047875720811222,0.0006801167478816791,0.00729871239550211,4.943718662149484,0.2963682690175576,85.24898806301216,0.000985640526569824,14.131933426056777
0.74,0.9689690987818007,0.007101492421283124,0.0006794018344865578,0.007298677007312747,4.948383880192776,0.2966470272689945,86.64100791537118,0.0009896135169202877,14.090285863896597
0.75,0.9685082198468359,0.007154388308663072,0.0006786889414137005,0.007298641260896029,4.953068782633465,0.2969270146762768,88.03686961846527,0.0009935982077336676,14.048684966544123
0.76,0.9680461404601012,0.007206569523625241,0.0006779781033713736,0.0072986051618425755,4.957772511992396,0.2972081791699821,89.43652744896076,0.0009975942948865402,14.007134870639835
0.77,0.9675829496963696,0.007258042215464489,0.0006772693536197216,0.007298568715723224,4.962494221937667,0.29749046935513007,90.8399366094535,0.0010016014827272644,13.965639593225184
0.78,0.9671187350857483,0.0073088125382203975,0.0006765627240599044,0.00729853192808742,4.967233077186329,0.29777383450508493,92.24705317938016,0.0010056194836894595,13.924203037027684
0.79,0.9666535826131742,0.007358886636017885,0.0006758582456068067,0.007298494804455989,4.971988253366669,0.2980582245531892,93.65783393870129,0.001009648016948173,13.882829008051504
0.8,0.9661875767491303,0.0074082706523014965,0.0006751559479350049,0.00729845735032621,4.976758936939965,0.29834359008861766,95.07223647451453,0.0010136868092003705,13.841521205236381
0.81,0.9657208004755305,0.007456970736503934,0.0006744558592990399,0.007298419571175364,4.981544325036143,0.2986298823485661,96.49021925777613,0.0010177355952158676,13.800283218079226
0.8200000000000001,0.9652533352677779,0.0075049930131704115,0.0006737580073137093,0.007298381472445699,4.986343625477994,0.29891705321517154,97.91174127372032,0.0010217941150554176,13.759118550586157
0.8300000000000001,0.9647852611333494,0.007552343599091269,0.0006730624185044774,0.007298343059553219,4.991156056590618,0.2992050552074417,99.33676222280901,0.0010258621155510158,13.7180306099235
0.84,0.9643166566429292,0.007599028616470414,0.0006723691179965517,0.007298304337894292,4.995980847697994,0.2994938414901147,100.7652426690025,0.001029939351390726,13.677022692353903
0.85,0.9638475989076889,0.00764505415393425,0.000671678130439417,0.007298265312826961,5.000817238035276,0.2997833658430882,102.19714358328775,0.0010340255816909535,13.636098022812773
0.86,0.9633781636200368,0.007690426288279911,0.000670989479482575,0.007298225989681775,5.005664477323512,0.3000735826722627,103.63242659294168,0.001038120571835413,13.595259733555455
0.87,0.9629084250714866,0.007735151087533989,0.0006703031877220811,0.007298186373763275,5.010521824671988,0.30036444699534626,105.07105401119543,0.0010422240936733274,13.55451086398018
0.88,0.9624384561586992,0.007779234595808962,0.0006696192770275906,0.007298146470343182,5.015388549473908,0.30065591444163847,106.51298866065052,0.0010463359241826744,13.513854373499404
0.89,0.961968328400335,0.00782268283269969,0.0006689377685552889,0.007298106284660332,5.020263931181745,0.30094794124564683,107.95819386244047,0.0010504558453677747,13.473293143000982
0.9,0.961498111957758,0.007865501800903672,0.0006682586825932094,0.00729806582192426,5.025147260506726,0.3012404842493753,109.4066335183965,0.0010545836448497274,13.432829968087065
0.91,0.9610278756493693,0.007907697481941168,0.0006675820386526304,0.007298025087313443,5.030037839281994,0.3015335008963447,110.85827205837165,0.0010587191154524036,13.392467563588285
0.92,0.9605576869641024,0.00794927582591976,0.0006669078556721732,0.007297984085970988,5.034934977517748,0.3018269492088332,112.31307432085184,0.0010628620542912492,13.352208575559512
0.93,0.9600876120795152,0.007990242760121386,0.0006662361518547629,0.007297942823008496,5.039837993862014,0.30212078779564555,113.77100564525966,0.0010670122634399283,13.312055572552053
0.9400000000000001,0.9596177158767103,0.008030604190349736,0.000665566944647602,0.007297901303506739,5.044746208831858,0.3024149758322757,115.23203188278161,0.001071169549990541,13.272011046479768
0.9500000000000001,0.9591480619571198,0.008070365986292275,0.0006649002510265425,0.00729785953250958,5.049658959466238,0.30270947308030177,116.69611922763187,0.0010753337247719546,13.232077424418595
0.96,0.9586787126576426,0.008109533990318756,0.0006642360873326151,0.007297817515027838,5.054575588900386,0.30300423986420005,118.16323431160517,0.0010795046030351954,13.19225706304591
0.97,0.958209729064372,0.008148114022684335,0.0006635744691756275,0.0072977752560416205,5.059495473162316,0.30329923709741496,119.63334425784613,0.0010836820048386318,13.15255224594789
0.98,0.9577411710326814,0.008186111863823273,0.0006629154117802028,0.007297732760492945,5.064417977175048,0.3035944262280471,121.10641647837105,0.0010878657535058835,13.112965197311869
0.99,0.9572730972001933,0.008223533264314018,0.0006622589297979652,0.0072976900332900945,5.069342484967493,0.3038897692671648,122.58241878123383,0.0010920556764110808,13.073498075758561
1.0,0.9568055650005597,0.00826038394795426,0.0006616050372568393,0.007297647079309247,5.074268366628107,0.30418522877837384,124.06131939860828,0.0010962516051797537,13.034152969666218
1.01,0.9563386306829386,0.008296669601413469,0.0006609537477595226,0.007297603903389957,5.0791950138753625,0.304480767869755,125.54308686930656,0.001100453374772181,12.994931910195422
1.02,0.9558723493264661,0.008332395876493698,0.0006603050744463925,0.00729756051033634,5.084121827304035,0.304776350190122,127.02769005874568,0.0011046608236182402,12.955836868930895
1.03,0.955406774851543,0.00836756839401724,0.0006596590299320254,0.007297516904918844,5.08904821674132,0.3050719399208639,128.51509819717506,0.0011088737938904777,12.91686975600992
1.04,0.9549419600377171,0.008402192740496908,0.0006590156263706731,0.007297473091872978,5.093973600842985,0.30536750177262084,130.00528083845148,0.0011130921311715294,12.878032423425294
1.05,0.9544779565434625,0.008436274463610104,0.0006583748755418455,0.007297429075897576,5.098897400447122,0.3056630009843336,131.49820780547958,0.001117315684020354,12.839326668404476
1.06,0.9540148149140995,0.008469819077234547,0.0006577367887696752,0.00729738486165696,5.103819053667404,0.30595840331382884,132.9938492413011,0.0011215443043441323,12.800754232189336
1.07,0.9535525845946012,0.008502832061660281,0.000657101376927571,0.0072973404537811015,5.108738025371248,0.3062536750345246,134.49217560685966,0.001125777847364981,12.762316801432348
1.08,0.9530913139574189,0.00853531885627311,0.0006564686505663101,0.007297295856862876,5.113653771796663,0.30654878292921084,135.99315759571627,0.0011300161709457714,12.724016011679177
1.09,0.9526310503070033,0.008567284864583562,0.0006558386198377604,0.007297251075460141,5.118565765694749,0.3068436942894904,137.4967661850044,0.0011342591359655189,12.68585344636079
1.1,0.9521718398877552,0.008598735456428995,0.0006552112944658062,0.007297206114096745,5.12347345424072,0.3071383769467436,139.00297265535232,0.0011385066064579844,12.64783063054169
1.11,0.9517137279178988,0.008629675959520983,0.0006545866838924116,0.0072971609772592505,5.128376327250394,0.3074327991982583,140.51174849272817,0.0011427584488336682,12.60994904764486
1.12,0.9512567585914149,0.008660111664465385,0.0006539647972020474,0.007297115669399068,5.13327386941327,0.30772692985147254,142.02306543951929,0.0011470145322592766,12.572210129884212
1.1300000000000001,0.9508009750853559,0.008690047826849612,0.0006533456430933476,0.007297070194933466,5.13816557131108,0.30802073819161274,143.53689551262008,0.001151274728789666,12.534615257905859
1.1400000000000001,0.9503464195909126,0.008719489660967604,0.0006527292299908739,0.007297024558243077,5.143050928608291,0.30831419400321464,145.05321093015598,0.0011555389127702606,12.49716576803819
1.1500000000000001,0.9498931333198863,0.008748442342402959,0.0006521155660088296,0.0072969787636730935,5.147929441698688,0.308607267552887,146.57198413517105,0.001159806961010657,12.45986295022725
1.16,0.9494411565104268,0.008776911010124157,0.0006515046589232648,0.0072969328155341765,5.152800644816227,0.3088999295734953,148.09318781467923,0.0011640787529200996,12.422708051739846
1.17,0.9489905284504191,0.008804900763655846,0.0006508965162259378,0.00729688671810148,5.157664078739429,0.30919215127125094,149.61679486347546,0.0011683541702059998,12.385702276038554
1.18,0.9485412874958448,0.008832416661694466,0.0006502911451542009,0.0072968404756142335,5.162519277909406,0.3094839043261331,151.14277836409883,0.0011726330967003148,12.348846782693077
1.19,0.948093471075063,0.008859463724511473,0.000649688552658199,0.00729679409227678,5.1673657932507275,0.3097751608801001,152.67111160932006,0.0011769154185234084,12.312142689776751
1.2,0.947647115691098,0.008886046936360062,0.0006490887453685849,0.007296747572259707,5.17220316086412,0.3100658935555966,154.20176812456552,0.0011812010242541206,12.275591067397025
1.21,0.9472022569670209,0.008912171238009761,0.0006484917297257682,0.007296700919696892,5.177030952540477,0.3103560754080295,155.73472157983653,0.0011854898042011695,12.239192953383071
1.22,0.9467589296371651,0.008937841531830686,0.0006478975119036401,0.007296654138687713,5.181848739136805,0.3106456799527413,157.26994584213676,0.0011897816508151197,12.202949343569868
1.23,0.9463171675533347,0.0089630626827607,0.0006473060978011992,0.007296607233297482,5.186656078811616,0.31093468118020884,158.8074149827218,0.0011940764587323582,12.166861190688104
1.24,0.9458770037117189,0.008987839515746235,0.0006467174930909881,0.007296560207556593,5.191452537107296,0.3112230535252941,160.3471032430543,0.001198374124486366,12.130929409855334
1.25,0.9454384702706403,0.009012176814864489,0.0006461317032403213,0.007296513065460294,5.196237692793732,0.31151077185518894,161.88898502021556,0.0012026745463760535,12.095154880850638
1.26,0.9450015985517201,0.009036079325419864,0.0006455487334843462,0.00729646581096959,5.201011128356083,0.31179781148064284,163.4330348867127,0.0012069776246128796,12.059538445822795
1.27,0.9445664190437457,0.009059551755147398,0.0006449685888133312,0.007296418448011808,5.205772486880033,0.3120841480987082,164.97922759982222,0.0012112832613902001,12.024080915428788
1.28,0.9441329614384703,0.009082598770815749,0.0006443912740351055,0.00729637098047943,5.210521382146734,0.31236975786919985,166.52753805810812,0.0012155913605050282,11.98878306255087
1.29,0.9437012546264139,0.009105225000636371,0.0006438167937425074,0.007296323412231114,5.215257438000076,0.3126546173777629,168.0779413251398,0.0012199018275444624,11.953645625436206
1.3,0.9432713267110251,0.009127435033944715,0.0006432451523253193,0.007296275747091678,5.21998025123061,0.31293870366768334,169.63041262190535,0.0012242145698082656,11.91866930469252
1.31,0.9428432050270433,0.00914923342072214,0.0006426763539858455,0.007296227988852033,5.224689463771367,0.3132219941639545,171.18492731545805,0.0012285294962055438,11.883854772330961
1.32,0.9424169161460361,0.009170624672165624,0.0006421104027354524,0.007296180141269519,5.229384711288573,0.31350446671739624,172.7414609225267,0.0012328465172720432,11.849202665997085
1.33,0.9419924858913243,0.009191613260554133,0.000641547302404167,0.007296132208067956,5.234065632963454,0.3137860995929345,174.29998910315942,0.001237165545103942,11.814713591201903
1.34,0.9415699393516819,0.009212203619218505,0.0006409870566484098,0.007296084192937746,5.238731867946432,0.3140668714710098,175.86048765584943,0.0012414864933034272,11.780388121990141
1.35,0.9411493008845478,0.009232400143390034,0.0006404296689429708,0.007296036099536311,5.243383089542761,0.3143467614107814,177.42293252342944,0.001245809277023392,11.746226803906904
1.36,0.9407305941384668,0.00925220718929212,0.0006398751426038271,0.007295987931487856,5.24801896125049,0.31462574888529554,178.98729977788383,0.0012501338128200101,11.712230151400723
1.37,0.9403138420589213,0.009271629074809553,0.0006393234807835261,0.007295939692383731,5.252639157356232,0.3149038137606308,180.5535656239989,0.0012544600186755177,11.678398649950578
1.3800000000000001,0.9398990668927995,0.009290670080277084,0.0006387746864645052,0.007295891385782845,5.257243345291343,0.3151809363153272,182.12170640496475,0.0012587878140341458,11.644732754361181
1.3900000000000001,0.939486290213802,0.00930933444728708,0.000638228762486735,0.007295843015211325,5.261831213457321,0.31545709719854564,183.69169858283254,0.0012631171196243287,11.611232893322752
1.4000000000000001,0.9390755329224163,0.009327626379842704,0.0006376857115345159,0.0072957945841630595,5.266402451648903,0.31573227745219823,185.26351874886538,0.0012674478575360375,11.577899467176477
1.41,0.9386668152563029,0.00934555004451319,0.0006371455361405204,0.007295746096099862,5.270956754707877,0.3160064585014691,186.8371436212599,0.0012717799511908876,11.544732848866763
1.42,0.9382601568100787,0.00936310956997025,0.0006366082387014721,0.00729569755445142,5.275493823798802,0.31627962215186983,188.41255003433415,0.0012761133252362764,11.511733385250402
1.43,0.9378555765304993,0.009380309047996228,0.0006360738214652472,0.007295648962615754,5.280013370847431,0.31655175057928514,189.98971494868977,0.0012804479056280865,11.47890139671414
1.44,0.9374530927414103,0.009397152533011707,0.0006355422865485697,0.007295600323959183,5.284515111033594,0.31682282633469316,191.5686154388921,0.001284783619506692,11.44623717842895
1.45,0.9370527231553594,0.009413644042207505,0.0006350136359417808,0.007295551641816484,5.288998762230987,0.3170928323410947,193.14922869065458,0.001289120395161362,11.413741000951507
1.46,0.9366544848770465,0.009429787556018143,0.0006344878715060768,0.007295502919491167,5.29346404946654,0.31736175188508753,194.73153200356555,0.001293458162046724,11.381413110465015
1.47,0.9362583944096448,0.009445587018468229,0.0006339649949734837,0.007295454160255705,5.297910705270154,0.3176295686135506,196.31550279170568,0.0012977968507800009,11.349253728973158
1.48,0.9358644676429799,0.00946104633826354,0.00063344500793027,0.00729540536735202,5.30233847639876,0.31789626652500974,197.90111859625733,0.0013021363932520767,11.317263053338083
1.49,0.9354727199322065,0.009476169386180636,0.000632927911882809,0.007295356543990722,5.306747103228098,0.31816182998138864,199.48835703859905,0.00130647672217247,11.285441260415658
1.5,0.9350831660525882,0.009490959997523996,0.0006324137082105625,0.0072953076933520555,5.311136336563961,0.31842624369185113,201.07719585487948,0.001310817771389326,11.25378850384319
1.51,0.9346958202250623,0.009505421971688006,0.0006319023981835541,0.007295258818585863,5.3155059330751495,0.318689492712588,202.66761288404084,0.0013151594757666283,11.222304915596219
1.52,0.9343106960775955,0.00951955907433501,0.0006313939829213212,0.007295209922812449,5.319855653722817,0.31895156245239015,204.25958609779065,0.0013195017714608232,11.190990602364586
1.53,0.9339278067368181,0.009533375034271622,0.0006308884634706202,0.007295161009121625,5.32418526623413,0.3192124386539781,205.85309354563208,0.0013238445953884168,11.159845652967924
1.54,0.9335471648060156,0.00954687354494974,0.0006303858407795424,0.007295112080573346,5.328494544048078,0.31947210739647897,207.4481133739885,0.0013281878853992853,11.128870136141485
1.55,0.9331687823622851,0.009560058265187731,0.0006298861156890995,0.007295063140198063,5.332783265856162,0.3197305550943378,209.0446238328341,0.0013325315803309854,11.098064099945736
1.56,0.9327926709559634,0.009572932819693956,0.0006293892889281568,0.007295014190997015,5.33705121579805,0.3199877684958535,210.64260327984059,0.001336875620041119,11.067427571733381
1.57,0.9324188416049745,0.009585500799814538,0.0006288953611035233,0.007294965235942582,5.3412981834025,0.3202437346826525,212.24203018800287,0.0013412199454725477,11.0369605576253
1.58,0.9320473048891026,0.009597765760773591,0.0006284043327743367,0.007294916277977517,5.345523963523086,0.32049844105031217,213.84288309343947,0.001345564498139704,11.00666304851432
1.59,0.9316780708827989,0.009609731224581176,0.0006279162043902391,0.007294867320016008,5.349728356282323,0.3207518753194439,215.44514063986318,0.0013499092205503404,10.976535015520804
1.6,0.9313111491860577,0.009621400679498793,0.0006274309763122823,0.007294818364943615,5.353911167010688,0.3210040255282751,217.0487815643362,0.0013542540560591127,10.946576411855
1.61,0.930946548879466,0.009632777581557419,0.0006269486487771806,0.007294769415617823,5.358072206963495,0.3212548800349404,218.65378472296575,0.001358598949117726,10.916787169843015
1.62,0.9305842786371925,0.009643865352300638,0.0006264692219735587,0.007294720474867554,5.362211291782156,0.3215044275033257,220.26012903789197,0.0013629438447341998,10.887167207929812
1.6300000000000001,0.9302243466711442,0.009654667380562986,0.0006259926959984811,0.007294671545493788,5.366328242366596,0.32175265690649296,221.8677935284111,0.0013672886887775527,10.85771642701721
1.6400000000000001,0.9298667607474971,0.009665187022518526,0.0006255190708653004,0.007294622630269696,5.3704228847140865,0.32199955752256876,223.47675730603262,0.0013716334279200823,10.82843471137361
