t,V,m,h,j,X_kr,X_ks,X_to,Y_to,Ca_i,f,d,f_Ca,Ca_SR
0.28,-94.67869212790477,0.00030182654658293423,0.9986414153918287,0.9987535877739113,0.22890644753761985,0.00010073591726061019,4.208079869031116e-05,0.9999999927633856,0.04715490414822065,0.9830206898930159,7.561231297987642e-05,0.9423745043556659,320.0005394505678
0.29,-94.67795665202998,0.00030186446039433176,0.9986399154241996,0.9987494994111059,0.22890310752179135,0.00010076217710468858,4.208407390627305e-05,0.9999999925082965,0.04715314712964201,0.9830214283521526,7.486286211599544e-05,0.9423878238651174,320.00055999589483
0.3,-94.67722289555414,0.000301902290328068,0.9986384302693049,0.9987454157806056,0.22889976758427344,0.0001007884353350328,4.208726590353393e-05,0.9999999922534382,0.04715138085063372,0.9830221667791882,7.412114724361798e-05,0.9424011395743578,320.0005806224009
0.31,-94.67649091968441,0.00030194003365586043,0.9986369619224209,0.9987413369472589,0.22889642772592225,0.00010081469200307725,4.209025378672024e-05,0.9999999919988124,0.04714960410062381,0.9830229051741064,7.338809921490057e-05,0.9424144514285945,320.00060134024307
0.32,-94.67576051061295,0.00030197769990810027,0.9986355034136822,0.9987372626845379,0.2288930879437472,0.00010084094692915212,4.209345986553439e-05,0.9999999917444123,0.04714782110836207,0.9830236435369646,7.266046639261634e-05,0.9424277596192279,320.00062211394084
0.33,-94.67503181600422,0.0003020152825027086,0.9986340595567637,0.998733193148892,0.2288897482398137,0.00010086720023734474,4.209659247558336e-05,0.9999999914902428,0.047146028953300535,0.9830243818677231,7.194049449073465e-05,0.9424410640140691,320.0006429679985
0.34,-94.67430483118868,0.0003020527816478284,0.9986326301994439,0.9987291283353739,0.22888640861405643,0.00010089345192373114,4.209966084007415e-05,0.9999999912363036,0.04714422772779473,0.9830251201663833,7.122811249378262e-05,0.9424543646172984,320.00066390164113
0.35000000000000003,-94.67357955149677,0.00030209019755160255,0.9986312151895017,0.9987250682390363,0.2288830690664101,0.00010091970198438735,4.2102674182213756e-05,0.9999999909825945,0.04714241752420018,0.9830258584329462,7.052324938628731e-05,0.9424676614330956,320.0006849140939
0.36,-94.67285594679443,0.00030212753154992735,0.9986298135953626,0.998721012827034,0.22887972959644678,0.00010094595039364128,4.2105651650514085e-05,0.9999999907291146,0.04714059891531769,0.9830265966674205,6.982546489695274e-05,0.9424809544877103,320.0007060005498
0.37,-94.67213401366809,0.00030216478379532113,0.9986284253032458,0.9987169620957956,0.22887639020411907,0.00010097219714864166,4.210860197863227e-05,0.9999999904758639,0.047138771969805565,0.9830273348698069,6.913470622326085e-05,0.9424942437842341,320.0007271604329
0.38,-94.67141375736604,0.0003022019540566939,0.9986270504644693,0.9987129160512396,0.22887305088950285,0.00010099844225393487,4.2111530524107444e-05,0.9999999902228422,0.04713693659289746,0.9830280730401039,6.845104616601362e-05,0.9425075293182515,320.0007483945387
0.39,-94.67069517183883,0.00030223904260330044,0.9986256888845794,0.9987088746869065,0.22886971165251316,0.00010102468570441843,4.211444704798906e-05,0.9999999899700498,0.04713509290298374,0.9830288111783131,6.777439370012989e-05,0.9425208110951391,320.00076970187376
0.4,-94.66997825103704,0.00030227604970439547,0.9986243403691226,0.9987048379963374,0.22886637249306507,0.00010105092749498987,4.2117361311326585e-05,0.9999999897174862,0.04713324101845479,0.9830295492844362,6.710465780052847e-05,0.9425340891202725,320.0007910814447
0.41000000000000003,-94.6692629889112,0.00030231297562923376,0.9986230047236453,0.9987008059730731,0.22886303341107359,0.0001010771676205467,4.212028307516948e-05,0.9999999894651512,0.047131381057701,0.9830302873584749,6.644174744212822e-05,0.9425473633990279,320.0008125322582
0.42,-94.66854937941189,0.0003023498206470701,0.9986216817536938,0.9986967786106546,0.22885969440645373,0.00010110340607598642,4.212322210056722e-05,0.9999999892130448,0.04712951313911273,0.9830310254004306,6.578557159984799e-05,0.9425606339367816,320.0008340533207
0.43,-94.66783741648963,0.00030238658502715923,0.9986203712648145,0.9986927559026227,0.2288563554791206,0.00010112964285620658,4.212618814856927e-05,0.9999999889611667,0.04712763738108038,0.9830317634103053,6.513603924860658e-05,0.9425739007389093,320.00085564363906
0.44,-94.66712709409502,0.00030242326903875586,0.9986190730625537,0.9986887378425184,0.2288530166289892,0.00010115587795610467,4.2129190980225086e-05,0.9999999887095167,0.04712575390199432,0.9830325013881004,6.449305936332289e-05,0.9425871638107873,320.00087730221975
0.45,-94.66641841955669,0.0003024598724535134,0.9986177875764347,0.998684724434558,0.2288496778561376,0.0001011821113805327,4.213207643875814e-05,0.9999999884580947,0.047123862468574064,0.9830332393338151,6.385681175469072e-05,0.9426004231431039,320.0008990310165
0.46,-94.66571137857123,0.0003024963958476952,0.9986165142270245,0.9986807156656958,0.22884633916038033,0.00010120834311824647,4.21349554187605e-05,0.9999999882069007,0.04712196341618287,0.9830339772474527,6.322703829816172e-05,0.9426136787502969,320.00092082721767
0.47000000000000003,-94.6650059650215,0.00030253283949307336,0.9986152528167127,0.9986767115294188,0.22884300054163154,0.00010123457316409317,4.213783851052286e-05,0.9999999879559343,0.04712005686499016,0.9830347151290147,6.260364659852803e-05,0.942626930637817,320.00094268981496
0.48,-94.66430217333262,0.00030256920364125185,0.9986140031731794,0.9986727120196466,0.22883966199981207,0.00010126080151332342,4.214072966064568e-05,0.9999999877051954,0.047118142920911966,0.9830354529785027,6.19865552377222e-05,0.9426401788105191,320.0009646179195
0.49,-94.66359999792968,0.0003026054885438346,0.9986127651241045,0.9986687171302986,0.2288363235348427,0.00010128702816118784,4.2143632815729423e-05,0.9999999874546837,0.04711622168986427,0.9830361907959183,6.137568279767676e-05,0.9426534232732582,320.00098661064254
0.5,-94.6628994332378,0.0003026416944524257,0.9986115384971677,0.9986647268552945,0.22883298514664432,0.00010131325310293703,4.214655192237457e-05,0.999999987204399,0.047114293277763085,0.983036928581263,6.077094786032427e-05,0.9426666640308896,320.0010086670951
0.51,-94.66220047368205,0.00030267782161862904,0.9986103231200489,0.998660741188554,0.2288296468351377,0.00010133947633382163,4.214949092718159e-05,0.9999999869543413,0.047112357790524424,0.9830376663345384,6.017226900759725e-05,0.9426799010882683,320.0010307863884
0.52,-94.66150311368754,0.0003027138702940486,0.9986091188204284,0.9986567601239964,0.22882630860024372,0.00010136569784909225,4.2152453776750935e-05,0.9999999867045103,0.047110415334064286,0.9830384040557459,5.957956482142826e-05,0.9426931344502492,320.0010529676336
0.53,-94.66080735210865,0.0003027498405513028,0.9986079256250141,0.9986527836591768,0.22882297044193797,0.00010139191764734615,4.2155418531395514e-05,0.999999986454906,0.04710846590084963,0.9830391417448865,5.8992841172555974e-05,0.9427063641169244,320.0010752108927
0.54,-94.66011319581996,0.00030278573213891305,0.9986067439209035,0.998648811798233,0.22881963236029543,0.00010141813573324053,4.215831637799319e-05,0.9999999862055283,0.04710650927792024,0.9830398794019591,5.841226198938458e-05,0.9427195900797612,320.00109751794935
0.55,-94.65942062897219,0.0003028215457236699,0.9986055730740976,0.9986448445266515,0.2288162943551097,0.00010144435209426291,4.216121131066638e-05,0.999999985956377,0.04710454583435594,0.9830406170269674,5.783754337303565e-05,0.9427328123546634,320.00111988570916
0.56,-94.6587296466539,0.00030285728153036685,0.998604412942089,0.9986408818388964,0.22881295642630986,0.0001014705667261652,4.216410339847111e-05,0.9999999857074517,0.04710257565907904,0.9830413546199128,5.726861698055812e-05,0.9427460309457726,320.00114231342565
0.5700000000000001,-94.65804024395366,0.0003028929397837973,0.9986032633823703,0.9986369237294321,0.22880961857382492,0.00010149677962469932,4.216699271046344e-05,0.9999999854587525,0.04710059884101186,0.9830420921807967,5.6705414469000956e-05,0.9427592458572304,320.00116480035246
0.58,-94.65735241596003,0.0003029285207087548,0.9986021242524341,0.9986329701927226,0.22880628079758394,0.00010152299078561719,4.216987931569941e-05,0.999999985210279,0.04709861546907669,0.9830428297096205,5.61478674954131e-05,0.9427724570931784,320.0011873457431
0.59,-94.65666615776159,0.00030296402453003276,0.9986009954097733,0.9986290212232319,0.22880294309751592,0.00010154920020467073,4.2172763283235074e-05,0.9999999849620312,0.04709662563219586,0.9830435672063857,5.559590771684348e-05,0.9427856646577581,320.0012099488513
0.6,-94.6559814644469,0.00030299945147242463,0.9985998767118803,0.9986250768154242,0.2287996054735499,0.00010157540787761186,4.217564468212647e-05,0.9999999847140089,0.047094629419291656,0.9830443046710937,5.504946679034106e-05,0.9427988685551113,320.0012326089304
0.61,-94.6552983311045,0.00030303480176072393,0.9985987680162478,0.9986211369637638,0.22879626792561497,0.00010160161380019248,4.217852358142965e-05,0.9999999844662119,0.0470926269192864,0.9830450421037459,5.450847637295478e-05,0.9428120687893794,320.00125532523424
0.62,-94.6546167594581,0.00030307007529871074,0.9985976695133894,0.9986172016673878,0.22879293045371737,0.00010162781797292901,4.218139154078618e-05,0.99999998421864,0.04709061803343214,0.9830457795043428,5.39730125050224e-05,0.9428252653570349,320.00127809858856
0.63,-94.65393674650396,0.0003031052722188784,0.9985965811565497,0.9986132709221041,0.22878959305780835,0.00010165402039294323,4.2184246182567605e-05,0.9999999839712933,0.047088602796690956,0.9830465168728856,5.34430483576542e-05,0.942838458260014,320.001300928699
0.64,-94.65325828323581,0.0003031403929441359,0.9985955025976959,0.9986093447194927,0.22878625573776928,0.00010168022105304666,4.218709282746553e-05,0.9999999837241715,0.04708658141380698,0.9830472542093761,5.291842648089719e-05,0.9428516475071916,320.00132381384884
0.65,-94.65258136517602,0.0003031754376782886,0.9985944337160938,0.9986054230543232,0.22878291849353424,0.00010170641994930274,4.218993098818583e-05,0.9999999834772744,0.04708455396143251,0.9830479915138158,5.2399087971658696e-05,0.942864833102208,320.0013467533945
0.66,-94.65190598784693,0.0003032104066251419,0.998593374391009,0.9986015059213654,0.22877958132503734,0.00010173261707777487,4.219276017743437e-05,0.9999999832306018,0.0470825205162199,0.9830487287862062,5.1884973926846024e-05,0.9428780150487032,320.0013697466923
0.67,-94.65123214677095,0.00030324529998850127,0.9985923245017072,0.998597593315389,0.22877624423221263,0.00010175881243452648,4.2195579907917034e-05,0.9999999829841536,0.047080481154821455,0.9830494660265485,5.1376025443366487e-05,0.9428911933503175,320.0013927930986
0.68,-94.65055983747042,0.00030328011797217213,0.9985912839274542,0.9985936852311634,0.22877290721499424,0.000101785006015621,4.2198389692339695e-05,0.9999999827379297,0.04707843595388951,0.983050203234844,5.08721836181274e-05,0.9429043680106908,320.0014158919699
0.6900000000000001,-94.64988905546772,0.0003033148607799599,0.9985902525475158,0.9985897816634586,0.22876957027331624,0.00010181119781712183,4.2201189043408224e-05,0.9999999824919297,0.04707638499007638,0.9830509404110944,5.037338954803608e-05,0.9429175390334636,320.0014390426624
0.7000000000000001,-94.64921979628524,0.0003033495286156701,0.9985892302411575,0.998585882607044,0.2287662334071127,0.00010183738783509242,4.2203977473828504e-05,0.9999999822461537,0.0470743283400344,0.9830516775553008,4.987958432999985e-05,0.9429307064222759,320.00146224453266
0.71,-94.64855206501419,0.00030338412123508357,0.9985882174549705,0.9985819880613261,0.22876289661641627,0.00010186357607182499,4.220677031342738e-05,0.9999999820006015,0.04707226576354814,0.9830524146674638,4.9390952826314004e-05,0.9429438701683409,320.00148549959016
0.72,-94.64788585178249,0.00030341863909458,0.9985872137483902,0.9985780980184608,0.22875955990110552,0.00010188976251987145,4.220955815799494e-05,0.9999999817552728,0.04707019751590441,0.9830531517475856,4.8907298710935007e-05,0.9429570302823044,320.0015088056956
0.73,-94.64722115084109,0.0003034530824574946,0.9985862189253011,0.9985742124726014,0.22875622326110143,0.00010191594717446762,4.221233841858987e-05,0.9999999815101677,0.04706812371585826,0.9830538887956671,4.8428530691257294e-05,0.9429701867694578,320.00153216185277
0.74,-94.64655795792062,0.00030348745151788115,0.9985852328773172,0.9985703314186186,0.22875288669634022,0.00010194213003181246,4.22151109521894e-05,0.9999999812652858,0.04706604443316515,0.98305462581171,4.7954595169922605e-05,0.9429833396331708,320.00155556747586
0.75,-94.64589626875174,0.00030352174646979354,0.9985842554960521,0.998566454851383,0.2287495502067581,0.000101968311088105,4.221787561577077e-05,0.999999981020627,0.04706395973758056,0.9830553627957156,4.748543854957268e-05,0.9429964888768133,320.00157902197896
0.76,-94.6452360790651,0.00030355596750728566,0.9985832866731202,0.998562582765765,0.22874621379229135,0.00010199449033954421,4.222063226631123e-05,0.9999999807761911,0.04706186969885995,0.9830560997476852,4.7021007232849244e-05,0.9430096345037547,320.00160252477616
0.77,-94.64457738459132,0.0003035901148244113,0.9985823263001353,0.9985587151566355,0.22874287745287616,0.0001020206677823291,4.2223380760788024e-05,0.9999999805319781,0.04705977438675877,0.9830568366676201,4.656124762239404e-05,0.943022776517365,320.00162607528165
0.78,-94.64392018106106,0.0003036241886152243,0.9985813742687115,0.998554852018865,0.22873954118844878,0.00010204684341265865,4.222612095617839e-05,0.9999999802879876,0.04705767387103249,0.9830575735555217,4.6106106120848805e-05,0.9430359149210136,320.00164967290954
0.79,-94.64326446420498,0.00030365818907377855,0.9985804304704626,0.9985509933473239,0.22873620499894545,0.00010207301722673188,4.2228852709459564e-05,0.9999999800442197,0.047055568221436576,0.9830583104113915,4.565552913085527e-05,0.9430490497180702,320.001673317074
0.8,-94.64261022975369,0.0003036921163941279,0.9985794947970027,0.9985471391368829,0.2287328688843024,0.00010209918922074778,4.223157587760879e-05,0.9999999798006741,0.047053457507726486,0.9830590472352306,4.520946305505517e-05,0.9430621809119046,320.0016970071891
0.81,-94.64195747343784,0.00030372597077032613,0.9985785671399457,0.9985432893824125,0.22872953284445582,0.00010212535939090534,4.223429031760332e-05,0.9999999795573506,0.04705134179965769,0.9830597840270405,4.476785429609025e-05,0.9430753085058866,320.00172074266897
0.8200000000000001,-94.6413061909881,0.0003037597523964272,0.9985776473909058,0.9985394440787836,0.22872619687934204,0.00010215152773340356,4.223699588642039e-05,0.9999999793142492,0.04704922116698564,0.9830605207868226,4.4330649256602234e-05,0.9430884325033857,320.00174452292777
0.8300000000000001,-94.64065638654115,0.0003037934611103038,0.9985767359828369,0.9985356032236598,0.22872286098897665,0.00010217769424957843,4.223970157886292e-05,0.9999999790713695,0.04704709537552816,0.9830612575145781,4.389802797304038e-05,0.943101552896141,320.0017683499239
0.84,-94.64000805235993,0.00030382709725294274,0.9985758325840379,0.9985317668107594,0.2287195251732632,0.00010220385893350986,4.224240348234482e-05,0.9999999788287116,0.04704496462042197,0.9830619942103084,4.346984046872576e-05,0.94311466969232,320.0017922220219
0.85,-94.6393611820882,0.00030386066110682394,0.9985749369517287,0.9985279348342597,0.22871618943211813,0.00010223002178012148,4.224509918527209e-05,0.9999999785862751,0.047042829046878606,0.9830627308740149,4.304597514399643e-05,0.9431277828981801,320.0018161380042
0.86,-94.63871577166246,0.00030389415285727846,0.9985740489907806,0.9985241072890996,0.22871285376547967,0.00010225618278573809,4.224778876840411e-05,0.99999997834406,0.04704068871721018,0.9830634675056988,4.262638412310405e-05,0.9431408925168059,320.0018400973473
0.87,-94.63807181701922,0.0003039275726896374,0.9985731686060648,0.998520284170218,0.22870951817328594,0.00010228234194668452,4.2250472312500265e-05,0.9999999781020661,0.04703854369372884,0.9830642041053617,4.221101953030027e-05,0.9431539985512823,320.00186409952767
0.88,-94.63742931409499,0.00030396092078923195,0.9985722957024524,0.998516465472554,0.22870618265547515,0.00010230849925928555,4.225314989831994e-05,0.9999999778602933,0.04703639403874672,0.9830649406730048,4.179983348983675e-05,0.9431671010046944,320.0018881440217
0.89,-94.63678825882626,0.0003039941973413931,0.9985714301848146,0.9985126511910466,0.2287028472119855,0.00010233465471986597,4.225582160662253e-05,0.9999999776187413,0.04703423981457597,0.9830656772086295,4.139277812596514e-05,0.9431801998801267,320.00191223030583
0.9,-94.63614864714955,0.00030402740253145197,0.9985705719580229,0.9985088413206347,0.22869951184275514,0.0001023608083247506,4.22584875181674e-05,0.99999997737741,0.0470320810835287,0.983066413712237,4.0989805562937086e-05,0.9431932951806642,320.0019363578565
0.91,-94.63551047500135,0.0003040605365447397,0.9985697209269482,0.9985050358562574,0.22869617654772226,0.00010238696007026423,4.226114771371394e-05,0.9999999771362992,0.047029917907917065,0.9830671501838288,4.059086792500425e-05,0.9432063869093918,320.0019605261502
0.92,-94.63487373831819,0.00030409359956658737,0.9985688769964618,0.9985012347928537,0.22869284132682502,0.00010241310995273168,4.226380227402154e-05,0.9999999768954089,0.047027750350053195,0.9830678866234064,4.019591733641828e-05,0.9432194750693944,320.00198473466327
0.93,-94.63423843303656,0.0003041265917823261,0.998568040071435,0.9984974381253624,0.2286895061800016,0.0001024392579684777,4.226645127984959e-05,0.9999999766547387,0.04702557847224923,0.9830686230309709,3.980490592143083e-05,0.9432325596637569,320.0020089828722
0.9400000000000001,-94.63360455509297,0.00030415951337728694,0.9985672100567389,0.9984936458487228,0.22868617110719025,0.00010246540411382715,4.226909481195746e-05,0.9999999764142887,0.04702340233681731,0.9830693594065236,3.9417785804293555e-05,0.9432456406955638,320.0020332702535
0.9500000000000001,-94.63297210759116,0.00030419236422461776,0.9985663873091676,0.9984898579601178,0.22868283610839704,0.00010249154838953184,4.2271732126941126e-05,0.9999999761740586,0.04702122174806701,0.9830700957500661,3.9034707277040516e-05,0.9432587181580804,320.00205759844306
0.96,-94.63234108487183,0.00030422514457915684,0.9985655716329723,0.9984860744539867,0.22867950118354513,0.0001025176907909309,4.227436348905896e-05,0.9999999759340482,0.04701903682575444,0.9830708320615997,3.8655578342106676e-05,0.9432717920565776,320.00208196643666
0.97,-94.63171148005415,0.0003042578547489513,0.9985647627553781,0.9984822953243866,0.22867616633254587,0.00010254383131260889,4.227698930304011e-05,0.9999999756942574,0.04701684773360974,0.9830715683411259,3.8280273226123996e-05,0.9432848623980007,320.00210637286176
0.98,-94.6310832892747,0.00030429049491061686,0.9985639605938726,0.9984785205663188,0.2286728315553394,0.00010256996995101423,4.227960962663579e-05,0.999999975454686,0.0470146545267424,0.9830723045886457,3.790874958558962e-05,0.9432979291851602,320.0021308172551
0.99,-94.6304565086701,0.0003043230652407695,0.9985631650659434,0.9984747501747853,0.22866949685186574,0.00010259610670259528,4.2282224517597255e-05,0.9999999752153339,0.04701245726026192,0.9830730408041607,3.7540965077000705e-05,0.943310992420867,320.00215529915334
1.0,-94.62983113437691,0.0003043555659160251,0.9985623760890779,0.9984709841447874,0.22866616222206504,0.00010262224156380045,4.2284834033675724e-05,0.9999999749762009,0.04701025598927776,0.9830737769876721,3.717687735685439e-05,0.9433240521079316,320.0021798180932
1.01,-94.62920716253174,0.0003043879971129995,0.9985615935807638,0.998467222471327,0.22866282766587734,0.00010264837453107813,4.228743823262243e-05,0.9999999747372869,0.047008050768899426,0.9830745131391814,3.681644408164781e-05,0.9433371082491648,320.0022043736115
1.02,-94.62858458927118,0.00030442035900830867,0.9985608174584885,0.9984634651494056,0.2286594931832427,0.0001026745056008767,4.229003717218861e-05,0.9999999744985916,0.04700584165423639,0.9830752492586898,3.6459622907878135e-05,0.9433501608473774,320.00222896524497
1.03,-94.62796341073184,0.0003044526517785684,0.9985600476397394,0.9984597121740251,0.2286561587741012,0.00010270063476964456,4.22926309101255e-05,0.999999974260115,0.04700362870039814,0.9830759853461988,3.6106371492042494e-05,0.9433632099053801,320.0022535925302
1.04,-94.62734362305028,0.0003044848756003946,0.9985592840420043,0.9984559635401867,0.22865282443839297,0.00010272676203383009,4.229521950418433e-05,0.9999999740218568,0.047001411962494175,0.9830767214017097,3.575664749063803e-05,0.9433762554259835,320.0022782550041
1.05,-94.6267252223631,0.00030451703065040325,0.9985585265827707,0.9984522192428925,0.228649490176058,0.00010275288738988169,4.229780301211633e-05,0.9999999737838169,0.04699919149563396,0.9830774574252238,3.5410408560161906e-05,0.9433892974119984,320.0023029522033
1.06,-94.62610820480691,0.0003045491171052101,0.998557775179526,0.9984484792771439,0.22864615598703647,0.00010277901083424772,4.2300381491672736e-05,0.9999999735459952,0.04699696735492699,0.9830781934167425,3.5067612357111255e-05,0.9434023358662355,320.0023276836645
1.07,-94.62549258365239,0.00030458113439155046,0.9985570307666821,0.9984447436438222,0.2286428218714373,0.00010280513237437699,4.230295071508801e-05,0.9999999733083915,0.04699473900219991,0.9830789293762674,3.4728671934043755e-05,0.9434153707688997,320.00235245389086
1.08,-94.62487832906874,0.00030461308382251313,0.9985562917205388,0.9984410123290183,0.22863948782894458,0.00010283125199004637,4.230551723497867e-05,0.9999999730710055,0.04699250739170514,0.9830796653037994,3.439285477723328e-05,0.9434284021570617,320.0023772548924
1.09,-94.62426544945608,0.0003046449650379967,0.9985555586864338,0.9984372853319421,0.2286361538596193,0.00010285736968557764,4.230807804179316e-05,0.9999999728338373,0.0469902721539177,0.9830804011993401,3.406044448697567e-05,0.9434414300173524,320.00240208976044
