t,R,I_1,O,A,I_2
0.9,0.0014387815992646076,0.007406568972227987,0.0062951282448987025,0.4275910673515016,0.557245230327957
0.91,0.0014304677567818379,0.007348902088021998,0.0062649471714306204,0.4256093255709134,0.5593232527768117
0.92,0.0014223129949077393,0.007291692967542172,0.006235472798129495,0.423674573830325,0.5613529588550887
0.93,0.0014143138053320159,0.007234938251888168,0.006206688509823688,0.4217856980320628,0.5633354862089113
0.9400000000000001,0.001406466778942636,0.00717863460032503,0.00617857792589075,0.41994161105059014,0.5652719451584588
0.9500000000000001,0.001398768586896648,0.007122778688512315,0.0061511250502836,0.4181412498901189,0.5671634214115054
0.96,0.0013912159785614618,0.0070673672107036956,0.006124314359555641,0.41638357700835443,0.5690109746515486
0.97,0.001383805789091135,0.00701239688080203,0.006098130818524366,0.41466758221143657,0.5708156366184368
0.98,0.0013765349213636265,0.00695786443018911,0.006072559797271156,0.41299227789716875,0.5725784159686514
0.99,0.001369400340815705,0.00690376660736578,0.0060475870727070705,0.41135669802091457,0.5743002993134622
1.0,0.0013623990949770551,0.006850100179734184,0.006023198678202044,0.40975990071701335,0.5759822487261024
1.01,0.0013555283086428165,0.006796861933045521,0.005999380809084346,0.40820096632701497,0.5776252038134359
1.02,0.001348785187529315,0.006744048671349986,0.005976119775629708,0.4066789976372151,0.5792300815217303
1.03,0.0013421670253486533,0.006691657217115652,0.00595340173242772,0.4051931185952038,0.5807977776832318
1.04,0.0013356711419564985,0.006639684411468201,0.005931213772726916,0.40374247231558763,0.5823291679796114
1.05,0.001329294955479739,0.006588127113764475,0.0059095428049569755,0.4023262250155033,0.5838251050561138
1.06,0.0013230359117771607,0.00653698220203036,0.005888376619821621,0.40094356169629364,0.5852864218449458
1.07,0.0013168914298418806,0.00648624657329204,0.005867704721801093,0.39959368282710517,0.5867139341060387
1.08,0.0013108590699558425,0.006435917142566638,0.0058475157603878605,0.3982758145233717,0.5881084326452576
1.09,0.0013049364652866387,0.0063859908438090255,0.005827797698300712,0.396989194283221,0.5894706974787096
1.1,0.0012991212682497647,0.0063364646293751214,0.005808540032457566,0.3957330839112197,0.5908014827446225
1.11,0.0012934112062408278,0.0062873354702898095,0.005789731833374496,0.394506759903882,0.592101528220144
1.12,0.0012878040720635696,0.006238600356205055,0.005771362051493445,0.3933095147141129,0.593371557760562
1.1300000000000001,0.0012822977069208482,0.006190256295307199,0.005753420284407371,0.39214066187528307,0.5946122734258933
1.1400000000000001,0.0012768899668905574,0.0061423003145141585,0.005735896556178128,0.3909995245508526,0.595824367185871
1.1500000000000001,0.0012715787989447506,0.006094729459254952,0.0057187807812420985,0.38988544860725766,0.5970085083054202
1.16,0.0012663621675615027,0.0060475407935604375,0.005702063396855505,0.38879779137605897,0.5981653540252949
1.17,0.0012612380809382407,0.006000731400056676,0.0056857351402653505,0.38773592571888094,0.5992955456930709
1.18,0.0012562046069637407,0.00595429837994822,0.00566978687058118,0.3866992419664391,0.6003997069858493
1.19,0.0012512598436436127,0.005908238852790734,0.0056542095915196,0.3856871403495215,0.601478451486995
1.2,0.0012464019423942473,0.005862549956898632,0.005638994705173755,0.38469904048056697,0.602532372926704
1.21,0.001241629091840354,0.005817228848796116,0.005624133605561999,0.38373437177414815,0.603562055184873
1.22,0.0012369395254885178,0.005772272703579715,0.005609617943729405,0.3827925789276326,0.6045680665372668
1.23,0.0012323315162127437,0.005727678714763351,0.005595439614117927,0.38187312026569853,0.605550961330416
1.24,0.0012278033661433537,0.0056834440939149185,0.005581590626669523,0.38097546337464033,0.6065112844858431
1.25,0.0012233534340582582,0.005639566071475648,0.005568063239092342,0.380099094160072,0.6074495622813417
1.26,0.0012189801125713142,0.005596041896082472,0.00555484985285599,0.3792435093830766,0.6083663099427736
1.27,0.0012146818161035335,0.005552868834231811,0.005541943163632105,0.37840821535717145,0.6092620328093737
1.28,0.0012104570030385619,0.005510044170876606,0.00552933594201996,0.3775927310855245,0.6101372233924499
1.29,0.0012063041683908228,0.0054675652092104335,0.00551702107088029,0.3767965867686974,0.6109923628380354
1.3,0.0012022218376478175,0.005425429270435684,0.005504991633735585,0.3760193232787514,0.6118279213709563
1.31,0.0011982085709364573,0.0053836336936629965,0.005493241107887549,0.3752604957369039,0.6126443545199999
1.32,0.00119426295517712,0.005342175836156008,0.0054817628038540305,0.3745196642539899,0.6134421129454982
1.33,0.001190383607882861,0.005301053073058012,0.00547055026804154,0.3737964000837485,0.6142216358799708
1.34,0.0011865691863198824,0.005260262797393475,0.005459597308844871,0.3730902884139116,0.6149833483015833
1.35,0.0011828183756425028,0.005219802420017991,0.005448897860132318,0.3724009234349026,0.6157276660140725
1.36,0.0011791298827960792,0.005179669369567159,0.0054384459136582975,0.37172790583715,0.6164549982232671
1.37,0.0011755024467571399,0.005139861092392983,0.005428235641791446,0.37107084712620364,0.6171657430889045
1.3800000000000001,0.001171934844126011,0.005100375052374407,0.005418261398585588,0.37042937116000213,0.6178602861807639
1.3900000000000001,0.0011684258689264513,0.005061208731139086,0.005408517624653086,0.3698031074587001,0.6185390072843467
1.4000000000000001,0.001164974345860193,0.005022359627812947,0.005398998908732919,0.36919169558229586,0.6192022759484123
1.41,0.0011615791252471118,0.004983825258869636,0.005389699964726359,0.36859478348363356,0.6198504531602503
1.42,0.0011582390827468733,0.004945603158116536,0.0053806156295227075,0.3680120273991581,0.6204838914573981
1.43,0.0011549531205098521,0.004907690876870161,0.005371740865871267,0.36744309216724386,0.6211029346050917
1.44,0.001151720164682406,0.004870085983648537,0.005363070752381912,0.36688765045591276,0.6217079183813975
1.45,0.0011485391614884618,0.0048327860636532384,0.00535460049669653,0.3663453818802136,0.6222991714511918
1.46,0.001145409084437697,0.00479578871979196,0.005346325401783985,0.36581597448392905,0.6228770139097526
1.47,0.0011423289280671598,0.004759091571840242,0.005338240884206588,0.3652991233064209,0.6234417587048907
1.48,0.0011392977085038084,0.0047226922565457245,0.005330342466062581,0.364794530425876,0.6239937116010799
1.49,0.0011363144643317025,0.004686588427391745,0.005322625783179987,0.3643019052941009,0.6245331708358214
1.5,0.001133378258177214,0.004650777754247567,0.0053150866002185234,0.3638209653520379,0.6250604264877637
1.51,0.0011304881671169698,0.0046152579244339905,0.005307720734143427,0.3633514324813106,0.6255757641103831
1.52,0.0011276432899100359,0.004580026641658502,0.005300524115619629,0.36289303572345727,0.6260794619450598
1.53,0.0011248427442013796,0.004545081626220362,0.005293492768193343,0.362445510263074,0.6265717919613963
1.54,0.001122085673703347,0.004510420614511541,0.005286622833444439,0.36200859968867544,0.6270530175643747
1.55,0.0011193712384566937,0.004476041359446755,0.005279910535154536,0.36158205290348433,0.6275233967289067
1.56,0.0011166986109915665,0.004441941630569551,0.005273352164739545,0.3611656229017245,0.6279831832419186
1.57,0.0011140669844051034,0.004408119213504021,0.005266944109631853,0.36075906931282725,0.628432624122069
1.58,0.0011114755687970637,0.004374571910045796,0.005260682839702752,0.36036215726456533,0.6288719607737373
1.59,0.0011089236011357839,0.0043412975375734155,0.005254564948707385,0.35997466061559485,0.6293014257035588
1.6,0.0011064103236986488,0.004308293930010217,0.005248587062438757,0.3595963548796801,0.629721249709082
1.61,0.0011039349982128275,0.004275558937024787,0.005242745898304121,0.3592270218604662,0.6301316571707902
1.62,0.0011014969025673418,0.004243090424091341,0.005237038250977812,0.3588664485692286,0.6305328671519933
1.6300000000000001,0.001099095331065894,0.00421088627235666,0.005231460996477744,0.35851442735257427,0.6309250932669263
1.6400000000000001,0.0010967295959520302,0.004178944378427945,0.00522601110460774,0.3581707564797833,0.6313085430796236
1.6500000000000001,0.0010943990197821286,0.0041472626547754896,0.005220685582891885,0.3578352373052249,0.6316834210049387
1.6600000000000001,0.0010921029412483802,0.004115839029231801,0.005215481521187875,0.35750767646402776,0.6320499260628271
1.67,0.0010898407130558074,0.004084671445024519,0.0052103960768214,0.3571878850942134,0.6324082526732099
1.68,0.0010876117036176247,0.00405375786055118,0.005205426484562844,0.35687567942840803,0.6327585900527818
1.69,0.0010854152943401548,0.004023096249453725,0.005200570041443017,0.35657087985965086,0.6331011231670811
1.7,0.0010832508780405936,0.003992684600616021,0.005195824098031626,0.35627331039913945,0.6334360332830811
1.71,0.0010811178611178807,0.003962520917906301,0.00519118607112669,0.3559827994324566,0.6337634971983181
1.72,0.0010790156622950174,0.003932603220152629,0.005186653436884543,0.35569917928960265,0.6340836876790367
1.73,0.001076943718503335,0.0039029295407864064,0.005182223753124569,0.35542228812054794,0.6343967715566842
1.74,0.0010749014714203518,0.0038734979283266057,0.005177894607013358,0.35515196558854145,0.6347029141001692
1.75,0.0010728883762251007,0.003844306445898518,0.00517366364844333,0.3548880556631245,0.6350022761810177
1.76,0.0010709038996193389,0.003815353171218956,0.005169528582009065,0.3546304059830027,0.6352950149205573
1.77,0.0010689475191771373,0.0037866361965237442,0.005165487164107277,0.3543788676434083,0.6355812839061915
1.78,0.001067018729366165,0.0037581536282818937,0.005161537231488739,0.3541332972004117,0.6358612311526808
1.79,0.0010651170304904522,0.0037299035874463747,0.005157676648594143,0.3538935529897227,0.6361350028470316
1.8,0.0010632419318922725,0.003701884209256878,0.005153903322698494,0.35365949619241144,0.6364027422645632
1.81,0.0010613929544343141,0.0036740936430651925,0.00515021521563295,0.3534309916610338,0.6366645889287028
1.82,0.001059569628712366,0.0036465300522947235,0.005146610335203343,0.3532079073244288,0.6369206792166333
1.83,0.0010577714987439727,0.003619191614276372,0.005143086756178063,0.3529901154677507,0.6371711450546762
1.84,0.0010559981176715089,0.0035920765202383897,0.0051396425962361636,0.35277749124943314,0.6374161154297703
1.85,0.001054249043687686,0.0035651829752919484,0.005136275993170006,0.3525699112951155,0.6376557178225124
1.86,0.0010525238461526235,0.0035385091982201946,0.005132985139569759,0.3523672558179258,0.6378900760461634
1.87,0.0010508221031778763,0.003512053421431836,0.005129768269380331,0.3521694077862672,0.6381193110948145
1.8800000000000001,0.0010491434031594071,0.0034858138908829507,0.005126623665129783,0.35197625343591465,0.6383435406225764
1.8900000000000001,0.0010474873451991114,0.0034597888659927247,0.005123549659881606,0.3517876824112136,0.6385628788000828
1.9000000000000001,0.0010458535316895412,0.0034339766195163796,0.005120544601985057,0.35160358529109415,0.6387774388314167
1.9100000000000001,0.0010442415751606175,0.0034083754374960073,0.0051176068875283314,0.3514238558743923,0.638987330629401
1.92,0.0010426510959693242,0.003382983619161384,0.005114734949322615,0.35124839040942196,0.6391926615994984
1.93,0.0010410817227000907,0.0033577994768555657,0.005111927259170972,0.3510770877327743,0.6393935364984085
1.94,0.0010395330949327325,0.0033328213360108517,0.005109182342941155,0.35090985021565657,0.6395900564698591
1.95,0.001038004854428098,0.003308047534878348,0.005106498733000559,0.35074658075968035,0.63978232210564
1.96,0.0010364966520845435,0.0032834764245930357,0.005103875005940917,0.3505871851718475,0.6399704310257341
1.97,0.0010350081457675164,0.0032591063690446767,0.005101309770944129,0.35043157142648845,0.640154478630356
1.98,0.0010335390001023844,0.0032349357447904827,0.005098801668765462,0.35027964959683366,0.6403345581696954
1.99,0.0010320888911797513,0.0032109629411227318,0.005096349390782258,0.3501313333746815,0.6405107592003324
2.0,0.0010306574956711638,0.0031871863596446737,0.00509395163436542,0.34998653655029743,0.6406831711614951
2.0100000000000002,0.0010292444986976916,0.0031636044144379163,0.005091607134848775,0.34984517555469413,0.6408518807926153
2.02,0.0010278495916577297,0.003140215531913119,0.005089314656485937,0.34970716875595464,0.6410169728484135
2.0300000000000002,0.001026472471990587,0.0031170181507217372,0.005087072991314061,0.3495724363813507,0.6411785301782458
2.04,0.0010251128462955322,0.003094010721829959,0.005084880978830831,0.34944090161957103,0.6413366326009461
2.05,0.0010237704241651158,0.0030711917081413156,0.0050827374677586265,0.34931248845294444,0.6414913591175015
2.06,0.0010224449207824884,0.003048559584545257,0.005080641332467625,0.3491871225759392,0.641642786973434
2.07,0.0010211360574742996,0.003026112837866363,0.00507859147664833,0.34906473159371154,0.6417909914560667
2.08,0.0010198435609693184,0.003003849966750638,0.005076586828912025,0.34894524476486927,0.6419360461570286
2.09,0.001018567165526084,0.002981769481725567,0.005074626350627247,0.3488285936805753,0.6420780222830844
2.1,0.0010173066099592842,0.0029598699049358025,0.005072709024543642,0.34871471131206583,0.6422169896232902
2.11,0.0010160616364499613,0.002938149769992295,0.005070833850134132,0.34860353162870494,0.6423530169369616
2.12,0.0010148319931849751,0.002916607622064871,0.005068999853359013,0.34849499044078636,0.6424861710983218
2.13,0.00101361743320983,0.002895242017734068,0.005067206082168648,0.3483890250312202,0.642616517470631
2.14,0.00101241771533095,0.0028740515250178897,0.005065451613567076,0.3482855744927772,0.6427441195609325
2.15,0.0010112326038517543,0.00285303472327457,0.005063735551991303,0.3481845796364109,0.6428690391137178
2.16,0.0010100618654071806,0.0028321902027968115,0.005062057006083603,0.3480859818324027,0.6429913372966392
2.17,0.0010089052720766273,0.002811516565073607,0.005060415112217286,0.3479897241606779,0.6431110735232348
2.18,0.0010077626002782593,0.002791012422603491,0.005058809026607587,0.3478957510095299,0.6432283058634083
2.19,0.0010066336313483853,0.0027706763988886553,0.005057237926166377,0.34780400824346575,0.6433430908741407
2.2,0.00100551815322665,0.002750507128549264,0.005055701011635391,0.3477144436984886,0.6434554830992405
2.21,0.0010044159537717337,0.0027305032565279343,0.005054197493474257,0.34762700519914697,0.6435655370740271
2.22,0.0010033268265098908,0.0027106634386457793,0.005052726603366181,0.34754164225698614,0.6436733056089473
2.23,0.0010022505688466383,0.002690986341339133,0.005051287590194081,0.3474583055373145,0.643778840328922
2.24,0.0010011869819524606,0.0026714706415782437,0.0050498797194659896,0.347376946821652,0.6438821917116702
2.25,0.001000135871895214,0.0026521150270019797,0.005048502284474305,0.3472975194592954,0.6439834086236975
2.2600000000000002,0.000999097049220612,0.0026329181957836434,0.0050471546028484915,0.34721997821001965,0.6440825384816038
2.27,0.0009980703252706032,0.0026138788559316095,0.005045835982405221,0.3471442778069589,0.6441796287277972
2.2800000000000002,0.0009970555160916928,0.0025949957259049678,0.005044545758434217,0.3470703744972455,0.6442747252479775
2.29,0.000996052441085447,0.0025762675343182235,0.005043283281498109,0.34699822551985277,0.6443678729071612
2.3000000000000003,0.0009950609229057044,0.002557693019861983,0.005042047916966148,0.34692778907255784,0.6444591155833707
2.31,0.0009940807905223627,0.0025392709316034434,0.005040839041086276,0.34685902508492733,0.6445484953951406
2.32,0.0009931118749575004,0.0025210000284080145,0.005039656045067691,0.346791894126112,0.6446360537945801
2.33,0.0009921540078693621,0.002502879078702507,0.0050384983360501606,0.3467263570375391,0.6447218319353963
2.34,0.0009912070255184595,0.002484906860883842,0.005037365332189699,0.346662375935575,0.6448058696706803
2.35,0.0009902707671729284,0.0024670821630608094,0.005036256463823153,0.34659991379874866,0.6448882059664072
2.36,0.0009893450750246692,0.002449403782977038,0.005035171172981235,0.3465389344395336,0.644968878930305
2.37,0.0009884297945121356,0.002431870528483593,0.0050341089708312884,0.3464794033450928,0.6450479249128919
2.38,0.0009875247734721408,0.0024144812164288397,0.005033069328304977,0.34642128601574607,0.6451253802803041
2.39,0.0009866298624145308,0.002397234673066007,0.005032051726686792,0.3463645487028992,0.6452012806251151
2.4,0.0009857449145419454,0.002380129734116212,0.005031055671888411,0.3463091586022497,0.6452756605587789
2.41,0.0009848697855866391,0.002363165244584209,0.005030080682661962,0.34625508365606844,0.6453485539214813
2.42,0.0009840043337283686,0.0023463400586837147,0.005029126290361581,0.3462022925287083,0.6454199938070269
2.43,0.0009831484283764854,0.0023296530404494716,0.0050281919363259035,0.3461507556194687,0.6454900116429525
2.44,0.0009823019303139876,0.002313103062130617,0.005027277200021795,0.34610044272402446,0.6455586393229713
2.45,0.0009814647065810472,0.00229668900527545,0.005026381625957013,0.3460513247613253,0.645625907636776
2.46,0.0009806366269609194,0.002280409760390868,0.005025504763080122,0.3460033733474694,0.6456918466607171
2.47,0.0009798175636963175,0.002264264226852073,0.005024646166869466,0.34595656074763037,0.6457564858041686
2.48,0.0009790073904580485,0.0022482513129190164,0.005023805424111214,0.3459108599241823,0.6458198537376747
2.49,0.000978205976686827,0.002232369936173211,0.005022982297585207,0.3458662449122688,0.6458819778781152
2.5,0.0009774132036913105,0.002216619021977865,0.005022176306920833,0.3458226896556671,0.6459428859568583
2.5100000000000002,0.000976628950854997,0.002200997504653799,0.005021387084105815,0.34578016895807145,0.6460026047260715
2.52,0.0009758530993813285,0.0021855043270619214,0.005020614274478224,0.3457386581931839,0.6460611603441775
2.5300000000000002,0.0009750855322134089,0.0021701384405332525,0.005019857536856484,0.3456981332855305,0.64611857839506
2.54,0.0009743261391436205,0.002154898805076444,0.005019116466389628,0.34565857107074294,0.6461748835994638
2.5500000000000003,0.0009735748181464436,0.0021397843893833568,0.005018390573645625,0.3456199493796948,0.6462300997503897
2.56,0.0009728314522272225,0.002124794169525571,0.005017679628277381,0.3455822453324618,0.6462842511006107
2.57,0.0009720959338809799,0.0021099271301964315,0.005016983293755457,0.3455454371133392,0.6463373609264942
2.58,0.0009713681574354937,0.0020951822642359817,0.005016301240317358,0.3455095033976848,0.6463894519965683
2.59,0.0009706480190015674,0.0020805585725626294,0.0050156331446426115,0.345474423334969,0.646440546588916
2.6,0.0009699354164232979,0.0020660550641048024,0.00501497868952785,0.3454401765318246,0.6464906665085688
2.61,0.0009692302509331375,0.00205167075630055,0.005014337569307493,0.34540674356524,0.6465398325667047
2.62,0.0009685324263301509,0.0020374046747720135,0.005013709486926942,0.34537410572553445,0.6465880648417629
2.63,0.0009678418443184591,0.0020232558517207172,0.005013094138074602,0.34534224356526266,0.6466353841527693
2.64,0.0009671584100811179,0.0020092233277326675,0.005012491229810004,0.3453111386310476,0.6466818103013827
2.65,0.0009664820304165524,0.001995306151105761,0.005011900474125794,0.34528077288257947,0.6467273626619071
2.66,0.0009658126136968654,0.0019815033777841207,0.005011321587649898,0.34525112867816643,0.6467720601961476
2.67,0.0009651500698261467,0.001967814071292444,0.005010754291347713,0.3452221887602847,0.6468159214682658
2.68,0.0009644943087253134,0.001954237303475008,0.005010198383501862,0.3451939368012583,0.6468589640269674
2.69,0.0009638452416988628,0.0019407721536608541,0.005009653669370503,0.3451663568533987,0.6469012050251058
2.7,0.0009632027835999886,0.0019274177073929709,0.005009119851141929,0.34513943249565077,0.646942662182084
2.71,0.0009625668493903508,0.0019141730582186067,0.005008596696650761,0.3451131481110766,0.6469833523394654
2.72,0.0009619373552610934,0.0019010373069886413,0.005008083981257013,0.3450874884304089,0.6470232919750675
2.73,0.0009613142185853957,0.0018880095617950772,0.005007581487834593,0.3450624385197906,0.6470624972153443
2.74,0.0009606973578710228,0.0018750889379085184,0.005007089006759818,0.34503798376851363,0.6471009838477699
2.75,0.000960086700706318,0.0018622745585774375,0.005006606227207115,0.3450141105928254,0.6471387667167611
2.7600000000000002,0.0009594821731176304,0.0018495655538233917,0.005006132881207364,0.344990805474537,0.6471758605531653
