t,VVS1,VAS1,VLA1,VPA1,VRA1
1.83,3.2724609769360957,0.8512064623761484,0.39903833672747585,0.3842869431480844,0.0992172808121968
1.84,3.27246097693607,0.8512064623761809,0.39903833672747624,0.38428694314808,0.0992172808121941
1.85,3.272460976936044,0.8512064623762134,0.3990383367274766,0.38428694314807554,0.09921728081219139
1.86,3.2724609769360185,0.851206462376246,0.3990383367274769,0.3842869431480711,0.09921728081218868
1.87,3.2724609769359927,0.8512064623762785,0.3990383367274773,0.38428694314806666,0.09921728081218596
1.8800000000000001,3.272460976935967,0.851206462376311,0.3990383367274776,0.3842869431480622,0.09921728081218326
1.8900000000000001,3.272460976935941,0.8512064623763436,0.399038336727478,0.3842869431480578,0.09921728081218055
1.9000000000000001,3.2724609769359154,0.8512064623763761,0.39903833672747835,0.38428694314805334,0.09921728081217784
1.9100000000000001,3.2724609769358897,0.8512064623764086,0.3990383367274787,0.3842869431480489,0.09921728081217512
1.92,3.2724609769358644,0.8512064623764412,0.39903833672747907,0.3842869431480445,0.09921728081217242
1.93,3.2724609769358386,0.8512064623764737,0.3990383367274794,0.38428694314804007,0.09921728081216971
1.94,3.272460976935813,0.8512064623765062,0.3990383367274798,0.38428694314803563,0.099217280812167
1.95,3.272460976935787,0.8512064623765387,0.3990383367274801,0.3842869431480312,0.09921728081216429
1.96,3.2724609769357613,0.8512064623765713,0.39903833672748046,0.38428694314802675,0.09921728081216158
1.97,3.2724609769357356,0.8512064623766038,0.39903833672748085,0.3842869431480223,0.09921728081215887
1.98,3.27246097693571,0.8512064623766363,0.3990383367274812,0.38428694314801787,0.09921728081215617
1.99,3.272460976935684,0.8512064623766689,0.39903833672748157,0.3842869431480134,0.09921728081215346
2.0,3.2724609769356583,0.8512064623767014,0.3990383367274819,0.384286943148009,0.09921728081215074
2.0100000000000002,3.2724609769356325,0.8512064623767339,0.39903833672748223,0.38428694314800455,0.09921728081214803
2.02,3.272460976935607,0.8512064623767664,0.3990383367274826,0.3842869431480001,0.09921728081214533
2.0300000000000002,3.272460976935581,0.851206462376799,0.39903833672748296,0.3842869431479957,0.09921728081214262
2.04,3.2724609769355553,0.8512064623768314,0.39903833672748334,0.3842869431479913,0.0992172808121399
2.05,3.2724609769355295,0.8512064623768639,0.3990383367274837,0.38428694314798684,0.0992172808121372
2.06,3.2724609769355038,0.8512064623768965,0.399038336727484,0.3842869431479824,0.09921728081213449
2.07,3.272460976935478,0.851206462376929,0.3990383367274844,0.38428694314797796,0.09921728081213178
2.08,3.2724609769354522,0.8512064623769615,0.39903833672748473,0.3842869431479735,0.09921728081212906
2.09,3.2724609769354265,0.851206462376994,0.3990383367274851,0.3842869431479691,0.09921728081212636
2.1,3.2724609769354007,0.8512064623770266,0.39903833672748545,0.38428694314796463,0.09921728081212365
2.11,3.272460976935375,0.8512064623770591,0.39903833672748584,0.3842869431479602,0.09921728081212094
2.12,3.272460976935349,0.8512064623770916,0.3990383367274862,0.38428694314795575,0.09921728081211824
2.13,3.272460976935324,0.8512064623771242,0.3990383367274865,0.3842869431479513,0.09921728081211552
2.14,3.272460976935298,0.8512064623771567,0.3990383367274869,0.38428694314794687,0.09921728081211281
2.15,3.2724609769352724,0.8512064623771892,0.39903833672748723,0.3842869431479425,0.0992172808121101
2.16,3.2724609769352466,0.8512064623772218,0.3990383367274876,0.38428694314793804,0.0992172808121074
2.17,3.272460976935221,0.8512064623772543,0.39903833672748795,0.3842869431479336,0.09921728081210468
2.18,3.272460976935195,0.8512064623772868,0.3990383367274883,0.38428694314792916,0.09921728081210197
2.19,3.2724609769351694,0.8512064623773193,0.3990383367274887,0.3842869431479247,0.09921728081209927
2.2,3.2724609769351436,0.8512064623773519,0.399038336727489,0.3842869431479203,0.09921728081209656
2.21,3.272460976935118,0.8512064623773844,0.3990383367274894,0.38428694314791584,0.09921728081209386
2.22,3.272460976935092,0.8512064623774169,0.39903833672748973,0.3842869431479114,0.09921728081209114
2.23,3.2724609769350663,0.8512064623774495,0.39903833672749006,0.38428694314790696,0.09921728081208843
2.24,3.2724609769350406,0.851206462377482,0.39903833672749045,0.3842869431479025,0.09921728081208572
2.25,3.272460976935015,0.8512064623775145,0.3990383367274908,0.3842869431478981,0.09921728081208302
2.2600000000000002,3.272460976934989,0.851206462377547,0.39903833672749117,0.3842869431478937,0.0992172808120803
2.27,3.2724609769349633,0.8512064623775796,0.3990383367274915,0.38428694314788925,0.09921728081207759
2.2800000000000002,3.2724609769349375,0.8512064623776121,0.39903833672749184,0.3842869431478848,0.09921728081207488
2.29,3.272460976934912,0.8512064623776446,0.3990383367274922,0.38428694314788037,0.09921728081207218
2.3000000000000003,3.272460976934886,0.8512064623776772,0.39903833672749256,0.3842869431478759,0.09921728081206946
2.31,3.2724609769348603,0.8512064623777097,0.39903833672749295,0.3842869431478715,0.09921728081206675
2.32,3.2724609769348345,0.8512064623777422,0.3990383367274933,0.38428694314786704,0.09921728081206405
2.33,3.2724609769348088,0.8512064623777748,0.3990383367274936,0.3842869431478626,0.09921728081206134
2.34,3.272460976934783,0.8512064623778073,0.399038336727494,0.38428694314785816,0.09921728081205863
2.35,3.2724609769347577,0.8512064623778398,0.39903833672749434,0.3842869431478537,0.09921728081205591
2.36,3.27246097693475,0.8512064623778487,0.3990383367274944,0.3842869431478525,0.09921728081205518
2.37,3.27246097693475,0.851206462377849,0.39903833672749434,0.3842869431478524,0.09921728081205515
2.38,3.2724609769347497,0.8512064623778495,0.3990383367274943,0.3842869431478523,0.09921728081205512
2.39,3.2724609769347497,0.8512064623778498,0.3990383367274942,0.38428694314785217,0.0992172808120551
2.4,3.2724609769347492,0.8512064623778502,0.39903833672749417,0.38428694314785206,0.09921728081205508
2.41,3.2724609769347492,0.8512064623778506,0.3990383367274941,0.38428694314785194,0.09921728081205505
2.42,3.2724609769347492,0.851206462377851,0.39903833672749406,0.38428694314785183,0.09921728081205503
2.43,3.272460976934749,0.8512064623778514,0.399038336727494,0.3842869431478517,0.099217280812055
2.44,3.272460976934749,0.8512064623778518,0.39903833672749395,0.3842869431478516,0.09921728081205498
2.45,3.2724609769347484,0.8512064623778521,0.3990383367274939,0.3842869431478515,0.09921728081205496
2.46,3.2724609769347484,0.8512064623778526,0.39903833672749384,0.3842869431478514,0.09921728081205493
2.47,3.272460976934748,0.8512064623778529,0.3990383367274938,0.3842869431478513,0.0992172808120549
2.48,3.272460976934748,0.8512064623778534,0.3990383367274937,0.38428694314785117,0.09921728081205489
2.49,3.2724609769347475,0.8512064623778537,0.39903833672749367,0.38428694314785106,0.09921728081205486
2.5,3.2724609769347475,0.8512064623778541,0.3990383367274936,0.38428694314785095,0.09921728081205483
2.5100000000000002,3.272460976934747,0.8512064623778545,0.39903833672749356,0.38428694314785083,0.0992172808120548
2.52,3.272460976934747,0.8512064623778549,0.3990383367274935,0.3842869431478507,0.09921728081205478
2.5300000000000002,3.272460976934747,0.8512064623778554,0.3990383367274935,0.3842869431478506,0.09921728081205476
2.54,3.2724609769347466,0.8512064623778557,0.39903833672749345,0.3842869431478505,0.09921728081205473
2.5500000000000003,3.2724609769347466,0.8512064623778561,0.3990383367274934,0.3842869431478504,0.0992172808120547
2.56,3.272460976934746,0.8512064623778565,0.39903833672749334,0.3842869431478503,0.09921728081205468
2.57,3.272460976934746,0.8512064623778569,0.3990383367274933,0.38428694314785017,0.09921728081205466
2.58,3.2724609769347457,0.8512064623778572,0.3990383367274932,0.38428694314785006,0.09921728081205464
2.59,3.2724609769347457,0.8512064623778577,0.39903833672749317,0.38428694314784995,0.09921728081205461
2.6,3.2724609769347452,0.851206462377858,0.3990383367274931,0.38428694314784984,0.09921728081205458
2.61,3.2724609769347452,0.8512064623778585,0.39903833672749306,0.3842869431478497,0.09921728081205457
2.62,3.272460976934745,0.8512064623778588,0.399038336727493,0.3842869431478496,0.09921728081205454
2.63,3.272460976934745,0.8512064623778592,0.39903833672749295,0.3842869431478495,0.09921728081205451
2.64,3.272460976934745,0.8512064623778596,0.3990383367274929,0.3842869431478494,0.09921728081205448
2.65,3.2724609769347444,0.85120646237786,0.39903833672749284,0.3842869431478493,0.09921728081205447
2.66,3.2724609769347444,0.8512064623778604,0.3990383367274928,0.38428694314784917,0.09921728081205444
2.67,3.272460976934744,0.8512064623778608,0.3990383367274927,0.38428694314784906,0.09921728081205441
2.68,3.272460976934744,0.8512064623778611,0.39903833672749267,0.38428694314784895,0.09921728081205439
2.69,3.2724609769347435,0.8512064623778616,0.3990383367274926,0.38428694314784884,0.09921728081205437
2.7,3.2724609769347435,0.8512064623778619,0.39903833672749256,0.3842869431478487,0.09921728081205435
2.71,3.272460976934743,0.8512064623778623,0.3990383367274925,0.3842869431478486,0.09921728081205432
2.72,3.272460976934743,0.8512064623778627,0.39903833672749245,0.3842869431478485,0.09921728081205429
2.73,3.2724609769347426,0.8512064623778631,0.3990383367274924,0.3842869431478484,0.09921728081205428
2.74,3.2724609769347426,0.8512064623778635,0.39903833672749234,0.3842869431478483,0.09921728081205425
2.75,3.2724609769347426,0.8512064623778639,0.3990383367274923,0.38428694314784817,0.09921728081205422
2.7600000000000002,3.272460976934742,0.8512064623778642,0.3990383367274923,0.38428694314784806,0.09921728081205419
2.77,3.272460976934742,0.8512064623778647,0.3990383367274922,0.38428694314784795,0.09921728081205416
2.7800000000000002,3.2724609769347417,0.851206462377865,0.39903833672749217,0.38428694314784784,0.09921728081205415
2.79,3.2724609769347417,0.8512064623778655,0.3990383367274921,0.3842869431478477,0.09921728081205412
2.8000000000000003,3.2724609769347413,0.8512064623778658,0.39903833672749206,0.3842869431478476,0.0992172808120541
2.81,3.2724609769347413,0.8512064623778662,0.399038336727492,0.38428694314784756,0.09921728081205407
2.82,3.272460976934741,0.8512064623778666,0.39903833672749195,0.38428694314784745,0.09921728081205405
2.83,3.272460976934741,0.851206462377867,0.3990383367274919,0.38428694314784734,0.09921728081205403
2.84,3.2724609769347404,0.8512064623778673,0.39903833672749184,0.3842869431478472,0.099217280812054
